名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
山崎望美,東レアローズ,20,6,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山本愛,NECレッドロケッツ,16,12,69,34,5,49.3,42.0,0,0,0,14,18,0,0,5,1,0,0,48,,2.8,1.2,6.9,0.0
岡田理恵,NECレッドロケッツ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎藤真由美,パイオニアレッドウィングス,8,12,90,35,2,38.9,36.7,1,0,0,9,42,0,2,16,43,29,0,44,0.0,2.9,0.8,8.3,67.4
木村久美,東レアローズ,2,11,57,25,2,43.9,40.4,1,0,0,6,35,0,3,7,90,73,0,31,0.0,2.3,0.5,2.9,81.1
杉山祥子,NECレッドロケッツ,8,12,56,20,1,35.7,33.9,0,0,0,14,51,0,3,18,2,1,0,34,,1.7,1.2,7.4,50.0
村川裕子,久光製薬スプリングス,6,7,0,0,0,,,0,0,0,0,11,1,1,3,0,0,0,1,,0.0,0.0,13.6,
松崎さ代子,NECレッドロケッツ,18,12,16,5,1,31.2,25.0,0,0,0,0,1,0,1,0,0,0,0,5,,0.4,0.0,-25.0,
椿本真恵,パイオニアレッドウィングス,11,12,69,22,6,31.9,23.2,1,0,1,1,36,0,3,14,38,19,0,23,0.0,1.8,0.1,7.6,50.0
橋本由紀子,久光製薬スプリングス,3,13,87,31,4,35.6,31.0,0,0,0,2,61,0,0,16,70,45,0,33,,2.4,0.2,6.6,64.3
江口理代,久光製薬スプリングス,7,8,19,8,1,42.1,36.8,0,0,0,0,7,0,0,4,0,0,0,8,,1.0,0.0,14.3,
池上亜紀,久光製薬スプリングス,2,4,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
池田幸子,東レアローズ,12,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
河村めぐみ,NECレッドロケッツ,22,7,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河野奈歩,パイオニアレッドウィングス,10,7,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
津雲博子,NECレッドロケッツ,2,12,0,0,0,,,0,0,0,0,0,0,0,0,74,54,0,0,,0.0,0.0,,73.0
浦田聖子,NECレッドロケッツ,12,12,73,24,3,32.9,28.8,0,0,0,0,28,0,2,12,37,25,0,24,,2.0,0.0,8.9,67.6
満永ひとみ,久光製薬スプリングス,11,13,66,26,3,39.4,34.8,1,0,0,2,52,2,9,14,34,21,0,30,0.0,2.0,0.2,6.2,61.8
熊前知加子,東レアローズ,1,11,102,37,11,36.3,25.5,3,2,0,5,42,2,5,16,23,19,0,44,66.7,3.4,0.5,11.3,82.6
田中姿子,NECレッドロケッツ,4,11,0,0,0,,,0,0,0,0,17,0,3,5,15,9,0,0,,0.0,0.0,2.9,60.0
竹下佳江,NECレッドロケッツ,1,12,6,2,0,33.3,33.3,0,0,0,0,58,2,1,18,0,0,0,4,,0.2,0.0,10.8,
芝田安希,東レアローズ,15,5,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,,0.0,0.0,,100.0
苧坂一美,東レアローズ,3,11,51,24,4,47.1,39.2,0,0,0,3,33,1,4,10,0,0,0,28,,2.2,0.3,7.6,
西畑美希,パイオニアレッドウィングス,17,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
野田昌代,久光製薬スプリングス,15,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
鈴木玲子,パイオニアレッドウィングス,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
関井陽子,久光製薬スプリングス,5,13,101,36,8,35.6,27.7,0,0,0,8,42,0,1,14,58,47,0,44,,2.8,0.6,7.7,81.0
阿部香奈子,パイオニアレッドウィングス,18,6,8,4,0,50.0,50.0,0,0,0,1,10,1,0,4,0,0,0,6,,0.7,0.2,20.0,
高橋みゆき,NECレッドロケッツ,6,12,133,51,5,38.3,34.6,1,0,0,3,45,3,4,17,56,47,0,57,0.0,4.2,0.2,13.9,83.9
高橋幸子,久光製薬スプリングス,9,13,0,0,0,,,0,0,0,0,0,0,0,0,92,61,0,0,,0.0,0.0,,66.3
鶴田桂子,久光製薬スプリングス,10,13,12,5,0,41.7,41.7,0,0,0,0,35,1,1,8,0,0,0,6,,0.4,0.0,7.9,
