名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊藤信博,2006-02,堺ブレイザーズ,15,14,27,51,29,2,56.9,52.9,0,0,0,20,84,7,11,20,1,0,0,56,,1.07,0.74,11.0,0.0
伊藤信博,2006-03,堺ブレイザーズ,15,3,3,8,5,0,62.5,62.5,0,0,0,4,12,0,2,5,0,0,0,9,,1.67,1.33,6.2,
伊藤淳,2005-10,旭化成スパーキッズ,7,50,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤和夫,2005-10,豊田合成トレフェルサ,17,50,15,0,0,0,,,0,0,0,0,26,3,7,7,0,0,0,3,,0.0,0.0,11.5,
佐藤和夫,2005-12,豊田合成トレフェルサ,17,72,18,8,2,3,25.0,-12.5,5,2,2,1,20,1,10,5,0,0,0,4,40.0,0.11,0.06,-1.2,
佐藤和夫,2006-02,豊田合成トレフェルサ,17,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
佐藤和夫,2006-03,豊田合成トレフェルサ,17,3,5,0,0,0,,,0,0,0,0,6,0,0,4,0,0,0,0,,0.0,0.0,16.7,
内冨寛法,2005-10,JTサンダーズ,17,40,12,56,15,9,26.8,10.7,21,6,5,0,26,1,5,10,0,0,0,16,28.6,1.25,0.0,8.7,
内冨寛法,2005-12,JTサンダーズ,17,84,16,58,25,14,43.1,19.0,22,10,5,1,42,4,13,13,0,0,0,30,45.5,1.56,0.06,9.5,
内冨寛法,2006-01,JTサンダーズ,17,8,15,36,21,6,58.3,41.7,12,5,4,1,22,0,9,6,0,0,0,22,41.7,1.4,0.07,-3.4,
内冨寛法,2006-02,JTサンダーズ,17,10,12,29,17,1,58.6,55.2,11,5,0,3,25,4,7,5,0,0,0,24,45.5,1.42,0.25,14.0,
内冨寛法,2006-03,JTサンダーズ,17,3,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
前田悟,2005-10,JTサンダーズ,11,50,13,5,3,0,60.0,60.0,0,0,0,3,33,0,4,7,0,0,0,6,,0.23,0.23,2.3,
前田悟,2005-12,JTサンダーズ,11,72,21,15,9,2,60.0,46.7,4,0,0,7,52,2,7,13,2,0,0,18,0.0,0.43,0.33,6.7,0.0
前田悟,2006-01,JTサンダーズ,11,8,31,15,9,0,60.0,60.0,0,0,0,4,92,0,11,33,1,1,0,13,,0.29,0.13,6.0,100.0
前田悟,2006-02,JTサンダーズ,11,12,22,16,11,1,68.8,62.5,0,0,0,6,55,0,9,15,0,0,0,17,,0.5,0.27,2.7,
加藤陽一,2005-10,JTサンダーズ,12,50,16,80,40,5,50.0,43.8,25,10,4,5,53,2,9,14,83,58,0,47,40.0,2.5,0.31,6.1,69.9
加藤陽一,2005-12,JTサンダーズ,12,84,19,87,42,7,48.3,40.2,22,10,1,3,56,0,6,20,141,98,0,45,45.5,2.21,0.16,6.2,69.5
加藤陽一,2006-01,JTサンダーズ,12,8,25,112,58,6,51.8,46.4,22,14,3,5,61,4,7,14,116,83,0,67,63.6,2.32,0.2,9.4,71.6
加藤陽一,2006-02,JTサンダーズ,12,14,14,57,29,3,50.9,45.6,13,7,2,2,34,1,5,13,69,53,0,32,53.8,2.07,0.14,8.8,76.8
加藤陽一,2006-03,JTサンダーズ,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝俣康之,2005-10,豊田合成トレフェルサ,14,20,8,0,0,0,,,0,0,0,0,0,0,0,0,26,16,0,0,,0.0,0.0,,61.5
勝俣康之,2005-12,豊田合成トレフェルサ,14,60,23,0,0,0,,,0,0,0,0,0,0,0,0,69,51,0,0,,0.0,0.0,,73.9
勝俣康之,2006-01,豊田合成トレフェルサ,14,4,15,0,0,0,,,0,0,0,0,0,0,0,0,65,41,0,0,,0.0,0.0,,63.1
勝俣康之,2006-02,豊田合成トレフェルサ,14,8,17,0,0,0,,,0,0,0,0,0,0,0,0,84,61,0,0,,0.0,0.0,,72.6
勝俣康之,2006-03,豊田合成トレフェルサ,14,3,5,0,0,0,,,0,0,0,0,0,0,0,0,27,19,0,0,,0.0,0.0,,70.4
北島武,2005-10,堺ブレイザーズ,4,50,14,33,14,0,42.4,42.4,4,0,0,5,20,0,6,6,33,18,0,19,0.0,1.0,0.36,0.0,54.5
北島武,2005-12,堺ブレイザーズ,4,84,19,89,39,7,43.8,36.0,16,9,2,5,70,1,22,15,97,58,0,45,56.2,2.05,0.26,-1.1,59.8
北島武,2006-01,堺ブレイザーズ,4,8,9,18,4,1,22.2,16.7,2,0,0,1,11,0,4,2,25,16,0,5,0.0,0.44,0.11,-4.5,64.0
北島武,2006-02,堺ブレイザーズ,4,14,2,8,4,1,50.0,37.5,0,0,0,0,3,0,2,1,5,4,0,4,,2.0,0.0,-8.3,80.0
北島武,2006-03,堺ブレイザーズ,4,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
北川祐介,2005-10,豊田合成トレフェルサ,2,40,14,33,21,2,63.6,57.6,0,0,0,13,40,0,1,7,3,2,0,34,,1.5,0.93,3.8,66.7
北川祐介,2005-12,豊田合成トレフェルサ,2,84,30,76,44,4,57.9,52.6,0,0,0,24,85,0,3,18,2,1,0,68,,1.47,0.8,4.4,50.0
北川祐介,2006-01,豊田合成トレフェルサ,2,8,32,79,40,6,50.6,43.0,0,0,0,33,102,1,1,22,12,10,0,74,,1.25,1.03,6.1,83.3
北川祐介,2006-02,豊田合成トレフェルサ,2,12,23,57,32,5,56.1,47.4,0,0,0,18,61,0,0,12,5,4,0,50,,1.39,0.78,4.9,80.0
北川祐介,2006-03,豊田合成トレフェルサ,2,3,5,10,6,1,60.0,50.0,1,1,0,4,18,1,0,2,1,1,0,11,100.0,1.2,0.8,8.3,100.0
千葉進也,2005-10,堺ブレイザーズ,6,50,18,80,39,11,48.8,35.0,20,11,4,4,65,2,4,23,80,65,0,45,55.0,2.17,0.22,10.4,81.2
千葉進也,2005-12,堺ブレイザーズ,6,84,25,166,78,15,47.0,38.0,32,19,6,9,102,7,12,28,230,168,0,94,59.4,3.12,0.36,10.8,73.0
千葉進也,2006-01,堺ブレイザーズ,6,8,31,197,94,15,47.7,40.1,54,29,2,10,156,8,19,53,208,145,0,112,53.7,3.03,0.32,10.6,69.7
千葉進也,2006-02,堺ブレイザーズ,6,14,23,134,77,13,57.5,47.8,26,16,1,14,89,4,13,28,125,79,0,95,61.5,3.35,0.61,8.7,63.2
千葉進也,2006-03,堺ブレイザーズ,6,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
南克幸,2005-10,旭化成スパーキッズ,23,50,21,56,30,4,53.6,46.4,0,0,0,8,66,0,2,13,10,9,0,38,,1.43,0.38,4.2,90.0
南克幸,2005-12,旭化成スパーキッズ,23,84,26,92,46,7,50.0,42.4,0,0,0,13,70,2,4,16,8,6,0,61,,1.77,0.5,7.1,75.0
南克幸,2006-01,旭化成スパーキッズ,23,8,25,78,39,4,50.0,44.9,0,0,0,12,54,1,4,13,3,2,0,52,,1.56,0.48,6.0,66.7
南克幸,2006-02,旭化成スパーキッズ,23,14,20,87,49,5,56.3,50.6,0,0,0,10,57,2,4,12,8,7,0,61,,2.45,0.5,7.0,87.5
南克幸,2006-03,旭化成スパーキッズ,23,3,3,8,5,0,62.5,62.5,0,0,0,1,13,1,0,2,1,1,0,7,,1.67,0.33,11.5,100.0
古田博幸,2005-10,旭化成スパーキッズ,15,30,9,0,0,0,,,0,0,0,0,1,0,0,0,37,24,0,0,,0.0,0.0,0.0,64.9
古田博幸,2005-12,旭化成スパーキッズ,15,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古田博幸,2006-01,旭化成スパーキッズ,15,4,10,14,6,1,42.9,35.7,0,0,0,3,13,0,1,2,34,24,0,9,,0.6,0.3,1.9,70.6
古田博幸,2006-02,旭化成スパーキッズ,15,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田譲,2005-10,サントリーサンバーズ,19,50,16,0,0,0,,,0,0,0,1,31,4,7,7,0,0,0,5,,0.0,0.06,12.9,
吉田譲,2005-12,サントリーサンバーズ,19,48,8,0,0,0,,,0,0,0,0,9,0,3,1,0,0,0,0,,0.0,0.0,-5.6,
吉田譲,2006-01,サントリーサンバーズ,19,8,27,0,0,0,,,0,0,0,0,29,1,6,7,0,0,0,1,,0.0,0.0,4.3,
吉田譲,2006-02,サントリーサンバーズ,19,14,17,0,0,0,,,0,0,0,1,27,0,7,6,0,0,0,1,,0.0,0.06,-0.9,
吉田譲,2006-03,サントリーサンバーズ,19,3,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
坂本雄一郎,2005-12,サントリーサンバーズ,3,84,3,7,5,0,71.4,71.4,0,0,0,2,7,0,2,0,0,0,0,7,,1.67,0.67,-7.1,
坂本雄一郎,2006-01,サントリーサンバーズ,3,8,23,62,41,2,66.1,62.9,0,0,0,10,66,2,4,18,2,2,0,53,,1.78,0.43,8.3,100.0
坂本雄一郎,2006-02,サントリーサンバーズ,3,12,14,43,19,4,44.2,34.9,0,0,0,3,34,1,2,9,1,1,0,23,,1.36,0.21,8.1,100.0
坂本雄一郎,2006-03,サントリーサンバーズ,3,3,3,8,4,0,50.0,50.0,0,0,0,2,7,0,0,4,1,0,0,6,,1.33,0.67,14.3,0.0
増成一志,2005-10,旭化成スパーキッズ,18,50,10,1,1,0,100.0,100.0,0,0,0,0,21,0,3,2,0,0,0,1,,0.1,0.0,-1.2,
増成一志,2005-12,旭化成スパーキッズ,18,24,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
増成一志,2006-01,旭化成スパーキッズ,18,2,2,0,0,0,,,0,0,0,0,4,1,0,2,0,0,0,1,,0.0,0.0,37.5,
増成一志,2006-02,旭化成スパーキッズ,18,4,5,1,0,0,0.0,0.0,0,0,0,0,12,0,1,2,0,0,0,0,,0.0,0.0,2.1,
増野彰,2005-10,堺ブレイザーズ,11,50,18,0,0,0,,,0,0,0,0,0,0,0,0,108,81,0,0,,0.0,0.0,,75.0
増野彰,2005-12,堺ブレイザーズ,11,84,26,0,0,0,,,0,0,0,0,0,0,0,0,137,102,0,0,,0.0,0.0,,74.5
増野彰,2006-01,堺ブレイザーズ,11,8,33,0,0,0,,,0,0,0,0,0,0,0,0,145,109,0,0,,0.0,0.0,,75.2
増野彰,2006-02,堺ブレイザーズ,11,14,27,0,0,0,,,0,0,0,0,0,0,0,0,135,92,0,0,,0.0,0.0,,68.1
増野彰,2006-03,堺ブレイザーズ,11,3,3,0,0,0,,,0,0,0,0,0,0,0,0,15,9,0,0,,0.0,0.0,,60.0
大久保茂和,2005-10,堺ブレイザーズ,2,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大久保茂和,2005-12,堺ブレイザーズ,2,48,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大久保茂和,2006-02,堺ブレイザーズ,2,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大坪史明,2005-12,旭化成スパーキッズ,14,84,18,7,2,2,28.6,0.0,6,1,2,1,25,1,2,11,0,0,0,4,16.7,0.11,0.06,13.0,
大坪史明,2006-01,旭化成スパーキッズ,14,8,26,2,0,0,0.0,0.0,0,0,0,0,39,3,5,21,0,0,0,3,,0.0,0.0,17.9,
大坪史明,2006-02,旭化成スパーキッズ,14,14,19,66,32,8,48.5,36.4,32,12,4,2,43,4,13,12,1,0,0,38,37.5,1.68,0.11,8.7,0.0
大坪史明,2006-03,旭化成スパーキッズ,14,3,3,27,12,1,44.4,40.7,15,8,1,1,10,0,3,4,0,0,0,13,53.3,4.0,0.33,2.5,
大村悟,2005-10,NECブルーロケッツ,1,50,19,132,54,18,40.9,27.3,30,9,5,5,73,0,2,9,60,43,0,59,30.0,2.84,0.26,2.4,71.7
大村悟,2005-12,NECブルーロケッツ,1,84,24,174,80,22,46.0,33.3,43,18,12,15,114,2,7,38,105,72,0,97,41.9,3.33,0.62,8.6,68.6
大村悟,2006-01,NECブルーロケッツ,1,6,23,181,85,14,47.0,39.2,34,15,5,8,105,4,10,24,149,99,0,97,44.1,3.7,0.35,7.1,66.4
大村悟,2006-02,NECブルーロケッツ,1,14,30,166,82,17,49.4,39.2,28,15,3,8,115,3,12,36,251,179,0,93,53.6,2.73,0.27,7.8,71.3
大村悟,2006-03,NECブルーロケッツ,1,3,1,6,2,2,33.3,0.0,1,0,0,0,3,0,1,0,8,6,0,2,0.0,2.0,0.0,-8.3,75.0
大角竜敏,2005-10,NECブルーロケッツ,16,50,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大角竜敏,2006-01,NECブルーロケッツ,16,7,15,33,19,1,57.6,54.5,0,0,0,11,46,0,3,10,0,0,0,30,,1.27,0.73,3.8,
大角竜敏,2006-02,NECブルーロケッツ,16,14,25,56,28,4,50.0,42.9,0,0,0,14,97,1,8,22,0,0,0,43,,1.12,0.56,4.6,
大角竜敏,2006-03,NECブルーロケッツ,16,3,3,8,2,1,25.0,12.5,0,0,0,2,5,0,0,1,0,0,0,4,,0.67,0.67,5.0,
大道大輔,2005-12,堺ブレイザーズ,18,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥谷信彦,2005-10,NECブルーロケッツ,12,50,16,26,14,6,53.8,30.8,6,3,1,0,31,1,3,7,12,8,0,15,50.0,0.88,0.0,6.5,66.7
奥谷信彦,2005-12,NECブルーロケッツ,12,84,17,23,13,4,56.5,39.1,5,3,0,1,31,2,5,6,28,19,0,16,60.0,0.76,0.06,7.3,67.9
奥谷信彦,2006-01,NECブルーロケッツ,12,8,26,136,63,11,46.3,38.2,33,14,8,2,82,2,7,25,117,69,0,67,42.4,2.42,0.08,7.9,59.0
奥谷信彦,2006-02,NECブルーロケッツ,12,14,30,176,90,15,51.1,42.6,14,8,2,3,90,0,13,12,128,81,0,93,57.1,3.0,0.1,-0.3,63.3
奥谷信彦,2006-03,NECブルーロケッツ,12,3,3,15,6,1,40.0,33.3,3,1,0,0,8,0,2,1,8,7,0,6,33.3,2.0,0.0,-3.1,87.5
宇佐美大輔,2005-10,NECブルーロケッツ,8,50,20,7,4,0,57.1,57.1,0,0,0,7,69,2,10,12,1,0,0,13,,0.2,0.35,3.6,0.0
宇佐美大輔,2005-12,NECブルーロケッツ,8,84,23,9,6,0,66.7,66.7,1,0,0,10,103,5,16,24,2,1,0,21,0.0,0.26,0.43,6.8,50.0
宇佐美大輔,2006-01,NECブルーロケッツ,8,8,29,14,7,1,50.0,42.9,0,0,0,3,120,6,18,34,0,0,0,16,,0.24,0.1,8.3,
宇佐美大輔,2006-02,NECブルーロケッツ,8,14,24,13,11,0,84.6,84.6,0,0,0,3,66,1,14,18,0,0,0,15,,0.46,0.12,3.0,
宇佐美大輔,2006-03,NECブルーロケッツ,8,3,2,0,0,0,,,0,0,0,0,5,0,1,3,0,0,0,0,,0.0,0.0,10.0,
宮下雅寛,2005-10,JTサンダーズ,1,50,17,50,28,5,56.0,46.0,1,0,0,4,56,2,9,16,0,0,0,34,0.0,1.65,0.24,6.7,
宮下雅寛,2005-12,JTサンダーズ,1,60,10,17,13,0,76.5,76.5,0,0,0,3,31,0,4,7,0,0,0,16,,1.3,0.3,2.4,
宮下雅寛,2006-01,JTサンダーズ,1,8,31,67,41,2,61.2,58.2,0,0,0,22,104,1,17,21,0,0,0,64,,1.32,0.71,1.9,
宮下雅寛,2006-02,JTサンダーズ,1,14,27,65,42,1,64.6,63.1,0,0,0,18,96,4,11,19,0,0,0,64,,1.56,0.67,6.2,
宮下雅寛,2006-03,JTサンダーズ,1,3,3,8,2,2,25.0,0.0,0,0,0,2,7,0,3,0,0,0,0,4,,0.67,0.67,-10.7,
小口創一郎,2005-10,堺ブレイザーズ,9,40,3,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
小口創一郎,2005-12,堺ブレイザーズ,9,84,22,0,0,0,,,0,0,0,0,28,0,8,8,0,0,0,0,,0.0,0.0,0.0,
小口創一郎,2006-01,堺ブレイザーズ,9,8,10,0,0,0,,,0,0,0,0,11,0,3,3,0,0,0,0,,0.0,0.0,0.0,
