名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
平原隆也,警視庁フォートファイターズ,11,6,5,0,0,0,,,0,0,0,0,10,1,0,9,0,0,0,,0.0,0.0,32.5,
平田英貴,きんでんトリニティーブリッツ,13,131,27,63,28,7,44.4,33.3,0,0,0,7,52,1,7,19,9,6,3,,1.04,0.26,7.7,83.3
平野晃多,大同特殊鋼レッドスター,5,116,40,104,55,3,52.9,50.0,0,0,0,29,115,4,5,26,6,2,2,,1.38,0.72,8.0,50.0
庄司練,きんでんトリニティーブリッツ,6,15,37,141,67,10,47.5,40.4,0,0,0,6,65,1,2,17,3,2,1,,1.81,0.16,7.3,83.3
廣瀬優希,つくばユナイテッドSunGAIA,5,142,68,290,150,28,51.7,42.1,0,0,0,41,180,12,45,49,13,3,5,,2.21,0.6,7.2,42.3
張育陞,ヴォレアス北海道,14,136,30,231,135,20,58.4,49.8,100,58,10,13,101,5,28,41,1,0,0,58.0,4.5,0.43,8.2,0.0
後藤万澄,大同特殊鋼レッドスター,6,120,43,141,71,10,50.4,43.3,0,0,0,19,110,1,6,18,3,1,2,,1.65,0.44,3.6,66.7
後藤滉貴,富士通カワサキレッドスピリッツ,8,129,52,47,13,4,27.7,19.1,9,1,3,0,75,1,19,25,0,0,0,11.1,0.25,0.0,3.3,
志波京介,富士通カワサキレッドスピリッツ,20,131,44,1,1,0,100.0,100.0,0,0,0,2,90,2,3,15,0,0,0,,0.02,0.05,5.6,
戸田拓也,ヴォレアス北海道,20,140,47,186,85,22,45.7,33.9,19,8,2,13,170,14,48,42,258,132,65,42.1,1.81,0.28,7.4,63.8
手塚奨,富士通カワサキレッドスピリッツ,9,103,19,16,6,0,37.5,37.5,0,0,0,3,40,3,3,15,0,0,0,,0.32,0.16,15.0,
新谷俊揮,きんでんトリニティーブリッツ,12,131,71,250,104,25,41.6,31.6,10,4,0,17,227,14,35,47,573,234,157,40.0,1.46,0.24,7.5,54.5
曹海倫,つくばユナイテッドSunGAIA,8,142,56,168,88,7,52.4,48.2,0,0,0,14,186,7,19,49,15,6,3,,1.57,0.25,7.8,50.0
木村拓哉,大同特殊鋼レッドスター,20,122,38,290,117,25,40.3,31.7,107,41,15,9,135,5,23,32,1,1,0,38.3,3.08,0.24,5.4,100.0
本澤凌斗,ヴォレアス北海道,6,140,28,14,9,1,64.3,57.1,0,0,0,3,94,4,11,20,0,0,0,,0.32,0.11,6.6,
東野晴輝,トヨタ自動車サンホークス,7,1,4,0,0,0,,,0,0,0,0,10,0,1,1,0,0,0,,0.0,0.0,0.0,
松下大悟,トヨタ自動車サンホークス,13,126,46,376,171,52,45.5,31.6,88,28,19,9,146,7,47,36,388,196,91,31.8,3.72,0.2,2.9,62.2
松下祐太,長野GaRons,11,131,37,0,0,0,,,0,0,0,0,14,0,5,6,47,21,15,,0.0,0.0,1.8,60.6
松井孝介,兵庫デルフィーノ,18,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松坂洸汰,富士通カワサキレッドスピリッツ,2,120,19,40,20,3,50.0,42.5,0,0,0,13,40,0,1,8,0,0,0,,1.05,0.68,4.4,
松本幸博,警視庁フォートファイターズ,6,133,50,118,43,14,36.4,24.6,4,1,0,4,132,5,5,25,146,68,52,25.0,0.86,0.08,7.6,64.4
松橋拓也,長野GaRons,5,127,52,144,51,16,35.4,24.3,37,16,5,4,113,6,22,27,2,1,1,43.2,0.98,0.08,6.4,75.0
松永崚汰,ヴィアティン三重,5,120,20,14,5,0,35.7,35.7,0,0,0,1,21,0,2,2,28,11,6,,0.25,0.05,0.0,50.0
林佑樹,埼玉アザレア,16,146,70,458,171,44,37.3,27.7,16,3,6,24,257,15,62,67,600,274,152,18.8,2.44,0.34,6.3,58.3
林優作,兵庫デルフィーノ,14,103,36,42,17,5,40.5,28.6,0,0,0,5,65,0,7,12,1,1,0,,0.47,0.14,1.9,100.0
柳田百織,富士通カワサキレッドスピリッツ,4,131,66,605,317,57,52.4,43.0,207,90,25,30,263,7,15,75,16,8,5,43.5,4.8,0.45,8.4,65.6
桝谷周呈,つくばユナイテッドSunGAIA,17,131,71,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森本浩矢,トヨタ自動車サンホークス,5,127,53,152,59,13,38.8,30.3,1,0,0,33,151,1,8,35,5,2,1,0.0,1.11,0.62,5.1,50.0
森田凌雅,つくばユナイテッドSunGAIA,7,16,26,110,50,12,45.5,34.5,4,3,0,3,74,2,10,19,121,35,42,75.0,1.92,0.12,5.7,46.3
横瀬将,長野GaRons,4,107,19,0,0,0,,,0,0,0,0,21,0,4,7,0,0,0,,0.0,0.0,3.6,
橋爪ユウキ,トヨタ自動車サンホークス,6,57,3,2,0,0,0.0,0.0,0,0,0,0,5,0,2,2,0,0,0,,0.0,0.0,0.0,
毛利光生,きんでんトリニティーブリッツ,11,131,80,62,33,3,53.2,48.4,3,1,0,13,295,10,23,75,6,0,1,33.3,0.41,0.16,7.8,8.3
水野貴文,警視庁フォートファイターズ,3,133,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
池田大輔,埼玉アザレア,4,49,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
河西敦司,警視庁フォートファイターズ,15,133,79,678,295,58,43.5,35.0,268,96,38,46,280,5,33,56,0,0,0,35.8,3.73,0.58,3.8,
津田大地,大同特殊鋼レッドスター,7,95,48,192,81,15,42.2,34.4,35,15,5,5,115,4,6,19,253,116,83,42.9,1.69,0.1,6.3,62.3
浅岡遥太,東京ヴェルディ,2,95,16,0,0,0,,,0,0,0,0,12,0,0,1,38,15,11,,0.0,0.0,2.1,53.9
浅川成也,トヨタ自動車サンホークス,3,127,29,35,11,2,31.4,25.7,1,0,1,0,59,4,9,12,4,3,0,0.0,0.38,0.0,8.1,75.0
浅田潮,長野GaRons,1,130,54,323,97,27,30.0,21.7,3,0,0,12,160,3,14,40,262,96,63,0.0,1.8,0.22,5.9,48.7
浅草大燿,兵庫デルフィーノ,24,50,39,277,105,34,37.9,25.6,72,25,17,23,98,8,32,16,174,62,54,34.7,2.69,0.59,4.1,51.1
浅野卓雅,富士通カワサキレッドスピリッツ,11,131,64,386,201,23,52.1,46.1,42,26,4,8,247,8,44,42,432,177,131,61.9,3.14,0.12,3.0,56.1
浜崎勇矢,つくばユナイテッドSunGAIA,2,142,62,32,18,2,56.2,50.0,2,0,0,4,184,8,15,36,3,0,0,0.0,0.29,0.06,7.2,0.0
浜田翔太,埼玉アザレア,6,146,76,88,45,7,51.1,43.2,2,1,0,37,214,2,17,19,4,2,0,50.0,0.59,0.49,1.2,50.0
清水一生,長野GaRons,3,131,51,321,127,32,39.6,29.6,8,0,2,15,150,5,24,25,215,83,66,0.0,2.49,0.29,3.5,54.0
渕江祥平,トヨタ自動車サンホークス,17,92,12,0,0,0,,,0,0,0,0,19,0,2,4,0,0,0,,0.0,0.0,2.6,
渕江陵友,トヨタ自動車サンホークス,2,127,44,177,64,14,36.2,28.2,0,0,0,16,138,1,12,12,232,98,72,,1.45,0.36,0.7,57.8
渡辺周馬,東京ヴェルディ,26,78,56,294,136,21,46.3,39.1,16,1,6,18,155,0,9,20,16,7,3,6.2,2.43,0.32,1.8,53.1
渡邊和馬,大同特殊鋼レッドスター,2,122,46,2,2,0,100.0,100.0,0,0,0,0,98,3,3,28,0,0,0,,0.04,0.0,9.4,
渡部勇人,長野GaRons,19,109,56,29,12,1,41.4,37.9,1,1,0,8,143,1,7,29,1,0,0,100.0,0.21,0.14,4.5,0.0
満生大輝,つくばユナイテッドSunGAIA,20,8,5,10,3,1,30.0,20.0,1,1,0,2,9,0,1,4,11,4,4,100.0,0.6,0.4,8.3,54.5
澁谷杜斗,兵庫デルフィーノ,11,83,37,180,75,23,41.7,28.9,22,11,5,6,102,0,11,26,158,56,47,50.0,2.03,0.16,3.7,50.3
澤瑞貴,東京ヴェルディ,12,119,56,441,182,66,41.3,26.3,104,36,17,15,160,8,38,28,433,164,113,34.6,3.25,0.27,3.4,50.9
瀧澤陽紀,つくばユナイテッドSunGAIA,6,142,67,266,106,19,39.8,32.7,25,13,2,14,219,9,32,52,421,177,115,52.0,1.58,0.21,6.4,55.7
熊谷勇人,東京ヴェルディ,11,81,16,3,0,0,0.0,0.0,0,0,0,4,17,0,5,4,1,0,0,,0.0,0.25,-1.5,0.0
猪岡恭平,兵庫デルフィーノ,12,127,60,0,0,0,,,0,0,0,0,0,0,0,0,340,137,86,,0.0,0.0,,52.9
玉嶋佑樹,兵庫デルフィーノ,9,92,24,0,0,0,,,0,0,0,0,7,0,2,0,13,3,4,,0.0,0.0,-7.1,38.5
田中一希,トヨタ自動車サンホークス,14,127,5,0,0,0,,,0,0,0,0,11,1,1,3,0,0,0,,0.0,0.0,13.6,
田中一彰,ヴィアティン三重,1,120,80,348,127,48,36.5,22.7,3,0,0,11,358,19,43,101,849,447,212,0.0,1.59,0.14,9.4,65.1
田中佑輔,兵庫デルフィーノ,4,95,11,4,1,1,25.0,0.0,0,0,0,0,10,0,4,3,6,2,0,,0.09,0.0,-2.5,33.3
田中寛人,兵庫デルフィーノ,7,125,58,186,73,12,39.2,32.8,1,0,0,31,125,3,10,31,18,8,3,0.0,1.26,0.53,6.6,52.8
田中尚,大同特殊鋼レッドスター,4,110,63,217,128,8,59.0,55.3,0,0,0,25,232,9,15,73,23,17,4,,2.03,0.4,10.1,82.6
田中拓海,東京ヴェルディ,17,110,66,39,16,2,41.0,35.9,0,0,0,5,192,4,15,53,1,0,0,,0.24,0.08,7.0,0.0
田中紀幸,富士通カワサキレッドスピリッツ,3,131,31,43,14,4,32.6,23.3,4,1,1,1,43,0,12,5,87,24,36,25.0,0.45,0.03,-4.1,48.3
田城広光,ヴォレアス北海道,23,140,44,156,78,12,50.0,42.3,0,0,0,24,171,9,42,48,21,9,9,,1.77,0.55,6.1,64.3
田城貴之,ヴォレアス北海道,3,140,37,118,70,5,59.3,55.1,0,0,0,22,117,5,37,23,16,9,3,,1.89,0.59,1.3,65.6
田畑翔伍,きんでんトリニティーブリッツ,7,107,56,157,47,16,29.9,19.7,4,0,1,14,92,1,14,16,140,58,35,0.0,0.84,0.25,1.6,53.9
白川佑樹,兵庫デルフィーノ,2,127,16,38,10,5,26.3,13.2,9,2,0,0,14,0,5,1,6,2,1,22.2,0.62,0.0,-7.1,41.7
白石啓丈,ヴォレアス北海道,10,140,70,0,0,0,,,0,0,0,0,0,0,0,0,342,193,86,,0.0,0.0,,69.0
皆川昂太,トヨタ自動車サンホークス,4,105,30,57,26,2,45.6,42.1,0,0,0,20,65,1,4,17,1,1,0,,0.87,0.67,6.5,100.0
石井和希,埼玉アザレア,21,146,75,737,360,65,48.8,40.0,226,115,33,21,271,3,9,61,4,0,2,50.9,4.8,0.28,5.9,25.0
石坂ハスナヌ,長野GaRons,9,131,72,257,116,21,45.1,37.0,0,0,0,30,269,5,28,56,26,12,8,,1.61,0.42,4.5,61.5
石川和樹,ヴィアティン三重,4,120,42,17,10,0,58.8,58.8,1,1,0,4,87,0,5,20,0,0,0,100.0,0.24,0.1,4.3,
石黒拓未,トヨタ自動車サンホークス,12,127,53,155,64,12,41.3,33.5,0,0,0,27,158,2,9,29,7,6,0,,1.21,0.51,4.4,85.7
神代優司,トヨタ自動車サンホークス,22,127,21,0,0,0,,,0,0,0,0,26,2,0,4,25,10,5,,0.0,0.0,11.5,50.0
神谷昴紀,警視庁フォートファイターズ,19,133,53,0,0,0,,,0,0,0,0,6,0,0,1,4,1,1,,0.0,0.0,4.2,37.5
福吉慎也,きんでんトリニティーブリッツ,10,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福島孝輝,トヨタ自動車サンホークス,11,127,60,0,0,0,,,0,0,0,0,0,0,0,0,192,119,39,,0.0,0.0,,72.1
秦惇平,兵庫デルフィーノ,10,30,23,117,48,12,41.0,30.8,14,4,0,0,58,2,12,18,100,28,27,28.6,2.09,0.0,6.0,41.5
竹内敦彦,兵庫デルフィーノ,19,24,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
笠原啓太,埼玉アザレア,7,100,37,73,31,5,42.5,35.6,0,0,0,13,108,6,13,32,10,8,2,,0.84,0.35,10.0,90.0
筒井匠,埼玉アザレア,8,146,50,37,20,1,54.1,51.4,0,0,0,1,112,5,8,29,0,0,0,,0.4,0.02,9.2,
米村尊,ヴィアティン三重,6,120,74,0,0,0,,,0,0,0,0,2,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
米澤寛武,富士通カワサキレッドスピリッツ,16,131,54,317,140,24,44.2,36.6,22,12,3,14,200,3,12,39,213,99,62,54.5,2.59,0.26,4.9,61.0
納庄皓仁,兵庫デルフィーノ,6,93,40,200,99,24,49.5,37.5,12,3,3,10,141,10,46,32,116,67,22,25.0,2.48,0.25,4.6,67.2
繁田康平,きんでんトリニティーブリッツ,8,92,2,2,1,0,50.0,50.0,0,0,0,0,7,0,0,1,0,0,0,,0.5,0.0,3.6,
與崎風人,東京ヴェルディ,1,122,73,499,177,48,35.5,25.9,84,27,18,19,245,12,25,54,145,39,50,32.1,2.42,0.26,7.9,44.1
舩倉拓登,大同特殊鋼レッドスター,17,122,33,10,8,1,80.0,70.0,0,0,0,1,73,2,4,16,0,0,0,,0.24,0.03,6.8,
茂木祐太,埼玉アザレア,17,122,9,54,34,5,63.0,53.7,20,13,3,1,29,0,1,9,0,0,0,65.0,3.78,0.11,6.9,
茶屋道康輔,ヴィアティン三重,15,120,73,324,143,24,44.1,36.7,1,0,0,46,307,12,33,71,17,11,3,0.0,1.96,0.63,7.0,73.5
落合一輝,ヴィアティン三重,20,120,70,48,18,6,37.5,25.0,1,0,1,0,110,9,31,19,26,11,9,0.0,0.26,0.0,5.5,59.6
蔵田大輝,東京ヴェルディ,20,83,45,322,126,27,39.1,30.7,92,34,10,3,146,6,41,37,14,1,2,37.0,2.8,0.07,3.4,14.3
藤井咲也,兵庫デルフィーノ,21,24,7,0,0,0,,,0,0,0,0,0,0,0,0,43,16,9,,0.0,0.0,,47.7
藤元公貴,大同特殊鋼レッドスター,8,103,14,21,10,0,47.6,47.6,0,0,0,7,37,1,11,9,0,0,0,,0.71,0.5,1.4,
藤原郷介,兵庫デルフィーノ,15,12,11,36,14,1,38.9,36.1,10,2,0,1,10,0,3,2,0,0,0,20.0,1.27,0.09,-2.5,
藤村昇太,ヴォレアス北海道,11,138,8,0,0,0,,,0,0,0,0,2,0,2,0,3,1,1,,0.0,0.0,-25.0,50.0
