名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊勢隆一,JTサンダーズ,14,47,68,130,62,9,47.7,40.8,1,0,0,44,278,9,32,51,4,3,0,115,0.0,0.91,0.65,4.9,75.0
伊藤信博,堺ブレイザーズ,15,69,50,108,60,3,55.6,52.8,0,0,0,18,137,8,27,27,1,1,0,86,,1.2,0.36,5.8,100.0
佐々木太一,サントリーサンバーズ,2,71,59,180,114,6,63.3,60.0,2,0,1,32,227,14,44,34,7,5,0,160,0.0,1.93,0.54,5.1,71.4
佐藤宝男,NECブルーロケッツ,16,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
倉内哲,富士フイルム・プラネッツ,15,45,17,51,28,0,54.9,54.9,0,0,0,3,52,0,2,5,1,1,0,31,,1.65,0.18,1.4,100.0
八代昌之,日立国分トルメンタ,12,69,66,0,0,0,,,0,0,0,0,0,0,0,0,458,304,0,0,,0.0,0.0,,66.4
其田大輔,NTT西日本レグルス,2,49,21,1,0,1,0.0,-100.0,1,0,1,2,48,1,1,7,0,0,0,3,0.0,0.0,0.1,5.2,
出倉諭,富士フイルム・プラネッツ,10,47,45,3,1,1,33.3,0.0,0,0,0,0,46,2,6,5,96,74,0,3,,0.02,0.0,3.8,77.1
前田悟,NTT西日本レグルス,5,47,55,46,29,3,63.0,56.5,0,0,0,8,169,5,34,19,1,1,0,42,,0.53,0.15,0.7,100.0
加藤陽一,東レアローズ,3,80,66,411,176,38,42.8,33.6,95,37,13,28,231,11,31,63,239,165,0,215,38.9,2.67,0.42,8.2,69.0
北川祐介,パナソニックパンサーズ,9,69,70,153,93,9,60.8,54.9,0,0,0,71,165,5,30,21,4,3,0,169,,1.33,1.01,1.7,75.0
千葉進也,堺ブレイザーズ,6,56,28,135,62,19,45.9,31.9,13,5,3,8,82,1,12,17,153,102,0,71,38.5,2.21,0.29,2.7,66.7
半田剛史,NTT西日本レグルス,17,49,62,139,59,6,42.4,38.1,1,1,0,29,177,10,16,18,8,6,0,98,100.0,0.95,0.47,5.9,75.0
南克幸,旭化成スパーキッズ,23,47,73,382,193,24,50.5,44.2,102,43,17,37,234,7,40,53,8,6,0,237,42.2,2.64,0.51,4.4,75.0
南由紀夫,富士フイルム・プラネッツ,3,5,5,8,3,1,37.5,25.0,0,0,0,1,10,0,2,0,2,2,0,4,,0.6,0.2,-5.0,100.0
南裕之,旭化成スパーキッズ,5,39,46,23,10,1,43.5,39.1,0,0,0,12,23,0,3,5,1,1,0,22,,0.22,0.26,2.2,100.0
南部正司,パナソニックパンサーズ,14,69,73,368,176,31,47.8,39.4,49,23,7,9,181,3,7,34,574,407,0,188,46.9,2.41,0.12,5.4,70.9
古田博幸,旭化成スパーキッズ,15,47,64,325,156,21,48.0,41.5,23,8,4,15,257,9,26,50,252,188,0,180,34.8,2.44,0.23,5.8,74.6
吉永文幸,富士フイルム・プラネッツ,9,47,30,5,1,0,20.0,20.0,1,0,0,5,61,1,7,11,0,0,0,7,0.0,0.03,0.17,3.3,
和田一彦,NTT西日本レグルス,6,25,23,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.04,,
坂本雄一郎,日立国分トルメンタ,3,69,66,251,122,16,48.6,42.2,16,7,3,62,205,5,28,30,30,23,0,189,43.8,1.85,0.94,2.7,76.7
増成一志,堺ブレイザーズ,12,65,9,0,0,0,,,0,0,0,1,16,0,2,3,0,0,0,1,,0.0,0.11,1.6,
増村雅尚,富士フイルム・プラネッツ,18,47,61,449,188,41,41.9,32.7,154,72,20,30,201,8,46,68,51,39,0,226,46.8,3.08,0.49,6.7,76.5
大坪史明,旭化成スパーキッズ,14,39,41,243,113,18,46.5,39.1,101,43,11,8,124,8,32,35,15,12,0,129,42.6,2.76,0.2,7.1,80.0
大平啓輔,日立国分トルメンタ,1,69,34,80,29,10,36.2,23.8,1,0,0,6,73,1,8,8,91,50,0,36,0.0,0.85,0.18,1.4,54.9
大森陽祐,NECブルーロケッツ,3,74,60,0,0,0,,,0,0,0,0,0,0,0,0,304,254,0,0,,0.0,0.0,,83.6
大竹秀之,NECブルーロケッツ,7,18,24,52,30,2,57.7,53.8,0,0,0,17,54,1,0,5,2,0,0,48,,1.25,0.71,4.2,0.0
大関元樹,NECブルーロケッツ,5,70,47,117,62,11,53.0,43.6,0,0,0,28,135,10,29,24,2,2,0,100,,1.32,0.6,6.5,100.0
天谷陽介,東レアローズ,10,80,11,17,9,1,52.9,47.1,0,0,0,1,21,1,2,1,24,18,0,11,,0.82,0.09,3.6,75.0
奥田晃,NECブルーロケッツ,12,80,48,7,4,0,57.1,57.1,0,0,0,8,105,2,5,16,1,0,0,14,,0.08,0.17,4.5,0.0
守屋信次郎,サントリーサンバーズ,7,71,8,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.12,,
安野忍,日立国分トルメンタ,2,57,8,9,3,1,33.3,22.2,0,0,0,0,3,0,0,0,0,0,0,3,,0.38,0.0,0.0,
宮崎謙彦,パナソニックパンサーズ,1,69,58,366,171,44,46.7,34.7,52,23,8,16,233,35,74,60,243,164,0,222,44.2,2.95,0.28,13.5,67.5
宮本守,サントリーサンバーズ,3,71,57,51,26,3,51.0,45.1,11,7,0,8,109,11,21,22,52,33,0,45,63.6,0.46,0.14,10.3,63.5
小坂慎吾,サントリーサンバーズ,5,71,23,27,19,0,70.4,70.4,2,1,0,0,41,2,9,12,62,42,0,21,50.0,0.83,0.0,6.7,67.7
小林宙史,NTT西日本レグルス,7,7,2,11,5,4,45.5,9.1,2,1,1,0,3,0,1,0,3,2,0,5,50.0,2.5,0.0,-8.3,66.7
小林敦,東レアローズ,11,80,64,193,100,10,51.8,46.6,2,0,0,57,235,4,10,29,10,8,0,161,0.0,1.56,0.89,3.7,80.0
小森誠治,JTサンダーズ,15,45,8,16,8,2,50.0,37.5,2,0,1,0,8,0,5,1,6,2,0,8,0.0,1.0,0.0,-12.5,33.3
小糸敬夫,パナソニックパンサーズ,6,69,73,0,0,0,,,0,0,0,0,0,0,0,0,409,304,0,0,,0.0,0.0,,74.3
小西健太,堺ブレイザーズ,0,69,69,60,25,7,41.7,30.0,0,0,0,12,170,12,29,39,5,1,0,49,,0.36,0.17,8.5,20.0
山中正博,旭化成スパーキッズ,4,46,41,232,90,24,38.8,28.4,94,34,10,8,106,0,21,17,0,0,0,98,36.2,2.2,0.2,-0.9,
山元克之,NTT西日本レグルス,4,11,28,0,0,0,,,0,0,0,0,0,0,0,0,301,229,0,0,,0.0,0.0,,76.1
山口誠,東レアローズ,6,80,65,16,7,0,43.8,43.8,0,0,0,16,272,3,23,51,0,0,0,26,,0.11,0.25,3.7,
山口雅行,NTT西日本レグルス,9,44,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山名邦卓,NTT西日本レグルス,10,26,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山崎典行,旭化成スパーキッズ,2,47,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本健之,JTサンダーズ,12,47,69,0,0,0,,,0,0,0,0,0,0,0,0,381,290,0,0,,0.0,0.0,,76.1
山本辰生,堺ブレイザーズ,8,38,2,5,3,0,60.0,60.0,0,0,0,1,6,1,2,0,4,3,0,5,,1.5,0.5,8.3,75.0
山田博文,旭化成スパーキッズ,1,47,73,400,181,25,45.2,39.0,14,4,2,21,259,7,20,68,623,485,0,209,28.6,2.48,0.29,7.3,77.8
山田忠一,JTサンダーズ,11,43,34,52,26,4,50.0,42.3,0,0,0,8,89,0,6,17,1,1,0,34,,0.76,0.24,3.1,100.0
川村慎二,パナソニックパンサーズ,8,1,2,0,0,0,,,0,0,0,0,2,0,1,0,3,2,0,0,,0.0,0.0,-12.5,66.7
川浦博昭,富士フイルム・プラネッツ,14,47,63,279,152,13,54.5,49.8,1,0,0,31,180,1,8,27,7,6,0,184,0.0,2.41,0.49,3.2,85.7
市橋祐之,堺ブレイザーズ,5,69,77,31,14,1,45.2,41.9,0,0,0,13,244,6,17,51,3,1,0,33,,0.18,0.17,5.9,33.3
平山譲,日立国分トルメンタ,5,69,58,146,67,11,45.9,38.4,0,0,0,28,227,9,27,40,11,5,0,104,,1.16,0.48,5.4,45.5
平野信孝,JTサンダーズ,2,47,10,35,15,2,42.9,37.1,14,8,1,0,19,0,3,3,1,1,0,15,57.1,1.5,0.0,0.0,100.0
徳元幸人,JTサンダーズ,8,47,69,312,157,10,50.3,47.1,14,3,2,20,241,3,13,51,512,396,0,180,21.4,2.28,0.29,5.2,77.3
成田貴志,富士フイルム・プラネッツ,4,47,55,22,9,1,40.9,36.4,1,0,0,13,196,3,18,35,1,0,0,25,0.0,0.16,0.24,3.7,0.0
料治修,旭化成スパーキッズ,17,8,10,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
星野知敬,日立国分トルメンタ,4,69,55,17,5,2,29.4,17.6,0,0,0,10,147,5,22,20,2,1,0,20,,0.09,0.18,3.1,50.0
朝日健太郎,サントリーサンバーズ,1,71,66,181,96,4,53.0,50.8,0,0,0,48,162,3,36,23,3,3,0,147,,1.45,0.73,-0.2,100.0
木原丈裕,サントリーサンバーズ,12,71,59,252,124,19,49.2,41.7,26,15,1,19,174,6,23,38,165,108,0,149,57.7,2.1,0.32,5.6,65.5
木村正憲,パナソニックパンサーズ,15,69,59,0,0,0,,,0,0,0,0,86,3,9,6,3,2,0,3,,0.0,0.0,2.6,66.7
末次志朗,旭化成スパーキッズ,10,47,65,215,122,6,56.7,54.0,0,0,0,40,173,0,13,25,13,13,0,162,,1.88,0.62,1.7,100.0
栗原功武,サントリーサンバーズ,15,71,26,26,8,4,30.8,15.4,0,0,0,5,21,0,3,6,3,2,0,13,,0.31,0.19,3.6,66.7
栗原圭介,サントリーサンバーズ,6,71,11,0,0,0,,,0,0,0,0,12,0,0,2,0,0,0,0,,0.0,0.0,4.2,
桐生志康,日立国分トルメンタ,6,69,24,0,0,0,,,0,0,0,5,52,0,2,7,1,0,0,5,,0.0,0.21,2.4,0.0
桑田鎮典,日立国分トルメンタ,8,57,43,409,184,51,45.0,32.5,139,55,20,16,139,4,36,20,41,30,0,204,39.6,4.28,0.37,0.0,73.2
森永茂正,旭化成スパーキッズ,6,45,24,135,45,17,33.3,20.7,46,12,9,5,65,1,14,13,1,1,0,51,26.1,1.88,0.21,1.2,100.0
植田雅之,富士フイルム・プラネッツ,11,44,51,147,73,6,49.7,45.6,2,2,0,30,151,5,9,14,7,6,0,108,100.0,1.43,0.59,4.1,85.7
槻舘大輔,日立国分トルメンタ,7,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河野裕輔,JTサンダーズ,4,47,68,569,270,56,47.5,37.6,215,99,31,15,206,2,23,29,50,27,0,287,46.0,3.97,0.22,1.7,54.0
泉川正幸,東レアローズ,8,80,66,383,182,25,47.5,41.0,80,32,8,33,280,6,22,68,373,291,0,221,40.0,2.76,0.5,6.2,78.0
津曲勝利,サントリーサンバーズ,11,71,66,0,0,0,,,0,0,0,0,0,0,0,0,395,305,0,0,,0.0,0.0,,77.2
浅倉勇,パナソニックパンサーズ,3,69,32,96,43,5,44.8,39.6,14,6,2,4,86,4,21,19,47,29,0,51,42.9,1.34,0.12,4.1,61.7
浅川敏,東レアローズ,18,80,66,0,0,0,,,0,0,0,0,0,0,0,0,496,407,0,0,,0.0,0.0,,82.1
浜口純一,富士フイルム・プラネッツ,5,47,48,129,61,5,47.3,43.4,4,0,1,6,125,3,18,20,119,82,0,70,0.0,1.27,0.12,2.8,68.9
清水克彦,日立国分トルメンタ,15,69,55,238,82,17,34.5,27.3,21,6,3,15,182,2,18,28,328,227,0,99,28.6,1.49,0.27,2.5,69.2
清水利公,日立国分トルメンタ,10,69,66,403,170,35,42.2,33.5,44,12,9,20,217,2,10,22,344,254,0,192,27.3,2.58,0.3,2.3,73.8
清水雅之,サントリーサンバーズ,4,71,65,16,9,0,56.2,56.2,1,0,0,11,201,6,5,38,1,0,0,26,0.0,0.14,0.17,7.1,0.0
渡貫健三,東レアローズ,14,80,45,19,9,0,47.4,47.4,0,0,0,4,35,0,6,8,0,0,0,13,,0.2,0.09,1.4,
渡邉正堂,NECブルーロケッツ,11,80,69,196,102,17,52.0,43.4,1,0,0,70,183,1,14,21,6,6,0,173,0.0,1.48,1.01,1.5,100.0
渡邊友嗣,堺ブレイザーズ,7,69,42,313,144,43,46.0,32.3,109,50,22,11,131,0,8,18,146,111,0,155,45.9,3.43,0.26,1.9,76.0
澤畠雄一郎,堺ブレイザーズ,1,67,74,242,120,8,49.6,46.3,0,0,0,64,192,12,45,45,4,3,0,196,,1.62,0.86,6.2,75.0
牛尾正和,パナソニックパンサーズ,10,69,48,4,3,0,75.0,75.0,0,0,0,8,118,2,13,18,1,0,0,13,,0.06,0.17,2.8,0.0
甲斐祐之,堺ブレイザーズ,10,31,26,148,69,15,46.6,36.5,40,17,6,1,61,2,18,19,60,41,0,72,42.5,2.65,0.04,3.7,68.3
白数仁孝,パナソニックパンサーズ,4,69,61,0,0,0,,,0,0,0,0,75,1,4,21,49,35,0,1,,0.0,0.0,7.0,71.4
直弘龍治,JTサンダーズ,10,6,5,25,11,2,44.0,36.0,10,4,2,2,8,0,2,1,3,2,0,13,40.0,2.2,0.4,-3.1,66.7
真鍋政義,旭化成スパーキッズ,13,47,73,33,17,0,51.5,51.5,1,0,0,19,257,12,24,57,3,1,0,48,0.0,0.23,0.26,7.9,33.3
石川剛,日立国分トルメンタ,9,69,35,230,96,12,41.7,36.5,47,25,4,3,84,1,10,9,16,10,0,100,53.2,2.74,0.09,0.9,62.5
砂川登,NTT西日本レグルス,18,47,46,198,84,14,42.4,35.4,3,1,0,5,153,1,4,8,276,226,0,90,33.3,1.83,0.11,1.3,81.9
立石武史,日立国分トルメンタ,13,67,23,49,20,3,40.8,34.7,0,0,0,11,44,1,2,10,4,3,0,32,,0.87,0.48,6.8,75.0
竹内実,NECブルーロケッツ,6,80,74,461,201,30,43.6,37.1,66,34,8,28,277,13,25,49,489,390,0,242,51.5,2.72,0.38,6.9,79.8
笠原紀久,東レアローズ,5,78,21,49,21,2,42.9,38.8,2,0,1,5,51,3,4,7,47,35,0,29,0.0,1.0,0.24,7.4,74.5
笠富俊,堺ブレイザーズ,14,8,7,0,0,0,,,0,0,0,0,6,0,4,0,0,0,0,0,,0.0,0.0,-16.7,
米山博之,パナソニックパンサーズ,20,69,62,143,71,5,49.7,46.2,0,0,0,52,199,1,12,36,7,6,0,124,,1.15,0.84,3.5,85.7
紫和昌修,パナソニックパンサーズ,12,69,51,16,9,1,56.2,50.0,1,0,0,4,151,5,11,19,1,0,0,18,0.0,0.18,0.08,4.6,0.0
細川延由,NECブルーロケッツ,2,80,74,493,231,41,46.9,38.5,60,27,13,25,316,8,31,75,449,327,0,264,45.0,3.12,0.34,6.0,72.8
置本雅司,NTT西日本レグルス,12,38,36,0,0,0,,,0,0,0,0,0,0,0,0,274,218,0,0,,0.0,0.0,,79.6
美保考男,NTT西日本レグルス,11,49,30,100,39,14,39.0,25.0,3,0,1,3,85,3,8,7,189,139,0,45,0.0,1.3,0.1,3.2,73.5
脇戸新之助,NECブルーロケッツ,9,80,51,6,2,0,33.3,33.3,0,0,0,12,182,1,7,20,4,0,0,15,,0.04,0.24,2.3,0.0
臺光章,JTサンダーズ,6,47,66,8,3,1,37.5,25.0,1,0,0,18,261,1,8,50,3,0,0,22,0.0,0.05,0.27,4.4,0.0
舩越健太郎,旭化成スパーキッズ,11,47,72,0,0,0,,,0,0,0,0,0,0,0,0,410,287,0,0,,0.0,0.0,,70.0
花野裕祥,富士フイルム・プラネッツ,17,44,54,0,0,0,,,0,0,0,0,0,0,0,0,373,295,0,0,,0.0,0.0,,79.1
苅谷淳司,JTサンダーズ,3,47,56,108,46,6,42.6,37.0,0,0,0,36,162,4,16,18,8,6,0,86,,0.82,0.64,2.8,75.0
荻野正二,サントリーサンバーズ,10,71,64,180,93,11,51.7,45.6,29,8,5,23,270,13,33,68,496,386,0,129,27.6,1.45,0.36,8.1,77.8
藤井壮浩,NECブルーロケッツ,1,80,45,1,1,0,100.0,100.0,1,1,0,0,63,1,9,6,3,2,0,2,100.0,0.02,0.0,0.4,66.7
藤井悦生,東レアローズ,2,46,2,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,,0.5,0.0,0.0,
西村晃一,NECブルーロケッツ,8,6,14,0,0,0,,,0,0,0,0,0,0,0,0,103,70,0,0,,0.0,0.0,,68.0
西澤吉邦,パナソニックパンサーズ,7,68,16,15,8,2,53.3,40.0,0,0,0,9,44,0,4,6,0,0,0,17,,0.5,0.56,1.1,
西田靖宏,NTT西日本レグルス,8,49,63,557,253,56,45.4,35.4,177,76,24,19,201,9,43,30,64,41,0,281,42.9,4.02,0.3,2.9,64.1
諸隈直樹,富士フイルム・プラネッツ,1,22,21,100,45,11,45.0,34.0,34,15,4,9,56,2,15,10,50,32,0,56,44.1,2.14,0.43,1.3,64.0
足立和弘,NECブルーロケッツ,17,80,9,13,7,3,53.8,30.8,3,0,1,3,12,1,3,0,8,7,0,11,0.0,0.78,0.33,2.1,87.5
近藤康史,富士フイルム・プラネッツ,12,33,32,118,52,15,44.1,31.4,24,7,5,12,105,2,7,16,80,53,0,66,29.2,1.62,0.38,4.0,66.2
酒井新悟,堺ブレイザーズ,22,69,79,0,0,0,,,0,0,0,0,0,0,0,0,557,447,0,0,,0.0,0.0,,80.3
野々山悟,堺ブレイザーズ,3,69,61,46,21,2,45.7,41.3,0,0,0,10,64,1,6,8,4,4,0,32,,0.34,0.16,2.3,100.0
金牧貴久,富士フイルム・プラネッツ,8,42,23,56,27,7,48.2,35.7,14,5,3,7,21,1,4,6,18,13,0,35,35.7,1.17,0.3,7.1,72.2
金近潤,NTT西日本レグルス,3,49,64,410,194,41,47.3,37.3,143,60,19,8,270,18,42,63,186,145,0,220,42.0,3.03,0.12,8.6,78.0
鈴木孝政,旭化成スパーキッズ,8,34,14,47,21,4,44.7,36.2,1,0,0,4,41,2,10,2,67,40,0,27,0.0,1.5,0.29,0.0,59.7
鎌田修,NECブルーロケッツ,14,80,52,107,44,7,41.1,34.6,31,15,1,4,85,1,17,13,0,0,0,49,48.4,0.85,0.08,0.0,
青山繁,富士フイルム・プラネッツ,6,47,63,375,161,32,42.9,34.4,43,15,7,29,206,10,27,32,443,367,0,200,34.9,2.56,0.46,5.5,82.8
青木一平,NECブルーロケッツ,10,72,13,24,11,1,45.8,41.7,0,0,0,5,32,0,3,3,0,0,0,16,,0.85,0.38,0.0,
高杉洋平,東レアローズ,16,36,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
高橋智則,堺ブレイザーズ,9,69,70,232,117,16,50.4,43.5,4,2,1,30,256,6,39,53,477,348,0,153,50.0,1.67,0.43,3.7,73.0
高階哲也,日立国分トルメンタ,11,16,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
魚井貞夫,堺ブレイザーズ,2,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
齋藤信治,東レアローズ,7,80,61,491,231,43,47.0,38.3,172,77,18,28,198,5,32,37,0,0,0,264,44.8,3.79,0.46,3.2,
齋藤学,JTサンダーズ,9,4,2,1,1,0,100.0,100.0,0,0,0,0,3,0,1,0,0,0,0,1,,0.5,0.0,-8.3,
