名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
眞恵子,デンソーエアリービーズ,1,3,2,7,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
石田さやか,デンソーエアリービーズ,17,3,1,4,1,1,25.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,100.0,1.0,0.0,0.0,
竹下佳江,JTマーヴェラス,7,12,16,6,0,0,0.0,0.0,0,0,0,1,60,0,3,12,0,0,0,1,,0.0,0.06,3.8,
細田絵理,デンソーエアリービーズ,18,12,15,113,25,11,22.1,12.4,0,0,0,0,62,3,1,13,83,56,0,28,,1.67,0.0,9.7,67.5
草深暢子,デンソーエアリービーズ,4,12,7,33,10,4,30.3,18.2,1,0,0,1,11,0,2,2,14,9,0,11,0.0,1.43,0.14,0.0,64.3
荒木麻里,パイオニアレッドウィングス,19,6,1,0,0,0,,,0,0,0,0,1,0,0,0,3,2,0,0,,0.0,0.0,0.0,66.7
菅山かおる,JTマーヴェラス,5,12,16,0,0,0,,,0,0,0,0,0,0,0,0,110,80,0,0,,0.0,0.0,,72.7
西村光代,デンソーエアリービーズ,5,12,7,24,10,3,41.7,29.2,0,0,0,1,10,0,0,2,0,0,0,11,,1.43,0.14,5.0,
西畑美希,パイオニアレッドウィングス,17,18,4,22,7,2,31.8,22.7,0,0,0,1,10,0,0,2,9,5,0,8,,1.75,0.25,5.0,55.6
谷口雅美,JTマーヴェラス,2,12,15,158,45,12,28.5,20.9,19,6,4,3,52,3,11,12,44,25,0,51,31.6,3.0,0.2,6.2,56.8
高木理江,JTマーヴェラス,14,12,4,16,6,1,37.5,31.2,0,0,0,3,14,0,0,7,7,4,0,9,,1.5,0.75,12.5,57.1
高橋みゆき,NECレッドロケッツ,1,18,23,198,68,8,34.3,30.3,1,0,0,2,85,3,4,21,102,86,0,73,0.0,2.96,0.09,8.5,84.3
高橋牧子,パイオニアレッドウィングス,22,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
