名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
栗田奈穂,2005-03,NECレッドロケッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
梅尾千草,2005-03,NECレッドロケッツ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森山淳子,2005-03,JTマーヴェラス,3,12,59,21,2,35.6,32.2,2,0,0,7,44,2,2,8,18,13,0,30,0.0,1.75,0.58,8.0,72.2
榛澤舞子,2005-03,パイオニアレッドウィングス,9,20,104,36,8,34.6,26.9,0,0,0,2,69,0,8,7,98,74,0,38,,1.8,0.1,-0.4,75.5
横山雅美,2005-03,デンソーエアリービーズ,6,15,17,7,0,41.2,41.2,0,0,0,5,48,0,0,13,0,0,0,12,,0.47,0.33,6.8,
櫻井由香,2005-03,デンソーエアリービーズ,9,15,0,0,0,,,0,0,0,0,0,0,0,0,95,80,0,0,,0.0,0.0,,84.2
江藤直美,2005-03,JTマーヴェラス,1,16,77,27,3,35.1,31.2,0,0,0,8,44,2,0,9,4,1,0,37,,1.69,0.5,9.7,25.0
河村めぐみ,2005-03,NECレッドロケッツ,10,23,98,35,4,35.7,31.6,0,0,0,10,74,2,5,27,2,1,0,47,,1.52,0.43,10.1,50.0
河村聖子,2005-03,JTマーヴェラス,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡部有香,2005-03,デンソーエアリービーズ,11,15,156,61,10,39.1,32.7,17,6,1,3,46,1,3,10,1,1,0,65,35.3,4.07,0.2,6.0,100.0
温水麻子,2005-03,デンソーエアリービーズ,2,8,11,4,0,36.4,36.4,0,0,0,0,4,0,0,3,0,0,0,4,,0.5,0.0,18.8,
熊前知加子,2005-03,JTマーヴェラス,6,16,148,53,14,35.8,26.4,10,4,1,5,44,2,4,10,107,91,0,60,40.0,3.31,0.31,8.0,85.0
眞恵子,2005-03,デンソーエアリービーズ,1,2,7,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
石田さやか,2005-03,デンソーエアリービーズ,17,1,4,1,1,25.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,100.0,1.0,0.0,0.0,
竹下佳江,2005-03,JTマーヴェラス,7,16,6,0,0,0.0,0.0,0,0,0,1,60,0,3,12,0,0,0,1,,0.0,0.06,3.8,
細田絵理,2005-03,デンソーエアリービーズ,18,15,113,25,11,22.1,12.4,0,0,0,0,62,3,1,13,83,56,0,28,,1.67,0.0,9.7,67.5
草深暢子,2005-03,デンソーエアリービーズ,4,7,33,10,4,30.3,18.2,1,0,0,1,11,0,2,2,14,9,0,11,0.0,1.43,0.14,0.0,64.3
荒木麻里,2005-03,パイオニアレッドウィングス,19,1,0,0,0,,,0,0,0,0,1,0,0,0,3,2,0,0,,0.0,0.0,0.0,66.7
菅山かおる,2005-03,JTマーヴェラス,5,16,0,0,0,,,0,0,0,0,0,0,0,0,110,80,0,0,,0.0,0.0,,72.7
西村光代,2005-03,デンソーエアリービーズ,5,7,24,10,3,41.7,29.2,0,0,0,1,10,0,0,2,0,0,0,11,,1.43,0.14,5.0,
西畑美希,2005-03,パイオニアレッドウィングス,17,4,22,7,2,31.8,22.7,0,0,0,1,10,0,0,2,9,5,0,8,,1.75,0.25,5.0,55.6
谷口雅美,2005-03,JTマーヴェラス,2,15,158,45,12,28.5,20.9,19,6,4,3,52,3,11,12,44,25,0,51,31.6,3.0,0.2,6.2,56.8
高木理江,2005-03,JTマーヴェラス,14,4,16,6,1,37.5,31.2,0,0,0,3,14,0,0,7,7,4,0,9,,1.5,0.75,12.5,57.1
高橋みゆき,2005-03,NECレッドロケッツ,1,23,198,68,8,34.3,30.3,1,0,0,2,85,3,4,21,102,86,0,73,0.0,2.96,0.09,8.5,84.3
高橋牧子,2005-03,パイオニアレッドウィングス,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
