名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率
田原香理,トヨタ車体クインシーズ,5,84,313,127,17,40.6,35.1,0,0,0,39,248,7,15,62,13,6,0,,1.5,0.5,7.6
田村翔子,パイオニアレッドウィングス,26,19,35,16,3,45.7,37.1,1,1,0,2,33,0,1,14,24,8,0,100.0,0.8,0.1,9.8
眞恵子,トヨタ車体クインシーズ,9,90,533,200,24,37.5,33.0,0,0,0,38,229,1,19,55,265,136,0,,2.2,0.4,4.4
矢野美子,デンソーエアリービーズ,2,103,491,238,15,48.5,45.4,2,0,0,50,407,17,24,153,2,1,0,0.0,2.3,0.5,12.1
石井美樹,久光製薬スプリングス,1,100,744,249,33,33.5,29.0,31,7,1,28,376,21,15,165,781,518,0,22.6,2.5,0.3,15.6
石井里沙,デンソーエアリービーズ,7,40,230,58,14,25.2,19.1,1,0,0,11,90,1,4,26,159,100,0,0.0,1.4,0.3,7.2
石川友紀,JTマーヴェラス,9,96,365,148,17,40.5,35.9,0,0,0,51,315,19,16,121,18,7,0,,1.5,0.5,14.4
石田瑞穂,久光製薬スプリングス,22,95,873,324,54,37.1,30.9,99,13,13,41,379,21,32,172,616,375,0,13.1,3.4,0.4,14.8
神本千佳,JTマーヴェラス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
神田千絵,岡山シーガルズ,7,26,196,43,19,21.9,12.2,0,0,0,6,48,1,1,14,12,5,0,,1.7,0.2,8.9
福田舞,岡山シーガルズ,5,102,816,298,62,36.5,28.9,17,3,4,25,299,19,31,97,222,124,0,17.6,2.9,0.2,11.9
秋山美幸,NECレッドロケッツ,8,112,25,13,2,52.0,44.0,0,0,0,13,377,25,29,143,3,2,0,,0.1,0.1,14.2
竹下佳江,JTマーヴェラス,7,102,27,18,1,66.7,63.0,0,0,0,9,493,23,22,202,1,0,0,,0.2,0.1,13.8
竹内沙耶歌,NECレッドロケッツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
筒井視穂子,久光製薬スプリングス,12,38,0,0,0,,,0,0,0,0,60,2,2,25,0,0,0,,0.0,0.0,12.9
米村信子,岡山シーガルズ,3,92,4,1,1,25.0,0.0,0,0,0,0,3,0,0,0,308,198,0,,0.0,0.0,0.0
細田絵理,デンソーエアリービーズ,4,92,873,286,41,32.8,28.1,3,1,1,24,311,15,32,98,404,187,0,33.3,3.1,0.3,10.1
羽根翠,トヨタ車体クインシーズ,20,65,348,127,13,36.5,32.8,0,0,0,31,197,13,5,69,35,20,0,,2.0,0.5,14.7
船崎恵視,トヨタ車体クインシーズ,4,93,34,15,0,44.1,44.1,0,0,0,15,320,17,30,119,2,0,0,,0.2,0.2,12.3
芝田安希,東レアローズ,1,69,258,80,15,31.0,25.2,3,0,0,15,141,5,12,50,205,132,0,0.0,1.2,0.2,10.3
芦野李沙,パイオニアレッドウィングス,19,5,0,0,0,,,0,0,0,0,5,0,1,2,0,0,0,,0.0,0.0,5.0
若浦貴子,岡山シーガルズ,33,27,100,28,9,28.0,19.0,0,0,0,1,20,0,0,3,9,4,0,,1.0,0.0,3.8
荒木絵里香,東レアローズ,4,88,399,202,25,50.6,44.4,1,0,0,74,336,16,32,108,13,9,0,0.0,2.3,0.8,10.4
藤原亜紀,トヨタ車体クインシーズ,14,32,208,48,16,23.1,15.4,0,0,0,3,84,8,7,25,149,91,0,,1.5,0.1,14.9
西山慶樹,JTマーヴェラス,12,10,0,0,0,,,0,0,0,0,13,0,1,6,1,1,0,,0.0,0.0,9.6
西脇万里子,東レアローズ,2,52,128,52,11,40.6,32.0,0,0,0,15,98,4,9,36,4,1,0,,1.0,0.3,11.0
谷口雅美,JTマーヴェラス,2,88,537,197,29,36.7,31.3,112,31,15,28,263,20,25,100,1,1,0,27.7,2.2,0.3,14.7
迫田さおり,東レアローズ,14,94,1024,370,57,36.1,30.6,176,84,9,22,363,29,23,142,8,5,0,47.7,3.9,0.2,16.2
遠藤りつこ,JTマーヴェラス,14,21,0,0,0,,,0,0,0,0,25,1,1,4,0,0,0,,0.0,0.0,7.0
都築有美子,トヨタ車体クインシーズ,1,98,858,269,46,31.4,26.0,0,0,0,30,319,14,29,102,639,420,0,,2.7,0.3,10.1
野口彩佳,岡山シーガルズ,16,17,0,0,0,,,0,0,0,0,0,0,0,0,54,33,0,,0.0,0.0,
金子雅代,トヨタ車体クインシーズ,13,1,0,0,0,,,0,0,0,0,1,0,0,1,1,0,0,,0.0,0.0,25.0
鈴木裕子,デンソーエアリービーズ,20,98,525,214,13,40.8,38.3,1,1,0,19,417,16,30,150,469,275,0,100.0,2.2,0.2,11.0
関李香,デンソーエアリービーズ,11,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
香野晶子,パイオニアレッドウィングス,23,102,480,179,26,37.3,31.9,0,0,0,49,328,16,29,110,22,15,0,,1.8,0.5,11.1
高木理江,JTマーヴェラス,8,14,23,10,2,43.5,34.8,0,0,0,0,22,1,1,10,19,8,0,,0.7,0.0,14.8
高松未,岡山シーガルズ,13,63,122,30,4,24.6,21.3,1,0,0,12,154,2,2,50,248,140,0,0.0,0.5,0.2,9.1
高橋美帆,パイオニアレッドウィングス,18,77,273,86,16,31.5,25.6,0,0,0,26,219,10,10,83,9,5,0,,1.1,0.3,12.9
高田ありさ,東レアローズ,12,68,49,19,3,38.8,32.7,3,0,1,1,110,3,7,39,108,63,0,0.0,0.3,0.0,10.0
鶴田桂子,久光製薬スプリングス,3,97,26,10,1,38.5,34.6,1,1,0,9,302,11,10,103,3,0,0,100.0,0.1,0.1,11.3
黒羽桂子,デンソーエアリービーズ,3,20,0,0,0,,,0,0,0,0,28,2,0,5,0,0,0,,0.0,0.0,11.6
