名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
松浦寛子,2009-12,NECレッドロケッツ,19,6,8,2,10,14,7,0,50.0,50.0,0,0,0,2,20,1,2,8,3,0,0,10,,0.7,0.2,12.5,0.0
松浦寛子,2010-01,NECレッドロケッツ,19,13,18,3,29,78,27,2,34.6,32.1,1,0,0,12,91,5,9,34,11,3,0,44,0.0,0.93,0.41,12.4,27.3
松浦寛子,2010-02,NECレッドロケッツ,19,17,18,3,34,91,30,3,33.0,29.7,0,0,0,4,61,4,7,24,63,28,0,38,,0.88,0.12,13.5,44.4
松浦寛子,2010-03,NECレッドロケッツ,19,11,14,2,25,82,28,6,34.1,26.8,0,0,0,3,59,2,4,17,71,22,0,33,,1.12,0.12,8.9,31.0
板橋恵,2009-11,パイオニアレッドウィングス,3,5,4,1,9,9,5,0,55.6,55.6,0,0,0,2,38,1,4,11,0,0,0,8,,0.56,0.22,7.2,
板橋恵,2009-12,パイオニアレッドウィングス,3,1,12,0,5,0,0,0,,,0,0,0,1,11,0,0,4,0,0,0,1,,0.0,0.2,9.1,
板橋恵,2010-01,パイオニアレッドウィングス,3,6,23,1,23,12,6,0,50.0,50.0,0,0,0,3,72,1,4,22,0,0,0,10,,0.26,0.13,7.6,
板橋恵,2010-02,パイオニアレッドウィングス,3,8,23,1,14,0,0,0,,,0,0,0,0,18,0,4,6,0,0,0,0,,0.0,0.0,2.8,
板橋恵,2010-03,パイオニアレッドウィングス,3,2,18,0,11,1,0,0,0.0,0.0,0,0,0,0,15,1,0,1,0,0,0,1,,0.0,0.0,8.3,
栗原恵,2010-01,パイオニアレッドウィングス,1,6,23,1,29,389,126,31,32.4,24.4,94,31,15,11,110,7,14,32,109,64,0,144,33.0,4.34,0.38,10.5,58.7
栗原恵,2010-02,パイオニアレッドウィングス,1,7,14,1,17,236,71,12,30.1,25.0,56,16,4,8,54,2,3,23,66,36,0,81,28.6,4.18,0.47,13.0,54.5
梶原雪路,2009-11,トヨタ車体クインシーズ,22,3,5,1,5,0,0,0,,,0,0,0,0,0,0,0,0,33,18,0,0,,0.0,0.0,,54.5
梶原雪路,2009-12,トヨタ車体クインシーズ,22,1,12,0,3,0,0,0,,,0,0,0,0,0,0,0,0,14,8,0,0,,0.0,0.0,,57.1
梶原雪路,2010-01,トヨタ車体クインシーズ,22,6,22,1,19,0,0,0,,,0,0,0,0,0,0,0,0,93,59,0,0,,0.0,0.0,,63.4
梶原雪路,2010-02,トヨタ車体クインシーズ,22,4,21,1,16,0,0,0,,,0,0,0,0,0,0,0,0,76,54,0,0,,0.0,0.0,,71.1
梶原雪路,2010-03,トヨタ車体クインシーズ,22,12,12,4,19,0,0,0,,,0,0,0,0,0,0,0,0,27,20,0,0,,0.0,0.0,,74.1
森和代,2009-11,岡山シーガルズ,21,0,6,0,6,39,13,2,33.3,28.2,1,0,0,3,17,0,1,4,16,13,0,16,0.0,2.17,0.5,4.4,81.2
森和代,2009-12,岡山シーガルズ,21,9,6,3,15,111,40,7,36.0,29.7,0,0,0,11,40,1,0,8,36,22,0,52,,2.67,0.73,7.5,61.1
森和代,2010-01,岡山シーガルズ,21,10,19,2,29,165,65,9,39.4,33.9,0,0,0,14,115,7,5,30,108,53,0,86,,2.24,0.48,11.5,49.1
森和代,2010-02,岡山シーガルズ,21,13,17,4,30,164,54,6,32.9,29.3,0,0,0,23,119,5,2,31,104,55,0,82,,1.8,0.77,10.3,52.9
森和代,2010-03,岡山シーガルズ,21,8,16,1,24,160,56,10,35.0,28.7,0,0,0,13,78,5,1,19,102,58,0,74,,2.33,0.54,12.2,56.9
櫻井由香,2009-11,デンソーエアリービーズ,9,6,1,2,3,0,0,0,,,0,0,0,0,0,0,0,0,16,11,0,0,,0.0,0.0,,68.8
櫻井由香,2009-12,デンソーエアリービーズ,9,5,11,1,13,0,0,0,,,0,0,0,0,1,0,0,0,25,19,0,0,,0.0,0.0,0.0,76.0
櫻井由香,2010-01,デンソーエアリービーズ,9,19,7,6,21,0,0,0,,,0,0,0,0,1,0,0,1,24,13,0,0,,0.0,0.0,25.0,54.2
櫻井由香,2010-02,デンソーエアリービーズ,9,16,16,3,27,0,0,0,,,0,0,0,0,6,0,1,2,35,21,0,0,,0.0,0.0,4.2,60.0
櫻井由香,2010-03,デンソーエアリービーズ,9,11,11,3,16,0,0,0,,,0,0,0,0,0,0,0,0,22,15,0,0,,0.0,0.0,,68.2
水田祐未,2010-02,久光製薬スプリングス,13,8,5,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
水田祐未,2010-03,久光製薬スプリングス,13,3,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河合由貴,2009-11,JTマーヴェラス,18,6,1,2,3,0,0,0,,,0,0,0,0,3,1,0,1,0,0,0,1,,0.0,0.0,41.7,
河合由貴,2009-12,JTマーヴェラス,18,12,0,4,8,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
河合由貴,2010-01,JTマーヴェラス,18,24,5,8,18,0,0,0,,,0,0,0,0,8,1,0,5,0,0,0,1,,0.0,0.0,28.1,
河合由貴,2010-02,JTマーヴェラス,18,21,5,7,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河合由貴,2010-03,JTマーヴェラス,18,6,0,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河村聖子,2009-11,トヨタ車体クインシーズ,6,3,5,1,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
河村聖子,2009-12,トヨタ車体クインシーズ,6,1,12,0,5,0,0,0,,,0,0,0,0,14,0,0,3,0,0,0,0,,0.0,0.0,5.4,
河村聖子,2010-01,トヨタ車体クインシーズ,6,6,22,1,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
河村聖子,2010-02,トヨタ車体クインシーズ,6,4,21,1,4,1,1,0,100.0,100.0,0,0,0,0,4,0,0,1,0,0,0,1,,0.25,0.0,6.2,
河村聖子,2010-03,トヨタ車体クインシーズ,6,12,12,4,1,1,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
沼田さくら,2009-12,パイオニアレッドウィングス,21,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
沼田さくら,2010-03,パイオニアレッドウィングス,21,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2010-02,デンソーエアリービーズ,19,7,10,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2010-03,デンソーエアリービーズ,19,11,11,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅津ゆうこ,2009-11,久光製薬スプリングス,16,4,3,1,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,2,,2.0,0.0,,
浅津ゆうこ,2009-12,久光製薬スプリングス,16,12,1,4,2,3,1,1,33.3,0.0,3,1,1,1,0,0,0,0,0,0,0,2,33.3,0.5,0.5,,
浅津ゆうこ,2010-01,久光製薬スプリングス,16,15,9,5,2,12,3,2,25.0,8.3,7,0,2,1,4,0,2,2,0,0,0,4,0.0,1.5,0.5,0.0,
浅津ゆうこ,2010-02,久光製薬スプリングス,16,22,12,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅津ゆうこ,2010-03,久光製薬スプリングス,16,14,8,4,2,3,2,1,66.7,33.3,1,0,1,0,1,0,1,0,0,0,0,2,0.0,1.0,0.0,-25.0,
渡邊絢子,2009-11,NECレッドロケッツ,1,2,6,0,3,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,,0.0,0.0,,100.0
渡邊絢子,2009-12,NECレッドロケッツ,1,6,8,2,10,0,0,0,,,0,0,0,0,10,0,0,1,22,11,0,0,,0.0,0.0,2.5,50.0
渡邊絢子,2010-01,NECレッドロケッツ,1,13,18,3,10,0,0,0,,,0,0,0,0,6,0,0,2,13,6,0,0,,0.0,0.0,8.3,46.2
渡邊絢子,2010-02,NECレッドロケッツ,1,17,18,3,23,0,0,0,,,0,0,0,0,16,0,2,3,52,22,0,0,,0.0,0.0,1.6,42.3
渡邊絢子,2010-03,NECレッドロケッツ,1,11,14,2,20,0,0,0,,,0,0,0,0,34,3,0,10,17,9,0,3,,0.0,0.0,16.2,52.9
滝口奈美,2009-12,NECレッドロケッツ,18,0,6,0,3,0,0,0,,,0,0,0,0,2,0,2,0,3,1,0,0,,0.0,0.0,-25.0,33.3
滝口奈美,2010-01,NECレッドロケッツ,18,13,18,3,10,0,0,0,,,0,0,0,0,6,0,3,1,30,16,0,0,,0.0,0.0,-8.3,53.3
滝口奈美,2010-02,NECレッドロケッツ,18,17,18,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
滝口奈美,2010-03,NECレッドロケッツ,18,11,14,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
澁澤夏美,2009-11,NECレッドロケッツ,16,2,6,0,5,38,8,4,21.1,10.5,4,0,0,1,17,0,2,4,19,9,0,9,0.0,1.6,0.2,2.9,47.4
澁澤夏美,2009-12,NECレッドロケッツ,16,6,8,2,5,41,11,2,26.8,22.0,5,1,2,2,9,0,4,1,22,8,0,13,20.0,2.2,0.4,-8.3,36.4
澁澤夏美,2010-01,NECレッドロケッツ,16,13,18,3,16,74,22,5,29.7,23.0,3,0,1,1,35,0,2,7,49,20,0,23,0.0,1.38,0.06,3.6,40.8
澁澤夏美,2010-02,NECレッドロケッツ,16,17,18,3,13,78,24,6,30.8,23.1,1,0,1,3,30,0,3,9,24,8,0,27,0.0,1.85,0.23,5.0,33.3
澁澤夏美,2010-03,NECレッドロケッツ,16,11,14,2,15,92,25,6,27.2,20.7,6,0,1,3,26,1,1,10,20,3,0,29,0.0,1.67,0.2,12.5,15.0
濱口華菜里,2009-11,東レアローズ,5,3,3,1,6,0,0,0,,,0,0,0,0,0,0,0,0,29,17,0,0,,0.0,0.0,,58.6
濱口華菜里,2009-12,東レアローズ,5,10,6,2,16,0,0,0,,,0,0,0,0,0,0,0,0,59,40,0,0,,0.0,0.0,,67.8
濱口華菜里,2010-01,東レアローズ,5,20,10,6,30,0,0,0,,,0,0,0,0,0,0,0,0,160,103,0,0,,0.0,0.0,,64.4
濱口華菜里,2010-02,東レアローズ,5,21,11,6,32,0,0,0,,,0,0,0,0,0,0,0,0,153,91,0,0,,0.0,0.0,,59.5
濱口華菜里,2010-03,東レアローズ,5,18,6,6,24,0,0,0,,,0,0,0,0,0,0,0,0,111,62,0,0,,0.0,0.0,,55.9
瀬尾有耶,2009-11,岡山シーガルズ,29,0,6,0,3,0,0,0,,,0,0,0,0,5,0,0,3,6,5,0,0,,0.0,0.0,15.0,83.3
瀬尾有耶,2009-12,岡山シーガルズ,29,9,6,3,11,0,0,0,,,0,0,0,0,14,0,0,2,10,7,0,0,,0.0,0.0,3.6,70.0
瀬尾有耶,2010-01,岡山シーガルズ,29,1,3,0,2,0,0,0,,,0,0,0,0,2,0,0,0,1,1,0,0,,0.0,0.0,0.0,100.0
瀬尾有耶,2010-02,岡山シーガルズ,29,3,5,1,1,0,0,0,,,0,0,0,0,3,0,0,2,3,1,0,0,,0.0,0.0,16.7,33.3
熊谷桜子,2009-11,デンソーエアリービーズ,5,6,1,2,7,3,3,0,100.0,100.0,0,0,0,1,29,2,2,11,0,0,0,6,,0.43,0.14,14.7,
熊谷桜子,2009-12,デンソーエアリービーズ,5,5,11,1,16,9,5,0,55.6,55.6,0,0,0,3,49,2,5,17,0,0,0,10,,0.31,0.19,10.2,
熊谷桜子,2010-01,デンソーエアリービーズ,5,19,7,6,26,20,11,2,55.0,45.0,0,0,0,7,83,5,4,27,0,0,0,23,,0.42,0.27,13.0,
熊谷桜子,2010-02,デンソーエアリービーズ,5,16,16,3,32,11,2,1,18.2,9.1,0,0,0,5,111,10,10,35,0,0,0,17,,0.06,0.16,14.6,
熊谷桜子,2010-03,デンソーエアリービーズ,5,11,11,3,20,12,6,0,50.0,50.0,0,0,0,1,56,3,3,18,0,0,0,10,,0.3,0.05,12.1,
片下恭子,2009-11,デンソーエアリービーズ,16,6,1,2,6,0,0,0,,,0,0,0,0,0,0,0,0,17,13,0,0,,0.0,0.0,,76.5
片下恭子,2009-12,デンソーエアリービーズ,16,5,11,1,12,0,0,0,,,0,0,0,0,0,0,0,0,50,37,0,0,,0.0,0.0,,74.0
片下恭子,2010-01,デンソーエアリービーズ,16,19,7,6,26,0,0,0,,,0,0,0,0,0,0,0,0,145,93,0,0,,0.0,0.0,,64.1
片下恭子,2010-02,デンソーエアリービーズ,16,16,16,3,32,0,0,0,,,0,0,0,0,0,0,0,0,184,119,0,0,,0.0,0.0,,64.7
片下恭子,2010-03,デンソーエアリービーズ,16,11,11,3,22,0,0,0,,,0,0,0,0,0,0,0,0,104,75,0,0,,0.0,0.0,,72.1
狩野美雪,2009-11,久光製薬スプリングス,7,4,3,1,3,11,2,0,18.2,18.2,1,0,0,0,3,0,0,0,8,6,0,2,0.0,0.67,0.0,0.0,75.0
狩野美雪,2009-12,久光製薬スプリングス,7,12,1,4,10,11,1,0,9.1,9.1,0,0,0,0,26,0,1,11,25,13,0,1,,0.1,0.0,9.6,52.0
狩野美雪,2010-01,久光製薬スプリングス,7,15,9,5,7,8,2,0,25.0,25.0,1,0,0,0,6,0,0,1,15,10,0,2,0.0,0.29,0.0,4.2,66.7
狩野美雪,2010-02,久光製薬スプリングス,7,22,12,6,15,54,18,2,33.3,29.6,1,0,0,3,35,3,3,17,58,34,0,24,0.0,1.2,0.2,18.6,58.6
狩野美雪,2010-03,久光製薬スプリングス,7,14,8,4,3,5,3,0,60.0,60.0,0,0,0,0,3,0,1,1,6,3,0,3,,1.0,0.0,0.0,50.0
狩野舞子,2010-01,久光製薬スプリングス,6,6,6,2,1,2,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
田代佳奈美,2009-12,東レアローズ,21,3,0,1,1,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
田代佳奈美,2010-03,東レアローズ,21,6,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田原香理,2009-11,トヨタ車体クインシーズ,5,3,5,1,7,20,6,0,30.0,30.0,0,0,0,2,21,1,2,6,0,0,0,9,,0.86,0.29,9.5,
田原香理,2009-12,トヨタ車体クインシーズ,5,1,12,0,11,25,13,2,52.0,44.0,0,0,0,1,15,0,2,1,1,0,0,14,,1.18,0.09,-1.7,0.0
田原香理,2010-01,トヨタ車体クインシーズ,5,5,19,1,20,78,27,7,34.6,25.6,0,0,0,5,55,0,2,17,6,3,0,32,,1.35,0.25,6.8,50.0
田原香理,2010-02,トヨタ車体クインシーズ,5,4,21,1,22,89,34,4,38.2,33.7,0,0,0,18,77,2,3,15,5,2,0,54,,1.55,0.82,6.5,40.0
田原香理,2010-03,トヨタ車体クインシーズ,5,12,12,4,24,101,47,4,46.5,42.6,0,0,0,13,80,4,6,23,1,1,0,64,,1.96,0.54,10.3,100.0
田村翔子,2009-11,パイオニアレッドウィングス,26,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2009-12,パイオニアレッドウィングス,26,1,12,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2010-01,パイオニアレッドウィングス,26,4,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2010-02,パイオニアレッドウィングス,26,3,15,0,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
田村翔子,2010-03,パイオニアレッドウィングス,26,2,18,0,16,35,16,3,45.7,37.1,1,1,0,2,30,0,1,13,24,8,0,18,100.0,1.0,0.12,10.0,33.3
眞恵子,2009-11,トヨタ車体クインシーズ,9,3,5,1,7,17,7,1,41.2,35.3,0,0,0,0,12,0,1,1,1,0,0,7,,1.0,0.0,0.0,0.0
眞恵子,2009-12,トヨタ車体クインシーズ,9,1,12,0,11,52,26,0,50.0,50.0,0,0,0,6,27,0,3,8,7,2,0,32,,2.36,0.55,4.6,28.6
眞恵子,2010-01,トヨタ車体クインシーズ,9,6,22,1,27,161,53,10,32.9,26.7,0,0,0,11,58,1,3,11,2,2,0,65,,1.96,0.41,5.2,100.0
眞恵子,2010-02,トヨタ車体クインシーズ,9,4,21,1,21,93,36,5,38.7,33.3,0,0,0,8,50,0,5,13,88,41,0,44,,1.71,0.38,4.0,46.6
眞恵子,2010-03,トヨタ車体クインシーズ,9,12,12,4,24,210,78,8,37.1,33.3,0,0,0,13,82,0,7,22,167,91,0,91,,3.25,0.54,4.6,54.5
矢野美子,2009-11,デンソーエアリービーズ,2,6,1,2,7,33,20,0,60.6,60.6,0,0,0,6,29,1,3,11,0,0,0,27,,2.86,0.86,10.3,
矢野美子,2009-12,デンソーエアリービーズ,2,5,11,1,16,77,39,2,50.6,48.1,0,0,0,8,59,1,4,19,0,0,0,48,,2.44,0.5,8.1,
矢野美子,2010-01,デンソーエアリービーズ,2,19,7,6,26,131,58,4,44.3,41.2,1,0,0,12,117,5,8,46,0,0,0,75,0.0,2.23,0.46,12.4,
矢野美子,2010-02,デンソーエアリービーズ,2,16,16,3,32,157,75,4,47.8,45.2,1,0,0,15,121,3,4,44,0,0,0,93,0.0,2.34,0.47,10.7,
矢野美子,2010-03,デンソーエアリービーズ,2,11,11,3,22,93,46,5,49.5,44.1,0,0,0,9,81,7,5,33,2,1,0,62,,2.09,0.41,17.3,50.0
石井美樹,2009-11,久光製薬スプリングス,1,4,3,1,7,59,13,0,22.0,22.0,7,1,0,2,19,0,0,5,38,26,0,15,14.3,1.86,0.29,6.6,68.4
石井美樹,2009-12,久光製薬スプリングス,1,12,1,4,13,90,32,7,35.6,27.8,12,3,1,5,63,4,5,32,86,57,0,41,25.0,2.46,0.38,17.1,66.3
石井美樹,2010-01,久光製薬スプリングス,1,15,9,5,24,184,53,8,28.8,24.5,4,1,0,7,101,6,1,33,148,102,0,66,25.0,2.21,0.29,13.9,68.9
石井美樹,2010-02,久光製薬スプリングス,1,22,12,6,34,255,88,9,34.5,31.0,4,0,0,10,119,5,5,58,311,199,0,103,0.0,2.59,0.29,15.3,64.0
石井美樹,2010-03,久光製薬スプリングス,1,14,8,4,22,156,63,9,40.4,34.6,4,2,0,4,74,6,4,37,198,134,0,73,50.0,2.86,0.18,19.3,67.7
石井里沙,2009-11,デンソーエアリービーズ,7,6,1,2,4,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.25,0.0,,
石井里沙,2009-12,デンソーエアリービーズ,7,5,11,1,11,45,14,2,31.1,26.7,0,0,0,1,20,0,0,5,36,27,0,15,,1.27,0.09,6.2,75.0
石井里沙,2010-01,デンソーエアリービーズ,7,16,7,5,3,26,5,0,19.2,19.2,0,0,0,1,3,0,0,0,11,6,0,6,,1.67,0.33,0.0,54.5
石井里沙,2010-02,デンソーエアリービーズ,7,16,16,3,12,84,24,7,28.6,20.2,1,0,0,7,37,1,1,14,62,35,0,32,0.0,2.0,0.58,11.5,56.5
石井里沙,2010-03,デンソーエアリービーズ,7,11,11,3,10,72,14,5,19.4,12.5,0,0,0,2,30,0,3,7,50,32,0,16,,1.4,0.2,3.3,64.0
石川友紀,2009-11,JTマーヴェラス,9,6,1,2,7,34,14,0,41.2,41.2,0,0,0,6,23,0,4,8,1,1,0,20,,2.0,0.86,4.3,100.0
石川友紀,2009-12,JTマーヴェラス,9,12,0,4,12,50,20,0,40.0,40.0,0,0,0,11,35,1,2,14,4,1,0,32,,1.67,0.92,11.4,25.0
石川友紀,2010-01,JTマーヴェラス,9,24,5,8,29,96,30,7,31.2,24.0,0,0,0,15,100,6,6,35,5,2,0,51,,1.03,0.52,13.2,40.0
石川友紀,2010-02,JTマーヴェラス,9,24,7,8,28,101,50,3,49.5,46.5,0,0,0,11,93,7,3,36,1,1,0,68,,1.79,0.39,16.4,100.0
石川友紀,2010-03,JTマーヴェラス,9,16,7,4,20,84,34,7,40.5,32.1,0,0,0,8,64,5,1,28,7,2,0,47,,1.7,0.4,18.4,28.6
石田瑞穂,2009-11,久光製薬スプリングス,22,4,3,1,7,65,25,3,38.5,33.8,13,2,2,2,17,1,2,7,48,33,0,28,15.4,3.57,0.29,13.2,68.8
石田瑞穂,2009-12,久光製薬スプリングス,22,12,1,4,13,112,43,9,38.4,30.4,14,3,6,12,33,0,2,18,68,32,0,55,21.4,3.31,0.92,12.1,47.1
石田瑞穂,2010-01,久光製薬スプリングス,22,15,9,5,24,221,85,10,38.5,33.9,33,5,1,8,103,4,9,44,206,119,0,97,15.2,3.54,0.33,12.4,57.8
石田瑞穂,2010-02,久光製薬スプリングス,22,19,10,5,29,268,93,17,34.7,28.4,18,0,3,9,143,10,8,64,152,96,0,112,0.0,3.21,0.31,16.8,63.2
石田瑞穂,2010-03,久光製薬スプリングス,22,14,8,4,22,207,78,15,37.7,30.4,21,3,1,10,83,6,11,39,142,95,0,94,14.3,3.55,0.45,15.7,66.9
神本千佳,2009-11,JTマーヴェラス,16,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
神本千佳,2009-12,JTマーヴェラス,16,12,0,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
神本千佳,2010-01,JTマーヴェラス,16,12,3,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
神田千絵,2009-11,岡山シーガルズ,7,0,6,0,4,35,4,4,11.4,0.0,0,0,0,1,8,0,0,4,2,1,0,5,,1.0,0.25,12.5,50.0
神田千絵,2009-12,岡山シーガルズ,7,9,6,3,4,28,5,0,17.9,17.9,0,0,0,0,4,0,0,2,3,2,0,5,,1.25,0.0,12.5,66.7
神田千絵,2010-01,岡山シーガルズ,7,8,13,2,6,49,12,6,24.5,12.2,0,0,0,1,14,0,0,2,2,0,0,13,,2.0,0.17,3.6,0.0
神田千絵,2010-02,岡山シーガルズ,7,12,11,4,6,39,16,4,41.0,30.8,0,0,0,1,14,1,1,4,3,1,0,18,,2.67,0.17,12.5,33.3
神田千絵,2010-03,岡山シーガルズ,7,6,13,1,6,45,6,5,13.3,2.2,0,0,0,3,8,0,0,2,2,1,0,9,,1.0,0.5,6.2,50.0
福田舞,2009-11,岡山シーガルズ,5,0,6,0,5,25,6,2,24.0,16.0,2,0,0,0,9,0,2,2,13,11,0,6,0.0,1.2,0.0,0.0,84.6
福田舞,2009-12,岡山シーガルズ,5,9,6,3,15,118,50,9,42.4,34.7,1,0,1,4,39,1,3,8,15,9,0,55,0.0,3.33,0.27,5.8,60.0
福田舞,2010-01,岡山シーガルズ,5,10,19,2,29,273,90,17,33.0,26.7,1,0,0,6,86,5,9,29,49,26,0,101,0.0,3.1,0.21,11.6,53.1
福田舞,2010-02,岡山シーガルズ,5,13,17,4,30,219,89,17,40.6,32.9,8,2,2,11,86,4,9,28,92,50,0,104,25.0,2.97,0.37,10.2,54.3
福田舞,2010-03,岡山シーガルズ,5,8,16,1,23,181,63,17,34.8,25.4,5,1,1,4,79,9,8,30,53,28,0,76,20.0,2.74,0.17,18.4,52.8
秋山美幸,2009-11,NECレッドロケッツ,8,2,6,0,8,3,2,0,66.7,66.7,0,0,0,3,20,4,3,5,0,0,0,9,,0.25,0.38,22.5,
秋山美幸,2009-12,NECレッドロケッツ,8,6,8,2,14,5,2,1,40.0,20.0,0,0,0,2,45,3,4,16,1,1,0,7,,0.14,0.14,13.3,100.0
秋山美幸,2010-01,NECレッドロケッツ,8,13,18,3,30,2,0,0,0.0,0.0,0,0,0,1,88,9,7,34,0,0,0,10,,0.0,0.03,17.9,
秋山美幸,2010-02,NECレッドロケッツ,8,17,18,3,35,11,7,0,63.6,63.6,0,0,0,5,144,8,7,62,1,0,0,20,,0.2,0.14,15.1,0.0
秋山美幸,2010-03,NECレッドロケッツ,8,11,14,2,25,4,2,1,50.0,25.0,0,0,0,2,80,1,8,26,1,1,0,5,,0.08,0.08,6.9,100.0
竹下佳江,2009-11,JTマーヴェラス,7,6,1,2,7,2,2,0,100.0,100.0,0,0,0,1,26,0,0,9,0,0,0,3,,0.29,0.14,8.7,
竹下佳江,2009-12,JTマーヴェラス,7,12,0,4,12,5,4,1,80.0,60.0,0,0,0,2,64,4,2,28,0,0,0,10,,0.33,0.17,16.4,
竹下佳江,2010-01,JTマーヴェラス,7,24,5,8,29,5,3,0,60.0,60.0,0,0,0,1,121,5,9,39,1,0,0,9,,0.1,0.03,10.3,0.0
竹下佳江,2010-02,JTマーヴェラス,7,24,7,8,31,7,4,0,57.1,57.1,0,0,0,2,167,6,5,78,0,0,0,12,,0.13,0.06,14.5,
竹下佳江,2010-03,JTマーヴェラス,7,16,7,4,23,8,5,0,62.5,62.5,0,0,0,3,115,8,6,48,0,0,0,16,,0.22,0.13,16.1,
竹内沙耶歌,2009-11,NECレッドロケッツ,15,2,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹内沙耶歌,2009-12,NECレッドロケッツ,15,6,2,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹内沙耶歌,2010-01,NECレッドロケッツ,15,8,14,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹内沙耶歌,2010-02,NECレッドロケッツ,15,5,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹内沙耶歌,2010-03,NECレッドロケッツ,15,11,14,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井視穂子,2009-11,久光製薬スプリングス,12,4,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井視穂子,2009-12,久光製薬スプリングス,12,12,1,4,2,0,0,0,,,0,0,0,0,6,0,0,3,0,0,0,0,,0.0,0.0,12.5,
筒井視穂子,2010-01,久光製薬スプリングス,12,15,3,5,9,0,0,0,,,0,0,0,0,12,1,0,1,0,0,0,1,,0.0,0.0,10.4,
筒井視穂子,2010-02,久光製薬スプリングス,12,22,12,6,21,0,0,0,,,0,0,0,0,34,1,1,18,0,0,0,1,,0.0,0.0,15.4,
筒井視穂子,2010-03,久光製薬スプリングス,12,14,8,4,6,0,0,0,,,0,0,0,0,8,0,1,3,0,0,0,0,,0.0,0.0,6.2,
米村信子,2009-11,岡山シーガルズ,3,0,6,0,5,0,0,0,,,0,0,0,0,0,0,0,0,32,18,0,0,,0.0,0.0,,56.2
米村信子,2009-12,岡山シーガルズ,3,9,6,3,12,0,0,0,,,0,0,0,0,0,0,0,0,39,25,0,0,,0.0,0.0,,64.1
米村信子,2010-01,岡山シーガルズ,3,10,19,2,27,0,0,0,,,0,0,0,0,0,0,0,0,89,61,0,0,,0.0,0.0,,68.5
米村信子,2010-02,岡山シーガルズ,3,13,17,4,30,0,0,0,,,0,0,0,0,0,0,0,0,107,68,0,0,,0.0,0.0,,63.6
