名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
前田一誠,2018-02,豊田合成トレフェルサ,5,18,5,1,0,20.0,20.0,0,0,0,3,55,1,0,12,3,0,0,5,,0.06,0.17,7.3,0.0
加藤久典,2018-02,サントリーサンバーズ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
古賀幸一郎,2018-02,豊田合成トレフェルサ,10,19,0,0,0,,,0,0,0,0,0,0,0,0,103,47,34,0,,0.0,0.0,,62.1
吉岡光大,2018-02,JTサンダーズ,5,6,19,9,1,47.4,42.1,2,0,1,2,20,1,4,1,22,2,9,12,0.0,1.5,0.33,1.2,29.5
唐川大志,2018-02,JTサンダーズ,15,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
喜入祥充,2018-02,サントリーサンバーズ,15,11,0,0,0,,,0,0,0,0,17,0,7,7,9,3,3,0,,0.0,0.0,0.0,50.0
塩田達也,2018-02,サントリーサンバーズ,12,17,53,27,2,50.9,47.2,0,0,0,5,50,4,8,14,5,2,1,36,,1.59,0.29,11.0,50.0
大宅真樹,2018-02,サントリーサンバーズ,9,20,7,4,0,57.1,57.1,0,0,0,4,59,2,21,14,0,0,0,10,,0.2,0.2,0.4,
安井勇誠,2018-02,JTサンダーズ,11,3,2,0,0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
富松崇彰,2018-02,東レアローズ,1,17,40,21,1,52.5,50.0,0,0,0,5,59,5,6,22,6,5,1,31,,1.24,0.29,15.3,91.7
専田和也,2018-02,パナソニックパンサーズ,12,8,0,0,0,,,0,0,0,0,11,0,0,2,0,0,0,0,,0.0,0.0,4.5,
小川猛,2018-02,サントリーサンバーズ,18,8,25,8,1,32.0,28.0,3,1,1,0,10,0,4,4,0,0,0,8,33.3,1.0,0.0,0.0,
小野寺太志,2018-02,JTサンダーズ,19,20,61,32,4,52.5,45.9,0,0,0,11,86,0,5,19,4,4,0,43,,1.6,0.55,4.1,100.0
小野遥輝,2018-02,サントリーサンバーズ,21,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山内晶大,2018-02,パナソニックパンサーズ,10,17,42,26,2,61.9,57.1,0,0,0,9,36,1,7,11,0,0,0,36,,1.53,0.53,5.6,
山本将平,2018-02,JTサンダーズ,18,20,122,62,6,50.8,45.9,7,4,1,6,72,3,18,15,139,51,41,71,57.1,3.1,0.3,3.1,51.4
山本湧,2018-02,サントリーサンバーズ,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山添信也,2018-02,パナソニックパンサーズ,3,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
山田脩造,2018-02,豊田合成トレフェルサ,1,8,16,5,2,31.2,18.8,0,0,0,1,9,2,2,1,16,4,5,8,,0.62,0.12,19.4,40.6
山近哲,2018-02,豊田合成トレフェルサ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岡本祥吾,2018-02,サントリーサンバーズ,6,5,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
岡本秀明,2018-02,豊田合成トレフェルサ,13,12,0,0,0,,,0,0,0,0,13,0,6,2,0,0,0,0,,0.0,0.0,-7.7,
峯村雄大,2018-02,東レアローズ,7,2,0,0,0,,,0,0,0,0,4,0,2,2,0,0,0,0,,0.0,0.0,0.0,
川口太一,2018-02,豊田合成トレフェルサ,20,18,0,0,0,,,0,0,0,0,0,0,0,0,25,11,5,0,,0.0,0.0,,54.0
廣瀬優希,2018-02,ジェイテクトSTINGS,21,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
戸嵜嵩大,2018-02,東レアローズ,11,13,56,24,4,42.9,35.7,0,0,0,4,31,1,10,8,53,7,19,29,,1.85,0.31,1.6,31.1
新井洋介,2018-02,豊田合成トレフェルサ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
星谷健太朗,2018-02,サントリーサンバーズ,17,7,12,4,0,33.3,33.3,0,0,0,1,16,0,1,3,0,0,0,5,,0.57,0.14,3.1,
星野秀知,2018-02,東レアローズ,10,2,5,0,2,0.0,-40.0,0,0,0,0,4,0,1,0,7,0,1,0,,0.0,0.0,-6.2,7.1
本間隆太,2018-02,ジェイテクトSTINGS,17,19,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
李博,2018-02,東レアローズ,15,18,44,22,5,50.0,38.6,0,0,0,6,53,3,8,10,14,9,2,31,,1.22,0.33,6.6,71.4
松原広輔,2018-02,ジェイテクトSTINGS,10,11,0,0,0,,,0,0,0,0,16,2,1,6,0,0,0,2,,0.0,0.0,20.3,
松林憲太郎,2018-02,サントリーサンバーズ,13,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,,0.0,0.0,,50.0
栗山雅史,2018-02,サントリーサンバーズ,19,20,129,57,6,44.2,39.5,21,9,2,8,60,2,10,15,120,43,34,67,42.9,2.85,0.4,5.4,50.0
武智洸史,2018-02,JTサンダーズ,24,16,44,19,7,43.2,27.3,1,0,0,2,63,0,11,11,109,35,40,21,0.0,1.19,0.12,0.0,50.5
永野健,2018-02,パナソニックパンサーズ,17,17,0,0,0,,,0,0,0,0,0,0,0,0,83,34,28,0,,0.0,0.0,,57.8
池田政之,2018-02,パナソニックパンサーズ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浅野博亮,2018-02,ジェイテクトSTINGS,19,19,104,48,1,46.2,45.2,15,10,0,6,66,0,7,17,105,38,29,54,66.7,2.53,0.32,3.8,50.0
深津旭弘,2018-02,JTサンダーズ,3,20,2,1,0,50.0,50.0,0,0,0,11,85,5,0,19,1,0,0,17,,0.05,0.55,11.5,0.0
深津英臣,2018-02,パナソニックパンサーズ,2,17,10,7,0,70.0,70.0,0,0,0,1,77,6,5,15,0,0,0,14,,0.41,0.06,11.0,
清水邦広,2018-02,パナソニックパンサーズ,1,11,83,47,5,56.6,50.6,33,16,5,5,40,1,4,17,1,0,0,53,48.5,4.27,0.45,10.6,0.0
渡辺俊介,2018-02,東レアローズ,6,17,0,0,0,,,0,0,0,0,0,0,0,0,78,31,25,0,,0.0,0.0,,55.8
渡辺奏吾,2018-02,パナソニックパンサーズ,5,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
渡邉峻,2018-02,ジェイテクトSTINGS,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
渡邊侑磨,2018-02,豊田合成トレフェルサ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,2018-02,東レアローズ,8,9,0,0,0,,,0,0,0,0,0,0,0,0,14,3,3,0,,0.0,0.0,,32.1
町野仁志,2018-02,JTサンダーズ,2,2,1,0,1,0.0,-100.0,0,0,0,1,2,0,0,0,1,1,0,1,,0.0,0.5,0.0,100.0
白岩直也,2018-02,豊田合成トレフェルサ,7,19,23,8,0,34.8,34.8,0,0,0,2,55,1,10,5,124,46,33,11,,0.42,0.11,-0.5,50.4
白澤健児,2018-02,パナソニックパンサーズ,6,17,29,15,1,51.7,48.3,0,0,0,8,62,2,11,10,2,0,2,25,,0.88,0.47,2.8,50.0
福山汰一,2018-02,ジェイテクトSTINGS,4,19,38,15,3,39.5,31.6,0,0,0,8,57,2,10,11,5,2,2,25,,0.79,0.42,3.9,60.0
福澤達哉,2018-02,パナソニックパンサーズ,15,17,134,59,10,44.0,36.6,19,14,1,8,49,1,5,7,78,19,23,68,73.7,3.47,0.47,3.1,39.1
秦耕介,2018-02,サントリーサンバーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
米山裕太,2018-02,東レアローズ,5,20,70,33,1,47.1,45.7,4,2,1,4,54,1,6,9,144,55,40,38,50.0,1.65,0.2,3.2,52.1
米山達也,2018-02,サントリーサンバーズ,20,14,9,4,0,44.4,44.4,0,0,0,0,21,0,1,5,16,10,2,4,,0.29,0.0,4.8,68.8
興梠亮,2018-02,ジェイテクトSTINGS,12,19,0,0,0,,,0,0,0,0,0,0,0,0,107,45,24,0,,0.0,0.0,,53.3
藤中謙也,2018-02,サントリーサンバーズ,10,20,134,56,7,41.8,36.6,12,4,0,3,55,0,4,8,119,58,35,59,33.3,2.8,0.15,1.8,63.4
藤井直伸,2018-02,東レアローズ,21,21,5,3,0,60.0,60.0,1,1,0,2,57,1,8,13,0,0,0,6,100.0,0.14,0.1,3.9,
袴谷亮介,2018-02,ジェイテクトSTINGS,11,11,0,0,0,,,0,0,0,0,2,1,0,1,0,0,0,1,,0.0,0.0,62.5,
西田有志,2018-02,ジェイテクトSTINGS,14,19,191,90,20,47.1,36.6,73,39,4,7,70,4,14,31,4,1,1,101,53.4,4.74,0.37,11.8,37.5
辰巳正敏,2018-02,ジェイテクトSTINGS,9,1,1,1,0,100.0,100.0,0,0,0,0,2,0,1,0,0,0,0,1,,1.0,0.0,-12.5,
近裕崇,2018-02,豊田合成トレフェルサ,6,19,40,26,0,65.0,65.0,0,0,0,12,59,2,10,13,0,0,0,40,,1.37,0.63,4.7,
郡浩也,2018-02,ジェイテクトSTINGS,8,16,15,9,1,60.0,53.3,1,1,0,1,6,1,2,2,6,0,1,11,100.0,0.56,0.06,16.7,8.3
酒井大祐,2018-02,サントリーサンバーズ,5,8,0,0,0,,,0,0,0,0,0,0,0,0,33,14,9,0,,0.0,0.0,,56.1
金丸晃大,2018-02,ジェイテクトSTINGS,2,19,22,17,2,77.3,68.2,0,0,0,6,61,1,6,15,1,0,0,24,,0.89,0.32,5.3,0.0
金子聖輝,2018-02,JTサンダーズ,17,10,0,0,0,,,0,0,0,0,11,0,1,2,0,0,0,0,,0.0,0.0,2.3,
鈴木寛史,2018-02,サントリーサンバーズ,2,20,43,20,2,46.5,41.9,0,0,0,10,56,0,4,9,6,4,2,30,,1.0,0.5,2.2,83.3
鈴木悠二,2018-02,東レアローズ,18,21,56,21,5,37.5,28.6,9,5,1,0,55,8,5,22,43,18,10,29,55.6,1.0,0.0,22.3,53.5
関田誠大,2018-02,パナソニックパンサーズ,8,10,0,0,0,,,0,0,0,0,13,0,2,2,0,0,0,0,,0.0,0.0,0.0,
阿部裕太,2018-02,東レアローズ,9,4,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
高松卓矢,2018-02,豊田合成トレフェルサ,12,19,126,63,3,50.0,47.6,14,6,1,6,57,3,18,16,52,16,15,72,42.9,3.32,0.32,4.4,45.2
高橋健太郎,2018-02,東レアローズ,2,10,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
高橋賢,2018-02,サントリーサンバーズ,3,17,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
鶴田大樹,2018-02,サントリーサンバーズ,1,15,0,0,0,,,0,0,0,0,0,0,0,0,91,35,33,0,,0.0,0.0,,56.6
