名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中川美柚,10,久光スプリングス,14,5,34,11,2,32.4,26.5,1,0,0,1,23,1,1,6,23,6,5,13,0.0,2.2,0.2,9.8,37.0
中田紫乃,10,東レアローズ,5,4,6,1,0,16.7,16.7,0,0,0,2,0,0,0,0,2,0,2,3,,0.2,0.5,,50.0
丸山亜季,10,岡山シーガルズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸山紗季,10,KUROBEアクアフェアリーズ,1,6,0,0,0,,,0,0,0,0,9,0,1,2,3,1,0,0,,0.0,0.0,2.8,33.3
井上奈々朱,10,東レアローズ,1,6,11,5,1,45.5,36.4,0,0,0,6,20,1,2,9,2,1,0,12,,0.8,1.0,13.8,50.0
井上愛里沙,10,久光スプリングス,5,4,60,20,3,33.3,28.3,1,0,0,3,16,0,2,5,19,5,4,23,0.0,5.0,0.8,4.7,36.8
井上琴絵,10,デンソーエアリービーズ,11,6,0,0,0,,,0,0,0,0,0,0,0,0,20,15,2,0,,0.0,0.0,,80.0
井上美咲,10,久光スプリングス,2,7,3,1,0,33.3,33.3,0,0,0,1,28,1,3,8,0,0,0,3,,0.1,0.1,8.0,
今村優香,10,久光スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤望,10,東レアローズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木千紘,10,ヴィクトリーナ姫路,14,6,21,11,1,52.4,47.6,0,0,0,1,16,0,5,4,0,0,0,12,,1.8,0.2,-1.6,
佐々木海空,10,埼玉上尾メディックス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤優花,10,埼玉上尾メディックス,10,1,8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤美弥,10,日立リヴァーレ,8,4,0,0,0,,,0,0,0,1,4,0,0,2,0,0,0,1,,0.0,0.2,12.5,
入澤まい,10,日立リヴァーレ,14,10,28,12,3,42.9,32.1,0,0,0,5,26,1,4,12,1,0,0,18,,1.2,0.5,11.5,0.0
兵頭由希,10,デンソーエアリービーズ,24,3,14,5,1,35.7,28.6,3,1,0,0,4,0,0,1,4,3,0,5,33.3,1.7,0.0,6.2,75.0
内瀬戸真実,10,埼玉上尾メディックス,9,12,114,43,3,37.7,35.1,11,3,1,6,50,2,3,12,78,34,19,51,27.3,3.6,0.5,8.5,55.8
加藤光,10,久光スプリングス,7,6,0,0,0,,,0,0,0,0,8,0,0,1,0,0,0,0,,0.0,0.0,3.1,
及川真夢,10,岡山シーガルズ,8,5,18,10,1,55.6,50.0,0,0,0,2,12,0,1,3,0,0,0,12,,2.0,0.4,4.2,
古川あおいアン,10,岡山シーガルズ,15,3,8,4,0,50.0,50.0,0,0,0,0,3,0,0,0,3,1,0,4,,1.3,0.0,0.0,33.3
古谷ちなみ,10,NECレッドロケッツ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古賀紗理那,10,NECレッドロケッツ,2,4,38,13,3,34.2,26.3,5,1,1,0,20,0,1,8,25,21,2,13,20.0,3.2,0.0,8.8,88.0
合屋咲希,10,PFUブルーキャッツ,7,8,34,14,0,41.2,41.2,0,0,0,0,2,0,1,0,22,5,5,14,,1.8,0.0,-12.5,34.1
吉岡可奈,10,ヴィクトリーナ姫路,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉岡美晴,10,岡山シーガルズ,4,7,88,28,2,31.8,29.5,0,0,0,1,20,0,1,2,66,37,9,29,,4.0,0.1,1.2,62.9
吉田あゆみ,10,NECレッドロケッツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉野優理,10,埼玉上尾メディックス,8,12,128,39,10,30.5,22.7,8,2,1,2,46,1,4,13,108,38,24,42,25.0,3.2,0.2,7.1,46.3
和才奈々美,10,PFUブルーキャッツ,33,4,14,2,1,14.3,7.1,1,0,0,0,7,0,2,1,21,12,3,2,0.0,0.5,0.0,-3.6,64.3
坂本侑,10,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀井有蘭,10,日立リヴァーレ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀口あやか,10,PFUブルーキャッツ,11,7,60,18,0,30.0,30.0,5,0,0,0,24,1,6,4,45,18,10,19,0.0,2.6,0.0,2.1,51.1
堀江美志,10,埼玉上尾メディックス,4,11,61,16,3,26.2,21.3,7,0,0,0,30,2,3,12,20,6,5,18,0.0,1.5,0.0,14.2,42.5
堀込奈央,10,ヴィクトリーナ姫路,7,9,0,0,0,,,0,0,0,0,10,0,0,4,0,0,0,0,,0.0,0.0,10.0,
塚田しおり,10,NECレッドロケッツ,3,4,0,0,0,,,0,0,0,0,12,1,1,3,0,0,0,1,,0.0,0.0,12.5,
大室璃紗,10,埼玉上尾メディックス,23,4,0,0,0,,,0,0,0,0,0,0,0,0,7,4,1,0,,0.0,0.0,,64.3
大崎琴未,10,東レアローズ,14,2,1,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
大竹里歩,10,デンソーエアリービーズ,5,1,1,0,0,0.0,0.0,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
大野果歩,10,東レアローズ,2,6,15,8,2,53.3,40.0,0,0,0,2,21,1,2,5,0,0,0,11,,1.3,0.3,8.3,
奥村麻依,10,デンソーエアリービーズ,13,6,20,7,1,35.0,30.0,0,0,0,6,20,1,0,2,2,2,0,14,,1.2,1.0,7.5,100.0
孫田菜奈,10,ヴィクトリーナ姫路,12,7,7,4,1,57.1,42.9,0,0,0,0,2,0,0,2,0,0,0,4,,0.6,0.0,25.0,
宇賀神みずき,10,岡山シーガルズ,5,5,1,0,0,0.0,0.0,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
安井由香子,10,トヨタ車体クインシーズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,14,8,2,0,,0.0,0.0,,64.3
宮下遥,10,岡山シーガルズ,14,6,1,1,0,100.0,100.0,0,0,0,2,24,1,1,2,0,0,0,4,,0.2,0.3,5.2,
宮地佳乃,10,ヴィクトリーナ姫路,8,3,25,3,3,12.0,0.0,2,0,1,0,3,0,1,0,0,0,0,3,0.0,1.0,0.0,-8.3,
小口樹葉,10,デンソーエアリービーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小島満菜美,10,NECレッドロケッツ,16,4,0,0,0,,,0,0,0,0,0,0,0,0,18,11,2,0,,0.0,0.0,,66.7
小島絢野,10,久光スプリングス,24,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小川愛里奈,10,東レアローズ,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小川杏奈,10,JTマーヴェラス,3,7,15,6,1,40.0,33.3,0,0,0,1,33,3,0,10,2,0,0,10,,0.9,0.1,16.7,0.0
小幡真子,10,JTマーヴェラス,15,7,0,0,0,,,0,0,0,0,0,0,0,0,29,19,4,0,,0.0,0.0,,72.4
小杉凜華,10,KUROBEアクアフェアリーズ,19,9,30,7,0,23.3,23.3,0,0,0,2,31,1,0,6,3,1,0,10,,0.8,0.2,8.1,33.3
小池杏菜,10,日立リヴァーレ,10,10,0,0,0,,,0,0,0,0,0,0,0,0,22,8,10,0,,0.0,0.0,,59.1
小西愛衣,10,KUROBEアクアフェアリーズ,15,9,3,0,0,0.0,0.0,0,0,0,0,33,1,4,7,1,0,1,1,,0.0,0.0,5.3,50.0
小野寺友香,10,日立リヴァーレ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
居村杏奈,10,岡山シーガルズ,12,4,13,4,1,30.8,23.1,0,0,0,0,8,0,0,1,1,0,0,4,,1.0,0.0,3.1,0.0
山上有紀,10,トヨタ車体クインシーズ,18,6,1,0,0,0.0,0.0,0,0,0,0,17,0,2,3,1,0,0,0,,0.0,0.0,1.5,0.0
山下遥香,10,PFUブルーキャッツ,9,8,0,0,0,,,0,0,0,0,15,2,3,1,0,0,0,2,,0.0,0.0,10.0,
山内美咲,10,NECレッドロケッツ,12,4,40,20,1,50.0,47.5,5,0,0,2,16,3,0,2,27,16,5,25,0.0,5.0,0.5,21.9,68.5
山口珠李,10,埼玉上尾メディックス,6,11,42,14,5,33.3,21.4,3,0,1,1,16,1,1,5,0,0,0,16,0.0,1.3,0.1,12.5,
山岸あかね,10,埼玉上尾メディックス,7,12,0,0,0,,,0,0,0,0,0,0,0,0,30,14,4,0,,0.0,0.0,,53.3
山崎のの花,10,埼玉上尾メディックス,5,12,3,0,0,0.0,0.0,0,0,0,8,35,0,2,14,1,0,0,8,,0.0,0.7,8.6,0.0
山形理沙子,10,トヨタ車体クインシーズ,20,3,1,1,0,100.0,100.0,0,0,0,0,7,1,0,4,0,0,0,2,,0.3,0.0,28.6,
山田二千華,10,NECレッドロケッツ,13,4,13,4,0,30.8,30.8,0,0,0,4,15,1,1,7,0,0,0,9,,1.0,1.0,16.7,
岩坂名奈,10,久光スプリングス,4,4,10,6,0,60.0,60.0,0,0,0,3,15,0,0,3,0,0,0,9,,1.5,0.8,5.0,
島村春世,10,NECレッドロケッツ,1,4,34,17,1,50.0,47.1,0,0,0,1,11,1,0,3,0,0,0,19,,4.2,0.2,15.9,
島畑奈緒子,10,PFUブルーキャッツ,14,8,3,1,0,33.3,33.3,0,0,0,0,22,1,3,7,0,0,0,2,,0.1,0.0,9.1,
川島亜依美,10,岡山シーガルズ,28,6,15,6,0,40.0,40.0,0,0,0,3,13,0,1,5,1,1,0,9,,1.0,0.5,7.7,100.0
工藤嶺,10,デンソーエアリービーズ,21,5,50,21,2,42.0,38.0,10,1,0,1,21,1,0,6,20,10,3,23,10.0,4.2,0.2,11.9,57.5
座安琴希,10,久光スプリングス,10,7,0,0,0,,,0,0,0,0,0,0,0,0,11,5,3,0,,0.0,0.0,,59.1
廣瀬七海,10,NECレッドロケッツ,9,2,17,6,0,35.3,35.3,1,1,0,1,3,0,2,0,0,0,0,7,100.0,3.0,0.5,-16.7,
戸江真奈,10,久光スプリングス,18,7,0,0,0,,,0,0,0,0,0,0,0,0,39,26,3,0,,0.0,0.0,,70.5
戸部真由香,10,KUROBEアクアフェアリーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
星加輝,10,KUROBEアクアフェアリーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
曽我啓菜,10,NECレッドロケッツ,5,2,12,4,2,33.3,16.7,0,0,0,0,1,0,0,0,9,3,3,4,,2.0,0.0,0.0,50.0
有田妃奈乃,10,PFUブルーキャッツ,1,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
杉原若葉,10,KUROBEアクアフェアリーズ,11,3,1,0,0,0.0,0.0,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
杉郁香,10,トヨタ車体クインシーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村上華澄,10,PFUブルーキャッツ,6,8,29,13,3,44.8,34.5,0,0,0,0,14,0,0,5,1,1,0,13,,1.6,0.0,8.9,100.0
村永奈央,10,トヨタ車体クインシーズ,6,6,45,8,0,17.8,17.8,0,0,0,3,15,1,1,5,55,13,16,12,,1.3,0.5,13.3,38.2
東谷玲衣奈,10,デンソーエアリービーズ,20,2,15,6,1,40.0,33.3,2,0,1,1,4,0,0,1,13,6,1,7,0.0,3.0,0.5,6.2,50.0
松本亜弥華,10,トヨタ車体クインシーズ,14,3,9,3,0,33.3,33.3,0,0,0,1,5,0,0,0,1,0,0,4,,1.0,0.3,0.0,0.0
松本愛希穂,10,ヴィクトリーナ姫路,15,10,102,28,7,27.5,20.6,3,2,0,2,37,2,3,15,95,43,22,32,66.7,2.8,0.2,13.5,56.8
林琴奈,10,JTマーヴェラス,2,7,66,31,3,47.0,42.4,7,3,0,3,29,2,2,8,47,34,7,36,42.9,4.4,0.4,12.1,79.8
柳田光綺,10,NECレッドロケッツ,4,4,27,7,1,25.9,22.2,1,0,0,1,12,0,2,2,0,0,0,8,0.0,1.8,0.2,0.0,
柴田真果,10,JTマーヴェラス,5,7,0,0,0,,,0,0,0,0,10,0,0,2,0,0,0,0,,0.0,0.0,5.0,
栄絵里香,10,久光スプリングス,11,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
梅津憂理,10,KUROBEアクアフェアリーズ,13,2,4,2,1,50.0,25.0,1,1,0,0,4,0,0,3,2,1,0,2,100.0,1.0,0.0,18.8,50.0
森田茉莉,10,PFUブルーキャッツ,3,8,0,0,0,,,0,0,0,0,0,0,0,0,20,8,7,0,,0.0,0.0,,57.5
森谷史佳,10,デンソーエアリービーズ,10,3,0,0,0,,,0,0,0,0,6,1,1,1,0,0,0,1,,0.0,0.0,16.7,
椎名真子,10,埼玉上尾メディックス,14,2,9,1,0,11.1,11.1,1,0,0,0,3,0,2,0,0,0,0,1,0.0,0.5,0.0,-16.7,
楢崎慈恵,10,岡山シーガルズ,27,6,0,0,0,,,0,0,0,0,0,0,0,0,12,6,2,0,,0.0,0.0,,58.3
榊原美沙都,10,トヨタ車体クインシーズ,8,7,0,0,0,,,0,0,0,0,0,0,0,0,37,15,7,0,,0.0,0.0,,50.0
榊原菜那,10,JTマーヴェラス,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
権田寛奈,10,埼玉上尾メディックス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
横田真未,10,デンソーエアリービーズ,16,6,19,10,1,52.6,47.4,0,0,0,3,19,1,2,8,1,0,0,14,,1.7,0.5,13.2,0.0
橘井友香,10,JTマーヴェラス,4,7,36,14,2,38.9,33.3,0,0,0,1,13,3,1,3,1,1,0,18,,2.0,0.1,26.9,100.0
櫻井美樹,10,ヴィクトリーナ姫路,2,10,0,0,0,,,0,0,0,0,29,1,1,6,0,0,0,1,,0.0,0.0,7.8,
水杉玲奈,10,東レアローズ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,13,9,1,0,,0.0,0.0,,73.1
池谷優佳,10,久光スプリングス,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
津賀菜緒,10,PFUブルーキャッツ,13,8,60,18,4,30.0,23.3,7,2,1,1,14,0,4,5,0,0,0,19,28.6,2.2,0.1,1.8,
浮島杏加子,10,KUROBEアクアフェアリーズ,12,1,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,,1.0,0.0,0.0,
深萱知代,10,JTマーヴェラス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡邊彩,10,トヨタ車体クインシーズ,7,7,16,2,1,12.5,6.2,0,0,0,2,13,1,0,2,4,1,1,5,,0.3,0.3,11.5,37.5
渡邊真恵,10,岡山シーガルズ,6,7,47,15,2,31.9,27.7,3,1,0,1,23,0,2,4,10,7,1,16,33.3,2.1,0.1,2.2,75.0
澤田由佳,10,NECレッドロケッツ,10,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
濱松明日香,10,久光スプリングス,17,7,36,15,1,41.7,38.9,0,0,0,3,17,1,3,7,2,1,0,19,,2.1,0.4,11.8,50.0
瀬戸杏華,10,PFUブルーキャッツ,2,6,11,4,0,36.4,36.4,0,0,0,3,18,0,5,7,0,0,0,7,,0.7,0.5,2.8,
熊井風音,10,トヨタ車体クインシーズ,10,1,6,1,1,16.7,0.0,0,0,0,0,6,1,1,0,0,0,0,2,,1.0,0.0,12.5,
田中咲希,10,ヴィクトリーナ姫路,13,10,69,33,2,47.8,44.9,2,0,0,1,20,0,1,9,22,10,1,34,0.0,3.3,0.1,10.0,47.7
田中瑞稀,10,JTマーヴェラス,6,5,54,12,3,22.2,16.7,5,0,1,0,16,0,4,2,37,21,5,12,0.0,2.4,0.0,-3.1,63.5
田代佳奈美,10,デンソーエアリービーズ,6,6,3,3,0,100.0,100.0,0,0,0,0,27,3,2,12,0,0,0,6,,0.5,0.0,20.4,
田原愛里,10,デンソーエアリービーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田川紘美,10,埼玉上尾メディックス,20,9,1,1,0,100.0,100.0,0,0,0,0,10,0,1,4,0,0,0,1,,0.1,0.0,7.5,
白井美沙紀,10,東レアローズ,4,5,0,0,0,,,0,0,0,0,16,1,2,4,0,0,0,1,,0.0,0.0,9.4,
目黒優佳,10,JTマーヴェラス,11,6,0,0,0,,,0,0,0,0,12,1,1,2,10,9,1,1,,0.0,0.0,10.4,95.0
石井優希,10,久光スプリングス,6,7,74,32,0,43.2,43.2,6,2,0,2,24,1,0,8,32,18,3,35,33.3,4.6,0.3,12.5,60.9
石川真佑,10,東レアローズ,12,6,54,23,1,42.6,40.7,6,1,1,3,32,6,3,16,24,11,6,32,16.7,3.8,0.5,28.9,58.3
石川真奈,10,PFUブルーキャッツ,15,3,13,3,0,23.1,23.1,2,0,0,1,3,0,1,0,3,1,1,4,0.0,1.0,0.3,-8.3,50.0
稲葉早生,10,トヨタ車体クインシーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
窪田美侑,10,日立リヴァーレ,4,10,40,14,5,35.0,22.5,2,1,0,3,36,2,4,14,82,32,24,19,50.0,1.4,0.3,12.5,53.7
立石優華,10,KUROBEアクアフェアリーズ,18,9,0,0,0,,,0,0,0,0,0,0,0,0,40,19,10,0,,0.0,0.0,,60.0
籾井あき,10,JTマーヴェラス,8,7,3,2,0,66.7,66.7,0,0,0,0,18,0,2,6,0,0,0,2,,0.3,0.0,5.6,
細沼綾,10,KUROBEアクアフェアリーズ,14,9,36,12,5,33.3,19.4,0,0,0,4,23,0,0,10,6,1,3,16,,1.3,0.4,10.9,41.7
綿引菜都美,10,PFUブルーキャッツ,10,5,8,0,0,0.0,0.0,0,0,0,0,7,0,1,2,0,0,0,0,,0.0,0.0,3.6,
脇田美怜,10,ヴィクトリーナ姫路,10,1,2,0,0,0.0,0.0,0,0,0,0,1,0,1,0,3,1,1,0,,0.0,0.0,-25.0,50.0
舛田紗淑,10,KUROBEアクアフェアリーズ,9,9,116,39,4,33.6,30.2,15,9,1,2,44,4,6,13,66,30,16,45,60.0,4.3,0.2,13.1,57.6
船田芽依,10,岡山シーガルズ,22,5,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,0,,0.0,0.0,,50.0
芥川愛加,10,JTマーヴェラス,1,7,15,6,0,40.0,40.0,0,0,0,3,10,0,0,4,1,0,0,9,,0.9,0.4,10.0,0.0
花井萌里,10,ヴィクトリーナ姫路,4,10,0,0,0,,,0,0,0,0,0,0,0,0,39,17,8,0,,0.0,0.0,,53.8
芳賀舞波,10,日立リヴァーレ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
荒木彩花,10,久光スプリングス,20,3,7,0,0,0.0,0.0,0,0,0,0,6,0,1,2,2,0,1,0,,0.0,0.0,4.2,25.0
荒木絵里香,10,トヨタ車体クインシーズ,11,8,39,16,1,41.0,38.5,0,0,0,9,30,5,1,9,0,0,0,30,,2.0,1.1,23.3,
荒谷栞,10,ヴィクトリーナ姫路,11,9,30,11,1,36.7,33.3,0,0,0,4,31,0,1,8,0,0,0,15,,1.2,0.4,5.6,
藪田美穂子,10,トヨタ車体クインシーズ,17,8,76,26,7,34.2,25.0,7,2,3,2,30,0,1,9,44,16,10,28,28.6,3.2,0.2,6.7,47.7
西川有喜,10,JTマーヴェラス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西村弥菜美,10,岡山シーガルズ,10,3,4,0,0,0.0,0.0,0,0,0,0,4,0,0,1,7,2,3,0,,0.0,0.0,6.2,50.0
貞包里穂,10,ヴィクトリーナ姫路,1,6,67,20,3,29.9,25.4,2,1,0,3,19,0,0,5,21,5,4,23,50.0,3.3,0.5,6.6,33.3
辻彩乃,10,トヨタ車体クインシーズ,9,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
野中瑠衣,10,日立リヴァーレ,19,8,0,0,0,,,0,0,0,0,14,1,0,7,0,0,0,1,,0.0,0.0,19.6,
野呂加南子,10,東レアローズ,13,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
野嶋華澄,10,NECレッドロケッツ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野本梨佳,10,久光スプリングス,8,4,44,12,0,27.3,27.3,1,1,0,2,12,0,0,5,28,14,2,14,100.0,3.0,0.5,10.4,53.6
金杉由香,10,ヴィクトリーナ姫路,6,5,54,16,5,29.6,20.4,4,1,1,1,17,0,2,6,13,1,3,17,25.0,3.2,0.2,5.9,19.2
金田修佳,10,岡山シーガルズ,18,7,76,32,0,42.1,42.1,0,0,0,2,23,0,0,2,48,25,5,34,,4.6,0.3,2.2,57.3
鍋谷友理枝,10,デンソーエアリービーズ,15,5,26,7,2,26.9,19.2,2,1,1,2,12,0,2,5,19,11,1,9,50.0,1.4,0.4,6.2,60.5
長内美和子,10,日立リヴァーレ,13,9,72,30,7,41.7,31.9,4,0,0,0,27,1,7,7,45,19,13,31,0.0,3.3,0.0,3.7,56.7
長岡望悠,10,久光スプリングス,1,3,19,8,3,42.1,26.3,2,1,1,0,6,0,1,2,0,0,0,8,50.0,2.7,0.0,4.2,
長瀬そら,10,岡山シーガルズ,26,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
長野有紗,10,ヴィクトリーナ姫路,5,6,16,3,1,18.8,12.5,0,0,0,1,15,0,1,7,0,0,0,4,,0.5,0.2,10.0,
間橋香織,10,KUROBEアクアフェアリーズ,3,9,69,30,2,43.5,40.6,0,0,0,7,24,0,3,7,43,18,15,37,,3.3,0.8,4.2,59.3
関菜々巳,10,東レアローズ,10,6,2,2,0,100.0,100.0,0,0,0,0,13,1,2,6,0,0,0,3,,0.3,0.0,15.4,
雑賀恵斗,10,日立リヴァーレ,21,8,8,2,0,25.0,25.0,0,0,0,0,19,0,2,6,1,0,0,2,,0.2,0.0,5.3,0.0
青柳京古,10,埼玉上尾メディックス,11,9,56,15,2,26.8,23.2,0,0,0,1,30,2,1,6,2,0,1,18,,1.7,0.1,10.8,25.0
馬場ゆりか,10,KUROBEアクアフェアリーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高相みな実,10,PFUブルーキャッツ,8,7,69,24,1,34.8,33.3,4,1,1,2,15,0,4,1,43,17,4,26,25.0,3.4,0.3,-5.0,44.2
高野由里加,10,岡山シーガルズ,21,5,11,2,0,18.2,18.2,0,0,0,0,12,0,0,3,0,0,0,2,,0.4,0.0,6.2,
鴫原ひなた,10,トヨタ車体クインシーズ,1,3,22,8,1,36.4,31.8,0,0,0,1,3,0,0,2,5,3,1,9,,2.7,0.3,16.7,70.0
黒後愛,10,東レアローズ,9,6,51,21,2,41.2,37.3,8,2,2,4,11,0,2,5,33,13,8,25,25.0,3.5,0.7,6.8,51.5
齋藤加奈子,10,日立リヴァーレ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
