名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
内藤和也,堺ブレイザーズ,5,11,0,0,0,,,0,0,0,0,12,0,3,5,0,0,0,0,,0.0,0.0,4.2,
冨士田裕大,サントリーサンバーズ,10,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
出耒田敬,堺ブレイザーズ,7,19,60,33,1,55.0,53.3,0,0,0,12,59,0,11,19,0,0,0,45,,1.74,0.63,3.4,
前田一誠,豊田合成トレフェルサ,5,6,1,0,0,0.0,0.0,0,0,0,1,16,0,0,3,1,1,0,1,,0.0,0.17,4.7,100.0
千々木駿介,堺ブレイザーズ,10,19,138,61,10,44.2,37.0,39,22,3,3,76,3,9,30,107,61,0,67,56.4,3.21,0.16,10.9,57.0
古田史郎,ジェイテクトSTINGS,1,12,12,2,1,16.7,8.3,2,0,0,4,2,0,0,1,8,5,0,6,0.0,0.17,0.33,12.5,62.5
古賀太一郎,豊田合成トレフェルサ,19,9,0,0,0,,,0,0,0,0,0,0,0,0,18,13,0,0,,0.0,0.0,,72.2
古賀幸一郎,豊田合成トレフェルサ,10,21,0,0,0,,,0,0,0,0,0,0,0,0,118,87,0,0,,0.0,0.0,,73.7
吉岡光大,JTサンダーズ,5,1,10,4,0,40.0,40.0,0,0,0,0,3,0,0,1,2,0,0,4,,4.0,0.0,8.3,0.0
吉村康佑,パナソニックパンサーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
唐川大志,JTサンダーズ,15,6,0,0,0,,,0,0,0,0,0,0,0,0,19,9,0,0,,0.0,0.0,,47.4
坂梨朋彦,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎祐平,JTサンダーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塩田達也,サントリーサンバーズ,12,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大竹貴久,パナソニックパンサーズ,16,10,0,0,0,,,0,0,0,4,27,0,2,6,1,1,0,4,,0.0,0.4,3.7,100.0
安井勇誠,JTサンダーズ,11,8,38,14,6,36.8,21.1,17,4,4,0,20,1,3,11,0,0,0,15,23.5,1.75,0.0,15.0,
安永拓弥,JTサンダーズ,1,10,19,7,0,36.8,36.8,0,0,0,7,22,0,7,2,0,0,0,14,,0.7,0.7,-5.7,
専田和也,パナソニックパンサーズ,12,8,0,0,0,,,0,0,0,0,11,1,3,4,0,0,0,1,,0.0,0.0,11.4,
小澤翔,JTサンダーズ,10,14,71,28,3,39.4,35.2,0,0,0,5,50,0,8,16,90,47,0,33,,2.0,0.36,4.0,52.2
山村宏太,サントリーサンバーズ,1,17,36,17,2,47.2,41.7,0,0,0,19,53,0,0,17,2,0,0,36,,1.0,1.12,8.0,0.0
山添信也,パナソニックパンサーズ,3,21,48,23,1,47.9,45.8,0,0,0,11,57,0,10,8,2,1,0,34,,1.1,0.52,-0.9,50.0
山田脩造,豊田合成トレフェルサ,1,9,21,10,0,47.6,47.6,1,1,0,1,10,1,6,1,12,6,0,12,100.0,1.11,0.11,-2.5,50.0
山近哲,豊田合成トレフェルサ,2,7,8,6,0,75.0,75.0,0,0,0,1,11,0,3,3,0,0,0,7,,0.86,0.14,0.0,
岡本祥吾,サントリーサンバーズ,6,6,0,0,0,,,0,0,0,2,10,0,2,1,2,0,0,2,,0.0,0.33,-2.5,0.0
岡本秀明,豊田合成トレフェルサ,13,9,12,7,0,58.3,58.3,0,0,0,1,19,0,3,5,37,26,0,8,,0.78,0.11,2.6,70.3
幡司一貴,豊田合成トレフェルサ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村泰輔,堺ブレイザーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本間隆太,ジェイテクトSTINGS,9,23,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
松原広輔,ジェイテクトSTINGS,10,20,0,0,0,,,0,0,0,0,31,3,5,13,0,0,0,3,,0.0,0.0,16.1,
松岡祐太,堺ブレイザーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎廣光,サントリーサンバーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎良輔,ジェイテクトSTINGS,8,21,30,12,2,40.0,33.3,0,0,0,6,27,1,2,8,0,0,0,19,,0.57,0.29,9.3,
松本慶彦,堺ブレイザーズ,1,19,74,44,4,59.5,54.1,0,0,0,18,60,1,10,22,1,1,0,63,,2.32,0.95,6.7,100.0
枩田優介,パナソニックパンサーズ,13,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
柳田将洋,サントリーサンバーズ,13,2,2,2,0,100.0,100.0,0,0,0,0,1,0,1,0,0,0,0,2,,1.0,0.0,-25.0,
柴小屋康行,サントリーサンバーズ,5,3,10,4,1,40.0,30.0,1,0,0,0,4,0,1,1,2,2,0,4,0.0,1.33,0.0,0.0,100.0
栗山雅史,サントリーサンバーズ,19,16,83,42,7,50.6,42.2,19,11,4,6,69,2,14,23,48,22,0,50,57.9,2.62,0.38,6.2,45.8
椿山竜介,サントリーサンバーズ,14,5,19,9,2,47.4,36.8,9,5,2,2,3,0,1,1,0,0,0,11,55.6,1.8,0.4,0.0,
横田一義,堺ブレイザーズ,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
橋本大智,サントリーサンバーズ,4,4,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
永野健,パナソニックパンサーズ,17,21,0,0,0,,,0,0,0,0,0,0,0,0,135,90,0,0,,0.0,0.0,,66.7
池田政之,パナソニックパンサーズ,11,7,9,7,1,77.8,66.7,7,5,1,1,5,0,0,1,0,0,0,8,71.4,1.0,0.14,5.0,
浅野博亮,ジェイテクトSTINGS,14,20,145,79,4,54.5,51.7,34,20,0,8,70,0,11,23,113,69,0,87,58.8,3.95,0.4,4.3,61.1
深津旭弘,JTサンダーズ,17,16,2,0,0,0.0,0.0,0,0,0,5,47,0,1,19,2,0,0,5,,0.0,0.31,9.6,0.0
深津英臣,パナソニックパンサーズ,2,13,3,1,0,33.3,33.3,0,0,0,4,46,1,1,19,0,0,0,6,,0.08,0.31,12.0,
清水邦広,パナソニックパンサーズ,1,20,186,81,17,43.5,34.4,87,38,6,11,73,3,12,24,0,0,0,95,43.7,4.05,0.55,8.2,
渡辺奏吾,パナソニックパンサーズ,5,14,58,22,6,37.9,27.6,8,4,2,0,42,1,12,11,37,12,0,23,50.0,1.57,0.0,1.8,32.4
田城貴之,パナソニックパンサーズ,14,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
町野仁志,JTサンダーズ,2,15,36,23,2,63.9,58.3,0,0,0,12,61,0,0,15,2,1,0,35,,1.53,0.8,6.1,50.0
白岩直也,豊田合成トレフェルサ,7,20,37,16,2,43.2,37.8,0,0,0,1,73,2,15,22,145,81,0,19,,0.8,0.05,5.1,55.9
白澤健児,パナソニックパンサーズ,6,21,45,22,0,48.9,48.9,0,0,0,16,66,1,5,19,3,3,0,39,,1.05,0.76,6.8,100.0
石島雄介,堺ブレイザーズ,3,19,86,41,1,47.7,46.5,11,5,0,10,63,1,15,7,133,78,0,52,45.5,2.16,0.53,-1.6,58.6
福澤達哉,パナソニックパンサーズ,15,21,183,84,9,45.9,41.0,40,26,1,9,81,1,21,22,181,109,0,94,65.0,4.0,0.43,1.5,60.2
筧本翔昂,JTサンダーズ,20,13,17,8,0,47.1,47.1,0,0,0,5,65,2,2,22,1,0,0,15,,0.62,0.38,10.8,0.0
米山達也,サントリーサンバーズ,20,16,0,0,0,,,0,0,0,0,24,0,3,11,2,1,0,0,,0.0,0.0,8.3,50.0
細中久里寿,豊田合成トレフェルサ,21,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
興梠亮,ジェイテクトSTINGS,12,23,0,0,0,,,0,0,0,0,0,0,0,0,138,96,0,0,,0.0,0.0,,69.6
若山智昭,ジェイテクトSTINGS,15,2,4,3,0,75.0,75.0,1,1,0,0,1,0,0,0,0,0,0,3,100.0,1.5,0.0,0.0,
袴谷亮介,ジェイテクトSTINGS,11,2,6,3,0,50.0,50.0,0,0,0,1,6,0,3,3,0,0,0,4,,1.5,0.5,0.0,
角田辰徳,ジェイテクトSTINGS,18,7,14,6,0,42.9,42.9,3,2,0,1,12,0,1,4,12,6,0,7,66.7,0.86,0.14,6.2,50.0
谷村孝,パナソニックパンサーズ,18,2,0,0,0,,,0,0,0,0,1,0,1,0,2,0,0,0,,0.0,0.0,-25.0,0.0
越川優,JTサンダーズ,7,17,143,64,11,44.8,37.1,26,14,3,9,71,7,18,29,88,47,0,80,53.8,3.76,0.53,13.7,53.4
辰巳正敏,ジェイテクトSTINGS,17,13,27,14,0,51.9,51.9,0,0,0,2,43,0,8,10,0,0,0,16,,1.08,0.15,1.2,
近裕崇,豊田合成トレフェルサ,6,18,63,37,3,58.7,54.0,0,0,0,14,67,1,4,20,2,2,0,52,,2.06,0.78,7.5,100.0
酒井大祐,JTサンダーズ,3,15,0,0,0,,,0,0,0,0,0,0,0,0,85,59,0,0,,0.0,0.0,,69.4
重村健太,豊田合成トレフェルサ,3,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
金丸晃大,ジェイテクトSTINGS,2,23,32,11,2,34.4,28.1,1,0,0,11,71,1,4,25,1,1,0,23,0.0,0.48,0.48,8.8,100.0
金子隆行,サントリーサンバーズ,8,17,46,18,1,39.1,37.0,0,0,0,3,68,1,4,18,107,59,0,22,,1.06,0.18,6.6,55.1
鈴木寛史,サントリーサンバーズ,2,17,35,22,1,62.9,60.0,0,0,0,6,57,0,2,17,0,0,0,28,,1.29,0.35,6.6,
阿部裕太,サントリーサンバーズ,9,14,2,0,1,0.0,-50.0,0,0,0,10,40,0,4,6,0,0,0,10,,0.0,0.71,1.2,
高松卓矢,豊田合成トレフェルサ,12,21,106,39,4,36.8,33.0,9,1,0,4,71,2,10,26,40,20,0,45,11.1,1.86,0.19,8.5,50.0
高橋和人,ジェイテクトSTINGS,7,23,95,44,7,46.3,38.9,9,4,1,4,69,5,17,22,152,96,0,53,44.4,1.91,0.17,9.1,63.2
高橋慎治,ジェイテクトSTINGS,6,23,4,2,0,50.0,50.0,0,0,0,1,80,0,6,23,0,0,0,3,,0.09,0.04,5.3,
鶴田大樹,サントリーサンバーズ,11,17,0,0,0,,,0,0,0,0,0,0,0,0,138,97,0,0,,0.0,0.0,,70.3
黒澤雄介,豊田合成トレフェルサ,16,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
