名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率
吉安遥,大野石油広島オイラーズ,8,65,557,215,37,38.6,32.0,2,0,0,26,229,1,9,80,305,207,0,0.0,3.3,0.4,8.2
吉川ひかる,KUROBEアクアフェアリーズ,13,42,11,5,1,45.5,36.4,0,0,0,2,52,4,9,17,2,1,0,,0.1,0.0,11.5
吉本梓穂,大野石油広島オイラーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
和多桃子,フォレストリーヴズ熊本,13,57,13,1,0,7.7,7.7,0,0,0,0,151,5,7,47,3,1,0,,0.0,0.0,9.9
和才奈々美,KUROBEアクアフェアリーズ,3,70,874,304,71,34.8,26.7,50,7,7,15,306,12,13,112,291,208,0,14.0,4.3,0.2,12.0
坂下麻衣子,PFUブルーキャッツ,10,27,140,44,6,31.4,27.1,12,4,0,6,45,4,1,12,0,0,0,33.3,1.6,0.2,15.0
塚本尚子,JAぎふリオレーナ,13,65,0,0,0,,,0,0,0,0,0,0,0,0,272,195,0,,0.0,0.0,
大内世莉香,仙台ベルフィーユ,13,66,0,0,0,,,0,0,0,0,0,0,0,0,309,184,0,,0.0,0.0,
大楠鼓雪,大野石油広島オイラーズ,5,65,342,126,19,36.8,31.3,2,2,0,45,251,12,13,80,14,7,0,100.0,1.9,0.7,11.5
大橋亜美,トヨタ自動車ヴァルキューレ,11,30,56,11,3,19.6,14.3,0,0,0,0,49,1,6,17,89,50,0,,0.4,0.0,7.7
大盛梢,KUROBEアクアフェアリーズ,14,20,9,1,1,11.1,0.0,1,0,0,2,20,1,1,7,0,0,0,0.0,0.0,0.1,12.5
大西悠加,JAぎふリオレーナ,11,66,853,319,40,37.4,32.7,62,17,7,8,180,2,7,40,163,95,0,27.4,4.8,0.1,5.7
太田あかり,KUROBEアクアフェアリーズ,12,43,443,139,17,31.4,27.5,46,11,4,10,100,2,7,32,8,3,0,23.9,3.2,0.2,8.2
奥村麻依,JTマーヴェラス,3,60,297,168,11,56.6,52.9,1,0,0,62,186,5,16,35,10,7,0,0.0,2.8,1.0,5.2
安藤典莉子,JTマーヴェラス,12,10,20,9,1,45.0,40.0,0,0,0,2,12,2,1,5,3,2,0,,0.9,0.2,25.0
定別當彩,柏エンゼルクロス,10,51,0,0,0,,,0,0,0,0,8,0,1,2,230,160,0,,0.0,0.0,3.1
宮城奈菜子,KUROBEアクアフェアリーズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
寺井有美,JTマーヴェラス,18,5,10,6,1,60.0,50.0,0,0,0,1,9,1,1,2,0,0,0,,1.2,0.2,13.9
小寺まどか,GSS東京サンビームズ,7,22,0,0,0,,,0,0,0,0,0,0,0,0,35,19,0,,0.0,0.0,
小川晴菜,GSS東京サンビームズ,2,18,7,0,1,0.0,-14.3,0,0,0,1,19,0,1,6,6,4,0,,0.0,0.1,6.6
小川杏奈,JTマーヴェラス,19,1,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0
小清水茉弥,柏エンゼルクロス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
山下真理,GSS東京サンビームズ,21,50,486,138,39,28.4,20.4,20,4,3,2,143,8,4,53,334,197,0,20.0,2.8,0.0,14.2
山口いよな,フォレストリーヴズ熊本,6,65,488,170,19,34.8,30.9,1,1,0,7,188,6,4,50,276,134,0,100.0,2.6,0.1,9.3
山口弥緒,GSS東京サンビームズ,10,52,349,111,22,31.8,25.5,4,1,0,9,120,4,3,40,206,107,0,25.0,2.1,0.2,11.0
山形美沙紀,フォレストリーヴズ熊本,2,56,215,45,12,20.9,15.3,0,0,0,2,104,2,5,25,312,188,0,,0.8,0.0,6.7
山本裕香,JAぎふリオレーナ,5,2,0,0,0,,,0,0,0,0,4,0,2,0,0,0,0,,0.0,0.0,-12.5
岡部彩花,JAぎふリオレーナ,8,59,692,218,30,31.5,27.2,52,11,6,21,283,7,6,98,265,154,0,21.2,3.7,0.4,10.6
岩島みなみ,GSS東京サンビームズ,11,8,0,0,0,,,0,0,0,0,14,0,1,8,0,0,0,,0.0,0.0,12.5
川上真央,PFUブルーキャッツ,1,55,586,197,28,33.6,28.8,106,30,7,14,167,1,9,57,7,5,0,28.3,3.6,0.3,7.8
川口美久,フォレストリーヴズ熊本,3,64,692,225,32,32.5,27.9,11,1,2,21,184,4,15,61,51,20,0,9.1,3.5,0.3,8.4
川尻彩香,仙台ベルフィーユ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
平山璃紗,フォレストリーヴズ熊本,12,2,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.5,
平岩沙紀,GSS東京サンビームズ,4,63,0,0,0,,,0,0,0,0,0,0,0,0,355,238,0,,0.0,0.0,
平川実愛,大野石油広島オイラーズ,2,65,561,179,18,31.9,28.7,2,1,0,5,175,1,13,61,315,157,0,50.0,2.8,0.1,7.4
平谷里奈,KUROBEアクアフェアリーズ,11,3,3,0,1,0.0,-33.3,1,0,0,0,4,1,0,1,3,3,0,0.0,0.0,0.0,31.2
座安好香,柏エンゼルクロス,3,44,0,0,0,,,0,0,0,0,31,0,4,6,170,112,0,,0.0,0.0,1.6
廣瀬彩乃,JAぎふリオレーナ,12,67,412,162,13,39.3,36.2,0,0,0,40,248,3,25,87,8,2,0,,2.4,0.6,7.5
廣田唯,トヨタ自動車ヴァルキューレ,9,60,243,60,14,24.7,18.9,0,0,0,5,216,12,28,93,14,5,0,,1.0,0.1,13.1
彌永衣利,PFUブルーキャッツ,7,59,391,116,23,29.7,23.8,0,0,0,21,235,8,23,87,394,261,0,,2.0,0.4,10.2
後藤真利,トヨタ自動車ヴァルキューレ,7,26,0,0,0,,,0,0,0,0,35,0,6,7,0,0,0,,0.0,0.0,0.7
戸本奈那,JAぎふリオレーナ,16,44,186,46,8,24.7,20.4,4,1,0,2,52,2,6,12,10,6,0,25.0,1.0,0.0,6.7
押川未幸,大野石油広島オイラーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
押川真保,大野石油広島オイラーズ,7,65,236,82,13,34.7,29.2,2,1,0,40,116,0,20,29,4,3,0,50.0,1.3,0.6,1.9
斉藤千佳,フォレストリーヴズ熊本,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
新井祐喜子,PFUブルーキャッツ,18,55,0,0,0,,,0,0,0,0,0,0,0,0,251,157,0,,0.0,0.0,
札場多恵,PFUブルーキャッツ,5,15,0,0,0,,,0,0,0,0,23,0,2,8,0,0,0,,0.0,0.0,6.5
松尾妃七菜,トヨタ自動車ヴァルキューレ,8,63,104,36,3,34.6,31.7,0,0,0,4,226,0,2,66,14,4,0,,0.6,0.1,7.1
松本晴香,大野石油広島オイラーズ,9,65,871,289,41,33.2,28.5,95,31,5,19,277,15,28,73,1,0,0,32.6,4.4,0.3,9.5
松浦寛子,PFUブルーキャッツ,9,59,43,16,2,37.2,32.6,3,1,0,33,256,11,19,92,7,3,0,33.3,0.3,0.6,11.4
松浦未波,KUROBEアクアフェアリーズ,8,70,21,10,0,47.6,47.6,0,0,0,4,261,4,11,96,1,0,0,,0.1,0.1,9.7
板谷美優,大野石油広島オイラーズ,11,15,0,0,0,,,0,0,0,0,1,0,0,0,13,7,0,,0.0,0.0,0.0
柴田由夏,GSS東京サンビームズ,20,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0.0,0.0,
栗田琴恵,PFUブルーキャッツ,3,13,0,0,0,,,0,0,0,0,17,0,2,5,0,0,0,,0.0,0.0,4.4
梅木瞳,トヨタ自動車ヴァルキューレ,16,19,86,27,9,31.4,20.9,0,0,0,2,47,2,3,12,0,0,0,,1.4,0.1,9.0
樋口沙樹,JAぎふリオレーナ,17,62,18,4,3,22.2,5.6,1,0,0,0,25,0,1,8,63,38,0,0.0,0.1,0.0,7.0
横江千秋,JTマーヴェラス,13,18,0,0,0,,,0,0,0,0,18,1,5,3,18,12,0,,0.0,0.0,2.8
横田千里,JTマーヴェラス,15,15,1,0,0,0.0,0.0,0,0,0,1,21,1,6,7,0,0,0,,0.0,0.1,6.0
橋田紗綾,フォレストリーヴズ熊本,7,64,526,172,32,32.7,26.6,1,0,0,11,203,5,4,73,524,351,0,0.0,2.7,0.2,11.0
櫻井樹里,仙台ベルフィーユ,4,66,279,124,8,44.4,41.6,0,0,0,38,203,7,13,52,469,253,0,,1.9,0.6,8.3
正里菜,JAぎふリオレーナ,7,67,46,25,1,54.3,52.2,0,0,0,8,262,3,8,70,2,0,0,,0.4,0.1,7.1
武次稜佳,フォレストリーヴズ熊本,14,12,0,0,0,,,0,0,0,0,15,0,0,7,16,11,0,,0.0,0.0,11.7
永溝友美子,フォレストリーヴズ熊本,11,47,3,1,0,33.3,33.3,1,0,0,0,107,3,4,37,2,0,0,0.0,0.0,0.0,10.5
江森圭美,柏エンゼルクロス,7,69,332,105,14,31.6,27.4,6,2,1,7,173,9,10,47,305,184,0,33.3,1.5,0.1,10.5
河野舞,柏エンゼルクロス,8,40,325,91,23,28.0,20.9,38,9,5,5,85,2,6,22,21,8,0,23.7,2.3,0.1,7.1
浅野愛美,トヨタ自動車ヴァルキューレ,10,63,0,0,0,,,0,0,0,0,0,0,0,0,357,223,0,,0.0,0.0,
浅野美波,トヨタ自動車ヴァルキューレ,18,13,33,7,2,21.2,15.2,0,0,0,4,29,0,2,6,40,23,0,,0.5,0.3,3.4
清水まどか,PFUブルーキャッツ,14,9,0,0,0,,,0,0,0,0,14,0,0,2,0,0,0,,0.0,0.0,3.6
清水玲衣,柏エンゼルクロス,13,53,421,140,20,33.3,28.5,34,11,4,17,186,8,12,65,124,69,0,32.4,2.6,0.3,11.4
清水理央,PFUブルーキャッツ,19,26,8,2,0,25.0,25.0,0,0,0,1,43,2,0,15,2,1,0,,0.1,0.0,13.4
渡邉和香里,仙台ベルフィーユ,7,42,3,1,1,33.3,0.0,0,0,0,1,10,0,0,6,84,39,0,,0.0,0.0,15.0
渡邉愛以,仙台ベルフィーユ,14,53,286,94,12,32.9,28.7,0,0,0,18,198,4,14,56,7,5,0,,1.8,0.3,7.3
渡邊彩,仙台ベルフィーユ,11,66,419,193,23,46.1,40.6,1,0,0,31,208,8,7,89,2,1,0,0.0,2.9,0.5,13.7
渡邊沙織,仙台ベルフィーユ,12,30,64,16,6,25.0,15.6,1,1,0,2,22,0,1,9,106,55,0,100.0,0.5,0.1,9.1
渡邊美菜,柏エンゼルクロス,5,70,488,172,46,35.2,25.8,1,0,0,42,175,5,11,59,4,2,0,0.0,2.5,0.6,9.7
田中瑞稀,JTマーヴェラス,21,58,482,204,23,42.3,37.6,60,17,4,11,189,11,25,52,264,126,0,28.3,3.5,0.2,9.4
田中美咲,JTマーヴェラス,17,59,29,15,1,51.7,48.3,0,0,0,11,170,7,25,61,2,0,0,,0.3,0.2,9.4
田井琴美,大野石油広島オイラーズ,4,65,368,115,24,31.2,24.7,0,0,0,5,275,9,18,106,167,99,0,,1.8,0.1,11.3
田代麻樹,JAぎふリオレーナ,1,41,134,39,5,29.1,25.4,0,0,0,14,139,4,4,44,5,4,0,,1.0,0.3,10.1
田口綾菜,トヨタ自動車ヴァルキューレ,3,49,477,136,31,28.5,22.0,1,0,0,8,163,6,9,49,134,78,0,0.0,2.8,0.2,9.8
田崎愛果,仙台ベルフィーユ,10,35,0,0,0,,,0,0,0,0,0,0,0,0,93,64,0,,0.0,0.0,
田村真希,柏エンゼルクロス,1,24,0,0,0,,,0,0,0,0,35,0,1,11,0,0,0,,0.0,0.0,7.1
百瀬彩夏,GSS東京サンビームズ,12,63,397,149,24,37.5,31.5,2,0,0,18,136,2,4,43,3,1,0,0.0,2.4,0.3,8.6
矢城あさみ,フォレストリーヴズ熊本,10,67,523,212,20,40.5,36.7,1,1,0,45,210,5,15,71,4,2,0,100.0,3.2,0.7,9.0
矢山美沙,大野石油広島オイラーズ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
矢野美子,PFUブルーキャッツ,11,59,179,69,9,38.5,33.5,0,0,0,51,182,5,15,73,2,1,0,,1.2,0.9,10.7
石川綾菜,柏エンゼルクロス,4,38,289,100,24,34.6,26.3,49,13,10,9,100,5,11,37,64,29,0,26.5,2.6,0.2,11.5
神田さくら,PFUブルーキャッツ,13,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7
福島里奈,フォレストリーヴズ熊本,17,33,33,5,2,15.2,9.1,0,0,0,10,29,1,4,12,0,0,0,,0.2,0.3,10.3
福田みつ子,フォレストリーヴズ熊本,4,50,369,129,4,35.0,33.9,1,0,0,23,224,8,7,75,3,3,0,0.0,2.6,0.5,11.2
福田有里,大野石油広島オイラーズ,3,65,0,0,0,,,0,0,0,0,0,0,0,0,225,129,0,,0.0,0.0,
秋満由紀子,GSS東京サンビームズ,9,59,683,206,43,30.2,23.9,34,8,5,9,201,5,13,61,37,16,0,23.5,3.5,0.2,8.5
竹内碧,トヨタ自動車ヴァルキューレ,13,44,0,0,0,,,0,0,0,0,46,3,2,14,0,0,0,,0.0,0.0,13.0
竹本由美,柏エンゼルクロス,2,71,61,22,1,36.1,34.4,0,0,0,4,221,1,6,71,1,0,0,,0.3,0.1,7.8
笹山みなみ,仙台ベルフィーユ,9,40,7,2,0,28.6,28.6,0,0,0,0,99,3,8,32,5,3,0,,0.0,0.0,9.1
篠木梨奈,GSS東京サンビームズ,5,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0
臼井千景,JTマーヴェラス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
色摩知巳,KUROBEアクアフェアリーズ,5,58,569,177,27,31.1,26.4,29,3,3,7,149,3,3,46,166,96,0,10.3,3.1,0.1,9.2
芥川愛加,JTマーヴェラス,1,59,242,128,11,52.9,48.3,0,0,0,37,273,21,32,110,3,2,0,,2.2,0.6,14.8
芳賀小梨絵,仙台ベルフィーユ,3,49,30,11,0,36.7,36.7,0,0,0,3,157,7,9,58,4,2,0,,0.2,0.1,12.3
草野静奈,GSS東京サンビームズ,18,19,0,0,0,,,0,0,0,0,31,3,2,11,0,0,0,,0.0,0.0,16.9
荻原舞,GSS東京サンビームズ,13,9,44,7,3,15.9,9.1,1,0,0,3,9,0,1,2,6,2,0,0.0,0.8,0.3,2.8
荻野雅子,仙台ベルフィーユ,6,10,2,0,0,0.0,0.0,0,0,0,0,12,0,3,3,4,1,0,,0.0,0.0,0.0
菅野菜緒美,KUROBEアクアフェアリーズ,10,65,337,92,12,27.3,23.7,17,0,1,26,219,9,20,53,290,167,0,0.0,1.4,0.4,7.9
菊地めぐみ,GSS東京サンビームズ,16,34,112,29,4,25.9,22.3,0,0,0,4,102,0,6,48,2,2,0,,0.9,0.1,10.3
見崎真琴,GSS東京サンビームズ,14,5,6,0,1,0.0,-16.7,0,0,0,0,8,1,2,2,0,0,0,,0.0,0.0,12.5
豊田みづき,GSS東京サンビームズ,3,1,2,1,1,50.0,0.0,0,0,0,0,3,0,0,2,3,0,0,,1.0,0.0,16.7
酢田眞実,フォレストリーヴズ熊本,9,14,85,32,5,37.6,31.8,2,1,0,8,43,1,1,12,0,0,0,50.0,2.3,0.6,8.7
重松史乃,GSS東京サンビームズ,1,63,53,20,4,37.7,30.2,0,0,0,2,249,3,14,94,3,0,0,,0.3,0.0,9.2
野末夏子,トヨタ自動車ヴァルキューレ,1,57,487,133,35,27.3,20.1,0,0,0,9,170,2,9,68,463,310,0,,2.3,0.2,9.9
金杉由香,JTマーヴェラス,20,33,173,62,16,35.8,26.6,10,2,2,2,70,4,12,19,100,51,0,20.0,1.9,0.1,8.2
鈴木亜矢子,GSS東京サンビームズ,15,25,103,27,5,26.2,21.4,5,1,1,2,60,1,4,16,8,2,0,20.0,1.1,0.1,6.7
鈴木悠佳子,柏エンゼルクロス,16,71,586,209,31,35.7,30.4,2,1,0,35,250,6,10,97,520,312,0,50.0,2.9,0.5,11.1
鎌田奈央美,JAぎふリオレーナ,3,8,43,11,0,25.6,25.6,1,0,0,0,18,0,2,7,0,0,0,0.0,1.4,0.0,6.9
長岡藍,GSS東京サンビームズ,6,58,477,139,36,29.1,21.6,52,10,12,14,146,6,17,56,139,66,0,19.2,2.4,0.2,10.8
雨堤みなみ,仙台ベルフィーユ,2,65,702,213,25,30.3,26.8,5,1,0,18,199,3,18,87,279,116,0,20.0,3.3,0.3,10.2
馬場ゆりか,大野石油広島オイラーズ,10,64,0,0,0,,,0,0,0,0,77,2,5,26,244,171,0,,0.0,0.0,9.4
馬渡晴菜,大野石油広島オイラーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
駒井士峰,KUROBEアクアフェアリーズ,7,70,0,0,0,,,0,0,0,0,0,0,0,0,555,425,0,,0.0,0.0,
高本佳澄,大野石油広島オイラーズ,12,10,12,7,1,58.3,50.0,0,0,0,0,0,0,0,0,4,0,0,,0.7,0.0,
高桑冬華,大野石油広島オイラーズ,13,51,0,0,0,,,0,0,0,0,90,4,13,28,0,0,0,,0.0,0.0,8.6
高桑裕恵,柏エンゼルクロス,9,47,204,86,14,42.2,35.3,0,0,0,28,132,0,7,33,7,6,0,,1.8,0.6,4.9
高橋千晶,PFUブルーキャッツ,17,10,0,0,0,,,0,0,0,0,1,0,0,0,37,21,0,,0.0,0.0,0.0
高橋昌美,JTマーヴェラス,2,20,66,23,4,34.8,28.8,8,1,2,1,52,1,4,19,88,54,0,12.5,1.2,0.0,9.1
高橋那依,トヨタ自動車ヴァルキューレ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
鶴ヶ崎佳寿葉,柏エンゼルクロス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
黒木麻衣,柏エンゼルクロス,6,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,,0.0,0.0,-6.2
