名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
濱口華菜里,03,東レアローズ,7,20,0,0,0,,,0,0,0,0,0,0,0,0,80,51,0,0,,0.0,0.0,,63.8
濱口華菜里,12,東レアローズ,7,22,0,0,0,,,0,0,0,0,0,0,0,0,112,72,0,0,,0.0,0.0,,64.3
片下恭子,01,デンソーエアリービーズ,16,25,0,0,0,,,0,0,0,0,18,0,4,5,76,60,0,0,,0.0,0.0,1.4,78.9
片下恭子,02,デンソーエアリービーズ,16,26,0,0,0,,,0,0,0,0,16,1,2,8,93,68,0,1,,0.0,0.0,15.6,73.1
片下恭子,03,デンソーエアリービーズ,16,15,0,0,0,,,0,0,0,0,15,1,1,9,34,21,0,1,,0.0,0.0,20.0,61.8
片下恭子,12,デンソーエアリービーズ,16,19,0,0,0,,,0,0,0,0,22,0,1,7,72,44,0,0,,0.0,0.0,6.8,61.1
狩野美雪,01,久光製薬スプリングス,7,28,213,75,13,35.2,29.1,4,1,0,12,95,2,4,37,195,145,0,89,25.0,2.7,0.4,10.8,74.4
狩野美雪,02,久光製薬スプリングス,7,31,242,89,16,36.8,30.2,8,2,0,8,133,6,7,41,236,185,0,103,25.0,2.9,0.3,10.9,78.4
狩野美雪,03,久光製薬スプリングス,7,16,118,41,5,34.7,30.5,2,0,0,3,58,1,2,12,116,78,0,45,0.0,2.6,0.2,6.0,67.2
狩野美雪,12,久光製薬スプリングス,7,27,172,70,9,40.7,35.5,5,0,1,10,115,3,7,44,225,155,0,83,0.0,2.6,0.4,10.7,68.9
狩野舞子,01,久光製薬スプリングス,20,16,15,5,1,33.3,26.7,1,0,0,0,46,4,5,18,16,14,0,9,0.0,0.3,0.0,15.8,87.5
狩野舞子,02,久光製薬スプリングス,20,23,48,18,4,37.5,29.2,1,0,0,2,35,1,5,12,26,19,0,21,0.0,0.8,0.1,7.9,73.1
狩野舞子,12,久光製薬スプリングス,20,27,156,61,9,39.1,33.3,23,10,2,16,116,10,11,55,92,55,0,87,43.5,2.3,0.6,18.1,59.8
田中弓貴,01,日立リヴァーレ,4,9,0,0,0,,,0,0,0,0,0,0,0,0,30,16,0,0,,0.0,0.0,,53.3
田中弓貴,02,日立リヴァーレ,4,16,6,3,0,50.0,50.0,0,0,0,0,22,0,3,4,41,27,0,3,,0.2,0.0,1.1,65.9
田中弓貴,03,日立リヴァーレ,4,21,72,26,6,36.1,27.8,0,0,0,4,72,1,6,26,119,83,0,31,,1.2,0.2,8.3,69.7
田中弓貴,12,日立リヴァーレ,4,20,0,0,0,,,0,0,0,0,0,0,0,0,88,62,0,0,,0.0,0.0,,70.5
田原香理,01,日立リヴァーレ,13,23,140,57,10,40.7,33.6,0,0,0,19,63,1,6,15,3,2,0,77,,2.5,0.8,5.2,66.7
田原香理,02,日立リヴァーレ,13,27,141,64,8,45.4,39.7,0,0,0,17,88,1,8,15,1,1,0,82,,2.4,0.6,3.1,100.0
田原香理,03,日立リヴァーレ,13,21,130,50,11,38.5,30.0,0,0,0,10,53,1,6,13,1,1,0,61,,2.4,0.5,5.2,100.0
田原香理,12,日立リヴァーレ,13,21,134,58,6,43.3,38.8,0,0,0,10,54,0,5,11,0,0,0,68,,2.8,0.5,2.8,
田口恵,01,NECレッドロケッツ,5,8,8,2,0,25.0,25.0,0,0,0,0,6,1,0,0,0,0,0,3,,0.2,0.0,16.7,
田口恵,02,NECレッドロケッツ,5,35,129,56,4,43.4,40.3,0,0,0,13,87,1,13,19,1,1,0,70,,1.6,0.4,2.9,100.0
田口恵,03,NECレッドロケッツ,5,24,91,33,3,36.3,33.0,0,0,0,13,68,0,3,14,4,3,0,46,,1.4,0.5,4.0,75.0
田口恵,12,NECレッドロケッツ,5,16,5,1,0,20.0,20.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.1,0.1,,
田向友美,01,武富士バンブー,13,17,0,0,0,,,0,0,0,0,19,1,3,6,2,0,0,1,,0.0,0.0,9.2,0.0
田向友美,03,武富士バンブー,13,2,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
田向友美,12,武富士バンブー,13,10,0,0,0,,,0,0,0,0,16,2,4,5,0,0,0,2,,0.0,0.0,14.1,
田辺友紀,01,トヨタ車体クインシーズ,14,20,1,0,0,0.0,0.0,0,0,0,0,28,0,0,14,0,0,0,0,,0.0,0.0,12.5,
田辺友紀,02,トヨタ車体クインシーズ,14,10,0,0,0,,,0,0,0,0,13,1,2,5,0,0,0,1,,0.0,0.0,13.5,
田辺友紀,03,トヨタ車体クインシーズ,14,15,0,0,0,,,0,0,0,0,24,1,1,8,0,0,0,1,,0.0,0.0,11.5,
田辺友紀,12,トヨタ車体クインシーズ,14,25,0,0,0,,,0,0,0,0,37,2,4,14,0,0,0,2,,0.0,0.0,12.2,
眞恵子,01,デンソーエアリービーズ,1,11,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.1,0.0,,
眞恵子,02,デンソーエアリービーズ,1,13,4,2,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,2,,0.2,0.0,0.0,
眞恵子,03,デンソーエアリービーズ,1,18,77,28,3,36.4,32.5,4,2,0,6,28,0,5,7,9,3,0,34,50.0,1.6,0.3,1.8,33.3
眞恵子,12,デンソーエアリービーズ,1,25,213,74,8,34.7,31.0,17,1,1,27,60,1,15,12,9,7,0,102,5.9,3.0,1.1,0.4,77.8
矢野美子,01,デンソーエアリービーズ,2,26,79,33,3,41.8,38.0,0,0,0,11,101,5,9,30,0,0,0,49,,1.3,0.4,10.1,
矢野美子,02,デンソーエアリービーズ,2,28,88,42,4,47.7,43.2,0,0,0,20,121,5,13,41,4,2,0,67,,1.5,0.7,9.9,50.0
矢野美子,03,デンソーエアリービーズ,2,11,26,14,0,53.8,53.8,0,0,0,6,55,4,4,20,1,0,0,24,,1.3,0.5,14.5,0.0
矢野美子,12,デンソーエアリービーズ,2,25,87,39,2,44.8,42.5,0,0,0,20,96,0,13,38,4,3,0,59,,1.6,0.8,6.5,75.0
石川友紀,01,武富士バンブー,8,20,103,39,8,37.9,30.1,1,0,0,12,63,1,4,15,1,0,0,52,0.0,2.0,0.6,6.0,0.0
石川友紀,02,武富士バンブー,8,30,91,36,6,39.6,33.0,0,0,0,9,68,1,2,16,2,2,0,46,,1.2,0.3,6.6,100.0
石川友紀,03,武富士バンブー,8,24,92,41,5,44.6,39.1,1,0,0,9,64,0,2,21,2,2,0,50,0.0,1.7,0.4,7.4,100.0
石川友紀,12,武富士バンブー,8,15,56,18,3,32.1,26.8,0,0,0,2,49,2,6,15,5,3,0,22,,1.2,0.1,8.7,60.0
石田さやか,03,デンソーエアリービーズ,7,12,24,12,0,50.0,50.0,1,0,0,0,27,0,3,10,43,32,0,12,0.0,1.0,0.0,6.5,74.4
石田さやか,12,デンソーエアリービーズ,7,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石田瑞穂,01,武富士バンブー,22,26,216,76,14,35.2,28.7,42,17,4,8,81,4,11,29,128,67,0,88,40.5,2.9,0.3,10.5,52.3
石田瑞穂,02,武富士バンブー,22,33,220,82,9,37.3,33.2,20,5,2,8,126,7,9,41,126,62,0,97,25.0,2.5,0.2,11.9,49.2
石田瑞穂,03,武富士バンブー,22,24,216,73,13,33.8,27.8,41,15,4,9,91,5,15,29,94,40,0,87,36.6,3.0,0.4,9.3,42.6
石田瑞穂,12,武富士バンブー,22,17,125,42,10,33.6,25.6,33,10,2,5,55,1,7,32,80,43,0,48,30.3,2.5,0.3,13.2,53.8
砂田遥,01,武富士バンブー,18,3,16,3,2,18.8,6.2,1,0,0,2,7,0,2,4,8,1,0,5,0.0,1.0,0.7,7.1,12.5
砂田遥,02,武富士バンブー,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
砂田遥,12,武富士バンブー,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
神本千佳,01,JTマーヴェラス,16,14,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.1,,
神本千佳,12,JTマーヴェラス,16,12,9,2,3,22.2,-11.1,0,0,0,0,8,0,5,0,1,1,0,2,,0.2,0.0,-15.6,100.0
神田千絵,01,岡山シーガルズ,7,22,186,64,9,34.4,29.6,0,0,0,15,47,3,2,16,16,9,0,82,,2.9,0.7,13.8,56.2
神田千絵,02,岡山シーガルズ,7,25,201,76,8,37.8,33.8,1,0,0,9,47,0,0,17,19,15,0,85,0.0,3.0,0.4,9.0,78.9
神田千絵,03,岡山シーガルズ,7,21,199,66,9,33.2,28.6,0,0,0,9,46,0,2,11,15,6,0,75,,3.1,0.4,4.9,40.0
神田千絵,12,岡山シーガルズ,7,20,190,76,8,40.0,35.8,0,0,0,5,52,0,3,23,17,8,0,81,,3.8,0.2,9.6,47.1
福田舞,01,デンソーエアリービーズ,3,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
福田舞,02,デンソーエアリービーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
福田舞,03,デンソーエアリービーズ,3,11,36,25,1,69.4,66.7,1,0,1,6,29,2,3,15,2,1,0,33,0.0,2.3,0.5,17.2,50.0
福田舞,12,デンソーエアリービーズ,3,4,6,1,0,16.7,16.7,0,0,0,0,5,0,0,2,1,0,0,1,,0.2,0.0,10.0,0.0
秋山美幸,01,NECレッドロケッツ,10,28,11,5,2,45.5,27.3,0,0,0,1,71,4,5,18,1,0,0,10,,0.2,0.0,10.2,0.0
秋山美幸,02,NECレッドロケッツ,10,16,3,1,0,33.3,33.3,0,0,0,1,39,2,2,16,0,0,0,4,,0.1,0.1,14.1,
秋山美幸,03,NECレッドロケッツ,10,13,0,0,0,,,0,0,0,0,15,0,2,6,0,0,0,0,,0.0,0.0,6.7,
秋山美幸,12,NECレッドロケッツ,10,24,6,1,2,16.7,-16.7,1,0,1,7,76,1,4,35,2,1,0,9,0.0,0.0,0.3,11.5,50.0
竹下佳江,01,JTマーヴェラス,7,29,9,3,0,33.3,33.3,0,0,0,4,121,3,3,39,0,0,0,10,,0.1,0.1,9.9,
竹下佳江,02,JTマーヴェラス,7,31,9,4,1,44.4,33.3,0,0,0,3,139,3,4,53,2,0,0,10,,0.1,0.1,11.0,0.0
竹下佳江,03,JTマーヴェラス,7,22,6,3,1,50.0,33.3,1,0,1,1,126,6,4,46,0,0,0,10,0.0,0.1,0.0,13.1,
竹下佳江,12,JTマーヴェラス,7,24,10,3,0,30.0,30.0,0,0,0,8,87,4,3,23,0,0,0,15,,0.1,0.3,10.3,
筒井視穂子,01,久光製薬スプリングス,18,19,0,0,0,,,0,0,0,0,30,2,4,6,0,0,0,2,,0.0,0.0,8.3,
筒井視穂子,02,久光製薬スプリングス,18,21,0,0,0,,,0,0,0,0,29,1,1,5,3,1,0,1,,0.0,0.0,6.9,33.3
筒井視穂子,03,久光製薬スプリングス,18,17,11,2,3,18.2,-9.1,0,0,0,0,31,1,1,7,35,27,0,3,,0.1,0.0,8.1,77.1
米村信子,01,岡山シーガルズ,3,8,34,2,2,5.9,0.0,0,0,0,1,15,1,0,5,20,12,0,4,,0.2,0.1,15.0,60.0
米村信子,02,岡山シーガルズ,3,23,143,53,2,37.1,35.7,1,0,0,6,58,1,1,15,72,42,0,60,0.0,2.3,0.3,7.8,58.3
米村信子,03,岡山シーガルズ,3,11,47,8,0,17.0,17.0,0,0,0,2,19,0,0,5,24,16,0,10,,0.7,0.2,6.6,66.7
米村信子,12,岡山シーガルズ,3,16,53,17,3,32.1,26.4,0,0,0,1,29,0,0,9,44,26,0,18,,1.1,0.1,7.8,59.1
細川麻美,01,パイオニアレッドウィングス,15,5,2,2,0,100.0,100.0,0,0,0,0,4,0,0,1,0,0,0,2,,0.4,0.0,6.2,
細川麻美,02,パイオニアレッドウィングス,15,22,37,19,3,51.4,43.2,0,0,0,0,7,0,1,2,0,0,0,19,,0.9,0.0,3.6,
細川麻美,03,パイオニアレッドウィングス,15,14,17,8,0,47.1,47.1,0,0,0,1,6,0,0,3,0,0,0,9,,0.6,0.1,12.5,
細川麻美,12,パイオニアレッドウィングス,15,11,18,8,0,44.4,44.4,0,0,0,0,5,0,3,0,5,2,0,8,,0.7,0.0,-15.0,40.0
細田絵理,01,デンソーエアリービーズ,4,26,214,72,6,33.6,30.8,0,0,0,13,101,4,12,29,137,86,0,89,,2.8,0.5,8.2,62.8
細田絵理,02,デンソーエアリービーズ,4,26,219,71,5,32.4,30.1,0,0,0,6,90,2,9,24,139,81,0,79,,2.7,0.2,6.4,58.3
細田絵理,03,デンソーエアリービーズ,4,11,80,25,3,31.2,27.5,0,0,0,4,63,6,4,24,79,51,0,35,,2.3,0.4,17.5,64.6
細田絵理,12,デンソーエアリービーズ,4,25,298,111,8,37.2,34.6,2,0,0,10,96,4,8,38,145,94,0,125,0.0,4.4,0.4,12.0,64.8
羽根翠,01,トヨタ車体クインシーズ,5,29,248,106,5,42.7,40.7,0,0,0,10,106,8,4,48,87,48,0,124,,3.7,0.3,17.9,55.2
羽根翠,02,トヨタ車体クインシーズ,5,27,145,49,11,33.8,26.2,0,0,0,7,68,4,5,25,40,22,0,60,,1.8,0.3,13.2,55.0
羽根翠,03,トヨタ車体クインシーズ,5,22,201,90,11,44.8,39.3,0,0,0,7,76,6,3,23,43,31,0,103,,4.1,0.3,14.5,72.1
羽根翠,12,トヨタ車体クインシーズ,5,28,229,102,11,44.5,39.7,0,0,0,12,117,6,7,41,92,53,0,120,,3.6,0.4,12.4,57.6
船崎恵視,01,トヨタ車体クインシーズ,4,29,12,3,1,25.0,16.7,0,0,0,5,91,4,8,26,0,0,0,12,,0.1,0.2,9.3,
船崎恵視,02,トヨタ車体クインシーズ,4,33,9,2,0,22.2,22.2,0,0,0,2,98,5,9,41,1,0,0,9,,0.1,0.1,13.3,0.0
船崎恵視,03,トヨタ車体クインシーズ,4,22,10,4,0,40.0,40.0,0,0,0,3,96,4,9,33,0,0,0,11,,0.2,0.1,10.4,
船崎恵視,12,トヨタ車体クインシーズ,4,28,8,5,0,62.5,62.5,0,0,0,0,92,3,8,34,3,1,0,8,,0.2,0.0,10.3,33.3
芝田安希,01,東レアローズ,2,25,122,35,8,28.7,22.1,0,0,0,9,90,1,3,36,195,116,0,45,,1.4,0.4,10.3,59.5
芝田安希,02,東レアローズ,2,30,111,42,2,37.8,36.0,0,0,0,22,104,5,5,37,229,158,0,69,,1.4,0.7,12.5,69.0
芝田安希,03,東レアローズ,2,18,69,23,2,33.3,30.4,1,0,0,8,52,1,3,25,129,77,0,32,0.0,1.3,0.4,12.5,59.7
芝田安希,12,東レアローズ,2,22,150,57,5,38.0,34.7,0,0,0,4,81,1,2,30,128,74,0,62,,2.6,0.2,9.9,57.8
若浦貴子,01,岡山シーガルズ,33,14,111,28,2,25.2,23.4,0,0,0,3,31,0,2,7,12,4,0,31,,2.0,0.2,4.0,33.3
若浦貴子,03,岡山シーガルズ,33,19,178,49,9,27.5,22.5,0,0,0,4,38,0,2,3,22,13,0,53,,2.6,0.2,0.7,59.1
若浦貴子,12,岡山シーガルズ,33,7,64,18,4,28.1,21.9,0,0,0,1,14,0,0,0,6,4,0,19,,2.6,0.1,0.0,66.7
荒木絵里香,01,東レアローズ,6,25,135,71,7,52.6,47.4,0,0,0,23,108,5,4,42,2,1,0,99,,2.8,0.9,13.4,50.0
荒木絵里香,02,東レアローズ,6,30,144,82,10,56.9,50.0,3,3,0,27,119,3,8,39,2,2,0,112,100.0,2.7,0.9,9.0,100.0
荒木絵里香,03,東レアローズ,6,20,107,65,3,60.7,57.9,0,0,0,23,64,2,2,23,3,2,0,90,,3.2,1.2,11.3,66.7
荒木絵里香,12,東レアローズ,6,22,115,56,13,48.7,37.4,1,0,1,27,83,1,4,29,3,3,0,84,0.0,2.5,1.2,8.7,100.0
菅山かおる,01,JTマーヴェラス,5,24,0,0,0,,,0,0,0,0,0,0,0,0,47,30,0,0,,0.0,0.0,,63.8
菅山かおる,02,JTマーヴェラス,5,31,0,0,0,,,0,0,0,0,0,0,0,0,182,138,0,0,,0.0,0.0,,75.8
菅山かおる,03,JTマーヴェラス,5,11,0,0,0,,,0,0,0,0,0,0,0,0,38,27,0,0,,0.0,0.0,,71.1
菅山かおる,12,JTマーヴェラス,5,19,0,0,0,,,0,0,0,0,0,0,0,0,75,50,0,0,,0.0,0.0,,66.7
藤崎朱里,12,日立リヴァーレ,9,8,43,13,5,30.2,18.6,1,1,0,1,23,1,3,2,31,19,0,15,100.0,1.6,0.1,3.3,61.3
西堀育実,12,パイオニアレッドウィングス,7,10,0,0,0,,,0,0,0,0,6,0,0,0,0,0,0,0,,0.0,0.0,0.0,
西山慶樹,01,JTマーヴェラス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西山慶樹,02,JTマーヴェラス,12,4,2,1,1,50.0,0.0,0,0,0,0,2,0,0,1,1,1,0,1,,0.2,0.0,12.5,100.0
西山慶樹,03,JTマーヴェラス,12,4,2,2,0,100.0,100.0,0,0,0,0,1,0,0,0,6,2,0,2,,0.5,0.0,0.0,33.3
西山慶樹,12,JTマーヴェラス,12,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
西山由樹,02,JTマーヴェラス,6,12,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
西山由樹,03,JTマーヴェラス,6,13,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
西脇万里子,01,東レアローズ,3,23,94,58,7,61.7,54.3,0,0,0,5,72,3,7,24,0,0,0,66,,2.5,0.2,10.1,
西脇万里子,02,東レアローズ,3,23,80,29,11,36.2,22.5,0,0,0,7,52,1,5,13,3,2,0,37,,1.3,0.3,5.8,66.7
西脇万里子,03,東レアローズ,3,18,66,36,2,54.5,51.5,1,0,0,10,42,0,5,12,0,0,0,46,0.0,2.0,0.6,4.2,
西脇万里子,12,東レアローズ,3,13,52,23,5,44.2,34.6,0,0,0,4,21,2,0,8,1,0,0,29,,1.8,0.3,19.0,0.0
谷口雅美,01,JTマーヴェラス,2,29,281,101,15,35.9,30.6,46,19,4,19,76,3,9,31,54,33,0,123,41.3,3.5,0.7,11.2,61.1
谷口雅美,02,JTマーヴェラス,2,31,274,112,16,40.9,35.0,37,13,5,12,105,5,3,32,105,55,0,129,35.1,3.6,0.4,11.7,52.4
谷口雅美,03,JTマーヴェラス,2,22,199,71,14,35.7,28.6,16,3,4,11,67,2,1,22,84,48,0,84,18.8,3.2,0.5,10.8,57.1
谷口雅美,12,JTマーヴェラス,2,24,226,93,10,41.2,36.7,13,5,1,7,93,3,7,28,122,75,0,103,38.5,3.9,0.3,8.9,61.5
足立留美,01,武富士バンブー,5,25,144,34,8,23.6,18.1,4,1,0,2,69,1,4,22,54,31,0,37,25.0,1.4,0.1,8.0,57.4
足立留美,02,武富士バンブー,5,30,30,7,1,23.3,20.0,0,0,0,0,50,2,2,18,16,12,0,9,,0.2,0.0,12.0,75.0
足立留美,03,武富士バンブー,5,23,114,47,9,41.2,33.3,2,0,0,5,93,2,11,37,36,20,0,54,0.0,2.0,0.2,9.1,55.6
足立留美,12,武富士バンブー,5,14,47,12,2,25.5,21.3,0,0,0,5,38,3,3,16,32,17,0,20,,0.9,0.4,16.4,53.1
迫田さおり,01,東レアローズ,15,15,18,7,2,38.9,27.8,2,1,0,1,3,0,0,0,0,0,0,8,50.0,0.5,0.1,0.0,
迫田さおり,03,東レアローズ,15,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
迫田さおり,12,東レアローズ,15,9,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.1,,
遠井萌仁,01,日立リヴァーレ,12,23,137,45,8,32.8,27.0,1,0,0,4,60,0,10,18,75,42,0,49,0.0,2.0,0.2,3.3,56.0
遠井萌仁,02,日立リヴァーレ,12,27,131,45,10,34.4,26.7,1,0,0,9,53,3,5,12,79,48,0,57,0.0,1.7,0.3,9.0,60.8
遠井萌仁,03,日立リヴァーレ,12,9,19,8,1,42.1,36.8,0,0,0,1,3,0,1,1,6,5,0,9,,0.9,0.1,0.0,83.3
遠藤りつこ,01,JTマーヴェラス,14,6,1,0,0,0.0,0.0,0,0,0,0,5,0,0,1,0,0,0,0,,0.0,0.0,5.0,
遠藤りつこ,02,JTマーヴェラス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
遠藤りつこ,03,JTマーヴェラス,14,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,0,,0.0,0.0,25.0,
遠藤りつこ,12,JTマーヴェラス,14,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
都築有美子,01,トヨタ車体クインシーズ,1,29,260,102,9,39.2,35.8,2,0,2,11,130,7,11,38,228,156,0,120,0.0,3.5,0.4,10.6,68.4
都築有美子,02,トヨタ車体クインシーズ,1,33,251,115,14,45.8,40.2,0,0,0,10,147,8,7,39,233,152,0,133,,3.5,0.3,10.9,65.2
都築有美子,03,トヨタ車体クインシーズ,1,21,165,53,6,32.1,28.5,0,0,0,6,68,2,5,16,156,121,0,61,,2.5,0.3,7.0,77.6
都築有美子,12,トヨタ車体クインシーズ,1,28,268,93,13,34.7,29.9,0,0,0,9,123,10,10,24,187,128,0,112,,3.3,0.3,11.0,68.4
野村まり,01,岡山シーガルズ,4,9,11,3,0,27.3,27.3,0,0,0,2,11,1,1,4,1,0,0,6,,0.3,0.2,15.9,0.0
野村まり,02,岡山シーガルズ,4,14,19,11,2,57.9,47.4,0,0,0,7,16,0,0,2,2,1,0,18,,0.8,0.5,3.1,50.0
野村まり,03,岡山シーガルズ,4,7,8,3,0,37.5,37.5,0,0,0,2,8,1,0,2,0,0,0,6,,0.4,0.3,18.8,
野村まり,12,岡山シーガルズ,4,13,17,6,0,35.3,35.3,0,0,0,3,15,1,2,3,0,0,0,10,,0.5,0.2,8.3,
金森純子,01,岡山シーガルズ,18,22,0,0,0,,,0,0,0,0,2,0,0,1,48,28,0,0,,0.0,0.0,12.5,58.3
金森純子,02,岡山シーガルズ,18,32,0,0,0,,,0,0,0,0,0,0,0,0,70,49,0,0,,0.0,0.0,,70.0
金森純子,03,岡山シーガルズ,18,23,0,0,0,,,0,0,0,0,0,0,0,0,84,49,0,0,,0.0,0.0,,58.3
金森純子,12,岡山シーガルズ,18,19,0,0,0,,,0,0,0,0,12,1,0,2,31,22,0,1,,0.0,0.0,12.5,71.0
関李香,01,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
関李香,03,デンソーエアリービーズ,11,9,31,14,1,45.2,41.9,0,0,0,5,30,0,7,11,0,0,0,19,,1.6,0.6,3.3,
関李香,12,デンソーエアリービーズ,11,5,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
高島成美,01,日立リヴァーレ,16,10,45,15,2,33.3,28.9,1,1,0,1,15,0,0,6,16,8,0,16,100.0,1.5,0.1,10.0,50.0
高島成美,02,日立リヴァーレ,16,9,12,0,0,0.0,0.0,0,0,0,1,6,0,1,1,7,5,0,1,,0.0,0.1,0.0,71.4
高島成美,03,日立リヴァーレ,16,4,10,4,0,40.0,40.0,0,0,0,1,2,0,1,1,2,1,0,5,,1.0,0.2,0.0,50.0
高崎紗緒梨,01,NECレッドロケッツ,17,7,17,3,3,17.6,0.0,0,0,0,0,3,0,0,0,6,4,0,3,,0.4,0.0,0.0,66.7
高崎紗緒梨,02,NECレッドロケッツ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高崎紗緒梨,03,NECレッドロケッツ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高崎紗緒梨,12,NECレッドロケッツ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高木理江,01,JTマーヴェラス,8,28,141,62,5,44.0,40.4,1,0,0,7,86,5,3,29,307,200,0,74,0.0,2.2,0.2,13.4,65.1
高木理江,02,JTマーヴェラス,8,27,120,30,5,25.0,20.8,0,0,0,3,58,3,3,21,192,130,0,36,,1.1,0.1,12.9,67.7
高木理江,03,JTマーヴェラス,8,21,142,47,14,33.1,23.2,0,0,0,4,66,7,4,24,171,111,0,58,,2.2,0.2,18.2,64.9
高木理江,12,JTマーヴェラス,8,23,156,56,10,35.9,29.5,3,2,1,4,71,2,0,31,103,70,0,62,66.7,2.4,0.2,13.7,68.0
高松未,01,岡山シーガルズ,13,26,97,25,2,25.8,23.7,7,1,1,12,102,4,2,33,111,64,0,41,14.3,1.0,0.5,11.5,57.7
高松未,02,岡山シーガルズ,13,26,61,13,1,21.3,19.7,0,0,0,6,82,2,1,18,95,57,0,21,,0.5,0.2,7.6,60.0
高松未,03,岡山シーガルズ,13,22,26,6,3,23.1,11.5,0,0,0,5,75,4,3,28,88,48,0,15,,0.3,0.2,13.7,54.5
高松未,12,岡山シーガルズ,13,18,56,16,1,28.6,26.8,1,0,0,4,37,0,1,9,42,27,0,20,0.0,0.9,0.2,5.4,64.3
高橋みゆき,01,NECレッドロケッツ,1,17,151,50,13,33.1,24.5,0,0,0,2,66,1,6,17,79,57,0,53,,2.9,0.1,5.7,72.2
高橋みゆき,02,NECレッドロケッツ,1,35,241,75,19,31.1,23.2,8,1,1,5,149,14,7,49,187,130,0,94,12.5,2.1,0.1,16.4,69.5
高橋みゆき,03,NECレッドロケッツ,1,24,173,59,13,34.1,26.6,1,1,0,5,88,4,11,25,139,102,0,68,100.0,2.5,0.2,8.5,73.4
高橋みゆき,12,NECレッドロケッツ,1,24,171,69,12,40.4,33.3,1,0,0,3,118,7,9,28,120,82,0,79,0.0,2.9,0.1,10.0,68.3
高橋智子,01,日立リヴァーレ,5,7,28,11,3,39.3,28.6,0,0,0,1,14,0,0,3,1,1,0,12,,1.6,0.1,5.4,100.0
高橋智子,02,日立リヴァーレ,5,3,4,1,0,25.0,25.0,0,0,0,0,2,0,0,0,0,0,0,1,,0.3,0.0,0.0,
高橋智子,12,日立リヴァーレ,5,12,48,16,2,33.3,29.2,0,0,0,2,18,0,0,7,3,2,0,18,,1.3,0.2,9.7,66.7
高橋潤子,03,デンソーエアリービーズ,12,2,1,0,1,0.0,-100.0,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
高橋潤子,12,デンソーエアリービーズ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋美帆,01,パイオニアレッドウィングス,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋美帆,03,パイオニアレッドウィングス,18,2,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
高橋美帆,12,パイオニアレッドウィングス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高田ありさ,01,東レアローズ,13,12,3,1,0,33.3,33.3,0,0,0,0,18,0,2,5,4,3,0,1,,0.1,0.0,4.2,75.0
高田ありさ,02,東レアローズ,13,12,0,0,0,,,0,0,0,0,15,0,0,4,5,5,0,0,,0.0,0.0,6.7,100.0
