名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ロンドンシンディ,02,デンソーエアリービーズ,28,28,300,131,16,43.7,38.3,57,19,8,20,89,8,14,21,7,4,0,159,33.3,4.7,0.7,11.0,57.1
ロンドンシンディ,03,デンソーエアリービーズ,28,15,164,81,7,49.4,45.1,22,7,3,17,44,4,8,12,0,0,0,102,31.8,5.4,1.1,11.4,
三上彩,01,久光製薬スプリングス,13,6,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
三上彩,02,久光製薬スプリングス,13,11,4,2,0,50.0,50.0,0,0,0,1,18,2,4,4,0,0,0,5,,0.2,0.1,11.1,
三上彩,03,久光製薬スプリングス,13,16,4,1,0,25.0,25.0,0,0,0,2,6,0,0,2,1,0,0,3,,0.1,0.1,8.3,0.0
三上彩,12,久光製薬スプリングス,13,5,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
三澤由佳,01,武富士バンブー,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
三澤由佳,02,武富士バンブー,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
三澤由佳,03,武富士バンブー,14,3,1,1,0,100.0,100.0,0,0,0,1,2,0,0,0,1,1,0,2,,0.3,0.3,0.0,100.0
上村麻衣,03,デンソーエアリービーズ,13,2,0,0,0,,,0,0,0,0,2,0,0,1,1,0,0,0,,0.0,0.0,12.5,0.0
上田かおり,03,久光製薬スプリングス,6,1,2,1,0,50.0,50.0,0,0,0,0,5,0,0,1,0,0,0,1,,1.0,0.0,5.0,
中村かおり,01,日立リヴァーレ,19,17,0,0,0,,,0,0,0,0,0,0,0,0,73,46,0,0,,0.0,0.0,,63.0
中村かおり,02,日立リヴァーレ,19,26,0,0,0,,,0,0,0,0,0,0,0,0,135,86,0,0,,0.0,0.0,,63.7
中村かおり,03,日立リヴァーレ,19,21,0,0,0,,,0,0,0,0,0,0,0,0,95,60,0,0,,0.0,0.0,,63.2
中村かおり,12,日立リヴァーレ,19,7,0,0,0,,,0,0,0,0,2,0,0,2,25,14,0,0,,0.0,0.0,25.0,56.0
中村真美,01,NECレッドロケッツ,7,8,0,0,0,,,0,0,0,0,9,0,0,2,0,0,0,0,,0.0,0.0,5.6,
中村真美,02,NECレッドロケッツ,7,9,0,0,0,,,0,0,0,0,14,0,1,2,1,1,0,0,,0.0,0.0,1.8,100.0
中村真美,03,NECレッドロケッツ,7,5,0,0,0,,,0,0,0,0,8,0,0,2,0,0,0,0,,0.0,0.0,6.2,
中村真美,12,NECレッドロケッツ,7,7,0,0,0,,,0,0,0,0,11,1,0,2,0,0,0,1,,0.0,0.0,13.6,
中道瞳,01,東レアローズ,8,25,12,5,0,41.7,41.7,1,0,0,1,120,5,3,36,0,0,0,11,0.0,0.2,0.0,11.0,
中道瞳,02,東レアローズ,8,30,10,5,1,50.0,40.0,1,1,0,0,166,4,6,57,0,0,0,9,100.0,0.2,0.0,10.1,
中道瞳,03,東レアローズ,8,20,5,3,0,60.0,60.0,0,0,0,1,103,1,2,32,2,1,0,5,,0.2,0.0,8.3,50.0
中道瞳,12,東レアローズ,8,22,8,4,0,50.0,50.0,1,0,0,0,101,6,0,30,3,2,0,10,0.0,0.2,0.0,13.4,66.7
久保雅,03,JTマーヴェラス,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
二川万里子,01,日立リヴァーレ,7,16,79,26,2,32.9,30.4,1,0,0,3,57,2,13,17,0,0,0,31,0.0,1.6,0.2,5.3,
二川万里子,02,日立リヴァーレ,7,4,10,2,0,20.0,20.0,0,0,0,0,10,0,3,2,2,2,0,2,,0.5,0.0,-2.5,100.0
二川万里子,12,日立リヴァーレ,7,15,68,22,4,32.4,26.5,0,0,0,0,44,5,7,12,1,0,0,27,,1.5,0.0,14.2,0.0
井上香織,01,デンソーエアリービーズ,8,26,92,45,5,48.9,43.5,0,0,0,17,79,2,4,21,7,7,0,64,,1.7,0.7,7.9,100.0
井上香織,02,デンソーエアリービーズ,8,28,124,61,5,49.2,45.2,0,0,0,27,95,1,6,28,0,0,0,89,,2.2,1.0,6.8,
井上香織,03,デンソーエアリービーズ,8,19,90,55,1,61.1,60.0,0,0,0,16,52,0,8,13,0,0,0,71,,2.9,0.8,2.4,
井上香織,12,デンソーエアリービーズ,8,25,95,37,1,38.9,37.9,0,0,0,15,83,1,3,28,3,2,0,53,,1.5,0.6,8.7,66.7
井西彩乃,01,日立リヴァーレ,8,21,212,68,17,32.1,24.1,0,0,0,4,71,4,5,23,111,80,0,76,,3.2,0.2,12.0,72.1
井西彩乃,02,日立リヴァーレ,8,25,213,63,20,29.6,20.2,1,0,0,5,58,5,6,14,110,68,0,73,0.0,2.5,0.2,12.1,61.8
井西彩乃,03,日立リヴァーレ,8,21,190,50,15,26.3,18.4,0,0,0,5,56,3,3,17,86,63,0,58,,2.4,0.2,11.6,73.3
井西彩乃,12,日立リヴァーレ,8,21,165,51,7,30.9,26.7,0,0,0,6,60,2,4,21,165,105,0,59,,2.4,0.3,10.4,63.6
仁木希,01,久光製薬スプリングス,1,26,118,36,4,30.5,27.1,0,0,0,7,109,8,3,36,178,128,0,51,,1.4,0.3,14.9,71.9
仁木希,02,久光製薬スプリングス,1,23,123,40,8,32.5,26.0,0,0,0,4,78,0,10,26,173,113,0,44,,1.7,0.2,5.1,65.3
仁木希,03,久光製薬スプリングス,1,20,123,47,4,38.2,35.0,0,0,0,1,81,2,6,14,122,83,0,50,,2.4,0.0,4.9,68.0
仁木希,12,久光製薬スプリングス,1,15,0,0,0,,,0,0,0,0,20,0,1,8,0,0,0,0,,0.0,0.0,8.8,
今村直美,01,武富士バンブー,10,18,0,0,0,,,0,0,0,0,0,0,0,0,92,52,0,0,,0.0,0.0,,56.5
今村直美,02,武富士バンブー,10,33,0,0,0,,,0,0,0,0,0,0,0,0,259,181,0,0,,0.0,0.0,,69.9
今村直美,03,武富士バンブー,10,24,0,0,0,,,0,0,0,0,0,0,0,0,139,99,0,0,,0.0,0.0,,71.2
今村直美,12,武富士バンブー,10,3,0,0,0,,,0,0,0,0,3,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0
今西郁瑠,01,トヨタ車体クインシーズ,2,28,261,91,18,34.9,28.0,7,3,0,6,84,2,15,16,107,64,0,99,42.9,3.2,0.2,2.7,59.8
今西郁瑠,02,トヨタ車体クインシーズ,2,31,261,82,33,31.4,18.8,5,2,2,9,56,4,12,13,99,61,0,95,40.0,2.6,0.3,7.6,61.6
今西郁瑠,03,トヨタ車体クインシーズ,2,14,103,28,11,27.2,16.5,2,0,1,3,30,1,7,4,53,37,0,32,0.0,2.0,0.2,0.8,69.8
今西郁瑠,12,トヨタ車体クインシーズ,2,28,306,114,27,37.3,28.4,16,6,4,5,93,5,24,25,112,78,0,124,37.5,4.1,0.2,5.6,69.6
今野加奈子,02,パイオニアレッドウィングス,8,1,2,2,0,100.0,100.0,1,1,0,0,1,0,0,0,0,0,0,2,100.0,2.0,0.0,0.0,
今野加奈子,03,パイオニアレッドウィングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今野加奈子,12,パイオニアレッドウィングス,8,2,4,1,1,25.0,0.0,2,0,1,0,5,0,0,0,0,0,0,1,0.0,0.5,0.0,0.0,
位田愛,01,JTマーヴェラス,15,27,60,18,3,30.0,25.0,0,0,0,3,56,5,1,10,80,48,0,26,,0.7,0.1,12.9,60.0
位田愛,02,JTマーヴェラス,15,28,107,30,7,28.0,21.5,0,0,0,6,57,1,3,17,128,96,0,37,,1.1,0.2,7.9,75.0
位田愛,03,JTマーヴェラス,15,17,16,3,0,18.8,18.8,0,0,0,0,28,2,1,9,43,26,0,5,,0.2,0.0,14.3,60.5
位田愛,12,JTマーヴェラス,15,20,25,7,0,28.0,28.0,1,0,0,2,40,2,0,10,35,27,0,11,0.0,0.4,0.1,11.2,77.1
佐々木みき,01,パイオニアレッドウィングス,0,23,170,59,7,34.7,30.6,15,5,3,6,64,0,4,8,81,57,0,65,33.3,2.6,0.3,1.6,70.4
佐々木みき,02,パイオニアレッドウィングス,0,20,89,29,5,32.6,27.0,12,1,0,5,32,0,0,10,69,52,0,34,8.3,1.4,0.2,7.8,75.4
佐々木みき,03,パイオニアレッドウィングス,0,16,109,35,5,32.1,27.5,13,5,1,4,31,0,1,5,54,40,0,39,38.5,2.2,0.2,3.2,74.1
佐々木みき,12,パイオニアレッドウィングス,0,21,158,50,12,31.6,24.1,18,6,3,6,47,0,2,8,75,50,0,56,33.3,2.4,0.3,3.2,66.7
佐藤絵美,01,トヨタ車体クインシーズ,6,2,1,1,0,100.0,100.0,0,0,0,0,2,0,0,0,0,0,0,1,,0.5,0.0,0.0,
佐藤絵美,02,トヨタ車体クインシーズ,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤美耶,01,東レアローズ,12,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤美耶,02,東レアローズ,12,12,10,2,1,20.0,10.0,0,0,0,1,5,0,2,1,5,2,0,3,,0.2,0.1,-5.0,40.0
佐藤美耶,03,東レアローズ,12,12,9,2,1,22.2,11.1,0,0,0,2,6,0,1,1,0,0,0,4,,0.2,0.2,0.0,
佐藤美耶,12,東レアローズ,12,12,47,12,3,25.5,19.1,0,0,0,0,22,1,5,4,2,1,0,13,,1.0,0.0,3.4,50.0
佐野優子,01,久光製薬スプリングス,10,28,0,0,0,,,0,0,0,0,0,0,0,0,121,101,0,0,,0.0,0.0,,83.5
佐野優子,02,久光製薬スプリングス,10,32,0,0,0,,,0,0,0,0,0,0,0,0,142,117,0,0,,0.0,0.0,,82.4
佐野優子,03,久光製薬スプリングス,10,20,0,0,0,,,0,0,0,0,0,0,0,0,107,86,0,0,,0.0,0.0,,80.4
佐野優子,12,久光製薬スプリングス,10,27,0,0,0,,,0,0,0,0,0,0,0,0,171,130,0,0,,0.0,0.0,,76.0
先野久美子,01,久光製薬スプリングス,4,28,172,83,2,48.3,47.1,0,0,0,18,103,3,4,37,0,0,0,104,,3.0,0.6,10.9,
先野久美子,02,久光製薬スプリングス,4,32,166,77,9,46.4,41.0,0,0,0,20,99,2,3,25,1,1,0,99,,2.4,0.6,7.6,100.0
先野久美子,03,久光製薬スプリングス,4,17,70,27,3,38.6,34.3,0,0,0,7,71,4,5,20,4,2,0,38,,1.6,0.4,10.9,50.0
先野久美子,12,久光製薬スプリングス,4,27,139,66,5,47.5,43.9,0,0,0,17,87,2,3,29,1,1,0,85,,2.4,0.6,9.8,100.0
八田奈都己,01,トヨタ車体クインシーズ,11,29,0,0,0,,,0,0,0,0,0,0,0,0,111,74,0,0,,0.0,0.0,,66.7
八田奈都己,02,トヨタ車体クインシーズ,11,33,0,0,0,,,0,0,0,0,0,0,0,0,140,105,0,0,,0.0,0.0,,75.0
八田奈都己,03,トヨタ車体クインシーズ,11,18,0,0,0,,,0,0,0,0,0,0,0,0,67,40,0,0,,0.0,0.0,,59.7
八田奈都己,12,トヨタ車体クインシーズ,11,28,0,0,0,,,0,0,0,0,0,0,0,0,112,76,0,0,,0.0,0.0,,67.9
内山みなみ,01,NECレッドロケッツ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
内山みなみ,02,NECレッドロケッツ,12,19,15,4,0,26.7,26.7,0,0,0,1,30,1,5,7,24,11,0,6,,0.2,0.1,5.0,45.8
内山みなみ,12,NECレッドロケッツ,12,20,0,0,0,,,0,0,0,0,25,2,4,9,38,22,0,2,,0.0,0.0,13.0,57.9
内田役子,02,パイオニアレッドウィングス,16,24,6,3,0,50.0,50.0,0,0,0,7,72,2,2,13,0,0,0,12,,0.1,0.3,6.6,
内田役子,03,パイオニアレッドウィングス,16,26,12,5,0,41.7,41.7,0,0,0,6,90,3,5,29,1,0,0,14,,0.2,0.2,10.0,0.0
内田暁子,01,NECレッドロケッツ,21,29,256,86,11,33.6,29.3,3,1,0,7,101,3,1,34,242,151,0,96,33.3,3.0,0.2,11.1,62.4
内田暁子,02,NECレッドロケッツ,21,29,62,26,4,41.9,35.5,2,0,0,1,69,2,2,33,92,45,0,29,0.0,0.9,0.0,14.1,48.9
内田暁子,03,NECレッドロケッツ,21,24,180,68,12,37.8,31.1,1,1,0,2,76,2,4,31,121,76,0,72,100.0,2.8,0.1,11.5,62.8
内藤香菜子,01,武富士バンブー,7,26,147,67,8,45.6,40.1,1,0,0,9,71,1,3,16,1,0,0,77,0.0,2.6,0.3,6.0,0.0
内藤香菜子,02,武富士バンブー,7,33,129,50,10,38.8,31.0,0,0,0,15,79,0,4,20,0,0,0,65,,1.5,0.5,5.1,
内藤香菜子,03,武富士バンブー,7,24,102,46,3,45.1,42.2,0,0,0,10,53,2,3,9,2,2,0,58,,1.9,0.4,6.6,100.0
内藤香菜子,12,武富士バンブー,7,22,111,42,8,37.8,30.6,0,0,0,11,55,0,3,11,6,6,0,53,,1.9,0.5,3.6,100.0
冨田寧寧,01,東レアローズ,4,6,17,8,1,47.1,41.2,0,0,0,3,11,1,1,1,1,0,0,12,,1.3,0.5,9.1,0.0
冨田寧寧,02,東レアローズ,4,12,46,20,2,43.5,39.1,0,0,0,6,22,0,0,7,0,0,0,26,,1.7,0.5,8.0,
冨田寧寧,03,東レアローズ,4,3,6,5,0,83.3,83.3,0,0,0,0,4,0,0,1,0,0,0,5,,1.7,0.0,6.2,
冨田寧寧,12,東レアローズ,4,17,50,18,1,36.0,34.0,0,0,0,3,37,1,4,6,0,0,0,22,,1.1,0.2,4.1,
前田見奈子,01,トヨタ車体クインシーズ,7,1,3,1,1,33.3,0.0,0,0,0,0,1,0,0,1,0,0,0,1,,1.0,0.0,25.0,
前田見奈子,02,トヨタ車体クインシーズ,7,3,4,1,0,25.0,25.0,0,0,0,1,1,0,0,1,0,0,0,2,,0.3,0.3,25.0,
前田見奈子,12,トヨタ車体クインシーズ,7,19,31,13,2,41.9,35.5,0,0,0,5,70,1,5,14,2,2,0,19,,0.7,0.3,4.6,100.0
加藤千尋,01,JTマーヴェラス,17,3,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.3,,
加藤千尋,02,JTマーヴェラス,17,5,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加藤千尋,12,JTマーヴェラス,17,6,10,2,0,20.0,20.0,0,0,0,3,13,0,3,3,0,0,0,5,,0.3,0.5,0.0,
南早希,01,パイオニアレッドウィングス,6,6,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
南早希,02,パイオニアレッドウィングス,6,13,0,0,0,,,0,0,0,0,22,1,3,6,0,0,0,1,,0.0,0.0,8.0,
南早希,03,パイオニアレッドウィングス,6,14,0,0,0,,,0,0,0,0,27,0,2,10,0,0,0,0,,0.0,0.0,7.4,
原田美樹,01,トヨタ車体クインシーズ,3,15,39,9,3,23.1,15.4,0,0,0,0,11,0,0,5,3,2,0,9,,0.6,0.0,11.4,66.7
原田美樹,02,トヨタ車体クインシーズ,3,15,58,15,4,25.9,19.0,2,0,0,3,21,0,2,9,14,9,0,18,0.0,1.0,0.2,8.3,64.3
原田美樹,03,トヨタ車体クインシーズ,3,1,4,1,0,25.0,25.0,0,0,0,0,4,0,1,3,3,0,0,1,,1.0,0.0,12.5,0.0
原田美樹,12,トヨタ車体クインシーズ,3,7,31,7,2,22.6,16.1,1,0,0,1,8,0,2,3,8,5,0,8,0.0,1.0,0.1,3.1,62.5
及川英香,01,トヨタ車体クインシーズ,17,29,86,38,11,44.2,31.4,0,0,0,9,84,2,5,19,1,1,0,49,,1.3,0.3,6.5,100.0
及川英香,02,トヨタ車体クインシーズ,17,33,116,45,4,38.8,35.3,0,0,0,16,119,5,3,31,7,5,0,66,,1.4,0.5,10.1,71.4
及川英香,03,トヨタ車体クインシーズ,17,22,92,36,5,39.1,33.7,0,0,0,6,55,3,1,13,1,1,0,45,,1.6,0.3,10.9,100.0
及川英香,12,トヨタ車体クインシーズ,17,28,100,42,2,42.0,40.0,1,0,0,11,48,1,6,13,1,1,0,54,0.0,1.5,0.4,5.7,100.0
吉澤智恵,01,武富士バンブー,1,26,212,89,10,42.0,37.3,8,0,2,6,98,5,4,32,122,84,0,100,0.0,3.4,0.2,12.2,68.9
吉澤智恵,02,武富士バンブー,1,30,224,82,15,36.6,29.9,5,0,0,4,124,2,5,27,59,44,0,88,0.0,2.7,0.1,6.0,74.6
吉澤智恵,03,武富士バンブー,1,21,62,25,7,40.3,29.0,3,0,1,1,33,0,1,7,35,26,0,26,0.0,1.2,0.0,4.5,74.3
吉澤智恵,12,武富士バンブー,1,22,176,78,16,44.3,35.2,11,3,2,4,76,0,4,20,81,55,0,82,27.3,3.5,0.2,5.3,67.9
吉田あい,03,久光製薬スプリングス,14,3,0,0,0,,,0,0,0,0,0,0,0,0,18,13,0,0,,0.0,0.0,,72.2
吉田みなみ,01,岡山シーガルズ,1,6,0,0,0,,,0,0,0,0,0,0,0,0,28,18,0,0,,0.0,0.0,,64.3
吉田みなみ,02,岡山シーガルズ,1,4,0,0,0,,,0,0,0,0,3,0,1,2,1,0,0,0,,0.0,0.0,8.3,0.0
吉田みなみ,03,岡山シーガルズ,1,15,2,2,0,100.0,100.0,0,0,0,1,13,0,2,5,23,15,0,3,,0.1,0.1,5.8,65.2
吉田みなみ,12,岡山シーガルズ,1,22,0,0,0,,,0,0,0,0,6,0,0,3,104,55,0,0,,0.0,0.0,12.5,52.9
吉田真未,01,パイオニアレッドウィングス,20,24,0,0,0,,,0,0,0,0,0,0,0,0,148,109,0,0,,0.0,0.0,,73.6
吉田真未,02,パイオニアレッドウィングス,20,33,0,0,0,,,0,0,0,0,0,0,0,0,110,89,0,0,,0.0,0.0,,80.9
吉田真未,03,パイオニアレッドウィングス,20,27,0,0,0,,,0,0,0,0,0,0,0,0,149,105,0,0,,0.0,0.0,,70.5
吉田真未,12,パイオニアレッドウィングス,20,22,0,0,0,,,0,0,0,0,0,0,0,0,138,97,0,0,,0.0,0.0,,70.3
向井久子,01,東レアローズ,1,19,116,44,4,37.9,34.5,6,5,0,1,42,2,2,12,33,20,0,47,83.3,2.3,0.1,10.7,60.6
向井久子,02,東レアローズ,1,14,7,1,0,14.3,14.3,0,0,0,1,5,0,1,1,1,1,0,2,,0.1,0.1,0.0,100.0
向井久子,03,東レアローズ,1,11,28,11,2,39.3,32.1,2,1,0,2,15,0,2,6,8,5,0,13,50.0,1.0,0.2,6.7,62.5
向井久子,12,東レアローズ,1,20,177,64,8,36.2,31.6,22,7,2,5,75,1,2,22,4,2,0,70,31.8,3.2,0.2,8.0,50.0
和久山志恵里,01,武富士バンブー,33,20,0,0,0,,,0,0,0,0,0,0,0,0,117,70,0,0,,0.0,0.0,,59.8
和久山志恵里,02,武富士バンブー,33,23,0,0,0,,,0,0,0,0,4,0,0,1,15,9,0,0,,0.0,0.0,6.2,60.0
和久山志恵里,03,武富士バンブー,33,6,0,0,0,,,0,0,0,0,1,0,1,0,5,4,0,0,,0.0,0.0,-25.0,80.0
和久山志恵里,12,武富士バンブー,33,22,0,0,0,,,0,0,0,0,0,0,0,0,106,56,0,0,,0.0,0.0,,52.8
坂下麻衣子,01,JTマーヴェラス,1,29,144,62,13,43.1,34.0,1,0,1,17,95,3,6,23,5,3,0,82,0.0,2.1,0.6,7.6,60.0
坂下麻衣子,02,JTマーヴェラス,1,31,125,52,6,41.6,36.8,0,0,0,22,83,1,12,30,5,0,0,75,,1.7,0.7,6.6,0.0
坂下麻衣子,03,JTマーヴェラス,1,22,78,25,3,32.1,28.2,0,0,0,6,59,1,6,17,1,0,0,32,,1.1,0.3,6.4,0.0
坂下麻衣子,12,JTマーヴェラス,1,22,110,45,8,40.9,33.6,4,2,0,9,47,2,7,15,3,2,0,56,50.0,2.0,0.4,8.5,66.7
城美鈴,01,日立リヴァーレ,15,4,27,8,2,29.6,22.2,0,0,0,1,4,0,1,0,7,5,0,9,,2.0,0.2,-6.2,71.4
城美鈴,02,日立リヴァーレ,15,11,33,12,2,36.4,30.3,0,0,0,0,18,0,1,6,11,4,0,12,,1.1,0.0,6.9,36.4
城美鈴,03,日立リヴァーレ,15,6,16,2,0,12.5,12.5,0,0,0,0,6,1,0,1,2,1,0,3,,0.3,0.0,20.8,50.0
城美鈴,12,日立リヴァーレ,15,13,99,30,5,30.3,25.3,0,0,0,0,36,0,5,12,45,25,0,30,,2.3,0.0,4.9,55.6
堀崎智恵美,01,トヨタ車体クインシーズ,15,25,4,2,1,50.0,25.0,0,0,0,0,10,0,0,2,60,36,0,2,,0.1,0.0,5.0,60.0
堀崎智恵美,02,トヨタ車体クインシーズ,15,32,61,23,3,37.7,32.8,0,0,0,6,65,2,4,20,90,61,0,31,,0.7,0.2,9.2,67.8
堀崎智恵美,03,トヨタ車体クインシーズ,15,17,4,1,1,25.0,0.0,0,0,0,0,8,0,0,2,37,32,0,1,,0.1,0.0,6.2,86.5
堀崎智恵美,12,トヨタ車体クインシーズ,15,25,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,52,30,0,1,,0.0,0.0,,57.7
堀田理恵,01,岡山シーガルズ,55,11,11,6,0,54.5,54.5,0,0,0,0,14,0,4,7,9,6,0,6,,0.5,0.0,5.4,66.7
堀田理恵,02,岡山シーガルズ,55,23,69,26,3,37.7,33.3,0,0,0,0,37,1,3,15,49,27,0,27,,1.1,0.0,10.8,55.1
堀田理恵,03,岡山シーガルズ,55,7,10,2,3,20.0,-10.0,0,0,0,0,9,0,2,4,6,6,0,2,,0.3,0.0,5.6,100.0
多治見麻子,01,パイオニアレッドウィングス,5,24,147,68,13,46.3,37.4,0,0,0,17,85,1,5,21,6,4,0,86,,2.8,0.7,5.9,66.7
多治見麻子,02,パイオニアレッドウィングス,5,33,148,60,14,40.5,31.1,0,0,0,27,90,1,2,19,14,10,0,88,,1.8,0.8,5.8,71.4
多治見麻子,03,パイオニアレッドウィングス,5,27,145,58,10,40.0,33.1,1,0,0,18,84,1,4,21,7,4,0,77,0.0,2.1,0.7,6.2,57.1
多治見麻子,12,パイオニアレッドウィングス,5,22,89,39,2,43.8,41.6,0,0,0,24,76,3,2,18,5,4,0,66,,1.8,1.1,9.2,80.0
大山未希,01,東レアローズ,9,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大山未希,02,東レアローズ,9,19,0,0,0,,,0,0,0,1,7,0,0,4,0,0,0,1,,0.0,0.1,14.3,
