名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤梨夏,02,プレステージ・インターナショナルアランマーレ,12,19,97,38,5,39.2,34.0,0,0,0,6,66,9,11,24,6,0,0,,2.0,0.3,18.6,0.0
佐藤梨夏,11,プレステージ・インターナショナルアランマーレ,12,14,100,37,5,37.0,32.0,0,0,0,2,38,3,5,13,5,2,0,,2.6,0.1,13.2,40.0
佐藤梨夏,12,プレステージ・インターナショナルアランマーレ,12,4,22,6,3,27.3,13.6,0,0,0,3,9,1,0,6,2,2,0,,1.5,0.8,27.8,100.0
佐藤綾,01,プレステージ・インターナショナルアランマーレ,2,21,361,130,24,36.0,29.4,65,13,7,10,63,5,15,26,4,3,0,20.0,6.2,0.5,12.3,75.0
佐藤綾,02,プレステージ・インターナショナルアランマーレ,2,19,269,80,27,29.7,19.7,66,15,12,4,72,8,16,23,2,0,0,22.7,4.2,0.2,13.5,0.0
佐藤綾,11,プレステージ・インターナショナルアランマーレ,2,14,243,90,17,37.0,30.0,27,5,7,1,53,7,9,21,7,4,0,18.5,6.4,0.1,18.9,57.1
佐藤綾,12,プレステージ・インターナショナルアランマーレ,2,4,56,23,2,41.1,37.5,4,2,0,2,12,2,2,7,5,0,0,50.0,5.8,0.5,27.1,0.0
先崎早織,01,GSS東京サンビームズ,15,2,4,2,0,50.0,50.0,0,0,0,1,1,0,0,0,0,0,0,,1.0,0.5,0.0,
先崎早織,02,GSS東京サンビームズ,15,4,11,2,0,18.2,18.2,0,0,0,1,4,0,0,0,0,0,0,,0.5,0.2,0.0,
加藤彩夏,01,ブレス浜松,11,10,48,14,3,29.2,22.9,0,0,0,4,20,0,0,9,55,29,0,,1.4,0.4,11.2,52.7
加藤彩夏,02,ブレス浜松,11,24,164,70,5,42.7,39.6,0,0,0,6,60,1,1,25,110,58,0,,2.9,0.2,11.7,52.7
加藤彩夏,12,ブレス浜松,11,9,67,31,2,46.3,43.3,0,0,0,4,32,2,0,14,67,40,0,,3.4,0.4,17.2,59.7
勝見咲子,01,GSS東京サンビームズ,29,14,142,55,9,38.7,32.4,13,3,2,2,43,3,5,10,85,40,0,23.1,3.9,0.1,9.9,47.1
勝見咲子,02,GSS東京サンビームズ,29,16,213,70,19,32.9,23.9,8,1,1,3,53,1,6,21,64,29,0,12.5,4.4,0.2,9.0,45.3
勝見咲子,12,GSS東京サンビームズ,29,4,51,18,2,35.3,31.4,5,1,1,1,14,3,0,5,46,24,0,20.0,4.5,0.2,30.4,52.2
南涼音,01,大阪スーペリアーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
南涼音,02,大阪スーペリアーズ,17,4,0,0,0,,,0,0,0,0,0,0,0,0,6,4,0,,0.0,0.0,,66.7
南涼音,11,大阪スーペリアーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
原まなみ,01,大阪スーペリアーズ,1,8,3,1,0,33.3,33.3,0,0,0,0,18,0,0,5,1,0,0,,0.1,0.0,6.9,0.0
原まなみ,02,大阪スーペリアーズ,1,19,6,2,1,33.3,16.7,1,0,0,0,55,1,1,18,0,0,0,0.0,0.1,0.0,9.5,
原まなみ,11,大阪スーペリアーズ,1,1,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
原まなみ,12,大阪スーペリアーズ,1,9,4,1,0,25.0,25.0,1,1,0,0,26,1,2,8,0,0,0,100.0,0.1,0.0,9.6,
和途綾香,01,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和途綾香,02,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和途綾香,11,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和途綾香,12,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土屋智菜実,01,群馬銀行グリーンウイングス,12,6,8,0,1,0.0,-12.5,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
土屋智菜実,02,群馬銀行グリーンウイングス,12,5,18,5,1,27.8,22.2,1,0,0,0,3,0,2,0,8,3,0,0.0,1.0,0.0,-16.7,37.5
土屋智菜実,11,群馬銀行グリーンウイングス,12,14,144,38,6,26.4,22.2,5,2,1,1,45,2,2,20,104,51,0,40.0,2.7,0.1,14.4,49.0
土屋智菜実,12,群馬銀行グリーンウイングス,12,3,26,6,1,23.1,19.2,1,1,0,1,5,1,0,3,17,8,0,100.0,2.0,0.3,35.0,47.1
坂根朱里,01,大阪スーペリアーズ,8,14,222,63,23,28.4,18.0,66,14,12,5,54,2,6,12,18,12,0,21.2,4.5,0.4,6.5,66.7
坂根朱里,02,大阪スーペリアーズ,8,19,250,77,22,30.8,22.0,46,8,8,2,80,1,5,26,36,19,0,17.4,4.1,0.1,7.8,52.8
坂根朱里,11,大阪スーペリアーズ,8,10,141,41,8,29.1,23.4,15,2,0,0,27,2,5,8,58,30,0,13.3,4.1,0.0,10.2,51.7
坂根朱里,12,大阪スーペリアーズ,8,9,104,28,7,26.9,20.2,13,4,0,0,26,1,5,5,11,6,0,30.8,3.1,0.0,3.8,54.5
堀部ジェニファー,01,GSS東京サンビームズ,13,3,2,0,2,0.0,-100.0,0,0,0,0,5,0,1,3,9,7,0,,0.0,0.0,10.0,77.8
堀部ジェニファー,02,GSS東京サンビームズ,13,4,0,0,0,,,0,0,0,0,5,0,1,2,7,2,0,,0.0,0.0,5.0,28.6
堀部ジェニファー,11,GSS東京サンビームズ,13,2,2,0,1,0.0,-50.0,0,0,0,0,3,0,0,2,6,1,0,,0.0,0.0,16.7,16.7
多田遥,01,ブレス浜松,10,10,115,34,1,29.6,28.7,5,2,0,1,34,1,2,11,16,7,0,40.0,3.4,0.1,9.6,43.8
多田遥,02,ブレス浜松,10,24,260,83,13,31.9,26.9,8,1,2,4,87,4,3,33,53,28,0,12.5,3.5,0.2,13.2,52.8
多田遥,11,ブレス浜松,10,15,158,44,10,27.8,21.5,15,4,3,2,55,2,5,21,32,13,0,26.7,2.9,0.1,10.9,40.6
多田遥,12,ブレス浜松,10,9,93,38,8,40.9,32.3,7,3,1,1,37,0,2,15,26,17,0,42.9,4.2,0.1,8.8,65.4
大平りさ,11,ブレス浜松,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大平りさ,12,ブレス浜松,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大橋亜美,01,トヨタ自動車ヴァルキューレ,11,18,0,0,0,,,0,0,0,0,0,0,0,0,50,29,0,,0.0,0.0,,58.0
大橋亜美,02,トヨタ自動車ヴァルキューレ,11,14,0,0,0,,,0,0,0,0,0,0,0,0,67,35,0,,0.0,0.0,,52.2
大橋亜美,11,トヨタ自動車ヴァルキューレ,11,5,0,0,0,,,0,0,0,0,1,0,1,0,22,10,0,,0.0,0.0,-25.0,45.5
大橋亜美,12,トヨタ自動車ヴァルキューレ,11,2,0,0,0,,,0,0,0,0,0,0,0,0,9,5,0,,0.0,0.0,,55.6
姫野来実,01,大阪スーペリアーズ,2,14,0,0,0,,,0,0,0,0,0,0,0,0,126,81,0,,0.0,0.0,,64.3
姫野来実,02,大阪スーペリアーズ,2,12,0,0,0,,,0,0,0,0,0,0,0,0,78,44,0,,0.0,0.0,,56.4
姫野来実,11,大阪スーペリアーズ,2,4,0,0,0,,,0,0,0,0,0,0,0,0,13,6,0,,0.0,0.0,,46.2
姫野来実,12,大阪スーペリアーズ,2,9,0,0,0,,,0,0,0,0,0,0,0,0,89,42,0,,0.0,0.0,,47.2
守谷舞,02,大阪スーペリアーズ,16,7,0,0,0,,,0,0,0,0,0,0,0,0,30,16,0,,0.0,0.0,,53.3
守谷舞,11,大阪スーペリアーズ,16,3,0,0,0,,,0,0,0,0,0,0,0,0,13,6,0,,0.0,0.0,,46.2
宮垣寛子,01,大阪スーペリアーズ,5,10,21,5,3,23.8,9.5,0,0,0,2,26,1,1,15,1,1,0,,0.5,0.2,17.3,100.0
宮垣寛子,02,大阪スーペリアーズ,5,6,0,0,0,,,0,0,0,0,5,0,0,3,7,3,0,,0.0,0.0,15.0,42.9
宮垣寛子,11,大阪スーペリアーズ,5,5,12,3,0,25.0,25.0,0,0,0,2,17,0,2,11,6,2,0,,0.6,0.4,13.2,33.3
宮垣寛子,12,大阪スーペリアーズ,5,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
寺坂茜,01,群馬銀行グリーンウイングス,15,14,146,51,12,34.9,26.7,14,4,1,3,55,3,3,12,0,0,0,28.6,3.6,0.2,9.5,
寺坂茜,02,群馬銀行グリーンウイングス,15,22,243,97,23,39.9,30.5,26,6,7,2,84,6,7,27,0,0,0,23.1,4.4,0.1,13.1,
寺坂茜,11,群馬銀行グリーンウイングス,15,13,116,48,9,41.4,33.6,9,1,1,4,43,6,5,9,0,0,0,11.1,3.7,0.3,16.3,
寺坂茜,12,群馬銀行グリーンウイングス,15,3,33,10,3,30.3,21.2,7,3,0,0,14,1,2,5,0,0,0,42.9,3.3,0.0,12.5,
小松沙季,01,ブレス浜松,15,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小林愛里,01,群馬銀行グリーンウイングス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林愛里,11,群馬銀行グリーンウイングス,16,8,55,19,4,34.5,27.3,0,0,0,3,15,1,1,5,25,11,0,,2.4,0.4,13.3,44.0
小林愛里,12,群馬銀行グリーンウイングス,16,2,13,5,1,38.5,30.8,2,0,0,0,3,0,1,2,16,4,0,0.0,2.5,0.0,8.3,25.0
小林理奈,01,大阪スーペリアーズ,19,7,5,3,0,60.0,60.0,0,0,0,2,16,0,3,7,1,0,0,,0.4,0.3,6.2,0.0
小林理奈,02,大阪スーペリアーズ,19,11,6,1,1,16.7,0.0,0,0,0,0,6,0,0,3,0,0,0,,0.1,0.0,12.5,
小林理奈,11,大阪スーペリアーズ,19,9,10,1,1,10.0,0.0,0,0,0,3,36,0,1,16,0,0,0,,0.1,0.3,10.4,
小林理奈,12,大阪スーペリアーズ,19,4,2,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,,0.0,0.2,25.0,
小野綾華,01,ブレス浜松,17,12,141,37,13,26.2,17.0,14,4,3,2,43,1,5,21,5,1,0,28.6,3.1,0.2,11.6,20.0
小野綾華,02,ブレス浜松,17,18,201,57,16,28.4,20.4,11,2,1,2,58,5,7,24,1,1,0,18.2,3.2,0.1,15.9,100.0
小野綾華,11,ブレス浜松,17,15,165,60,4,36.4,33.9,9,4,1,0,39,0,6,19,0,0,0,44.4,4.0,0.0,8.3,
小野綾華,12,ブレス浜松,17,9,128,38,13,29.7,19.5,6,2,1,3,33,2,2,15,2,1,0,33.3,4.2,0.3,15.9,50.0
山下真理,01,GSS東京サンビームズ,21,5,78,17,5,21.8,15.4,5,1,0,0,19,1,4,8,27,18,0,20.0,3.4,0.0,10.5,66.7
山下真理,11,GSS東京サンビームズ,21,18,261,78,15,29.9,24.1,10,2,3,2,94,6,2,51,111,51,0,20.0,4.3,0.1,19.4,45.9
山下真理,12,GSS東京サンビームズ,21,4,64,14,1,21.9,20.3,0,0,0,1,22,2,0,8,18,10,0,,3.5,0.2,18.2,55.6
山内佑里子,01,ブレス浜松,9,8,52,9,3,17.3,11.5,0,0,0,1,22,0,0,7,41,25,0,,1.1,0.1,8.0,61.0
山内佑里子,02,ブレス浜松,9,13,24,5,3,20.8,8.3,0,0,0,0,17,1,0,4,42,18,0,,0.4,0.0,11.8,42.9
山内佑里子,11,ブレス浜松,9,15,99,34,4,34.3,30.3,0,0,0,5,45,2,1,18,133,68,0,,2.3,0.3,13.9,51.1
山内佑里子,12,ブレス浜松,9,2,6,1,1,16.7,0.0,0,0,0,0,2,0,1,0,5,4,0,,0.5,0.0,-12.5,80.0
山本紗良,02,大阪スーペリアーズ,7,16,153,50,10,32.7,26.1,0,0,0,4,51,0,2,16,20,9,0,,3.1,0.2,6.9,45.0
山本紗良,11,大阪スーペリアーズ,7,6,36,15,2,41.7,36.1,0,0,0,7,16,0,2,4,5,3,0,,2.5,1.2,3.1,60.0
山本紗良,12,大阪スーペリアーズ,7,9,84,32,5,38.1,32.1,0,0,0,9,24,0,0,13,3,0,0,,3.6,1.0,13.5,0.0
山本莉来,01,ブレス浜松,12,7,0,0,0,,,0,0,0,0,7,0,2,3,0,0,0,,0.0,0.0,3.6,
山本莉来,02,ブレス浜松,12,14,0,0,0,,,0,0,0,0,24,0,0,10,0,0,0,,0.0,0.0,10.4,
山本莉来,11,ブレス浜松,12,13,1,0,0,0.0,0.0,0,0,0,0,16,1,1,5,0,0,0,,0.0,0.0,12.5,
山本莉来,12,ブレス浜松,12,7,0,0,0,,,0,0,0,0,16,0,0,13,0,0,0,,0.0,0.0,20.3,
平上帆澄,01,大阪スーペリアーズ,4,4,5,1,0,20.0,20.0,0,0,0,0,13,0,2,6,2,1,0,,0.2,0.0,7.7,50.0
平上帆澄,02,大阪スーペリアーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平上帆澄,11,大阪スーペリアーズ,4,10,32,7,0,21.9,21.9,1,0,0,3,35,1,2,15,14,5,0,0.0,0.7,0.3,12.1,35.7
平上帆澄,12,大阪スーペリアーズ,4,9,26,12,3,46.2,34.6,0,0,0,0,31,1,1,9,10,1,0,,1.3,0.0,9.7,10.0
平岡みさと,01,大阪スーペリアーズ,6,14,238,72,24,30.3,20.2,66,17,13,4,39,0,2,8,55,23,0,25.8,5.1,0.3,3.8,41.8
平岡みさと,11,大阪スーペリアーズ,6,10,133,35,13,26.3,16.5,18,4,4,4,35,0,2,15,11,7,0,22.2,3.5,0.4,9.3,63.6
平岡みさと,12,大阪スーペリアーズ,6,9,102,34,8,33.3,25.5,24,7,2,5,43,0,1,19,9,1,0,29.2,3.8,0.6,10.5,11.1
平岩沙紀,01,GSS東京サンビームズ,4,14,0,0,0,,,0,0,0,0,0,0,0,0,70,51,0,,0.0,0.0,,72.9
平岩沙紀,02,GSS東京サンビームズ,4,16,0,0,0,,,0,0,0,0,0,0,0,0,71,49,0,,0.0,0.0,,69.0
平岩沙紀,11,GSS東京サンビームズ,4,13,0,0,0,,,0,0,0,0,0,0,0,0,67,31,0,,0.0,0.0,,46.3
平岩沙紀,12,GSS東京サンビームズ,4,4,0,0,0,,,0,0,0,0,0,0,0,0,20,12,0,,0.0,0.0,,60.0
廣田唯,01,トヨタ自動車ヴァルキューレ,9,16,0,0,0,,,0,0,0,0,28,2,5,8,0,0,0,,0.0,0.0,9.8,
廣田唯,02,トヨタ自動車ヴァルキューレ,9,16,6,1,0,16.7,16.7,0,0,0,0,23,3,3,3,0,0,0,,0.1,0.0,13.0,
廣田唯,11,トヨタ自動車ヴァルキューレ,9,3,1,0,0,0.0,0.0,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
廣田唯,12,トヨタ自動車ヴァルキューレ,9,1,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
後藤真利,01,トヨタ自動車ヴァルキューレ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
後藤真利,02,トヨタ自動車ヴァルキューレ,7,5,0,0,0,,,0,0,0,0,8,0,0,1,0,0,0,,0.0,0.0,3.1,
後藤真利,11,トヨタ自動車ヴァルキューレ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
後藤真利,12,トヨタ自動車ヴァルキューレ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
徳田亜留美,01,ブレス浜松,7,12,0,0,0,,,0,0,0,0,0,0,0,0,110,64,0,,0.0,0.0,,58.2
徳田亜留美,02,ブレス浜松,7,24,0,0,0,,,0,0,0,0,0,0,0,0,234,157,0,,0.0,0.0,,67.1
徳田亜留美,11,ブレス浜松,7,15,0,0,0,,,0,0,0,0,0,0,0,0,91,58,0,,0.0,0.0,,63.7
徳田亜留美,12,ブレス浜松,7,9,0,0,0,,,0,0,0,0,0,0,0,0,64,49,0,,0.0,0.0,,76.6
戸田さやか,01,プレステージ・インターナショナルアランマーレ,9,21,68,27,7,39.7,29.4,0,0,0,10,82,5,12,27,7,3,0,,1.3,0.5,10.7,42.9
戸田さやか,02,プレステージ・インターナショナルアランマーレ,9,19,54,22,1,40.7,38.9,0,0,0,13,59,3,8,28,10,5,0,,1.2,0.7,13.6,50.0
戸田さやか,11,プレステージ・インターナショナルアランマーレ,9,14,47,16,3,34.0,27.7,0,0,0,11,46,2,5,23,7,2,0,,1.1,0.8,14.1,28.6
戸田さやか,12,プレステージ・インターナショナルアランマーレ,9,4,11,3,0,27.3,27.3,0,0,0,3,15,1,0,10,1,0,0,,0.8,0.8,23.3,0.0
春日咲乃,01,GSS東京サンビームズ,17,3,20,5,3,25.0,10.0,0,0,0,0,5,0,0,3,1,1,0,,1.7,0.0,15.0,100.0
春日咲乃,02,GSS東京サンビームズ,17,11,75,25,2,33.3,30.7,6,1,0,0,36,1,1,16,0,0,0,16.7,2.3,0.0,13.2,
春日咲乃,12,GSS東京サンビームズ,17,4,30,9,3,30.0,20.0,0,0,0,1,9,0,1,1,0,0,0,,2.2,0.2,0.0,
春田詩織,02,ブレス浜松,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春田詩織,11,ブレス浜松,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木幡祥子,01,大阪スーペリアーズ,9,14,40,10,5,25.0,12.5,1,0,1,0,53,3,1,11,97,47,0,0.0,0.7,0.0,10.4,48.5
木幡祥子,02,大阪スーペリアーズ,9,14,56,18,2,32.1,28.6,0,0,0,0,51,0,0,20,114,71,0,,1.3,0.0,9.8,62.3
木幡祥子,11,大阪スーペリアーズ,9,10,91,26,6,28.6,22.0,0,0,0,2,41,2,1,19,73,40,0,,2.6,0.2,15.9,54.8
木幡祥子,12,大阪スーペリアーズ,9,9,34,6,2,17.6,11.8,0,0,0,1,23,0,0,6,61,29,0,,0.7,0.1,6.5,47.5
杉山瑠夏,01,トヨタ自動車ヴァルキューレ,3,18,154,51,12,33.1,25.3,4,0,2,2,77,0,2,37,108,62,0,0.0,2.8,0.1,11.4,57.4
杉山瑠夏,02,トヨタ自動車ヴァルキューレ,3,20,159,39,16,24.5,14.5,6,2,1,6,71,5,8,29,143,81,0,33.3,2.0,0.3,14.4,56.6
杉山瑠夏,11,トヨタ自動車ヴァルキューレ,3,13,108,39,7,36.1,29.6,5,3,0,2,59,3,4,29,81,43,0,60.0,3.0,0.2,15.7,53.1
杉山瑠夏,12,トヨタ自動車ヴァルキューレ,3,3,23,3,0,13.0,13.0,0,0,0,0,15,1,1,8,23,17,0,,1.0,0.0,18.3,73.9
