名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
宝来麻紀子,日立ベルフィーユ,13,9,12,56,20,2,35.7,32.1,0,0,0,9,29,0,2,4,4,3,0,29,,1.67,0.75,1.7,75.0
小玉佐知子,日立ベルフィーユ,11,9,4,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
小田幸,東洋紡オーキス,7,9,5,10,2,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,2,,0.4,0.0,,
島崎みゆき,日立ベルフィーユ,5,9,12,20,6,1,30.0,25.0,0,0,0,3,51,1,0,8,2,2,0,10,,0.5,0.25,5.9,100.0
成田郁久美,NECレッドロケッツ,5,9,11,110,40,9,36.4,28.2,4,0,3,9,33,1,6,9,39,35,0,50,0.0,3.64,0.82,5.3,89.7
星野賀代,NECレッドロケッツ,4,9,7,3,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
木村久美,ユニチカフェニックス,2,9,12,96,47,0,49.0,49.0,0,0,0,4,36,1,1,9,65,48,0,52,,3.92,0.33,8.3,73.8
杉山祥子,NECレッドロケッツ,12,9,11,57,28,2,49.1,45.6,0,0,0,12,34,1,5,6,0,0,0,41,,2.55,1.09,3.7,
松永亜希子,東洋紡オーキス,12,9,13,0,0,0,,,0,0,0,0,0,0,0,0,65,47,0,0,,0.0,0.0,,72.3
松田賢枝,NECレッドロケッツ,20,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森山淳子,東洋紡オーキス,3,9,13,60,21,4,35.0,28.3,0,0,0,8,44,0,2,11,31,22,0,29,,1.62,0.62,5.1,71.0
永富有紀,東洋紡オーキス,1,9,13,19,12,0,63.2,63.2,0,0,0,15,36,0,0,1,1,0,0,27,,0.92,1.15,0.7,0.0
江藤直美,日立ベルフィーユ,2,9,12,63,26,3,41.3,36.5,0,0,0,8,44,0,0,8,10,8,0,34,,2.17,0.67,4.5,80.0
池田美智子,日立ベルフィーユ,12,9,3,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
津雲博子,NECレッドロケッツ,2,9,11,0,0,0,,,0,0,0,0,0,0,0,0,73,55,0,0,,0.0,0.0,,75.3
渡邉悠美,日立ベルフィーユ,8,9,3,6,0,1,0.0,-16.7,0,0,0,1,5,0,0,1,6,3,0,1,,0.0,0.33,5.0,50.0
澤井美里,ユニチカフェニックス,8,9,12,45,20,0,44.4,44.4,0,0,0,2,34,2,0,7,0,0,0,24,,1.67,0.17,11.0,
熊前知加子,ユニチカフェニックス,1,9,12,129,39,15,30.2,18.6,15,6,2,3,45,2,8,7,22,17,0,44,40.0,3.25,0.25,3.9,77.3
田中姿子,日立ベルフィーユ,6,9,12,0,0,0,,,0,0,0,0,0,0,0,0,105,86,0,0,,0.0,0.0,,81.9
磯辺絵梨子,ユニチカフェニックス,4,9,12,31,14,2,45.2,38.7,1,0,0,0,47,2,0,5,0,0,0,16,0.0,1.17,0.0,6.9,
福田記代子,日立ベルフィーユ,1,9,12,122,49,6,40.2,35.2,12,8,1,2,45,2,2,14,9,5,0,53,66.7,4.08,0.17,11.1,55.6
竹下佳江,NECレッドロケッツ,8,9,11,13,6,0,46.2,46.2,0,0,0,0,52,1,3,14,0,0,0,7,,0.55,0.0,7.2,
細口美樹,NECレッドロケッツ,10,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
美田麻衣,NECレッドロケッツ,7,9,11,71,34,3,47.9,43.7,0,0,0,2,40,2,2,11,4,3,0,38,,3.09,0.18,10.6,75.0
芝田安希,ユニチカフェニックス,15,9,8,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.12,,
苧坂一美,ユニチカフェニックス,3,9,2,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
萩原美代子,東洋紡オーキス,10,9,13,81,38,2,46.9,44.4,0,0,0,0,42,1,4,10,4,4,0,39,,2.92,0.0,6.0,100.0
藤好麻希,日立ベルフィーユ,3,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西村佳名子,東洋紡オーキス,11,9,8,32,14,1,43.8,40.6,0,0,0,2,26,0,1,3,26,20,0,16,,1.75,0.25,1.9,76.9
西村光代,日立ベルフィーユ,14,9,12,54,23,2,42.6,38.9,0,0,0,4,37,0,0,6,51,44,0,27,,1.92,0.33,4.1,86.3
西脇万里子,東洋紡オーキス,17,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷口雅美,日立ベルフィーユ,7,9,12,109,43,9,39.4,31.2,17,7,2,5,43,2,9,8,67,34,0,50,41.2,3.58,0.42,4.1,50.7
遠藤睦美,NECレッドロケッツ,6,9,7,0,0,0,,,0,0,0,0,7,0,0,1,0,0,0,0,,0.0,0.0,3.6,
高橋みゆき,NECレッドロケッツ,9,9,11,108,52,10,48.1,38.9,2,2,0,1,57,0,5,14,39,33,0,53,100.0,4.73,0.09,3.9,84.6
