名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中村真美,NECレッドロケッツ,8,4,15,0,12,0,0,0,,,0,0,0,0,20,0,0,4,8,5,0,0,,0.0,0.0,5.0,62.5
中道瞳,東レアローズ,8,53,58,11,95,21,5,0,23.8,23.8,0,0,0,4,209,4,2,66,3,0,0,13,,0.05,0.04,9.6,0.0
久保雅,JTマーヴェラス,4,69,43,20,68,37,15,1,40.5,37.8,0,0,0,16,50,0,3,5,7,7,0,31,,0.22,0.24,1.0,100.0
二川万里子,日立リヴァーレ,21,0,3,0,2,3,1,0,33.3,33.3,0,0,0,1,0,0,0,0,0,0,0,2,,0.5,0.5,,
五十川葉子,武富士バンブー,8,21,14,5,27,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,3,0,0,,0.0,0.0,,100.0
井上香織,デンソーエアリービーズ,8,47,61,11,108,594,217,28,36.5,31.8,0,0,0,98,323,5,17,107,7,5,0,320,,2.01,0.91,8.5,71.4
井村仁美,武富士バンブー,10,66,46,19,112,40,20,1,50.0,47.5,0,0,0,4,396,17,35,117,7,2,0,41,,0.18,0.04,9.5,28.6
井西彩乃,日立リヴァーレ,8,32,67,6,87,755,236,53,31.3,24.2,4,1,0,21,272,8,18,73,571,399,0,265,25.0,2.71,0.24,8.0,69.9
井野亜季子,日立リヴァーレ,17,34,70,6,103,0,0,0,,,0,0,0,0,1,0,0,0,366,311,0,0,,0.0,0.0,0.0,85.0
仁木希,NECレッドロケッツ,4,59,48,15,107,953,334,70,35.0,27.7,0,0,0,28,421,10,28,137,633,479,0,372,,3.12,0.26,8.8,75.7
今村直美,武富士バンブー,6,18,13,6,20,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,27,12,0,1,,0.05,0.0,,44.4
今野加奈子,パイオニアレッドウィングス,21,33,30,9,20,16,3,2,18.8,6.2,2,1,0,0,2,0,1,0,0,0,0,3,50.0,0.15,0.0,-12.5,
伊豫谷瞳,武富士バンブー,12,8,3,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
位田愛,JTマーヴェラス,15,61,36,18,53,172,53,7,30.8,26.7,0,0,0,5,124,3,8,21,224,173,0,61,,1.0,0.09,5.0,77.2
佐々木みき,パイオニアレッドウィングス,0,63,44,18,107,1063,402,64,37.8,31.8,247,83,26,36,344,7,52,71,555,384,0,445,33.6,3.76,0.34,3.4,69.2
佐田樹理,日立リヴァーレ,6,17,27,3,39,16,1,1,6.2,0.0,0,0,0,1,40,1,1,6,112,77,0,3,,0.03,0.03,5.6,68.8
佐藤美耶,東レアローズ,12,53,58,11,99,858,271,69,31.6,23.5,32,6,3,22,328,21,52,66,373,226,0,314,18.8,2.74,0.22,7.5,60.6
佐野優子,久光製薬スプリングス,10,66,35,20,101,0,0,0,,,0,0,0,0,0,0,0,0,592,474,0,0,,0.0,0.0,,80.1
先野久美子,久光製薬スプリングス,4,62,28,19,89,574,274,21,47.7,44.1,0,0,0,43,268,3,17,46,66,56,0,320,,3.08,0.48,3.8,84.8
八田奈都己,トヨタ車体クインシーズ,11,32,71,5,103,0,0,0,,,0,0,0,0,0,0,0,0,500,331,0,0,,0.0,0.0,,66.2
内山みなみ,NECレッドロケッツ,18,59,48,15,32,3,0,0,0.0,0.0,0,0,0,0,35,1,8,4,15,10,0,1,,0.0,0.0,0.0,66.7
内田役子,パイオニアレッドウィングス,16,63,44,18,106,40,19,3,47.5,40.0,1,0,1,8,358,10,17,74,3,1,0,37,0.0,0.18,0.08,6.8,33.3
内藤香菜子,武富士バンブー,7,66,46,19,112,484,198,27,40.9,35.3,0,0,0,64,295,11,19,70,77,58,0,273,,1.77,0.57,8.1,75.3
冨田寧寧,東レアローズ,4,53,58,11,53,101,41,6,40.6,34.7,0,0,0,11,83,3,0,12,1,0,0,55,,0.77,0.21,7.2,0.0
加藤理絵,パイオニアレッドウィングス,10,63,41,18,59,0,0,0,,,0,0,0,0,52,1,2,19,187,123,0,1,,0.0,0.0,10.1,65.8
原田美樹,トヨタ車体クインシーズ,3,32,71,5,92,859,270,27,31.4,28.3,14,2,0,18,308,11,24,97,199,121,0,299,14.3,2.93,0.2,9.5,60.8
及川英香,トヨタ車体クインシーズ,17,32,71,5,89,293,114,13,38.9,34.5,0,0,0,22,297,21,28,78,8,2,0,157,,1.28,0.25,11.3,25.0
古舘歩,デンソーエアリービーズ,15,22,22,6,31,0,0,0,,,0,0,0,0,24,0,0,6,125,70,0,0,,0.0,0.0,6.2,56.0
吉澤智恵,武富士バンブー,0,66,46,19,99,823,290,54,35.2,28.7,59,19,6,34,337,8,11,95,482,335,0,332,32.2,2.93,0.34,8.6,69.5
吉田みなみ,岡山シーガルズ,1,41,51,9,73,11,4,0,36.4,36.4,0,0,0,0,22,0,1,8,304,188,0,4,,0.05,0.0,8.0,61.8
吉田真未,パイオニアレッドウィングス,20,63,44,18,105,0,0,0,,,0,0,0,0,31,0,2,4,382,271,0,0,,0.0,0.0,1.6,70.9
向井久子,東レアローズ,1,53,58,11,72,431,133,13,30.9,27.8,32,14,2,15,152,5,5,36,101,57,0,153,43.8,1.85,0.21,8.4,56.4
和久山志恵里,武富士バンブー,33,66,46,19,112,0,0,0,,,0,0,0,0,0,0,0,0,387,299,0,0,,0.0,0.0,,77.3
和田麻里江,東レアローズ,14,25,30,5,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
城美鈴,日立リヴァーレ,18,5,10,1,3,12,1,0,8.3,8.3,0,0,0,0,1,0,0,0,0,0,0,1,,0.33,0.0,0.0,
堀口夏実,岡山シーガルズ,6,16,24,3,22,1,0,0,0.0,0.0,0,0,0,0,12,0,1,3,2,0,0,0,,0.0,0.0,4.2,0.0
堀崎智恵美,トヨタ車体クインシーズ,15,32,71,5,46,252,70,17,27.8,21.0,4,2,0,9,93,3,15,31,164,116,0,82,50.0,1.52,0.2,7.5,70.7
多治見麻子,パイオニアレッドウィングス,5,63,44,18,107,601,290,43,48.3,41.1,0,0,0,68,336,8,9,77,42,35,0,366,,2.71,0.64,7.4,83.3
大山加奈,東レアローズ,5,16,20,3,27,47,22,1,46.8,44.7,2,0,0,2,14,0,1,2,2,1,0,24,0.0,0.81,0.07,1.8,50.0
大山未希,東レアローズ,9,46,43,11,72,19,11,3,57.9,42.1,0,0,0,9,200,5,5,58,0,0,0,25,,0.15,0.12,9.1,
大村加奈子,久光製薬スプリングス,8,66,35,20,100,493,213,14,43.2,40.4,0,0,0,54,216,7,39,42,51,42,0,274,,2.13,0.54,3.6,82.4
大槻真弥,デンソーエアリービーズ,14,25,39,5,41,0,0,0,,,0,0,0,0,57,1,1,8,96,59,0,1,,0.0,0.0,4.8,61.5
大貫美奈子,NECレッドロケッツ,3,59,48,15,107,68,24,4,35.3,29.4,0,0,0,30,345,20,48,94,8,3,0,74,,0.22,0.28,9.1,37.5
宝来麻紀子,JTマーヴェラス,9,69,43,20,112,326,126,14,38.7,34.4,0,0,0,81,352,2,7,63,32,20,0,209,,1.12,0.72,4.5,62.5
宣美幸,武富士バンブー,15,9,8,3,9,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,2,,0.22,0.0,,
小山修加,久光製薬スプリングス,5,66,35,20,39,4,1,0,25.0,25.0,2,1,0,0,54,5,11,13,0,0,0,6,50.0,0.03,0.0,10.2,
小松留美,武富士バンブー,16,26,16,8,7,8,3,0,37.5,37.5,0,0,0,0,6,0,0,1,1,1,0,3,,0.43,0.0,4.2,100.0
小林亜里沙,岡山シーガルズ,17,21,24,5,24,34,10,0,29.4,29.4,1,0,0,5,32,0,2,14,11,4,0,15,0.0,0.42,0.21,9.4,36.4
小濱ゆみ,パイオニアレッドウィングス,12,63,44,18,86,1,0,1,0.0,-100.0,1,0,1,0,115,4,12,35,0,0,0,4,0.0,0.0,0.0,8.5,
小菅真弓,岡山シーガルズ,41,41,53,9,83,11,6,1,54.5,45.5,2,1,0,13,156,0,6,21,5,0,0,19,50.0,0.07,0.16,2.4,0.0
小酒翔子,JTマーヴェラス,17,53,34,16,49,0,0,0,,,0,0,0,0,64,3,2,17,0,0,0,3,,0.0,0.0,10.5,
小野優美子,岡山シーガルズ,5,13,23,3,34,0,0,0,,,0,0,0,0,9,0,1,3,135,76,0,0,,0.0,0.0,5.6,56.3
山口舞,岡山シーガルズ,2,46,59,10,105,554,203,27,36.6,31.8,1,0,0,48,391,5,7,94,461,275,0,256,0.0,1.93,0.46,6.8,59.7
山城未沙,日立リヴァーレ,10,9,23,2,22,151,45,13,29.8,21.2,2,0,1,1,44,1,2,13,40,24,0,47,0.0,2.05,0.05,8.5,60.0
岡野弘子,岡山シーガルズ,15,44,56,10,81,11,6,1,54.5,45.5,0,0,0,10,154,6,6,52,5,0,0,22,,0.07,0.12,11.4,0.0
岡野知子,デンソーエアリービーズ,5,47,61,11,94,803,242,44,30.1,24.7,5,0,0,30,260,7,10,78,551,395,0,279,0.0,2.57,0.32,9.2,71.7
嶋田美樹,日立リヴァーレ,14,34,70,6,104,578,217,31,37.5,32.2,0,0,0,64,326,16,20,90,28,18,0,297,,2.09,0.62,10.3,64.3
川井梅香,岡山シーガルズ,25,26,39,4,34,237,68,11,28.7,24.1,0,0,0,9,70,3,5,11,55,32,0,80,,2.0,0.26,6.4,58.2
平山恵,JTマーヴェラス,12,69,40,20,73,27,6,1,22.2,18.5,0,0,0,1,100,2,3,20,150,111,0,9,,0.08,0.01,6.2,74.0
庄司夕起,パイオニアレッドウィングス,4,63,44,18,106,411,171,27,41.6,35.0,0,0,0,55,314,7,21,69,23,16,0,233,,1.61,0.52,6.1,69.6
徳川恵理,久光製薬スプリングス,15,57,33,17,46,67,23,2,34.3,31.3,0,0,0,6,110,4,9,26,8,6,0,33,,0.5,0.13,7.5,75.0
成田郁久美,久光製薬スプリングス,2,66,35,20,101,440,185,31,42.0,35.0,2,1,1,56,352,13,39,76,542,422,0,254,50.0,1.83,0.55,6.3,77.9
春山幸恵,武富士バンブー,9,58,43,17,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
有田佳織,NECレッドロケッツ,6,59,48,15,106,0,0,0,,,0,0,0,0,0,0,0,0,508,364,0,0,,0.0,0.0,,71.7
有田沙織,NECレッドロケッツ,12,59,48,15,105,812,320,57,39.4,32.4,4,1,1,38,396,13,26,138,371,254,0,371,25.0,3.05,0.36,10.4,68.5
朝倉香苗,JTマーヴェラス,11,24,19,6,31,0,0,0,,,0,0,0,0,0,0,0,0,57,38,0,0,,0.0,0.0,,66.7
木村沙織,東レアローズ,11,53,58,11,111,1086,411,79,37.8,30.6,40,10,4,25,446,21,34,124,784,588,0,457,25.0,3.7,0.23,9.8,75.0
杉山祥子,NECレッドロケッツ,2,59,48,15,107,650,272,34,41.8,36.6,1,0,0,91,266,4,10,70,9,6,0,367,0.0,2.54,0.85,7.1,66.7
杉本早希,パイオニアレッドウィングス,2,17,9,5,4,0,0,0,,,0,0,0,0,5,1,1,2,0,0,0,1,,0.0,0.0,25.0,
村田奈都美,岡山シーガルズ,12,32,42,7,61,380,120,28,31.6,24.2,0,0,0,5,155,11,14,41,172,91,0,136,,1.97,0.08,11.5,52.9
東山由香,東レアローズ,10,5,8,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
松下友香,デンソーエアリービーズ,7,24,27,6,9,0,0,0,,,0,0,0,0,10,0,1,4,0,0,0,0,,0.0,0.0,7.5,
松尾留比子,日立リヴァーレ,3,29,56,5,68,479,131,20,27.3,23.2,1,0,0,3,148,4,6,36,78,55,0,138,0.0,1.93,0.04,7.8,70.5
松崎さ代子,NECレッドロケッツ,7,59,48,15,77,101,35,5,34.7,29.7,1,0,0,16,80,3,10,20,11,9,0,54,0.0,0.45,0.21,6.9,81.8
板橋恵,日立リヴァーレ,2,34,70,6,65,14,9,0,64.3,64.3,0,0,0,1,112,4,8,28,1,1,0,14,,0.14,0.02,8.0,100.0
栗原恵,パイオニアレッドウィングス,1,63,44,18,107,999,335,66,33.5,26.9,189,64,14,36,426,36,59,123,350,230,0,407,33.9,3.13,0.34,12.2,65.7
森和代,岡山シーガルズ,21,46,59,10,105,825,344,39,41.7,37.0,7,1,0,63,325,7,11,62,253,137,0,414,14.3,3.28,0.6,6.1,54.2
植木彩,トヨタ車体クインシーズ,8,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
榛澤舞子,パイオニアレッドウィングス,9,47,34,14,35,77,28,3,36.4,32.5,1,1,0,2,43,0,5,14,61,34,0,30,100.0,0.8,0.06,5.2,55.7
横山雅美,デンソーエアリービーズ,6,47,61,11,107,79,29,4,36.7,31.6,3,1,0,38,374,10,13,105,3,1,0,77,33.3,0.27,0.36,8.8,33.3
橋本直子,久光製薬スプリングス,17,66,35,20,101,76,32,2,42.1,39.5,0,0,0,12,355,26,82,88,3,1,0,70,,0.32,0.12,7.7,33.3
櫻井由香,デンソーエアリービーズ,9,47,61,11,106,0,0,0,,,0,0,0,0,17,0,0,4,487,398,0,0,,0.0,0.0,5.9,81.7
水口友見,日立リヴァーレ,20,24,39,5,12,0,0,0,,,0,0,0,0,14,0,0,2,16,6,0,0,,0.0,0.0,3.6,37.5
江口理代,パイオニアレッドウィングス,17,63,44,18,102,561,252,43,44.9,37.3,9,2,0,28,281,7,11,57,498,338,0,287,22.2,2.47,0.27,6.6,67.9
江藤直美,JTマーヴェラス,1,69,43,20,110,393,162,16,41.2,37.2,1,0,0,51,309,12,13,50,32,17,0,225,0.0,1.47,0.46,6.9,53.1
池浦文香,武富士バンブー,17,19,9,6,9,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.11,,
河村聖子,JTマーヴェラス,10,64,39,19,40,8,4,0,50.0,50.0,0,0,0,9,119,0,3,24,1,0,0,13,,0.1,0.22,4.4,0.0
泉夏子,NECレッドロケッツ,23,59,48,15,18,35,8,3,22.9,14.3,3,0,0,1,26,1,10,4,21,17,0,10,0.0,0.44,0.06,-1.9,81.0
浅津ゆうこ,久光製薬スプリングス,16,18,10,5,4,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
海老原めぐみ,日立リヴァーレ,11,28,68,4,67,10,3,0,30.0,30.0,0,0,0,0,98,7,7,24,1,1,0,10,,0.04,0.0,11.5,100.0
渡辺真由美,久光製薬スプリングス,12,63,34,19,60,0,0,0,,,0,0,0,0,87,5,4,28,0,0,0,5,,0.0,0.0,12.6,
渡邊絢子,NECレッドロケッツ,11,55,33,15,62,0,0,0,,,0,0,0,0,99,5,3,28,5,3,0,5,,0.0,0.0,11.4,60.0
温水麻子,デンソーエアリービーズ,2,47,61,11,25,10,3,0,30.0,30.0,0,0,0,1,37,0,1,6,0,0,0,4,,0.12,0.04,3.4,
濱口華菜里,東レアローズ,7,53,58,11,111,0,0,0,,,0,0,0,0,0,0,0,0,475,374,0,0,,0.0,0.0,,78.7
熊沢美穂,日立リヴァーレ,9,25,47,4,45,331,93,24,28.1,20.8,10,1,1,11,58,4,8,11,29,13,0,108,10.0,2.07,0.24,8.2,44.8
狩野美雪,久光製薬スプリングス,7,66,35,20,90,576,180,42,31.2,24.0,69,23,12,20,376,17,25,116,552,398,0,217,33.3,2.0,0.22,10.6,72.1
田中弓貴,日立リヴァーレ,4,30,66,5,78,373,117,24,31.4,24.9,0,0,0,4,193,6,25,41,281,199,0,127,,1.5,0.05,5.2,70.8
田原香理,日立リヴァーレ,13,34,70,6,104,563,218,32,38.7,33.0,0,0,0,84,280,4,15,55,17,12,0,306,,2.1,0.81,5.0,70.6
田口恵,NECレッドロケッツ,5,59,48,15,92,315,127,22,40.3,33.3,0,0,0,26,313,6,10,53,13,11,0,159,,1.38,0.28,5.4,84.6
田向友美,武富士バンブー,13,66,46,19,107,0,0,0,,,0,0,0,0,180,8,17,64,36,25,0,8,,0.0,0.0,11.0,69.4
田辺友紀,トヨタ車体クインシーズ,14,32,71,5,50,131,37,8,28.2,22.1,0,0,0,14,152,7,4,59,0,0,0,58,,0.74,0.28,13.7,
眞恵子,デンソーエアリービーズ,1,47,61,11,93,780,259,42,33.2,27.8,9,0,1,31,244,8,27,42,432,270,0,298,0.0,2.78,0.33,4.8,62.5
矢野美子,デンソーエアリービーズ,16,47,61,11,107,396,162,24,40.9,34.8,0,0,0,73,396,18,41,141,7,7,0,253,,1.51,0.68,10.9,100.0
石原美穂,岡山シーガルズ,14,3,1,1,4,2,1,0,50.0,50.0,0,0,0,1,3,0,1,2,2,1,0,2,,0.25,0.25,8.3,50.0
石川友紀,武富士バンブー,20,66,46,19,106,356,138,14,38.8,34.8,1,1,0,45,282,6,4,64,31,16,0,189,100.0,1.3,0.42,7.4,51.6
石田さやか,デンソーエアリービーズ,17,23,34,5,4,1,0,0,0.0,0.0,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
石田瑞穂,武富士バンブー,22,66,46,19,96,376,136,31,36.2,27.9,40,10,7,19,226,3,20,49,425,258,0,158,25.0,1.42,0.2,4.5,60.7
神田千絵,岡山シーガルズ,7,41,52,9,67,583,190,30,32.6,27.4,0,0,0,32,171,7,4,73,54,34,0,229,,2.84,0.48,14.2,63.0
福田舞,デンソーエアリービーズ,3,47,61,11,29,81,33,15,40.7,22.2,4,0,3,3,26,1,4,5,1,1,0,37,0.0,1.14,0.1,4.8,100.0
竹下佳江,JTマーヴェラス,7,55,31,16,76,33,10,1,30.3,27.3,0,0,0,11,309,9,9,86,1,0,0,30,,0.13,0.14,9.1,0.0
米村信子,岡山シーガルズ,3,36,37,9,42,122,32,6,26.2,21.3,1,1,0,5,70,0,2,20,78,56,0,37,100.0,0.76,0.12,6.4,71.8
細川麻美,パイオニアレッドウィングス,15,57,41,16,49,52,23,3,44.2,38.5,0,0,0,2,35,5,4,14,0,0,0,30,,0.47,0.04,21.4,
細田絵理,デンソーエアリービーズ,4,47,61,11,87,525,169,24,32.2,27.6,2,0,0,19,273,8,21,63,486,338,0,196,0.0,1.94,0.22,6.8,69.5
羽根翠,トヨタ車体クインシーズ,5,32,71,5,98,698,262,54,37.5,29.8,0,0,0,43,286,14,16,101,338,215,0,319,,2.67,0.44,12.3,63.6
船崎恵視,トヨタ車体クインシーズ,4,32,71,5,103,19,9,0,47.4,47.4,0,0,0,14,353,20,45,134,6,0,0,43,,0.09,0.14,12.0,0.0
芝田安希,東レアローズ,2,40,44,8,62,286,101,15,35.3,30.1,1,0,0,11,157,3,6,40,248,167,0,115,0.0,1.63,0.18,7.3,67.3
若浦貴子,岡山シーガルズ,33,46,59,10,99,1083,325,48,30.0,25.6,0,0,0,50,297,5,12,35,65,34,0,380,,3.28,0.51,3.6,52.3
荒木絵里香,東レアローズ,6,53,58,11,111,615,256,44,41.6,34.5,5,2,3,81,350,20,14,105,12,9,0,357,40.0,2.31,0.73,12.2,75.0
荒海陽子,トヨタ車体クインシーズ,9,32,71,5,66,59,17,2,28.8,25.4,1,0,0,0,57,1,13,10,8,4,0,18,0.0,0.26,0.0,0.4,50.0
菅山かおる,JTマーヴェラス,5,69,43,20,112,0,0,0,,,0,0,0,0,0,0,0,0,519,414,0,0,,0.0,0.0,,79.8
落合真理,久光製薬スプリングス,3,63,35,19,53,192,65,8,33.9,29.7,15,5,0,6,124,6,5,39,113,72,0,77,33.3,1.23,0.11,11.7,63.7
西美佳,トヨタ車体クインシーズ,13,32,71,5,35,5,1,0,20.0,20.0,0,0,0,1,56,1,6,13,0,0,0,3,,0.03,0.03,4.9,
西脇万里子,東レアローズ,3,53,58,11,97,479,236,42,49.3,40.5,0,0,0,40,303,11,20,90,13,10,0,287,,2.43,0.41,9.4,76.9
谷口雅美,JTマーヴェラス,2,69,43,20,112,1046,454,58,43.4,37.9,59,25,13,26,338,14,55,95,494,317,0,494,42.4,4.05,0.23,7.1,64.2
足立留美,武富士バンブー,5,66,46,19,105,637,209,41,32.8,26.4,52,14,4,10,357,21,20,124,175,113,0,240,26.9,1.99,0.1,13.2,64.6
迫田さおり,東レアローズ,15,27,29,5,2,4,3,0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,3,,1.5,0.0,,
遠井萌仁,日立リヴァーレ,16,5,14,1,7,5,1,1,20.0,0.0,0,0,0,0,2,0,0,1,3,2,0,1,,0.14,0.0,12.5,66.7
遠藤りつこ,JTマーヴェラス,14,19,16,5,9,3,0,0,0.0,0.0,1,0,0,0,13,2,1,2,1,1,0,2,0.0,0.0,0.0,17.3,100.0
都築有美子,トヨタ車体クインシーズ,1,32,71,5,103,979,326,65,33.3,26.7,5,0,1,32,353,19,40,114,691,477,0,377,0.0,3.17,0.31,10.6,69.0
野元葉月,トヨタ車体クインシーズ,16,32,71,5,75,5,0,1,0.0,-20.0,0,0,0,0,0,0,0,0,158,85,0,0,,0.0,0.0,,53.8
野村まり,岡山シーガルズ,4,27,40,5,32,47,18,1,38.3,36.2,0,0,0,5,18,0,1,4,1,0,0,23,,0.56,0.16,4.2,0.0
野田昌代,久光製薬スプリングス,1,10,5,3,7,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.14,,
金子美里,武富士バンブー,2,4,5,1,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
金森純子,岡山シーガルズ,18,27,30,6,40,0,0,0,,,0,0,0,0,24,0,0,4,109,58,0,0,,0.0,0.0,4.2,53.2
高崎紗緒梨,NECレッドロケッツ,21,59,48,15,18,45,12,6,26.7,13.3,0,0,0,1,17,0,1,3,9,5,0,13,,0.67,0.06,2.9,55.6
高木理江,JTマーヴェラス,8,69,43,20,93,540,156,42,28.9,21.1,8,0,2,17,333,13,21,78,643,460,0,186,0.0,1.68,0.18,8.2,71.5
高松未,岡山シーガルズ,13,46,59,10,103,356,112,13,31.5,27.8,9,3,1,29,336,2,5,89,396,225,0,143,33.3,1.09,0.28,6.8,56.8
高橋美帆,パイオニアレッドウィングス,18,2,3,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
高田ありさ,東レアローズ,13,53,58,11,75,343,124,26,36.2,28.6,1,0,0,12,129,4,21,24,221,146,0,140,0.0,1.65,0.16,3.7,66.1
黒羽桂子,日立リヴァーレ,1,34,70,6,95,43,25,1,58.1,55.8,0,0,0,6,243,3,7,46,3,1,0,34,,0.26,0.06,5.2,33.3
齋藤加奈子,日立リヴァーレ,12,34,70,6,104,741,271,27,36.6,32.9,2,0,0,20,363,8,10,143,639,462,0,299,0.0,2.61,0.19,11.4,72.3
