名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率
丸谷将大,富士通カワサキレッドスピリッツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
久保田雅人,大同特殊鋼レッドスター,3,77,545,227,41,41.7,34.1,10,1,2,14,271,18,68,78,789,500,0,10.0,2.9,0.2,7.6
二五田大輔,大同特殊鋼レッドスター,10,19,21,6,0,28.6,28.6,3,0,0,0,34,0,0,20,36,17,0,0.0,0.3,0.0,14.7
伊元幸正,埼玉アザレア,22,36,243,97,14,39.9,34.2,47,16,4,6,134,9,29,42,186,103,0,34.0,2.7,0.2,9.1
伊澤啓生,大同特殊鋼レッドスター,1,5,7,1,0,14.3,14.3,0,0,0,0,2,0,1,1,0,0,0,,0.2,0.0,0.0
伊藤雄太,埼玉アザレア,11,5,0,0,0,,,0,0,0,0,6,0,3,1,0,0,0,,0.0,0.0,-8.3
佐藤秀俊,警視庁フォートファイターズ,17,62,0,0,0,,,0,0,0,0,80,1,8,36,0,0,0,,0.0,0.0,10.0
冨吉駿平,警視庁フォートファイターズ,11,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0
冨永航一,埼玉アザレア,24,12,39,15,5,38.5,25.6,0,0,0,3,24,1,10,3,73,43,0,,1.2,0.2,-3.1
加藤啓,警視庁フォートファイターズ,4,80,265,119,19,44.9,37.7,0,0,0,58,139,7,9,51,2,0,0,,1.5,0.7,12.6
勝本真太郎,つくばユナイテッドSunGAIA,14,22,44,18,4,40.9,31.8,6,2,0,2,7,0,1,5,0,0,0,33.3,0.8,0.1,14.3
吉岡衛,トヨタ自動車サンホークス,16,64,449,206,42,45.9,36.5,24,10,8,11,218,4,38,64,13,3,0,41.7,3.2,0.2,4.8
坂口慧,トヨタ自動車サンホークス,1,2,0,0,0,,,0,0,0,0,3,0,0,3,0,0,0,,0.0,0.0,25.0
坂本凱,トヨタ自動車サンホークス,15,3,0,0,0,,,0,0,0,0,3,0,1,2,0,0,0,,0.0,0.0,8.3
多田将希,VC長野トライデンツ,20,74,19,3,3,15.8,0.0,0,0,0,1,295,3,10,85,10,2,0,,0.0,0.0,7.4
大保亮太朗,トヨタ自動車サンホークス,9,80,165,77,12,46.7,39.4,0,0,0,31,236,6,12,80,5,3,0,,1.0,0.4,9.7
大和田賢吾,埼玉アザレア,9,4,4,2,1,50.0,25.0,0,0,0,0,9,0,1,0,0,0,0,,0.5,0.0,-2.8
大野充史,埼玉アザレア,26,2,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
奥田基嗣,つくばユナイテッドSunGAIA,7,70,195,94,19,48.2,38.5,0,0,0,30,191,4,39,49,15,7,0,,1.3,0.4,3.4
宮下拓也,つくばユナイテッドSunGAIA,2,75,701,275,50,39.2,32.1,143,56,17,19,276,15,54,89,263,145,0,39.2,3.7,0.3,8.6
宮内健嗣,つくばユナイテッドSunGAIA,25,63,154,84,11,54.5,47.4,0,0,0,21,117,6,12,30,5,4,0,,1.3,0.3,9.0
宮原博明,大同特殊鋼レッドスター,19,6,25,10,2,40.0,32.0,6,2,1,0,18,0,1,5,8,1,0,33.3,1.7,0.0,5.6
小島大輝,埼玉アザレア,3,60,317,154,24,48.6,41.0,0,0,0,25,178,0,9,51,4,1,0,,2.6,0.4,5.9
小川功太,警視庁フォートファイターズ,12,84,623,240,62,38.5,28.6,42,12,3,13,311,9,31,110,652,404,0,28.6,2.9,0.2,9.2
小川直紀,富士通カワサキレッドスピリッツ,18,17,0,0,0,,,0,0,0,0,16,0,3,4,9,4,0,,0.0,0.0,1.6
小川貴大,警視庁フォートファイターズ,1,38,56,18,4,32.1,25.0,15,2,4,3,73,3,6,27,0,0,0,13.3,0.5,0.1,11.3
小松柾,大分三好ヴァイセアドラー,2,3,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,,0.0,0.0,-25.0
小林之紘,VC長野トライデンツ,27,4,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0
小林哲也,VC長野トライデンツ,4,77,681,348,32,51.1,46.4,235,103,19,22,194,5,37,49,6,3,0,43.8,4.5,0.3,4.1
小河原拓磨,VC長野トライデンツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
小針幸,つくばユナイテッドSunGAIA,9,72,408,175,26,42.9,36.5,49,13,7,12,218,1,13,60,89,38,0,26.5,2.4,0.2,5.8
山下輝樹,トヨタ自動車サンホークス,20,13,0,0,0,,,0,0,0,0,20,0,3,10,5,2,0,,0.0,0.0,8.8
山本憲吾,VC長野トライデンツ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,,0.0,0.0,
岡村義郎,富士通カワサキレッドスピリッツ,10,81,285,178,13,62.5,57.9,1,1,0,68,284,4,15,101,2,2,0,100.0,2.2,0.8,9.0
岩井浩二,富士通カワサキレッドスピリッツ,14,76,556,253,34,45.5,39.4,1,0,0,26,271,9,44,72,421,216,0,0.0,3.3,0.3,5.9
峯村幸太,VC長野トライデンツ,6,78,428,152,32,35.5,28.0,19,4,0,22,262,14,41,91,315,184,0,21.1,1.9,0.3,10.1
峰尾拓,VC長野トライデンツ,5,78,0,0,0,,,0,0,0,0,0,0,0,0,423,275,0,,0.0,0.0,
嶋津京将,大同特殊鋼レッドスター,21,4,0,0,0,,,0,0,0,0,4,1,0,1,0,0,0,,0.0,0.0,31.2
川口一貴,大同特殊鋼レッドスター,16,53,103,49,4,47.6,43.7,0,0,0,13,209,6,16,97,2,1,0,,0.9,0.2,12.6
川崎翔太,埼玉アザレア,27,78,0,0,0,,,0,0,0,0,0,0,0,0,374,257,0,,0.0,0.0,
川畑貴裕,埼玉アザレア,10,71,377,152,29,40.3,32.6,31,14,6,25,231,8,26,83,136,53,0,45.2,2.1,0.4,9.6
市川智之,VC長野トライデンツ,1,14,31,16,1,51.6,48.4,0,0,0,3,23,0,1,4,1,1,0,,1.1,0.2,3.3
帖佐力弥,大分三好ヴァイセアドラー,20,41,0,0,0,,,0,0,0,0,20,0,0,5,96,59,0,,0.0,0.0,6.2
平野晃多,大同特殊鋼レッドスター,5,15,18,13,1,72.2,66.7,0,0,0,1,21,0,0,5,2,1,0,,0.9,0.1,6.0
後藤滉貴,富士通カワサキレッドスピリッツ,8,24,0,0,0,,,0,0,0,0,41,1,9,22,0,0,0,,0.0,0.0,10.4
徳尾直哉,トヨタ自動車サンホークス,6,20,119,46,18,38.7,23.5,13,2,3,1,42,1,11,11,130,81,0,15.4,2.3,0.0,2.4
志波京介,富士通カワサキレッドスピリッツ,20,57,0,0,0,,,0,0,0,0,79,2,5,28,0,0,0,,0.0,0.0,9.8
手塚奨,富士通カワサキレッドスピリッツ,9,13,0,0,0,,,0,0,0,0,18,0,2,10,0,0,0,,0.0,0.0,11.1
新貴裕,富士通カワサキレッドスピリッツ,16,82,66,44,1,66.7,65.2,0,0,0,17,315,13,76,99,4,0,0,,0.5,0.2,6.0
木村拓哉,大同特殊鋼レッドスター,20,53,445,183,47,41.1,30.6,166,59,27,22,169,7,30,53,19,11,0,35.5,3.5,0.4,7.5
本田幸誠,埼玉アザレア,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
杉本匠,富士通カワサキレッドスピリッツ,13,9,51,27,3,52.9,47.1,4,3,0,0,19,0,5,8,76,39,0,75.0,3.0,0.0,3.9
東野晴輝,トヨタ自動車サンホークス,7,81,15,8,0,53.3,53.3,0,0,0,6,311,4,5,122,8,0,0,,0.1,0.1,10.7
松下大悟,トヨタ自動車サンホークス,13,77,845,387,76,45.8,36.8,234,118,27,24,278,21,58,90,482,294,0,50.4,5.0,0.3,10.4
松坂洸汰,富士通カワサキレッドスピリッツ,2,3,4,1,0,25.0,25.0,0,0,0,0,1,0,0,1,2,1,0,,0.3,0.0,25.0
松尾敬介,つくばユナイテッドSunGAIA,15,75,0,0,0,,,0,0,0,0,0,0,0,0,440,275,0,,0.0,0.0,
松山徹,大同特殊鋼レッドスター,2,12,36,15,5,41.7,27.8,13,6,3,2,14,0,2,5,1,1,0,46.2,1.2,0.2,5.4
松本幸博,警視庁フォートファイターズ,6,75,461,189,44,41.0,31.5,4,1,1,29,252,6,14,87,588,376,0,25.0,2.5,0.4,9.6
林佑樹,埼玉アザレア,16,51,385,133,35,34.5,25.5,8,4,1,14,147,2,39,44,423,255,0,50.0,2.6,0.3,2.2
柳川大知,つくばユナイテッドSunGAIA,16,52,124,75,6,60.5,55.6,0,0,0,12,80,2,23,19,4,2,0,,1.4,0.2,1.2
柳田百織,富士通カワサキレッドスピリッツ,4,9,31,14,4,45.2,32.3,8,2,2,1,18,0,1,5,0,0,0,25.0,1.6,0.1,5.6
柴田昂毅,埼玉アザレア,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
栗木勇,VC長野トライデンツ,7,74,452,182,34,40.3,32.7,10,1,3,23,303,21,63,114,567,329,0,10.0,2.5,0.3,11.1
桝谷周呈,つくばユナイテッドSunGAIA,17,49,0,0,0,,,0,0,0,0,81,2,1,33,0,0,0,,0.0,0.0,12.3
森崎健史,VC長野トライデンツ,16,76,290,156,24,53.8,45.5,0,0,0,35,207,3,15,71,17,9,0,,2.1,0.5,8.2
森本浩矢,トヨタ自動車サンホークス,5,78,248,137,19,55.2,47.6,1,1,0,57,212,0,13,61,4,2,0,100.0,1.8,0.7,5.7
森田貴秀,大同特殊鋼レッドスター,14,2,3,0,0,0.0,0.0,0,0,0,0,5,1,2,1,0,0,0,,0.0,0.0,15.0
横田圭祐,富士通カワサキレッドスピリッツ,5,79,226,122,11,54.0,49.1,0,0,0,58,192,3,9,45,3,0,0,,1.5,0.7,6.2
水口直希,トヨタ自動車サンホークス,19,37,1,1,0,100.0,100.0,0,0,0,0,44,0,5,17,0,0,0,,0.0,0.0,6.8
水野貴文,警視庁フォートファイターズ,3,20,62,24,6,38.7,29.0,0,0,0,7,57,4,2,25,1,0,0,,1.2,0.4,17.1
池田大輔,埼玉アザレア,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
池田浩基,VC長野トライデンツ,26,26,40,17,1,42.5,40.0,0,0,0,5,48,2,6,13,64,33,0,,0.7,0.2,7.8
浅川成也,トヨタ自動車サンホークス,3,41,243,101,20,41.6,33.3,2,1,1,4,145,5,19,39,75,33,0,50.0,2.5,0.1,6.9
浅野卓雅,富士通カワサキレッドスピリッツ,11,63,383,164,33,42.8,34.2,3,1,0,12,249,8,43,86,496,271,0,33.3,2.6,0.2,7.5
浜崎勇矢,大分三好ヴァイセアドラー,10,29,0,0,0,,,0,0,0,0,45,1,6,16,0,0,0,,0.0,0.0,7.8
浜田翔太,埼玉アザレア,19,29,50,18,3,36.0,30.0,0,0,0,15,88,2,9,16,120,72,0,,0.6,0.5,4.3
清水隆平,トヨタ自動車サンホークス,8,12,15,6,3,40.0,20.0,4,1,1,0,14,0,3,4,1,1,0,25.0,0.5,0.0,1.8
渕江陵友,トヨタ自動車サンホークス,2,63,244,106,16,43.4,36.9,0,0,0,6,187,3,7,48,511,262,0,,1.7,0.1,7.1
濱本豊,大分三好ヴァイセアドラー,16,39,50,28,2,56.0,52.0,4,3,1,0,75,5,18,29,22,8,0,75.0,0.7,0.0,10.3
瀧澤陽紀,つくばユナイテッドSunGAIA,6,75,528,223,51,42.2,32.6,77,32,11,20,251,11,57,79,604,347,0,41.6,3.0,0.3,6.6
片桐成基,VC長野トライデンツ,11,21,1,0,0,0.0,0.0,0,0,0,2,39,0,0,7,0,0,0,,0.0,0.1,4.5
田中尚,大同特殊鋼レッドスター,4,79,326,193,16,59.2,54.3,1,0,0,51,297,15,14,116,33,25,0,0.0,2.4,0.6,13.6
田中挙章,大分三好ヴァイセアドラー,15,12,22,6,2,27.3,18.2,0,0,0,6,50,1,2,17,6,4,0,,0.5,0.5,9.5
田中紀幸,富士通カワサキレッドスピリッツ,3,28,186,73,7,39.2,35.5,1,1,0,6,85,3,19,24,224,133,0,100.0,2.6,0.2,5.0
皆川昂太,トヨタ自動車サンホークス,4,7,8,4,1,50.0,37.5,0,0,0,2,9,0,0,3,0,0,0,,0.6,0.3,8.3
石垣公也,大分三好ヴァイセアドラー,8,73,245,111,15,45.3,39.2,1,0,0,14,253,15,45,83,798,498,0,0.0,1.5,0.2,9.7
石川俊輔,警視庁フォートファイターズ,8,84,0,0,0,,,0,0,0,0,0,0,0,0,349,254,0,,0.0,0.0,
石川裕敏,つくばユナイテッドSunGAIA,21,5,0,0,0,,,0,0,0,0,9,0,2,5,0,0,0,,0.0,0.0,8.3
石川雄一郎,埼玉アザレア,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
石田祐司,埼玉アザレア,15,15,47,14,2,29.8,25.5,0,0,0,3,41,1,3,8,1,0,0,,0.9,0.2,5.5
神代優司,トヨタ自動車サンホークス,22,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0
神谷昴紀,警視庁フォートファイターズ,19,46,0,0,0,,,0,0,0,0,56,0,1,20,39,21,0,,0.0,0.0,8.5
福島孝輝,トヨタ自動車サンホークス,11,81,0,0,0,,,0,0,0,0,0,0,0,0,315,203,0,,0.0,0.0,
竹浪隼,埼玉アザレア,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
笠原啓太,埼玉アザレア,7,28,165,56,9,33.9,28.5,5,2,0,6,81,2,13,31,195,127,0,40.0,2.0,0.2,8.0
米村尊,つくばユナイテッドSunGAIA,22,43,1,0,0,0.0,0.0,1,0,0,0,60,2,4,18,71,44,0,0.0,0.0,0.0,9.2
米沢竜治,VC長野トライデンツ,23,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
米田亘希,大分三好ヴァイセアドラー,24,70,556,284,48,51.1,42.4,41,19,4,38,250,14,52,75,197,94,0,46.3,4.1,0.5,7.9
細井規貴,大分三好ヴァイセアドラー,13,3,0,0,0,,,0,0,0,0,6,0,2,1,0,0,0,,0.0,0.0,-4.2
細川優樹,大分三好ヴァイセアドラー,7,10,70,32,7,45.7,35.7,10,4,0,3,27,0,10,5,25,10,0,40.0,3.2,0.3,-4.6
芳賀広大,富士通カワサキレッドスピリッツ,12,82,0,0,0,,,0,0,0,0,0,0,0,0,300,192,0,,0.0,0.0,
若月建吾,埼玉アザレア,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
茂木祐太,埼玉アザレア,17,62,510,230,53,45.1,34.7,77,25,12,16,223,9,14,81,3,1,0,32.5,3.7,0.3,11.5
草場貴成,大同特殊鋼レッドスター,13,79,0,0,0,,,0,0,0,0,0,0,0,0,470,294,0,,0.0,0.0,
菅原規人,警視庁フォートファイターズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
藤元公貴,大同特殊鋼レッドスター,8,30,50,24,1,48.0,46.0,0,0,0,12,86,1,7,18,7,6,0,,0.8,0.4,4.4
藤岡諒馬,大分三好ヴァイセアドラー,22,74,27,13,0,48.1,48.1,1,0,0,19,250,15,31,98,3,0,0,0.0,0.2,0.3,12.7
藤田裕城,大分三好ヴァイセアドラー,23,64,88,48,6,54.5,47.7,0,0,0,37,205,12,58,71,12,9,0,,0.8,0.6,7.4
豊田将人,警視庁フォートファイターズ,10,19,60,21,10,35.0,18.3,6,1,0,1,28,1,2,15,6,2,0,16.7,1.1,0.1,15.2
赤澤直樹,大同特殊鋼レッドスター,7,34,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
辰巳佳靖,大同特殊鋼レッドスター,6,43,384,162,42,42.2,31.2,157,63,21,19,131,6,38,43,0,0,0,40.1,3.8,0.4,5.5
辻口智也,大分三好ヴァイセアドラー,11,65,0,0,0,,,0,0,0,0,0,0,0,0,224,130,0,,0.0,0.0,
進藤佑一,警視庁フォートファイターズ,9,4,11,4,1,36.4,27.3,0,0,0,2,11,0,1,1,0,0,0,,1.0,0.5,0.0
野田周,トヨタ自動車サンホークス,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
金丸真司,埼玉アザレア,20,66,40,16,0,40.0,40.0,0,0,0,13,239,16,19,111,5,2,0,,0.2,0.2,16.3
金澤秀幸,大同特殊鋼レッドスター,15,72,404,153,37,37.9,28.7,31,12,6,15,268,8,18,109,178,97,0,38.7,2.1,0.2,11.5
鈴木雅史,警視庁フォートファイターズ,20,66,209,93,15,44.5,37.3,0,0,0,17,183,2,2,46,3,1,0,,1.4,0.3,7.1
長田翼,VC長野トライデンツ,24,28,0,0,0,,,0,0,0,0,39,0,3,12,0,0,0,,0.0,0.0,5.8
長谷川優太,大同特殊鋼レッドスター,9,79,28,19,0,67.9,67.9,0,0,0,13,255,5,35,60,9,0,0,,0.2,0.2,4.4
阿部領太,大分三好ヴァイセアドラー,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
須藤優,つくばユナイテッドSunGAIA,11,67,10,3,0,30.0,30.0,0,0,0,10,254,2,6,90,1,0,0,,0.0,0.1,9.1
高山伸悟,大分三好ヴァイセアドラー,18,75,126,72,5,57.1,53.2,0,0,0,51,295,10,12,130,5,2,0,,1.0,0.7,13.4
高橋頌,埼玉アザレア,12,36,1,1,0,100.0,100.0,1,1,0,0,7,0,2,2,68,38,0,100.0,0.0,0.0,0.0
高野恭平,VC長野トライデンツ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
