名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
木村沙織,2017-02,東レアローズ,2,6,15,134,40,10,29.9,22.4,5,0,0,5,52,0,5,15,104,77,0,45,0.0,2.67,0.33,4.8,74.0
木村沙織,2017-03,東レアローズ,2,6,8,77,36,4,46.8,41.6,3,2,1,4,26,0,1,12,52,37,0,40,66.7,4.5,0.5,10.6,71.2
木村美里,2017-02,東レアローズ,6,6,15,0,0,0,,,0,0,0,0,0,0,0,0,169,107,0,0,,0.0,0.0,,63.3
木村美里,2017-03,東レアローズ,6,6,8,0,0,0,,,0,0,0,0,0,0,0,0,79,49,0,0,,0.0,0.0,,62.0
杉原若葉,2017-02,東レアローズ,11,6,1,6,1,0,16.7,16.7,0,0,0,0,2,0,1,0,0,0,0,1,,1.0,0.0,-12.5,
杉原若葉,2017-03,東レアローズ,11,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村永奈央,2017-02,トヨタ車体クインシーズ,13,8,2,8,2,0,25.0,25.0,0,0,0,0,2,0,0,1,8,4,0,2,,1.0,0.0,12.5,50.0
村永奈央,2017-03,トヨタ車体クインシーズ,13,3,1,6,2,0,33.3,33.3,1,0,0,0,3,0,0,0,10,4,0,2,0.0,2.0,0.0,0.0,40.0
柳田光綺,2017-02,NECレッドロケッツ,15,6,10,34,8,4,23.5,11.8,12,4,2,0,12,0,2,8,0,0,0,8,33.3,0.8,0.0,12.5,
柳田光綺,2017-03,NECレッドロケッツ,15,6,5,12,4,1,33.3,25.0,4,0,0,0,5,0,0,3,1,1,0,4,0.0,0.8,0.0,15.0,100.0
柴田真果,2017-02,JTマーヴェラス,19,8,6,2,2,0,100.0,100.0,0,0,0,0,13,0,0,3,0,0,0,2,,0.33,0.0,5.8,
柴田真果,2017-03,JTマーヴェラス,19,3,2,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
栄絵里香,2017-02,久光製薬スプリングス,11,8,10,0,0,0,,,0,0,0,0,14,0,0,4,0,0,0,0,,0.0,0.0,7.1,
栄絵里香,2017-03,久光製薬スプリングス,11,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
栗原恵,2017-02,日立リヴァーレ,11,8,7,54,18,2,33.3,29.6,7,1,0,0,18,1,0,6,7,2,0,19,14.3,2.57,0.0,13.9,28.6
栗原恵,2017-03,日立リヴァーレ,11,3,3,25,8,1,32.0,28.0,5,1,0,0,11,0,0,5,0,0,0,8,20.0,2.67,0.0,11.4,
森谷史佳,2017-02,久光製薬スプリングス,14,4,6,0,0,0,,,0,0,0,0,6,0,1,2,0,0,0,0,,0.0,0.0,4.2,
榊原美沙都,2017-02,トヨタ車体クインシーズ,8,8,15,0,0,0,,,0,0,0,0,0,0,0,0,95,63,0,0,,0.0,0.0,,66.3
榊原美沙都,2017-03,トヨタ車体クインシーズ,8,3,4,0,0,0,,,0,0,0,0,0,0,0,0,25,14,0,0,,0.0,0.0,,56.0
橘井友香,2017-02,JTマーヴェラス,14,8,16,153,42,6,27.5,23.5,4,1,0,1,62,2,4,23,89,59,0,45,25.0,2.62,0.06,10.9,66.3
橘井友香,2017-03,JTマーヴェラス,14,3,5,47,11,5,23.4,12.8,1,0,0,1,19,1,2,11,40,20,0,13,0.0,2.2,0.2,17.1,50.0
正里菜,2017-02,NECレッドロケッツ,9,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
正里菜,2017-03,NECレッドロケッツ,9,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
比金桃子,2017-02,トヨタ車体クインシーズ,4,8,15,1,1,0,100.0,100.0,0,0,0,1,60,0,2,17,0,0,0,2,,0.07,0.07,6.2,
比金桃子,2017-03,トヨタ車体クインシーズ,4,3,4,0,0,0,,,0,0,0,0,11,0,0,6,0,0,0,0,,0.0,0.0,13.6,
水田祐未,2017-02,久光製薬スプリングス,5,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
水田祐未,2017-03,久光製薬スプリングス,5,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡邊久惠,2017-02,日立リヴァーレ,9,8,13,179,70,8,39.1,34.6,29,10,1,1,38,1,4,7,0,0,0,72,34.5,5.38,0.08,4.6,
渡邊久惠,2017-03,日立リヴァーレ,9,3,3,36,10,2,27.8,22.2,9,2,1,0,5,0,1,2,0,0,0,10,22.2,3.33,0.0,5.0,
田中瑞稀,2017-02,JTマーヴェラス,11,8,16,239,77,10,32.2,28.0,39,10,4,3,66,4,4,25,42,27,0,84,25.6,4.81,0.19,14.0,64.3
田中瑞稀,2017-03,JTマーヴェラス,11,3,5,62,21,4,33.9,27.4,8,4,0,0,18,0,2,8,10,5,0,21,50.0,4.2,0.0,8.3,50.0
田中美咲,2017-02,JTマーヴェラス,7,8,15,6,2,1,33.3,16.7,0,0,0,1,35,0,1,8,3,1,0,3,,0.13,0.07,5.0,33.3
田中美咲,2017-03,JTマーヴェラス,7,3,5,1,1,0,100.0,100.0,0,0,0,1,19,0,1,6,0,0,0,2,,0.2,0.2,6.6,
田代佳奈美,2017-02,東レアローズ,5,6,15,11,9,0,81.8,81.8,0,0,0,5,49,1,3,14,0,0,0,15,,0.6,0.33,7.7,
田代佳奈美,2017-03,東レアローズ,5,6,8,3,2,0,66.7,66.7,0,0,0,2,21,1,3,5,1,0,0,5,,0.25,0.25,7.1,0.0
白井美沙紀,2017-02,東レアローズ,14,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
白井美沙紀,2017-03,東レアローズ,14,6,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
石井優希,2017-02,久光製薬スプリングス,6,8,19,204,71,7,34.8,31.4,14,1,1,3,74,0,5,26,165,108,0,74,7.1,3.74,0.16,7.1,65.5
石井優希,2017-03,久光製薬スプリングス,6,3,3,42,9,0,21.4,21.4,2,1,0,0,10,0,1,5,44,29,0,9,50.0,3.0,0.0,10.0,65.9
石橋里紗,2017-03,久光製薬スプリングス,23,3,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
竹内あか里,2017-02,トヨタ車体クインシーズ,11,8,9,0,0,0,,,0,0,0,0,17,2,3,4,0,0,0,2,,0.0,0.0,13.2,
竹内あか里,2017-03,トヨタ車体クインシーズ,11,3,1,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
竹田沙希,2017-02,トヨタ車体クインシーズ,1,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹田沙希,2017-03,トヨタ車体クインシーズ,1,3,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
筒井さやか,2017-02,久光製薬スプリングス,20,8,19,0,0,0,,,0,0,0,0,0,0,0,0,105,72,0,0,,0.0,0.0,,68.6
筒井さやか,2017-03,久光製薬スプリングス,20,3,3,0,0,0,,,0,0,0,0,0,0,0,0,11,3,0,0,,0.0,0.0,,27.3
篠原沙耶香,2017-02,NECレッドロケッツ,17,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川絢加,2017-02,トヨタ車体クインシーズ,15,8,3,1,1,0,100.0,100.0,0,0,0,0,5,0,0,2,0,0,0,1,,0.33,0.0,10.0,
細川絢加,2017-03,トヨタ車体クインシーズ,15,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芥川愛加,2017-02,JTマーヴェラス,1,8,5,4,1,0,25.0,25.0,0,0,0,0,1,0,0,1,1,0,0,1,,0.2,0.0,25.0,0.0
芥川愛加,2017-03,JTマーヴェラス,1,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芳賀舞波,2017-02,日立リヴァーレ,19,8,11,7,3,0,42.9,42.9,0,0,0,1,19,0,2,6,2,2,0,4,,0.27,0.09,5.3,100.0
芳賀舞波,2017-03,日立リヴァーレ,19,3,2,8,3,1,37.5,25.0,0,0,0,1,7,0,0,2,0,0,0,4,,1.5,0.5,7.1,
荒木絵里香,2017-02,トヨタ車体クインシーズ,6,8,15,76,30,4,39.5,34.2,0,0,0,21,64,2,4,19,2,0,0,53,,2.0,1.4,9.0,0.0
荒木絵里香,2017-03,トヨタ車体クインシーズ,6,3,4,18,5,2,27.8,16.7,0,0,0,1,14,2,2,7,4,2,0,8,,1.25,0.25,23.2,50.0
辻彩乃,2017-02,トヨタ車体クインシーズ,9,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
辻彩乃,2017-03,トヨタ車体クインシーズ,9,3,2,0,0,0,,,0,0,0,0,4,0,0,3,0,0,0,0,,0.0,0.0,18.8,
近江あかり,2017-02,NECレッドロケッツ,6,6,10,79,29,2,36.7,34.2,8,2,0,3,42,2,2,11,46,28,0,34,25.0,2.9,0.3,10.1,60.9
近江あかり,2017-03,NECレッドロケッツ,6,6,7,53,20,2,37.7,34.0,1,0,0,3,21,0,1,9,29,15,0,23,0.0,2.86,0.43,9.5,51.7
迫田さおり,2017-02,東レアローズ,3,6,15,161,46,10,28.6,22.4,17,4,4,5,36,1,2,12,2,0,0,52,23.5,3.07,0.33,9.7,0.0
迫田さおり,2017-03,東レアローズ,3,6,8,58,18,7,31.0,19.0,12,3,3,1,22,1,0,10,1,0,0,20,25.0,2.25,0.12,15.9,0.0
遠井萌仁,2017-02,日立リヴァーレ,12,8,14,100,35,6,35.0,29.0,8,3,0,0,50,0,4,13,98,62,0,35,37.5,2.5,0.0,4.5,63.3
遠井萌仁,2017-03,日立リヴァーレ,12,3,5,32,9,4,28.1,15.6,3,2,1,2,21,0,2,9,42,22,0,11,66.7,1.8,0.4,8.3,52.4
野本梨佳,2017-02,久光製薬スプリングス,8,8,15,12,5,0,41.7,41.7,0,0,0,0,0,0,0,0,0,0,0,5,,0.33,0.0,,
野本梨佳,2017-03,久光製薬スプリングス,8,3,3,9,4,0,44.4,44.4,0,0,0,0,2,0,0,0,2,1,0,4,,1.33,0.0,0.0,50.0
野村明日香,2017-02,東レアローズ,9,6,12,3,0,0,0.0,0.0,0,0,0,0,16,0,1,4,13,8,0,0,,0.0,0.0,4.7,61.5
野村明日香,2017-03,東レアローズ,9,6,7,12,4,1,33.3,25.0,0,0,0,0,14,0,1,9,13,4,0,4,,0.57,0.0,14.3,30.8
金杉由香,2017-02,JTマーヴェラス,9,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
金杉由香,2017-03,JTマーヴェラス,9,3,1,3,1,2,33.3,-33.3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
長内美和子,2017-02,日立リヴァーレ,21,8,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,0,,0.0,0.0,0.0,
長内美和子,2017-03,日立リヴァーレ,21,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
長岡望悠,2017-02,久光製薬スプリングス,1,8,19,219,85,7,38.8,35.6,70,21,0,5,58,5,4,17,3,3,0,95,30.0,4.47,0.26,14.2,100.0
長岡望悠,2017-03,久光製薬スプリングス,1,3,2,27,10,0,37.0,37.0,9,3,0,0,9,0,0,3,0,0,0,10,33.3,5.0,0.0,8.3,
間橋香織,2017-02,日立リヴァーレ,1,8,5,37,19,1,51.4,48.6,3,2,0,0,16,1,2,7,14,4,0,20,66.7,3.8,0.0,14.1,28.6
間橋香織,2017-03,日立リヴァーレ,1,3,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
高橋昌美,2017-02,JTマーヴェラス,2,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋昌美,2017-03,JTマーヴェラス,2,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋沙織,2017-02,トヨタ車体クインシーズ,3,8,15,141,40,7,28.4,23.4,19,3,2,8,51,0,4,7,87,52,0,48,15.8,2.67,0.53,1.5,59.8
高橋沙織,2017-03,トヨタ車体クインシーズ,3,3,4,21,6,3,28.6,14.3,1,0,1,2,16,0,0,1,24,12,0,8,0.0,1.5,0.5,1.6,50.0
鳥越未玖,2017-02,NECレッドロケッツ,8,6,10,0,0,0,,,0,0,0,0,0,0,0,0,63,42,0,0,,0.0,0.0,,66.7
鳥越未玖,2017-03,NECレッドロケッツ,8,6,7,0,0,0,,,0,0,0,0,0,0,0,0,21,14,0,0,,0.0,0.0,,66.7
齋藤加奈子,2017-02,日立リヴァーレ,7,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
齋藤加奈子,2017-03,日立リヴァーレ,7,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
