名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊藤望,東レアローズ,10,12,4,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.25,0.0,,
位田愛,JTマーヴェラス,5,11,1,13,3,1,23.1,15.4,0,0,0,0,3,0,0,1,9,4,0,3,,3.0,0.0,8.3,44.4
佐藤あり紗,日立リヴァーレ,5,11,22,0,0,0,,,0,0,0,0,0,0,0,0,112,80,0,0,,0.0,0.0,,71.4
佐藤美弥,日立リヴァーレ,8,11,22,9,4,0,44.4,44.4,1,0,0,3,72,2,9,19,1,0,0,9,0.0,0.18,0.14,6.2,0.0
内瀬戸真実,日立リヴァーレ,10,11,22,181,50,10,27.6,22.1,3,0,0,5,73,0,4,33,142,97,0,55,0.0,2.27,0.23,9.9,68.3
加藤光,久光製薬スプリングス,25,4,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
古藤千鶴,久光製薬スプリングス,2,11,5,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,0,,0.0,0.0,8.3,
古賀紗理那,NECレッドロケッツ,2,12,17,182,64,11,35.2,29.1,29,7,3,8,49,3,5,9,163,113,0,75,24.1,3.76,0.47,8.2,69.3
堀川真理,東レアローズ,7,12,23,244,82,17,33.6,26.6,47,18,3,3,88,6,9,13,2,1,0,91,38.3,3.57,0.13,8.0,50.0
大野果奈,NECレッドロケッツ,5,12,17,95,46,5,48.4,43.2,0,0,0,3,63,3,8,17,10,10,0,52,,2.71,0.18,8.3,100.0
大野果歩,東レアローズ,8,12,23,53,26,2,49.1,45.3,0,0,0,6,103,3,10,31,5,5,0,35,,1.13,0.26,8.0,100.0
奥村麻依,JTマーヴェラス,3,11,21,130,49,3,37.7,35.4,0,0,0,18,65,1,1,13,13,10,0,68,,2.33,0.86,6.2,76.9
安井由香子,トヨタ車体クインシーズ,19,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
安藤典莉子,JTマーヴェラス,12,4,1,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
家高七央子,NECレッドロケッツ,13,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
寺井有美,JTマーヴェラス,8,11,21,63,30,5,47.6,39.7,0,0,0,7,61,0,1,15,1,0,0,37,,1.43,0.33,5.7,0.0
小山綾菜,NECレッドロケッツ,12,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小幡真子,JTマーヴェラス,15,11,21,0,0,0,,,0,0,0,0,0,0,0,0,117,81,0,0,,0.0,0.0,,69.2
小池杏菜,日立リヴァーレ,18,11,9,0,0,0,,,0,0,0,0,0,0,0,0,12,9,0,0,,0.0,0.0,,75.0
小田桃香,トヨタ車体クインシーズ,10,11,19,111,37,3,33.3,30.6,0,0,0,2,65,2,2,18,146,83,0,41,,1.95,0.11,9.2,56.8
山内美咲,NECレッドロケッツ,19,12,15,1,0,0,0.0,0.0,1,0,0,0,23,1,5,11,0,0,0,1,0.0,0.0,0.0,10.9,
山口かなめ,NECレッドロケッツ,4,12,17,6,2,0,33.3,33.3,0,0,0,1,79,7,4,34,0,0,0,10,,0.12,0.06,18.4,
山田真里,トヨタ車体クインシーズ,12,11,3,1,0,0,0.0,0.0,1,0,0,0,5,0,1,1,11,6,0,0,0.0,0.0,0.0,0.0,54.5
岩坂名奈,久光製薬スプリングス,4,11,22,70,22,2,31.4,28.6,0,0,0,11,76,2,2,22,9,8,0,35,,1.0,0.5,9.2,88.9
岩崎紗也加,NECレッドロケッツ,10,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
峯村沙紀,東レアローズ,4,6,3,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
島村春世,NECレッドロケッツ,7,12,12,54,19,0,35.2,35.2,0,0,0,6,37,1,2,13,2,1,0,26,,1.58,0.5,10.1,50.0
平松美有紀,トヨタ車体クインシーズ,5,11,19,50,23,2,46.0,42.0,0,0,0,6,37,1,3,3,4,3,0,30,,1.21,0.32,2.7,75.0
廣瀬七海,NECレッドロケッツ,18,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸江真奈,久光製薬スプリングス,18,11,22,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,0,,0.0,0.0,,0.0
斎田杏,日立リヴァーレ,17,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,久光製薬スプリングス,3,11,22,204,75,7,36.8,33.3,3,1,0,1,73,1,4,22,92,70,0,77,33.3,3.41,0.05,7.5,76.1
木村沙織,東レアローズ,2,12,23,211,76,14,36.0,29.4,8,2,1,9,78,0,6,27,156,114,0,85,25.0,3.3,0.39,6.7,73.1
木村美里,東レアローズ,6,12,23,0,0,0,,,0,0,0,0,0,0,0,0,248,156,0,0,,0.0,0.0,,62.9
杉原若葉,東レアローズ,11,12,1,6,1,0,16.7,16.7,0,0,0,0,2,0,1,0,0,0,0,1,,1.0,0.0,-12.5,
村永奈央,トヨタ車体クインシーズ,13,11,3,14,4,0,28.6,28.6,1,0,0,0,5,0,0,1,18,8,0,4,0.0,1.33,0.0,5.0,44.4
柳田光綺,NECレッドロケッツ,15,12,15,46,12,5,26.1,15.2,16,4,2,0,17,0,2,11,1,1,0,12,25.0,0.8,0.0,13.2,100.0
柴田真果,JTマーヴェラス,19,11,8,2,2,0,100.0,100.0,0,0,0,0,18,0,0,5,0,0,0,2,,0.25,0.0,6.9,
栄絵里香,久光製薬スプリングス,11,11,11,0,0,0,,,0,0,0,0,15,0,0,4,0,0,0,0,,0.0,0.0,6.7,
栗原恵,日立リヴァーレ,11,11,10,79,26,3,32.9,29.1,12,2,0,0,29,1,0,11,7,2,0,27,16.7,2.6,0.0,12.9,28.6
森谷史佳,久光製薬スプリングス,14,4,6,0,0,0,,,0,0,0,0,6,0,1,2,0,0,0,0,,0.0,0.0,4.2,
榊原美沙都,トヨタ車体クインシーズ,8,11,19,0,0,0,,,0,0,0,0,0,0,0,0,120,77,0,0,,0.0,0.0,,64.2
橘井友香,JTマーヴェラス,14,11,21,200,53,11,26.5,21.0,5,1,0,2,81,3,6,34,129,79,0,58,20.0,2.52,0.1,12.3,61.2
正里菜,NECレッドロケッツ,9,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
比金桃子,トヨタ車体クインシーズ,4,11,19,1,1,0,100.0,100.0,0,0,0,1,71,0,2,23,0,0,0,2,,0.05,0.05,7.4,
水田祐未,久光製薬スプリングス,5,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡邊久惠,日立リヴァーレ,9,11,16,215,80,10,37.2,32.6,38,12,2,1,43,1,5,9,0,0,0,82,31.6,5.0,0.06,4.7,
田中瑞稀,JTマーヴェラス,11,11,21,301,98,14,32.6,27.9,47,14,4,3,84,4,6,33,52,32,0,105,29.8,4.67,0.14,12.8,61.5
田中美咲,JTマーヴェラス,7,11,20,7,3,1,42.9,28.6,0,0,0,2,54,0,2,14,3,1,0,5,,0.15,0.1,5.6,33.3
田代佳奈美,東レアローズ,5,12,23,14,11,0,78.6,78.6,0,0,0,7,70,2,6,19,1,0,0,20,,0.48,0.3,7.5,0.0
白井美沙紀,東レアローズ,14,12,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
石井優希,久光製薬スプリングス,6,11,22,246,80,7,32.5,29.7,16,2,1,3,84,0,6,31,209,137,0,83,12.5,3.64,0.14,7.4,65.6
石橋里紗,久光製薬スプリングス,23,3,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
竹内あか里,トヨタ車体クインシーズ,11,11,10,0,0,0,,,0,0,0,0,19,2,4,4,0,0,0,2,,0.0,0.0,10.5,
竹田沙希,トヨタ車体クインシーズ,1,11,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
筒井さやか,久光製薬スプリングス,20,11,22,0,0,0,,,0,0,0,0,0,0,0,0,116,75,0,0,,0.0,0.0,,64.7
篠原沙耶香,NECレッドロケッツ,17,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川絢加,トヨタ車体クインシーズ,15,11,3,1,1,0,100.0,100.0,0,0,0,0,5,0,0,2,0,0,0,1,,0.33,0.0,10.0,
芥川愛加,JTマーヴェラス,1,11,5,4,1,0,25.0,25.0,0,0,0,0,1,0,0,1,1,0,0,1,,0.2,0.0,25.0,0.0
芳賀舞波,日立リヴァーレ,19,11,13,15,6,1,40.0,33.3,0,0,0,2,26,0,2,8,2,2,0,8,,0.46,0.15,5.8,100.0
荒木絵里香,トヨタ車体クインシーズ,6,11,19,94,35,6,37.2,30.9,0,0,0,22,78,4,6,26,6,2,0,61,,1.84,1.16,11.5,33.3
辻彩乃,トヨタ車体クインシーズ,9,11,2,0,0,0,,,0,0,0,0,4,0,0,3,0,0,0,0,,0.0,0.0,18.8,
近江あかり,NECレッドロケッツ,6,12,17,132,49,4,37.1,34.1,9,2,0,6,63,2,3,20,75,43,0,57,22.2,2.88,0.35,9.9,57.3
迫田さおり,東レアローズ,3,12,23,219,64,17,29.2,21.5,29,7,7,6,58,2,2,22,3,0,0,72,24.1,2.78,0.26,12.1,0.0
遠井萌仁,日立リヴァーレ,12,11,19,132,44,10,33.3,25.8,11,5,1,2,71,0,6,22,140,84,0,46,45.5,2.32,0.11,5.6,60.0
野本梨佳,久光製薬スプリングス,8,11,18,21,9,0,42.9,42.9,0,0,0,0,2,0,0,0,2,1,0,9,,0.5,0.0,0.0,50.0
野村明日香,東レアローズ,9,12,19,15,4,1,26.7,20.0,0,0,0,0,30,0,2,13,26,12,0,4,,0.21,0.0,9.2,46.2
金杉由香,JTマーヴェラス,9,7,1,3,1,2,33.3,-33.3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
長内美和子,日立リヴァーレ,21,11,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,0,,0.0,0.0,0.0,
長岡望悠,久光製薬スプリングス,1,11,21,246,95,7,38.6,35.8,79,24,0,5,67,5,4,20,3,3,0,105,30.4,4.52,0.24,13.4,100.0
間橋香織,日立リヴァーレ,1,11,6,38,19,1,50.0,47.4,3,2,0,0,16,1,2,7,15,4,0,20,66.7,3.17,0.0,14.1,26.7
高橋昌美,JTマーヴェラス,2,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋沙織,トヨタ車体クインシーズ,3,11,19,162,46,10,28.4,22.2,20,3,3,10,67,0,4,8,111,64,0,56,15.0,2.42,0.53,1.5,57.7
鳥越未玖,NECレッドロケッツ,8,12,17,0,0,0,,,0,0,0,0,0,0,0,0,84,56,0,0,,0.0,0.0,,66.7
齋藤加奈子,日立リヴァーレ,7,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
