名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
傳田亮太,2020-12,ウルフドッグス名古屋,11,2,1,1,0,100.0,100.0,0,0,0,0,4,0,0,2,12.5,0,0,0,1,,0.5,0.0,
兒玉康成,2020-10,パナソニックパンサーズ,21,3,4,1,0,25.0,25.0,0,0,0,5,5,1,1,0,15.0,0,0,0,7,,0.33,1.67,
兒玉康成,2020-11,パナソニックパンサーズ,21,6,7,4,1,57.1,42.9,0,0,0,2,12,0,1,0,-2.1,0,0,0,6,,0.67,0.33,
兒玉康成,2020-12,パナソニックパンサーズ,21,3,8,7,1,87.5,75.0,0,0,0,4,13,0,0,3,5.8,0,0,0,11,,2.33,1.33,
兒玉康成,2021-01,パナソニックパンサーズ,21,1,0,0,0,,,0,0,0,1,2,0,0,1,12.5,0,0,0,1,,0.0,1.0,
兒玉康成,2021-02,パナソニックパンサーズ,21,9,19,10,0,52.6,52.6,0,0,0,3,22,0,1,2,1.1,2,0,2,13,,1.11,0.33,50.0
兒玉康成,2021-03,パナソニックパンサーズ,21,1,0,0,0,,,0,0,0,0,1,0,0,1,25.0,0,0,0,0,,0.0,0.0,
八子大輔,2020-10,JTサンダーズ広島,7,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,1,25.0,0,0,0,1,,1.0,0.0,
八子大輔,2020-11,JTサンダーズ広島,7,17,60,31,6,51.7,41.7,14,6,3,0,29,1,6,3,0.9,0,0,0,32,42.9,1.82,0.0,
八子大輔,2020-12,JTサンダーズ広島,7,6,21,10,1,47.6,42.9,3,1,1,3,7,0,1,2,3.6,0,0,0,13,33.3,1.67,0.5,
八子大輔,2021-02,JTサンダーズ広島,7,1,8,4,1,50.0,37.5,1,0,1,0,3,0,0,2,16.7,0,0,0,4,0.0,4.0,0.0,
八子大輔,2021-03,JTサンダーズ広島,7,2,8,2,0,25.0,25.0,0,0,0,0,1,0,1,0,-25.0,6,2,2,2,,1.0,0.0,50.0
出耒田敬,2020-10,堺ブレイザーズ,7,19,60,35,3,58.3,53.3,0,0,0,15,56,1,18,15,0.4,1,0,1,51,,1.84,0.79,50.0
出耒田敬,2020-11,堺ブレイザーズ,7,29,87,52,2,59.8,57.5,0,0,0,12,69,2,22,10,-1.4,3,0,1,66,,1.79,0.41,16.7
出耒田敬,2020-12,堺ブレイザーズ,7,9,27,17,1,63.0,59.3,0,0,0,3,23,1,3,7,8.7,0,0,0,21,,1.89,0.33,
出耒田敬,2021-01,堺ブレイザーズ,7,24,69,40,4,58.0,52.2,0,0,0,5,68,1,7,14,4.0,0,0,0,46,,1.67,0.21,
出耒田敬,2021-02,堺ブレイザーズ,7,17,47,23,1,48.9,46.8,0,0,0,7,44,3,2,12,12.5,0,0,0,33,,1.35,0.41,
出耒田敬,2021-03,堺ブレイザーズ,7,7,19,8,1,42.1,36.8,0,0,0,1,25,2,4,7,11.0,1,0,0,11,,1.14,0.14,0.0
前田一誠,2020-10,ウルフドッグス名古屋,5,18,6,2,0,33.3,33.3,0,0,0,7,77,1,4,14,4.5,3,0,0,10,,0.11,0.39,0.0
前田一誠,2020-11,ウルフドッグス名古屋,5,26,5,2,0,40.0,40.0,0,0,0,5,112,0,6,24,4.0,0,0,0,7,,0.08,0.19,
前田一誠,2020-12,ウルフドッグス名古屋,5,8,0,0,0,,,0,0,0,2,29,0,2,8,5.2,3,0,0,2,,0.0,0.25,0.0
前田一誠,2021-01,ウルフドッグス名古屋,5,21,5,3,0,60.0,60.0,0,0,0,3,97,2,4,18,5.7,1,0,0,8,,0.14,0.14,0.0
前田一誠,2021-02,ウルフドッグス名古屋,5,20,3,0,0,0.0,0.0,0,0,0,3,81,1,3,17,5.6,0,0,0,4,,0.0,0.15,
前田一誠,2021-03,ウルフドッグス名古屋,5,14,3,1,1,33.3,0.0,0,0,0,1,55,0,3,8,2.3,2,0,0,2,,0.07,0.07,0.0
加藤久典,2020-10,サントリーサンバーズ,14,4,3,1,0,33.3,33.3,0,0,0,0,7,0,0,2,7.1,0,0,0,1,,0.25,0.0,
加藤久典,2020-11,サントリーサンバーズ,14,7,7,3,0,42.9,42.9,0,0,0,3,18,0,3,3,0.0,0,0,0,6,,0.43,0.43,
加藤久典,2021-01,サントリーサンバーズ,14,16,28,18,1,64.3,60.7,0,0,0,5,58,0,3,11,3.4,3,0,1,23,,1.12,0.31,16.7
加藤久典,2021-02,サントリーサンバーズ,14,12,21,10,3,47.6,33.3,0,0,0,5,32,2,1,6,10.2,0,0,0,17,,0.83,0.42,
加藤久典,2021-03,サントリーサンバーズ,14,1,0,0,0,,,0,0,0,0,2,0,0,0,0.0,1,0,1,0,,0.0,0.0,50.0
勝将哉,2020-10,大分三好ヴァイセアドラー,4,2,6,3,1,50.0,33.3,0,0,0,0,3,0,1,0,-8.3,13,2,2,3,,1.5,0.0,23.1
勝将哉,2020-11,大分三好ヴァイセアドラー,4,13,70,34,4,48.6,42.9,8,3,0,4,40,1,4,4,2.5,84,26,27,39,37.5,2.62,0.31,47.0
勝将哉,2020-12,大分三好ヴァイセアドラー,4,9,47,27,0,57.4,57.4,4,4,0,1,20,0,2,0,-2.5,58,18,18,28,100.0,3.0,0.11,46.6
勝将哉,2021-01,大分三好ヴァイセアドラー,4,9,46,18,1,39.1,37.0,6,2,0,0,26,4,3,3,15.4,50,11,7,22,33.3,2.0,0.0,29.0
勝将哉,2021-02,大分三好ヴァイセアドラー,4,6,26,5,2,19.2,11.5,4,2,0,0,17,0,1,2,1.5,28,6,9,5,50.0,0.83,0.0,37.5
勝将哉,2021-03,大分三好ヴァイセアドラー,4,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
勝岡将斗,2020-11,ウルフドッグス名古屋,23,1,0,0,0,,,0,0,0,0,1,0,0,1,25.0,0,0,0,0,,0.0,0.0,
勝岡将斗,2020-12,ウルフドッグス名古屋,23,2,0,0,0,,,0,0,0,0,2,0,1,1,0.0,0,0,0,0,,0.0,0.0,
千々木駿介,2020-10,堺ブレイザーズ,10,17,47,18,2,38.3,34.0,14,7,0,5,28,1,5,9,7.1,29,8,4,24,50.0,1.06,0.29,34.5
千々木駿介,2020-11,堺ブレイザーズ,10,17,60,25,2,41.7,38.3,16,8,2,2,26,0,5,7,1.9,24,9,5,27,50.0,1.47,0.12,47.9
千々木駿介,2020-12,堺ブレイザーズ,10,8,31,10,0,32.3,32.3,6,2,0,0,12,0,4,5,2.1,0,0,0,10,33.3,1.25,0.0,
千々木駿介,2021-01,堺ブレイザーズ,10,18,3,1,0,33.3,33.3,0,0,0,1,0,0,0,0,,0,0,0,2,,0.06,0.06,
千々木駿介,2021-02,堺ブレイザーズ,10,19,84,40,6,47.6,40.5,34,18,4,6,43,0,3,10,4.1,0,0,0,46,52.9,2.11,0.32,
千々木駿介,2021-03,堺ブレイザーズ,10,6,6,2,0,33.3,33.3,0,0,0,1,1,0,0,1,25.0,0,0,0,3,,0.33,0.17,
古賀健太,2020-10,大分三好ヴァイセアドラー,18,13,60,20,10,33.3,16.7,16,8,4,1,14,0,4,3,-1.8,0,0,0,21,50.0,1.54,0.08,
古賀健太,2020-11,大分三好ヴァイセアドラー,18,18,12,9,1,75.0,66.7,9,6,1,2,5,1,3,1,10.0,0,0,0,12,66.7,0.5,0.11,
古賀健太,2020-12,大分三好ヴァイセアドラー,18,9,28,12,3,42.9,32.1,7,3,0,2,17,1,2,4,8.8,0,0,0,15,42.9,1.33,0.22,
古賀健太,2021-01,大分三好ヴァイセアドラー,18,18,48,22,1,45.8,43.8,16,8,1,0,9,0,4,0,-11.1,0,0,0,22,50.0,1.22,0.0,
古賀健太,2021-02,大分三好ヴァイセアドラー,18,22,22,10,1,45.5,40.9,7,5,1,0,5,0,5,0,-25.0,0,0,0,10,71.4,0.45,0.0,
古賀健太,2021-03,大分三好ヴァイセアドラー,18,12,1,1,0,100.0,100.0,0,0,0,0,1,0,1,0,-25.0,0,0,0,1,,0.08,0.0,
古賀太一郎,2020-10,FC東京,10,17,0,0,0,,,0,0,0,0,0,0,0,0,,86,48,23,0,,0.0,0.0,69.2
古賀太一郎,2020-11,FC東京,10,29,0,0,0,,,0,0,0,0,0,0,0,0,,124,62,33,0,,0.0,0.0,63.3
古賀太一郎,2020-12,FC東京,10,10,0,0,0,,,0,0,0,0,0,0,0,0,,48,28,10,0,,0.0,0.0,68.8
古賀太一郎,2021-01,FC東京,10,21,0,0,0,,,0,0,0,0,0,0,0,0,,114,62,28,0,,0.0,0.0,66.7
古賀太一郎,2021-02,FC東京,10,30,0,0,0,,,0,0,0,0,0,0,0,0,,141,75,30,0,,0.0,0.0,63.8
古賀太一郎,2021-03,FC東京,10,11,0,0,0,,,0,0,0,0,0,0,0,0,,55,29,13,0,,0.0,0.0,64.5
合田心平,2020-10,JTサンダーズ広島,12,5,0,0,0,,,0,0,0,0,5,0,0,1,5.0,0,0,0,0,,0.0,0.0,
合田心平,2020-11,JTサンダーズ広島,12,10,2,0,0,0.0,0.0,0,0,0,0,8,0,0,1,3.1,0,0,0,0,,0.0,0.0,
合田心平,2020-12,JTサンダーズ広島,12,5,0,0,0,,,0,0,0,0,9,1,0,3,19.4,0,0,0,1,,0.0,0.0,
合田心平,2021-01,JTサンダーズ広島,12,5,0,0,0,,,0,0,0,0,9,0,0,1,2.8,0,0,0,0,,0.0,0.0,
合田心平,2021-02,JTサンダーズ広島,12,6,0,0,0,,,0,0,0,0,7,1,1,1,14.3,0,0,0,1,,0.0,0.0,
合田心平,2021-03,JTサンダーズ広島,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
唐川大志,2020-10,JTサンダーズ広島,15,15,0,0,0,,,0,0,0,0,0,0,0,0,,52,26,11,0,,0.0,0.0,60.6
唐川大志,2020-11,JTサンダーズ広島,15,30,0,0,0,,,0,0,0,0,0,0,0,0,,146,70,33,0,,0.0,0.0,59.2
唐川大志,2020-12,JTサンダーズ広島,15,8,0,0,0,,,0,0,0,0,0,0,0,0,,25,11,6,0,,0.0,0.0,56.0
唐川大志,2021-01,JTサンダーズ広島,15,24,0,0,0,,,0,0,0,0,0,0,0,0,,83,41,14,0,,0.0,0.0,57.8
唐川大志,2021-02,JTサンダーズ広島,15,29,0,0,0,,,0,0,0,0,0,0,0,0,,54,15,16,0,,0.0,0.0,42.6
唐川大志,2021-03,JTサンダーズ広島,15,13,0,0,0,,,0,0,0,0,0,0,0,0,,10,3,5,0,,0.0,0.0,55.0
喜入祥充,2020-10,サントリーサンバーズ,15,8,0,0,0,,,0,0,0,0,11,1,3,2,6.8,0,0,0,1,,0.0,0.0,
喜入祥充,2020-11,サントリーサンバーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
喜入祥充,2021-01,サントリーサンバーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
喜入祥充,2021-02,サントリーサンバーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
喜入祥充,2021-03,サントリーサンバーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
坂下純也,2021-02,JTサンダーズ広島,20,10,30,14,2,46.7,40.0,4,2,1,1,22,0,10,4,-6.8,49,29,6,15,50.0,1.4,0.1,65.3
堀江友裕,2020-11,堺ブレイザーズ,5,6,0,0,0,,,0,0,0,0,0,0,0,0,,3,1,0,0,,0.0,0.0,33.3
堀江友裕,2020-12,堺ブレイザーズ,5,4,0,0,0,,,0,0,0,0,0,0,0,0,,6,1,1,0,,0.0,0.0,25.0
堀江友裕,2021-01,堺ブレイザーズ,5,9,0,0,0,,,0,0,0,0,0,0,0,0,,5,1,0,0,,0.0,0.0,20.0
堀江友裕,2021-02,堺ブレイザーズ,5,13,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,30,13,9,0,,0.0,0.0,58.3
堀江友裕,2021-03,堺ブレイザーズ,5,2,0,0,0,,,0,0,0,0,0,0,0,0,,2,0,0,0,,0.0,0.0,0.0
塩田達也,2020-10,サントリーサンバーズ,12,19,40,21,1,52.5,50.0,0,0,0,3,52,1,14,10,0.0,9,3,3,25,,1.11,0.16,50.0
塩田達也,2020-11,サントリーサンバーズ,12,29,67,37,3,55.2,50.7,0,0,0,10,82,2,15,17,3.0,15,8,5,49,,1.28,0.34,70.0
塩田達也,2021-01,サントリーサンバーズ,12,22,58,32,4,55.2,48.3,0,0,0,11,72,1,9,17,4.2,6,1,3,44,,1.45,0.5,41.7
塩田達也,2021-02,サントリーサンバーズ,12,22,52,31,1,59.6,57.7,0,0,0,6,55,0,9,11,0.9,5,3,1,37,,1.41,0.27,70.0
塩田達也,2021-03,サントリーサンバーズ,12,9,30,15,3,50.0,40.0,0,0,0,5,26,1,3,10,10.6,4,3,1,21,,1.67,0.56,87.5
大宅真樹,2020-10,サントリーサンバーズ,9,20,8,3,0,37.5,37.5,0,0,0,5,86,2,19,18,2.0,0,0,0,10,,0.15,0.25,
大宅真樹,2020-11,サントリーサンバーズ,9,17,2,2,0,100.0,100.0,0,0,0,2,55,4,12,16,9.1,1,0,0,8,,0.12,0.12,0.0
大宅真樹,2021-01,サントリーサンバーズ,9,22,3,2,0,66.7,66.7,0,0,0,6,89,6,18,21,7.6,3,0,1,14,,0.09,0.27,16.7
大宅真樹,2021-02,サントリーサンバーズ,9,28,4,3,0,75.0,75.0,0,0,0,4,102,2,17,18,2.2,3,0,0,9,,0.11,0.14,0.0
大宅真樹,2021-03,サントリーサンバーズ,9,9,1,0,0,0.0,0.0,0,0,0,0,22,0,2,6,4.5,1,0,0,0,,0.0,0.0,0.0
大竹壱青,2020-10,パナソニックパンサーズ,4,6,16,7,1,43.8,37.5,1,1,0,0,3,1,1,0,25.0,0,0,0,8,100.0,1.17,0.0,
大竹壱青,2020-11,パナソニックパンサーズ,4,13,65,33,1,50.8,49.2,20,9,0,2,21,0,6,5,-1.2,0,0,0,35,45.0,2.54,0.15,
大竹壱青,2020-12,パナソニックパンサーズ,4,8,75,38,4,50.7,45.3,24,14,3,3,30,4,8,11,15.8,0,0,0,45,58.3,4.75,0.38,
大竹壱青,2021-01,パナソニックパンサーズ,4,11,73,35,8,47.9,37.0,26,12,1,2,29,2,6,8,8.6,3,1,1,39,46.2,3.18,0.18,50.0
大竹壱青,2021-02,パナソニックパンサーズ,4,10,64,34,6,53.1,43.8,22,10,2,1,31,1,7,8,4.0,0,0,0,36,45.5,3.4,0.1,
大竹壱青,2021-03,パナソニックパンサーズ,4,1,3,1,0,33.3,33.3,0,0,0,0,1,0,0,0,0.0,0,0,0,1,,1.0,0.0,
大西基之,2020-10,大分三好ヴァイセアドラー,5,7,13,5,2,38.5,23.1,0,0,0,2,13,0,0,1,1.9,1,0,0,7,,0.71,0.29,0.0
大西基之,2020-11,大分三好ヴァイセアドラー,5,3,4,2,0,50.0,50.0,0,0,0,0,9,1,0,1,13.9,0,0,0,3,,0.67,0.0,
大西基之,2020-12,大分三好ヴァイセアドラー,5,8,11,6,1,54.5,45.5,0,0,0,2,25,0,1,3,2.0,1,0,1,8,,0.75,0.25,50.0
大西基之,2021-01,大分三好ヴァイセアドラー,5,13,23,6,1,26.1,21.7,0,0,0,2,25,1,1,1,4.0,4,2,0,9,,0.46,0.15,50.0
大西基之,2021-02,大分三好ヴァイセアドラー,5,27,53,28,3,52.8,47.2,0,0,0,9,73,0,1,3,0.7,13,6,4,37,,1.04,0.33,61.5
大西基之,2021-03,大分三好ヴァイセアドラー,5,9,21,11,1,52.4,47.6,0,0,0,2,21,0,2,2,0.0,3,1,0,13,,1.22,0.22,33.3
季道帥,2020-11,サントリーサンバーズ,6,4,0,0,0,,,0,0,0,0,5,0,2,1,-5.0,0,0,0,0,,0.0,0.0,
季道帥,2021-01,サントリーサンバーズ,6,8,21,13,0,61.9,61.9,5,5,0,1,16,2,4,9,20.3,14,4,2,16,100.0,1.62,0.12,35.7
安永拓弥,2020-10,JTサンダーズ広島,1,3,10,7,0,70.0,70.0,0,0,0,0,5,0,1,0,-5.0,1,0,1,7,,2.33,0.0,50.0
安永拓弥,2020-11,JTサンダーズ広島,1,15,26,13,2,50.0,42.3,0,0,0,4,27,0,2,2,0.0,4,0,1,17,,0.87,0.27,12.5
安永拓弥,2020-12,JTサンダーズ広島,1,5,14,9,1,64.3,57.1,0,0,0,1,15,0,1,1,0.0,0,0,0,10,,1.8,0.2,
安永拓弥,2021-01,JTサンダーズ広島,1,14,28,13,1,46.4,42.9,0,0,0,3,29,0,5,2,-2.6,3,0,2,16,,0.93,0.21,33.3
安永拓弥,2021-02,JTサンダーズ広島,1,20,50,26,2,52.0,48.0,0,0,0,3,33,1,2,1,2.3,1,0,0,30,,1.3,0.15,0.0
安永拓弥,2021-03,JTサンダーズ広島,1,13,26,16,1,61.5,57.7,0,0,0,4,20,0,3,2,-1.2,2,2,0,20,,1.23,0.31,100.0
宮原和輝,2020-10,FC東京,22,3,0,0,0,,,0,0,0,0,5,0,0,2,10.0,1,0,1,0,,0.0,0.0,50.0
宮原和輝,2020-11,FC東京,22,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
宮原和輝,2021-02,FC東京,22,3,0,0,0,,,0,0,0,0,4,0,1,2,6.2,0,0,0,0,,0.0,0.0,
宮原貴人,2020-10,堺ブレイザーズ,3,11,15,7,1,46.7,40.0,5,1,1,0,4,1,1,1,25.0,0,0,0,8,20.0,0.64,0.0,
宮原貴人,2020-11,堺ブレイザーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
宮原貴人,2020-12,堺ブレイザーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
宮原貴人,2021-02,堺ブレイザーズ,3,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,,0,0,0,1,,1.0,0.0,
宮原貴人,2021-03,堺ブレイザーズ,3,6,51,17,4,33.3,25.5,21,11,3,1,21,2,6,6,9.5,0,0,0,20,52.4,2.83,0.17,
宮浦健人,2021-02,ジェイテクトSTINGS,15,10,7,4,0,57.1,57.1,1,0,0,0,13,2,2,5,21.2,0,0,0,6,0.0,0.4,0.0,
宮浦健人,2021-03,ジェイテクトSTINGS,15,9,2,2,0,100.0,100.0,1,1,0,0,10,1,1,3,15.0,0,0,0,3,100.0,0.22,0.0,
富松崇彰,2020-10,東レアローズ,1,12,27,18,1,66.7,63.0,0,0,0,9,37,2,3,6,7.4,2,1,1,29,,1.5,0.75,75.0
富松崇彰,2020-11,東レアローズ,1,10,30,17,2,56.7,50.0,0,0,0,8,29,1,1,8,9.5,3,2,0,26,,1.7,0.8,66.7
富松崇彰,2021-01,東レアローズ,1,10,29,16,1,55.2,51.7,0,0,0,3,22,0,3,2,-1.1,2,1,1,19,,1.6,0.3,75.0
富松崇彰,2021-02,東レアローズ,1,10,19,13,0,68.4,68.4,0,0,0,1,12,0,1,2,2.1,1,1,0,14,,1.3,0.1,100.0
富松崇彰,2021-03,東レアローズ,1,4,10,5,1,50.0,40.0,0,0,0,2,13,1,0,5,17.3,3,2,0,8,,1.25,0.5,66.7
富田将馬,2020-10,東レアローズ,9,19,116,53,8,45.7,38.8,14,4,3,4,72,5,12,16,8.3,146,72,43,62,28.6,2.79,0.21,64.0
富田将馬,2020-11,東レアローズ,9,28,152,74,12,48.7,40.8,21,8,0,4,111,7,21,29,8.1,176,97,39,85,38.1,2.64,0.14,66.2
富田将馬,2021-01,東レアローズ,9,21,96,38,5,39.6,34.4,11,5,0,2,87,6,16,21,8.3,150,87,40,46,45.5,1.81,0.1,71.3
富田将馬,2021-02,東レアローズ,9,33,173,88,9,50.9,45.7,19,9,1,10,127,6,31,40,6.5,279,146,65,104,47.4,2.67,0.3,64.0
富田将馬,2021-03,東レアローズ,9,13,82,42,7,51.2,42.7,7,2,0,1,43,1,9,16,6.4,97,49,24,44,28.6,3.23,0.08,62.9
専田和也,2020-11,パナソニックパンサーズ,12,2,0,0,0,,,0,0,0,0,3,0,1,1,0.0,0,0,0,0,,0.0,0.0,
専田和也,2020-12,パナソニックパンサーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
小宮雄一郎,2020-10,パナソニックパンサーズ,22,16,36,22,1,61.1,58.3,0,0,0,10,56,1,8,14,4.5,4,2,2,33,,1.38,0.62,75.0
小宮雄一郎,2020-11,パナソニックパンサーズ,22,27,50,32,0,64.0,64.0,0,0,0,10,77,1,11,21,4.5,5,3,1,43,,1.19,0.37,70.0
小宮雄一郎,2020-12,パナソニックパンサーズ,22,3,9,5,1,55.6,44.4,0,0,0,0,12,0,1,1,0.0,3,0,0,5,,1.67,0.0,0.0
小宮雄一郎,2021-01,パナソニックパンサーズ,22,19,44,21,1,47.7,45.5,0,0,0,11,53,3,9,16,9.0,5,1,1,35,,1.11,0.58,30.0
小宮雄一郎,2021-02,パナソニックパンサーズ,22,16,30,14,3,46.7,36.7,0,0,0,6,58,1,6,4,0.9,0,0,0,21,,0.88,0.38,
小宮雄一郎,2021-03,パナソニックパンサーズ,22,10,16,11,0,68.8,68.8,0,0,0,2,33,0,1,5,3.0,2,0,1,13,,1.1,0.2,25.0
小川智大,2020-10,ウルフドッグス名古屋,24,18,0,0,0,,,0,0,0,0,0,0,0,0,,84,59,13,0,,0.0,0.0,78.0
小川智大,2020-11,ウルフドッグス名古屋,24,26,0,0,0,,,0,0,0,0,0,0,0,0,,141,87,32,0,,0.0,0.0,73.0
小川智大,2020-12,ウルフドッグス名古屋,24,8,0,0,0,,,0,0,0,0,0,0,0,0,,32,15,9,0,,0.0,0.0,60.9
小川智大,2021-01,ウルフドッグス名古屋,24,21,0,0,0,,,0,0,0,0,0,0,0,0,,90,68,10,0,,0.0,0.0,81.1
小川智大,2021-02,ウルフドッグス名古屋,24,20,0,0,0,,,0,0,0,0,0,0,0,0,,95,57,26,0,,0.0,0.0,73.7
小川智大,2021-03,ウルフドッグス名古屋,24,14,0,0,0,,,0,0,0,0,0,0,0,0,,64,37,13,0,,0.0,0.0,68.0
小川猛,2020-11,サントリーサンバーズ,18,5,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
小川猛,2021-01,サントリーサンバーズ,18,3,9,7,0,77.8,77.8,0,0,0,0,11,1,3,3,9.1,0,0,0,8,,2.33,0.0,
小川猛,2021-02,サントリーサンバーズ,18,16,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
小川猛,2021-03,サントリーサンバーズ,18,5,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,,0,0,0,1,,0.2,0.0,
小林光輝,2020-10,ジェイテクトSTINGS,10,7,2,1,0,50.0,50.0,0,0,0,1,17,0,5,5,0.0,0,0,0,2,,0.14,0.14,
小林光輝,2020-11,ジェイテクトSTINGS,10,7,2,1,0,50.0,50.0,0,0,0,0,13,1,1,2,9.6,0,0,0,2,,0.14,0.0,
小林光輝,2020-12,ジェイテクトSTINGS,10,8,1,0,0,0.0,0.0,0,0,0,1,23,0,1,2,1.1,1,1,0,1,,0.0,0.12,100.0
小林光輝,2021-01,ジェイテクトSTINGS,10,2,0,0,0,,,0,0,0,0,1,0,0,1,25.0,0,0,0,0,,0.0,0.0,
小林光輝,2021-02,ジェイテクトSTINGS,10,6,0,0,0,,,0,0,0,1,3,0,0,0,0.0,0,0,0,1,,0.0,0.17,
小林光輝,2021-03,ジェイテクトSTINGS,10,2,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
小池勇輝,2020-10,堺ブレイザーズ,12,6,0,0,0,,,0,0,0,0,6,0,4,1,-12.5,1,0,0,0,,0.0,0.0,0.0
小池勇輝,2020-11,堺ブレイザーズ,12,12,0,0,0,,,0,0,0,0,11,1,4,2,4.5,5,1,1,1,,0.0,0.0,30.0
小池勇輝,2021-01,堺ブレイザーズ,12,3,0,0,0,,,0,0,0,0,4,0,2,0,-12.5,0,0,0,0,,0.0,0.0,
小池勇輝,2021-02,堺ブレイザーズ,12,13,0,0,0,,,0,0,0,0,9,0,2,1,-2.8,5,2,2,0,,0.0,0.0,60.0
小池勇輝,2021-03,堺ブレイザーズ,12,4,0,0,0,,,0,0,0,0,2,0,0,1,12.5,5,2,0,0,,0.0,0.0,40.0
小澤宙輝,2020-10,東レアローズ,17,9,79,38,4,48.1,43.0,34,13,3,0,35,1,7,13,7.1,0,0,0,39,38.2,4.22,0.0,
小澤宙輝,2020-11,東レアローズ,17,8,60,27,4,45.0,38.3,10,5,1,2,28,4,4,9,18.8,24,9,7,33,50.0,3.38,0.25,52.1
小澤宙輝,2021-01,東レアローズ,17,17,82,42,2,51.2,48.8,13,5,1,3,54,5,15,22,12.5,59,22,17,50,38.5,2.47,0.18,51.7
小澤宙輝,2021-02,東レアローズ,17,17,57,25,4,43.9,36.8,7,4,2,8,51,1,9,18,6.4,72,26,15,34,57.1,1.47,0.47,46.5
小澤宙輝,2021-03,東レアローズ,17,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
小田嶋大貴,2021-01,FC東京,12,19,16,9,0,56.2,56.2,0,0,0,7,43,1,3,13,8.1,3,0,1,17,,0.47,0.37,16.7
小田嶋大貴,2021-02,FC東京,12,11,21,11,0,52.4,52.4,0,0,0,3,30,0,2,7,4.2,5,0,2,14,,1.0,0.27,20.0
小田嶋大貴,2021-03,FC東京,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
小野寺太志,2020-10,JTサンダーズ広島,2,15,73,42,4,57.5,52.1,0,0,0,19,62,4,3,22,14.1,1,1,0,65,,2.8,1.27,100.0
小野寺太志,2020-11,JTサンダーズ広島,2,30,106,57,2,53.8,51.9,0,0,0,17,108,6,10,27,9.5,13,4,1,80,,1.9,0.57,34.6
小野寺太志,2020-12,JTサンダーズ広島,2,8,33,18,2,54.5,48.5,0,0,0,0,31,0,4,11,5.6,1,0,1,18,,2.25,0.0,50.0
小野寺太志,2021-01,JTサンダーズ広島,2,24,74,43,1,58.1,56.8,0,0,0,14,85,3,10,13,4.4,13,6,3,60,,1.79,0.58,57.7
小野寺太志,2021-02,JTサンダーズ広島,2,29,108,63,5,58.3,53.7,0,0,0,20,100,1,12,24,4.0,15,10,3,84,,2.17,0.69,76.7
小野寺太志,2021-03,JTサンダーズ広島,2,13,56,26,1,46.4,44.6,0,0,0,7,47,0,8,9,0.5,1,1,0,33,,2.0,0.54,100.0
小野遥輝,2020-10,サントリーサンバーズ,3,20,58,25,2,43.1,39.7,0,0,0,8,60,8,17,16,12.9,2,1,1,41,,1.25,0.4,75.0
小野遥輝,2020-11,サントリーサンバーズ,3,28,62,38,1,61.3,59.7,0,0,0,13,85,1,34,33,0.9,7,1,3,52,,1.36,0.46,35.7
小野遥輝,2021-01,サントリーサンバーズ,3,4,9,2,0,22.2,22.2,0,0,0,0,7,0,3,3,0.0,2,0,1,2,,0.5,0.0,25.0
小野遥輝,2021-02,サントリーサンバーズ,3,24,61,39,2,63.9,60.7,0,0,0,10,69,1,18,19,1.8,1,1,0,50,,1.62,0.42,100.0
小野遥輝,2021-03,サントリーサンバーズ,3,9,17,11,0,64.7,64.7,0,0,0,4,34,2,4,17,15.4,2,1,0,17,,1.22,0.44,50.0
