名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
山内晶大,2020-10,パナソニックパンサーズ,10,17,45,26,1,57.8,55.6,0,0,0,7,59,3,2,16,11.0,0,0,0,36,,1.53,0.41,
山内晶大,2020-11,パナソニックパンサーズ,10,27,67,37,2,55.2,52.2,0,0,0,10,98,2,6,17,4.8,4,4,0,49,,1.37,0.37,100.0
山内晶大,2020-12,パナソニックパンサーズ,10,8,22,14,2,63.6,54.5,0,0,0,3,31,1,1,10,10.5,2,0,0,18,,1.75,0.38,0.0
山内晶大,2021-01,パナソニックパンサーズ,10,23,54,30,3,55.6,50.0,0,0,0,11,72,2,2,17,8.0,7,3,2,43,,1.3,0.48,57.1
山内晶大,2021-02,パナソニックパンサーズ,10,28,68,43,1,63.2,61.8,0,0,0,9,91,2,8,30,8.2,6,3,2,54,,1.54,0.32,66.7
山内晶大,2021-03,パナソニックパンサーズ,10,10,28,18,0,64.3,64.3,0,0,0,7,40,3,1,15,16.2,1,0,0,28,,1.8,0.7,0.0
山口拓海,2020-10,東レアローズ,3,19,0,0,0,,,0,0,0,0,0,0,0,0,,114,55,29,0,,0.0,0.0,61.0
山口拓海,2020-11,東レアローズ,3,28,0,0,0,,,0,0,0,0,0,0,0,0,,183,86,51,0,,0.0,0.0,60.9
山口拓海,2021-01,東レアローズ,3,21,0,0,0,,,0,0,0,0,0,0,0,0,,131,57,37,0,,0.0,0.0,57.6
山口拓海,2021-02,東レアローズ,3,33,0,0,0,,,0,0,0,0,0,0,0,0,,147,75,41,0,,0.0,0.0,65.0
山口拓海,2021-03,東レアローズ,3,13,0,0,0,,,0,0,0,0,0,0,0,0,,78,30,26,0,,0.0,0.0,55.1
山口頌平,2020-10,堺ブレイザーズ,14,9,0,0,0,,,0,0,0,0,13,1,1,1,7.7,0,0,0,1,,0.0,0.0,
山口頌平,2020-11,堺ブレイザーズ,14,14,0,0,0,,,0,0,0,0,19,1,1,1,5.3,0,0,0,1,,0.0,0.0,
山口頌平,2020-12,堺ブレイザーズ,14,8,0,0,0,,,0,0,0,0,12,1,0,3,14.6,0,0,0,1,,0.0,0.0,
山口頌平,2021-01,堺ブレイザーズ,14,11,0,0,0,,,0,0,0,0,15,0,1,3,3.3,0,0,0,0,,0.0,0.0,
山口頌平,2021-02,堺ブレイザーズ,14,8,0,0,0,,,0,0,0,0,7,0,0,0,0.0,0,0,0,0,,0.0,0.0,
山口頌平,2021-03,堺ブレイザーズ,14,3,0,0,0,,,0,0,0,0,2,0,1,0,-12.5,0,0,0,0,,0.0,0.0,
山崎彰都,2020-10,ウルフドッグス名古屋,26,6,37,9,3,24.3,16.2,4,1,0,0,21,1,5,6,6.0,34,11,8,10,25.0,1.5,0.0,44.1
山崎彰都,2020-11,ウルフドッグス名古屋,26,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
山崎彰都,2020-12,ウルフドッグス名古屋,26,1,5,1,1,20.0,0.0,0,0,0,0,3,0,1,1,0.0,9,3,4,1,,1.0,0.0,55.6
山崎彰都,2021-01,ウルフドッグス名古屋,26,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
山崎彰都,2021-02,ウルフドッグス名古屋,26,2,8,4,0,50.0,50.0,0,0,0,1,1,0,0,0,0.0,3,3,0,5,,2.0,0.5,100.0
山崎彰都,2021-03,ウルフドッグス名古屋,26,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
山崎貴矢,2020-10,堺ブレイザーズ,6,9,0,0,0,,,0,0,0,0,12,0,2,6,8.3,0,0,0,0,,0.0,0.0,
山崎貴矢,2020-11,堺ブレイザーズ,6,14,0,0,0,,,0,0,0,0,16,1,6,7,7.8,0,0,0,1,,0.0,0.0,
山崎貴矢,2020-12,堺ブレイザーズ,6,4,0,0,0,,,0,0,0,0,5,1,3,2,15.0,0,0,0,1,,0.0,0.0,
山崎貴矢,2021-01,堺ブレイザーズ,6,10,7,3,0,42.9,42.9,0,0,0,0,22,3,6,8,15.9,1,0,0,6,,0.3,0.0,0.0
山崎貴矢,2021-02,堺ブレイザーズ,6,19,30,12,4,40.0,26.7,0,0,0,1,48,1,17,2,-5.7,0,0,0,14,,0.63,0.05,
山崎貴矢,2021-03,堺ブレイザーズ,6,4,6,3,0,50.0,50.0,0,0,0,1,11,1,4,0,0.0,0,0,0,5,,0.75,0.25,
山本将平,2020-10,JTサンダーズ広島,18,5,17,7,0,41.2,41.2,0,0,0,2,11,0,3,2,-2.3,12,5,5,9,,1.4,0.4,62.5
山本将平,2020-11,JTサンダーズ広島,18,20,136,55,4,40.4,37.5,23,7,0,3,66,3,20,21,4.9,140,73,34,61,30.4,2.75,0.15,64.3
山本将平,2020-12,JTサンダーズ広島,18,8,43,22,7,51.2,34.9,8,2,1,3,21,1,2,6,9.5,66,24,19,26,25.0,2.75,0.38,50.8
山本将平,2021-01,JTサンダーズ広島,18,20,78,30,5,38.5,32.1,10,6,1,6,65,3,11,18,7.3,104,46,22,39,60.0,1.5,0.3,54.8
山本将平,2021-02,JTサンダーズ広島,18,13,41,12,1,29.3,26.8,1,0,0,1,35,2,8,5,3.6,85,40,15,15,0.0,0.92,0.08,55.9
山本将平,2021-03,JTサンダーズ広島,18,13,25,5,3,20.0,8.0,1,0,0,1,46,5,7,14,14.7,69,33,18,11,0.0,0.38,0.08,60.9
山本憲吾,2020-10,VC長野トライデンツ,12,18,0,0,0,,,0,0,0,0,0,0,0,0,,45,18,11,0,,0.0,0.0,52.2
山本憲吾,2020-11,VC長野トライデンツ,12,28,0,0,0,,,0,0,0,0,0,0,0,0,,103,51,25,0,,0.0,0.0,61.7
山本憲吾,2020-12,VC長野トライデンツ,12,8,0,0,0,,,0,0,0,0,0,0,0,0,,25,9,7,0,,0.0,0.0,50.0
山本憲吾,2021-01,VC長野トライデンツ,12,19,0,0,0,,,0,0,0,0,0,0,0,0,,79,39,14,0,,0.0,0.0,58.2
山本憲吾,2021-02,VC長野トライデンツ,12,31,0,0,0,,,0,0,0,0,0,0,0,0,,152,62,35,0,,0.0,0.0,52.3
山本憲吾,2021-03,VC長野トライデンツ,12,14,0,0,0,,,0,0,0,0,0,0,0,0,,49,21,9,0,,0.0,0.0,52.0
山本智大,2020-10,堺ブレイザーズ,20,19,0,0,0,,,0,0,0,0,0,0,0,0,,85,38,27,0,,0.0,0.0,60.6
山本智大,2020-11,堺ブレイザーズ,20,29,0,0,0,,,0,0,0,0,0,0,0,0,,117,71,21,0,,0.0,0.0,69.7
山本智大,2020-12,堺ブレイザーズ,20,9,0,0,0,,,0,0,0,0,0,0,0,0,,46,28,15,0,,0.0,0.0,77.2
山本智大,2021-01,堺ブレイザーズ,20,24,0,0,0,,,0,0,0,0,0,0,0,0,,99,56,21,0,,0.0,0.0,67.2
山本智大,2021-02,堺ブレイザーズ,20,25,0,0,0,,,0,0,0,0,0,0,0,0,,74,43,20,0,,0.0,0.0,71.6
山本智大,2021-03,堺ブレイザーズ,20,10,0,0,0,,,0,0,0,0,0,0,0,0,,38,16,7,0,,0.0,0.0,51.3
山田滉太,2020-10,大分三好ヴァイセアドラー,10,16,88,37,9,42.0,31.8,21,11,3,2,50,4,16,15,7.5,95,36,21,43,52.4,2.31,0.12,48.9
山田滉太,2020-11,大分三好ヴァイセアドラー,10,22,3,0,0,0.0,0.0,2,0,0,0,25,1,7,8,5.0,12,3,6,1,0.0,0.0,0.0,50.0
山田滉太,2020-12,大分三好ヴァイセアドラー,10,9,1,0,1,0.0,-100.0,1,0,1,0,14,2,5,5,14.3,9,3,3,2,0.0,0.0,0.0,50.0
山田滉太,2021-01,大分三好ヴァイセアドラー,10,22,76,34,9,44.7,32.9,18,12,3,3,58,7,18,16,11.2,133,56,31,44,66.7,1.55,0.14,53.8
山田滉太,2021-02,大分三好ヴァイセアドラー,10,28,156,76,13,48.7,40.4,34,22,0,5,104,13,28,39,15.1,179,94,42,94,64.7,2.71,0.18,64.2
山田滉太,2021-03,大分三好ヴァイセアドラー,10,14,66,32,6,48.5,39.4,19,10,2,5,57,7,18,23,14.5,113,59,20,44,52.6,2.29,0.36,61.1
山田脩造,2020-10,ウルフドッグス名古屋,1,14,52,19,3,36.5,30.8,6,3,2,4,43,2,10,6,2.3,63,28,16,25,50.0,1.36,0.29,57.1
山田脩造,2020-11,ウルフドッグス名古屋,1,26,91,42,11,46.2,34.1,6,3,1,7,80,1,15,17,1.9,129,41,42,50,50.0,1.62,0.27,48.1
山田脩造,2020-12,ウルフドッグス名古屋,1,8,18,5,3,27.8,11.1,1,1,0,0,35,1,7,8,3.6,52,26,13,6,100.0,0.62,0.0,62.5
山田脩造,2021-01,ウルフドッグス名古屋,1,20,37,16,4,43.2,32.4,1,0,1,2,86,4,13,24,7.8,108,44,22,22,0.0,0.8,0.1,50.9
山田脩造,2021-02,ウルフドッグス名古屋,1,20,57,23,6,40.4,29.8,3,0,0,1,68,6,16,15,8.5,82,35,18,30,0.0,1.15,0.05,53.7
山田脩造,2021-03,ウルフドッグス名古屋,1,12,29,12,2,41.4,34.5,2,1,0,4,39,2,6,9,7.1,58,24,10,18,50.0,1.0,0.33,50.0
山田要平,2020-10,FC東京,4,4,1,1,0,100.0,100.0,0,0,0,0,2,0,1,0,-12.5,1,0,0,1,,0.25,0.0,0.0
山田要平,2020-11,FC東京,4,4,0,0,0,,,0,0,0,0,3,0,0,1,8.3,0,0,0,0,,0.0,0.0,
山田要平,2020-12,FC東京,4,6,1,1,0,100.0,100.0,0,0,0,1,6,0,1,0,-4.2,0,0,0,2,,0.17,0.17,
山田要平,2021-01,FC東京,4,11,11,8,0,72.7,72.7,0,0,0,2,35,1,4,6,4.3,2,0,0,11,,0.73,0.18,0.0
山田要平,2021-02,FC東京,4,8,1,1,0,100.0,100.0,0,0,0,1,4,0,1,0,-6.2,0,0,0,2,,0.12,0.12,
山田要平,2021-03,FC東京,4,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
山近哲,2020-10,ウルフドッグス名古屋,2,10,14,8,0,57.1,57.1,0,0,0,6,26,0,1,4,2.9,5,5,0,14,,0.8,0.6,100.0
山近哲,2020-11,ウルフドッグス名古屋,2,26,45,33,1,73.3,71.1,0,0,0,11,72,4,8,12,6.9,3,0,0,48,,1.27,0.42,0.0
山近哲,2020-12,ウルフドッグス名古屋,2,8,21,8,1,38.1,33.3,0,0,0,3,14,1,2,1,5.4,0,0,0,12,,1.0,0.38,
山近哲,2021-01,ウルフドッグス名古屋,2,21,40,22,1,55.0,52.5,0,0,0,8,49,0,5,15,5.1,2,1,1,30,,1.05,0.38,75.0
山近哲,2021-02,ウルフドッグス名古屋,2,18,27,18,0,66.7,66.7,0,0,0,2,33,2,9,8,5.3,3,3,0,22,,1.0,0.11,100.0
山近哲,2021-03,ウルフドッグス名古屋,2,14,25,12,0,48.0,48.0,0,0,0,5,35,1,5,11,7.1,0,0,0,18,,0.86,0.36,
峯村雄大,2020-10,東レアローズ,7,17,1,0,0,0.0,0.0,0,0,0,0,23,0,1,10,9.8,9,5,3,0,,0.0,0.0,72.2
峯村雄大,2020-11,東レアローズ,7,23,12,7,0,58.3,58.3,0,0,0,0,38,3,7,8,8.6,23,7,7,10,,0.3,0.0,45.7
峯村雄大,2021-01,東レアローズ,7,20,0,0,0,,,0,0,0,0,31,1,6,10,6.5,1,0,0,1,,0.0,0.0,0.0
峯村雄大,2021-02,東レアローズ,7,25,3,2,0,66.7,66.7,0,0,0,0,36,2,11,8,3.5,7,3,1,4,,0.08,0.0,50.0
峯村雄大,2021-03,東レアローズ,7,10,0,0,0,,,0,0,0,0,13,0,4,2,-3.8,0,0,0,0,,0.0,0.0,
川口喬,2020-10,大分三好ヴァイセアドラー,8,13,22,10,0,45.5,45.5,0,0,0,2,30,0,7,8,0.8,4,0,4,12,,0.77,0.15,50.0
川口喬,2020-11,大分三好ヴァイセアドラー,8,22,30,13,1,43.3,40.0,0,0,0,6,66,3,15,14,4.2,7,2,2,22,,0.59,0.27,42.9
川口喬,2020-12,大分三好ヴァイセアドラー,8,3,2,1,0,50.0,50.0,0,0,0,0,4,0,1,1,0.0,0,0,0,1,,0.33,0.0,
川口喬,2021-01,大分三好ヴァイセアドラー,8,12,18,9,1,50.0,44.4,0,0,0,4,35,1,5,1,0.0,0,0,0,14,,0.75,0.33,
川口喬,2021-02,大分三好ヴァイセアドラー,8,2,4,1,0,25.0,25.0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,,0.5,0.0,
川口喬,2021-03,大分三好ヴァイセアドラー,8,6,14,8,0,57.1,57.1,0,0,0,1,17,0,2,5,4.4,1,1,0,9,,1.33,0.17,100.0
川口太一,2020-10,ウルフドッグス名古屋,20,12,0,0,0,,,0,0,0,0,0,0,0,0,,11,3,3,0,,0.0,0.0,40.9
川口太一,2020-11,ウルフドッグス名古屋,20,8,0,0,0,,,0,0,0,0,0,0,0,0,,11,1,4,0,,0.0,0.0,27.3
川口太一,2021-01,ウルフドッグス名古屋,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
川口太一,2021-02,ウルフドッグス名古屋,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
川口太一,2021-03,ウルフドッグス名古屋,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
平田亮介,2020-10,FC東京,21,9,1,1,0,100.0,100.0,0,0,0,0,14,1,5,5,7.1,0,0,0,2,,0.11,0.0,
平田亮介,2020-11,FC東京,21,25,50,27,1,54.0,52.0,0,0,0,4,77,1,10,24,5.8,7,5,0,32,,1.08,0.16,71.4
平田亮介,2020-12,FC東京,21,7,9,7,0,77.8,77.8,0,0,0,3,16,0,3,5,3.1,1,0,0,10,,1.0,0.43,0.0
平田亮介,2021-01,FC東京,21,8,14,3,1,21.4,14.3,0,0,0,0,28,0,6,4,-1.8,1,1,0,3,,0.38,0.0,100.0
平田亮介,2021-02,FC東京,21,23,42,22,4,52.4,42.9,0,0,0,4,68,3,14,14,4.4,5,3,0,29,,0.96,0.17,60.0
平田亮介,2021-03,FC東京,21,11,19,8,1,42.1,36.8,0,0,0,2,28,0,7,4,-2.7,5,0,3,10,,0.73,0.18,30.0
戸嵜嵩大,2020-10,VC長野トライデンツ,7,18,143,56,9,39.2,32.9,30,14,5,4,59,1,14,15,2.1,143,64,39,61,46.7,3.11,0.22,58.4
戸嵜嵩大,2020-11,VC長野トライデンツ,7,28,180,81,11,45.0,38.9,31,17,2,9,97,3,24,21,2.3,213,101,48,93,54.8,2.89,0.32,58.7
戸嵜嵩大,2020-12,VC長野トライデンツ,7,9,60,23,4,38.3,31.7,11,5,0,3,26,0,5,2,-2.9,43,17,14,26,45.5,2.56,0.33,55.8
戸嵜嵩大,2021-01,VC長野トライデンツ,7,21,145,68,7,46.9,42.1,19,10,2,6,70,3,20,14,2.1,116,49,25,77,52.6,3.24,0.29,53.0
戸嵜嵩大,2021-02,VC長野トライデンツ,7,31,229,102,18,44.5,36.7,38,21,7,12,102,2,23,15,0.0,207,84,57,116,55.3,3.29,0.39,54.3
戸嵜嵩大,2021-03,VC長野トライデンツ,7,14,96,47,5,49.0,43.8,15,9,1,5,43,3,9,12,8.7,105,38,24,55,60.0,3.36,0.36,47.6
手原紳,2020-10,FC東京,16,17,1,0,0,0.0,0.0,1,0,0,4,58,3,1,14,10.8,3,0,0,7,0.0,0.0,0.24,0.0
手原紳,2020-11,FC東京,16,29,4,3,0,75.0,75.0,0,0,0,3,108,1,7,14,2.5,0,0,0,7,,0.1,0.1,
手原紳,2020-12,FC東京,16,9,0,0,0,,,0,0,0,2,36,1,3,13,9.7,1,0,0,3,,0.0,0.22,0.0
手原紳,2021-01,FC東京,16,15,3,0,0,0.0,0.0,0,0,0,4,57,3,4,18,11.4,3,0,0,7,,0.0,0.27,0.0
手原紳,2021-02,FC東京,16,30,8,3,1,37.5,25.0,0,0,0,11,94,1,8,23,5.1,0,0,0,15,,0.1,0.37,
手原紳,2021-03,FC東京,16,11,2,0,0,0.0,0.0,0,0,0,1,35,1,4,8,5.7,1,0,0,2,,0.0,0.09,0.0
手塚大,2020-10,FC東京,9,4,2,1,1,50.0,0.0,0,0,0,1,1,0,0,0,0.0,3,0,1,2,,0.25,0.25,16.7
手塚大,2020-11,FC東京,9,8,6,1,0,16.7,16.7,0,0,0,0,5,0,2,1,-5.0,1,0,0,1,,0.12,0.0,0.0
手塚大,2020-12,FC東京,9,2,10,2,3,20.0,-10.0,1,0,1,2,2,0,1,0,-12.5,0,0,0,4,0.0,1.0,1.0,
手塚大,2021-01,FC東京,9,7,24,9,1,37.5,33.3,6,2,1,0,17,1,2,4,8.8,10,3,1,10,33.3,1.29,0.0,35.0
手塚大,2021-02,FC東京,9,9,21,9,3,42.9,28.6,1,1,0,1,21,1,3,7,9.5,17,4,5,11,100.0,1.0,0.11,38.2
手塚大,2021-03,FC東京,9,4,1,1,0,100.0,100.0,0,0,0,0,1,0,1,0,-25.0,0,0,0,1,,0.25,0.0,
新井雄大,2021-01,JTサンダーズ広島,9,10,57,23,5,40.4,31.6,5,1,1,4,32,2,6,12,10.9,86,33,22,29,20.0,2.3,0.4,51.2
新井雄大,2021-02,JTサンダーズ広島,9,23,92,40,13,43.5,29.3,6,2,3,8,76,4,14,15,5.6,127,45,25,52,33.3,1.74,0.35,45.3
新貴裕,2020-10,パナソニックパンサーズ,20,15,0,0,0,,,0,0,0,0,18,2,2,4,13.9,0,0,0,2,,0.0,0.0,
新貴裕,2020-11,パナソニックパンサーズ,20,19,1,1,0,100.0,100.0,0,0,0,0,23,1,6,7,5.4,0,0,0,2,,0.05,0.0,
新貴裕,2020-12,パナソニックパンサーズ,20,3,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
新貴裕,2021-01,パナソニックパンサーズ,20,8,1,1,0,100.0,100.0,0,0,0,0,11,0,5,2,-6.8,0,0,0,1,,0.12,0.0,
新貴裕,2021-02,パナソニックパンサーズ,20,12,4,2,0,50.0,50.0,0,0,0,0,30,3,7,12,14.2,2,0,0,5,,0.17,0.0,0.0
新貴裕,2021-03,パナソニックパンサーズ,20,4,0,0,0,,,0,0,0,0,3,0,0,2,16.7,0,0,0,0,,0.0,0.0,
星野秀知,2020-10,東レアローズ,10,17,91,32,2,35.2,33.0,2,0,0,3,40,1,7,6,1.9,67,21,24,36,0.0,1.88,0.18,49.3
星野秀知,2020-11,東レアローズ,10,8,21,10,1,47.6,42.9,0,0,0,2,26,0,3,5,1.9,24,8,5,12,,1.25,0.25,43.8
星野秀知,2021-01,東レアローズ,10,2,3,2,0,66.7,66.7,0,0,0,0,1,0,0,0,0.0,2,0,1,2,,1.0,0.0,25.0
星野秀知,2021-02,東レアローズ,10,22,83,47,3,56.6,53.0,0,0,0,5,56,1,8,16,5.4,93,43,24,53,,2.14,0.23,59.1
星野秀知,2021-03,東レアローズ,10,13,72,27,2,37.5,34.7,0,0,0,6,34,1,3,8,6.6,66,34,16,34,,2.08,0.46,63.6
本間隆太,2020-10,ジェイテクトSTINGS,17,21,0,0,0,,,0,0,0,0,0,0,0,0,,105,47,37,0,,0.0,0.0,62.4
本間隆太,2020-11,ジェイテクトSTINGS,17,29,0,0,0,,,0,0,0,0,0,0,0,0,,105,53,27,0,,0.0,0.0,63.3
本間隆太,2020-12,ジェイテクトSTINGS,17,8,0,0,0,,,0,0,0,0,0,0,0,0,,18,10,6,0,,0.0,0.0,72.2
本間隆太,2021-01,ジェイテクトSTINGS,17,22,0,0,0,,,0,0,0,0,0,0,0,0,,66,35,18,0,,0.0,0.0,66.7
本間隆太,2021-02,ジェイテクトSTINGS,17,22,0,0,0,,,0,0,0,0,0,0,0,0,,80,39,19,0,,0.0,0.0,60.6
本間隆太,2021-03,ジェイテクトSTINGS,17,10,0,0,0,,,0,0,0,0,0,0,0,0,,28,13,8,0,,0.0,0.0,60.7
李博,2020-10,東レアローズ,15,15,49,28,2,57.1,53.1,1,0,0,7,48,2,6,7,4.7,4,2,1,37,0.0,1.87,0.47,62.5
李博,2020-11,東レアローズ,15,28,79,45,7,57.0,48.1,0,0,0,13,101,2,13,32,6.7,5,5,0,60,,1.61,0.46,100.0
李博,2021-01,東レアローズ,15,19,60,33,3,55.0,50.0,0,0,0,5,49,0,6,15,4.6,13,8,3,38,,1.74,0.26,73.1
李博,2021-02,東レアローズ,15,20,30,17,2,56.7,50.0,0,0,0,6,46,4,5,14,13.6,7,3,2,27,,0.85,0.3,57.1
李博,2021-03,東レアローズ,15,13,43,26,1,60.5,58.1,0,0,0,1,43,1,7,12,5.2,6,4,1,28,,2.0,0.08,75.0
村山豪,2021-02,ジェイテクトSTINGS,9,1,0,0,0,,,0,0,0,0,2,0,1,0,-12.5,0,0,0,0,,0.0,0.0,
村山豪,2021-03,ジェイテクトSTINGS,9,3,7,3,0,42.9,42.9,0,0,0,2,5,0,0,0,0.0,0,0,0,5,,1.0,0.67,
松尾敬介,2020-10,大分三好ヴァイセアドラー,7,5,0,0,0,,,0,0,0,0,0,0,0,0,,24,7,6,0,,0.0,0.0,41.7
松尾敬介,2020-11,大分三好ヴァイセアドラー,7,21,0,0,0,,,0,0,0,0,0,0,0,0,,92,32,34,0,,0.0,0.0,53.3
松尾敬介,2020-12,大分三好ヴァイセアドラー,7,9,0,0,0,,,0,0,0,0,0,0,0,0,,34,13,10,0,,0.0,0.0,52.9
松尾敬介,2021-01,大分三好ヴァイセアドラー,7,3,0,0,0,,,0,0,0,0,0,0,0,0,,9,5,3,0,,0.0,0.0,72.2
松尾敬介,2021-02,大分三好ヴァイセアドラー,7,10,0,0,0,,,0,0,0,0,0,0,0,0,,19,8,2,0,,0.0,0.0,47.4
松尾敬介,2021-03,大分三好ヴァイセアドラー,7,6,0,0,0,,,0,0,0,0,0,0,0,0,,4,1,0,0,,0.0,0.0,25.0
松本慶彦,2020-10,堺ブレイザーズ,1,16,55,34,1,61.8,60.0,0,0,0,8,51,1,7,6,1.5,1,0,1,43,,2.12,0.5,50.0
松本慶彦,2020-11,堺ブレイザーズ,1,28,75,40,6,53.3,45.3,0,0,0,12,96,1,1,27,7.8,9,3,4,53,,1.43,0.43,55.6
松本慶彦,2020-12,堺ブレイザーズ,1,9,27,18,1,66.7,63.0,0,0,0,3,39,3,1,6,10.9,2,1,0,24,,2.0,0.33,50.0
松本慶彦,2021-01,堺ブレイザーズ,1,23,54,28,1,51.9,50.0,0,0,0,8,68,0,2,18,5.9,3,1,1,36,,1.22,0.35,50.0
松本慶彦,2021-02,堺ブレイザーズ,1,33,89,46,4,51.7,47.2,0,0,0,18,119,2,3,22,5.7,2,2,0,66,,1.39,0.55,100.0
松本慶彦,2021-03,堺ブレイザーズ,1,7,26,17,0,65.4,65.4,0,0,0,2,20,0,0,4,5.0,1,0,1,19,,2.43,0.29,50.0
松林憲太郎,2020-10,サントリーサンバーズ,5,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,,0,0,0,2,,2.0,0.0,
松林憲太郎,2020-11,サントリーサンバーズ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
林一壽,2020-10,大分三好ヴァイセアドラー,9,16,46,26,2,56.5,52.2,0,0,0,7,31,0,6,4,-1.6,2,0,0,33,,1.62,0.44,0.0
林一壽,2020-11,大分三好ヴァイセアドラー,9,25,51,24,3,47.1,41.2,0,0,0,6,70,1,15,13,0.7,3,0,2,31,,0.96,0.24,33.3
林一壽,2020-12,大分三好ヴァイセアドラー,9,9,15,10,0,66.7,66.7,0,0,0,2,28,0,2,7,4.5,1,1,0,12,,1.11,0.22,100.0
林一壽,2021-01,大分三好ヴァイセアドラー,9,23,51,28,4,54.9,47.1,0,0,0,3,47,0,6,5,-0.5,8,5,1,31,,1.22,0.13,68.8
林一壽,2021-02,大分三好ヴァイセアドラー,9,28,60,35,2,58.3,55.0,0,0,0,4,63,1,4,12,4.8,6,4,0,40,,1.25,0.14,66.7
林一壽,2021-03,大分三好ヴァイセアドラー,9,14,31,14,2,45.2,38.7,0,0,0,3,26,1,3,4,4.8,7,3,1,18,,1.0,0.21,50.0
柳澤広平,2020-10,ジェイテクトSTINGS,7,14,72,33,2,45.8,43.1,8,2,2,2,54,1,2,13,6.9,72,27,16,36,25.0,2.36,0.14,48.6
柳澤広平,2020-11,ジェイテクトSTINGS,7,10,50,22,2,44.0,40.0,1,0,1,2,27,0,0,7,6.5,37,13,11,24,0.0,2.2,0.2,50.0
柳澤広平,2020-12,ジェイテクトSTINGS,7,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
柳澤広平,2021-02,ジェイテクトSTINGS,7,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
柳田将洋,2020-10,サントリーサンバーズ,8,20,155,79,8,51.0,45.8,45,30,1,5,89,8,22,31,11.5,95,25,24,92,66.7,3.95,0.25,38.9
柳田将洋,2020-11,サントリーサンバーズ,8,30,212,115,13,54.2,48.1,47,29,2,8,113,9,23,45,12.8,78,15,14,132,61.7,3.83,0.27,28.2
柳田将洋,2021-01,サントリーサンバーズ,8,20,120,65,4,54.2,50.8,42,19,3,2,75,5,16,29,11.0,60,17,14,72,45.2,3.25,0.1,40.0
柳田将洋,2021-02,サントリーサンバーズ,8,28,179,85,6,47.5,44.1,46,26,3,9,115,11,26,33,11.1,114,34,26,105,56.5,3.04,0.32,41.2
柳田将洋,2021-03,サントリーサンバーズ,8,9,57,25,4,43.9,36.8,14,6,1,3,43,2,8,21,12.2,48,16,16,30,42.9,2.78,0.33,50.0
柳町逸太,2020-10,FC東京,13,3,1,0,0,0.0,0.0,0,0,0,0,2,0,1,1,0.0,0,0,0,0,,0.0,0.0,
柳町逸太,2021-01,FC東京,13,2,8,1,1,12.5,0.0,3,0,1,0,1,0,0,0,0.0,0,0,0,1,0.0,0.5,0.0,
柳町逸太,2021-03,FC東京,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
栗山英之,2020-10,FC東京,8,17,80,50,5,62.5,56.2,0,0,0,5,58,0,3,18,6.5,2,0,1,55,,2.94,0.29,25.0
栗山英之,2020-11,FC東京,8,24,103,65,2,63.1,61.2,0,0,0,5,73,1,8,10,2.1,3,1,0,71,,2.71,0.21,33.3
栗山英之,2020-12,FC東京,8,10,21,15,0,71.4,71.4,0,0,0,7,28,0,1,2,0.9,0,0,0,22,,1.5,0.7,
栗山英之,2021-01,FC東京,8,21,80,46,5,57.5,51.2,0,0,0,19,64,3,3,15,9.4,7,2,2,68,,2.19,0.9,42.9
栗山英之,2021-02,FC東京,8,30,98,55,4,56.1,52.0,0,0,0,14,90,1,6,21,5.3,8,3,1,70,,1.83,0.47,43.8
栗山英之,2021-03,FC東京,8,10,18,9,2,50.0,38.9,0,0,0,5,30,0,4,8,3.3,2,1,1,14,,0.9,0.5,75.0
栗山雅史,2020-10,サントリーサンバーズ,19,19,142,71,6,50.0,45.8,60,33,2,7,65,4,8,14,8.5,1,1,0,82,55.0,3.74,0.37,100.0
栗山雅史,2020-11,サントリーサンバーズ,19,8,18,10,2,55.6,44.4,1,1,0,1,9,0,1,2,2.8,0,0,0,11,100.0,1.25,0.12,
栗山雅史,2021-01,サントリーサンバーズ,19,2,5,2,0,40.0,40.0,0,0,0,0,3,0,0,0,0.0,0,0,0,2,,1.0,0.0,
