名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ダンチアマラウ,01,パナソニックパンサーズ,18,26,230,92,17,40.0,32.6,25,10,3,5,95,0,16,34,201,136,0,97,40.0,3.5,0.2,4.7,67.7
ダンチアマラウ,02,パナソニックパンサーズ,18,9,60,31,3,51.7,46.7,11,7,2,5,31,1,3,7,52,34,0,37,63.6,3.4,0.6,6.5,65.4
ダンチアマラウ,11,パナソニックパンサーズ,18,33,276,139,11,50.4,46.4,54,31,3,12,131,11,31,37,230,131,0,162,57.4,4.2,0.4,9.5,57.0
ダンチアマラウ,12,パナソニックパンサーズ,18,14,117,57,13,48.7,37.6,22,9,5,10,44,1,5,12,90,59,0,68,40.9,4.1,0.7,6.2,65.6
ブロックソムジョエル,01,パナソニックパンサーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
ブロックソムジョエル,11,パナソニックパンサーズ,7,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
ブロックソムジョエル,12,パナソニックパンサーズ,7,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
ペピチミラン,01,堺ブレイザーズ,6,26,262,125,26,47.7,37.8,105,55,12,14,95,9,20,40,0,0,0,148,52.4,4.8,0.5,14.7,
ペピチミラン,02,堺ブレイザーズ,6,6,53,32,2,60.4,56.6,20,14,2,0,25,6,10,9,0,0,0,38,70.0,5.3,0.0,23.0,
ペピチミラン,11,堺ブレイザーズ,6,29,255,117,29,45.9,34.5,91,41,13,12,108,17,22,53,0,0,0,146,45.1,4.0,0.4,22.9,
ペピチミラン,12,堺ブレイザーズ,6,17,187,98,18,52.4,42.8,59,35,8,7,65,6,17,23,0,0,0,111,59.3,5.8,0.4,11.5,
ヴィソットレアンドロ,01,JTサンダーズ,18,28,319,154,30,48.3,38.9,136,66,17,11,124,7,27,48,4,1,0,172,48.5,5.5,0.4,9.9,25.0
ヴィソットレアンドロ,02,JTサンダーズ,18,8,84,32,7,38.1,29.8,36,15,5,6,30,2,8,17,6,2,0,40,41.7,4.0,0.8,14.2,33.3
ヴィソットレアンドロ,10,JTサンダーズ,18,4,40,17,3,42.5,35.0,15,7,2,2,22,2,7,10,1,0,0,21,46.7,4.2,0.5,12.5,0.0
ヴィソットレアンドロ,11,JTサンダーズ,18,32,342,164,25,48.0,40.6,149,70,13,16,113,3,23,46,0,0,0,183,47.0,5.1,0.5,7.7,
ヴィソットレアンドロ,12,JTサンダーズ,18,15,173,77,20,44.5,32.9,82,40,12,8,60,8,8,21,1,0,0,93,48.8,5.1,0.5,18.8,0.0
中島健太,01,JTサンダーズ,4,24,51,30,1,58.8,56.9,0,0,0,10,81,1,8,23,11,8,0,41,,1.2,0.4,5.9,72.7
中島健太,02,JTサンダーズ,4,8,11,7,1,63.6,54.5,0,0,0,1,20,1,6,5,2,0,0,9,,0.9,0.1,3.8,0.0
中島健太,10,JTサンダーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中島健太,11,JTサンダーズ,4,7,8,6,0,75.0,75.0,0,0,0,2,16,2,4,5,0,0,0,10,,0.9,0.3,14.1,
中島健太,12,JTサンダーズ,4,9,11,9,0,81.8,81.8,0,0,0,4,20,1,6,5,2,1,0,14,,1.0,0.4,3.8,50.0
久保山尚,01,ジェイテクトSTINGS,16,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
久保山尚,02,ジェイテクトSTINGS,16,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保山尚,10,ジェイテクトSTINGS,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久保山尚,11,ジェイテクトSTINGS,16,3,1,1,0,100.0,100.0,0,0,0,0,1,0,1,0,0,0,0,1,,0.3,0.0,-25.0,
久保山尚,12,ジェイテクトSTINGS,16,9,1,0,0,0.0,0.0,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
久原大輝,01,JTサンダーズ,8,8,0,0,0,,,0,0,0,0,0,0,0,0,11,8,0,0,,0.0,0.0,,72.7
久原大輝,02,JTサンダーズ,8,2,0,0,0,,,0,0,0,0,0,0,0,0,7,4,0,0,,0.0,0.0,,57.1
久原大輝,10,JTサンダーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久原大輝,11,JTサンダーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久原大輝,12,JTサンダーズ,8,5,0,0,0,,,0,0,0,0,0,0,0,0,8,5,0,0,,0.0,0.0,,62.5
井上仁,01,FC東京,29,7,4,2,0,50.0,50.0,0,0,0,0,2,0,2,0,0,0,0,2,,0.3,0.0,-25.0,
井上仁,02,FC東京,29,7,17,6,2,35.3,23.5,0,0,0,7,24,0,5,9,2,2,0,13,,0.9,1.0,4.2,100.0
井上俊輔,01,JTサンダーズ,9,7,1,1,0,100.0,100.0,0,0,0,2,11,0,3,5,0,0,0,3,,0.1,0.3,4.5,
井上俊輔,02,JTサンダーズ,9,2,1,0,0,0.0,0.0,0,0,0,0,5,0,0,3,0,0,0,0,,0.0,0.0,15.0,
井上俊輔,10,JTサンダーズ,9,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
井上俊輔,11,JTサンダーズ,9,11,3,1,0,33.3,33.3,0,0,0,3,17,0,3,6,1,0,0,4,,0.1,0.3,4.4,0.0
井上俊輔,12,JTサンダーズ,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上崇昭,01,豊田合成トレフェルサ,8,9,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上崇昭,02,豊田合成トレフェルサ,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上崇昭,11,豊田合成トレフェルサ,8,6,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
井上崇昭,12,豊田合成トレフェルサ,8,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上裕介,01,堺ブレイザーズ,2,27,0,0,0,,,0,0,0,0,0,0,0,0,139,93,0,0,,0.0,0.0,,66.9
井上裕介,02,堺ブレイザーズ,2,5,0,0,0,,,0,0,0,0,0,0,0,0,30,11,0,0,,0.0,0.0,,36.7
井上裕介,11,堺ブレイザーズ,2,24,0,0,0,,,0,0,0,0,0,0,0,0,113,78,0,0,,0.0,0.0,,69.0
井上裕介,12,堺ブレイザーズ,2,17,0,0,0,,,0,0,0,0,0,0,0,0,94,60,0,0,,0.0,0.0,,63.8
井手智,01,東レアローズ,22,19,0,0,0,,,0,0,0,0,0,0,0,0,16,9,0,0,,0.0,0.0,,56.2
井手智,02,東レアローズ,22,2,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
井手智,11,東レアローズ,22,16,0,0,0,,,0,0,0,0,0,0,0,0,22,10,0,0,,0.0,0.0,,45.5
井手智,12,東レアローズ,22,6,0,0,0,,,0,0,0,0,0,0,0,0,11,9,0,0,,0.0,0.0,,81.8
今富稜介,01,堺ブレイザーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今富稜介,02,堺ブレイザーズ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,8,2,0,0,,0.0,0.0,,25.0
今村一貴,01,堺ブレイザーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今村一貴,11,堺ブレイザーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今村貴彦,01,パナソニックパンサーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今村貴彦,02,パナソニックパンサーズ,9,3,8,1,2,12.5,-12.5,0,0,0,0,7,0,2,0,9,2,0,1,,0.3,0.0,-7.1,22.2
今村駿,01,堺ブレイザーズ,19,8,0,0,0,,,0,0,0,0,11,0,1,2,0,0,0,0,,0.0,0.0,2.3,
今村駿,02,堺ブレイザーズ,19,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今村駿,11,堺ブレイザーズ,19,14,2,1,0,50.0,50.0,0,0,0,3,30,0,3,12,2,0,0,4,,0.1,0.2,7.5,0.0
今村駿,12,堺ブレイザーズ,19,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊藤康貴,01,堺ブレイザーズ,11,17,32,11,2,34.4,28.1,0,0,0,0,38,2,6,20,89,59,0,13,,0.6,0.0,14.5,66.3
伊藤康貴,02,堺ブレイザーズ,11,4,0,0,0,,,0,0,0,0,4,0,2,1,2,1,0,0,,0.0,0.0,-6.2,50.0
伊藤康貴,11,堺ブレイザーズ,11,12,2,1,0,50.0,50.0,0,0,0,0,9,2,0,4,22,11,0,3,,0.1,0.0,33.3,50.0
伊藤康貴,12,堺ブレイザーズ,11,11,10,4,2,40.0,20.0,0,0,0,0,12,1,1,5,20,14,0,5,,0.4,0.0,16.7,70.0
伏見大和,01,東レアローズ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伏見大和,02,東レアローズ,3,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伏見大和,11,東レアローズ,3,30,77,39,6,50.6,42.9,0,0,0,18,76,4,19,25,2,2,0,61,,1.3,0.6,7.2,100.0
伏見大和,12,東レアローズ,3,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐川翔,01,堺ブレイザーズ,8,25,11,8,1,72.7,63.6,0,0,0,3,70,0,9,15,3,0,0,11,,0.3,0.1,2.1,0.0
佐川翔,02,堺ブレイザーズ,8,6,3,0,0,0.0,0.0,0,0,0,0,20,0,0,6,0,0,0,0,,0.0,0.0,7.5,
佐川翔,11,堺ブレイザーズ,8,24,3,0,0,0.0,0.0,0,0,0,3,64,1,11,17,1,0,0,4,,0.0,0.1,3.9,0.0
佐川翔,12,堺ブレイザーズ,8,17,6,0,0,0.0,0.0,1,0,0,5,59,0,3,10,2,0,0,5,0.0,0.0,0.3,3.0,0.0
佐野翔,01,東レアローズ,4,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
佐野翔,02,東レアローズ,4,3,0,0,0,,,0,0,0,0,6,1,1,2,0,0,0,1,,0.0,0.0,20.8,
佐野翔,11,東レアローズ,4,11,65,25,2,38.5,35.4,18,10,1,4,22,0,8,5,18,3,0,29,55.6,2.3,0.4,-3.4,16.7
佐野翔,12,東レアローズ,4,6,27,8,0,29.6,29.6,3,1,0,0,20,1,3,6,23,3,0,9,33.3,1.3,0.0,8.8,13.0
傳田亮太,01,豊田合成トレフェルサ,22,29,67,46,2,68.7,65.7,0,0,0,17,97,7,18,34,6,5,0,70,,1.6,0.6,11.3,83.3
傳田亮太,02,豊田合成トレフェルサ,22,6,12,4,1,33.3,25.0,0,0,0,0,22,0,2,13,1,0,0,4,,0.7,0.0,12.5,0.0
傳田亮太,11,豊田合成トレフェルサ,22,32,71,38,6,53.5,45.1,0,0,0,23,124,3,18,51,2,1,0,64,,1.2,0.7,9.1,50.0
傳田亮太,12,豊田合成トレフェルサ,22,13,22,12,0,54.5,54.5,0,0,0,7,42,2,9,12,7,5,0,21,,0.9,0.5,6.5,71.4
八子大輔,01,JTサンダーズ,14,28,168,85,9,50.6,45.2,20,13,1,3,126,7,18,47,175,71,0,95,65.0,3.0,0.1,11.3,40.6
八子大輔,02,JTサンダーズ,14,8,40,18,2,45.0,40.0,8,6,0,0,33,3,5,13,33,15,0,21,75.0,2.2,0.0,15.2,45.5
八子大輔,10,JTサンダーズ,14,4,18,8,1,44.4,38.9,1,0,1,1,13,1,2,6,21,10,0,10,0.0,2.0,0.2,15.4,47.6
八子大輔,11,JTサンダーズ,14,32,179,74,7,41.3,37.4,19,17,0,5,141,9,25,57,186,78,0,88,89.5,2.3,0.2,12.1,41.9
八子大輔,12,JTサンダーズ,14,15,71,28,3,39.4,35.2,12,7,1,6,53,0,14,18,81,39,0,34,58.3,1.9,0.4,1.9,48.1
内山正平,01,豊田合成トレフェルサ,4,29,4,2,0,50.0,50.0,0,0,0,10,86,1,2,16,1,0,0,13,,0.1,0.3,5.2,0.0
内山正平,02,豊田合成トレフェルサ,4,4,0,0,0,,,0,0,0,0,14,0,0,4,0,0,0,0,,0.0,0.0,7.1,
内山正平,11,豊田合成トレフェルサ,4,32,8,2,1,25.0,12.5,0,0,0,15,102,0,6,23,3,0,0,17,,0.1,0.5,4.2,0.0
内山正平,12,豊田合成トレフェルサ,4,14,2,0,0,0.0,0.0,0,0,0,3,43,0,0,10,0,0,0,3,,0.0,0.2,5.8,
内藤和也,01,堺ブレイザーズ,5,19,2,2,0,100.0,100.0,0,0,0,0,32,0,5,14,0,0,0,2,,0.1,0.0,7.0,
内藤和也,02,堺ブレイザーズ,5,5,0,0,0,,,0,0,0,0,7,0,0,6,0,0,0,0,,0.0,0.0,21.4,
内藤和也,11,堺ブレイザーズ,5,15,3,1,0,33.3,33.3,0,0,0,0,21,1,3,7,0,0,0,2,,0.1,0.0,9.5,
内藤和也,12,堺ブレイザーズ,5,13,13,5,0,38.5,38.5,2,1,0,2,18,0,4,5,21,17,0,7,50.0,0.4,0.2,1.4,81.0
冨士本大生,01,パナソニックパンサーズ,4,1,7,1,0,14.3,14.3,0,0,0,0,4,0,0,3,4,0,0,1,,1.0,0.0,18.8,0.0
冨士本大生,11,パナソニックパンサーズ,4,1,0,0,0,,,0,0,0,0,2,0,1,0,4,1,0,0,,0.0,0.0,-12.5,25.0
冨士本大生,12,パナソニックパンサーズ,4,1,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,4,0,0,1,,1.0,0.0,,0.0
出耒田敬,01,堺ブレイザーズ,7,27,78,41,3,52.6,48.7,1,0,0,14,71,0,10,13,2,1,0,55,0.0,1.5,0.5,1.1,50.0
出耒田敬,02,堺ブレイザーズ,7,6,18,13,0,72.2,72.2,0,0,0,2,15,0,5,2,3,1,0,15,,2.2,0.3,-5.0,33.3
出耒田敬,11,堺ブレイザーズ,7,26,70,41,5,58.6,51.4,0,0,0,17,71,0,7,14,5,3,0,58,,1.6,0.7,2.5,60.0
出耒田敬,12,堺ブレイザーズ,7,14,44,23,2,52.3,47.7,0,0,0,8,39,0,4,9,0,0,0,31,,1.6,0.6,3.2,
前田一誠,01,豊田合成トレフェルサ,5,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
前田一誠,02,豊田合成トレフェルサ,5,5,0,0,0,,,0,0,0,0,10,0,0,3,1,1,0,0,,0.0,0.0,7.5,100.0
前田一誠,11,豊田合成トレフェルサ,5,10,0,0,0,,,0,0,0,0,4,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0
前田一誠,12,豊田合成トレフェルサ,5,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
加藤伊織,02,豊田合成トレフェルサ,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
千々木駿介,01,堺ブレイザーズ,10,23,122,43,10,35.2,27.0,18,5,0,6,58,1,14,18,154,87,0,50,27.8,1.9,0.3,3.4,56.5
千々木駿介,02,堺ブレイザーズ,10,6,63,30,8,47.6,34.9,16,7,1,0,18,2,6,8,45,16,0,32,43.8,5.0,0.0,13.9,35.6
千々木駿介,11,堺ブレイザーズ,10,31,196,75,12,38.3,32.1,46,19,4,7,101,8,11,31,214,110,0,90,41.3,2.4,0.2,12.9,51.4
千々木駿介,12,堺ブレイザーズ,10,13,70,34,3,48.6,44.3,12,6,2,1,60,10,5,19,82,46,0,45,50.0,2.6,0.1,22.5,56.1
古田史郎,01,ジェイテクトSTINGS,4,23,184,69,16,37.5,28.8,73,26,8,4,69,2,19,24,0,0,0,75,35.6,3.0,0.2,4.7,
古田史郎,02,ジェイテクトSTINGS,4,6,45,22,1,48.9,46.7,16,10,0,5,24,2,4,7,0,0,0,29,62.5,3.7,0.8,11.5,
古田史郎,10,ジェイテクトSTINGS,4,3,21,12,1,57.1,52.4,3,2,0,1,8,0,2,2,1,0,0,13,66.7,4.0,0.3,0.0,0.0
古田史郎,11,ジェイテクトSTINGS,4,28,176,72,13,40.9,33.5,53,23,4,6,91,6,17,21,0,0,0,84,43.4,2.6,0.2,7.7,
古田史郎,12,ジェイテクトSTINGS,4,14,103,47,7,45.6,38.8,40,18,6,1,41,2,5,10,0,0,0,50,45.0,3.4,0.1,7.9,
古賀幸一郎,01,豊田合成トレフェルサ,10,29,0,0,0,,,0,0,0,0,0,0,0,0,170,132,0,0,,0.0,0.0,,77.6
古賀幸一郎,02,豊田合成トレフェルサ,10,6,0,0,0,,,0,0,0,0,0,0,0,0,26,15,0,0,,0.0,0.0,,57.7
古賀幸一郎,11,豊田合成トレフェルサ,10,32,0,0,0,,,0,0,0,0,0,0,0,0,152,110,0,0,,0.0,0.0,,72.4
古賀幸一郎,12,豊田合成トレフェルサ,10,14,0,0,0,,,0,0,0,0,0,0,0,0,73,58,0,0,,0.0,0.0,,79.5
合田心平,01,パナソニックパンサーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
合田心平,02,パナソニックパンサーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
合田心平,11,パナソニックパンサーズ,19,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
合田心平,12,パナソニックパンサーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉岡光大,01,JTサンダーズ,5,4,7,3,0,42.9,42.9,0,0,0,0,3,0,2,0,5,1,0,3,,0.8,0.0,-16.7,20.0
吉岡光大,02,JTサンダーズ,5,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,1,0,0,2,,2.0,0.0,,0.0
吉岡光大,10,JTサンダーズ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉岡光大,11,JTサンダーズ,5,3,4,1,1,25.0,0.0,0,0,0,1,1,0,1,0,9,6,0,2,,0.3,0.3,-25.0,66.7
吉岡光大,12,JTサンダーズ,5,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
和中謙治,01,FC東京,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
和中謙治,02,FC東京,28,2,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
和中謙治,11,FC東京,28,1,1,1,0,100.0,100.0,1,1,0,0,1,0,0,0,0,0,0,1,100.0,1.0,0.0,0.0,
和中謙治,12,FC東京,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
唐川大志,01,JTサンダーズ,15,27,0,0,0,,,0,0,0,0,0,0,0,0,151,103,0,0,,0.0,0.0,,68.2
唐川大志,02,JTサンダーズ,15,8,0,0,0,,,0,0,0,0,0,0,0,0,43,26,0,0,,0.0,0.0,,60.5
唐川大志,10,JTサンダーズ,15,4,0,0,0,,,0,0,0,0,0,0,0,0,26,12,0,0,,0.0,0.0,,46.2
唐川大志,11,JTサンダーズ,15,32,0,0,0,,,0,0,0,0,0,0,0,0,138,72,0,0,,0.0,0.0,,52.2
唐川大志,12,JTサンダーズ,15,15,0,0,0,,,0,0,0,0,0,0,0,0,92,64,0,0,,0.0,0.0,,69.6
坂梨朋彦,01,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂梨朋彦,11,堺ブレイザーズ,14,10,0,0,0,,,0,0,0,0,0,0,0,0,61,33,0,0,,0.0,0.0,,54.1
坂梨朋彦,12,堺ブレイザーズ,14,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
塚崎祐平,01,JTサンダーズ,16,3,4,0,1,0.0,-25.0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
塚崎祐平,02,JTサンダーズ,16,1,3,0,0,0.0,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,25.0,
塚崎祐平,10,JTサンダーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎祐平,11,JTサンダーズ,16,1,5,2,1,40.0,20.0,4,2,1,0,1,0,0,0,0,0,0,2,50.0,2.0,0.0,0.0,
塚崎祐平,12,JTサンダーズ,16,1,3,1,0,33.3,33.3,3,1,0,0,0,0,0,0,0,0,0,1,33.3,1.0,0.0,,
塩田達也,01,サントリーサンバーズ,12,4,9,5,1,55.6,44.4,0,0,0,1,10,0,1,5,0,0,0,6,,1.2,0.2,10.0,
塩田達也,02,サントリーサンバーズ,12,8,36,25,2,69.4,63.9,0,0,0,7,23,2,4,6,0,0,0,34,,3.1,0.9,10.9,
大木貴之,01,東レアローズ,20,13,0,0,0,,,0,0,0,0,19,0,4,7,0,0,0,0,,0.0,0.0,3.9,
大木貴之,02,東レアローズ,20,5,0,0,0,,,0,0,0,0,8,0,2,1,0,0,0,0,,0.0,0.0,-3.1,
大木貴之,11,東レアローズ,20,13,6,2,0,33.3,33.3,0,0,0,0,21,4,3,7,4,2,0,6,,0.2,0.0,23.8,50.0
大木貴之,12,東レアローズ,20,7,0,0,0,,,0,0,0,0,7,0,3,2,0,0,0,0,,0.0,0.0,-3.6,
大竹貴久,01,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹貴久,11,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹貴久,12,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥村航,01,FC東京,11,29,81,53,5,65.4,59.3,0,0,0,14,106,4,18,40,4,2,0,71,,1.8,0.5,9.0,50.0
奥村航,10,FC東京,11,3,5,3,0,60.0,60.0,0,0,0,0,11,3,2,4,0,0,0,6,,1.0,0.0,31.8,
奥村航,11,FC東京,11,24,73,38,6,52.1,43.8,0,0,0,6,70,0,14,20,10,8,0,44,,1.6,0.2,2.1,80.0
奥村航,12,FC東京,11,8,21,13,0,61.9,61.9,0,0,0,0,25,2,4,6,7,4,0,15,,1.6,0.0,10.0,57.1
安井勇誠,01,JTサンダーズ,11,27,180,87,6,48.3,45.0,14,6,2,4,88,1,15,36,140,70,0,92,42.9,3.2,0.1,7.1,50.0
安井勇誠,02,JTサンダーズ,11,4,19,9,0,47.4,47.4,0,0,0,0,8,0,1,3,25,11,0,9,,2.2,0.0,6.2,44.0
安井勇誠,10,JTサンダーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
安井勇誠,11,JTサンダーズ,11,10,3,1,0,33.3,33.3,0,0,0,0,12,0,1,3,3,0,0,1,,0.1,0.0,4.2,0.0
