名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
荒川崇,東京ヴェルディ,6,69,12,3,1,1,33.3,0.0,0,0,0,2,27,0,3,5,0,0,0,,0.08,0.17,1.9,
菅原規人,警視庁フォートファイターズ,16,98,7,1,1,0,100.0,100.0,1,1,0,0,11,0,4,3,0,0,0,100.0,0.14,0.0,-2.3,
菊池孝一,つくばユナイテッドSunGAIA,1,3,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
藤元公貴,大同特殊鋼レッドスター,8,51,21,46,20,2,43.5,39.1,1,0,0,7,41,0,1,8,1,0,0,0.0,0.95,0.33,4.3,0.0
藤原優,つくばユナイテッドSunGAIA,21,53,30,77,35,6,45.5,37.7,5,1,1,13,67,1,13,24,0,0,0,20.0,1.17,0.43,5.6,
西片圭佑,東京トヨペットグリーンスパークル,8,118,66,413,127,42,30.8,20.6,115,32,21,11,163,6,37,50,31,15,0,27.8,1.92,0.17,5.7,48.4
谷口友崇,埼玉アザレア,22,118,10,13,3,0,23.1,23.1,0,0,0,0,7,0,1,2,3,3,0,,0.3,0.0,3.6,100.0
赤澤直樹,大同特殊鋼レッドスター,7,115,69,38,16,2,42.1,36.8,0,0,0,20,290,9,15,105,2,0,0,,0.23,0.29,10.9,0.0
辰巳佳靖,大同特殊鋼レッドスター,6,118,81,734,328,69,44.7,35.3,353,148,41,58,281,9,66,85,5,0,0,41.9,4.05,0.72,4.9,0.0
辻口智也,大分三好ヴァイセアドラー,11,116,57,0,0,0,,,0,0,0,0,0,0,0,0,277,184,0,,0.0,0.0,,66.4
辻口泰地,大分三好ヴァイセアドラー,19,119,51,64,27,7,42.2,31.2,9,4,2,3,49,1,9,18,142,96,0,44.4,0.53,0.06,6.6,67.6
迫谷竜児,大分三好ヴァイセアドラー,16,119,30,0,0,0,,,0,0,0,0,0,0,0,0,137,88,0,,0.0,0.0,,64.2
進藤佑一,警視庁フォートファイターズ,9,98,12,22,11,1,50.0,45.5,0,0,0,2,11,0,2,3,0,0,0,,0.92,0.17,2.3,
道木優輝,東京ヴェルディ,8,119,82,477,197,52,41.3,30.4,82,20,14,37,302,9,28,100,476,264,0,24.4,2.4,0.45,8.9,55.5
那須野裕進,近畿クラブスフィーダ,25,43,39,101,47,7,46.5,39.6,0,0,0,24,87,4,7,28,0,0,0,,1.21,0.62,10.6,
野口隼平,近畿クラブスフィーダ,17,105,43,279,98,40,35.1,20.8,48,15,12,2,134,2,15,36,63,18,0,31.2,2.28,0.05,5.4,28.6
野澤真,富士通カワサキレッドスピリッツ,23,119,39,0,0,0,,,0,0,0,0,71,0,8,23,0,0,0,,0.0,0.0,5.3,
金丸将大,警視庁フォートファイターズ,25,98,74,551,253,62,45.9,34.7,194,80,33,20,261,8,43,88,0,0,0,41.2,3.42,0.27,7.4,
金丸真司,埼玉アザレア,20,118,82,164,54,15,32.9,23.8,3,0,2,17,325,19,39,137,59,25,0,0.0,0.66,0.21,13.4,42.4
金刺健太,埼玉アザレア,23,107,37,188,86,18,45.7,36.2,46,21,12,5,101,9,25,43,3,1,0,45.7,2.32,0.14,13.4,33.3
金澤秀幸,大同特殊鋼レッドスター,15,113,46,114,40,8,35.1,28.1,6,2,2,4,109,4,10,41,64,31,0,33.3,0.87,0.09,10.8,48.4
鈴木雅史,警視庁フォートファイターズ,20,98,64,207,103,18,49.8,41.1,0,0,0,23,176,0,4,29,4,3,0,,1.61,0.36,3.6,75.0
長澤淳一,埼玉アザレア,11,22,7,0,0,0,,,0,0,0,0,0,0,0,0,38,19,0,,0.0,0.0,,50.0
阿部領太,大分三好ヴァイセアドラー,3,119,29,56,28,4,50.0,42.9,9,8,0,1,37,4,1,12,6,2,0,88.9,0.97,0.03,18.2,33.3
飯塚俊彦,東京ヴェルディ,1,119,40,329,121,24,36.8,29.5,77,25,11,17,139,2,24,36,4,0,0,32.5,3.02,0.42,3.6,0.0
高橋潤,兵庫デルフィーノ,13,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋貴広,大分三好ヴァイセアドラー,6,107,34,82,42,9,51.2,40.2,0,0,0,20,100,0,11,44,2,2,0,,1.24,0.59,8.2,100.0
高橋頌,埼玉アザレア,12,75,68,0,0,0,,,0,0,0,0,0,0,0,0,363,264,0,,0.0,0.0,,72.7
鳥越裕喜,近畿クラブスフィーダ,14,18,35,400,174,37,43.5,34.2,128,54,17,15,112,3,34,26,8,4,0,42.2,4.97,0.43,0.9,50.0
黒木隆生,きんでんトリニティーブリッツ,19,55,64,264,117,23,44.3,35.6,3,1,1,33,134,1,33,35,6,2,0,33.3,1.83,0.52,1.1,33.3
齋藤義人,大同特殊鋼レッドスター,14,62,18,5,2,0,40.0,40.0,0,0,0,0,27,2,2,5,0,0,0,,0.11,0.0,10.2,
