得点,失点,+/-,L-B,相手状況,相手番号,相手選手,相手交代番号,相手交代選手,状況,番号,選手,交代番号,交代選手
6,4,2,Lead,,2,古賀,,,,,,,
6,4,2,Lead,,,,,,,18,金田,,
6,4,2,Lead,,4,柳田,,,,,,,
6,4,2,Lead,,12,山内,,,,,,,
6,4,2,Lead,,,,,,アタック成功:,18,金田,,
6,5,1,Lead,,,,,,,得点,,,
6,5,1,Lead,,,,,,サーブ,6,渡邊,,
6,5,1,Lead,レシーブ成功(優),16,小島,,,,,,,
6,5,1,Lead,,1,島村,,,,,,,
6,5,1,Lead,,1,島村,,,,,,,
6,5,1,Lead,,,,,,,28,川島,,
6,5,1,Lead,,,,,,,18,金田,,
6,5,1,Lead,,,,,,,18,金田,,
6,5,1,Lead,,4,柳田,,,,,,,
6,5,1,Lead,,,,,,,18,金田,,
6,5,1,Lead,アタック成功:,1,島村,,,,,,,
7,5,2,Lead,,得点,,,,,,,,
7,5,2,Lead,サーブ,1,島村,,,,,,,
7,5,2,Lead,,,,,,レシーブ成功(優),4,吉岡,,
7,5,2,Lead,,,,,,,18,金田,,
7,5,2,Lead,アタック失敗,2,古賀,,,,,,,
7,6,1,Lead,,,,,,,得点,,,
7,6,1,Lead,,,,,,サーブ,18,金田,,
7,6,1,Lead,レシーブ失敗,12,山内,,,,,,,
7,6,1,Lead,,,,,,,4,吉岡,,
7,6,1,Lead,ブロック成功,13,山田,,,,,,,
8,6,2,Lead,,得点,,,,,,,,
8,6,2,Lead,,テクニカルタイムアウト,,,,,,,,
8,6,2,Lead,サーブ,3,塚田,,,,,,,
8,6,2,Lead,,,,,,レシーブ成功(良),27,楢崎,,
8,6,2,Lead,,,,,,アタック成功:,28,川島,,
8,7,1,Lead,,,,,,,得点,,,
8,7,1,Lead,,,,,,サーブ,28,川島,,
8,7,1,Lead,レシーブ成功(優),2,古賀,,,,,,,
8,7,1,Lead,,12,山内,,,,,,,
8,7,1,Lead,,,,,,アタック成功:,4,吉岡,,
8,8,0,Tie,,,,,,,得点,,,
8,8,0,Tie,,,,,,サーブ,28,川島,,
8,8,0,Tie,レシーブ成功(良),12,山内,,,,,,,
8,8,0,Tie,アタック成功:,12,山内,,,,,,,
9,8,1,Lead,,得点,,,,,,,,
9,8,1,Lead,サーブ,4,柳田,,,,,,,
9,8,1,Lead,,,,,,レシーブ失敗,18,金田,,
9,8,1,Lead,,,,,,,4,吉岡,,
9,8,1,Lead,,12,山内,,,,,,,
9,8,1,Lead,,,,,,,21,高野,,
9,8,1,Lead,,,,,,アタック成功:,4,吉岡,,
9,9,0,Tie,,,,,,,得点,,,
9,9,0,Tie,,,,,,サーブ,14,宮下(遥),,
9,9,0,Tie,レシーブ成功(優),12,山内,,,,,,,
9,9,0,Tie,,13,山田,,,,,,,
9,9,0,Tie,,,,,,,4,吉岡,,
9,9,0,Tie,,,,,,アタック成功:,6,渡邊,,
9,10,-1,Behind,,,,,,,得点,,,
9,10,-1,Behind,,,,,,サーブ,14,宮下(遥),,
9,10,-1,Behind,レシーブ成功(優),12,山内,,,,,,,
9,10,-1,Behind,アタック成功:,12,山内,,,,,,,
10,10,0,Tie,,得点,,,,,,,,
10,10,0,Tie,サーブ,13,山田,,,,,,,
10,10,0,Tie,,,,,,レシーブ成功(優),4,吉岡,,
10,10,0,Tie,,,,,,,6,渡邊,,
10,10,0,Tie,アタック成功:,12,山内,,,,,,,
11,10,1,Lead,,得点,,,,,,,,
11,10,1,Lead,サーブ,13,山田,,,,,,,
11,10,1,Lead,,,,,,レシーブ失敗,4,吉岡,,
11,10,1,Lead,,,,,,,4,吉岡,,
11,10,1,Lead,,2,古賀,,,,,,,
11,10,1,Lead,,,,,,,6,渡邊,,
11,10,1,Lead,その他ミス,13,山田,,,,,,,
11,11,0,Tie,,,,,,,得点,,,
11,11,0,Tie,,,,,,サーブ,4,吉岡,,
11,11,0,Tie,レシーブ成功(優),12,山内,,,,,,,
11,11,0,Tie,アタック成功:,12,山内,,,,,,,
12,11,1,Lead,,得点,,,,,,,,
12,11,1,Lead,メンバー交代:,IN:10,澤田,OUT:12,山内,,,,,
12,11,1,Lead,メンバー交代:,IN:5,曽我,OUT:3,塚田,,,,,
12,11,1,Lead,サーブ,10,澤田,,,,,,,
12,11,1,Lead,,,,,,レシーブ成功(優),27,楢崎,,
12,11,1,Lead,,,,,,アタック成功:,18,金田,,
12,12,0,Tie,,,,,,,得点,,,
12,12,0,Tie,,,,,,サーブ,21,高野,,
12,12,0,Tie,レシーブ成功(優),16,小島,,,,,,,
12,12,0,Tie,アタック成功:,2,古賀,,,,,,,
13,12,1,Lead,,得点,,,,,,,,
13,12,1,Lead,サーブ,2,古賀,,,,,,,
13,12,1,Lead,,,,,,レシーブ成功(優),4,吉岡,,
13,12,1,Lead,,,,,,アタック成功:,18,金田,,
13,13,0,Tie,,,,,,,得点,,,
13,13,0,Tie,,,,,,サーブ,6,渡邊,,
13,13,0,Tie,レシーブ成功(優),16,小島,,,,,,,
13,13,0,Tie,アタック成功:,4,柳田,,,,,,,
14,13,1,Lead,,得点,,,,,,,,
14,13,1,Lead,サーブ,1,島村,,,,,,,
14,13,1,Lead,,,,,,レシーブ成功(優),18,金田,,
14,13,1,Lead,,,,,,,28,川島,,
14,13,1,Lead,アタック失敗,5,曽我,,,,,,,
14,14,0,Tie,,,,,,,得点,,,
14,14,0,Tie,,,,,,サーブ,18,金田,,
14,14,0,Tie,レシーブ成功(優),16,小島,,,,,,,
14,14,0,Tie,アタック成功:,5,曽我,,,,,,,
15,14,1,Lead,,得点,,,,,,,,
15,14,1,Lead,メンバー交代:,IN:3,塚田,OUT:5,曽我,,,,,
15,14,1,Lead,メンバー交代:,IN:12,山内,OUT:10,澤田,,,,,
15,14,1,Lead,サーブミス,3,塚田,,,,,,,
15,15,0,Tie,,,,,,,得点,,,
15,15,0,Tie,,,,,,サーブ,28,川島,,
15,15,0,Tie,レシーブ成功(良),12,山内,,,,,,,
15,15,0,Tie,アタック成功:,12,山内,,,,,,,
16,15,1,Lead,,得点,,,,,,,,
16,15,1,Lead,,テクニカルタイムアウト,,,,,,,,
16,15,1,Lead,サーブ,4,柳田,,,,,,,
16,15,1,Lead,,,,,,レシーブ成功(優),18,金田,,
16,15,1,Lead,,,,,,,4,吉岡,,
16,15,1,Lead,,2,古賀,,,,,,,
16,15,1,Lead,,,,,,,4,吉岡,,
16,15,1,Lead,ブロック成功,13,山田,,,,,,,
17,15,2,Lead,,得点,,,,,,,,
17,15,2,Lead,サーブ,4,柳田,,,,,,,
17,15,2,Lead,,,,,,レシーブ成功(良),18,金田,,
17,15,2,Lead,,,,,,,4,吉岡,,
17,15,2,Lead,,,,,,,21,高野,,
17,15,2,Lead,ブロック成功,13,山田,,,,,,,
18,15,3,Lead,,得点,,,,,,,,
18,15,3,Lead,,,,,,,タイムアウト,,,
18,15,3,Lead,サーブ,4,柳田,,,,,,,
18,15,3,Lead,,,,,,レシーブ成功(優),18,金田,,
18,15,3,Lead,,,,,,,4,吉岡,,
18,15,3,Lead,アタック成功:,2,古賀,,,,,,,
19,15,4,Lead,,得点,,,,,,,,
19,15,4,Lead,,,,,,メンバー交代:,IN:8,及川,OUT:21,高野
19,15,4,Lead,,,,,,メンバー交代:,IN:15,古川,OUT:4,吉岡
19,15,4,Lead,サーブ,4,柳田,,,,,,,
19,15,4,Lead,,,,,,レシーブ失敗,6,渡邊,,
19,15,4,Lead,,,,,,,15,古川,,
19,15,4,Lead,,,,,,アタック成功:,8,及川,,
19,16,3,Lead,,,,,,,得点,,,
19,16,3,Lead,,,,,,サーブ,14,宮下(遥),,
19,16,3,Lead,レシーブ成功(優),12,山内,,,,,,,
19,16,3,Lead,,13,山田,,,,,,,
19,16,3,Lead,,,,,,,15,古川,,
19,16,3,Lead,アタック成功:,12,山内,,,,,,,
20,16,4,Lead,,得点,,,,,,,,
20,16,4,Lead,サービスエース,13,山田,,,,,,,
20,16,4,Lead,,,,,,レシーブ失敗,18,金田,,
21,16,5,Lead,,得点,,,,,,,,
21,16,5,Lead,,,,,,,タイムアウト,,,
21,16,5,Lead,サーブ,13,山田,,,,,,,
21,16,5,Lead,,,,,,レシーブ失敗,18,金田,,
21,16,5,Lead,,,,,,,15,古川,,
21,16,5,Lead,アタック成功:,2,古賀,,,,,,,
22,16,6,Lead,,得点,,,,,,,,
22,16,6,Lead,サーブ,13,山田,,,,,,,
22,16,6,Lead,,,,,,レシーブ失敗,15,古川,,
22,16,6,Lead,,,,,,アタック成功:,15,古川,,
22,17,5,Lead,,,,,,,得点,,,
22,17,5,Lead,,,,,,サーブ,15,古川,,
22,17,5,Lead,レシーブ成功(優),2,古賀,,,,,,,
22,17,5,Lead,,2,古賀,,,,,,,
22,17,5,Lead,,2,古賀,,,,,,,
22,17,5,Lead,,,,,,,18,金田,,
22,17,5,Lead,,4,柳田,,,,,,,
22,17,5,Lead,アタック成功:,12,山内,,,,,,,
23,17,6,Lead,,得点,,,,,,,,
23,17,6,Lead,サーブ,12,山内,,,,,,,
23,17,6,Lead,,,,,,レシーブ成功(優),27,楢崎,,
23,17,6,Lead,,,,,,アタック成功:,8,及川,,
23,18,5,Lead,,,,,,,得点,,,
23,18,5,Lead,,,,,,サーブ,8,及川,,
23,18,5,Lead,レシーブ成功(優),2,古賀,,,,,,,
23,18,5,Lead,アタック成功:,2,古賀,,,,,,,
24,18,6,Lead,,得点,,,,,,,,
24,18,6,Lead,サーブ,2,古賀,,,,,,,
24,18,6,Lead,,,,,,レシーブ失敗,27,楢崎,,
24,18,6,Lead,,,,,,,6,渡邊,,
24,18,6,Lead,,12,山内,,,,,,,
24,18,6,Lead,,,,,,ブロック成功,18,金田,,
24,19,5,Lead,,,,,,,得点,,,
24,19,5,Lead,,,,,,サーブ,6,渡邊,,
24,19,5,Lead,レシーブ成功(優),2,古賀,,,,,,,
24,19,5,Lead,,1,島村,,,,,,,
24,19,5,Lead,,,,,,,18,金田,,
24,19,5,Lead,,1,島村,,,,,,,
24,19,5,Lead,アタック成功:,1,島村,,,,,,,
25,19,6,Lead,,得点,,,,,,,,
