得点,失点,+/-,L-B,状況,番号,選手,交代番号,交代選手,相手状況,相手番号,相手選手,相手交代番号,相手交代選手
13,7,6,Lead,,,,,,アタック成功:,19,野中,,
13,8,5,Lead,,,,,,,得点,,,
13,8,5,Lead,,,,,,サーブ,13,長内,,
13,8,5,Lead,レシーブ失敗,3,塚田,,,,,,,
13,8,5,Lead,,12,山内,,,,,,,
13,8,5,Lead,,,,,,,1,上坂,,
13,8,5,Lead,,,,,,,1,上坂,,
13,8,5,Lead,アタック失敗,6,上野,,,,,,,
13,9,4,Lead,,,,,,,得点,,,
13,9,4,Lead,,,,,,サーブ,13,長内,,
13,9,4,Lead,レシーブ成功(優),12,山内,,,,,,,
13,9,4,Lead,,12,山内,,,,,,,
13,9,4,Lead,,,,,,その他ミス,2,小野寺,,
14,9,5,Lead,,得点,,,,,,,,
14,9,5,Lead,サービスエース,6,上野,,,,,,,
14,9,5,Lead,,,,,,レシーブ失敗,1,上坂,,
15,9,6,Lead,,得点,,,,,,,,
15,9,6,Lead,サービスエース,6,上野,,,,,,,
15,9,6,Lead,,,,,,レシーブ失敗,13,長内,,
16,9,7,Lead,,得点,,,,,,,,
16,9,7,Lead,,テクニカルタイムアウト,,,,,,,,
16,9,7,Lead,サーブ,6,上野,,,,,,,
16,9,7,Lead,,,,,,レシーブ成功(優),1,上坂,,
16,9,7,Lead,,,,,,アタック成功:,19,野中,,
16,10,6,Lead,,,,,,,得点,,,
16,10,6,Lead,,,,,,サーブ,6,芳賀,,
16,10,6,Lead,レシーブ成功(優),16,小島,,,,,,,
16,10,6,Lead,,12,山内,,,,,,,
16,10,6,Lead,,,,,,アタック成功:,19,野中,,
16,11,5,Lead,,,,,,,得点,,,
16,11,5,Lead,,,,,,サーブ,6,芳賀,,
16,11,5,Lead,レシーブ成功(良),12,山内,,,,,,,
16,11,5,Lead,,12,山内,,,,,,,
16,11,5,Lead,アタック成功:,15,吉田,,,,,,,
17,11,6,Lead,,得点,,,,,,,,
17,11,6,Lead,サーブ,12,山内,,,,,,,
17,11,6,Lead,,,,,,レシーブ成功(良),1,上坂,,
17,11,6,Lead,,,,,,,13,長内,,
17,11,6,Lead,,8,野嶋,,,,,,,
17,11,6,Lead,,,,,,,1,上坂,,
17,11,6,Lead,,15,吉田,,,,,,,
17,11,6,Lead,,3,塚田,,,,,,,
17,11,6,Lead,,,,,,アタック成功:,14,入澤,,
17,12,5,Lead,,,,,,,得点,,,
17,12,5,Lead,,,,,,サーブ,19,野中,,
17,12,5,Lead,レシーブ失敗,15,吉田,,,,,,,
17,12,5,Lead,アタック失敗,15,吉田,,,,,,,
17,13,4,Lead,,,,,,,得点,,,
17,13,4,Lead,,タイムアウト,,,,,,,,
17,13,4,Lead,,,,,,サーブ,19,野中,,
17,13,4,Lead,レシーブ失敗,15,吉田,,,,,,,
17,13,4,Lead,,15,吉田,,,,,,,
17,13,4,Lead,アタック成功:,8,野嶋,,,,,,,
18,13,5,Lead,,得点,,,,,,,,
18,13,5,Lead,メンバー交代:,IN:17,川上,OUT:15,吉田,,,,,
18,13,5,Lead,サーブ,17,川上,,,,,,,
18,13,5,Lead,,,,,,レシーブ成功(優),19,野中,,
18,13,5,Lead,,,,,,アタック成功:,14,入澤,,
18,14,4,Lead,,,,,,,得点,,,
18,14,4,Lead,,,,,,サーブ,1,上坂,,
18,14,4,Lead,レシーブ成功(優),12,山内,,,,,,,
18,14,4,Lead,アタック成功:,4,柳田,,,,,,,
19,14,5,Lead,,得点,,,,,,,,
19,14,5,Lead,サーブ,8,野嶋,,,,,,,
19,14,5,Lead,,,,,,レシーブ成功(優),1,上坂,,
19,14,5,Lead,,,,,,,14,入澤,,
19,14,5,Lead,,4,柳田,,,,,,,
19,14,5,Lead,,,,,,ブロック成功,2,小野寺,,
19,15,4,Lead,,,,,,,得点,,,
19,15,4,Lead,,,,,,サーブ,14,入澤,,
19,15,4,Lead,レシーブ成功(優),12,山内,,,,,,,
19,15,4,Lead,アタック成功:,6,上野,,,,,,,
20,15,5,Lead,,得点,,,,,,,,
20,15,5,Lead,サーブ,3,塚田,,,,,,,
20,15,5,Lead,,,,,,レシーブ成功(良),1,上坂,,
20,15,5,Lead,,,,,,,13,長内,,
20,15,5,Lead,ブロック成功,6,上野,,,,,,,
21,15,6,Lead,,得点,,,,,,,,
21,15,6,Lead,,,,,,,タイムアウト,,,
21,15,6,Lead,サーブ,3,塚田,,,,,,,
21,15,6,Lead,,,,,,レシーブ成功(優),1,上坂,,
21,15,6,Lead,,,,,,アタック成功:,6,芳賀,,
21,16,5,Lead,,,,,,,得点,,,
21,16,5,Lead,,,,,,サーブ,2,小野寺,,
21,16,5,Lead,レシーブ失敗,17,川上,,,,,,,
21,16,5,Lead,アタック成功:,12,山内,,,,,,,
22,16,6,Lead,,得点,,,,,,,,
22,16,6,Lead,サーブミス,4,柳田,,,,,,,
22,17,5,Lead,,,,,,,得点,,,
22,17,5,Lead,,,,,,メンバー交代:,IN:4,窪田,OUT:13,長内
22,17,5,Lead,メンバー交代:,IN:15,吉田,OUT:17,川上,,,,,
22,17,5,Lead,,,,,,サーブ,4,窪田,,
22,17,5,Lead,レシーブ成功(優),15,吉田,,,,,,,
22,17,5,Lead,,15,吉田,,,,,,,
22,17,5,Lead,,15,吉田,,,,,,,
22,17,5,Lead,ブロック成功,6,上野,,,,,,,
23,17,6,Lead,,得点,,,,,,,,
23,17,6,Lead,サーブ,6,上野,,,,,,,
23,17,6,Lead,,,,,,レシーブ成功(優),19,野中,,
23,17,6,Lead,,,,,,アタック成功:,1,上坂,,
23,18,5,Lead,,,,,,,得点,,,
23,18,5,Lead,,,,,,サーブ,6,芳賀,,
23,18,5,Lead,レシーブ成功(良),15,吉田,,,,,,,
23,18,5,Lead,アタック成功:,15,吉田,,,,,,,
24,18,6,Lead,,得点,,,,,,,,
24,18,6,Lead,サーブ,12,山内,,,,,,,
24,18,6,Lead,,,,,,レシーブ失敗,19,野中,,
24,18,6,Lead,,,,,,アタック成功:,1,上坂,,
24,19,5,Lead,,,,,,,得点,,,
24,19,5,Lead,,,,,,サーブ,19,野中,,
24,19,5,Lead,レシーブ失敗,15,吉田,,,,,,,
24,19,5,Lead,,15,吉田,,,,,,,
24,19,5,Lead,,,,,,,1,上坂,,
24,19,5,Lead,アタック失敗,15,吉田,,,,,,,
24,20,4,Lead,,,,,,,得点,,,
24,20,4,Lead,,,,,,サーブ,19,野中,,
24,20,4,Lead,レシーブ成功(良),15,吉田,,,,,,,
24,20,4,Lead,,8,野嶋,,,,,,,
24,20,4,Lead,,,,,,,1,上坂,,
24,20,4,Lead,,15,吉田,,,,,,,
24,20,4,Lead,,,,,,ブロック成功,2,小野寺,,
24,21,3,Lead,,,,,,,得点,,,
24,21,3,Lead,,タイムアウト,,,,,,,,
24,21,3,Lead,,,,,,サーブ,19,野中,,
24,21,3,Lead,レシーブ失敗,12,山内,,,,,,,
24,21,3,Lead,アタック成功:,15,吉田,,,,,,,
25,21,4,Lead,,得点,,,,,,,,
