試合日,年月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,3,,田中紀幸,3,■,■,■,,,22,9,1,0.4090909090909091,0.3636363636363637,3.00,2,1,0,50.0,1,0.33,14,1,3,4,12.9,26,12,0,46.2
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,4,,神山哲郎,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,5,,横田圭祐,3,■,■,■,,,17,10,1,0.5882352941176471,0.5294117647058824,3.33,0,0,0,-,4,1.33,9,0,0,2,5.6,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,6,,三芳健斗,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,8,,廣本遥,2,,□,□,,,8,3,2,0.375,0.125,1.50,1,1,0,100.0,0,-,5,0,0,5,25.0,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,9,,平澤徹,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,11,,呉屋宏和,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,9,1,1,4,20.0,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,12,L,芳賀広大,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,5,0,41.7
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,13,,渡辺聖太,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,14,,岩井浩二,3,■,■,■,,,27,11,0,0.4074074074074074,0.4074074074074074,3.67,0,0,0,-,2,0.67,7,0,3,2,7.1,25,12,0,48.0
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,15,,北沢浩,3,■,■,■,,,2,1,0,0.5,0.5,0.33,0,0,0,-,0,-,16,1,1,8,17.5,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,18,L,小川直紀,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,富士通カワサキレッドスピリッツ,19,,松野昭博,3,■,■,■,,,12,8,1,0.6666666666666666,0.5833333333333334,2.67,0,0,0,-,1,0.33,8,0,1,4,12.5,1,1,0,100.0
2013-12-07,2013-12,大同特殊鋼レッドスター,1,,山口純平,3,■,■,■,,,5,3,1,0.6,0.4,1.00,0,0,0,-,2,0.67,11,0,2,6,13.6,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,3,,田中紳太,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,4,,倉田真,3,■,■,□,,,20,12,1,0.6,0.55,4.00,2,2,0,100.0,3,1.00,5,0,3,1,5.0,8,5,0,62.5
2013-12-07,2013-12,大同特殊鋼レッドスター,5,,平野晃多,3,■,■,■,,,8,6,0,0.75,0.75,2.00,0,0,0,-,4,1.33,4,0,0,2,12.5,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,6,,辰巳佳靖,1,■,,,,,11,4,2,0.3636363636363637,0.18181818181818185,4.00,5,2,1,40.0,1,1.00,3,0,0,3,25.0,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,7,,赤澤直樹,3,■,■,■,,,2,0,0,0.0,0.0,-,0,0,0,-,0,-,22,0,1,7,8.0,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,9,,淡田智行,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,11,L,平井銀次,2,●,●,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,7,0,53.8
2013-12-07,2013-12,大同特殊鋼レッドスター,13,,草場貴成,3,□,■,■,,,11,4,2,0.3636363636363637,0.18181818181818185,1.33,1,1,0,100.0,0,-,11,1,2,4,16.4,11,7,0,63.6
2013-12-07,2013-12,大同特殊鋼レッドスター,14,,齋藤義人,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,15,,金澤秀幸,3,■,■,■,,,11,6,0,0.5454545454545454,0.5454545454545454,2.00,3,0,0,0.0,3,1.00,5,0,1,1,5.0,6,5,0,83.3
2013-12-07,2013-12,大同特殊鋼レッドスター,16,,川口一貴,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,大同特殊鋼レッドスター,18,L,山下秀人,1,,,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,0,33.3
2013-12-07,2013-12,大同特殊鋼レッドスター,19,,宮原博明,2,,□,■,,,9,4,0,0.4444444444444444,0.4444444444444444,2.00,3,1,0,33.3,0,-,5,0,1,1,5.0,7,2,0,28.6
2013-12-07,2013-12,東京トヨペットグリーンスパークル,1,,伊藤優介,3,■,■,■,,,10,3,1,0.3,0.2,1.00,0,0,0,-,2,0.67,14,1,3,5,16.1,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,2,,早川紘司,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,3,,柴明徳,3,■,■,■,,,25,8,5,0.32,0.12,2.67,3,1,0,33.3,0,-,8,1,0,2,18.8,20,10,0,50.0
2013-12-07,2013-12,東京トヨペットグリーンスパークル,5,,浅見冬樹,3,■,■,■,,,3,1,0,0.3333333333333333,0.3333333333333333,0.33,0,0,0,-,0,-,8,1,0,3,19.4,1,0,0,0.0
2013-12-07,2013-12,東京トヨペットグリーンスパークル,6,,大貫智博,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,8,,西片圭佑,3,■,■,■,,,27,7,4,0.25925925925925924,0.1111111111111111,2.33,4,1,1,25.0,1,0.33,8,0,1,5,15.6,1,0,0,0.0
2013-12-07,2013-12,東京トヨペットグリーンスパークル,9,L,徳岡啓人,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,13,0,61.9
2013-12-07,2013-12,東京トヨペットグリーンスパークル,10,,池田正一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,11,,松枝寿明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,12,,橋本和浩,3,■,■,■,,,8,1,1,0.125,0.0,0.33,0,0,0,-,0,-,4,0,1,0,0.0,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,15,,荒川崇,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,6,1,0,2,21.7,0,0,0,-
2013-12-07,2013-12,東京トヨペットグリーンスパークル,16,,松本敬三,3,■,■,■,,,22,6,2,0.2727272727272727,0.18181818181818185,2.00,0,0,0,-,1,0.33,8,0,1,2,6.2,20,11,0,55.0
2013-12-07,2013-12,兵庫デルフィーノ,1,,井上優人,4,■,■,■,■,,8,3,1,0.375,0.25,0.75,0,0,0,-,2,0.50,9,0,3,2,5.6,0,0,0,-
2013-12-07,2013-12,兵庫デルフィーノ,2,,白川佑樹,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2013-12-07,2013-12,兵庫デルフィーノ,3,,原田将志,4,■,■,■,■,,11,6,0,0.5454545454545454,0.5454545454545454,1.50,0,0,0,-,1,0.25,16,1,2,7,17.2,3,2,0,66.7
2013-12-07,2013-12,兵庫デルフィーノ,4,,川合翔太,4,■,■,■,■,,37,17,3,0.4594594594594595,0.3783783783783784,4.25,13,7,1,53.8,0,-,14,1,4,2,9.3,0,0,0,-
2013-12-07,2013-12,兵庫デルフィーノ,5,,太田有紀,4,■,■,■,■,,40,15,2,0.375,0.325,3.75,5,2,0,40.0,3,0.75,11,0,5,4,9.1,13,7,0,53.8
2013-12-07,2013-12,兵庫デルフィーノ,6,,井上周二,4,■,■,■,■,,18,6,1,0.3333333333333333,0.2777777777777778,1.50,1,0,0,0.0,2,0.50,16,0,1,1,1.6,21,12,0,57.1
2013-12-07,2013-12,兵庫デルフィーノ,9,,竹永大樹,4,□,□,□,□,,2,0,1,0.0,-0.5,-,1,0,1,0.0,0,-,4,0,0,1,6.2,2,1,0,50.0
2013-12-07,2013-12,兵庫デルフィーノ,10,L,奥長勝之,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,37,12,0,32.4
2013-12-07,2013-12,兵庫デルフィーノ,11,,福竹陽平,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,兵庫デルフィーノ,18,,石木裕也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,兵庫デルフィーノ,20,,白川雅貴,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,0,-,12,0,0,3,6.2,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,2,,清水大輔,4,■,■,■,■,,15,7,0,0.4666666666666667,0.4666666666666667,1.75,0,0,0,-,6,1.50,10,0,1,5,12.5,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,3,,当間重泰,4,□,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,6,0,1,1,4.2,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,5,L,平林康裕,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,6,,松本幸博,4,■,■,■,■,,25,8,2,0.32,0.24,2.00,3,1,1,33.3,1,0.25,12,0,0,5,10.4,17,13,0,76.5
2013-12-07,2013-12,警視庁フォートファイターズ,8,L,石川俊輔,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,32,27,0,84.4
2013-12-07,2013-12,警視庁フォートファイターズ,11,,冨吉駿平,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,12,,小川功太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,13,,中村航太朗,4,■,■,■,■,,30,12,1,0.4,0.3666666666666665,3.00,2,1,0,50.0,2,0.50,14,0,5,7,12.5,19,7,0,36.8
2013-12-07,2013-12,警視庁フォートファイターズ,14,,中道元貴,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,0,-,24,1,3,13,17.7,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,16,,菅原規人,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,17,,佐藤秀俊,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,20,,鈴木雅史,4,■,■,■,■,,19,12,1,0.631578947368421,0.5789473684210527,3.00,0,0,0,-,3,0.75,8,0,0,2,6.2,0,0,0,-
2013-12-07,2013-12,警視庁フォートファイターズ,25,,金丸将大,4,■,■,■,■,,31,10,6,0.3225806451612903,0.12903225806451613,2.50,15,4,3,26.7,4,1.00,16,0,3,9,14.1,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,2,L,奥平祐介,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,0,30.0
2013-12-08,2013-12,きんでんトリニティーブリッツ,3,,明石良介,3,,□,,□,□,1,0,1,0.0,-1.0,-,1,0,1,0.0,0,-,4,0,2,1,6.2,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,7,,田畑翔伍,4,■,■,■,■,,16,7,1,0.4375,0.375,1.75,2,0,0,0.0,1,0.25,14,0,1,4,7.1,32,12,0,37.5
2013-12-08,2013-12,きんでんトリニティーブリッツ,10,,松本永志,5,■,■,■,■,■,40,11,7,0.275,0.1,2.20,14,1,4,7.1,4,0.80,12,0,3,6,12.5,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,11,,塩大地,5,■,■,■,■,■,25,16,0,0.64,0.64,3.20,0,0,0,-,0,-,10,0,1,2,5.0,4,1,0,25.0
2013-12-08,2013-12,きんでんトリニティーブリッツ,12,,佐々木剛,4,□,□,□,,□,0,0,0,,,-,0,0,0,-,0,-,4,0,2,1,6.2,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,15,,小野義隆,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,16,L,中西優介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,17,,本多尚也,2,,,,□,■,3,1,1,0.3333333333333333,0.0,0.50,1,0,0,0.0,0,-,5,1,0,3,35.0,15,9,0,60.0
2013-12-08,2013-12,きんでんトリニティーブリッツ,18,,松田祐和,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,20,,毛利光生,5,■,■,■,■,■,2,1,0,0.5,0.5,0.20,1,1,0,100.0,0,-,17,0,5,7,10.3,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,24,,森田有智夢,5,■,■,■,■,■,28,7,1,0.25,0.21428571428571427,1.40,6,2,1,33.3,2,0.40,10,0,1,3,7.5,32,12,0,37.5
2013-12-08,2013-12,きんでんトリニティーブリッツ,25,,平田英貴,5,■,■,■,■,■,12,6,1,0.5,0.4166666666666667,1.20,0,0,0,-,3,0.60,13,0,1,3,5.8,0,0,0,-
2013-12-08,2013-12,きんでんトリニティーブリッツ,26,,山本寛生,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,1,,小川貴史,1,,,,,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,2,,徳丸善基,5,■,■,■,■,■,11,5,2,0.4545454545454545,0.2727272727272727,1.00,0,0,0,-,2,0.40,19,1,1,9,16.1,1,1,0,100.0
2013-12-08,2013-12,大分三好ヴァイセアドラー,3,,阿部領太,2,■,■,,,,7,4,2,0.5714285714285714,0.2857142857142857,2.00,0,0,0,-,0,-,4,0,0,3,18.8,5,3,0,60.0
2013-12-08,2013-12,大分三好ヴァイセアドラー,4,,モハメドカタブ,2,■,■,,,,20,7,1,0.35,0.3,3.50,3,2,0,66.7,1,0.50,6,0,6,0,0.0,1,0,0,0.0
2013-12-08,2013-12,大分三好ヴァイセアドラー,7,,細川優樹,4,,□,■,■,■,34,19,2,0.5588235294117647,0.5,4.75,7,5,0,71.4,0,-,13,0,1,8,15.4,5,2,0,40.0
2013-12-08,2013-12,大分三好ヴァイセアドラー,8,,石垣公也,5,■,■,■,■,■,41,15,4,0.36585365853658536,0.2682926829268293,3.00,7,3,1,42.9,3,0.60,17,0,0,12,17.6,21,14,0,66.7
2013-12-08,2013-12,大分三好ヴァイセアドラー,9,,井口拓也,3,,,■,■,■,15,7,2,0.4666666666666667,0.3333333333333333,2.33,2,1,1,50.0,0,-,9,1,0,4,20.0,9,3,0,33.3
2013-12-08,2013-12,大分三好ヴァイセアドラー,10,,山田要平,5,■,■,■,■,■,4,2,0,0.5,0.5,0.40,1,0,0,0.0,2,0.40,16,1,5,7,15.9,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,11,L,辻口智也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,12,,安田将利,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,14,,木村泰輔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,15,,田中挙章,1,■,,,,,3,1,0,0.3333333333333333,0.3333333333333333,1.00,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-
2013-12-08,2013-12,大分三好ヴァイセアドラー,16,L,迫谷竜児,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,16,0,59.3
2013-12-08,2013-12,大分三好ヴァイセアドラー,18,,大道大輔,4,,■,■,■,■,8,5,1,0.625,0.5,1.25,0,0,0,-,1,0.25,18,2,0,7,19.7,3,3,0,100.0
2013-12-08,2013-12,近畿クラブスフィーダ,1,,濱本豊,3,■,■,■,,,25,15,2,0.6,0.52,5.00,7,3,1,42.9,0,-,8,0,1,4,12.5,0,0,0,-
2013-12-08,2013-12,近畿クラブスフィーダ,2,,梶野喜宏,3,■,■,□,,,0,0,0,,,-,0,0,0,-,0,-,12,0,0,7,14.6,1,0,0,0.0
2013-12-08,2013-12,近畿クラブスフィーダ,3,,河戸俊亮,3,■,■,□,,,2,2,0,1.0,1.0,0.67,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-
2013-12-08,2013-12,近畿クラブスフィーダ,4,L,山田翔太,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,20,0,69.0
2013-12-08,2013-12,近畿クラブスフィーダ,6,,勝将哉,3,□,□,■,,,13,5,0,0.38461538461538464,0.38461538461538464,1.67,0,0,0,-,0,-,6,0,0,3,12.5,7,2,0,28.6
2013-12-08,2013-12,近畿クラブスフィーダ,9,,本多駿,2,■,■,,,,11,6,1,0.5454545454545454,0.4545454545454545,3.00,1,0,0,0.0,0,-,8,0,0,4,12.5,10,4,0,40.0
2013-12-08,2013-12,近畿クラブスフィーダ,11,,片渕貴史,3,■,■,□,,,6,4,0,0.6666666666666666,0.6666666666666666,1.33,0,0,0,-,3,1.00,8,2,2,3,34.4,0,0,0,-
2013-12-08,2013-12,近畿クラブスフィーダ,12,,中田雄大,2,,□,■,,,1,1,0,1.0,1.0,0.50,0,0,0,-,0,-,3,0,1,2,16.7,0,0,0,-
2013-12-08,2013-12,近畿クラブスフィーダ,13,,南拓磨,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2013-12-08,2013-12,近畿クラブスフィーダ,14,,鳥越裕喜,3,■,■,■,,,20,10,0,0.5,0.5,3.33,0,0,0,-,1,0.33,12,3,3,4,33.3,4,0,0,0.0
2013-12-08,2013-12,近畿クラブスフィーダ,17,,牡丹僚太,2,,□,■,,,3,3,0,1.0,1.0,1.50,0,0,0,-,1,0.50,9,1,1,3,17.2,0,0,0,-
2013-12-08,2013-12,近畿クラブスフィーダ,27,,大谷充寛,2,,□,■,,,2,1,0,0.5,0.5,0.50,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,1,,伊藤優介,2,■,,■,,,1,1,0,1.0,1.0,0.50,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,2,,早川紘司,1,,,■,,,3,1,0,0.3333333333333333,0.3333333333333333,1.00,0,0,0,-,1,1.00,2,0,0,1,12.5,6,2,0,33.3
2013-12-08,2013-12,東京トヨペットグリーンスパークル,3,,柴明徳,3,■,■,■,,,24,8,3,0.3333333333333333,0.2083333333333333,2.67,8,3,1,37.5,2,0.67,11,0,0,2,4.5,17,5,0,29.4
2013-12-08,2013-12,東京トヨペットグリーンスパークル,5,,浅見冬樹,3,■,■,■,,,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,14,1,0,7,18.2,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,6,,大貫智博,3,□,■,□,,,7,2,2,0.2857142857142857,0.0,0.67,0,0,0,-,1,0.33,8,0,1,5,15.6,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,8,,西片圭佑,3,■,■,■,,,17,5,2,0.29411764705882354,0.17647058823529413,1.67,3,2,1,66.7,3,1.00,6,0,0,4,16.7,3,2,0,66.7
2013-12-08,2013-12,東京トヨペットグリーンスパークル,9,L,徳岡啓人,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,5,0,41.7
2013-12-08,2013-12,東京トヨペットグリーンスパークル,10,,池田正一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,12,,橋本和浩,3,■,■,■,,,6,3,1,0.5,0.3333333333333333,1.00,0,0,0,-,1,0.33,6,0,1,2,8.3,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,13,,松葉孝浩,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,15,,荒川崇,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,東京トヨペットグリーンスパークル,16,,松本敬三,2,■,■,,,,11,6,1,0.5454545454545454,0.4545454545454545,3.00,0,0,0,-,0,-,5,0,1,3,15.0,18,11,0,61.1
2013-12-08,2013-12,大同特殊鋼レッドスター,1,,山口純平,4,■,■,■,■,,9,3,2,0.3333333333333333,0.1111111111111111,0.75,0,0,0,-,0,-,21,1,2,6,11.0,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,3,,田中紳太,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,4,,倉田真,4,■,■,■,■,,38,14,4,0.3684210526315789,0.2631578947368421,3.50,8,5,1,62.5,3,0.75,14,1,4,6,16.4,18,8,0,44.4
2013-12-08,2013-12,大同特殊鋼レッドスター,5,,平野晃多,4,■,■,■,■,,9,3,0,0.3333333333333333,0.3333333333333333,0.75,0,0,0,-,1,0.25,5,0,1,3,15.0,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,6,,辰巳佳靖,4,■,■,■,■,,32,12,4,0.375,0.25,3.00,15,5,2,33.3,5,1.25,15,2,1,5,19.0,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,7,,赤澤直樹,4,■,■,■,■,,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,14,1,1,4,12.9,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,9,,淡田智行,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,11,L,平井銀次,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,16,0,64.0
2013-12-08,2013-12,大同特殊鋼レッドスター,13,,草場貴成,2,,□,□,,,7,0,1,0.0,-0.14285714285714285,-,0,0,0,-,0,-,1,0,1,0,0.0,5,3,0,60.0
2013-12-08,2013-12,大同特殊鋼レッドスター,14,,齋藤義人,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,15,,金澤秀幸,4,■,■,■,■,,17,11,0,0.6470588235294118,0.6470588235294118,2.75,0,0,0,-,1,0.25,10,0,4,6,15.0,27,8,0,29.6
2013-12-08,2013-12,大同特殊鋼レッドスター,16,,川口一貴,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2013-12-08,2013-12,大同特殊鋼レッドスター,18,L,山下秀人,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
