名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
井上周二,兵庫デルフィーノ,6,26,37,215,71,10,33.0,28.4,14,0,1,4,128,1,5,25,291,209,0,0.0,1.92,0.11,4.7,71.8
井口拓也,大分三好ヴァイセアドラー,9,76,48,169,72,14,42.6,34.3,8,4,2,10,112,3,16,38,232,124,0,50.0,1.5,0.21,7.6,53.4
今田善仁,きんでんトリニティーブリッツ,4,9,6,0,0,0,,,0,0,0,0,19,0,2,4,0,0,0,,0.0,0.0,2.6,
伊藤優介,東京トヨペットグリーンスパークル,1,82,60,174,72,7,41.4,37.4,5,3,0,22,192,6,25,54,8,4,0,60.0,1.2,0.37,6.9,50.0
佐々木剛,きんでんトリニティーブリッツ,12,51,39,0,0,0,,,0,0,0,0,59,1,16,17,4,4,0,,0.0,0.0,2.1,100.0
佐藤秀俊,警視庁フォートファイターズ,17,73,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
倉田真,大同特殊鋼レッドスター,4,64,59,420,162,38,38.6,29.5,118,45,19,30,189,7,39,65,299,162,0,38.1,2.75,0.51,7.1,54.2
内園徹,きんでんトリニティーブリッツ,9,22,20,0,0,0,,,0,0,0,0,45,4,4,13,18,11,0,,0.0,0.0,13.9,61.1
冨吉駿平,警視庁フォートファイターズ,11,73,11,0,0,0,,,0,0,0,0,12,1,7,1,0,0,0,,0.0,0.0,-4.2,
前田泰樹,近畿クラブスフィーダ,21,23,8,13,4,0,30.8,30.8,0,0,0,1,13,0,2,2,0,0,0,,0.5,0.12,0.0,
加藤陽一,つくばユナイテッドSunGAIA,18,64,75,499,198,42,39.7,31.3,140,51,20,35,254,6,23,74,122,63,0,36.4,2.64,0.47,7.4,51.6
勝将哉,近畿クラブスフィーダ,6,51,34,168,72,7,42.9,38.7,4,1,0,6,112,7,14,33,87,40,0,25.0,2.12,0.18,10.5,46.0
北沢浩,富士通カワサキレッドスピリッツ,15,73,65,23,12,0,52.2,52.2,1,0,0,1,215,6,11,67,3,0,0,0.0,0.18,0.02,9.3,0.0
北野優介,きんでんトリニティーブリッツ,1,6,1,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
南享,つくばユナイテッドSunGAIA,23,64,24,56,21,3,37.5,32.1,9,3,2,4,66,1,10,28,8,1,0,33.3,0.88,0.17,8.3,12.5
南拓磨,近畿クラブスフィーダ,13,54,18,59,19,3,32.2,27.1,0,0,0,0,49,1,5,17,20,10,0,,1.06,0.0,8.2,50.0
原田将志,兵庫デルフィーノ,3,50,67,263,90,29,34.2,23.2,33,16,4,10,177,10,31,63,98,27,0,48.5,1.34,0.15,10.2,27.6
吉野淳,つくばユナイテッドSunGAIA,22,64,78,0,0,0,,,0,0,0,0,0,0,0,0,373,258,0,,0.0,0.0,,69.2
呉屋宏和,富士通カワサキレッドスピリッツ,11,70,33,32,19,2,59.4,53.1,3,1,0,3,63,4,12,28,39,26,0,33.3,0.58,0.09,12.7,66.7
和中謙治,近畿クラブスフィーダ,8,34,46,311,130,16,41.8,36.7,33,14,4,13,127,5,20,42,335,222,0,42.4,2.83,0.28,8.3,66.3
和井田剛史,東京ヴェルディ,25,47,33,140,54,9,38.6,32.1,34,16,2,5,77,1,18,30,48,26,0,47.1,1.64,0.15,5.2,54.2
和田雅登,近畿クラブスフィーダ,10,42,42,282,107,31,37.9,27.0,72,25,15,14,106,12,23,28,3,1,0,34.7,2.55,0.33,12.5,33.3
土屋宝士,東京ヴェルディ,9,49,30,79,40,5,50.6,44.3,1,0,0,16,65,1,1,20,3,2,0,0.0,1.33,0.53,8.8,66.7
坂口慧,トヨタ自動車サンホークス,1,62,47,41,12,3,29.3,22.0,1,0,0,10,120,6,39,37,8,6,0,0.0,0.26,0.21,4.6,75.0
塩大地,きんでんトリニティーブリッツ,11,73,76,296,139,17,47.0,41.2,0,0,0,46,131,5,13,28,21,13,0,,1.83,0.61,6.7,61.9
壇亮太,兵庫デルフィーノ,17,31,41,108,42,16,38.9,24.1,0,0,0,14,80,1,12,11,5,1,0,,1.02,0.34,0.9,20.0
大下将,東京ヴェルディ,18,36,21,74,28,3,37.8,33.8,0,0,0,15,40,0,4,10,0,0,0,,1.33,0.71,3.8,
大保亮太朗,トヨタ自動車サンホークス,9,62,70,271,117,18,43.2,36.5,0,0,0,33,206,2,5,48,2,2,0,,1.67,0.47,6.2,100.0
大原悠,近畿クラブスフィーダ,16,28,10,0,0,0,,,0,0,0,0,6,0,0,3,45,24,0,,0.0,0.0,12.5,53.3
大泊進祐,トヨタ自動車サンホークス,16,62,44,33,13,0,39.4,39.4,0,0,0,18,146,1,16,53,5,5,0,,0.3,0.41,7.0,100.0
大谷充寛,近畿クラブスフィーダ,27,40,8,4,2,0,50.0,50.0,0,0,0,0,11,0,3,3,0,0,0,,0.25,0.0,0.0,
大貫智博,東京トヨペットグリーンスパークル,6,82,43,67,20,7,29.9,19.4,0,0,0,3,72,2,4,17,2,1,0,,0.47,0.07,7.3,50.0
大道大輔,大分三好ヴァイセアドラー,18,76,45,93,52,8,55.9,47.3,0,0,0,20,123,6,5,43,12,8,0,,1.16,0.44,12.6,66.7
太田有紀,兵庫デルフィーノ,5,42,56,447,173,49,38.7,27.7,83,25,16,18,202,9,37,76,289,139,0,30.1,3.09,0.32,9.3,48.1
奥平祐介,きんでんトリニティーブリッツ,2,73,59,0,0,0,,,0,0,0,0,0,0,0,0,301,175,0,,0.0,0.0,,58.1
奥村航,つくばユナイテッドSunGAIA,3,64,80,289,157,17,54.3,48.4,1,0,0,50,234,9,41,81,2,1,0,0.0,1.96,0.62,8.1,50.0
奥田晃,東京ヴェルディ,11,62,27,12,6,1,50.0,41.7,0,0,0,5,78,1,0,16,2,0,0,,0.22,0.19,6.4,0.0
奥長勝之,兵庫デルフィーノ,10,50,43,10,4,1,40.0,30.0,0,0,0,1,18,0,4,5,200,94,0,,0.09,0.02,1.4,47.0
安田将利,大分三好ヴァイセアドラー,12,76,13,0,0,0,,,0,0,0,0,19,0,0,7,0,0,0,,0.0,0.0,9.2,
宮原博明,大同特殊鋼レッドスター,19,59,22,60,26,2,43.3,40.0,16,10,0,0,31,0,11,7,16,5,0,62.5,1.18,0.0,-3.2,31.2
家近滉一,東京ヴェルディ,24,19,18,64,24,7,37.5,26.6,11,5,2,1,44,0,10,19,23,7,0,45.5,1.33,0.06,5.1,30.4
小川功太,警視庁フォートファイターズ,12,73,41,101,48,4,47.5,43.6,6,2,1,1,96,2,5,33,99,74,0,33.3,1.17,0.02,9.4,74.7
小川直紀,富士通カワサキレッドスピリッツ,18,73,14,13,6,1,46.2,38.5,1,0,0,4,17,0,4,6,19,9,0,0.0,0.43,0.29,2.9,47.4
小川貴史,大分三好ヴァイセアドラー,1,75,21,10,5,0,50.0,50.0,0,0,0,2,1,0,1,0,0,0,0,,0.24,0.1,-25.0,
小野義隆,きんでんトリニティーブリッツ,15,61,15,0,0,0,,,0,0,0,0,30,1,0,13,0,0,0,,0.0,0.0,14.2,
山下栄和,きんでんトリニティーブリッツ,13,51,25,0,0,0,,,0,0,0,0,0,0,0,0,117,81,0,,0.0,0.0,,69.2
山下秀人,大同特殊鋼レッドスター,18,64,19,0,0,0,,,0,0,0,0,0,0,0,0,118,65,0,,0.0,0.0,,55.1
山中禎一郎,東京ヴェルディ,30,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口純平,大同特殊鋼レッドスター,1,64,72,140,55,9,39.3,32.9,0,0,0,50,249,13,25,92,1,1,0,,0.76,0.69,11.9,100.0
山本寛生,きんでんトリニティーブリッツ,26,58,40,13,6,3,46.2,23.1,2,0,2,0,59,1,18,20,0,0,0,0.0,0.15,0.0,2.5,
山田翔太,近畿クラブスフィーダ,4,48,38,0,0,0,,,0,0,0,0,4,0,1,2,229,143,0,,0.0,0.0,6.2,62.4
山田要平,大分三好ヴァイセアドラー,10,76,78,82,45,4,54.9,50.0,3,0,1,27,221,8,54,67,1,0,0,0.0,0.58,0.35,5.1,0.0
岡本侑,きんでんトリニティーブリッツ,27,37,66,434,209,26,48.2,42.2,54,29,7,22,264,12,47,79,444,307,0,53.7,3.17,0.33,7.6,69.1
岡村義郎,富士通カワサキレッドスピリッツ,10,6,3,5,4,0,80.0,80.0,0,0,0,1,2,0,0,1,0,0,0,,1.33,0.33,12.5,
岩井浩二,富士通カワサキレッドスピリッツ,14,73,64,398,177,27,44.5,37.7,29,13,4,35,227,10,37,84,431,233,0,44.8,2.77,0.55,9.6,54.1
岩田岳大,つくばユナイテッドSunGAIA,7,61,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
岩谷昌俊,近畿クラブスフィーダ,20,14,20,66,34,4,51.5,45.5,0,0,0,7,37,0,1,11,2,1,0,,1.7,0.35,6.8,50.0
島崎征士郎,大分三好ヴァイセアドラー,17,58,45,9,3,1,33.3,22.2,1,0,0,0,65,5,11,25,2,0,0,0.0,0.07,0.0,13.1,0.0
川口一貴,大同特殊鋼レッドスター,16,64,12,16,8,0,50.0,50.0,0,0,0,2,19,1,2,6,1,0,0,,0.67,0.17,10.5,0.0
川合翔太,兵庫デルフィーノ,4,50,71,592,230,71,38.9,26.9,195,78,41,45,230,13,51,64,16,6,0,40.0,3.24,0.63,7.1,37.5
帖佐力弥,近畿クラブスフィーダ,15,16,29,0,0,0,,,0,0,0,0,0,0,0,0,193,127,0,,0.0,0.0,,65.8
平井銀次,大同特殊鋼レッドスター,11,64,65,0,0,0,,,0,0,0,0,0,0,0,0,293,184,0,,0.0,0.0,,62.8
平尾真也,つくばユナイテッドSunGAIA,17,64,49,0,0,0,,,0,0,0,0,89,2,2,24,20,11,0,,0.0,0.0,8.4,55.0
平林康裕,警視庁フォートファイターズ,5,73,1,6,3,1,50.0,33.3,0,0,0,0,5,0,0,2,0,0,0,,3.0,0.0,10.0,
平澤徹,富士通カワサキレッドスピリッツ,9,71,22,45,23,2,51.1,46.7,1,1,0,12,63,3,4,22,1,1,0,100.0,1.05,0.55,11.9,100.0
平田英貴,きんでんトリニティーブリッツ,25,67,35,107,53,8,49.5,42.1,0,0,0,16,97,3,18,20,4,1,0,,1.51,0.46,3.6,25.0
平野晃多,大同特殊鋼レッドスター,5,64,69,195,100,9,51.3,46.7,0,0,0,45,169,3,5,59,13,10,0,,1.45,0.65,9.8,76.9
廣本遥,富士通カワサキレッドスピリッツ,8,71,28,208,86,16,41.3,33.7,64,23,7,9,92,8,21,37,0,0,0,35.9,3.07,0.32,13.0,
当間重泰,警視庁フォートファイターズ,3,73,67,0,0,0,,,0,0,0,0,118,7,13,42,0,0,0,,0.0,0.0,12.1,
徳丸善基,大分三好ヴァイセアドラー,2,76,74,166,87,7,52.4,48.2,0,0,0,35,233,8,13,80,26,17,0,,1.18,0.47,10.6,65.4
徳尾直哉,トヨタ自動車サンホークス,6,62,70,627,255,73,40.7,29.0,133,50,14,10,289,22,47,125,495,318,0,37.6,3.64,0.14,14.4,64.2
徳岡啓人,東京トヨペットグリーンスパークル,9,79,63,0,0,0,,,0,0,0,0,0,0,0,0,381,178,0,,0.0,0.0,,46.7
新貴裕,富士通カワサキレッドスピリッツ,16,46,48,5,2,0,40.0,40.0,0,0,0,2,70,8,17,26,1,0,0,,0.04,0.04,14.6,0.0
早川紘司,東京トヨペットグリーンスパークル,2,64,37,22,6,2,27.3,18.2,0,0,0,2,51,1,10,13,54,23,0,,0.16,0.05,3.4,42.6
早瀬省吾,東京ヴェルディ,17,62,73,0,0,0,,,0,0,0,0,0,0,0,0,223,126,0,,0.0,0.0,,56.5
明石良介,きんでんトリニティーブリッツ,3,47,24,16,3,2,18.8,6.2,5,1,2,0,43,0,11,15,15,6,0,20.0,0.12,0.0,2.3,40.0
有薗亮平,近畿クラブスフィーダ,18,49,54,0,0,0,,,0,0,0,0,69,2,8,17,36,14,0,,0.0,0.0,6.2,38.9
木村泰輔,大分三好ヴァイセアドラー,14,73,26,51,22,1,43.1,41.2,0,0,0,12,71,1,8,25,5,3,0,,0.85,0.46,7.4,60.0
木村築,東京ヴェルディ,22,49,57,480,195,47,40.6,30.8,153,69,17,28,217,15,23,70,2,1,0,45.1,3.42,0.49,12.3,50.0
本多尚也,きんでんトリニティーブリッツ,17,61,26,43,11,6,25.6,11.6,13,2,1,2,34,1,7,11,102,59,0,15.4,0.42,0.08,5.9,57.8
本多駿,近畿クラブスフィーダ,9,73,52,303,110,31,36.3,26.1,23,8,7,16,137,3,9,40,310,176,0,34.8,2.12,0.31,7.8,56.8
東野晴輝,トヨタ自動車サンホークス,7,62,70,33,16,0,48.5,48.5,1,0,0,6,233,1,11,82,4,1,0,0.0,0.23,0.09,8.0,25.0
松本幸博,警視庁フォートファイターズ,6,73,59,381,181,34,47.5,38.6,31,16,7,13,203,3,10,62,334,221,0,51.6,3.07,0.22,7.9,66.2
松本敬三,東京トヨペットグリーンスパークル,16,80,61,375,143,44,38.1,26.4,24,7,3,7,168,9,23,62,428,261,0,29.2,2.34,0.11,11.2,61.0
松本正嗣,東京ヴェルディ,12,52,51,21,6,2,28.6,19.0,2,0,0,1,49,1,2,18,21,16,0,0.0,0.12,0.02,10.2,76.2
松本永志,きんでんトリニティーブリッツ,10,73,77,797,303,73,38.0,28.9,233,85,35,18,267,13,52,81,4,4,0,36.5,3.94,0.23,7.6,100.0
松枝寿明,東京トヨペットグリーンスパークル,11,58,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松田祐和,きんでんトリニティーブリッツ,18,16,3,2,0,0,0.0,0.0,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
松葉孝浩,東京トヨペットグリーンスパークル,13,25,7,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,,0.0,0.0,0.0,
松野昭博,富士通カワサキレッドスピリッツ,19,73,64,224,122,9,54.5,50.4,0,0,0,31,144,2,14,60,3,1,0,,1.91,0.48,9.4,33.3
柳川大知,つくばユナイテッドSunGAIA,16,28,22,2,1,1,50.0,0.0,0,0,0,0,31,1,5,14,0,0,0,,0.05,0.0,10.5,
柴明徳,東京トヨペットグリーンスパークル,3,82,66,509,163,57,32.0,20.8,72,13,12,16,205,5,15,59,374,168,0,18.1,2.47,0.24,7.8,44.9
栗木勇,東京ヴェルディ,26,33,60,326,114,26,35.0,27.0,50,18,6,22,254,26,36,97,446,276,0,36.0,1.9,0.37,16.2,61.9
根布屋匡史,東京ヴェルディ,3,54,54,430,187,33,43.5,35.8,92,33,15,21,182,8,32,67,174,103,0,35.9,3.46,0.39,9.2,59.2
梶野喜宏,近畿クラブスフィーダ,2,66,54,26,9,2,34.6,26.9,0,0,0,7,188,1,3,47,5,0,0,,0.17,0.13,6.4,0.0
森田有智夢,きんでんトリニティーブリッツ,24,65,35,156,42,15,26.9,17.3,33,13,7,14,99,10,22,24,127,63,0,39.4,1.2,0.4,10.6,49.6
槌尾健,東京ヴェルディ,28,3,3,0,0,0,,,0,0,0,0,5,0,0,3,0,0,0,,0.0,0.0,15.0,
横田圭祐,富士通カワサキレッドスピリッツ,5,73,58,217,103,8,47.5,43.8,0,0,0,64,203,3,11,53,2,0,0,,1.78,1.1,6.7,0.0
橋本和浩,東京トヨペットグリーンスパークル,12,73,53,158,55,15,34.8,25.3,0,0,0,20,117,6,11,20,16,11,0,,1.04,0.38,7.1,68.8
橋本大樹,大分三好ヴァイセアドラー,5,21,18,50,27,3,54.0,48.0,0,0,0,13,45,1,3,16,2,1,0,,1.5,0.72,9.4,50.0
橋本峻介,きんでんトリニティーブリッツ,19,55,38,106,53,4,50.0,46.2,0,0,0,11,113,2,7,27,1,0,0,,1.39,0.29,6.2,0.0
毛利光生,きんでんトリニティーブリッツ,20,70,62,45,14,3,31.1,24.4,4,2,0,16,219,4,31,75,1,0,0,50.0,0.23,0.26,6.8,0.0
池田正一,東京トヨペットグリーンスパークル,10,78,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
河戸俊亮,近畿クラブスフィーダ,3,67,59,171,64,13,37.4,29.8,0,0,0,40,137,2,10,31,4,2,0,,1.08,0.68,5.3,50.0
浅岡遥太,東京ヴェルディ,2,49,52,0,0,0,,,0,0,0,0,3,0,2,0,204,135,0,,0.0,0.0,-16.7,66.2
浅川成也,トヨタ自動車サンホークス,3,62,63,546,197,61,36.1,24.9,54,17,12,12,207,6,32,61,240,114,0,31.5,3.13,0.19,6.4,47.5
浅見冬樹,東京トヨペットグリーンスパークル,5,62,26,10,6,0,60.0,60.0,0,0,0,0,73,2,4,19,2,0,0,,0.23,0.0,7.9,0.0
浅野晶,東京ヴェルディ,14,8,6,10,1,1,10.0,0.0,0,0,0,0,11,0,2,7,9,5,0,,0.17,0.0,11.4,55.6
浜崎勇矢,つくばユナイテッドSunGAIA,2,64,80,52,24,4,46.2,38.5,1,0,0,25,264,9,19,79,2,0,0,0.0,0.3,0.31,9.1,0.0
浜田翔太,東京ヴェルディ,4,60,62,44,18,1,40.9,38.6,1,1,0,25,172,5,17,50,1,0,0,100.0,0.29,0.4,7.7,0.0
淡田智行,大同特殊鋼レッドスター,9,63,23,3,1,0,33.3,33.3,0,0,0,1,53,0,4,17,1,0,0,,0.04,0.04,6.1,0.0
清水夢斗,近畿クラブスフィーダ,19,28,18,38,19,6,50.0,34.2,0,0,0,13,40,3,5,10,1,0,0,,1.06,0.72,10.6,0.0
清水大輔,警視庁フォートファイターズ,2,73,77,246,122,9,49.6,45.9,0,0,0,60,145,0,8,46,6,4,0,,1.58,0.78,6.6,66.7
清水隆平,トヨタ自動車サンホークス,8,62,4,8,3,1,37.5,25.0,1,0,1,2,2,0,2,0,0,0,0,0.0,0.75,0.5,-25.0,
渕江陵友,トヨタ自動車サンホークス,2,58,36,169,68,20,40.2,28.4,0,0,0,7,114,0,7,34,179,112,0,,1.89,0.19,5.9,62.6
渡辺聖太,富士通カワサキレッドスピリッツ,13,68,43,0,0,0,,,0,0,0,0,66,5,5,24,0,0,0,,0.0,0.0,14.8,
渡邉敬太,トヨタ自動車サンホークス,4,62,2,5,5,0,100.0,100.0,1,1,0,0,5,0,1,3,1,0,0,100.0,2.5,0.0,10.0,0.0
溝口信二,東京ヴェルディ,21,23,15,14,6,1,42.9,35.7,0,0,0,12,12,2,2,5,0,0,0,,0.4,0.8,22.9,
濱口純一,東京ヴェルディ,10,21,33,0,0,0,,,0,0,0,0,45,1,1,16,30,21,0,,0.0,0.0,10.6,70.0
濱本豊,近畿クラブスフィーダ,1,40,38,239,96,24,40.2,30.1,78,27,9,7,97,7,21,32,1,0,0,34.6,2.53,0.18,10.1,0.0
瀧澤陽紀,つくばユナイテッドSunGAIA,6,64,76,846,387,41,45.7,40.9,224,102,12,37,303,24,44,131,116,54,0,45.5,5.09,0.49,15.1,46.6
片渕貴史,近畿クラブスフィーダ,11,63,51,149,62,10,41.6,34.9,0,0,0,19,136,11,38,45,12,9,0,,1.22,0.37,9.4,75.0
牡丹僚太,近畿クラブスフィーダ,17,31,7,3,3,0,100.0,100.0,0,0,0,1,9,1,1,3,0,0,0,,0.43,0.14,16.7,
田中恭平,近畿クラブスフィーダ,26,4,8,72,25,1,34.7,33.3,8,5,0,0,25,0,4,11,56,29,0,62.5,3.12,0.0,7.0,51.8
田中挙章,大分三好ヴァイセアドラー,15,46,17,37,17,1,45.9,43.2,0,0,0,3,51,1,0,18,1,1,0,,1.0,0.18,10.8,100.0
田中紀幸,富士通カワサキレッドスピリッツ,3,73,65,381,150,39,39.4,29.1,21,9,3,22,236,13,38,88,384,221,0,42.9,2.31,0.34,10.8,57.6
田中紳太,大同特殊鋼レッドスター,3,37,10,1,1,0,100.0,100.0,0,0,0,0,15,0,0,3,0,0,0,,0.1,0.0,5.0,
田渕慎一郎,兵庫デルフィーノ,14,36,59,8,1,3,12.5,-25.0,0,0,0,1,7,0,0,4,300,191,0,,0.02,0.02,14.3,63.7
田畑翔伍,きんでんトリニティーブリッツ,7,73,59,298,104,38,34.9,22.1,21,3,5,24,181,5,25,47,334,168,0,14.3,1.76,0.41,5.8,50.3
白川佑樹,兵庫デルフィーノ,2,50,45,103,27,14,26.2,12.6,25,5,3,1,82,5,15,19,6,1,0,20.0,0.6,0.02,7.3,16.7
白川雅貴,兵庫デルフィーノ,20,48,69,28,12,1,42.9,39.3,0,0,0,12,207,7,14,50,9,0,0,,0.17,0.17,7.7,0.0
白石啓丈,つくばユナイテッドSunGAIA,24,64,27,0,0,0,,,0,0,0,0,37,1,7,9,30,18,0,,0.0,0.0,4.1,60.0
矢島優一,きんでんトリニティーブリッツ,23,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石垣公也,大分三好ヴァイセアドラー,8,76,69,416,186,29,44.7,37.7,51,19,7,23,236,8,29,99,471,275,0,37.3,2.7,0.33,10.8,58.4
石川俊輔,警視庁フォートファイターズ,8,73,77,0,0,0,,,0,0,0,0,0,0,0,0,321,251,0,,0.0,0.0,,78.2
石川和樹,大同特殊鋼レッドスター,10,31,12,1,1,0,100.0,100.0,0,0,0,0,4,0,1,2,0,0,0,,0.08,0.0,6.2,
石木裕也,兵庫デルフィーノ,18,45,11,9,4,0,44.4,44.4,0,0,0,1,12,1,1,2,0,0,0,,0.36,0.09,10.4,
神山哲郎,富士通カワサキレッドスピリッツ,4,70,17,49,18,7,36.7,22.4,3,1,1,3,24,0,2,4,59,27,0,33.3,1.06,0.18,2.1,45.8
福島孝輝,トヨタ自動車サンホークス,11,62,70,0,0,0,,,0,0,0,0,0,0,0,0,412,276,0,,0.0,0.0,,67.0
福田好秀,きんでんトリニティーブリッツ,8,6,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
福竹陽平,兵庫デルフィーノ,11,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹永大樹,兵庫デルフィーノ,9,50,59,213,71,22,33.3,23.0,13,0,4,4,106,2,27,21,210,90,0,0.0,1.2,0.07,0.5,42.9
細川優樹,大分三好ヴァイセアドラー,7,76,71,502,261,36,52.0,44.8,77,46,6,20,279,20,55,94,157,69,0,59.7,3.68,0.28,10.7,43.9
芳賀広大,富士通カワサキレッドスピリッツ,12,73,70,0,0,0,,,0,0,0,0,0,0,0,0,327,197,0,,0.0,0.0,,60.2
草場貴成,大同特殊鋼レッドスター,13,64,66,317,102,17,32.2,26.8,39,14,2,9,165,6,17,51,321,193,0,35.9,1.55,0.14,8.8,60.1
荒川崇,東京トヨペットグリーンスパークル,15,71,46,28,12,1,42.9,39.3,1,0,1,6,145,1,4,43,4,2,0,0.0,0.26,0.13,7.4,50.0
菅原規人,警視庁フォートファイターズ,16,73,16,0,0,0,,,0,0,0,0,22,0,9,10,0,0,0,,0.0,0.0,1.1,
菊池孝一,つくばユナイテッドSunGAIA,1,54,10,12,7,3,58.3,33.3,5,0,3,1,13,0,1,7,0,0,0,0.0,0.7,0.1,11.5,
蕨野光,兵庫デルフィーノ,12,27,23,0,0,0,,,0,0,0,0,35,2,7,7,0,0,0,,0.0,0.0,5.7,
西片圭佑,東京トヨペットグリーンスパークル,8,79,63,510,162,46,31.8,22.7,98,33,19,16,189,9,28,67,55,27,0,33.7,2.57,0.25,9.9,49.1
赤木貴雅,つくばユナイテッドSunGAIA,13,51,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
赤澤直樹,大同特殊鋼レッドスター,7,63,64,36,17,4,47.2,36.1,0,0,0,10,264,9,6,91,6,1,0,,0.27,0.16,11.5,16.7
辰巳佳靖,大同特殊鋼レッドスター,6,64,64,603,263,56,43.6,34.3,248,114,34,41,228,8,34,58,2,0,0,46.0,4.11,0.64,6.1,0.0
辻口智也,大分三好ヴァイセアドラー,11,76,47,0,0,0,,,0,0,0,0,0,0,0,0,121,70,0,,0.0,0.0,,57.9
迫谷竜児,大分三好ヴァイセアドラー,16,76,57,0,0,0,,,0,0,0,0,0,0,0,0,262,168,0,,0.0,0.0,,64.1
道木優輝,東京ヴェルディ,8,43,27,62,28,2,45.2,41.9,7,2,1,7,59,1,13,19,50,35,0,28.6,1.04,0.26,4.2,70.0
