名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
江口理代,久光製薬スプリングス,7,10,57,24,6,42.1,31.6,1,0,0,1,30,1,3,5,80,60,0,26,0.0,2.4,0.1,5.0,75.0
池上亜紀,久光製薬スプリングス,2,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
池田幸子,東レアローズ,7,9,75,24,5,32.0,25.3,0,0,0,3,27,0,1,0,36,32,0,27,,2.67,0.33,-0.9,88.9
河村めぐみ,NECレッドロケッツ,16,11,4,3,0,75.0,75.0,0,0,0,1,1,0,0,0,0,0,0,4,,0.27,0.09,0.0,
津雲博子,NECレッドロケッツ,2,11,0,0,0,,,0,0,0,0,0,0,0,0,96,77,0,0,,0.0,0.0,,80.2
満永ひとみ,久光製薬スプリングス,11,9,27,9,3,33.3,22.2,0,0,0,0,26,0,3,5,35,25,0,9,,1.0,0.0,1.9,71.4
濱芙美子,NECレッドロケッツ,7,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
熊前知加子,東レアローズ,1,10,82,46,6,56.1,48.8,0,0,0,9,37,4,7,7,41,33,0,59,,4.6,0.9,10.8,80.5
田中姿子,NECレッドロケッツ,4,10,17,6,1,35.3,29.4,0,0,0,0,17,2,2,2,12,7,0,8,,0.6,0.0,11.8,58.3
芝田安希,東レアローズ,9,7,3,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
落合真理,久光製薬スプリングス,9,9,16,5,3,31.2,12.5,0,0,0,0,11,1,0,2,12,8,0,6,,0.56,0.0,13.6,66.7
足立留美,武富士バンブー,5,11,71,28,6,39.4,31.0,1,1,0,0,38,2,3,15,29,16,0,30,100.0,2.55,0.0,13.2,55.2
野田昌代,久光製薬スプリングス,12,5,0,0,0,,,0,0,0,0,4,0,2,0,4,4,0,0,,0.0,0.0,-12.5,100.0
金田智子,武富士バンブー,10,6,2,0,0,0.0,0.0,0,0,0,2,0,0,0,0,1,0,0,2,,0.0,0.33,,0.0
鈴木洋美,武富士バンブー,14,11,32,11,3,34.4,25.0,0,0,0,5,35,0,4,1,33,24,0,16,,1.0,0.45,-2.1,72.7
門口恵,久光製薬スプリングス,1,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
高橋みゆき,NECレッドロケッツ,1,11,91,28,7,30.8,23.1,1,0,0,0,48,8,7,9,31,25,0,36,0.0,2.55,0.0,17.7,80.6
鶴田桂子,久光製薬スプリングス,10,10,5,3,0,60.0,60.0,0,0,0,1,35,3,2,2,0,0,0,7,,0.3,0.1,8.6,
