名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
三角昌弘,2020-11,東京ヴェルディ,3,4,0,0,0,,,0,0,0,0,0,0,0,0,,9,6,1,0,,0.0,0.0,72.2
三角昌弘,2020-12,東京ヴェルディ,3,15,0,0,0,,,0,0,0,0,0,0,0,0,,52,17,20,0,,0.0,0.0,51.9
三角昌弘,2021-01,東京ヴェルディ,3,3,0,0,0,,,0,0,0,0,0,0,0,0,,15,11,0,0,,0.0,0.0,73.3
上出哲也,2020-10,ヴィアティン三重,21,2,4,3,0,75.0,75.0,0,0,0,0,5,1,0,1,25.0,0,0,0,4,,1.5,0.0,
上出哲也,2020-11,ヴィアティン三重,21,9,30,16,2,53.3,46.7,0,0,0,2,23,0,1,3,2.2,2,0,2,18,,1.78,0.22,50.0
上出哲也,2021-01,ヴィアティン三重,21,2,7,3,0,42.9,42.9,0,0,0,1,9,0,0,1,2.8,0,0,0,4,,1.5,0.5,
上出哲也,2021-02,ヴィアティン三重,21,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
上場雄也,2020-10,つくばユナイテッドSunGAIA,1,11,129,67,11,51.9,43.4,40,22,5,6,40,1,9,12,4.4,0,0,0,74,55.0,6.09,0.55,
上場雄也,2020-11,つくばユナイテッドSunGAIA,1,16,178,88,17,49.4,39.9,74,34,8,6,65,5,12,21,11.2,0,0,0,99,45.9,5.5,0.38,
上場雄也,2020-12,つくばユナイテッドSunGAIA,1,3,59,27,6,45.8,35.6,29,14,5,0,15,4,3,4,28.3,0,0,0,31,48.3,9.0,0.0,
上場雄也,2021-01,つくばユナイテッドSunGAIA,1,10,91,43,8,47.3,38.5,24,9,4,3,32,2,7,9,7.8,2,0,0,48,37.5,4.3,0.3,0.0
上場雄也,2021-02,つくばユナイテッドSunGAIA,1,16,173,70,12,40.5,33.5,64,22,8,4,61,3,9,28,12.7,2,0,0,77,34.4,4.38,0.25,0.0
中村有登,2020-10,ヴィアティン三重,2,7,37,10,4,27.0,16.2,9,3,2,1,15,0,5,4,-1.7,4,0,1,11,33.3,1.43,0.14,12.5
中村有登,2020-11,ヴィアティン三重,2,9,49,16,5,32.7,22.4,8,4,3,2,32,3,7,14,14.8,0,0,0,21,50.0,1.78,0.22,
中村有登,2020-12,ヴィアティン三重,2,9,56,31,5,55.4,46.4,10,7,2,2,29,3,2,4,12.1,1,0,0,36,70.0,3.44,0.22,0.0
中村有登,2021-02,ヴィアティン三重,2,7,32,20,1,62.5,59.4,8,7,1,1,17,0,4,6,2.9,0,0,0,21,87.5,2.86,0.14,
中村龍哉,2020-11,東京ヴェルディ,6,5,2,1,0,50.0,50.0,0,0,0,0,4,0,1,0,-6.2,0,0,0,1,,0.2,0.0,
中村龍哉,2021-01,東京ヴェルディ,6,3,3,0,0,0.0,0.0,0,0,0,0,5,0,0,0,0.0,0,0,0,0,,0.0,0.0,
中野将太,2020-10,兵庫デルフィーノ,5,3,0,0,0,,,0,0,0,0,0,0,0,0,,4,2,0,0,,0.0,0.0,50.0
中野将太,2020-11,兵庫デルフィーノ,5,18,5,3,0,60.0,60.0,0,0,0,2,66,1,9,13,3.0,0,0,0,6,,0.17,0.11,
中野将太,2020-12,兵庫デルフィーノ,5,15,3,1,0,33.3,33.3,0,0,0,0,50,1,7,8,2.5,1,0,0,2,,0.07,0.0,0.0
中野将太,2021-01,兵庫デルフィーノ,5,6,0,0,0,,,0,0,0,0,7,0,1,0,-3.6,0,0,0,0,,0.0,0.0,
中野将太,2021-02,兵庫デルフィーノ,5,21,7,3,2,42.9,14.3,1,0,1,0,55,6,9,13,12.7,0,0,0,9,0.0,0.14,0.0,
中野竜,2020-12,埼玉アザレア,4,1,2,1,1,50.0,0.0,2,1,1,0,6,0,0,2,8.3,0,0,0,1,50.0,1.0,0.0,
中野竜,2021-01,埼玉アザレア,4,2,9,6,1,66.7,55.6,4,2,1,0,5,0,1,5,20.0,3,1,0,6,50.0,3.0,0.0,33.3
中野竜,2021-02,埼玉アザレア,4,12,84,47,6,56.0,48.8,31,17,2,2,41,5,9,8,11.6,11,5,1,54,54.8,3.92,0.17,50.0
中野竜,2021-03,埼玉アザレア,4,5,52,18,3,34.6,28.8,12,7,1,2,22,0,4,4,0.0,37,14,8,20,58.3,3.6,0.4,48.6
二五田大輔,2020-11,大同特殊鋼レッドスター,10,10,80,38,10,47.5,35.0,7,3,1,2,41,1,2,6,4.9,64,26,21,41,42.9,3.8,0.2,57.0
二五田大輔,2020-12,大同特殊鋼レッドスター,10,13,76,31,10,40.8,27.6,6,3,3,2,46,2,1,7,7.6,92,43,33,35,50.0,2.38,0.15,64.7
二五田大輔,2021-01,大同特殊鋼レッドスター,10,4,39,17,3,43.6,35.9,9,2,3,1,11,0,0,5,11.4,45,24,11,18,22.2,4.25,0.25,65.6
二五田大輔,2021-02,大同特殊鋼レッドスター,10,12,105,43,10,41.0,31.4,16,6,3,2,45,0,6,14,4.4,104,57,32,45,37.5,3.58,0.17,70.2
井上周二,2020-11,兵庫デルフィーノ,16,8,0,0,0,,,0,0,0,0,0,0,0,0,,45,13,19,0,,0.0,0.0,50.0
井上周二,2020-12,兵庫デルフィーノ,16,15,13,3,0,23.1,23.1,0,0,0,0,11,0,0,4,9.1,112,47,35,3,,0.2,0.0,57.6
井上周二,2021-02,兵庫デルフィーノ,16,5,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
今田善仁,2020-11,きんでんトリニティーブリッツ,4,4,0,0,0,,,0,0,0,0,5,0,0,0,0.0,0,0,0,0,,0.0,0.0,
仲村鴻輝,2020-10,兵庫デルフィーノ,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
仲村鴻輝,2020-11,兵庫デルフィーノ,13,4,7,2,1,28.6,14.3,0,0,0,1,9,0,0,0,0.0,1,0,0,3,,0.5,0.25,0.0
仲村鴻輝,2020-12,兵庫デルフィーノ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
仲村鴻輝,2021-01,兵庫デルフィーノ,13,2,4,2,1,50.0,25.0,0,0,0,0,4,0,1,2,6.2,1,0,0,2,,1.0,0.0,0.0
仲村鴻輝,2021-02,兵庫デルフィーノ,13,7,8,0,1,0.0,-12.5,0,0,0,0,10,0,0,1,2.5,5,3,0,0,,0.0,0.0,60.0
伊澤啓生,2020-11,大同特殊鋼レッドスター,1,13,103,49,4,47.6,43.7,23,14,0,3,42,0,6,4,-1.2,91,37,32,52,60.9,3.77,0.23,58.2
伊澤啓生,2020-12,大同特殊鋼レッドスター,1,12,80,40,5,50.0,43.8,15,11,1,3,40,1,5,6,3.1,32,15,8,44,73.3,3.33,0.25,59.4
伊澤啓生,2021-02,大同特殊鋼レッドスター,1,6,38,19,3,50.0,42.1,1,0,1,2,27,4,2,7,19.4,12,6,4,25,0.0,3.17,0.33,66.7
佐々木博秋,2020-10,ヴォレアス北海道,13,3,16,9,1,56.2,50.0,3,2,1,3,10,0,4,2,-5.0,10,5,3,12,66.7,3.0,1.0,65.0
佐々木博秋,2020-11,ヴォレアス北海道,13,12,59,27,3,45.8,40.7,5,3,0,4,35,2,8,3,2.1,38,20,8,33,60.0,2.25,0.33,63.2
佐々木博秋,2020-12,ヴォレアス北海道,13,3,20,4,1,20.0,15.0,3,0,1,1,11,0,2,2,0.0,27,17,3,5,0.0,1.33,0.33,68.5
佐々木博秋,2021-02,ヴォレアス北海道,13,9,39,15,4,38.5,28.2,10,3,2,6,29,2,6,9,9.5,32,16,8,23,30.0,1.67,0.67,62.5
佐々木博秋,2021-03,ヴォレアス北海道,13,4,13,4,1,30.8,23.1,0,0,0,4,10,0,2,2,0.0,25,17,6,8,,1.0,1.0,80.0
佐藤利空,2021-01,長野GaRons,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
佐藤利空,2021-02,長野GaRons,16,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
佐藤匠,2020-10,埼玉アザレア,5,4,13,7,1,53.8,46.2,0,0,0,4,12,0,2,3,2.1,0,0,0,11,,1.75,1.0,
佐藤匠,2020-11,埼玉アザレア,5,7,20,12,1,60.0,55.0,0,0,0,3,20,1,1,2,6.2,0,0,0,16,,1.71,0.43,
佐藤匠,2020-12,埼玉アザレア,5,11,30,11,0,36.7,36.7,0,0,0,11,31,1,0,6,8.1,1,0,1,23,,1.0,1.0,50.0
佐藤匠,2021-01,埼玉アザレア,5,3,10,6,0,60.0,60.0,0,0,0,3,11,3,0,5,38.6,0,0,0,12,,2.0,1.0,
佐藤匠,2021-02,埼玉アザレア,5,15,60,27,5,45.0,36.7,0,0,0,10,48,2,2,6,6.2,0,0,0,39,,1.8,0.67,
佐藤匠,2021-03,埼玉アザレア,5,6,19,8,2,42.1,31.6,0,0,0,2,22,0,0,1,1.1,1,1,0,10,,1.33,0.33,100.0
佐藤陸善,2020-10,サフィルヴァ北海道,20,7,2,1,0,50.0,50.0,0,0,0,0,31,0,3,9,4.8,0,0,0,1,,0.14,0.0,
佐藤陸善,2020-11,サフィルヴァ北海道,20,20,5,3,0,60.0,60.0,0,0,0,4,61,2,8,8,3.3,1,0,0,9,,0.15,0.2,0.0
佐藤陸善,2020-12,サフィルヴァ北海道,20,7,4,2,0,50.0,50.0,0,0,0,2,21,2,2,7,15.5,0,0,0,6,,0.29,0.29,
佐藤陸善,2021-02,サフィルヴァ北海道,20,6,1,1,0,100.0,100.0,0,0,0,0,16,0,2,5,4.7,0,0,0,1,,0.17,0.0,
佐藤陸善,2021-03,サフィルヴァ北海道,20,3,0,0,0,,,0,0,0,0,3,0,1,1,0.0,0,0,0,0,,0.0,0.0,
佐藤隼一,2020-11,東京ヴェルディ,10,3,6,1,1,16.7,0.0,2,1,1,0,4,0,2,1,-6.2,8,6,0,1,50.0,0.33,0.0,75.0
佐藤隼一,2020-12,東京ヴェルディ,10,12,3,0,1,0.0,-33.3,3,0,1,0,19,1,4,7,9.2,1,1,0,1,0.0,0.0,0.0,100.0
佐藤隼一,2021-01,東京ヴェルディ,10,4,0,0,0,,,0,0,0,0,5,1,2,2,20.0,0,0,0,1,,0.0,0.0,
備一真,2020-11,大同特殊鋼レッドスター,12,6,0,0,0,,,0,0,0,0,0,0,0,0,,29,15,9,0,,0.0,0.0,67.2
備一真,2020-12,大同特殊鋼レッドスター,12,15,0,0,0,,,0,0,0,0,0,0,0,0,,60,43,10,0,,0.0,0.0,80.0
備一真,2021-01,大同特殊鋼レッドスター,12,3,0,0,0,,,0,0,0,0,0,0,0,0,,5,4,1,0,,0.0,0.0,90.0
備一真,2021-02,大同特殊鋼レッドスター,12,19,0,0,0,,,0,0,0,0,0,0,0,0,,72,59,7,0,,0.0,0.0,86.8
兵頭佳樹,2020-10,富士通カワサキレッドスピリッツ,13,3,22,8,3,36.4,22.7,0,0,0,1,10,0,3,2,-2.5,8,3,2,9,,2.67,0.33,50.0
兵頭佳樹,2020-11,富士通カワサキレッドスピリッツ,13,23,118,68,6,57.6,52.5,8,2,1,9,101,5,9,25,8.9,120,46,46,82,25.0,2.96,0.39,57.5
兵頭佳樹,2020-12,富士通カワサキレッドスピリッツ,13,6,39,15,1,38.5,35.9,3,2,0,1,21,0,3,3,0.0,34,11,10,16,66.7,2.5,0.17,47.1
兵頭佳樹,2021-01,富士通カワサキレッドスピリッツ,13,9,36,16,0,44.4,44.4,3,2,0,2,22,0,5,6,1.1,37,16,9,18,66.7,1.78,0.22,55.4
兵頭佳樹,2021-02,富士通カワサキレッドスピリッツ,13,13,49,29,1,59.2,57.1,8,2,1,3,42,3,5,8,8.9,47,16,15,35,25.0,2.23,0.23,50.0
兵頭佳樹,2021-03,富士通カワサキレッドスピリッツ,13,5,21,7,2,33.3,23.8,2,1,1,0,19,1,2,2,5.3,24,10,9,8,50.0,1.4,0.0,60.4
内園徹,2020-10,きんでんトリニティーブリッツ,9,4,0,0,0,,,0,0,0,0,7,1,0,4,28.6,5,2,1,1,,0.0,0.0,50.0
内園徹,2020-11,きんでんトリニティーブリッツ,9,14,0,0,0,,,0,0,0,0,24,2,1,6,13.5,7,2,3,2,,0.0,0.0,50.0
内園徹,2020-12,きんでんトリニティーブリッツ,9,5,0,0,0,,,0,0,0,0,7,0,0,0,0.0,2,1,1,0,,0.0,0.0,75.0
前川将太,2020-10,ヴィアティン三重,11,4,21,11,0,52.4,52.4,3,2,0,0,7,0,3,1,-7.1,11,2,6,11,66.7,2.75,0.0,45.5
前川将太,2020-11,ヴィアティン三重,11,8,55,23,5,41.8,32.7,9,2,2,4,30,3,8,8,10.0,19,3,5,30,22.2,2.88,0.5,28.9
前川将太,2020-12,ヴィアティン三重,11,6,44,19,3,43.2,36.4,5,3,0,4,18,0,4,1,-4.2,33,17,11,23,60.0,3.17,0.67,68.2
前川将太,2021-02,ヴィアティン三重,11,5,39,18,2,46.2,41.0,9,2,1,3,16,2,4,2,9.4,16,10,3,23,22.2,3.6,0.6,71.9
前田将武,2020-10,埼玉アザレア,9,4,0,0,0,,,0,0,0,0,5,0,1,1,0.0,0,0,0,0,,0.0,0.0,
前田将武,2020-11,埼玉アザレア,9,6,0,0,0,,,0,0,0,0,7,0,4,1,-10.7,0,0,0,0,,0.0,0.0,
前田将武,2020-12,埼玉アザレア,9,8,2,2,0,100.0,100.0,0,0,0,1,13,0,5,1,-7.7,0,0,0,3,,0.25,0.12,
前田将武,2021-01,埼玉アザレア,9,3,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
前田将武,2021-02,埼玉アザレア,9,5,0,0,0,,,0,0,0,0,5,0,2,1,-5.0,0,0,0,0,,0.0,0.0,
前田将武,2021-03,埼玉アザレア,9,2,3,2,0,66.7,66.7,0,0,0,0,7,0,1,1,0.0,0,0,0,2,,1.0,0.0,
加藤伊織,2020-10,ヴォレアス北海道,9,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
加藤伊織,2020-11,ヴォレアス北海道,9,3,7,5,0,71.4,71.4,0,0,0,1,11,0,1,2,2.3,0,0,0,6,,1.67,0.33,
加藤伊織,2021-02,ヴォレアス北海道,9,7,12,4,0,33.3,33.3,0,0,0,5,27,1,3,9,9.3,2,2,0,10,,0.57,0.71,100.0
加藤伊織,2021-03,ヴォレアス北海道,9,2,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
加藤克貴,2020-10,埼玉アザレア,2,4,10,2,2,20.0,0.0,1,0,0,0,23,1,1,6,9.8,31,17,7,3,0.0,0.5,0.0,66.1
加藤克貴,2020-11,埼玉アザレア,2,7,27,12,1,44.4,40.7,3,2,0,0,26,0,1,6,4.8,76,33,17,12,66.7,1.71,0.0,54.6
加藤克貴,2020-12,埼玉アザレア,2,12,60,27,4,45.0,38.3,6,2,0,1,32,0,0,8,6.2,98,46,23,28,33.3,2.25,0.08,58.7
加藤克貴,2021-01,埼玉アザレア,2,2,6,5,1,83.3,66.7,2,1,1,0,5,0,0,1,5.0,13,8,0,5,50.0,2.5,0.0,61.5
加藤克貴,2021-02,埼玉アザレア,2,10,53,18,7,34.0,20.8,3,1,1,1,35,3,3,10,13.6,58,21,20,22,33.3,1.8,0.1,53.4
加藤克貴,2021-03,埼玉アザレア,2,4,19,10,1,52.6,47.4,2,0,0,0,13,1,0,4,15.4,17,6,5,11,0.0,2.5,0.0,50.0
加藤大雄,2020-10,富士通カワサキレッドスピリッツ,7,2,10,6,0,60.0,60.0,0,0,0,0,7,0,3,0,-10.7,0,0,0,6,,3.0,0.0,
加藤大雄,2020-11,富士通カワサキレッドスピリッツ,7,22,54,33,3,61.1,55.6,0,0,0,13,75,2,8,20,6.7,4,2,1,48,,1.5,0.59,62.5
加藤大雄,2020-12,富士通カワサキレッドスピリッツ,7,6,14,10,0,71.4,71.4,0,0,0,6,21,0,2,5,3.6,4,1,1,16,,1.67,1.0,37.5
加藤大雄,2021-01,富士通カワサキレッドスピリッツ,7,8,26,12,3,46.2,34.6,0,0,0,7,41,2,1,11,11.0,2,0,1,21,,1.5,0.88,25.0
加藤大雄,2021-02,富士通カワサキレッドスピリッツ,7,11,27,10,0,37.0,37.0,0,0,0,6,42,4,6,8,10.7,1,1,0,20,,0.91,0.55,100.0
加藤大雄,2021-03,富士通カワサキレッドスピリッツ,7,7,19,5,3,26.3,10.5,0,0,0,2,32,1,1,9,9.4,3,2,0,8,,0.71,0.29,66.7
加藤遼太,2020-10,兵庫デルフィーノ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
加藤遼太,2020-11,兵庫デルフィーノ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
加藤遼太,2020-12,兵庫デルフィーノ,8,1,0,0,0,,,0,0,0,0,1,0,0,1,25.0,0,0,0,0,,0.0,0.0,
加藤遼太,2021-01,兵庫デルフィーノ,8,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
加藤遼太,2021-02,兵庫デルフィーノ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
勝本真太郎,2020-10,つくばユナイテッドSunGAIA,14,9,0,0,0,,,0,0,0,0,13,0,2,4,3.8,0,0,0,0,,0.0,0.0,
勝本真太郎,2020-11,つくばユナイテッドSunGAIA,14,16,32,14,3,43.8,34.4,5,0,2,1,20,2,0,6,17.5,0,0,0,17,0.0,0.88,0.06,
勝本真太郎,2020-12,つくばユナイテッドSunGAIA,14,3,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
北田陽季,2020-10,ヴィアティン三重,23,7,41,11,5,26.8,14.6,10,1,3,2,20,2,2,9,18.8,5,0,2,15,10.0,1.57,0.29,20.0
北田陽季,2020-11,ヴィアティン三重,23,8,48,18,8,37.5,20.8,17,5,5,2,19,2,2,4,13.2,4,0,1,22,29.4,2.25,0.25,12.5
北田陽季,2020-12,ヴィアティン三重,23,3,8,5,1,62.5,50.0,0,0,0,0,8,0,2,1,-3.1,0,0,0,5,,1.67,0.0,
北田陽季,2021-01,ヴィアティン三重,23,6,23,8,3,34.8,21.7,2,0,1,2,27,1,1,8,10.2,0,0,0,11,0.0,1.33,0.33,
北田陽季,2021-02,ヴィアティン三重,23,14,44,21,2,47.7,43.2,1,0,0,8,52,2,3,10,7.2,4,2,0,31,0.0,1.5,0.57,50.0
十良澤太一,2020-10,サフィルヴァ北海道,11,1,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
十良澤太一,2020-11,サフィルヴァ北海道,11,2,0,0,0,,,0,0,0,1,2,0,1,0,-12.5,0,0,0,1,,0.0,0.5,
十良澤太一,2021-02,サフィルヴァ北海道,11,3,0,0,0,,,0,0,0,0,6,0,1,3,8.3,0,0,0,0,,0.0,0.0,
古川一輝,2020-10,きんでんトリニティーブリッツ,15,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,,1.0,0.0,
古川一輝,2020-11,きんでんトリニティーブリッツ,15,9,45,19,3,42.2,35.6,0,0,0,2,25,0,3,4,1.0,0,0,0,21,,2.11,0.22,
古川一輝,2020-12,きんでんトリニティーブリッツ,15,1,3,1,1,33.3,0.0,0,0,0,1,3,0,0,1,8.3,0,0,0,2,,1.0,1.0,
古田史郎,2020-11,ヴォレアス北海道,4,9,63,32,3,50.8,46.0,22,10,2,8,28,4,5,8,17.0,0,0,0,44,45.5,3.56,0.89,
古田史郎,2020-12,ヴォレアス北海道,4,4,44,23,2,52.3,47.7,15,7,1,6,12,1,4,5,10.4,0,0,0,30,46.7,5.75,1.5,
古田史郎,2021-02,ヴォレアス北海道,4,10,56,32,1,57.1,55.4,16,10,1,8,21,2,5,3,7.1,0,0,0,42,62.5,3.2,0.8,
古田史郎,2021-03,ヴォレアス北海道,4,4,32,15,1,46.9,43.8,11,6,0,2,13,1,2,10,23.1,0,0,0,18,54.5,3.75,0.5,
吉田康祐,2020-10,サフィルヴァ北海道,5,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
吉田康祐,2020-11,サフィルヴァ北海道,5,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
吉田康祐,2020-12,サフィルヴァ北海道,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
吉田康祐,2021-02,サフィルヴァ北海道,5,2,3,3,0,100.0,100.0,0,0,0,1,5,0,1,0,-5.0,0,0,0,4,,1.5,0.5,
吉田綜眞,2020-10,富士通カワサキレッドスピリッツ,5,2,7,2,2,28.6,0.0,0,0,0,0,2,0,0,1,12.5,0,0,0,2,,1.0,0.0,
吉田綜眞,2020-11,富士通カワサキレッドスピリッツ,5,7,28,12,1,42.9,39.3,6,2,0,1,21,0,0,3,3.6,0,0,0,13,33.3,1.71,0.14,
吉田綜眞,2020-12,富士通カワサキレッドスピリッツ,5,1,2,2,0,100.0,100.0,0,0,0,0,1,0,0,0,0.0,0,0,0,2,,2.0,0.0,
吉田綜眞,2021-01,富士通カワサキレッドスピリッツ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
吉田裕亮,2021-01,ヴィアティン三重,13,4,36,15,5,41.7,27.8,2,0,2,0,17,3,1,6,25.0,27,6,13,18,0.0,3.75,0.0,46.3
吉田裕亮,2021-02,ヴィアティン三重,13,9,39,17,3,43.6,35.9,3,2,1,0,24,0,3,7,4.2,36,20,9,17,66.7,1.89,0.0,68.1
吉田魁成,2020-11,大同特殊鋼レッドスター,3,13,53,29,2,54.7,50.9,0,0,0,1,44,2,6,7,5.1,2,1,0,32,,2.23,0.08,50.0
吉田魁成,2020-12,大同特殊鋼レッドスター,3,15,59,31,1,52.5,50.8,0,0,0,5,48,2,3,6,5.7,1,0,0,38,,2.07,0.33,0.0
吉田魁成,2021-02,大同特殊鋼レッドスター,3,10,49,30,5,61.2,51.0,0,0,0,6,32,1,3,3,3.1,0,0,0,37,,3.0,0.6,
和治裕太,2020-10,きんでんトリニティーブリッツ,17,4,17,6,0,35.3,35.3,0,0,0,1,13,1,5,2,1.9,0,0,0,8,,1.5,0.25,
土井友登,2020-10,つくばユナイテッドSunGAIA,12,3,0,0,0,,,0,0,0,0,7,1,0,2,21.4,0,0,0,1,,0.0,0.0,
土井友登,2020-11,つくばユナイテッドSunGAIA,12,8,0,0,0,,,0,0,0,0,21,1,0,4,9.5,0,0,0,1,,0.0,0.0,
土井友登,2020-12,つくばユナイテッドSunGAIA,12,3,0,0,0,,,0,0,0,0,7,0,0,3,10.7,0,0,0,0,,0.0,0.0,
土井友登,2021-01,つくばユナイテッドSunGAIA,12,10,1,0,0,0.0,0.0,0,0,0,2,51,0,1,6,2.5,0,0,0,2,,0.0,0.2,
