名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
丸谷将大,富士通カワサキレッドスピリッツ,15,78,35,0,0,0,,,0,0,0,0,48,2,13,17,1,1,0,,0.0,0.0,6.2,100.0
久保田雅人,大同特殊鋼レッドスター,3,123,80,631,276,78,43.7,31.4,60,20,13,11,302,8,52,96,522,338,0,33.3,3.45,0.14,6.3,64.8
二宮弘樹,トヨタ自動車サンホークス,14,111,24,103,48,11,46.6,35.9,0,0,0,5,74,2,2,25,48,22,0,,2.0,0.21,10.5,45.8
五十嵐元,つくばユナイテッドSunGAIA,10,122,77,251,88,29,35.1,23.5,3,1,0,10,180,1,29,36,503,368,0,33.3,1.14,0.13,1.5,73.2
井口拓也,大分三好ヴァイセアドラー,9,68,22,4,3,0,75.0,75.0,0,0,0,1,13,0,2,3,31,20,0,,0.14,0.05,1.9,64.5
佐孝俊輔,埼玉アザレア,13,87,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐宗純,東京ヴェルディ,21,31,7,0,0,0,,,0,0,0,0,4,0,3,0,0,0,0,,0.0,0.0,-18.8,
佐藤秀俊,警視庁フォートファイターズ,17,122,58,0,0,0,,,0,0,0,0,87,3,10,29,0,0,0,,0.0,0.0,8.9,
冨吉駿平,警視庁フォートファイターズ,11,111,9,0,0,0,,,0,0,0,0,10,0,3,0,0,0,0,,0.0,0.0,-7.5,
冨永航一,埼玉アザレア,24,8,3,1,0,0,0.0,0.0,0,0,0,0,4,0,1,0,4,2,0,,0.0,0.0,-6.2,50.0
切山雄樹,埼玉アザレア,3,4,7,10,2,0,20.0,20.0,0,0,0,0,22,0,2,4,1,0,0,,0.29,0.0,2.3,0.0
加藤啓,警視庁フォートファイターズ,4,122,77,216,96,14,44.4,38.0,1,0,0,41,186,3,14,42,6,4,0,0.0,1.25,0.53,5.4,66.7
南享,つくばユナイテッドSunGAIA,23,122,33,73,27,7,37.0,27.4,8,2,1,1,53,0,12,11,13,6,0,25.0,0.82,0.03,-0.5,46.2
南佳孝,埼玉アザレア,1,32,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
吉本貫秀,トヨタ自動車サンホークス,10,53,23,0,0,0,,,0,0,0,0,31,0,4,10,0,0,0,,0.0,0.0,4.8,
坂口慧,トヨタ自動車サンホークス,1,123,16,5,4,0,80.0,80.0,0,0,0,2,28,2,7,5,0,0,0,,0.25,0.12,5.4,
坂本凱,トヨタ自動車サンホークス,15,75,34,0,0,0,,,0,0,0,0,54,3,4,21,0,0,0,,0.0,0.0,13.4,
堀川真史,埼玉アザレア,14,28,2,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,,0.0,0.0,-25.0,
大下将,東京ヴェルディ,18,122,75,170,67,12,39.4,32.4,1,0,0,38,170,2,5,55,10,4,0,0.0,0.89,0.51,8.5,40.0
大保亮太朗,トヨタ自動車サンホークス,9,123,71,199,105,10,52.8,47.7,0,0,0,28,213,1,1,58,5,4,0,,1.48,0.39,7.2,80.0
大和田賢吾,埼玉アザレア,9,116,28,73,33,2,45.2,42.5,0,0,0,11,69,2,11,17,8,8,0,,1.18,0.39,5.1,100.0
大楽祥生,埼玉アザレア,10,63,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
大野充史,埼玉アザレア,26,67,11,22,5,4,22.7,4.5,0,0,0,3,13,1,2,3,2,2,0,,0.45,0.27,9.6,100.0
奥田基嗣,つくばユナイテッドSunGAIA,7,20,37,89,46,6,51.7,44.9,0,0,0,14,116,4,21,38,1,0,0,,1.24,0.38,7.1,0.0
奥田晃,東京ヴェルディ,11,115,27,12,3,2,25.0,8.3,1,0,0,7,81,0,0,7,2,0,0,0.0,0.11,0.26,2.2,0.0
宮下拓也,つくばユナイテッドSunGAIA,2,44,52,393,164,26,41.7,35.1,195,84,21,23,230,17,34,89,9,6,0,43.1,3.15,0.44,13.4,66.7
宮内健嗣,つくばユナイテッドSunGAIA,25,122,57,208,102,16,49.0,41.3,2,1,0,30,151,3,21,25,4,2,0,50.0,1.79,0.53,2.6,50.0
宮原博明,大同特殊鋼レッドスター,19,109,20,20,15,2,75.0,65.0,4,2,1,0,33,2,8,7,22,10,0,50.0,0.75,0.0,5.3,45.5
宮田淳司,トヨタ自動車サンホークス,12,110,5,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
宮田航輔,東京ヴェルディ,4,65,15,0,0,0,,,0,0,0,0,15,0,1,1,0,0,0,,0.0,0.0,0.0,
小川功太,警視庁フォートファイターズ,12,122,72,536,259,40,48.3,40.9,52,26,6,17,198,4,36,60,442,271,0,50.0,3.6,0.24,5.1,61.3
小川直紀,富士通カワサキレッドスピリッツ,18,115,8,0,0,0,,,0,0,0,0,6,0,2,0,6,5,0,,0.0,0.0,-8.3,83.3
小針幸,つくばユナイテッドSunGAIA,9,6,8,38,16,2,42.1,36.8,3,1,0,3,25,2,4,3,49,33,0,33.3,2.0,0.38,7.0,67.3
山下秀人,大同特殊鋼レッドスター,18,117,13,0,0,0,,,0,0,0,0,0,0,0,0,74,47,0,,0.0,0.0,,63.5
山川賢祐,つくばユナイテッドSunGAIA,20,115,15,1,0,0,0.0,0.0,1,0,0,0,17,0,2,5,0,0,0,0.0,0.0,0.0,4.4,
岡村義郎,富士通カワサキレッドスピリッツ,10,121,59,200,108,13,54.0,47.5,1,0,0,42,154,1,7,31,3,2,0,0.0,1.83,0.71,4.5,66.7
岩井浩二,富士通カワサキレッドスピリッツ,14,123,67,412,192,19,46.6,42.0,7,2,2,21,241,14,21,72,243,132,0,28.6,2.87,0.31,11.1,54.3
嶋津京将,大同特殊鋼レッドスター,21,31,5,0,0,0,,,0,0,0,0,7,0,0,1,0,0,0,,0.0,0.0,3.6,
川口一貴,大同特殊鋼レッドスター,16,63,13,15,8,0,53.3,53.3,0,0,0,0,33,1,3,7,3,3,0,,0.62,0.0,6.1,100.0
川崎翔太,埼玉アザレア,27,120,68,0,0,0,,,0,0,0,0,0,0,0,0,376,254,0,,0.0,0.0,,67.6
市原英,つくばユナイテッドSunGAIA,15,43,8,0,0,0,,,0,0,0,0,9,0,0,0,0,0,0,,0.0,0.0,0.0,
帖佐力弥,大分三好ヴァイセアドラー,20,115,27,0,0,0,,,0,0,0,0,0,0,0,0,104,64,0,,0.0,0.0,,61.5
平井銀次,大同特殊鋼レッドスター,11,123,70,0,0,0,,,0,0,0,0,0,0,0,0,416,275,0,,0.0,0.0,,66.1
平林康裕,警視庁フォートファイターズ,5,104,7,4,2,0,50.0,50.0,0,0,0,2,3,0,0,1,0,0,0,,0.29,0.29,8.3,
平良俊介,東京ヴェルディ,3,97,46,168,82,14,48.8,40.5,0,0,0,19,96,1,7,17,8,2,0,,1.78,0.41,3.6,25.0
平野晃多,大同特殊鋼レッドスター,5,123,79,194,98,8,50.5,46.4,1,0,0,53,269,4,15,87,27,17,0,0.0,1.24,0.67,8.2,63.0
廣本遥,富士通カワサキレッドスピリッツ,8,87,4,1,0,0,0.0,0.0,0,0,0,0,8,0,0,1,0,0,0,,0.0,0.0,3.1,
廣畠佑飛,トヨタ自動車サンホークス,17,30,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
徳尾直哉,トヨタ自動車サンホークス,6,123,74,750,341,79,45.5,34.9,140,51,23,12,324,36,42,138,644,446,0,36.4,4.61,0.16,18.5,69.3
志波京介,富士通カワサキレッドスピリッツ,20,5,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
手塚奨,富士通カワサキレッドスピリッツ,9,101,16,9,4,0,44.4,44.4,0,0,0,2,26,0,2,6,0,0,0,,0.25,0.12,3.8,
斉藤俊吾,東京ヴェルディ,20,118,35,31,11,3,35.5,25.8,7,5,0,0,55,3,13,20,9,2,0,71.4,0.31,0.0,8.6,22.2
新妻大典,埼玉アザレア,22,71,9,49,17,5,34.7,24.5,12,4,3,1,19,0,7,4,12,7,0,33.3,1.89,0.11,-3.9,58.3
新貴裕,富士通カワサキレッドスピリッツ,16,123,76,69,43,1,62.3,60.9,0,0,0,24,255,20,61,97,3,0,0,,0.57,0.32,11.4,0.0
早瀬省吾,東京ヴェルディ,17,111,24,1,0,0,0.0,0.0,1,0,0,0,1,0,0,1,89,56,0,0.0,0.0,0.0,25.0,62.9
木原忠相,東京ヴェルディ,19,22,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木場田和希,大分三好ヴァイセアドラー,2,123,49,20,9,1,45.0,40.0,0,0,0,6,167,5,17,39,0,0,0,,0.18,0.12,6.3,
木村拓哉,大同特殊鋼レッドスター,20,119,12,28,8,5,28.6,10.7,10,3,1,0,18,2,4,6,4,0,0,30.0,0.67,0.0,13.9,0.0
杉本匠,富士通カワサキレッドスピリッツ,13,123,69,370,173,30,46.8,38.6,13,4,4,17,247,7,33,68,480,281,0,30.8,2.51,0.25,6.4,58.5
東野晴輝,トヨタ自動車サンホークス,7,123,74,8,5,1,62.5,50.0,1,1,0,10,296,4,5,70,2,1,0,100.0,0.07,0.14,6.8,50.0
松山徹,大同特殊鋼レッドスター,2,123,23,120,45,11,37.5,28.3,46,19,5,3,56,0,5,10,0,0,0,41.3,1.96,0.13,2.2,
松本幸博,警視庁フォートファイターズ,6,122,47,126,46,12,36.5,27.0,1,0,0,9,102,2,7,23,161,114,0,0.0,0.98,0.19,5.9,70.8
林佑樹,埼玉アザレア,16,122,78,573,228,57,39.8,29.8,18,6,4,20,305,16,70,116,716,463,0,33.3,2.92,0.26,9.0,64.7
柳川大知,つくばユナイテッドSunGAIA,16,120,32,69,26,6,37.7,29.0,0,0,0,10,82,2,23,20,3,2,0,,0.81,0.31,1.5,66.7
柳田百織,富士通カワサキレッドスピリッツ,4,121,13,64,40,6,62.5,53.1,11,5,3,5,23,0,12,4,0,0,0,45.5,3.08,0.38,-8.7,
柴田恭平,つくばユナイテッドSunGAIA,3,122,71,409,143,53,35.0,22.0,45,15,9,22,254,14,55,81,225,125,0,33.3,2.01,0.31,8.1,55.6
柴田昂毅,埼玉アザレア,5,75,37,56,26,4,46.4,39.3,3,1,1,1,68,0,7,19,2,1,0,33.3,0.7,0.03,4.4,50.0
森本浩矢,トヨタ自動車サンホークス,5,123,74,268,126,16,47.0,41.0,0,0,0,53,190,4,14,36,2,1,0,,1.7,0.72,5.0,50.0
榎本京祐,東京ヴェルディ,7,100,49,292,102,25,34.9,26.4,111,38,13,7,135,8,24,43,17,4,0,34.2,2.08,0.14,9.4,23.5
横田圭祐,富士通カワサキレッドスピリッツ,5,123,70,230,126,3,54.8,53.5,0,0,0,66,225,1,10,50,0,0,0,,1.8,0.94,4.9,
橋本大樹,大分三好ヴァイセアドラー,5,117,35,74,34,3,45.9,41.9,0,0,0,23,79,0,7,17,9,4,0,,0.97,0.66,3.2,44.4
水野貴文,警視庁フォートファイターズ,3,84,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
池田大輔,埼玉アザレア,4,56,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
池田龍之介,大分三好ヴァイセアドラー,4,75,50,299,145,30,48.5,38.5,75,43,14,9,183,14,42,74,168,88,0,57.3,2.9,0.18,12.0,52.4
浅岡遥太,東京ヴェルディ,2,122,79,0,0,0,,,0,0,0,0,0,0,0,0,403,252,0,,0.0,0.0,,62.5
浅川成也,トヨタ自動車サンホークス,3,123,74,608,237,53,39.0,30.3,18,4,2,21,301,19,47,88,99,44,0,22.2,3.2,0.28,9.7,44.4
浅野卓雅,富士通カワサキレッドスピリッツ,11,20,28,58,27,1,46.6,44.8,10,5,0,1,56,3,10,18,60,31,0,50.0,0.96,0.04,8.9,51.7
浜崎勇矢,大分三好ヴァイセアドラー,10,104,11,2,2,0,100.0,100.0,0,0,0,0,17,1,4,3,0,0,0,,0.18,0.0,4.4,
浜田翔太,つくばユナイテッドSunGAIA,19,122,63,84,35,10,41.7,29.8,4,1,2,20,172,7,24,36,39,19,0,25.0,0.56,0.32,5.8,48.7
清水隆平,トヨタ自動車サンホークス,8,119,7,13,6,1,46.2,38.5,0,0,0,0,15,1,3,5,2,1,0,,0.86,0.0,10.0,50.0
渕江陵友,トヨタ自動車サンホークス,2,119,54,277,113,27,40.8,31.0,0,0,0,8,191,7,20,47,191,113,0,,2.09,0.15,7.2,59.2
濱口純一,東京ヴェルディ,10,77,25,0,0,0,,,0,0,0,0,31,0,2,6,4,1,0,,0.0,0.0,3.2,25.0
瀧澤陽紀,つくばユナイテッドSunGAIA,6,122,73,709,305,56,43.0,35.1,208,91,20,27,268,25,63,84,155,69,0,43.8,4.18,0.37,11.3,44.5
田中尚,大同特殊鋼レッドスター,4,112,71,302,172,23,57.0,49.3,1,0,0,40,257,11,31,75,17,14,0,0.0,2.42,0.56,8.6,82.4
田中挙章,大分三好ヴァイセアドラー,15,123,73,187,106,8,56.7,52.4,0,0,0,52,280,4,5,101,15,9,0,,1.45,0.71,10.0,60.0
田中紀幸,富士通カワサキレッドスピリッツ,3,95,21,100,35,5,35.0,30.0,6,1,0,5,71,8,13,25,136,83,0,16.7,1.67,0.24,15.5,61.0
田尻信太郎,東京ヴェルディ,14,122,60,59,21,8,35.6,22.0,2,0,1,7,200,9,28,76,8,2,0,0.0,0.35,0.12,10.5,25.0
白石啓丈,つくばユナイテッドSunGAIA,24,122,77,0,0,0,,,0,0,0,0,0,0,0,0,551,408,0,,0.0,0.0,,74.0
皆川昂太,トヨタ自動車サンホークス,4,63,1,1,1,0,100.0,100.0,0,0,0,0,1,0,1,0,0,0,0,,1.0,0.0,-25.0,
石井和希,埼玉アザレア,21,44,50,461,199,34,43.2,35.8,126,56,11,5,159,7,35,43,6,4,0,44.4,3.98,0.1,5.7,66.7
石垣公也,大分三好ヴァイセアドラー,8,123,75,403,187,15,46.4,42.7,24,15,2,37,270,8,32,89,556,366,0,62.5,2.49,0.49,8.2,65.8
石川俊輔,警視庁フォートファイターズ,8,122,77,0,0,0,,,0,0,0,0,0,0,0,0,417,319,0,,0.0,0.0,,76.5
石川雄一郎,埼玉アザレア,18,71,22,91,27,9,29.7,19.8,2,1,0,0,46,0,4,8,57,33,0,50.0,1.23,0.0,2.2,57.9
石橋克哉,大分三好ヴァイセアドラー,12,12,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
石田祐司,埼玉アザレア,15,100,59,188,70,16,37.2,28.7,0,0,0,22,112,1,4,21,3,1,0,,1.19,0.37,4.7,33.3
福島孝輝,トヨタ自動車サンホークス,11,123,74,0,0,0,,,0,0,0,0,0,0,0,0,405,281,0,,0.0,0.0,,69.4
笠原啓太,埼玉アザレア,7,122,63,399,160,32,40.1,32.1,18,7,3,19,182,8,24,54,314,187,0,38.9,2.54,0.3,8.5,59.6
米田亘希,大分三好ヴァイセアドラー,24,12,12,39,20,3,51.3,43.6,3,3,0,1,25,3,5,5,18,5,0,100.0,1.67,0.08,12.0,27.8
細井規貴,大分三好ヴァイセアドラー,13,114,43,2,0,0,0.0,0.0,0,0,0,0,60,1,19,13,0,0,0,,0.0,0.0,-0.8,
細川優樹,大分三好ヴァイセアドラー,7,123,26,133,70,11,52.6,44.4,23,13,1,5,79,2,17,18,73,30,0,56.5,2.69,0.19,2.8,41.1
與崎風人,東京ヴェルディ,25,18,31,242,108,23,44.6,35.1,77,32,11,9,101,11,28,28,68,30,0,41.6,3.48,0.29,10.9,44.1
芳賀広大,富士通カワサキレッドスピリッツ,12,123,76,0,0,0,,,0,0,0,0,0,0,0,0,341,215,0,,0.0,0.0,,63.0
茂木祐太,埼玉アザレア,17,122,47,257,93,30,36.2,24.5,73,24,20,8,119,3,21,44,5,2,0,32.9,1.98,0.17,7.4,40.0
草場貴成,大同特殊鋼レッドスター,13,123,58,91,31,3,34.1,30.8,2,0,0,1,61,2,7,15,212,131,0,0.0,0.53,0.02,6.6,61.8
荒川崇,東京ヴェルディ,6,48,20,0,0,0,,,0,0,0,0,29,0,3,5,0,0,0,,0.0,0.0,1.7,
菅原規人,警視庁フォートファイターズ,16,100,4,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,,0.0,0.0,-6.2,
菊池孝一,つくばユナイテッドSunGAIA,1,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤元公貴,大同特殊鋼レッドスター,8,76,12,22,7,1,31.8,27.3,0,0,0,5,28,0,2,6,2,2,0,,0.58,0.42,3.6,100.0
藤岡諒馬,大分三好ヴァイセアドラー,22,20,31,18,8,0,44.4,44.4,0,0,0,4,100,3,11,46,1,0,0,,0.26,0.13,11.8,0.0
豊田将人,警視庁フォートファイターズ,10,122,47,172,69,27,40.1,24.4,67,21,16,2,110,2,4,38,0,0,0,31.3,1.47,0.04,9.5,
赤木貴雅,つくばユナイテッドSunGAIA,13,78,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
赤澤直樹,大同特殊鋼レッドスター,7,123,65,4,2,0,50.0,50.0,0,0,0,1,42,0,3,7,4,1,0,,0.03,0.02,2.4,25.0
辰巳佳靖,大同特殊鋼レッドスター,6,123,68,569,254,50,44.6,35.9,261,116,30,22,245,12,56,83,2,0,0,44.4,3.74,0.32,7.7,0.0
辻口智也,大分三好ヴァイセアドラー,11,123,59,0,0,0,,,0,0,0,0,0,0,0,0,329,221,0,,0.0,0.0,,67.2
辻口泰地,大分三好ヴァイセアドラー,19,111,41,5,1,0,20.0,20.0,0,0,0,0,53,5,6,23,15,5,0,,0.02,0.0,17.5,33.3
迫谷竜児,大分三好ヴァイセアドラー,16,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
進藤佑一,警視庁フォートファイターズ,9,89,21,74,37,2,50.0,47.3,0,0,0,6,50,0,1,14,1,1,0,,1.76,0.29,6.5,100.0
進藤涼,東京ヴェルディ,22,100,42,96,34,5,35.4,30.2,0,0,0,29,90,0,4,17,4,2,0,,0.81,0.69,3.6,50.0
野澤真,富士通カワサキレッドスピリッツ,23,119,28,0,0,0,,,0,0,0,0,46,2,7,10,0,0,0,,0.0,0.0,6.0,
金丸将大,警視庁フォートファイターズ,25,122,59,474,164,49,34.6,24.3,169,56,26,25,201,7,38,52,0,0,0,33.1,2.78,0.42,5.2,
金丸真司,埼玉アザレア,20,120,71,35,11,1,31.4,28.6,3,0,0,12,303,11,36,121,7,0,0,0.0,0.15,0.17,10.6,0.0
金澤秀幸,大同特殊鋼レッドスター,15,122,64,382,150,25,39.3,32.7,29,7,6,15,228,9,26,53,216,97,0,24.1,2.34,0.23,6.9,44.9
鈴木雅史,警視庁フォートファイターズ,20,122,58,226,101,15,44.7,38.1,0,0,0,21,120,0,1,16,10,5,0,,1.74,0.36,3.1,50.0
長澤朔,東京ヴェルディ,16,25,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
長谷川優太,大同特殊鋼レッドスター,9,112,72,12,6,0,50.0,50.0,0,0,0,10,232,14,38,86,5,0,0,,0.08,0.14,11.2,0.0
阿部領太,大分三好ヴァイセアドラー,3,107,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
飯塚俊彦,東京ヴェルディ,1,118,70,681,252,43,37.0,30.7,188,83,19,37,230,8,36,63,82,27,0,44.1,3.6,0.53,6.4,32.9
高山伸悟,大分三好ヴァイセアドラー,18,16,32,75,36,4,48.0,42.7,0,0,0,16,86,4,10,26,2,0,0,,1.12,0.5,9.3,0.0
高橋貴広,大分三好ヴァイセアドラー,6,78,11,21,10,2,47.6,38.1,0,0,0,9,25,1,5,12,1,0,0,,0.91,0.82,11.0,0.0
高橋頌,埼玉アザレア,12,2,3,0,0,0,,,0,0,0,0,0,0,0,0,13,9,0,,0.0,0.0,,69.2
