名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
三澤由佳,03,武富士バンブー,14,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
三澤由佳,11,武富士バンブー,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三澤由佳,12,武富士バンブー,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
上村麻衣,02,デンソーエアリービーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村かおり,01,日立リヴァーレ,19,7,0,0,0,,,0,0,0,0,5,0,0,2,26,18,0,,0.0,0.0,10.0,69.2
中村かおり,02,日立リヴァーレ,19,25,0,0,0,,,0,0,0,0,0,0,0,0,118,78,0,,0.0,0.0,,66.1
中村かおり,03,日立リヴァーレ,19,16,0,0,0,,,0,0,0,0,0,0,0,0,53,40,0,,0.0,0.0,,75.5
中村かおり,11,日立リヴァーレ,19,22,0,0,0,,,0,0,0,0,24,1,3,9,35,25,0,,0.0,0.0,10.4,71.4
中村かおり,12,日立リヴァーレ,19,10,0,0,0,,,0,0,0,0,11,1,2,6,31,20,0,,0.0,0.0,18.2,64.5
中村真美,01,NECレッドロケッツ,7,14,0,0,0,,,0,0,0,0,8,1,0,1,10,7,0,,0.0,0.0,15.6,70.0
中村真美,02,NECレッドロケッツ,7,12,0,0,0,,,0,0,0,0,3,1,0,0,17,10,0,,0.0,0.0,33.3,58.8
中村真美,03,NECレッドロケッツ,7,11,0,0,0,,,0,0,0,0,1,0,0,0,30,14,0,,0.0,0.0,0.0,46.7
中村真美,11,NECレッドロケッツ,7,22,0,0,0,,,0,0,0,0,28,1,2,8,24,12,0,,0.0,0.0,8.9,50.0
中村真美,12,NECレッドロケッツ,7,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
中道瞳,01,東レアローズ,6,26,4,3,0,75.0,75.0,0,0,0,2,107,7,1,36,0,0,0,,0.1,0.1,14.7,
中道瞳,02,東レアローズ,6,21,9,3,0,33.3,33.3,0,0,0,0,80,3,6,21,3,1,0,,0.1,0.0,8.4,33.3
中道瞳,03,東レアローズ,6,23,7,2,0,28.6,28.6,0,0,0,2,101,1,6,40,1,0,0,,0.1,0.1,9.4,0.0
中道瞳,11,東レアローズ,6,25,9,6,0,66.7,66.7,0,0,0,1,111,3,1,30,0,0,0,,0.2,0.0,9.2,
中道瞳,12,東レアローズ,6,11,4,4,0,100.0,100.0,0,0,0,0,48,4,0,11,1,0,0,,0.4,0.0,14.1,0.0
久保雅,01,JTマーヴェラス,4,22,95,40,5,42.1,36.8,1,0,0,10,76,3,7,31,4,1,0,0.0,1.8,0.5,11.8,25.0
久保雅,02,JTマーヴェラス,4,7,33,14,2,42.4,36.4,0,0,0,2,22,2,0,6,0,0,0,,2.0,0.3,15.9,
久保雅,03,JTマーヴェラス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
久保雅,11,JTマーヴェラス,4,23,71,28,3,39.4,35.2,0,0,0,14,60,2,2,18,5,3,0,,1.2,0.6,10.0,60.0
久保雅,12,JTマーヴェラス,4,13,42,14,1,33.3,31.0,0,0,0,6,35,1,4,15,6,4,0,,1.1,0.5,10.7,66.7
井上琴絵,01,JTマーヴェラス,20,22,0,0,0,,,0,0,0,0,0,0,0,0,98,69,0,,0.0,0.0,,70.4
井上琴絵,02,JTマーヴェラス,20,20,0,0,0,,,0,0,0,0,0,0,0,0,112,71,0,,0.0,0.0,,63.4
井上琴絵,03,JTマーヴェラス,20,21,0,0,0,,,0,0,0,0,0,0,0,0,97,61,0,,0.0,0.0,,62.9
井上琴絵,11,JTマーヴェラス,20,25,0,0,0,,,0,0,0,0,0,0,0,0,134,91,0,,0.0,0.0,,67.9
井上琴絵,12,JTマーヴェラス,20,13,0,0,0,,,0,0,0,0,0,0,0,0,46,38,0,,0.0,0.0,,82.6
井上香織,01,デンソーエアリービーズ,8,20,80,28,1,35.0,33.8,0,0,0,20,41,1,2,12,1,1,0,,1.4,1.0,8.5,100.0
井上香織,02,デンソーエアリービーズ,8,25,104,44,7,42.3,35.6,0,0,0,17,58,3,8,16,3,3,0,,1.8,0.7,8.6,100.0
井上香織,03,デンソーエアリービーズ,8,22,140,63,1,45.0,44.3,1,0,0,10,68,4,8,31,1,1,0,0.0,2.9,0.5,14.3,100.0
井上香織,11,デンソーエアリービーズ,8,24,118,53,1,44.9,44.1,0,0,0,19,53,4,5,11,2,1,0,,2.2,0.8,10.4,50.0
井上香織,12,デンソーエアリービーズ,8,12,54,22,1,40.7,38.9,0,0,0,12,21,0,3,6,1,1,0,,1.8,1.0,3.6,100.0
井西彩乃,01,日立リヴァーレ,8,4,0,0,0,,,0,0,0,0,6,0,1,3,6,3,0,,0.0,0.0,8.3,50.0
井西彩乃,02,日立リヴァーレ,8,8,11,2,1,18.2,9.1,0,0,0,1,13,1,1,4,21,13,0,,0.2,0.1,13.5,61.9
井西彩乃,03,日立リヴァーレ,8,3,17,6,1,35.3,29.4,0,0,0,0,5,1,0,0,15,8,0,,2.0,0.0,20.0,53.3
井西彩乃,11,日立リヴァーレ,8,20,146,41,10,28.1,21.2,0,0,0,0,56,5,4,23,142,85,0,,2.0,0.0,17.4,59.9
井西彩乃,12,日立リヴァーレ,8,10,59,18,6,30.5,20.3,0,0,0,1,23,1,1,6,71,42,0,,1.8,0.1,9.8,59.2
仁木希,01,久光製薬スプリングス,1,27,220,72,14,32.7,26.4,1,0,1,10,87,1,7,18,163,120,0,0.0,2.7,0.4,4.3,73.6
仁木希,02,久光製薬スプリングス,1,33,270,87,11,32.2,28.1,0,0,0,13,112,1,2,35,181,139,0,,2.6,0.4,8.3,76.8
仁木希,03,久光製薬スプリングス,1,12,93,37,2,39.8,37.6,0,0,0,3,57,3,3,19,49,34,0,,3.1,0.2,12.3,69.4
仁木希,11,久光製薬スプリングス,1,27,229,78,13,34.1,28.4,7,0,0,4,110,5,0,31,178,118,0,0.0,2.9,0.1,11.6,66.3
仁木希,12,久光製薬スプリングス,1,7,37,16,3,43.2,35.1,2,1,1,1,24,1,2,7,22,18,0,50.0,2.3,0.1,9.4,81.8
今村直美,01,武富士バンブー,10,26,0,0,0,,,0,0,0,0,0,0,0,0,182,135,0,,0.0,0.0,,74.2
今村直美,02,武富士バンブー,10,16,0,0,0,,,0,0,0,0,0,0,0,0,103,71,0,,0.0,0.0,,68.9
今村直美,03,武富士バンブー,10,25,0,0,0,,,0,0,0,0,0,0,0,0,185,125,0,,0.0,0.0,,67.6
今村直美,11,武富士バンブー,10,22,0,0,0,,,0,0,0,0,0,0,0,0,100,65,0,,0.0,0.0,,65.0
今村直美,12,武富士バンブー,10,14,0,0,0,,,0,0,0,0,0,0,0,0,91,71,0,,0.0,0.0,,78.0
今西郁瑠,01,トヨタ車体クインシーズ,2,21,95,35,2,36.8,34.7,2,0,0,3,73,5,8,21,102,57,0,0.0,1.7,0.1,11.3,55.9
今西郁瑠,02,トヨタ車体クインシーズ,2,25,158,78,4,49.4,46.8,1,0,0,6,88,8,18,19,178,118,0,0.0,3.1,0.2,9.4,66.3
今西郁瑠,03,トヨタ車体クインシーズ,2,22,128,42,8,32.8,26.6,0,0,0,4,90,3,13,31,120,73,0,,1.9,0.2,8.3,60.8
今西郁瑠,11,トヨタ車体クインシーズ,2,15,61,23,7,37.7,26.2,2,2,0,1,31,4,2,12,64,45,0,100.0,1.5,0.1,21.0,70.3
今西郁瑠,12,トヨタ車体クインシーズ,2,8,36,12,4,33.3,22.2,0,0,0,0,11,0,3,1,26,25,0,,1.5,0.0,-4.5,96.2
今野加奈子,01,パイオニアレッドウィングス,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今野加奈子,02,パイオニアレッドウィングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
今野加奈子,03,パイオニアレッドウィングス,8,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
今野加奈子,11,パイオニアレッドウィングス,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今野加奈子,12,パイオニアレッドウィングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
位田愛,01,JTマーヴェラス,15,22,193,63,9,32.6,28.0,0,0,0,7,72,2,5,21,297,216,0,,2.9,0.3,8.3,72.7
位田愛,02,JTマーヴェラス,15,20,143,52,9,36.4,30.1,0,0,0,3,71,2,5,14,255,196,0,,2.6,0.2,6.0,76.9
位田愛,03,JTマーヴェラス,15,21,154,59,5,38.3,35.1,0,0,0,4,65,4,2,21,221,153,0,,2.8,0.2,13.5,69.2
位田愛,11,JTマーヴェラス,15,17,18,3,1,16.7,11.1,0,0,0,0,14,0,0,3,11,9,0,,0.2,0.0,5.4,81.8
位田愛,12,JTマーヴェラス,15,9,34,10,2,29.4,23.5,0,0,0,0,8,0,2,0,23,16,0,,1.1,0.0,-6.2,69.6
佐藤瞳,02,日立リヴァーレ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤瞳,03,日立リヴァーレ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤瞳,11,日立リヴァーレ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤瞳,12,日立リヴァーレ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤絵美,01,トヨタ車体クインシーズ,6,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
佐藤絵美,02,トヨタ車体クインシーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤絵美,03,トヨタ車体クインシーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤絵美,11,トヨタ車体クインシーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤絵美,12,トヨタ車体クインシーズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤美耶,01,東レアローズ,11,8,6,0,0,0.0,0.0,0,0,0,0,9,0,3,0,0,0,0,,0.0,0.0,-8.3,
佐藤美耶,02,東レアローズ,11,10,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
佐藤美耶,03,東レアローズ,11,6,0,0,0,,,0,0,0,0,5,1,1,1,0,0,0,,0.0,0.0,20.0,
佐藤美耶,11,東レアローズ,11,13,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
佐藤美耶,12,東レアローズ,11,6,2,1,0,50.0,50.0,0,0,0,1,1,0,0,0,0,0,0,,0.2,0.2,0.0,
佐野優子,01,久光製薬スプリングス,10,27,0,0,0,,,0,0,0,0,0,0,0,0,120,102,0,,0.0,0.0,,85.0
佐野優子,02,久光製薬スプリングス,10,34,0,0,0,,,0,0,0,0,0,0,0,0,183,145,0,,0.0,0.0,,79.2
佐野優子,03,久光製薬スプリングス,10,12,0,0,0,,,0,0,0,0,0,0,0,0,41,32,0,,0.0,0.0,,78.0
佐野優子,11,久光製薬スプリングス,10,28,0,0,0,,,0,0,0,0,0,0,0,0,122,100,0,,0.0,0.0,,82.0
佐野優子,12,久光製薬スプリングス,10,7,0,0,0,,,0,0,0,0,0,0,0,0,33,28,0,,0.0,0.0,,84.8
先野久美子,01,久光製薬スプリングス,4,26,105,36,4,34.3,30.5,0,0,0,7,61,0,2,14,3,2,0,,1.4,0.3,4.9,66.7
先野久美子,02,久光製薬スプリングス,4,24,110,44,8,40.0,32.7,0,0,0,9,45,0,1,17,9,8,0,,1.8,0.4,8.9,88.9
先野久美子,03,久光製薬スプリングス,4,9,27,6,2,22.2,14.8,0,0,0,1,17,1,0,3,2,1,0,,0.7,0.1,10.3,50.0
先野久美子,11,久光製薬スプリングス,4,3,11,6,0,54.5,54.5,0,0,0,0,9,0,0,4,2,2,0,,2.0,0.0,11.1,100.0
先野久美子,12,久光製薬スプリングス,4,7,30,12,0,40.0,40.0,0,0,0,8,19,0,1,4,1,1,0,,1.7,1.1,3.9,100.0
八田奈都己,01,トヨタ車体クインシーズ,11,22,0,0,0,,,0,0,0,0,0,0,0,0,88,62,0,,0.0,0.0,,70.5
八田奈都己,02,トヨタ車体クインシーズ,11,25,0,0,0,,,0,0,0,0,0,0,0,0,81,55,0,,0.0,0.0,,67.9
八田奈都己,03,トヨタ車体クインシーズ,11,22,0,0,0,,,0,0,0,0,0,0,0,0,101,70,0,,0.0,0.0,,69.3
八田奈都己,11,トヨタ車体クインシーズ,11,22,0,0,0,,,0,0,0,0,0,0,0,0,119,85,0,,0.0,0.0,,71.4
八田奈都己,12,トヨタ車体クインシーズ,11,12,0,0,0,,,0,0,0,0,0,0,0,0,38,26,0,,0.0,0.0,,68.4
内田役子,01,パイオニアレッドウィングス,16,21,7,3,0,42.9,42.9,0,0,0,2,75,1,3,22,0,0,0,,0.1,0.1,7.7,
内田役子,02,パイオニアレッドウィングス,16,26,12,8,0,66.7,66.7,0,0,0,6,86,0,2,22,2,0,0,,0.3,0.2,5.8,0.0
内田役子,03,パイオニアレッドウィングス,16,20,14,9,1,64.3,57.1,0,0,0,3,67,1,3,16,1,0,0,,0.4,0.2,6.3,0.0
内田役子,11,パイオニアレッドウィングス,16,27,10,7,0,70.0,70.0,0,0,0,3,113,1,6,33,3,1,0,,0.3,0.1,6.9,33.3
内田役子,12,パイオニアレッドウィングス,16,12,7,6,0,85.7,85.7,0,0,0,1,26,0,1,8,1,0,0,,0.5,0.1,6.7,0.0
内田暁子,01,NECレッドロケッツ,11,25,257,84,14,32.7,27.2,34,4,4,7,114,7,7,35,88,42,0,11.8,3.4,0.3,12.3,47.7
内田暁子,02,NECレッドロケッツ,11,21,158,51,7,32.3,27.8,17,1,3,3,88,4,4,34,88,56,0,5.9,2.4,0.1,13.1,63.6
内田暁子,03,NECレッドロケッツ,11,14,121,32,6,26.4,21.5,18,4,1,0,43,2,3,14,50,28,0,22.2,2.3,0.0,11.0,56.0
内田暁子,11,NECレッドロケッツ,11,26,186,61,9,32.8,28.0,19,3,3,4,89,3,4,41,124,65,0,15.8,2.3,0.2,13.8,52.4
内田暁子,12,NECレッドロケッツ,11,4,48,16,3,33.3,27.1,3,0,0,1,21,2,1,5,22,18,0,0.0,4.0,0.2,14.3,81.8
内藤香菜子,01,武富士バンブー,7,26,168,74,9,44.0,38.7,1,0,0,15,47,1,2,10,1,1,0,0.0,2.8,0.6,6.4,100.0
内藤香菜子,02,武富士バンブー,7,16,79,27,4,34.2,29.1,0,0,0,8,43,2,2,7,0,0,0,,1.7,0.5,7.6,
内藤香菜子,03,武富士バンブー,7,25,126,34,9,27.0,19.8,0,0,0,16,53,0,3,19,4,3,0,,1.4,0.6,7.5,75.0
内藤香菜子,11,武富士バンブー,7,22,122,56,5,45.9,41.8,0,0,0,19,49,1,5,7,3,2,0,,2.5,0.9,3.1,66.7
内藤香菜子,12,武富士バンブー,7,14,85,35,7,41.2,32.9,2,0,1,5,29,1,1,4,0,0,0,0.0,2.5,0.4,6.0,
冨永こよみ,01,パイオニアレッドウィングス,24,18,66,28,2,42.4,39.4,0,0,0,9,50,1,4,14,67,34,0,,1.6,0.5,7.0,50.7
冨永こよみ,02,パイオニアレッドウィングス,24,15,13,1,2,7.7,-7.7,0,0,0,2,14,2,1,4,11,4,0,,0.1,0.1,19.6,36.4
冨永こよみ,03,パイオニアレッドウィングス,24,10,2,1,0,50.0,50.0,0,0,0,1,5,0,1,2,3,1,0,,0.1,0.1,5.0,33.3
冨永こよみ,11,パイオニアレッドウィングス,24,8,3,1,0,33.3,33.3,0,0,0,0,3,0,0,0,1,0,0,,0.1,0.0,0.0,0.0
冨永こよみ,12,パイオニアレッドウィングス,24,11,20,6,1,30.0,25.0,0,0,0,3,19,3,1,6,20,10,0,,0.5,0.3,22.4,50.0
前田見奈子,01,トヨタ車体クインシーズ,7,17,32,7,3,21.9,12.5,1,0,0,4,62,1,3,15,0,0,0,0.0,0.4,0.2,6.5,
前田見奈子,02,トヨタ車体クインシーズ,7,22,30,17,2,56.7,50.0,0,0,0,6,76,1,2,25,1,1,0,,0.8,0.3,8.9,100.0
前田見奈子,03,トヨタ車体クインシーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田見奈子,11,トヨタ車体クインシーズ,7,17,21,10,3,47.6,33.3,0,0,0,2,57,0,4,18,2,2,0,,0.6,0.1,6.1,100.0
前田見奈子,12,トヨタ車体クインシーズ,7,4,17,9,0,52.9,52.9,0,0,0,2,11,0,1,2,1,1,0,,2.2,0.5,2.3,100.0
加藤千尋,11,JTマーヴェラス,17,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
北村みどり,01,岡山シーガルズ,11,6,0,0,0,,,0,0,0,0,8,1,0,2,2,1,0,,0.0,0.0,18.8,50.0
北村みどり,02,岡山シーガルズ,11,18,0,0,0,,,0,0,0,0,24,3,1,9,7,6,0,,0.0,0.0,20.8,85.7
北村みどり,03,岡山シーガルズ,11,16,0,0,0,,,0,0,0,0,20,0,1,7,23,9,0,,0.0,0.0,7.5,39.1
南早希,01,パイオニアレッドウィングス,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
南早希,11,パイオニアレッドウィングス,6,12,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
南早希,12,パイオニアレッドウィングス,6,6,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
卜部里菜,01,岡山シーガルズ,22,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
及川英香,01,トヨタ車体クインシーズ,19,16,14,6,1,42.9,35.7,0,0,0,3,27,0,1,3,1,0,0,,0.4,0.2,1.9,0.0
及川英香,02,トヨタ車体クインシーズ,19,20,20,10,1,50.0,45.0,0,0,0,5,32,0,1,5,2,0,0,,0.5,0.2,3.1,0.0
及川英香,03,トヨタ車体クインシーズ,19,12,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,1,0,0,,0.1,0.0,0.0,0.0
吉澤智恵,01,武富士バンブー,1,25,189,55,15,29.1,21.2,2,1,1,3,75,0,4,17,121,79,0,50.0,2.2,0.1,4.3,65.3
吉澤智恵,02,武富士バンブー,1,16,120,44,8,36.7,30.0,8,0,0,5,57,1,2,10,72,52,0,0.0,2.8,0.3,5.3,72.2
吉澤智恵,03,武富士バンブー,1,25,256,75,18,29.3,22.3,3,0,0,5,67,1,4,16,124,80,0,0.0,3.0,0.2,6.0,64.5
吉澤智恵,11,武富士バンブー,1,22,204,80,23,39.2,27.9,8,2,1,2,75,0,3,17,111,69,0,25.0,3.6,0.1,4.7,62.2
吉澤智恵,12,武富士バンブー,1,14,137,40,12,29.2,20.4,4,2,1,2,54,1,4,11,63,52,0,50.0,2.9,0.1,5.1,82.5
吉田あい,01,日立リヴァーレ,3,15,0,0,0,,,0,0,0,0,0,0,0,0,59,43,0,,0.0,0.0,,72.9
吉田あい,02,日立リヴァーレ,3,15,0,0,0,,,0,0,0,0,0,0,0,0,18,13,0,,0.0,0.0,,72.2
吉田あい,03,日立リヴァーレ,3,9,0,0,0,,,0,0,0,0,0,0,0,0,17,12,0,,0.0,0.0,,70.6
吉田あい,11,日立リヴァーレ,3,26,0,0,0,,,0,0,0,0,0,0,0,0,79,57,0,,0.0,0.0,,72.2
吉田あい,12,日立リヴァーレ,3,10,0,0,0,,,0,0,0,0,0,0,0,0,34,22,0,,0.0,0.0,,64.7
吉田みなみ,01,岡山シーガルズ,1,23,0,0,0,,,0,0,0,0,0,0,0,0,91,63,0,,0.0,0.0,,69.2
吉田みなみ,02,岡山シーガルズ,1,6,0,0,0,,,0,0,0,0,0,0,0,0,25,14,0,,0.0,0.0,,56.0
吉田みなみ,03,岡山シーガルズ,1,16,0,0,0,,,0,0,0,0,0,0,0,0,84,54,0,,0.0,0.0,,64.3
吉田みなみ,11,岡山シーガルズ,1,19,0,0,0,,,0,0,0,0,0,0,0,0,97,52,0,,0.0,0.0,,53.6
吉田みなみ,12,岡山シーガルズ,1,15,0,0,0,,,0,0,0,0,0,0,0,0,68,40,0,,0.0,0.0,,58.8
吉田真未,01,パイオニアレッドウィングス,20,21,0,0,0,,,0,0,0,0,0,0,0,0,62,45,0,,0.0,0.0,,72.6
