試合日,年月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2021-02-28,2021-02,ヴィクトリーナ姫路,19,L,福井愛加,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-02-28,2021-02,ヴィクトリーナ姫路,21,,渡邉かや,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,2,0,2,50.0,0
2021-03-06,2021-03,岡山シーガルズ,3,,田口絢佳,3,□,nan,□,■,nan,6,1,1,16.7,0.0,0.33,0,0,0,-,1,0.33,4,0,1,1,0.0,0,0,0,-,2
2021-03-06,2021-03,岡山シーガルズ,4,,吉岡美晴,2,■,nan,nan,□,nan,9,4,0,44.4,44.4,2.00,0,0,0,-,0,-,3,0,0,0,0.0,10,4,1,45.0,4
2021-03-06,2021-03,岡山シーガルズ,5,,宇賀神みずき,3,■,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2021-03-06,2021-03,岡山シーガルズ,6,,渡邊真恵,4,■,■,■,□,nan,22,4,3,18.2,4.5,1.00,1,0,0,0.0,0,-,8,0,1,3,6.2,5,1,2,40.0,4
2021-03-06,2021-03,岡山シーガルズ,8,,及川真夢,3,■,■,■,nan,nan,18,5,1,27.8,22.2,1.67,0,0,0,-,2,0.67,11,0,1,2,2.3,0,0,0,-,7
2021-03-06,2021-03,岡山シーガルズ,9,,高柳有里,3,□,nan,□,■,nan,7,5,0,71.4,71.4,1.67,0,0,0,-,1,0.33,3,0,0,1,8.3,17,3,7,38.2,6
2021-03-06,2021-03,岡山シーガルズ,10,L,西村弥菜美,4,〇,●,〇,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,11,3,2,36.4,0
2021-03-06,2021-03,岡山シーガルズ,15,,古川あおいアン,4,□,■,■,■,nan,36,17,1,47.2,44.4,4.25,0,0,0,-,4,1.00,10,0,0,3,7.5,5,1,0,20.0,21
2021-03-06,2021-03,岡山シーガルズ,18,,金田修佳,3,■,■,■,nan,nan,36,13,1,36.1,33.3,4.33,0,0,0,-,1,0.33,8,1,0,0,12.5,27,19,4,77.8,15
2021-03-06,2021-03,岡山シーガルズ,24,,付欣田,3,nan,■,■,■,nan,9,2,0,22.2,22.2,0.67,0,0,0,-,2,0.67,7,0,0,2,7.1,0,0,0,-,4
2021-03-06,2021-03,岡山シーガルズ,26,,長瀬そら,2,■,nan,nan,□,nan,8,3,1,37.5,25.0,1.50,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-,3
2021-03-06,2021-03,岡山シーガルズ,27,L,楢崎慈恵,2,●,nan,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,5,4,0,80.0,0
2021-03-06,2021-03,岡山シーガルズ,31,,小野寺夏希,4,□,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,17,0,0,1,1.5,0,0,0,-,0
2021-03-06,2021-03,岡山シーガルズ,33,,中本柚朱,2,nan,nan,□,■,nan,10,1,0,10.0,10.0,0.50,0,0,0,-,0,-,0,0,0,0,,6,2,3,58.3,1
2021-03-06,2021-03,JTマーヴェラス,4,,橘井友香,4,□,□,□,■,nan,21,8,0,38.1,38.1,2.00,0,0,0,-,0,-,10,1,1,6,22.5,0,0,0,-,9
2021-03-06,2021-03,JTマーヴェラス,5,,柴田真果,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,1,0.25,12,0,2,2,0.0,0,0,0,-,3
2021-03-06,2021-03,JTマーヴェラス,6,,田中瑞稀,4,■,■,■,■,nan,44,17,1,38.6,36.4,4.25,4,2,0,50.0,1,0.25,12,0,1,3,4.2,17,7,6,58.8,18
2021-03-06,2021-03,JTマーヴェラス,7,,ヌクジャンタットダオ,4,■,■,■,■,nan,24,14,1,58.3,54.2,3.50,0,0,0,-,3,0.75,17,1,0,9,19.1,0,0,0,-,18
2021-03-06,2021-03,JTマーヴェラス,9,,榊原菜那,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,JTマーヴェラス,11,L,目黒優佳,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,14,5,6,57.1,0
2021-03-06,2021-03,JTマーヴェラス,12,,深萱知代,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,2,0,2,50.0,0
2021-03-06,2021-03,JTマーヴェラス,13,,西川有喜,4,■,■,■,□,nan,37,17,0,45.9,45.9,4.25,6,3,0,50.0,0,-,4,0,0,2,12.5,1,0,0,0.0,17
2021-03-06,2021-03,JTマーヴェラス,14,,ヒックマンジャスティス,4,■,■,■,■,nan,32,8,1,25.0,21.9,2.00,3,1,1,33.3,1,0.25,14,0,0,3,5.4,42,21,13,65.5,9
2021-03-06,2021-03,JTマーヴェラス,16,,和田由紀子,2,nan,nan,□,□,nan,4,1,0,25.0,25.0,0.50,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,1
2021-03-06,2021-03,JTマーヴェラス,17,,神田さくら,2,nan,nan,□,■,nan,4,2,0,50.0,50.0,1.00,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,2
2021-03-06,2021-03,JTマーヴェラス,18,,橋本梨紗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,JTマーヴェラス,19,,高橋茉莉奈,3,■,■,■,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,2,0.67,8,0,1,1,0.0,0,0,0,-,2
2021-03-06,2021-03,JTマーヴェラス,20,,西崎愛菜,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-,0
2021-03-06,2021-03,デンソーエアリービーズ,1,,中元南,3,■,■,■,nan,nan,23,11,2,47.8,39.1,3.67,5,2,0,40.0,3,1.00,14,1,0,5,16.1,22,11,4,59.1,15
2021-03-06,2021-03,デンソーエアリービーズ,2,,積山春花,1,nan,nan,□,nan,nan,2,2,0,100.0,100.0,2.00,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,2
2021-03-06,2021-03,デンソーエアリービーズ,5,,大竹里歩,3,■,■,■,nan,nan,12,6,0,50.0,50.0,2.00,0,0,0,-,2,0.67,10,0,1,1,0.0,0,0,0,-,8
2021-03-06,2021-03,デンソーエアリービーズ,8,,田原愛里,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-03-06,2021-03,デンソーエアリービーズ,9,,小口樹葉,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,2,1,1,75.0,0
2021-03-06,2021-03,デンソーエアリービーズ,10,,森谷史佳,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2021-03-06,2021-03,デンソーエアリービーズ,12,,石橋桃子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,デンソーエアリービーズ,14,,松井珠己,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,11,1,0,4,18.2,0,0,0,-,2
2021-03-06,2021-03,デンソーエアリービーズ,16,,横田真未,3,■,■,■,nan,nan,13,7,1,53.8,46.2,2.33,0,0,0,-,1,0.33,16,1,0,3,10.9,1,0,1,50.0,9
2021-03-06,2021-03,デンソーエアリービーズ,17,,麻野七奈未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,デンソーエアリービーズ,18,,佐藤吉野,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,デンソーエアリービーズ,19,L,福留慧美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,4,2,0,50.0,0
2021-03-06,2021-03,デンソーエアリービーズ,21,,工藤嶺,3,■,■,■,nan,nan,23,11,1,47.8,43.5,3.67,8,1,1,12.5,0,-,10,0,0,5,12.5,7,5,1,78.6,11
2021-03-06,2021-03,デンソーエアリービーズ,24,,兵頭由希,3,■,■,■,nan,nan,27,10,1,37.0,33.3,3.33,2,0,0,0.0,0,-,10,0,0,2,5.0,6,1,1,25.0,10
2021-03-06,2021-03,ヴィクトリーナ姫路,1,,貞包里穂,1,nan,nan,■,nan,nan,9,1,0,11.1,11.1,1.00,2,1,0,50.0,0,-,2,0,0,1,12.5,5,2,1,50.0,1
2021-03-06,2021-03,ヴィクトリーナ姫路,2,,櫻井美樹,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2021-03-06,2021-03,ヴィクトリーナ姫路,4,L,花井萌里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,10,6,3,75.0,0
2021-03-06,2021-03,ヴィクトリーナ姫路,5,,長野有紗,3,■,■,■,nan,nan,14,6,0,42.9,42.9,2.00,0,0,0,-,1,0.33,4,0,1,1,0.0,2,1,0,50.0,7
2021-03-06,2021-03,ヴィクトリーナ姫路,6,,金杉由香,2,■,■,nan,nan,nan,24,6,1,25.0,20.8,3.00,0,0,0,-,1,0.50,4,0,0,1,6.2,18,9,4,61.1,7
2021-03-06,2021-03,ヴィクトリーナ姫路,7,,堀込奈央,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-,0
2021-03-06,2021-03,ヴィクトリーナ姫路,8,,宮地佳乃,3,□,□,■,nan,nan,17,8,1,47.1,41.2,2.67,6,1,1,16.7,1,0.33,3,0,0,1,8.3,4,1,1,37.5,9
2021-03-06,2021-03,ヴィクトリーナ姫路,9,,吉岡可奈,1,nan,nan,□,nan,nan,2,2,0,100.0,100.0,2.00,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,2
2021-03-06,2021-03,ヴィクトリーナ姫路,10,,脇田美怜,1,nan,□,nan,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,0,-12.5,1,1,0,100.0,0
2021-03-06,2021-03,ヴィクトリーナ姫路,12,,孫田菜奈,3,■,■,■,nan,nan,12,3,0,25.0,25.0,1.00,1,0,0,0.0,0,-,8,1,1,2,15.6,31,14,9,59.7,4
2021-03-06,2021-03,ヴィクトリーナ姫路,14,,佐々木千紘,3,■,■,■,nan,nan,17,6,1,35.3,29.4,2.00,0,0,0,-,0,-,8,0,1,3,6.2,2,1,0,50.0,6
2021-03-06,2021-03,ヴィクトリーナ姫路,19,,福井愛加,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,ヴィクトリーナ姫路,20,,マルティニュークアリョーナ,2,■,■,nan,nan,nan,17,4,2,23.5,11.8,2.00,8,3,1,37.5,0,-,5,0,1,1,0.0,0,0,0,-,4
2021-03-06,2021-03,ヴィクトリーナ姫路,21,,渡邉かや,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,1,0,1,41.7,0,0,0,-,1
2021-03-06,2021-03,トヨタ車体クインシーズ,1,,鴫原ひなた,4,■,■,■,■,nan,36,9,4,25.0,13.9,2.25,2,1,0,50.0,1,0.25,17,1,1,6,13.2,24,7,9,47.9,11
2021-03-06,2021-03,トヨタ車体クインシーズ,6,L,村永奈央,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,22,6,7,43.2,0
2021-03-06,2021-03,トヨタ車体クインシーズ,7,,渡邊彩,4,■,■,■,■,nan,14,6,2,42.9,28.6,1.50,0,0,0,-,1,0.25,14,0,0,4,7.1,1,1,0,100.0,7
2021-03-06,2021-03,トヨタ車体クインシーズ,8,L,榊原美沙都,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,トヨタ車体クインシーズ,10,,熊井風音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,トヨタ車体クインシーズ,13,,ソロカイテインドレ,4,■,■,■,■,nan,57,18,3,31.6,26.3,4.50,18,4,1,22.2,1,0.25,16,1,3,5,9.4,0,0,0,-,20
2021-03-06,2021-03,トヨタ車体クインシーズ,14,,松本亜弥華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,トヨタ車体クインシーズ,15,,杉郁香,4,■,■,■,■,nan,19,11,0,57.9,57.9,2.75,0,0,0,-,1,0.25,7,0,1,3,7.1,0,0,0,-,12
2021-03-06,2021-03,トヨタ車体クインシーズ,16,,中屋夏澄,1,nan,□,nan,nan,nan,8,2,0,25.0,25.0,2.00,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,2
2021-03-06,2021-03,トヨタ車体クインシーズ,17,,藪田美穂子,4,■,■,■,■,nan,29,4,2,13.8,6.9,1.00,4,0,0,0.0,0,-,11,0,0,2,4.5,41,10,15,42.7,4
2021-03-06,2021-03,トヨタ車体クインシーズ,18,,山上有紀,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,トヨタ車体クインシーズ,20,,山形理沙子,4,■,■,■,■,nan,6,3,0,50.0,50.0,0.75,0,0,0,-,0,-,13,2,0,5,25.0,0,0,0,-,5
2021-03-06,2021-03,トヨタ車体クインシーズ,22,,大川愛海,1,nan,nan,□,nan,nan,4,0,1,0.0,-25.0,-,0,0,0,-,0,-,0,0,0,0,,1,0,0,0.0,0
2021-03-06,2021-03,トヨタ車体クインシーズ,25,,周田夏紀,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-,0
2021-03-06,2021-03,久光スプリングス,2,,井上美咲,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,2,0.50,13,1,1,5,15.4,0,0,0,-,5
2021-03-06,2021-03,久光スプリングス,5,,井上愛里沙,4,□,■,■,■,nan,40,16,1,40.0,37.5,4.00,4,1,0,25.0,0,-,21,0,1,8,8.3,14,4,4,42.9,16
2021-03-06,2021-03,久光スプリングス,7,,加藤光,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,久光スプリングス,8,,野本梨佳,1,■,nan,nan,nan,nan,10,1,0,10.0,10.0,1.00,0,0,0,-,0,-,3,0,1,0,-8.3,2,1,0,50.0,1
2021-03-06,2021-03,久光スプリングス,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,久光スプリングス,12,,今村優香,4,■,■,■,■,nan,45,18,4,40.0,31.1,4.50,4,1,1,25.0,3,0.75,18,0,2,5,4.2,9,1,1,16.7,21
2021-03-06,2021-03,久光スプリングス,13,,白澤明香里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-06,2021-03,久光スプリングス,14,,中川美柚,4,■,■,■,■,nan,23,8,0,34.8,34.8,2.00,1,0,0,0.0,2,0.50,18,0,1,7,8.3,21,7,12,61.9,10
2021-03-06,2021-03,久光スプリングス,15,,池谷優佳,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,9,1,2,22.2,0
2021-03-06,2021-03,久光スプリングス,16,,アキンラデウォフォルケ,4,■,■,■,■,nan,22,14,1,63.6,59.1,3.50,0,0,0,-,4,1.00,8,1,1,2,15.6,1,1,0,100.0,19
2021-03-06,2021-03,久光スプリングス,17,,濱松明日香,1,■,nan,nan,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,1,1.00,2,0,0,0,0.0,0,0,0,-,2
2021-03-06,2021-03,久光スプリングス,18,L,戸江真奈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,19,6,5,44.7,0
2021-03-06,2021-03,久光スプリングス,19,,平山詩嫣,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,1,1,16.7,0,0,0,-,1
2021-03-06,2021-03,久光スプリングス,20,,荒木彩花,3,nan,■,■,■,nan,7,2,1,28.6,14.3,0.67,0,0,0,-,2,0.67,9,0,1,3,5.6,0,0,0,-,4
2021-03-07,2021-03,岡山シーガルズ,3,,田口絢佳,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,1.00,2,0,0,1,12.5,0,0,0,-,1
2021-03-07,2021-03,岡山シーガルズ,4,,吉岡美晴,4,■,■,■,■,nan,28,7,1,25.0,21.4,1.75,0,0,0,-,0,-,14,0,1,4,5.4,35,13,13,55.7,7
2021-03-07,2021-03,岡山シーガルズ,5,,宇賀神みずき,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,7,0,0,3,10.7,0,0,0,-,1
2021-03-07,2021-03,岡山シーガルズ,6,,渡邊真恵,4,■,□,□,■,nan,35,12,1,34.3,31.4,3.00,2,0,1,0.0,1,0.25,6,0,0,1,4.2,0,0,0,-,13
2021-03-07,2021-03,岡山シーガルズ,8,,及川真夢,3,■,■,■,nan,nan,14,3,0,21.4,21.4,1.00,0,0,0,-,0,-,7,0,0,1,3.6,0,0,0,-,3
2021-03-07,2021-03,岡山シーガルズ,10,L,西村弥菜美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,18,8,5,58.3,0
2021-03-07,2021-03,岡山シーガルズ,13,,遠藤彩萌,4,□,■,■,□,nan,24,6,0,25.0,25.0,1.50,0,0,0,-,1,0.25,6,0,1,0,-4.2,8,2,4,50.0,7
2021-03-07,2021-03,岡山シーガルズ,15,,古川あおいアン,2,□,nan,□,nan,nan,8,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,岡山シーガルズ,18,,金田修佳,4,■,■,■,■,nan,44,8,1,18.2,15.9,2.00,0,0,0,-,2,0.50,22,3,0,5,19.3,13,5,3,50.0,13
2021-03-07,2021-03,岡山シーガルズ,19,L,森田夕貴,3,nan,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,岡山シーガルズ,22,,船田芽依,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,0,0,25.0,6,5,0,83.3,1
2021-03-07,2021-03,岡山シーガルズ,24,,付欣田,1,nan,nan,nan,■,nan,7,4,0,57.1,57.1,4.00,0,0,0,-,2,2.00,3,0,0,1,8.3,0,0,0,-,6
2021-03-07,2021-03,岡山シーガルズ,26,,長瀬そら,4,■,■,■,■,nan,15,5,2,33.3,20.0,1.25,0,0,0,-,0,-,9,0,0,1,2.8,1,0,1,50.0,5
2021-03-07,2021-03,岡山シーガルズ,31,,小野寺夏希,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,0
2021-03-07,2021-03,久光スプリングス,2,,井上美咲,4,■,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,10,1,0,2,15.0,0,0,0,-,1
2021-03-07,2021-03,久光スプリングス,5,,井上愛里沙,4,■,■,■,■,nan,61,22,4,36.1,29.5,5.50,6,2,0,33.3,2,0.50,12,1,1,4,14.6,6,5,1,91.7,25
2021-03-07,2021-03,久光スプリングス,7,,加藤光,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,久光スプリングス,8,,野本梨佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,久光スプリングス,11,,栄絵里香,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2021-03-07,2021-03,久光スプリングス,12,,今村優香,4,■,■,■,■,nan,37,13,4,35.1,24.3,3.25,4,2,1,50.0,0,-,19,1,2,4,7.9,2,1,0,50.0,14
2021-03-07,2021-03,久光スプリングス,13,,白澤明香里,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2021-03-07,2021-03,久光スプリングス,14,,中川美柚,4,■,■,■,■,nan,30,10,4,33.3,20.0,2.50,0,0,0,-,3,0.75,19,1,0,5,11.8,50,21,15,57.0,14
2021-03-07,2021-03,久光スプリングス,15,,池谷優佳,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,2,0,2,50.0,0
2021-03-07,2021-03,久光スプリングス,16,,アキンラデウォフォルケ,4,■,■,■,■,nan,21,10,0,47.6,47.6,2.50,0,0,0,-,5,1.25,8,0,3,1,-6.2,0,0,0,-,15
2021-03-07,2021-03,久光スプリングス,17,,濱松明日香,3,nan,□,■,■,nan,18,9,2,50.0,38.9,3.00,0,0,0,-,1,0.33,9,0,3,2,-2.8,0,0,0,-,10
2021-03-07,2021-03,久光スプリングス,18,L,戸江真奈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,22,11,8,68.2,0
2021-03-07,2021-03,久光スプリングス,19,,平山詩嫣,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2021-03-07,2021-03,久光スプリングス,20,,荒木彩花,2,■,■,nan,nan,nan,5,2,0,40.0,40.0,1.00,0,0,0,-,0,-,6,0,0,3,12.5,0,0,0,-,2
2021-03-07,2021-03,JTマーヴェラス,4,,橘井友香,5,□,□,□,□,■,24,6,1,25.0,20.8,1.20,0,0,0,-,0,-,11,0,0,2,4.5,10,6,1,65.0,6
2021-03-07,2021-03,JTマーヴェラス,5,,柴田真果,5,■,■,■,■,■,3,2,0,66.7,66.7,0.40,0,0,0,-,1,0.20,16,0,0,6,9.4,0,0,0,-,3
2021-03-07,2021-03,JTマーヴェラス,6,,田中瑞稀,5,■,■,■,■,■,52,22,3,42.3,36.5,4.40,2,1,0,50.0,1,0.20,18,1,5,1,0.0,31,11,6,45.2,24
2021-03-07,2021-03,JTマーヴェラス,7,,ヌクジャンタットダオ,5,■,■,■,■,■,17,6,1,35.3,29.4,1.20,1,0,0,0.0,1,0.20,10,0,1,4,7.5,0,0,0,-,7
2021-03-07,2021-03,JTマーヴェラス,9,,榊原菜那,2,nan,nan,nan,□,■,2,0,0,0.0,0.0,-,0,0,0,-,2,1.00,2,0,0,0,0.0,0,0,0,-,2
2021-03-07,2021-03,JTマーヴェラス,11,L,目黒優佳,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,14,10,4,85.7,0
2021-03-07,2021-03,JTマーヴェラス,12,,深萱知代,3,□,□,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,6,0,0,2,8.3,2,2,0,100.0,0
2021-03-07,2021-03,JTマーヴェラス,13,,西川有喜,5,■,■,■,■,■,37,14,1,37.8,35.1,2.80,8,2,0,25.0,3,0.60,12,1,1,6,18.8,0,0,0,-,18
2021-03-07,2021-03,JTマーヴェラス,14,,ヒックマンジャスティス,4,■,■,■,■,nan,16,6,5,37.5,6.2,1.50,2,1,1,50.0,4,1.00,12,1,2,2,8.3,28,17,4,67.9,11
2021-03-07,2021-03,JTマーヴェラス,16,,和田由紀子,1,nan,nan,nan,□,nan,6,1,0,16.7,16.7,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2021-03-07,2021-03,JTマーヴェラス,17,,神田さくら,3,■,■,■,nan,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,11,1,1,3,13.6,1,1,0,100.0,2
2021-03-07,2021-03,JTマーヴェラス,18,,橋本梨紗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,JTマーヴェラス,19,,高橋茉莉奈,2,nan,nan,□,■,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-,1
2021-03-07,2021-03,JTマーヴェラス,20,,西崎愛菜,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2021-03-07,2021-03,トヨタ車体クインシーズ,1,,鴫原ひなた,3,■,■,nan,□,nan,8,1,1,12.5,0.0,0.33,1,0,0,0.0,0,-,5,0,1,1,0.0,14,2,6,35.7,1
2021-03-07,2021-03,トヨタ車体クインシーズ,6,L,村永奈央,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,14,7,5,67.9,0
2021-03-07,2021-03,トヨタ車体クインシーズ,7,,渡邊彩,5,■,■,■,■,■,20,12,0,60.0,60.0,2.40,0,0,0,-,2,0.40,16,0,1,3,3.1,0,0,0,-,14
2021-03-07,2021-03,トヨタ車体クインシーズ,8,L,榊原美沙都,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,トヨタ車体クインシーズ,10,,熊井風音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,トヨタ車体クインシーズ,13,,ソロカイテインドレ,5,■,■,■,■,■,54,26,4,48.1,40.7,5.20,11,3,1,27.3,1,0.20,12,0,4,2,-4.2,0,0,0,-,27
2021-03-07,2021-03,トヨタ車体クインシーズ,14,,松本亜弥華,5,■,■,■,■,■,14,5,2,35.7,21.4,1.00,0,0,0,-,1,0.20,16,1,3,3,6.2,2,1,0,50.0,7
2021-03-07,2021-03,トヨタ車体クインシーズ,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,トヨタ車体クインシーズ,16,,中屋夏澄,1,nan,□,nan,nan,nan,5,1,1,20.0,0.0,1.00,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,1
2021-03-07,2021-03,トヨタ車体クインシーズ,17,,藪田美穂子,5,□,□,■,■,■,29,9,3,31.0,20.7,1.80,2,0,1,0.0,1,0.20,13,0,1,3,3.8,26,11,8,57.7,10
2021-03-07,2021-03,トヨタ車体クインシーズ,18,,山上有紀,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,,0,0,0,-,0
2021-03-07,2021-03,トヨタ車体クインシーズ,20,,山形理沙子,5,■,■,■,■,■,5,4,0,80.0,80.0,0.80,0,0,0,-,0,-,18,1,0,8,16.7,0,0,0,-,5
2021-03-07,2021-03,トヨタ車体クインシーズ,22,,大川愛海,5,■,■,■,■,■,36,7,2,19.4,13.9,1.40,4,1,1,25.0,0,-,17,0,3,4,1.5,37,16,10,56.8,7
