名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
奥修二,NECブルーロケッツ,18,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田晃,NECブルーロケッツ,12,9,13,1,1,0,100.0,100.0,0,0,0,3,38,1,2,0,0,0,0,5,,0.08,0.23,1.3,
小坂慎吾,サントリーサンバーズ,5,9,9,36,18,3,50.0,41.7,4,1,1,2,35,2,7,5,30,25,0,22,25.0,2.0,0.22,4.3,83.3
小林敦,東レアローズ,11,9,11,25,14,1,56.0,52.0,0,0,0,8,36,1,1,5,1,0,0,23,,1.27,0.73,5.6,0.0
小西健太,堺ブレイザーズ,0,9,13,19,10,2,52.6,42.1,0,0,0,1,30,0,5,4,0,0,0,11,,0.77,0.08,-0.8,
山口誠,東レアローズ,6,9,11,0,0,0,,,0,0,0,3,43,0,2,4,1,1,0,3,,0.0,0.27,1.2,100.0
山本辰生,堺ブレイザーズ,8,9,7,0,0,0,,,0,0,0,0,8,1,1,1,0,0,0,1,,0.0,0.0,12.5,
市橋祐之,堺ブレイザーズ,5,9,13,10,5,2,50.0,30.0,0,0,0,1,37,1,5,2,0,0,0,7,,0.38,0.08,0.7,
朝日健太郎,サントリーサンバーズ,1,9,11,20,10,1,50.0,45.0,0,0,0,14,18,0,0,0,0,0,0,24,,0.91,1.27,0.0,
木原丈裕,サントリーサンバーズ,12,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本岳士,東レアローズ,17,9,11,0,0,0,,,0,0,0,0,0,0,0,0,67,45,0,0,,0.0,0.0,,67.2
栗原功武,サントリーサンバーズ,15,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
栗原圭介,サントリーサンバーズ,6,9,10,0,0,0,,,0,0,0,0,11,0,1,0,0,0,0,0,,0.0,0.0,-2.3,
河野克已,サントリーサンバーズ,7,9,5,10,6,1,60.0,50.0,0,0,0,1,9,0,1,1,17,16,0,7,,1.2,0.2,0.0,94.1
泉川正幸,東レアローズ,8,9,11,75,40,5,53.3,46.7,16,7,2,3,36,3,2,6,66,52,0,46,43.8,3.64,0.27,11.1,78.8
津曲勝利,サントリーサンバーズ,11,9,11,0,0,0,,,0,0,0,0,0,0,0,0,76,64,0,0,,0.0,0.0,,84.2
清水雅之,サントリーサンバーズ,4,9,11,1,0,0,0.0,0.0,0,0,0,0,39,1,2,3,0,0,0,1,,0.0,0.0,3.2,
渡貫健三,東レアローズ,14,9,9,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,0,,0.0,0.0,4.2,
渡邊友嗣,堺ブレイザーズ,7,9,4,7,3,1,42.9,28.6,5,2,1,0,5,0,1,2,2,2,0,3,40.0,0.75,0.0,5.0,100.0
澤畠雄一郎,堺ブレイザーズ,1,9,13,44,28,1,63.6,61.4,0,0,0,8,30,0,10,6,4,3,0,36,,2.15,0.62,-3.3,75.0
福田健太,サントリーサンバーズ,3,9,10,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.1,,
竹内実,NECブルーロケッツ,6,9,13,85,45,6,52.9,45.9,18,9,2,2,43,0,4,5,70,58,0,47,50.0,3.46,0.15,0.6,82.9
笠原紀久,東レアローズ,5,9,7,13,9,0,69.2,69.2,0,0,0,2,23,0,3,0,28,23,0,11,,1.29,0.29,-3.3,82.1
糸田信幸,NECブルーロケッツ,9,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川延由,NECブルーロケッツ,2,9,13,77,44,5,57.1,50.6,8,5,1,1,58,2,5,8,105,80,0,47,62.5,3.38,0.08,4.7,76.2
荻野正二,サントリーサンバーズ,10,9,11,31,19,3,61.3,51.6,9,4,1,3,60,3,4,7,79,68,0,25,44.4,1.73,0.27,6.2,86.1
西村晃一,NECブルーロケッツ,8,9,13,0,0,0,,,0,0,0,0,0,0,0,0,62,48,0,0,,0.0,0.0,,77.4
酒井新悟,堺ブレイザーズ,22,9,13,0,0,0,,,0,0,0,0,0,0,0,0,111,88,0,0,,0.0,0.0,,79.3
野々山悟,堺ブレイザーズ,3,9,7,12,6,1,50.0,41.7,0,0,0,1,12,0,2,1,1,1,0,7,,0.86,0.14,-2.1,100.0
鎌田修,NECブルーロケッツ,16,9,9,0,0,0,,,0,0,0,0,12,0,2,2,0,0,0,0,,0.0,0.0,0.0,
青木一平,NECブルーロケッツ,10,9,13,21,5,1,23.8,19.0,0,0,0,2,46,3,3,4,0,0,0,10,,0.38,0.15,7.1,
高橋智則,堺ブレイザーズ,9,9,13,41,15,2,36.6,31.7,1,1,0,1,47,1,8,10,82,61,0,17,100.0,1.15,0.08,3.2,74.4
齋藤信治,東レアローズ,7,9,10,49,22,4,44.9,36.7,29,14,2,4,18,0,6,2,0,0,0,26,48.3,2.2,0.4,-5.6,
