名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
徳田亜留美,ブレス浜松,7,83,60,0,0,0,,,0,0,0,0,0,0,0,0,499,328,0,,0.0,0.0,,65.7
戸田さやか,プレステージ・インターナショナルアランマーレ,9,71,58,180,68,11,37.8,31.7,0,0,0,37,202,11,25,88,25,10,0,,1.17,0.64,13.2,40.0
春日咲乃,GSS東京サンビームズ,17,21,18,125,39,8,31.2,24.8,6,1,0,1,50,1,2,20,1,1,0,16.7,2.17,0.06,11.0,100.0
春田詩織,ブレス浜松,18,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木幡祥子,大阪スーペリアーズ,9,73,47,221,60,15,27.1,20.4,1,0,1,3,168,5,2,56,345,187,0,0.0,1.28,0.06,11.0,54.2
杉山瑠夏,トヨタ自動車ヴァルキューレ,3,72,54,444,132,35,29.7,21.8,15,5,3,10,222,9,15,103,355,203,0,33.3,2.44,0.19,14.0,57.2
村尾葉津樹,GSS東京サンビームズ,2,35,23,9,2,1,22.2,11.1,1,0,0,0,90,3,3,38,2,2,0,0.0,0.09,0.0,13.1,100.0
松尾妃七菜,トヨタ自動車ヴァルキューレ,8,72,54,43,16,2,37.2,32.6,0,0,0,2,215,4,2,60,0,0,0,,0.3,0.04,8.6,
松尾由紀子,プレステージ・インターナショナルアランマーレ,6,71,56,13,4,0,30.8,30.8,0,0,0,3,240,11,8,105,3,0,0,,0.07,0.05,14.7,0.0
松島夏葉,大阪スーペリアーズ,12,12,19,95,29,5,30.5,25.3,0,0,0,5,63,4,8,21,4,2,0,,1.53,0.26,11.5,50.0
松浦未波,GSS東京サンビームズ,28,70,30,12,2,1,16.7,8.3,0,0,0,1,70,3,4,26,15,6,0,,0.07,0.03,12.1,40.0
林仁美,大阪スーペリアーズ,10,73,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳沢紫子,プレステージ・インターナショナルアランマーレ,17,12,4,3,2,0,66.7,66.7,0,0,0,0,1,0,0,0,0,0,0,,0.5,0.0,0.0,
柴小屋志織,ブレス浜松,6,83,60,354,141,10,39.8,37.0,2,0,0,32,221,11,16,81,16,9,0,0.0,2.35,0.53,12.3,56.2
柴田由夏,GSS東京サンビームズ,20,71,7,0,0,0,,,0,0,0,0,0,0,0,0,61,37,0,,0.0,0.0,,60.7
柿沼杏奈,群馬銀行グリーンウイングス,10,72,51,431,116,27,26.9,20.6,1,0,0,5,156,4,8,51,382,218,0,0.0,2.27,0.1,9.5,57.1
栗田楓,群馬銀行グリーンウイングス,17,72,53,40,16,1,40.0,37.5,0,0,0,4,237,6,14,85,0,0,0,,0.3,0.08,10.0,
梅木瞳,トヨタ自動車ヴァルキューレ,16,72,24,111,39,6,35.1,29.7,0,0,0,1,57,0,10,18,2,0,0,,1.62,0.04,3.5,0.0
棟方真衣,GSS東京サンビームズ,23,38,19,110,41,5,37.3,32.7,1,0,0,1,26,0,2,11,7,3,0,0.0,2.16,0.05,8.7,42.9
森寿実子,プレステージ・インターナショナルアランマーレ,11,71,55,0,0,0,,,0,0,0,0,0,0,0,0,272,190,0,,0.0,0.0,,69.9
権藤玲奈,トヨタ自動車ヴァルキューレ,5,72,54,448,197,18,44.0,40.0,2,1,0,29,176,4,12,72,11,6,0,50.0,3.65,0.54,10.8,54.5
正元志歩,大阪スーペリアーズ,13,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
水上真悠子,ブレス浜松,21,8,12,98,25,9,25.5,16.3,1,0,0,1,35,1,1,13,37,23,0,0.0,2.08,0.08,11.4,62.2
江川優貴,プレステージ・インターナショナルアランマーレ,16,14,34,139,48,10,34.5,27.3,0,0,0,6,76,4,6,34,19,5,0,,1.41,0.18,14.5,26.3
浅川希,プレステージ・インターナショナルアランマーレ,15,71,55,409,137,23,33.5,27.9,0,0,0,7,162,17,25,44,558,330,0,,2.49,0.13,13.4,59.1
浅野愛美,トヨタ自動車ヴァルキューレ,10,72,23,0,0,0,,,0,0,0,0,0,0,0,0,128,77,0,,0.0,0.0,,60.2
浅野美波,トヨタ自動車ヴァルキューレ,18,72,46,231,92,16,39.8,32.9,0,0,0,16,183,9,33,72,154,92,0,,2.0,0.35,10.2,59.7
澁谷美妃,ブレス浜松,20,43,9,0,0,0,,,0,0,0,0,13,0,1,5,12,7,0,,0.0,0.0,7.7,58.3
熊本比奈,ブレス浜松,1,28,1,12,4,2,33.3,16.7,1,0,1,0,3,0,1,1,6,5,0,0.0,4.0,0.0,0.0,83.3
田中瑠奈,群馬銀行グリーンウイングス,20,13,21,228,89,14,39.0,32.9,5,1,0,2,76,1,7,34,135,80,0,20.0,4.24,0.1,10.2,59.3
田中静香,ブレス浜松,14,83,12,0,0,0,,,0,0,0,0,20,0,4,8,0,0,0,,0.0,0.0,5.0,
田戸美咲,トヨタ自動車ヴァルキューレ,14,58,1,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,,0.0,0.0,,75.0
田村愛美,プレステージ・インターナショナルアランマーレ,8,71,24,2,1,0,50.0,50.0,1,0,0,0,14,1,1,2,0,0,0,0.0,0.04,0.0,8.9,
百瀬彩夏,GSS東京サンビームズ,12,81,53,299,99,12,33.1,29.1,0,0,0,17,176,6,6,77,6,5,0,,1.87,0.32,13.5,83.3
矢口紗友美,大阪スーペリアーズ,3,40,27,139,41,13,29.5,20.1,2,0,1,6,80,5,5,30,45,20,0,0.0,1.52,0.22,14.1,44.4
矢萩ももこ,群馬銀行グリーンウイングス,6,72,12,1,0,1,0.0,-100.0,1,0,1,0,7,0,1,3,0,0,0,0.0,0.0,0.0,7.1,
磯野明日香,群馬銀行グリーンウイングス,19,15,6,3,1,0,33.3,33.3,0,0,0,0,10,1,2,2,0,0,0,,0.17,0.0,10.0,
秋満由紀子,GSS東京サンビームズ,9,76,25,184,48,7,26.1,22.3,8,2,0,0,55,4,2,24,0,0,0,25.0,1.92,0.0,17.3,
竹内碧,トヨタ自動車ヴァルキューレ,13,72,17,1,0,0,0.0,0.0,0,0,0,0,19,0,1,9,1,0,0,,0.0,0.0,10.5,0.0
緑川友梨佳,GSS東京サンビームズ,22,3,2,7,0,2,0.0,-28.6,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
縄田香世子,GSS東京サンビームズ,24,42,9,32,9,3,28.1,18.8,0,0,0,0,10,0,3,3,4,1,0,,1.0,0.0,0.0,25.0
草野静奈,GSS東京サンビームズ,18,66,26,0,0,0,,,0,0,0,0,27,0,3,11,0,0,0,,0.0,0.0,7.4,
菅井美貴,ブレス浜松,5,83,59,106,36,2,34.0,32.1,1,1,0,7,217,3,7,89,43,33,0,100.0,0.61,0.12,10.8,76.7
菅原麻衣,ブレス浜松,8,83,60,382,150,21,39.3,33.8,0,0,0,13,229,8,10,89,7,4,0,,2.5,0.22,12.1,57.1
菊地めぐみ,GSS東京サンビームズ,16,58,2,5,0,2,0.0,-40.0,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
谷内真美,群馬銀行グリーンウイングス,8,72,53,0,0,0,,,0,0,0,0,0,0,0,0,226,134,0,,0.0,0.0,,59.3
財前実可子,GSS東京サンビームズ,26,24,15,51,16,2,31.4,27.5,0,0,0,6,40,1,0,11,3,1,0,,1.07,0.4,9.4,33.3
重松史乃,GSS東京サンビームズ,1,81,36,15,8,0,53.3,53.3,0,0,0,0,78,5,7,35,2,0,0,,0.22,0.0,15.4,0.0
鈴木日葵,群馬銀行グリーンウイングス,14,72,50,326,130,29,39.9,31.0,0,0,0,28,129,2,15,53,7,2,0,,2.6,0.56,8.9,28.6
関口梨紗子,GSS東京サンビームズ,27,80,39,161,54,11,33.5,26.7,1,0,0,9,125,0,4,53,9,5,0,0.0,1.38,0.23,9.8,55.6
須崎杏,群馬銀行グリーンウイングス,1,72,49,233,88,12,37.8,32.6,1,0,0,19,102,5,7,41,0,0,0,0.0,1.8,0.39,13.2,
高岡ひかる,トヨタ自動車ヴァルキューレ,1,72,6,5,2,0,40.0,40.0,0,0,0,0,4,1,0,2,0,0,0,,0.33,0.0,37.5,
高橋美桜,GSS東京サンビームズ,25,81,46,574,165,23,28.7,24.7,34,3,3,4,148,5,5,57,285,153,0,8.8,3.59,0.09,12.2,53.7
鬼頭朋子,群馬銀行グリーンウイングス,7,72,32,64,25,1,39.1,37.5,0,0,0,3,68,1,7,28,1,0,0,,0.78,0.09,9.2,0.0
鳥越美奈都,大阪スーペリアーズ,11,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
齋藤朱音,群馬銀行グリーンウイングス,11,72,43,0,0,0,,,0,0,0,0,44,0,3,19,16,9,0,,0.0,0.0,9.1,56.2
