大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
ファイナル６,ジェイテクトSTINGS,5,14,76,31,2,40.8,38.15789473684211,2,1,0,50.0,50.0,2.21,5,0.36,50,1,0,5,23,13.5,78,46,0,59.0,31,5,1,37
Ｖ・プレミアリーグ男子 2014/15,ジェイテクトSTINGS,26,81,563,271,35,48.1,41.91829484902309,118,62,9,52.5,44.91525423728814,3.35,27,0.33,272,2,4,37,78,9.1,516,297,0,57.6,271,27,6,304
レギュラーラウンド,ジェイテクトSTINGS,21,61,418,192,31,45.9,38.516746411483254,84,42,9,50.0,39.285714285714285,3.15,19,0.31,202,2,4,26,55,9.4,403,228,0,56.6,192,19,6,217
ファイナル６,ジェイテクトSTINGS,5,20,145,79,4,54.5,51.724137931034484,34,20,0,58.8,58.82352941176471,3.95,8,0.40,70,0,0,11,23,8.2,113,69,0,61.1,79,8,0,87
Ｖ・プレミアリーグ男子 2013/14,ジェイテクトSTINGS,28,85,584,268,36,45.9,39.726027397260275,145,59,19,40.7,27.586206896551722,3.15,21,0.25,251,3,1,29,71,8.6,459,260,0,56.6,268,21,4,293
レギュラーラウンド,ジェイテクトSTINGS,28,85,584,268,36,45.9,39.726027397260275,145,59,19,40.7,27.586206896551722,3.15,21,0.25,251,3,1,29,71,8.6,459,260,0,56.6,268,21,4,293
チャレンジマッチ男子2013/14,ジェイテクトSTINGS,2,5,31,14,1,45.2,41.935483870967744,7,4,0,57.1,57.14285714285714,2.80,2,0.40,14,1,0,1,5,16.1,16,8,0,50.0,14,2,1,17
チャレンジマッチ,ジェイテクトSTINGS,2,5,31,14,1,45.2,41.935483870967744,7,4,0,57.1,57.14285714285714,2.80,2,0.40,14,1,0,1,5,16.1,16,8,0,50.0,14,2,1,17
Ｖ・チャレンジリーグ男子 2012/13,ジェイテクトSTINGS,16,40,183,93,10,50.8,45.3551912568306,20,8,2,40.0,30.0,2.33,15,0.38,159,4,6,16,60,15.0,257,122,0,47.5,93,15,10,118
レギュラーラウンド,ジェイテクトSTINGS,16,40,183,93,10,50.8,45.3551912568306,20,8,2,40.0,30.0,2.33,15,0.38,159,4,6,16,60,15.0,257,122,0,47.5,93,15,10,118
チャレンジマッチ男子2012/13,ジェイテクトSTINGS,2,6,40,22,3,55.0,47.5,3,2,0,66.7,66.66666666666666,3.67,1,0.17,17,0,1,6,8,16.5,47,19,0,40.4,22,1,1,24
チャレンジマッチ,ジェイテクトSTINGS,2,6,40,22,3,55.0,47.5,3,2,0,66.7,66.66666666666666,3.67,1,0.17,17,0,1,6,8,16.5,47,19,0,40.4,22,1,1,24
レギュラーシーズン通算,,164,474,2431,1084,160,44.6,38.009049773755656,367,164,40,44.7,33.787465940054496,2.29,102,0.22,1479,20,26,158,401,7.2,2555,1338,269,57.6,1084,102,46,1232
通算,,194,561,2971,1350,178,45.4,39.447997307303936,444,210,42,47.3,37.83783783783784,2.41,131,0.23,1770,25,28,196,502,7.3,3074,1600,304,57.0,1350,131,53,1534
