大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
レギュラーラウンド,東レアローズ,19,71,189,105,9,55.6,50.79365079365079,0,0,0,-,,1.48,54,0.76,313,7,16,28,125,16.3,7,5,0,71.4,105,54,23,182
ファイナル６,東レアローズ,5,17,39,23,1,59.0,56.41025641025641,0,0,0,-,,1.35,5,0.29,62,1,2,9,20,12.3,4,2,0,50.0,23,5,3,31
ファイナル,東レアローズ,2,7,20,18,0,90.0,90.0,0,0,0,-,,2.57,4,0.57,28,0,0,4,11,9.8,0,0,0,-,18,4,0,22
天皇杯全日本選手権大会,,2,8,25,17,0,68.0,68.0,0,0,0,-,,2.12,7,0.88,46,1,5,5,15,19.0,1,1,0,100.0,17,7,6,30
レギュラーラウンド,,2,8,25,17,0,68.0,68.0,0,0,0,-,,2.12,7,0.88,46,1,5,5,15,19.0,1,1,0,100.0,17,7,6,30
Ｖ・プレミアリーグ男子 2015/16,東レアローズ,26,105,281,157,17,55.9,49.8220640569395,0,0,0,-,,1.50,87,0.83,305,0,6,13,82,8.3,5,1,0,20.0,157,87,6,250
レギュラーラウンド,東レアローズ,20,79,212,111,12,52.4,46.69811320754717,0,0,0,-,,1.41,70,0.89,240,0,4,12,65,8.1,5,1,0,20.0,111,70,4,185
ファイナル６,東レアローズ,5,21,54,35,4,64.8,57.407407407407405,0,0,0,-,,1.67,15,0.71,55,0,2,1,14,9.3,0,0,0,-,35,15,2,52
ファイナル３,東レアローズ,1,5,15,11,1,73.3,66.66666666666666,0,0,0,-,,2.20,2,0.40,10,0,0,0,3,7.5,0,0,0,-,11,2,0,13
Ｖ・プレミアリーグ男子 2014/15,東レアローズ,21,83,200,114,13,57.0,50.5,0,0,0,-,,1.37,61,0.73,265,2,2,22,86,9.5,1,1,0,100.0,114,61,4,179
レギュラーラウンド,東レアローズ,21,83,200,114,13,57.0,50.5,0,0,0,-,,1.37,61,0.73,265,2,2,22,86,9.5,1,1,0,100.0,114,61,4,179
チャレンジマッチ男子2014/15,東レアローズ,2,7,21,12,2,57.1,47.61904761904761,0,0,0,-,,1.71,9,1.29,18,0,0,2,8,11.1,1,0,0,0.0,12,9,0,21
チャレンジマッチ,東レアローズ,2,7,21,12,2,57.1,47.61904761904761,0,0,0,-,,1.71,9,1.29,18,0,0,2,8,11.1,1,0,0,0.0,12,9,0,21
Ｖ・プレミアリーグ男子 2013/14,東レアローズ,28,112,267,167,12,62.5,58.052434456928836,0,0,0,-,,1.49,98,0.88,302,2,4,17,85,8.8,11,4,0,36.4,167,98,6,271
レギュラーラウンド,東レアローズ,26,106,258,162,12,62.8,58.139534883720934,0,0,0,-,,1.53,91,0.86,286,2,3,17,79,8.4,9,3,0,33.3,162,91,5,258
セミファイナルラウンド,東レアローズ,1,1,1,0,0,0.0,0.0,0,0,0,-,,-,0,-,3,0,0,0,0,0.0,0,0,0,-,0,0,0,0
ファイナルラウンド,東レアローズ,1,5,8,5,0,62.5,62.5,0,0,0,-,,1.00,7,1.40,13,0,1,0,6,17.7,2,1,0,50.0,5,7,1,13
Ｖ・プレミアリーグ男子 2012/13,東レアローズ,27,98,253,144,13,56.9,51.77865612648221,0,0,0,-,,1.47,98,1.00,257,3,3,33,76,9.5,9,8,0,88.9,144,98,6,248
レギュラーラウンド,東レアローズ,23,81,209,117,12,56.0,50.23923444976076,0,0,0,-,,1.44,87,1.07,220,2,2,30,67,9.3,8,7,0,87.5,117,87,4,208
セミファイナルラウンド,東レアローズ,3,14,40,24,1,60.0,57.49999999999999,0,0,0,-,,1.71,7,0.50,30,1,1,2,8,12.7,1,1,0,100.0,24,7,2,33
ファイナルラウンド,東レアローズ,1,3,4,3,0,75.0,75.0,0,0,0,-,,1.00,4,1.33,7,0,0,1,1,3.6,0,0,0,-,3,4,0,7
Ｖ・プレミアリーグ男子 2011/12,東レアローズ,23,67,148,85,12,57.4,49.32432432432432,0,0,0,-,,1.27,76,1.13,186,2,0,15,31,5.2,3,2,0,66.7,85,76,2,163
レギュラーラウンド,東レアローズ,19,52,117,64,11,54.7,45.2991452991453,0,0,0,-,,1.23,58,1.12,143,2,0,13,20,4.9,3,2,0,66.7,64,58,2,124
セミファイナルラウンド,東レアローズ,3,10,23,14,1,60.9,56.52173913043478,0,0,0,-,,1.40,10,1.00,26,0,0,1,6,5.8,0,0,0,-,14,10,0,24
ファイナルラウンド,東レアローズ,1,5,8,7,0,87.5,87.5,0,0,0,-,,1.40,8,1.60,17,0,0,1,5,7.4,0,0,0,-,7,8,0,15
Ｖ・プレミアリーグ男子 2010/11,東レアローズ,22,74,179,111,15,62.0,53.63128491620112,1,0,0,0.0,0.0,1.50,64,0.86,207,2,4,50,55,9.2,4,1,0,25.0,111,64,6,181
レギュラーラウンド,東レアローズ,22,74,179,111,15,62.0,53.63128491620112,1,0,0,0.0,0.0,1.50,64,0.86,207,2,4,50,55,9.2,4,1,0,25.0,111,64,6,181
Ｖ・プレミアリーグ男子 2009/10,東レアローズ,32,115,299,173,13,57.9,53.51170568561873,0,0,0,-,,1.50,92,0.80,342,10,6,74,83,10.4,5,4,0,80.0,173,92,16,281
レギュラーラウンド,東レアローズ,28,102,271,161,11,59.4,55.35055350553506,0,0,0,-,,1.58,86,0.84,298,10,4,65,72,10.5,5,4,0,80.0,161,86,14,261
セミファイナルラウンド,東レアローズ,3,10,25,10,2,40.0,32.0,0,0,0,-,,1.00,3,0.30,36,0,2,7,8,10.0,0,0,0,-,10,3,2,15
ファイナルラウンド,東レアローズ,1,3,3,2,0,66.7,66.66666666666666,0,0,0,-,,0.67,3,1.00,8,0,0,2,3,9.4,0,0,0,-,2,3,0,5
Ｖ・プレミアリーグ男子 2008/09,東レアローズ,32,114,319,172,18,53.9,48.275862068965516,0,0,0,-,,1.51,93,0.82,355,13,5,96,91,11.2,9,7,0,77.8,172,93,18,283
レギュラーラウンド,東レアローズ,28,100,288,156,17,54.2,48.26388888888889,0,0,0,-,,1.56,78,0.78,326,13,5,81,87,11.9,8,7,0,87.5,156,78,18,252
セミファイナルラウンド,東レアローズ,3,11,28,14,1,50.0,46.42857142857143,0,0,0,-,,1.27,9,0.82,24,0,0,11,3,3.1,0,0,0,-,14,9,0,23
ファイナルラウンド,東レアローズ,1,3,3,2,0,66.7,66.66666666666666,0,0,0,-,,0.67,6,2.00,5,0,0,4,1,5.0,1,0,0,0.0,2,6,0,8
Ｖ・プレミアリーグ男子 2007/08,東レアローズ,32,114,197,94,18,47.7,38.578680203045685,0,0,0,-,,0.82,78,0.68,374,17,7,72,86,11.8,11,7,0,63.6,94,78,24,196
レギュラーラウンド,東レアローズ,28,98,171,85,13,49.7,42.10526315789473,0,0,0,-,,0.87,66,0.67,331,16,6,63,72,11.7,10,6,0,60.0,85,66,22,173
セミファイナルラウンド,東レアローズ,3,12,20,8,4,40.0,20.0,0,0,0,-,,0.67,8,0.67,36,1,1,6,12,13.3,1,1,0,100.0,8,8,2,18
ファイナルラウンド,東レアローズ,1,4,6,1,1,16.7,0.0,0,0,0,-,,0.25,4,1.00,7,0,0,3,2,7.1,0,0,0,-,1,4,0,5
Ｖ・プレミアリーグ男子 2006/07,東レアローズ,32,126,290,161,20,55.5,48.62068965517241,5,0,0,0.0,0.0,1.28,101,0.80,405,11,11,86,126,12.7,21,14,0,66.7,161,101,22,284
レギュラーラウンド,東レアローズ,28,114,266,148,18,55.6,48.87218045112782,5,0,0,0.0,0.0,1.30,94,0.82,363,10,9,76,115,12.7,20,13,0,65.0,148,94,19,261
セミファイナルラウンド,東レアローズ,3,8,18,10,2,55.6,44.44444444444444,0,0,0,-,,1.25,6,0.75,23,1,0,6,3,7.6,1,1,0,100.0,10,6,1,17
ファイナルラウンド,東レアローズ,1,4,6,3,0,50.0,50.0,0,0,0,-,,0.75,1,0.25,19,0,2,4,8,18.9,0,0,0,-,3,1,2,6
レギュラーシーズン通算,,321,1141,2776,1556,168,56.1,50.0,7,0,0,0.0,0.0,1.36,923,0.81,3517,73,64,500,956,7.1,121,72,11,64.0,1556,923,137,2616
通算,,371,1325,3207,1809,191,56.4,50.45213595260368,7,0,0,0.0,0.0,1.37,1053,0.79,4074,82,82,581,1123,7.4,143,87,12,65.0,1809,1053,164,3026
