大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
ファイナル６,パナソニックパンサーズ,5,15,5,3,0,60.0,60.0,0,0,0,-,,0.20,1,0.07,60,0,3,4,26,14.8,1,0,0,0.0,3,1,3,7
ファイナル３,パナソニックパンサーズ,1,5,1,1,0,100.0,100.0,0,0,0,-,,0.20,0,-,11,0,0,0,5,11.4,1,0,0,0.0,1,0,0,1
ファイナル,パナソニックパンサーズ,1,5,0,0,0,-,,0,0,0,-,,-,1,0.20,18,0,0,1,10,13.9,0,0,0,-,0,1,0,1
Ｖ・プレミアリーグ男子 2014/15,パナソニックパンサーズ,26,94,26,15,1,57.7,53.84615384615385,0,0,0,-,,0.16,22,0.23,367,2,8,18,132,11.3,2,0,0,0.0,15,22,10,47
レギュラーラウンド,パナソニックパンサーズ,21,81,23,14,1,60.9,56.52173913043478,0,0,0,-,,0.17,18,0.22,321,2,7,17,113,11.2,2,0,0,0.0,14,18,9,41
ファイナル６,パナソニックパンサーズ,5,13,3,1,0,33.3,33.33333333333333,0,0,0,-,,0.08,4,0.31,46,0,1,1,19,12.1,0,0,0,-,1,4,1,6
Ｖ・プレミアリーグ男子 2013/14,パナソニックパンサーズ,32,119,36,21,1,58.3,55.55555555555556,3,0,0,0.0,0.0,0.18,36,0.30,413,4,9,19,145,11.5,2,0,0,0.0,21,36,13,70
レギュラーラウンド,パナソニックパンサーズ,28,101,35,20,1,57.1,54.285714285714285,3,0,0,0.0,0.0,0.20,33,0.33,352,2,9,16,124,11.4,2,0,0,0.0,20,33,11,64
セミファイナルラウンド,パナソニックパンサーズ,3,13,1,1,0,100.0,100.0,0,0,0,-,,0.08,2,0.15,47,2,0,3,18,13.8,0,0,0,-,1,2,2,5
ファイナルラウンド,パナソニックパンサーズ,1,5,0,0,0,-,,0,0,0,-,,-,1,0.20,14,0,0,0,3,5.4,0,0,0,-,0,1,0,1
Ｖ・プレミアリーグ男子 2012/13,パナソニックパンサーズ,10,20,3,1,0,33.3,33.33333333333333,1,0,0,0.0,0.0,0.05,1,0.05,45,0,1,2,20,12.9,0,0,0,-,1,1,1,3
レギュラーラウンド,パナソニックパンサーズ,6,13,3,1,0,33.3,33.33333333333333,1,0,0,0.0,0.0,0.08,1,0.08,37,0,1,1,18,14.3,0,0,0,-,1,1,1,3
セミファイナルラウンド,パナソニックパンサーズ,3,5,0,0,0,-,,0,0,0,-,,-,0,-,5,0,0,0,2,10.0,0,0,0,-,0,0,0,0
ファイナルラウンド,パナソニックパンサーズ,1,2,0,0,0,-,,0,0,0,-,,-,0,-,3,0,0,1,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,170,612,162,94,7,58.0,53.70370370370371,7,0,0,0.0,0.0,0.15,117,0.19,2465,32,67,142,827,11.0,31,2,0,6.5,94,117,99,310
通算,,212,759,195,114,9,58.5,53.84615384615385,7,0,0,0.0,0.0,0.15,137,0.18,2999,39,78,168,1006,10.9,36,2,0,5.6,114,137,117,368
