大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
天皇杯全日本選手権大会,,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,ジェイテクトSTINGS,15,33,80,35,5,43.8,37.5,0,0,0,-,,1.06,7,0.21,133,3,4,31,53,14.6,6,6,0,100.0,35,7,7,49
レギュラーラウンド,ジェイテクトSTINGS,15,33,80,35,5,43.8,37.5,0,0,0,-,,1.06,7,0.21,133,3,4,31,53,14.6,6,6,0,100.0,35,7,7,49
Ｖ・プレミアリーグ男子 2014/15,ジェイテクトSTINGS,9,14,38,16,3,42.1,34.21052631578947,0,0,0,-,,1.14,3,0.21,44,0,3,17,13,12.8,5,1,0,20.0,16,3,3,22
レギュラーラウンド,ジェイテクトSTINGS,8,12,32,13,3,40.6,31.25,0,0,0,-,,1.08,2,0.17,38,0,3,14,10,12.9,5,1,0,20.0,13,2,3,18
ファイナル６,ジェイテクトSTINGS,1,2,6,3,0,50.0,50.0,0,0,0,-,,1.50,1,0.50,6,0,0,3,3,12.5,0,0,0,-,3,1,0,4
Ｖ・プレミアリーグ男子 2013/14,ジェイテクトSTINGS,28,88,239,118,16,49.4,42.67782426778243,0,0,0,-,,1.34,22,0.25,292,6,9,72,103,13.3,19,13,0,68.4,118,22,15,155
レギュラーラウンド,ジェイテクトSTINGS,28,88,239,118,16,49.4,42.67782426778243,0,0,0,-,,1.34,22,0.25,292,6,9,72,103,13.3,19,13,0,68.4,118,22,15,155
チャレンジマッチ男子2013/14,ジェイテクトSTINGS,2,6,19,12,1,63.2,57.89473684210527,0,0,0,-,,2.00,3,0.50,23,1,0,5,8,13.0,0,0,0,-,12,3,1,16
チャレンジマッチ,ジェイテクトSTINGS,2,6,19,12,1,63.2,57.89473684210527,0,0,0,-,,2.00,3,0.50,23,1,0,5,8,13.0,0,0,0,-,12,3,1,16
Ｖ・チャレンジリーグ男子 2012/13,ジェイテクトSTINGS,16,22,112,51,9,45.5,37.5,20,13,2,65.0,55.00000000000001,2.32,10,0.45,58,1,6,13,21,19.1,21,12,0,57.1,51,10,7,68
レギュラーラウンド,ジェイテクトSTINGS,16,22,112,51,9,45.5,37.5,20,13,2,65.0,55.00000000000001,2.32,10,0.45,58,1,6,13,21,19.1,21,12,0,57.1,51,10,7,68
レギュラーシーズン通算,,152,292,711,329,50,46.3,39.24050632911392,105,58,8,55.2,47.61904761904761,1.13,46,0.16,649,13,25,166,224,8.1,51,32,0,62.7,329,46,38,413
通算,,165,323,736,344,51,46.7,39.809782608695656,105,58,8,55.2,47.61904761904761,1.07,50,0.15,687,14,27,175,236,8.2,51,32,0,62.7,344,50,41,435
