名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊東勇樹,03,パナソニックパンサーズ,4,7,8,2,1,25.0,12.5,3,0,1,0,4,0,2,2,0,0,0,0.0,0.3,0.0,0.0,
伊東勇樹,12,パナソニックパンサーズ,4,3,1,1,0,100.0,100.0,1,1,0,0,1,0,0,0,0,0,0,100.0,0.3,0.0,0.0,
佐別當賢治,01,サントリーサンバーズ,15,5,0,0,0,,,0,0,0,0,0,0,0,0,12,7,0,,0.0,0.0,,58.3
佐別當賢治,02,サントリーサンバーズ,15,7,0,0,0,,,0,0,0,0,0,0,0,0,25,18,0,,0.0,0.0,,72.0
佐別當賢治,03,サントリーサンバーズ,15,7,0,0,0,,,0,0,0,0,0,0,0,0,41,24,0,,0.0,0.0,,58.5
佐別當賢治,12,サントリーサンバーズ,15,3,0,0,0,,,0,0,0,0,0,0,0,0,13,7,0,,0.0,0.0,,53.8
佐藤和哉,02,豊田合成トレフェルサ,17,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐藤和哉,03,豊田合成トレフェルサ,17,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
八子大輔,01,JTサンダーズ,7,11,60,19,8,31.7,18.3,7,1,2,1,23,1,6,9,98,56,0,14.3,1.7,0.1,7.6,57.1
八子大輔,02,JTサンダーズ,7,24,155,67,10,43.2,36.8,20,12,2,7,92,5,16,28,215,121,0,60.0,2.8,0.3,8.7,56.3
八子大輔,03,JTサンダーズ,7,16,109,43,11,39.4,29.4,17,6,3,7,56,4,14,14,121,71,0,35.3,2.7,0.4,7.1,58.7
八子大輔,12,JTサンダーズ,7,5,16,6,2,37.5,25.0,4,2,2,0,6,0,2,3,6,0,0,50.0,1.2,0.0,4.2,0.0
内山正平,01,豊田合成トレフェルサ,4,31,7,2,1,28.6,14.3,1,0,0,8,108,0,3,21,1,0,0,0.0,0.1,0.3,4.2,0.0
内山正平,02,豊田合成トレフェルサ,4,20,3,1,0,33.3,33.3,0,0,0,4,50,0,1,8,0,0,0,,0.0,0.2,3.5,
内山正平,03,豊田合成トレフェルサ,4,8,1,1,0,100.0,100.0,0,0,0,0,23,0,0,6,0,0,0,,0.1,0.0,6.5,
内山正平,12,豊田合成トレフェルサ,4,4,2,2,0,100.0,100.0,0,0,0,1,5,0,0,3,0,0,0,,0.5,0.2,15.0,
内藤和也,01,堺ブレイザーズ,5,21,0,0,0,,,0,0,0,0,29,1,5,12,0,0,0,,0.0,0.0,9.5,
内藤和也,02,堺ブレイザーズ,5,27,0,0,0,,,0,0,0,0,42,2,5,16,0,0,0,,0.0,0.0,11.3,
内藤和也,03,堺ブレイザーズ,5,11,10,6,0,60.0,60.0,0,0,0,4,30,2,2,15,1,1,0,,0.5,0.4,17.5,100.0
内藤和也,12,堺ブレイザーズ,5,2,0,0,0,,,0,0,0,0,3,0,0,3,0,0,0,,0.0,0.0,25.0,
前田和樹,01,FC東京,28,28,172,67,19,39.0,27.9,43,12,8,14,94,5,16,35,100,61,0,27.9,2.4,0.5,10.4,61.0
前田和樹,02,FC東京,28,30,214,82,9,38.3,34.1,52,19,3,15,104,7,21,32,88,56,0,36.5,2.7,0.5,9.4,63.6
前田和樹,03,FC東京,28,14,79,31,9,39.2,27.8,21,11,1,5,46,2,12,15,38,25,0,52.4,2.2,0.4,6.0,65.8
前田和樹,12,FC東京,28,5,33,17,1,51.5,48.5,8,6,0,1,16,1,4,7,13,6,0,75.0,3.4,0.2,10.9,46.2
前田徹也,01,大分三好ヴァイセアドラー,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田徹也,02,大分三好ヴァイセアドラー,6,3,3,1,1,33.3,0.0,1,0,1,0,3,0,3,0,0,0,0,0.0,0.3,0.0,-25.0,
前田徹也,12,大分三好ヴァイセアドラー,6,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
加藤伊織,02,豊田合成トレフェルサ,16,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加藤伊織,03,豊田合成トレフェルサ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加藤伊織,12,豊田合成トレフェルサ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加賀龍哉,01,FC東京,14,29,57,28,4,49.1,42.1,0,0,0,23,95,0,4,31,4,4,0,,1.0,0.8,7.1,100.0
加賀龍哉,02,FC東京,14,29,66,25,7,37.9,27.3,2,1,0,11,92,3,6,22,4,2,0,50.0,0.9,0.4,7.6,50.0
加賀龍哉,03,FC東京,14,10,22,5,2,22.7,13.6,0,0,0,4,36,0,2,5,1,1,0,,0.5,0.4,2.1,100.0
加賀龍哉,12,FC東京,14,7,16,5,1,31.2,25.0,0,0,0,3,26,0,3,10,0,0,0,,0.7,0.4,6.7,
勝野裕士,01,東レアローズ,15,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
勝野裕士,02,東レアローズ,15,6,0,0,0,,,0,0,0,0,0,0,0,0,37,27,0,,0.0,0.0,,73.0
勝野裕士,03,東レアローズ,15,4,0,0,0,,,0,0,0,0,0,0,0,0,28,14,0,,0.0,0.0,,50.0
勝野裕士,12,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
北島武,01,堺ブレイザーズ,4,17,104,48,9,46.2,37.5,14,8,0,8,55,1,14,15,106,75,0,57.1,2.8,0.5,2.3,70.8
北島武,02,堺ブレイザーズ,4,30,178,75,14,42.1,34.3,24,9,2,6,118,2,23,31,235,126,0,37.5,2.5,0.2,3.4,53.6
北島武,03,堺ブレイザーズ,4,7,40,22,1,55.0,52.5,6,3,1,3,31,0,4,9,61,42,0,50.0,3.1,0.4,4.0,68.9
北島武,12,堺ブレイザーズ,4,3,12,4,0,33.3,33.3,0,0,0,1,8,0,1,2,13,4,0,,1.3,0.3,3.1,30.8
千々木駿介,01,堺ブレイザーズ,10,18,23,4,1,17.4,13.0,2,1,0,1,7,1,1,3,0,0,0,50.0,0.2,0.1,21.4,
千々木駿介,02,堺ブレイザーズ,10,18,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.1,,
千々木駿介,03,堺ブレイザーズ,10,9,35,11,3,31.4,22.9,6,1,1,2,17,1,5,5,33,16,0,16.7,1.2,0.2,5.9,48.5
古田史郎,01,東レアローズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古田史郎,02,東レアローズ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
古田史郎,12,東レアローズ,3,6,11,3,0,27.3,27.3,0,0,0,0,24,0,6,7,0,0,0,,0.5,0.0,1.0,
古賀幸一郎,01,豊田合成トレフェルサ,7,31,0,0,0,,,0,0,0,0,0,0,0,0,120,80,0,,0.0,0.0,,66.7
古賀幸一郎,02,豊田合成トレフェルサ,7,30,0,0,0,,,0,0,0,0,0,0,0,0,119,93,0,,0.0,0.0,,78.2
古賀幸一郎,03,豊田合成トレフェルサ,7,13,0,0,0,,,0,0,0,0,0,0,0,0,44,32,0,,0.0,0.0,,72.7
古賀幸一郎,12,豊田合成トレフェルサ,7,7,0,0,0,,,0,0,0,0,0,0,0,0,17,13,0,,0.0,0.0,,76.5
名田篤史,01,堺ブレイザーズ,9,11,71,25,3,35.2,31.0,5,2,0,5,30,0,3,6,88,58,0,40.0,2.3,0.5,2.5,65.9
名田篤史,02,堺ブレイザーズ,9,4,17,4,3,23.5,5.9,3,0,0,2,13,2,1,1,36,19,0,0.0,1.0,0.5,15.4,52.8
名田篤史,03,堺ブレイザーズ,9,4,16,5,2,31.2,18.8,2,1,0,2,14,0,3,5,33,17,0,50.0,1.2,0.5,3.6,51.5
名田篤史,12,堺ブレイザーズ,9,6,22,11,1,50.0,45.5,1,0,1,1,26,0,1,12,34,21,0,0.0,1.8,0.2,10.6,61.8
國近公太,01,JTサンダーズ,13,24,84,26,7,31.0,22.6,5,1,1,8,65,0,8,17,189,130,0,20.0,1.1,0.3,3.5,68.8
國近公太,02,JTサンダーズ,13,24,32,13,1,40.6,37.5,3,0,1,0,28,2,3,4,72,53,0,0.0,0.5,0.0,8.0,73.6
國近公太,03,JTサンダーズ,13,10,21,10,1,47.6,42.9,0,0,0,1,8,0,1,2,43,27,0,,1.0,0.1,3.1,62.8
土屋雄太,01,FC東京,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
土屋雄太,02,FC東京,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
土屋雄太,03,FC東京,13,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
土屋雄太,12,FC東京,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
坂本雄一郎,01,サントリーサンバーズ,3,5,0,0,0,,,0,0,0,1,2,0,1,0,0,0,0,,0.0,0.2,-12.5,
坂本雄一郎,02,サントリーサンバーズ,3,16,0,0,0,,,0,0,0,0,6,0,1,1,1,0,0,,0.0,0.0,0.0,0.0
坂本雄一郎,03,サントリーサンバーズ,3,8,7,2,0,28.6,28.6,0,0,0,1,11,0,1,5,1,1,0,,0.2,0.1,9.1,100.0
坂本雄一郎,12,サントリーサンバーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂梨朋彦,01,堺ブレイザーズ,14,5,0,0,0,,,0,0,0,0,0,0,0,0,16,11,0,,0.0,0.0,,68.8
坂梨朋彦,02,堺ブレイザーズ,14,19,0,0,0,,,0,0,0,0,0,0,0,0,23,16,0,,0.0,0.0,,69.6
坂梨朋彦,03,堺ブレイザーズ,14,13,0,0,0,,,0,0,0,0,0,0,0,0,26,17,0,,0.0,0.0,,65.4
坂梨朋彦,12,堺ブレイザーズ,14,6,0,0,0,,,0,0,0,0,0,0,0,0,20,9,0,,0.0,0.0,,45.0
塚崎祐平,01,JTサンダーズ,16,26,185,86,14,46.5,38.9,30,18,6,7,89,5,16,18,66,38,0,60.0,3.3,0.3,6.2,57.6
塚崎祐平,02,JTサンダーズ,16,23,188,82,15,43.6,35.6,34,16,4,7,72,0,16,20,80,39,0,47.1,3.6,0.3,1.4,48.8
塚崎祐平,03,JTサンダーズ,16,14,67,29,5,43.3,35.8,7,4,1,2,30,2,9,5,38,18,0,57.1,2.1,0.1,3.3,47.4
塚崎祐平,12,JTサンダーズ,16,6,46,21,2,45.7,41.3,6,2,0,0,18,1,3,3,24,5,0,33.3,3.5,0.0,5.6,20.8
塩田達也,01,サントリーサンバーズ,12,18,51,25,2,49.0,45.1,0,0,0,6,51,2,17,11,5,3,0,,1.4,0.3,1.0,60.0
塩田達也,02,サントリーサンバーズ,12,23,20,5,1,25.0,20.0,0,0,0,4,59,6,8,26,1,1,0,,0.2,0.2,17.8,100.0
塩田達也,03,サントリーサンバーズ,12,11,13,7,1,53.8,46.2,0,0,0,2,25,2,3,12,0,0,0,,0.6,0.2,17.0,
大上正裕,01,JTサンダーズ,21,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大上正裕,02,JTサンダーズ,21,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
大上正裕,03,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大上正裕,12,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大木貴之,02,東レアローズ,20,12,64,29,5,45.3,37.5,6,5,0,2,26,0,5,6,43,28,0,83.3,2.4,0.2,1.0,65.1
大木貴之,03,東レアローズ,20,1,4,1,0,25.0,25.0,0,0,0,0,2,0,0,2,8,6,0,,1.0,0.0,25.0,75.0
大木貴之,12,東レアローズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹貴久,01,パナソニックパンサーズ,16,21,4,1,0,25.0,25.0,1,0,0,3,58,0,2,10,3,0,0,0.0,0.0,0.1,3.4,0.0
大竹貴久,02,パナソニックパンサーズ,16,8,1,1,0,100.0,100.0,0,0,0,0,12,0,1,2,0,0,0,,0.1,0.0,2.1,
大竹貴久,03,パナソニックパンサーズ,16,17,2,0,0,0.0,0.0,0,0,0,5,56,0,4,15,0,0,0,,0.0,0.3,4.9,
大竹貴久,12,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大道大輔,01,堺ブレイザーズ,18,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大道大輔,02,堺ブレイザーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大道大輔,03,堺ブレイザーズ,18,5,13,9,0,69.2,69.2,0,0,0,3,11,0,0,1,1,0,0,,1.8,0.6,2.3,0.0
大道大輔,12,堺ブレイザーズ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
宇佐美大輔,01,パナソニックパンサーズ,2,16,7,4,1,57.1,42.9,0,0,0,0,35,1,7,10,0,0,0,,0.2,0.0,5.0,
宇佐美大輔,02,パナソニックパンサーズ,2,34,21,8,0,38.1,38.1,0,0,0,10,117,4,22,41,3,0,0,,0.2,0.3,7.5,0.0
宇佐美大輔,03,パナソニックパンサーズ,2,2,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,,0.0,0.0,-6.2,
宇佐美大輔,12,パナソニックパンサーズ,2,8,1,1,0,100.0,100.0,0,0,0,3,29,4,4,8,0,0,0,,0.1,0.4,17.2,
安田将利,02,大分三好ヴァイセアドラー,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
富松崇彰,01,東レアローズ,1,19,41,21,4,51.2,41.5,0,0,0,15,54,1,8,8,1,0,0,,1.1,0.8,1.9,0.0
富松崇彰,02,東レアローズ,1,20,46,28,2,60.9,56.5,0,0,0,24,54,0,4,6,1,1,0,,1.4,1.2,0.9,100.0
富松崇彰,03,東レアローズ,1,13,30,15,5,50.0,33.3,0,0,0,19,35,1,1,6,1,1,0,,1.2,1.5,6.4,100.0
小川旭,01,JTサンダーズ,4,16,41,17,4,41.5,31.7,4,1,3,7,32,2,5,7,77,50,0,25.0,1.1,0.4,7.8,64.9
小川旭,02,JTサンダーズ,4,12,30,7,1,23.3,20.0,1,0,0,5,23,1,4,6,38,24,0,0.0,0.6,0.4,6.5,63.2
小川旭,03,JTサンダーズ,4,6,18,8,0,44.4,44.4,0,0,0,1,13,1,4,2,25,15,0,,1.3,0.2,3.8,60.0
小川旭,12,JTサンダーズ,4,8,37,14,1,37.8,35.1,1,0,1,6,34,5,8,7,85,47,0,0.0,1.8,0.8,14.0,55.3
小川貴史,01,大分三好ヴァイセアドラー,1,26,50,28,2,56.0,52.0,0,0,0,11,73,1,4,11,3,2,0,,1.1,0.4,3.8,66.7
小川貴史,02,大分三好ヴァイセアドラー,1,29,49,18,0,36.7,36.7,0,0,0,13,44,0,3,6,3,2,0,,0.6,0.4,1.7,66.7
小川貴史,12,大分三好ヴァイセアドラー,1,7,11,6,0,54.5,54.5,0,0,0,1,13,0,3,2,0,0,0,,0.9,0.1,-1.9,
小野澤裕太,12,FC東京,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内隆宏,01,FC東京,6,10,1,0,0,0.0,0.0,0,0,0,0,10,0,0,4,1,0,0,,0.0,0.0,10.0,0.0
山内隆宏,02,FC東京,6,8,1,0,0,0.0,0.0,0,0,0,1,10,0,1,2,0,0,0,,0.0,0.1,2.5,
山内隆宏,03,FC東京,6,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
