名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
平野信孝,2005-03,JTサンダーズ,2,12,8,25,15,0,60.0,60.0,1,0,0,0,15,0,2,5,38,28,0,15,0.0,1.88,0.0,5.0,73.7
徳元幸人,2005-03,JTサンダーズ,8,12,16,67,28,3,41.8,37.3,3,0,1,5,58,0,3,15,115,87,0,33,0.0,1.75,0.31,5.2,75.7
松本慶彦,2005-03,NECブルーロケッツ,17,15,18,58,29,2,50.0,46.6,0,0,0,5,43,1,1,5,3,2,0,35,,1.61,0.28,4.7,66.7
松永理生,2005-03,パナソニックパンサーズ,15,12,13,28,12,2,42.9,35.7,11,3,2,0,22,2,3,7,0,0,0,14,27.3,0.92,0.0,13.6,
枩田優介,2005-03,パナソニックパンサーズ,23,12,9,9,5,0,55.6,55.6,0,0,0,2,14,1,3,3,0,0,0,8,,0.56,0.22,7.1,
柴田恭平,2005-03,東レアローズ,3,15,14,101,52,9,51.5,42.6,36,20,4,3,43,3,12,7,0,0,0,58,55.6,3.71,0.21,4.1,
河野裕輔,2005-03,JTサンダーズ,4,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅倉勇,2005-03,NECブルーロケッツ,18,15,10,46,17,10,37.0,15.2,6,2,3,4,24,0,3,6,58,37,0,21,33.3,1.7,0.4,3.1,63.8
濱島哲也,2005-03,NECブルーロケッツ,19,12,15,0,0,0,,,0,0,0,0,0,0,0,0,70,46,0,0,,0.0,0.0,,65.7
牛尾正和,2005-03,パナソニックパンサーズ,10,12,10,2,0,0,0.0,0.0,0,0,0,0,19,0,1,3,0,0,0,0,,0.0,0.0,2.6,
田辺修,2005-03,東レアローズ,2,15,19,0,0,0,,,0,0,0,0,0,0,0,0,108,80,0,0,,0.0,0.0,,74.1
直弘龍治,2005-03,JTサンダーズ,10,9,6,25,15,3,60.0,48.0,14,6,2,5,18,0,0,4,0,0,0,20,42.9,2.5,0.83,5.6,
竹内実,2005-03,NECブルーロケッツ,6,15,10,5,1,1,20.0,0.0,0,0,0,0,13,0,1,2,2,0,0,1,,0.1,0.0,1.9,0.0
笠原紀久,2005-03,東レアローズ,5,15,12,37,15,1,40.5,37.8,3,2,0,1,32,1,1,6,41,34,0,17,66.7,1.25,0.08,7.0,82.9
篠田歩,2005-03,東レアローズ,17,15,6,2,0,0,0.0,0.0,0,0,0,3,18,1,5,6,0,0,0,4,,0.0,0.5,6.9,
細川延由,2005-03,NECブルーロケッツ,2,15,18,134,57,14,42.5,32.1,42,19,3,9,65,2,9,16,157,111,0,68,45.2,3.17,0.5,5.8,70.7
脇戸新之助,2005-03,NECブルーロケッツ,9,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
臺光章,2005-03,JTサンダーズ,6,12,6,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,0,,0.0,0.0,0.0,
苅谷淳司,2005-03,JTサンダーズ,3,12,15,26,14,3,53.8,42.3,0,0,0,5,52,0,3,12,4,4,0,19,,0.93,0.33,4.3,100.0
菊地洋之,2005-03,NECブルーロケッツ,7,15,18,35,18,3,51.4,42.9,0,0,0,7,68,0,2,11,2,1,0,25,,1.0,0.39,3.3,50.0
谷村孝,2005-03,パナソニックパンサーズ,18,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
越谷章,2005-03,東レアローズ,10,12,9,9,2,1,22.2,11.1,0,0,0,1,17,1,2,4,8,3,0,4,,0.22,0.11,8.8,37.5
足立和弘,2005-03,NECブルーロケッツ,5,15,4,1,1,0,100.0,100.0,1,1,0,0,7,0,0,2,0,0,0,1,100.0,0.25,0.0,7.1,
酒井大祐,2005-03,JTサンダーズ,15,6,9,0,0,0,,,0,0,0,0,0,0,0,0,45,37,0,0,,0.0,0.0,,82.2
阿部裕太,2005-03,東レアローズ,9,15,12,6,2,1,33.3,16.7,0,0,0,4,37,1,0,7,1,0,0,7,,0.17,0.33,7.4,0.0
青山繁,2005-03,東レアローズ,1,9,7,9,2,1,22.2,11.1,0,0,0,0,15,0,1,4,14,12,0,2,,0.29,0.0,5.0,85.7
青木一平,2005-03,NECブルーロケッツ,10,15,2,3,3,0,100.0,100.0,0,0,0,0,3,0,0,0,0,0,0,3,,1.5,0.0,0.0,
飯塚俊彦,2005-03,JTサンダーズ,9,12,7,5,0,1,0.0,-20.0,2,0,0,2,1,0,1,0,0,0,0,2,0.0,0.0,0.29,-25.0,
高杉洋平,2005-03,東レアローズ,16,15,11,64,33,6,51.6,42.2,26,10,6,2,29,0,3,10,0,0,0,35,38.5,3.0,0.18,6.0,
齋藤信治,2005-03,東レアローズ,7,15,16,48,22,5,45.8,35.4,0,0,0,10,56,0,1,15,8,6,0,32,,1.38,0.62,6.2,75.0
