名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
笠原紀久,東レアローズ,5,60,34,94,40,7,42.6,35.1,1,0,1,8,88,1,5,25,153,99,0,49,0.0,1.18,0.24,6.8,64.7
篠田歩,東レアローズ,17,97,104,283,163,17,57.6,51.6,3,0,0,63,332,2,26,78,14,10,0,228,0.0,1.57,0.61,4.5,71.4
米山裕太,東レアローズ,18,72,26,117,56,4,47.9,44.4,6,0,1,9,65,1,9,15,162,126,0,66,0.0,2.15,0.35,3.8,77.8
細川延由,NECブルーロケッツ,2,74,46,184,79,18,42.9,33.2,42,14,5,5,114,2,18,22,173,105,0,86,33.3,1.72,0.11,2.6,60.7
脇戸新之助,NECブルーロケッツ,9,54,29,5,2,1,40.0,20.0,0,0,0,1,40,0,2,11,4,0,0,3,,0.07,0.03,5.6,0.0
興梠龍司,大分三好ヴァイセアドラー,12,11,14,0,0,0,,,0,0,0,0,1,0,0,0,54,36,0,0,,0.0,0.0,0.0,66.7
舩越満,大分三好ヴァイセアドラー,11,73,24,56,18,6,32.1,21.4,0,0,0,2,50,1,11,8,129,80,0,21,,0.75,0.08,0.5,62.0
花野裕祥,豊田合成トレフェルサ,7,54,62,0,0,0,,,0,0,0,0,0,0,0,0,253,162,0,0,,0.0,0.0,,64.0
荻野正二,サントリーサンバーズ,10,94,60,242,102,16,42.1,35.5,24,12,1,15,197,1,14,39,486,333,0,118,50.0,1.7,0.25,3.7,68.5
菊地洋之,NECブルーロケッツ,7,61,69,140,59,15,42.1,31.4,0,0,0,32,211,1,6,35,4,1,0,92,,0.86,0.46,3.9,25.0
西尾太作,堺ブレイザーズ,16,97,73,306,130,32,42.5,32.0,126,51,14,12,140,5,22,29,6,4,0,147,40.5,1.78,0.16,4.8,66.7
角田辰徳,東レアローズ,16,69,44,175,65,13,37.1,29.7,13,2,2,12,129,3,12,44,98,46,0,80,15.4,1.48,0.27,8.5,46.9
諸隈直樹,豊田合成トレフェルサ,3,56,15,56,20,5,35.7,26.8,6,2,2,4,41,0,4,13,108,68,0,24,33.3,1.33,0.27,5.5,63.0
谷村孝,パナソニックパンサーズ,18,97,93,319,144,21,45.1,38.6,18,6,2,21,292,14,37,58,633,386,0,179,33.3,1.55,0.23,6.6,61.0
越川優,サントリーサンバーズ,7,97,100,674,371,62,55.0,45.8,173,89,19,44,417,33,102,146,430,265,0,448,51.4,3.71,0.44,10.6,61.6
越谷章,東レアローズ,10,76,81,303,141,20,46.5,39.9,20,11,2,17,264,7,19,65,635,494,0,165,55.0,1.74,0.21,7.0,77.8
近藤茂,東レアローズ,4,40,10,3,1,0,33.3,33.3,0,0,0,1,20,2,4,4,1,0,0,4,,0.1,0.1,10.0,0.0
酒井大祐,JTサンダーズ,3,97,106,0,0,0,,,0,0,0,0,0,0,0,0,561,411,0,0,,0.0,0.0,,73.3
金丸将大,東レアローズ,12,16,8,0,0,0,,,0,0,0,0,11,0,4,2,0,0,0,0,,0.0,0.0,-4.5,
金井修也,堺ブレイザーズ,8,97,85,28,13,2,46.4,39.3,0,0,0,20,253,6,37,36,4,0,0,39,,0.15,0.24,2.3,0.0
金子隆行,NECブルーロケッツ,18,97,104,612,273,56,44.6,35.5,82,38,13,26,363,14,66,92,724,504,0,313,46.3,2.62,0.25,5.6,69.6
鈴木健太,NECブルーロケッツ,22,55,30,30,11,2,36.7,30.0,0,0,0,7,27,0,3,3,1,0,0,18,,0.37,0.23,0.0,0.0
鈴木寛史,サントリーサンバーズ,2,67,37,46,30,2,65.2,60.9,0,0,0,9,45,4,16,9,2,1,0,43,,0.81,0.24,5.0,50.0
長江晃生,大分三好ヴァイセアドラー,17,83,81,373,149,37,39.9,30.0,46,16,7,14,252,9,47,58,524,351,0,172,34.8,1.84,0.17,4.7,67.0
阿南卓,サントリーサンバーズ,17,27,36,48,25,4,52.1,43.8,0,0,0,5,61,1,3,29,4,3,0,31,,0.69,0.14,12.3,75.0
阿部裕太,東レアローズ,9,97,96,77,51,4,66.2,61.0,0,0,0,30,316,5,20,72,3,0,0,86,,0.53,0.31,5.7,0.0
高杉洋平,東レアローズ,8,94,65,19,9,2,47.4,36.8,7,2,1,1,104,4,16,33,0,0,0,14,28.6,0.14,0.02,7.9,
高橋和人,豊田合成トレフェルサ,15,35,23,73,28,7,38.4,28.8,13,2,5,1,62,6,7,11,102,64,0,35,15.4,1.22,0.04,11.3,62.7
高橋幸造,豊田合成トレフェルサ,21,97,87,35,22,1,62.9,60.0,0,0,0,15,269,4,24,61,2,0,0,41,,0.25,0.17,4.9,0.0
高橋慎治,NECブルーロケッツ,6,97,100,22,9,0,40.9,40.9,0,0,0,22,317,13,39,78,2,0,0,44,,0.09,0.22,7.2,0.0
齋藤信治,東レアローズ,7,78,27,46,18,3,39.1,32.6,0,0,0,6,67,0,4,25,2,1,0,24,,0.67,0.22,7.8,50.0
