名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
エリザンジェラオリヴェイラ,2010-12,久光製薬スプリングス,16,24,248,99,18,39.9,32.7,98,38,8,8,97,13,11,30,0,0,0,120,38.8,4.12,0.33,18.3,
エリザンジェラオリヴェイラ,2011-01,久光製薬スプリングス,16,31,326,120,26,36.8,28.8,145,53,16,7,114,11,11,44,0,0,0,138,36.6,3.87,0.23,16.9,
エリザンジェラオリヴェイラ,2011-02,久光製薬スプリングス,16,34,302,95,22,31.5,24.2,92,27,10,12,109,12,8,36,0,0,0,119,29.3,2.79,0.35,17.4,
エリザンジェラオリヴェイラ,2011-03,久光製薬スプリングス,16,8,91,40,4,44.0,39.6,19,6,1,2,29,1,3,5,2,2,0,43,31.6,5.0,0.25,5.2,100.0
ガライフェルナンダ,2010-11,NECレッドロケッツ,12,6,92,35,4,38.0,33.7,16,4,1,3,21,1,2,10,21,17,0,39,25.0,5.83,0.5,14.3,81.0
ガライフェルナンダ,2010-12,NECレッドロケッツ,12,24,352,135,29,38.4,30.1,84,32,9,10,87,2,14,34,133,88,0,147,38.1,5.62,0.42,8.0,66.2
ガライフェルナンダ,2011-01,NECレッドロケッツ,12,28,430,174,30,40.5,33.5,157,69,12,9,98,0,10,38,88,64,0,183,43.9,6.21,0.32,7.1,72.7
ガライフェルナンダ,2011-02,NECレッドロケッツ,12,32,415,161,28,38.8,32.0,139,55,13,23,103,3,14,45,86,64,0,187,39.6,5.03,0.72,10.4,74.4
ガライフェルナンダ,2011-03,NECレッドロケッツ,12,8,127,57,6,44.9,40.2,37,18,3,5,36,2,3,12,32,30,0,64,48.6,7.12,0.62,11.8,93.8
キムヨンギョン,2010-12,JTマーヴェラス,10,12,79,49,4,62.0,57.0,11,7,1,3,26,2,3,8,45,24,0,54,63.6,4.08,0.25,12.5,53.3
キムヨンギョン,2011-01,JTマーヴェラス,10,25,283,139,28,49.1,39.2,42,14,6,12,87,5,9,30,146,109,0,156,33.3,5.56,0.48,11.8,74.7
キムヨンギョン,2011-02,JTマーヴェラス,10,31,373,197,32,52.8,44.2,73,37,9,10,118,10,12,35,194,140,0,217,50.7,6.35,0.32,13.3,72.2
キムヨンギョン,2011-03,JTマーヴェラス,10,9,114,40,11,35.1,25.4,25,7,4,4,23,0,2,4,52,41,0,44,28.0,4.44,0.44,2.2,78.8
スタエレンスシャイーヌ,2010-11,パイオニアレッドウィングス,4,6,59,21,9,35.6,20.3,15,3,1,2,22,0,4,7,27,17,0,23,20.0,3.5,0.33,3.4,63.0
スタエレンスシャイーヌ,2010-12,パイオニアレッドウィングス,4,22,221,95,19,43.0,34.4,28,12,4,5,71,1,10,31,139,96,0,101,42.9,4.32,0.23,8.8,69.1
スタエレンスシャイーヌ,2011-01,パイオニアレッドウィングス,4,30,389,158,20,40.6,35.5,51,16,4,13,90,5,10,17,133,88,0,176,31.4,5.27,0.43,7.5,66.2
スタエレンスシャイーヌ,2011-02,パイオニアレッドウィングス,4,33,410,181,28,44.1,37.3,78,36,7,14,79,0,8,30,152,92,0,195,46.2,5.48,0.42,7.0,60.5
スタエレンスシャイーヌ,2011-03,パイオニアレッドウィングス,4,10,131,58,10,44.3,36.6,17,7,4,1,30,1,4,5,44,30,0,60,41.2,5.8,0.1,4.2,68.2
リエスベットヴァインデヴォーゲル,2010-11,東レアローズ,7,6,58,16,3,27.6,22.4,3,0,0,6,19,0,1,5,22,20,0,22,0.0,2.67,1.0,5.3,90.9
リエスベットヴァインデヴォーゲル,2010-12,東レアローズ,7,23,119,36,15,30.3,17.6,2,1,1,19,60,4,4,14,84,53,0,59,50.0,1.57,0.83,10.8,63.1
リエスベットヴァインデヴォーゲル,2011-01,東レアローズ,7,26,103,32,8,31.1,23.3,1,0,0,11,40,1,4,9,65,32,0,44,0.0,1.23,0.42,5.6,49.2
リエスベットヴァインデヴォーゲル,2011-02,東レアローズ,7,31,118,46,8,39.0,32.2,0,0,0,18,62,4,2,21,54,32,0,68,,1.48,0.58,14.1,59.3
リエスベットヴァインデヴォーゲル,2011-03,東レアローズ,7,8,33,11,1,33.3,30.3,0,0,0,5,9,0,3,4,16,12,0,16,,1.38,0.62,2.8,75.0
中道瞳,2010-11,東レアローズ,4,6,3,1,0,33.3,33.3,0,0,0,0,28,0,2,7,0,0,0,1,,0.17,0.0,4.5,
中道瞳,2010-12,東レアローズ,4,23,4,1,0,25.0,25.0,0,0,0,1,83,2,4,17,0,0,0,4,,0.04,0.04,6.3,
中道瞳,2011-01,東レアローズ,4,23,4,3,0,75.0,75.0,0,0,0,0,58,0,1,16,2,0,0,3,,0.13,0.0,6.5,0.0
中道瞳,2011-02,東レアローズ,4,32,7,3,1,42.9,28.6,0,0,0,3,115,4,5,29,0,0,0,10,,0.09,0.09,8.7,
中道瞳,2011-03,東レアローズ,4,8,2,1,0,50.0,50.0,1,0,0,0,30,0,2,5,0,0,0,1,0.0,0.12,0.0,2.5,
丸山亜季,2010-11,岡山シーガルズ,20,6,0,0,0,,,0,0,0,0,0,0,0,0,47,36,0,0,,0.0,0.0,,76.6
丸山亜季,2010-12,岡山シーガルズ,20,21,0,0,0,,,0,0,0,0,0,0,0,0,85,59,0,0,,0.0,0.0,,69.4
丸山亜季,2011-01,岡山シーガルズ,20,23,0,0,0,,,0,0,0,0,0,0,0,0,106,73,0,0,,0.0,0.0,,68.9
丸山亜季,2011-02,岡山シーガルズ,20,27,0,0,0,,,0,0,0,0,0,0,0,0,100,58,0,0,,0.0,0.0,,58.0
丸山亜季,2011-03,岡山シーガルズ,20,5,0,0,0,,,0,0,0,0,0,0,0,0,18,12,0,0,,0.0,0.0,,66.7
井上奈々朱,2010-11,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
井上奈々朱,2010-12,デンソーエアリービーズ,11,6,14,7,2,50.0,35.7,0,0,0,1,12,3,1,4,0,0,0,11,,1.17,0.17,31.2,
井上奈々朱,2011-01,デンソーエアリービーズ,11,3,0,0,0,,,0,0,0,0,3,1,2,0,0,0,0,1,,0.0,0.0,16.7,
井上奈々朱,2011-02,デンソーエアリービーズ,11,3,3,1,0,33.3,33.3,0,0,0,1,3,1,0,1,0,0,0,3,,0.33,0.33,41.7,
井上奈々朱,2011-03,デンソーエアリービーズ,11,4,21,7,1,33.3,28.6,0,0,0,0,10,0,3,1,1,1,0,7,,1.75,0.0,-5.0,100.0
井上琴絵,2010-11,JTマーヴェラス,13,7,0,0,0,,,0,0,0,0,0,0,0,0,32,24,0,0,,0.0,0.0,,75.0
井上琴絵,2010-12,JTマーヴェラス,13,20,0,0,0,,,0,0,0,0,0,0,0,0,83,59,0,0,,0.0,0.0,,71.1
井上琴絵,2011-01,JTマーヴェラス,13,25,0,0,0,,,0,0,0,0,0,0,0,0,118,89,0,0,,0.0,0.0,,75.4
井上琴絵,2011-02,JTマーヴェラス,13,31,0,0,0,,,0,0,0,0,0,0,0,0,135,105,0,0,,0.0,0.0,,77.8
井上琴絵,2011-03,JTマーヴェラス,13,9,0,0,0,,,0,0,0,0,0,0,0,0,54,45,0,0,,0.0,0.0,,83.3
井上香織,2010-11,デンソーエアリービーズ,8,9,27,13,0,48.1,48.1,0,0,0,4,35,0,2,9,0,0,0,17,,1.44,0.44,5.0,
井上香織,2010-12,デンソーエアリービーズ,8,22,116,41,8,35.3,28.4,0,0,0,20,53,2,5,17,2,0,0,63,,1.86,0.91,9.4,0.0
井上香織,2011-01,デンソーエアリービーズ,8,30,149,65,2,43.6,42.3,0,0,0,19,100,3,8,45,4,3,0,87,,2.17,0.63,12.2,75.0
井上香織,2011-02,デンソーエアリービーズ,8,31,142,64,6,45.1,40.8,1,0,0,19,66,2,5,21,5,4,0,85,0.0,2.06,0.61,9.1,80.0
井上香織,2011-03,デンソーエアリービーズ,8,5,17,7,0,41.2,41.2,0,0,0,4,9,0,3,0,2,1,0,11,,1.4,0.8,-8.3,50.0
井野亜季子,2010-11,NECレッドロケッツ,10,6,0,0,0,,,0,0,0,0,0,0,0,0,45,32,0,0,,0.0,0.0,,71.1
井野亜季子,2010-12,NECレッドロケッツ,10,24,0,0,0,,,0,0,0,0,0,0,0,0,144,117,0,0,,0.0,0.0,,81.2
井野亜季子,2011-01,NECレッドロケッツ,10,28,0,0,0,,,0,0,0,0,0,0,0,0,155,126,0,0,,0.0,0.0,,81.3
井野亜季子,2011-02,NECレッドロケッツ,10,32,0,0,0,,,0,0,0,0,0,0,0,0,157,126,0,0,,0.0,0.0,,80.3
井野亜季子,2011-03,NECレッドロケッツ,10,8,0,0,0,,,0,0,0,0,0,0,0,0,46,35,0,0,,0.0,0.0,,76.1
今西郁瑠,2011-02,トヨタ車体クインシーズ,2,19,43,13,4,30.2,20.9,1,1,0,3,42,2,5,11,56,39,0,18,100.0,0.68,0.16,8.3,69.6
今西郁瑠,2011-03,トヨタ車体クインシーズ,2,6,24,10,1,41.7,37.5,0,0,0,2,17,0,2,3,31,21,0,12,,1.67,0.33,1.5,67.7
今野加奈子,2010-11,パイオニアレッドウィングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今野加奈子,2010-12,パイオニアレッドウィングス,8,11,146,50,11,34.2,26.7,32,10,5,3,41,2,3,8,2,1,0,55,31.2,4.55,0.27,7.9,50.0
今野加奈子,2011-01,パイオニアレッドウィングス,8,22,258,87,9,33.7,30.2,46,11,1,2,98,3,1,27,4,3,0,92,23.9,3.95,0.09,9.7,75.0
今野加奈子,2011-02,パイオニアレッドウィングス,8,33,428,140,19,32.7,28.3,82,18,8,7,128,5,13,44,10,3,0,152,22.0,4.24,0.21,10.0,30.0
今野加奈子,2011-03,パイオニアレッドウィングス,8,10,119,43,9,36.1,28.6,27,12,5,0,37,0,2,12,7,4,0,43,44.4,4.3,0.0,6.8,57.1
位田愛,2010-12,JTマーヴェラス,5,3,15,2,1,13.3,6.7,0,0,0,0,8,0,0,2,14,9,0,2,,0.67,0.0,6.2,64.3
位田愛,2011-01,JTマーヴェラス,5,5,0,0,0,,,0,0,0,0,5,0,0,2,9,6,0,0,,0.0,0.0,10.0,66.7
位田愛,2011-02,JTマーヴェラス,5,13,30,10,2,33.3,26.7,0,0,0,2,21,0,2,7,36,19,0,12,,0.77,0.15,6.0,52.8
位田愛,2011-03,JTマーヴェラス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木みき,2010-11,パイオニアレッドウィングス,0,6,10,3,1,30.0,20.0,0,0,0,0,10,1,0,2,14,7,0,4,,0.5,0.0,15.0,50.0
佐々木みき,2010-12,パイオニアレッドウィングス,0,8,14,8,0,57.1,57.1,0,0,0,0,16,1,1,4,27,13,0,9,,1.0,0.0,10.9,48.1
佐々木みき,2011-01,パイオニアレッドウィングス,0,13,49,9,1,18.4,16.3,10,2,0,2,13,0,1,2,3,3,0,11,20.0,0.69,0.15,1.9,100.0
佐々木みき,2011-02,パイオニアレッドウィングス,0,1,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐々木みき,2011-03,パイオニアレッドウィングス,0,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
先野久美子,2010-11,久光製薬スプリングス,4,10,24,10,1,41.7,37.5,0,0,0,9,32,0,4,2,0,0,0,19,,1.0,0.9,-1.6,
先野久美子,2010-12,久光製薬スプリングス,4,17,48,19,2,39.6,35.4,0,0,0,4,57,0,2,15,2,1,0,23,,1.12,0.24,5.7,50.0
先野久美子,2011-01,久光製薬スプリングス,4,6,13,8,0,61.5,61.5,0,0,0,2,22,1,0,11,0,0,0,11,,1.33,0.33,17.0,
先野久美子,2011-02,久光製薬スプリングス,4,10,30,15,2,50.0,43.3,0,0,0,2,36,0,2,7,0,0,0,17,,1.5,0.2,3.5,
先野久美子,2011-03,久光製薬スプリングス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,2010-11,NECレッドロケッツ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,2010-12,NECレッドロケッツ,8,7,50,12,3,24.0,18.0,5,0,1,3,20,0,0,6,11,8,0,15,0.0,1.71,0.43,7.5,72.7
八幡美樹,2011-01,NECレッドロケッツ,8,14,39,16,1,41.0,38.5,0,0,0,1,29,1,3,6,32,16,0,18,,1.14,0.07,6.0,50.0
八幡美樹,2011-02,NECレッドロケッツ,8,8,27,6,1,22.2,18.5,0,0,0,0,14,1,0,3,8,4,0,7,,0.75,0.0,12.5,50.0
八幡美樹,2011-03,NECレッドロケッツ,8,8,54,17,4,31.5,24.1,5,0,1,2,27,3,2,8,32,21,0,22,0.0,2.12,0.25,16.7,65.6
八田奈都己,2010-11,トヨタ車体クインシーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八田奈都己,2010-12,トヨタ車体クインシーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八田奈都己,2011-01,トヨタ車体クインシーズ,11,8,0,0,0,,,0,0,0,0,0,0,0,0,30,18,0,0,,0.0,0.0,,60.0
八田奈都己,2011-02,トヨタ車体クインシーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八田奈都己,2011-03,トヨタ車体クインシーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
内田暁子,2010-11,NECレッドロケッツ,4,6,75,29,2,38.7,36.0,15,3,1,0,19,2,3,2,17,12,0,31,20.0,4.83,0.0,9.2,70.6
内田暁子,2010-12,NECレッドロケッツ,4,21,175,55,9,31.4,26.3,49,12,4,1,64,0,13,11,103,57,0,56,24.5,2.62,0.05,-0.8,55.3
内田暁子,2011-01,NECレッドロケッツ,4,28,235,81,12,34.5,29.4,14,1,3,5,123,5,3,36,184,107,0,91,7.1,2.89,0.18,10.8,58.2
内田暁子,2011-02,NECレッドロケッツ,4,32,247,79,16,32.0,25.5,21,2,2,1,116,6,12,29,228,137,0,86,9.5,2.47,0.03,8.8,60.1
内田暁子,2011-03,NECレッドロケッツ,4,4,21,2,1,9.5,4.8,2,0,0,0,6,0,1,2,17,14,0,2,0.0,0.5,0.0,4.2,82.4
内藤香菜子,2010-11,NECレッドロケッツ,3,6,28,7,2,25.0,17.9,0,0,0,7,10,0,0,2,1,0,0,14,,1.17,1.17,5.0,0.0
内藤香菜子,2010-12,NECレッドロケッツ,3,21,80,33,3,41.2,37.5,0,0,0,22,42,0,2,5,1,0,0,55,,1.57,1.05,1.8,0.0
内藤香菜子,2011-01,NECレッドロケッツ,3,28,101,43,6,42.6,36.6,0,0,0,23,71,0,1,15,4,2,0,66,,1.54,0.82,4.9,50.0
内藤香菜子,2011-02,NECレッドロケッツ,3,32,111,48,4,43.2,39.6,1,1,0,15,103,1,4,26,6,5,0,64,100.0,1.5,0.47,6.3,83.3
内藤香菜子,2011-03,NECレッドロケッツ,3,8,29,16,1,55.2,51.7,0,0,0,5,21,0,2,4,0,0,0,21,,2.0,0.62,2.4,
冨永こよみ,2010-11,パイオニアレッドウィングス,24,6,4,0,2,0.0,-50.0,0,0,0,0,21,1,4,7,0,0,0,1,,0.0,0.0,8.3,
冨永こよみ,2010-12,パイオニアレッドウィングス,24,22,21,12,1,57.1,52.4,1,0,0,9,77,3,1,24,1,0,0,24,0.0,0.55,0.41,11.4,0.0
冨永こよみ,2011-01,パイオニアレッドウィングス,24,30,46,23,2,50.0,45.7,0,0,0,13,123,1,8,43,4,0,0,37,,0.77,0.43,7.9,0.0
冨永こよみ,2011-02,パイオニアレッドウィングス,24,33,39,20,2,51.3,46.2,0,0,0,13,117,3,7,38,1,0,0,36,,0.61,0.39,9.2,0.0
冨永こよみ,2011-03,パイオニアレッドウィングス,24,10,10,6,1,60.0,50.0,0,0,0,6,34,0,4,5,1,0,0,12,,0.6,0.6,0.7,0.0
前田見奈子,2011-03,トヨタ車体クインシーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤千尋,2010-11,JTマーヴェラス,17,6,30,9,3,30.0,20.0,0,0,0,1,18,0,0,1,0,0,0,10,,1.5,0.17,1.4,
加藤千尋,2010-12,JTマーヴェラス,17,9,30,6,3,20.0,10.0,0,0,0,2,16,0,2,3,1,0,0,8,,0.67,0.22,1.6,0.0
加藤千尋,2011-01,JTマーヴェラス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤千尋,2011-02,JTマーヴェラス,17,6,27,5,2,18.5,11.1,0,0,0,5,19,0,2,4,11,11,0,10,,0.83,0.83,2.6,100.0
北村みどり,2011-03,岡山シーガルズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
千葉智枝美,2010-11,JTマーヴェラス,19,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
千葉智枝美,2010-12,JTマーヴェラス,19,8,0,0,0,,,0,0,0,0,12,0,3,2,0,0,0,0,,0.0,0.0,-2.1,
千葉智枝美,2011-01,JTマーヴェラス,19,6,0,0,0,,,0,0,0,0,11,0,2,3,0,0,0,0,,0.0,0.0,2.3,
千葉智枝美,2011-02,JTマーヴェラス,19,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
千葉智枝美,2011-03,JTマーヴェラス,19,3,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
卜部里菜,2010-12,岡山シーガルズ,22,5,11,4,0,36.4,36.4,0,0,0,1,16,0,1,4,24,12,0,5,,0.8,0.2,4.7,50.0
卜部里菜,2011-01,岡山シーガルズ,22,16,39,14,1,35.9,33.3,0,0,0,1,46,0,3,14,99,53,0,15,,0.88,0.06,6.0,53.5
卜部里菜,2011-02,岡山シーガルズ,22,30,105,40,5,38.1,33.3,1,0,1,2,72,1,1,18,122,70,0,43,0.0,1.33,0.07,7.3,57.4
卜部里菜,2011-03,岡山シーガルズ,22,4,4,1,0,25.0,25.0,0,0,0,0,4,0,1,1,9,5,0,1,,0.25,0.0,0.0,55.6
古屋美紀,2010-11,パイオニアレッドウィングス,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古屋美紀,2011-01,パイオニアレッドウィングス,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古屋美紀,2011-02,パイオニアレッドウィングス,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古屋美紀,2011-03,パイオニアレッドウィングス,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古藤千鶴,2010-11,久光製薬スプリングス,2,2,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
古藤千鶴,2010-12,久光製薬スプリングス,2,11,0,0,0,,,0,0,0,1,16,0,0,7,0,0,0,1,,0.0,0.09,10.9,
古藤千鶴,2011-01,久光製薬スプリングス,2,22,1,0,0,0.0,0.0,0,0,0,1,40,0,3,14,0,0,0,1,,0.0,0.05,6.9,
古藤千鶴,2011-02,久光製薬スプリングス,2,31,25,13,0,52.0,52.0,0,0,0,5,94,6,2,25,0,0,0,24,,0.42,0.16,12.5,
古藤千鶴,2011-03,久光製薬スプリングス,2,8,5,3,0,60.0,60.0,0,0,0,1,22,0,1,10,0,0,0,4,,0.38,0.12,10.2,
吉澤智恵,2010-11,JTマーヴェラス,4,7,75,22,4,29.3,24.0,0,0,0,0,29,1,1,4,44,30,0,23,,3.14,0.0,6.0,68.2
吉澤智恵,2010-12,JTマーヴェラス,4,20,145,52,12,35.9,27.6,8,2,2,6,73,2,4,21,128,93,0,60,25.0,2.6,0.3,8.6,72.7
吉澤智恵,2011-01,JTマーヴェラス,4,24,163,73,9,44.8,39.3,15,6,1,9,84,1,2,21,109,72,0,83,40.0,3.04,0.38,6.8,66.1
吉澤智恵,2011-02,JTマーヴェラス,4,30,234,78,15,33.3,26.9,21,4,3,4,118,0,6,27,169,119,0,82,19.0,2.6,0.13,4.4,70.4
吉澤智恵,2011-03,JTマーヴェラス,4,6,43,14,2,32.6,27.9,3,1,0,1,19,0,0,3,34,20,0,15,33.3,2.33,0.17,3.9,58.8
吉田みなみ,2010-12,岡山シーガルズ,1,4,16,4,1,25.0,18.8,0,0,0,0,12,0,4,2,10,8,0,4,,1.0,0.0,-4.2,80.0
吉田みなみ,2011-01,岡山シーガルズ,1,8,34,8,4,23.5,11.8,0,0,0,0,13,0,2,7,21,11,0,8,,1.0,0.0,9.6,52.4
吉田みなみ,2011-02,岡山シーガルズ,1,11,65,25,4,38.5,32.3,0,0,0,1,32,0,0,6,50,29,0,26,,2.27,0.09,4.7,58.0
吉田みなみ,2011-03,岡山シーガルズ,1,4,2,1,0,50.0,50.0,0,0,0,0,6,0,1,0,7,4,0,1,,0.25,0.0,-4.2,57.1
吉田真未,2010-11,パイオニアレッドウィングス,20,6,0,0,0,,,0,0,0,0,0,0,0,0,43,36,0,0,,0.0,0.0,,83.7
吉田真未,2010-12,パイオニアレッドウィングス,20,22,0,0,0,,,0,0,0,0,6,0,1,0,124,92,0,0,,0.0,0.0,-4.2,74.2
吉田真未,2011-01,パイオニアレッドウィングス,20,30,0,0,0,,,0,0,0,0,0,0,0,0,276,214,0,0,,0.0,0.0,,77.5
吉田真未,2011-02,パイオニアレッドウィングス,20,33,0,0,0,,,0,0,0,0,0,0,0,0,270,194,0,0,,0.0,0.0,,71.9
吉田真未,2011-03,パイオニアレッドウィングス,20,10,0,0,0,,,0,0,0,0,0,0,0,0,110,85,0,0,,0.0,0.0,,77.3
和田麻里江,2010-11,東レアローズ,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
和田麻里江,2010-12,東レアローズ,8,5,22,10,1,45.5,40.9,0,0,0,0,7,0,1,0,0,0,0,10,,2.0,0.0,-3.6,
和田麻里江,2011-01,東レアローズ,8,4,11,5,1,45.5,36.4,0,0,0,1,8,0,0,1,0,0,0,6,,1.25,0.25,3.1,
和田麻里江,2011-02,東レアローズ,8,27,116,55,5,47.4,43.1,1,0,0,10,101,3,7,29,4,3,0,68,0.0,2.04,0.37,8.4,75.0
和田麻里江,2011-03,東レアローズ,8,7,33,14,4,42.4,30.3,0,0,0,1,27,1,2,8,1,1,0,16,,2.0,0.14,9.3,100.0
坂下麻衣子,2010-11,JTマーヴェラス,1,4,51,14,3,27.5,21.6,22,7,2,1,7,0,1,1,0,0,0,15,31.8,3.5,0.25,0.0,
坂下麻衣子,2010-12,JTマーヴェラス,1,14,64,24,4,37.5,31.2,25,10,3,1,26,0,3,5,0,0,0,25,40.0,1.71,0.07,1.9,
坂下麻衣子,2011-01,JTマーヴェラス,1,17,35,7,5,20.0,5.7,12,3,4,2,17,1,1,9,0,0,0,10,25.0,0.41,0.12,17.6,
坂下麻衣子,2011-02,JTマーヴェラス,1,16,21,9,0,42.9,42.9,14,7,0,3,10,1,0,1,0,0,0,13,50.0,0.56,0.19,12.5,
坂下麻衣子,2011-03,JTマーヴェラス,1,7,28,11,2,39.3,32.1,11,4,1,2,7,0,0,1,0,0,0,13,36.4,1.57,0.29,3.6,
堀口夏実,2010-12,岡山シーガルズ,6,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
堀口夏実,2011-01,岡山シーガルズ,6,5,1,0,0,0.0,0.0,1,0,0,0,4,0,0,0,6,2,0,0,0.0,0.0,0.0,0.0,33.3
堀口夏実,2011-02,岡山シーガルズ,6,4,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
堀崎智恵美,2010-11,トヨタ車体クインシーズ,15,7,4,2,1,50.0,25.0,0,0,0,0,5,0,0,1,12,7,0,2,,0.29,0.0,5.0,58.3
堀崎智恵美,2010-12,トヨタ車体クインシーズ,15,18,34,22,1,64.7,61.8,2,0,0,1,72,5,1,19,165,98,0,28,0.0,1.22,0.06,13.2,59.4
堀崎智恵美,2011-01,トヨタ車体クインシーズ,15,13,19,7,0,36.8,36.8,0,0,0,2,23,0,2,1,76,50,0,9,,0.54,0.15,-1.1,65.8
堀崎智恵美,2011-02,トヨタ車体クインシーズ,15,23,108,46,5,42.6,38.0,0,0,0,3,88,2,3,20,114,77,0,51,,2.0,0.13,7.1,67.5
堀崎智恵美,2011-03,トヨタ車体クインシーズ,15,8,12,7,0,58.3,58.3,0,0,0,1,10,0,0,0,28,23,0,8,,0.88,0.12,0.0,82.1
堀田理恵,2011-02,岡山シーガルズ,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
多治見麻子,2010-12,パイオニアレッドウィングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
多治見麻子,2011-01,パイオニアレッドウィングス,5,13,39,17,3,43.6,35.9,0,0,0,9,43,0,5,11,3,3,0,26,,1.31,0.69,3.5,100.0
