名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
櫻井由香,2010-12,デンソーエアリービーズ,9,25,0,0,0,,,0,0,0,0,0,0,0,0,129,93,0,0,,0.0,0.0,,72.1
櫻井由香,2011-01,デンソーエアリービーズ,9,30,0,0,0,,,0,0,0,0,0,0,0,0,141,101,0,0,,0.0,0.0,,71.6
櫻井由香,2011-02,デンソーエアリービーズ,9,31,0,0,0,,,0,0,0,0,0,0,0,0,154,121,0,0,,0.0,0.0,,78.6
櫻井由香,2011-03,デンソーエアリービーズ,9,9,0,0,0,,,0,0,0,0,12,0,0,1,24,23,0,0,,0.0,0.0,2.1,95.8
水田祐未,2010-12,久光製薬スプリングス,5,4,3,3,0,100.0,100.0,0,0,0,0,5,0,3,0,0,0,0,3,,0.75,0.0,-15.0,
水田祐未,2011-01,久光製薬スプリングス,5,2,8,5,1,62.5,50.0,0,0,0,2,2,0,1,1,1,1,0,7,,2.5,1.0,0.0,100.0
水田祐未,2011-02,久光製薬スプリングス,5,3,15,5,0,33.3,33.3,0,0,0,2,8,0,0,3,2,1,0,7,,1.67,0.67,9.4,50.0
水田祐未,2011-03,久光製薬スプリングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河合由貴,2010-11,JTマーヴェラス,18,4,3,2,0,66.7,66.7,0,0,0,1,16,2,0,1,0,0,0,5,,0.5,0.25,14.1,
河合由貴,2011-01,JTマーヴェラス,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河合由貴,2011-02,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河合由貴,2011-03,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河村聖子,2010-11,トヨタ車体クインシーズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河村聖子,2010-12,トヨタ車体クインシーズ,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
河村聖子,2011-01,トヨタ車体クインシーズ,6,3,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
沼田さくら,2010-12,パイオニアレッドウィングス,21,22,50,19,1,38.0,36.0,0,0,0,11,57,0,3,11,6,4,0,30,,0.86,0.5,3.5,66.7
沼田さくら,2011-01,パイオニアレッドウィングス,21,24,77,27,6,35.1,27.3,0,0,0,6,59,0,4,13,13,8,0,33,,1.12,0.25,3.8,61.5
沼田さくら,2011-02,パイオニアレッドウィングス,21,11,18,6,2,33.3,22.2,0,0,0,3,29,0,0,5,1,0,0,9,,0.55,0.27,4.3,0.0
沼田さくら,2011-03,パイオニアレッドウィングス,21,7,16,3,4,18.8,-6.2,0,0,0,3,17,0,2,3,1,0,0,6,,0.43,0.43,1.5,0.0
泉岡未来,2010-12,デンソーエアリービーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2011-01,デンソーエアリービーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2011-02,デンソーエアリービーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉岡未来,2011-03,デンソーエアリービーズ,13,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浅津ゆうこ,2010-12,久光製薬スプリングス,8,5,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.2,0.2,,
浅津ゆうこ,2011-01,久光製薬スプリングス,8,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
渡邊絢子,2010-11,NECレッドロケッツ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡邊絢子,2010-12,NECレッドロケッツ,1,8,0,0,0,,,0,0,0,0,0,0,0,0,13,5,0,0,,0.0,0.0,,38.5
渡邊絢子,2011-01,NECレッドロケッツ,1,3,0,0,0,,,0,0,0,0,3,0,0,2,1,0,0,0,,0.0,0.0,16.7,0.0
渡邊絢子,2011-02,NECレッドロケッツ,1,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
渡邊絢子,2011-03,NECレッドロケッツ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
滝口奈美,2010-11,NECレッドロケッツ,15,4,0,0,0,,,0,0,0,0,6,0,1,0,0,0,0,0,,0.0,0.0,-4.2,
滝口奈美,2010-12,NECレッドロケッツ,15,13,1,0,0,0.0,0.0,1,0,0,0,16,1,2,6,0,0,0,1,0.0,0.0,0.0,12.5,
滝口奈美,2011-01,NECレッドロケッツ,15,16,1,0,1,0.0,-100.0,1,0,1,0,20,2,4,4,8,4,0,2,0.0,0.0,0.0,10.0,50.0
滝口奈美,2011-02,NECレッドロケッツ,15,20,0,0,0,,,0,0,0,0,25,0,4,6,2,0,0,0,,0.0,0.0,2.0,0.0
滝口奈美,2011-03,NECレッドロケッツ,15,7,0,0,0,,,0,0,0,0,10,2,1,0,0,0,0,2,,0.0,0.0,17.5,
澁澤夏美,2010-11,NECレッドロケッツ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
澁澤夏美,2010-12,NECレッドロケッツ,6,2,5,1,0,20.0,20.0,2,0,0,0,4,0,0,2,2,0,0,1,0.0,0.5,0.0,12.5,0.0
澁澤夏美,2011-01,NECレッドロケッツ,6,10,4,1,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.1,0.0,,
澁澤夏美,2011-02,NECレッドロケッツ,6,17,7,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.06,,
澁澤夏美,2011-03,NECレッドロケッツ,6,4,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.25,,
濱口華菜里,2010-11,東レアローズ,3,6,0,0,0,,,0,0,0,0,0,0,0,0,44,36,0,0,,0.0,0.0,,81.8
濱口華菜里,2010-12,東レアローズ,3,23,0,0,0,,,0,0,0,0,0,0,0,0,83,65,0,0,,0.0,0.0,,78.3
濱口華菜里,2011-01,東レアローズ,3,31,0,0,0,,,0,0,0,0,0,0,0,0,182,145,0,0,,0.0,0.0,,79.7
濱口華菜里,2011-02,東レアローズ,3,32,0,0,0,,,0,0,0,0,0,0,0,0,182,128,0,0,,0.0,0.0,,70.3
濱口華菜里,2011-03,東レアローズ,3,5,0,0,0,,,0,0,0,0,0,0,0,0,20,12,0,0,,0.0,0.0,,60.0
瀬尾有耶,2010-11,岡山シーガルズ,29,5,0,0,0,,,0,0,0,0,4,0,0,1,10,5,0,0,,0.0,0.0,6.2,50.0
瀬尾有耶,2010-12,岡山シーガルズ,29,11,0,0,0,,,0,0,0,0,13,0,1,4,16,13,0,0,,0.0,0.0,5.8,81.2
瀬尾有耶,2011-01,岡山シーガルズ,29,10,0,0,0,,,0,0,0,0,5,1,1,1,29,22,0,1,,0.0,0.0,20.0,75.9
瀬尾有耶,2011-02,岡山シーガルズ,29,13,0,0,0,,,0,0,0,0,10,0,0,1,13,6,0,0,,0.0,0.0,2.5,46.2
瀬尾有耶,2011-03,岡山シーガルズ,29,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
熊谷桜子,2010-11,デンソーエアリービーズ,5,9,4,1,1,25.0,0.0,0,0,0,2,29,0,1,7,0,0,0,3,,0.11,0.22,5.2,
熊谷桜子,2010-12,デンソーエアリービーズ,5,25,12,7,0,58.3,58.3,0,0,0,6,75,0,0,19,0,0,0,13,,0.28,0.24,6.3,
熊谷桜子,2011-01,デンソーエアリービーズ,5,30,24,7,1,29.2,25.0,0,0,0,2,111,1,6,44,2,0,0,10,,0.23,0.07,9.5,0.0
熊谷桜子,2011-02,デンソーエアリービーズ,5,31,21,5,3,23.8,9.5,1,1,0,3,96,2,2,31,1,0,0,10,100.0,0.16,0.1,9.6,0.0
熊谷桜子,2011-03,デンソーエアリービーズ,5,9,5,2,0,40.0,40.0,0,0,0,0,22,0,2,5,1,0,0,2,,0.22,0.0,3.4,0.0
田代佳奈美,2010-11,東レアローズ,14,5,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.2,0.0,,
田代佳奈美,2010-12,東レアローズ,14,18,0,0,0,,,0,0,0,2,3,0,0,2,1,0,0,2,,0.0,0.11,16.7,0.0
田代佳奈美,2011-01,東レアローズ,14,29,14,7,1,50.0,42.9,0,0,0,2,59,1,5,14,1,0,0,10,,0.24,0.07,5.5,0.0
田代佳奈美,2011-02,東レアローズ,14,27,5,2,0,40.0,40.0,0,0,0,0,8,1,1,2,0,0,0,3,,0.07,0.0,15.6,
田代佳奈美,2011-03,東レアローズ,14,5,2,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,,0.0,0.2,0.0,
田原香理,2010-11,トヨタ車体クインシーズ,5,8,39,10,2,25.6,20.5,0,0,0,4,25,0,0,6,0,0,0,14,,1.25,0.5,6.0,
田原香理,2010-12,トヨタ車体クインシーズ,5,20,49,20,2,40.8,36.7,0,0,0,7,49,0,2,11,0,0,0,27,,1.0,0.35,4.6,
田原香理,2011-01,トヨタ車体クインシーズ,5,23,70,29,5,41.4,34.3,0,0,0,9,57,1,5,8,6,4,0,39,,1.26,0.39,3.1,66.7
田原香理,2011-02,トヨタ車体クインシーズ,5,29,132,61,9,46.2,39.4,0,0,0,8,78,1,4,11,5,4,0,70,,2.1,0.28,3.5,80.0
田原香理,2011-03,トヨタ車体クインシーズ,5,8,40,13,2,32.5,27.5,0,0,0,4,14,0,0,2,0,0,0,17,,1.62,0.5,3.6,
田村翔子,2010-11,パイオニアレッドウィングス,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2010-12,パイオニアレッドウィングス,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2011-01,パイオニアレッドウィングス,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2011-02,パイオニアレッドウィングス,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村翔子,2011-03,パイオニアレッドウィングス,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
白垣里紗,2010-11,NECレッドロケッツ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
白垣里紗,2010-12,NECレッドロケッツ,16,6,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
白垣里紗,2011-01,NECレッドロケッツ,16,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
白垣里紗,2011-02,NECレッドロケッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
白垣里紗,2011-03,NECレッドロケッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
眞恵子,2010-11,トヨタ車体クインシーズ,9,8,111,36,1,32.4,31.5,24,6,1,3,12,0,1,5,0,0,0,39,25.0,4.5,0.38,8.3,
眞恵子,2010-12,トヨタ車体クインシーズ,9,21,264,87,21,33.0,25.0,30,5,3,10,40,0,3,11,0,0,0,97,16.7,4.14,0.48,5.0,
眞恵子,2011-01,トヨタ車体クインシーズ,9,26,263,87,20,33.1,25.5,18,5,1,10,70,3,1,24,3,3,0,100,27.8,3.35,0.38,12.5,100.0
眞恵子,2011-02,トヨタ車体クインシーズ,9,26,252,91,14,36.1,30.6,11,3,3,10,83,3,9,27,4,4,0,104,27.3,3.5,0.38,9.0,100.0
眞恵子,2011-03,トヨタ車体クインシーズ,9,8,94,33,4,35.1,30.9,0,0,0,2,18,0,2,4,0,0,0,35,,4.12,0.25,2.8,
真柴咲紀,2010-11,デンソーエアリービーズ,20,8,0,0,0,,,0,0,0,0,14,0,2,2,8,7,0,0,,0.0,0.0,0.0,87.5
真柴咲紀,2010-12,デンソーエアリービーズ,20,23,0,0,0,,,0,0,0,0,27,0,1,9,27,17,0,0,,0.0,0.0,7.4,63.0
真柴咲紀,2011-01,デンソーエアリービーズ,20,26,0,0,0,,,0,0,0,0,45,2,1,19,46,29,0,2,,0.0,0.0,14.4,63.0
真柴咲紀,2011-02,デンソーエアリービーズ,20,29,0,0,0,,,0,0,0,0,48,3,0,15,43,29,0,3,,0.0,0.0,14.1,67.4
真柴咲紀,2011-03,デンソーエアリービーズ,20,9,0,0,0,,,0,0,0,0,0,0,0,0,38,34,0,0,,0.0,0.0,,89.5
矢野美子,2010-11,デンソーエアリービーズ,2,9,43,19,2,44.2,39.5,0,0,0,2,32,1,3,7,0,0,0,22,,2.11,0.22,6.2,
矢野美子,2010-12,デンソーエアリービーズ,2,25,90,51,3,56.7,53.3,0,0,0,6,87,1,4,31,3,3,0,58,,2.04,0.24,8.9,100.0
矢野美子,2011-01,デンソーエアリービーズ,2,30,119,65,4,54.6,51.3,0,0,0,15,86,1,10,21,3,2,0,81,,2.17,0.5,4.4,66.7
矢野美子,2011-02,デンソーエアリービーズ,2,31,105,43,3,41.0,38.1,1,1,0,10,106,2,4,24,6,5,0,55,100.0,1.39,0.32,6.6,83.3
矢野美子,2011-03,デンソーエアリービーズ,2,9,41,23,0,56.1,56.1,0,0,0,1,24,0,0,3,0,0,0,24,,2.56,0.11,3.1,
石井優希,2010-11,久光製薬スプリングス,15,2,11,4,2,36.4,18.2,0,0,0,0,6,1,0,1,14,12,0,5,,2.0,0.0,20.8,85.7
石井優希,2010-12,久光製薬スプリングス,15,12,80,24,5,30.0,23.8,4,1,0,0,25,2,3,4,50,31,0,26,25.0,2.0,0.0,9.0,62.0
石井優希,2011-01,久光製薬スプリングス,15,12,100,36,7,36.0,29.0,11,5,2,2,31,2,0,12,70,45,0,40,45.5,3.0,0.17,16.1,64.3
石井優希,2011-02,久光製薬スプリングス,15,7,11,4,1,36.4,27.3,1,0,0,0,12,0,0,6,7,5,0,4,0.0,0.57,0.0,12.5,71.4
石井優希,2011-03,久光製薬スプリングス,15,5,42,16,3,38.1,31.0,2,0,1,0,12,0,0,2,23,12,0,16,0.0,3.2,0.0,4.2,52.2
石井里沙,2010-11,デンソーエアリービーズ,16,6,3,2,1,66.7,33.3,0,0,0,0,0,0,0,0,0,0,0,2,,0.33,0.0,,
石井里沙,2010-12,デンソーエアリービーズ,16,14,8,1,1,12.5,0.0,0,0,0,2,6,0,0,2,6,3,0,3,,0.07,0.14,8.3,50.0
石井里沙,2011-01,デンソーエアリービーズ,16,17,11,2,1,18.2,9.1,0,0,0,0,1,0,0,1,6,3,0,2,,0.12,0.0,25.0,50.0
石井里沙,2011-02,デンソーエアリービーズ,16,20,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石井里沙,2011-03,デンソーエアリービーズ,16,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石川友紀,2010-11,JTマーヴェラス,9,6,27,11,1,40.7,37.0,0,0,0,2,20,0,2,3,1,0,0,13,,1.83,0.33,1.2,0.0
石川友紀,2010-12,JTマーヴェラス,9,20,79,41,2,51.9,49.4,0,0,0,8,77,0,7,30,2,0,0,49,,2.05,0.4,7.5,0.0
石川友紀,2011-01,JTマーヴェラス,9,25,112,56,2,50.0,48.2,0,0,0,19,73,2,10,15,10,7,0,77,,2.24,0.76,4.5,70.0
石川友紀,2011-02,JTマーヴェラス,9,22,99,39,3,39.4,36.4,0,0,0,11,89,5,6,25,11,7,0,55,,1.77,0.5,11.0,63.6
石川友紀,2011-03,JTマーヴェラス,9,9,59,29,4,49.2,42.4,0,0,0,7,32,1,0,6,1,1,0,37,,3.22,0.78,7.8,100.0
石田瑞穂,2010-11,久光製薬スプリングス,22,9,91,27,5,29.7,24.2,7,2,0,2,50,1,4,12,76,48,0,30,28.6,3.0,0.22,6.0,63.2
石田瑞穂,2010-12,久光製薬スプリングス,22,23,177,60,9,33.9,28.8,16,4,1,7,92,5,8,33,175,117,0,72,25.0,2.61,0.3,12.2,66.9
石田瑞穂,2011-01,久光製薬スプリングス,22,31,291,110,6,37.8,35.7,27,11,1,10,112,5,8,34,260,167,0,125,40.7,3.55,0.32,10.3,64.2
石田瑞穂,2011-02,久光製薬スプリングス,22,34,306,98,10,32.0,28.8,31,13,2,11,125,4,7,46,185,130,0,113,41.9,2.88,0.32,11.0,70.3
石田瑞穂,2011-03,久光製薬スプリングス,22,7,67,17,3,25.4,20.9,4,1,0,1,17,0,0,6,18,14,0,18,25.0,2.43,0.14,8.8,77.8
福田舞,2010-11,岡山シーガルズ,5,6,75,27,2,36.0,33.3,3,0,0,5,24,0,1,4,17,13,0,32,0.0,4.5,0.83,3.1,76.5
福田舞,2010-12,岡山シーガルズ,5,21,222,82,10,36.9,32.4,2,1,0,3,66,3,10,22,48,29,0,88,50.0,3.9,0.14,9.1,60.4
福田舞,2011-01,岡山シーガルズ,5,25,266,86,13,32.3,27.4,6,2,2,7,63,3,6,14,38,23,0,96,33.3,3.44,0.28,7.9,60.5
福田舞,2011-02,岡山シーガルズ,5,27,173,64,10,37.0,31.2,8,3,1,4,63,0,6,17,23,11,0,68,37.5,2.37,0.15,4.4,47.8
福田舞,2011-03,岡山シーガルズ,5,6,47,13,3,27.7,21.3,2,0,0,0,18,1,0,4,19,11,0,14,0.0,2.17,0.0,11.1,57.9
秋山美幸,2010-11,NECレッドロケッツ,7,6,0,0,0,,,0,0,0,0,11,2,1,3,0,0,0,2,,0.0,0.0,22.7,
秋山美幸,2010-12,NECレッドロケッツ,7,22,0,0,0,,,0,0,0,0,35,1,2,9,0,0,0,1,,0.0,0.0,7.9,
秋山美幸,2011-01,NECレッドロケッツ,7,22,4,1,0,25.0,25.0,0,0,0,2,42,1,1,7,0,0,0,4,,0.05,0.09,6.0,
秋山美幸,2011-02,NECレッドロケッツ,7,12,3,1,0,33.3,33.3,0,0,0,2,13,0,0,6,0,0,0,3,,0.08,0.17,11.5,
秋山美幸,2011-03,NECレッドロケッツ,7,5,2,0,0,0.0,0.0,0,0,0,1,9,0,1,2,0,0,0,1,,0.0,0.2,2.8,
竹下佳江,2010-11,JTマーヴェラス,7,5,2,1,0,50.0,50.0,0,0,0,3,12,0,3,1,0,0,0,4,,0.2,0.6,-4.2,
竹下佳江,2010-12,JTマーヴェラス,7,20,7,6,1,85.7,71.4,0,0,0,1,81,4,4,24,0,0,0,11,,0.3,0.05,11.1,
竹下佳江,2011-01,JTマーヴェラス,7,25,9,7,0,77.8,77.8,0,0,0,4,110,2,5,29,0,0,0,13,,0.28,0.16,7.3,
竹下佳江,2011-02,JTマーヴェラス,7,31,8,5,0,62.5,62.5,0,0,0,4,98,1,7,22,0,0,0,10,,0.16,0.13,4.8,
竹下佳江,2011-03,JTマーヴェラス,7,9,1,1,0,100.0,100.0,0,0,0,1,42,1,3,13,0,0,0,3,,0.11,0.11,8.3,
筒井さやか,2011-01,久光製薬スプリングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井さやか,2011-02,久光製薬スプリングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井さやか,2011-03,久光製薬スプリングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井視穂子,2010-11,久光製薬スプリングス,7,4,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,0,,0.0,0.0,,66.7
筒井視穂子,2010-12,久光製薬スプリングス,7,10,0,0,0,,,0,0,0,0,1,0,0,0,19,8,0,0,,0.0,0.0,0.0,42.1
筒井視穂子,2011-01,久光製薬スプリングス,7,19,1,0,0,0.0,0.0,1,0,0,0,2,0,0,1,34,19,0,0,0.0,0.0,0.0,12.5,55.9
筒井視穂子,2011-02,久光製薬スプリングス,7,21,0,0,0,,,0,0,0,0,0,0,0,0,40,31,0,0,,0.0,0.0,,77.5
筒井視穂子,2011-03,久光製薬スプリングス,7,8,0,0,0,,,0,0,0,0,7,0,0,0,2,2,0,0,,0.0,0.0,0.0,100.0
築地保奈美,2010-11,東レアローズ,10,1,6,1,1,16.7,0.0,0,0,0,1,2,0,0,0,0,0,0,2,,1.0,1.0,0.0,
築地保奈美,2010-12,東レアローズ,10,13,28,11,1,39.3,35.7,0,0,0,8,54,1,7,16,0,0,0,20,,0.85,0.62,6.0,
築地保奈美,2011-01,東レアローズ,10,20,55,19,2,34.5,30.9,0,0,0,7,62,0,7,17,2,1,0,26,,0.95,0.35,4.0,50.0
築地保奈美,2011-02,東レアローズ,10,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
築地保奈美,2011-03,東レアローズ,10,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
米村信子,2010-11,岡山シーガルズ,3,4,23,5,1,21.7,17.4,0,0,0,1,10,0,1,2,9,7,0,6,,1.25,0.25,2.5,77.8
米村信子,2010-12,岡山シーガルズ,3,8,48,10,1,20.8,18.8,1,0,0,1,17,0,1,5,26,18,0,11,0.0,1.25,0.12,5.9,69.2
米村信子,2011-01,岡山シーガルズ,3,16,95,20,3,21.1,17.9,0,0,0,0,29,0,2,3,54,30,0,20,,1.25,0.0,0.9,55.6
米村信子,2011-02,岡山シーガルズ,3,26,239,64,5,26.8,24.7,1,0,0,9,72,2,3,3,86,61,0,75,0.0,2.46,0.35,2.8,70.9
米村信子,2011-03,岡山シーガルズ,3,5,47,15,0,31.9,31.9,0,0,0,1,9,0,0,0,27,20,0,16,,3.0,0.2,0.0,74.1
細田絵理,2010-11,デンソーエアリービーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細田絵理,2010-12,デンソーエアリービーズ,4,13,90,35,4,38.9,34.4,0,0,0,2,33,0,3,14,34,19,0,37,,2.69,0.15,8.3,55.9
細田絵理,2011-01,デンソーエアリービーズ,4,13,127,36,10,28.3,20.5,7,1,2,1,33,0,2,16,10,4,0,37,14.3,2.77,0.08,10.6,40.0
細田絵理,2011-02,デンソーエアリービーズ,4,13,132,38,7,28.8,23.5,2,0,0,3,34,2,7,8,16,10,0,43,0.0,2.92,0.23,6.6,62.5
細田絵理,2011-03,デンソーエアリービーズ,4,3,17,6,0,35.3,35.3,0,0,0,0,3,0,1,0,3,3,0,6,,2.0,0.0,-8.3,100.0
羽根翠,2010-11,トヨタ車体クインシーズ,20,6,2,1,0,50.0,50.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.17,0.17,,
羽根翠,2010-12,トヨタ車体クインシーズ,20,20,13,6,2,46.2,30.8,0,0,0,1,8,0,1,3,2,1,0,7,,0.3,0.05,6.2,50.0
羽根翠,2011-01,トヨタ車体クインシーズ,20,16,22,6,2,27.3,18.2,0,0,0,1,15,1,0,4,0,0,0,8,,0.38,0.06,13.3,
羽根翠,2011-02,トヨタ車体クインシーズ,20,12,3,3,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,4,,0.25,0.08,,
羽根翠,2011-03,トヨタ車体クインシーズ,20,7,25,8,0,32.0,32.0,0,0,0,3,23,1,1,7,2,1,0,12,,1.14,0.43,10.9,50.0
船崎恵視,2010-11,トヨタ車体クインシーズ,4,8,1,1,0,100.0,100.0,0,0,0,1,28,0,3,9,0,0,0,2,,0.12,0.12,5.4,
船崎恵視,2010-12,トヨタ車体クインシーズ,4,21,9,3,1,33.3,22.2,0,0,0,2,78,3,9,25,0,0,0,8,,0.14,0.1,9.0,
船崎恵視,2011-01,トヨタ車体クインシーズ,4,30,8,2,0,25.0,25.0,0,0,0,3,99,3,8,38,0,0,0,8,,0.07,0.1,10.6,
船崎恵視,2011-02,トヨタ車体クインシーズ,4,29,5,1,0,20.0,20.0,0,0,0,6,107,2,7,36,1,1,0,9,,0.03,0.21,8.6,100.0
船崎恵視,2011-03,トヨタ車体クインシーズ,4,8,5,5,0,100.0,100.0,0,0,0,2,37,2,2,8,0,0,0,9,,0.62,0.25,9.5,
芥川愛加,2010-12,JTマーヴェラス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芥川愛加,2011-01,JTマーヴェラス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芥川愛加,2011-02,JTマーヴェラス,20,6,17,3,2,17.6,5.9,0,0,0,1,14,0,1,0,0,0,0,4,,0.5,0.17,-1.8,
芥川愛加,2011-03,JTマーヴェラス,20,5,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
芦野李沙,2010-11,パイオニアレッドウィングス,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芦野李沙,2010-12,パイオニアレッドウィングス,19,3,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,0,,0.0,0.0,0.0,
芦野李沙,2011-01,パイオニアレッドウィングス,19,18,0,0,0,,,0,0,0,0,6,0,1,0,18,11,0,0,,0.0,0.0,-4.2,61.1
芦野李沙,2011-02,パイオニアレッドウィングス,19,29,0,0,0,,,0,0,0,0,0,0,0,0,52,29,0,0,,0.0,0.0,,55.8
芦野李沙,2011-03,パイオニアレッドウィングス,19,7,0,0,0,,,0,0,0,0,0,0,0,0,12,5,0,0,,0.0,0.0,,41.7
若浦貴子,2010-11,岡山シーガルズ,33,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
若浦貴子,2010-12,岡山シーガルズ,33,3,10,1,1,10.0,0.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.33,0.33,,
若浦貴子,2011-01,岡山シーガルズ,33,15,99,26,1,26.3,25.3,0,0,0,4,28,0,1,4,2,0,0,30,,1.73,0.27,2.7,0.0
若浦貴子,2011-02,岡山シーガルズ,33,29,267,56,6,21.0,18.7,0,0,0,8,62,0,2,6,13,7,0,64,,1.93,0.28,1.6,53.8
荒木絵里香,2010-11,東レアローズ,2,6,40,18,2,45.0,40.0,0,0,0,4,21,2,3,7,0,0,0,24,,3.0,0.67,14.3,
荒木絵里香,2010-12,東レアローズ,2,14,65,34,2,52.3,49.2,0,0,0,11,50,1,2,24,2,1,0,46,,2.43,0.79,13.0,50.0
荒木絵里香,2011-01,東レアローズ,2,31,150,75,9,50.0,44.0,0,0,0,20,109,3,11,40,5,4,0,98,,2.42,0.65,9.4,80.0
荒木絵里香,2011-02,東レアローズ,2,32,153,74,10,48.4,41.8,0,0,0,24,94,2,7,29,2,2,0,100,,2.31,0.75,8.0,100.0
荒木絵里香,2011-03,東レアローズ,2,8,33,20,1,60.6,57.6,0,0,0,3,23,4,1,10,1,1,0,27,,2.5,0.38,27.2,100.0
藤原亜紀,2010-12,トヨタ車体クインシーズ,14,1,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
藤原亜紀,2011-01,トヨタ車体クインシーズ,14,9,84,28,11,33.3,20.2,4,1,2,4,23,1,1,1,0,0,0,33,25.0,3.11,0.44,4.3,
藤原亜紀,2011-02,トヨタ車体クインシーズ,14,8,46,13,1,28.3,26.1,2,0,0,0,15,1,0,3,1,1,0,14,0.0,1.62,0.0,11.7,100.0
