名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
筒井さやか,2014-03,久光製薬スプリングス,20,24,5,8,29,0,0,0,,,0,0,0,0,0,0,0,0,139,90,0,0,,0.0,0.0,,64.7
筒井視穂子,2013-11,久光製薬スプリングス,7,3,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筒井視穂子,2013-12,久光製薬スプリングス,7,10,10,2,5,1,0,0,0.0,0.0,0,0,0,0,5,0,0,2,11,5,0,0,,0.0,0.0,10.0,45.5
筒井視穂子,2014-01,久光製薬スプリングス,7,7,8,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筒井視穂子,2014-02,久光製薬スプリングス,7,21,1,7,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
筒井視穂子,2014-03,久光製薬スプリングス,7,24,5,8,7,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
細川絢加,2013-11,日立リヴァーレ,1,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川絢加,2013-12,日立リヴァーレ,1,10,12,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
細川絢加,2014-01,日立リヴァーレ,1,11,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川絢加,2014-02,日立リヴァーレ,1,17,15,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川絢加,2014-03,日立リヴァーレ,1,7,8,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
臼井千景,2013-11,JTマーヴェラス,14,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
臼井千景,2013-12,JTマーヴェラス,14,12,11,4,10,0,0,0,,,0,0,0,0,7,0,1,3,7,3,0,0,,0.0,0.0,7.1,42.9
臼井千景,2014-01,JTマーヴェラス,14,8,16,1,20,0,0,0,,,0,0,0,0,0,0,0,0,20,9,0,0,,0.0,0.0,,45.0
臼井千景,2014-02,JTマーヴェラス,14,8,23,1,26,0,0,0,,,0,0,0,0,0,0,0,0,51,29,0,0,,0.0,0.0,,56.9
臼井千景,2014-03,JTマーヴェラス,14,18,14,5,31,0,0,0,,,0,0,0,0,0,0,0,0,87,48,0,0,,0.0,0.0,,55.2
芦野真未,2014-01,パイオニアレッドウィングス,19,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芦野真未,2014-02,パイオニアレッドウィングス,19,0,9,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芦野真未,2014-03,パイオニアレッドウィングス,19,5,12,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤原亜紀,2013-11,トヨタ車体クインシーズ,14,1,3,0,2,27,7,2,25.9,18.5,0,0,0,1,4,0,0,0,6,5,0,8,,3.5,0.5,0.0,83.3
藤原亜紀,2013-12,トヨタ車体クインシーズ,14,8,11,2,13,114,39,7,34.2,28.1,8,1,3,3,35,1,2,10,70,26,0,43,12.5,3.0,0.23,8.6,37.1
藤原亜紀,2014-01,トヨタ車体クインシーズ,14,13,10,4,8,73,21,5,28.8,21.9,8,1,0,0,13,0,2,3,23,14,0,21,12.5,2.62,0.0,1.9,60.9
藤原亜紀,2014-02,トヨタ車体クインシーズ,14,17,12,5,14,114,36,10,31.6,22.8,17,6,3,0,29,0,1,6,34,19,0,36,35.3,2.57,0.0,4.3,55.9
藤原亜紀,2014-03,トヨタ車体クインシーズ,14,13,17,4,12,81,17,4,21.0,16.0,7,1,0,0,14,0,2,3,26,10,0,17,14.3,1.42,0.0,1.8,38.5
藤田夏未,2013-11,トヨタ車体クインシーズ,4,1,3,0,4,0,0,0,,,0,0,0,0,22,0,1,7,0,0,0,0,,0.0,0.0,6.8,
藤田夏未,2013-12,トヨタ車体クインシーズ,4,8,11,2,19,6,1,0,16.7,16.7,0,0,0,2,63,3,3,24,0,0,0,6,,0.05,0.11,13.1,
藤田夏未,2014-01,トヨタ車体クインシーズ,4,13,10,4,23,10,3,0,30.0,30.0,0,0,0,2,71,4,7,29,0,0,0,9,,0.13,0.09,13.4,
藤田夏未,2014-02,トヨタ車体クインシーズ,4,17,12,5,29,14,2,0,14.3,14.3,1,0,0,3,111,3,8,52,0,0,0,8,0.0,0.07,0.1,12.6,
藤田夏未,2014-03,トヨタ車体クインシーズ,4,13,17,4,30,14,3,0,21.4,21.4,1,0,0,4,118,2,8,46,0,0,0,9,0.0,0.1,0.13,9.7,
衛藤智美,2013-11,トヨタ車体クインシーズ,6,1,3,0,4,16,8,0,50.0,50.0,0,0,0,2,12,1,1,2,1,1,0,11,,2.0,0.5,10.4,100.0
衛藤智美,2013-12,トヨタ車体クインシーズ,6,8,11,2,14,37,17,2,45.9,40.5,0,0,0,3,57,1,2,22,1,0,0,21,,1.21,0.21,10.5,0.0
衛藤智美,2014-01,トヨタ車体クインシーズ,6,13,10,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
衛藤智美,2014-02,トヨタ車体クインシーズ,6,17,12,5,7,0,0,0,,,0,0,0,0,10,1,1,5,0,0,0,1,,0.0,0.0,20.0,
衛藤智美,2014-03,トヨタ車体クインシーズ,6,13,17,4,4,16,5,0,31.2,31.2,0,0,0,0,12,0,0,1,0,0,0,5,,1.25,0.0,2.1,
近江あかり,2013-11,NECレッドロケッツ,6,1,3,0,4,16,3,0,18.8,18.8,1,0,0,0,10,0,1,3,11,6,0,3,0.0,0.75,0.0,5.0,54.5
近江あかり,2013-12,NECレッドロケッツ,6,5,9,0,12,62,18,2,29.0,25.8,2,0,0,3,40,0,3,13,46,32,0,21,0.0,1.5,0.25,6.2,69.6
近江あかり,2014-01,NECレッドロケッツ,6,13,12,3,23,147,45,13,30.6,21.8,0,0,0,7,71,0,3,37,128,67,0,52,,1.96,0.3,12.0,52.3
近江あかり,2014-02,NECレッドロケッツ,6,18,13,5,28,200,64,12,32.0,26.0,3,0,0,17,97,6,7,41,164,104,0,87,0.0,2.29,0.61,14.9,63.4
近江あかり,2014-03,NECレッドロケッツ,6,15,16,3,31,240,69,11,28.7,24.2,2,0,0,9,116,4,10,37,233,149,0,82,0.0,2.23,0.29,9.3,63.9
迫田さおり,2013-11,東レアローズ,6,0,3,0,3,45,18,3,40.0,33.3,10,2,2,2,9,0,0,5,0,0,0,20,20.0,6.0,0.67,13.9,
迫田さおり,2013-12,東レアローズ,6,14,10,4,24,296,117,19,39.5,33.1,80,38,2,13,79,1,3,21,8,3,0,131,47.5,4.88,0.54,7.0,37.5
迫田さおり,2014-01,東レアローズ,6,17,8,5,25,230,97,9,42.2,38.3,61,24,3,9,55,2,4,18,0,0,0,108,39.3,3.88,0.36,10.0,
迫田さおり,2014-02,東レアローズ,6,17,16,5,32,286,105,24,36.7,28.3,60,22,7,11,85,3,6,30,2,1,0,119,36.7,3.28,0.34,10.6,50.0
迫田さおり,2014-03,東レアローズ,6,15,18,4,33,384,146,28,38.0,30.7,108,44,10,14,108,5,5,35,4,1,0,165,40.7,4.42,0.42,11.6,25.0
遠井萌仁,2013-11,日立リヴァーレ,12,3,0,1,3,15,4,0,26.7,26.7,1,0,0,3,10,0,1,4,32,18,0,7,0.0,1.33,1.0,7.5,56.2
遠井萌仁,2013-12,日立リヴァーレ,12,10,12,2,22,115,32,8,27.8,20.9,10,2,1,9,82,4,6,28,238,133,0,45,20.0,1.45,0.41,11.6,55.9
遠井萌仁,2014-01,日立リヴァーレ,12,11,12,3,21,121,40,6,33.1,28.1,3,1,0,10,73,1,3,30,184,121,0,51,33.3,1.9,0.48,10.6,65.8
遠井萌仁,2014-02,日立リヴァーレ,12,17,15,4,32,199,81,12,40.7,34.7,6,1,1,8,141,3,7,46,270,157,0,92,16.7,2.53,0.25,9.0,58.1
遠井萌仁,2014-03,日立リヴァーレ,12,15,21,2,29,152,48,8,31.6,26.3,5,0,3,11,122,5,13,35,232,140,0,64,0.0,1.66,0.38,8.6,60.3
都築有美子,2013-11,NECレッドロケッツ,3,1,3,0,3,29,3,0,10.3,10.3,0,0,0,0,7,0,2,0,20,15,0,3,,1.0,0.0,-7.1,75.0
都築有美子,2013-12,NECレッドロケッツ,3,8,12,1,14,70,21,3,30.0,25.7,1,0,0,1,25,1,1,10,58,35,0,23,0.0,1.5,0.07,13.0,60.3
都築有美子,2014-01,NECレッドロケッツ,3,13,12,3,24,140,51,1,36.4,35.7,1,0,0,4,69,5,7,18,108,60,0,60,0.0,2.12,0.17,11.2,55.6
都築有美子,2014-02,NECレッドロケッツ,3,18,13,5,29,233,79,10,33.9,29.6,3,3,0,9,104,6,7,34,206,116,0,94,100.0,2.72,0.31,12.3,56.3
都築有美子,2014-03,NECレッドロケッツ,3,15,16,3,30,248,83,13,33.5,28.2,0,0,0,12,90,4,12,34,196,136,0,99,,2.77,0.4,10.6,69.4
野本梨佳,2013-11,久光製薬スプリングス,8,3,0,1,2,23,6,3,26.1,13.0,4,1,2,1,5,0,0,5,2,1,0,7,25.0,3.0,0.5,25.0,50.0
野本梨佳,2013-12,久光製薬スプリングス,8,12,13,2,19,155,47,11,30.3,23.2,13,2,3,3,32,0,3,15,0,0,0,50,15.4,2.47,0.16,9.4,
野本梨佳,2014-01,久光製薬スプリングス,8,10,7,3,2,1,0,0,0.0,0.0,0,0,0,0,2,0,0,0,2,1,0,0,,0.0,0.0,0.0,50.0
野本梨佳,2014-02,久光製薬スプリングス,8,12,1,4,2,10,1,0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.5,0.5,,
野本梨佳,2014-03,久光製薬スプリングス,8,21,5,7,18,93,38,8,40.9,32.3,6,3,1,6,26,0,0,14,28,14,0,44,50.0,2.11,0.33,13.5,50.0
野村明日香,2013-11,東レアローズ,17,0,3,0,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
野村明日香,2013-12,東レアローズ,17,14,10,4,1,4,1,1,25.0,0.0,0,0,0,0,3,0,0,0,8,5,0,1,,1.0,0.0,0.0,62.5
野村明日香,2014-01,東レアローズ,17,17,8,5,3,15,2,4,13.3,-13.3,1,0,1,0,6,0,0,4,15,8,0,2,0.0,0.67,0.0,16.7,53.3
野村明日香,2014-02,東レアローズ,17,14,11,4,1,0,0,0,,,0,0,0,0,1,0,0,0,4,0,0,0,,0.0,0.0,0.0,0.0
金子早織,2013-12,NECレッドロケッツ,12,3,3,1,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
金子早織,2014-01,NECレッドロケッツ,12,13,12,3,10,0,0,0,,,0,0,0,0,15,1,4,3,0,0,0,1,,0.0,0.0,5.0,
金子早織,2014-02,NECレッドロケッツ,12,18,13,5,6,0,0,0,,,0,0,0,0,7,1,1,0,0,0,0,1,,0.0,0.0,10.7,
金子早織,2014-03,NECレッドロケッツ,12,15,16,3,6,0,0,0,,,0,0,0,0,7,0,1,2,0,0,0,0,,0.0,0.0,3.6,
金杉由香,2014-03,JTマーヴェラス,20,8,7,2,1,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
長岡望悠,2013-12,久光製薬スプリングス,1,10,10,2,16,91,36,9,39.6,29.7,33,8,5,7,37,0,4,9,1,0,0,43,24.2,2.25,0.44,3.4,0.0
長岡望悠,2014-01,久光製薬スプリングス,1,13,9,4,21,181,80,12,44.2,37.6,35,9,4,10,66,2,6,18,5,4,0,92,25.7,3.81,0.48,7.6,80.0
長岡望悠,2014-02,久光製薬スプリングス,1,24,1,8,25,276,125,18,45.3,38.8,59,21,4,4,94,3,6,41,7,6,0,132,35.6,5.0,0.16,12.5,85.7
長岡望悠,2014-03,久光製薬スプリングス,1,24,5,8,29,239,109,14,45.6,39.7,42,13,5,4,104,7,6,36,5,1,0,120,31.0,3.76,0.14,13.9,20.0
関李香,2013-11,岡山シーガルズ,4,3,1,1,2,5,1,0,20.0,20.0,0,0,0,1,4,0,2,1,0,0,0,2,,0.5,0.5,-6.2,
関李香,2013-12,岡山シーガルズ,4,13,8,3,15,51,24,1,47.1,45.1,1,0,0,6,45,3,3,13,0,0,0,33,0.0,1.6,0.4,12.2,
関李香,2014-01,岡山シーガルズ,4,14,6,4,11,26,10,1,38.5,34.6,0,0,0,4,15,1,0,7,0,0,0,15,,0.91,0.36,18.3,
関李香,2014-02,岡山シーガルズ,4,14,15,4,23,113,47,3,41.6,38.9,0,0,0,17,66,4,5,16,1,0,0,68,,2.04,0.74,10.2,0.0
関李香,2014-03,岡山シーガルズ,4,18,15,5,25,85,31,4,36.5,31.8,0,0,0,17,69,7,3,21,1,0,0,55,,1.24,0.68,16.7,0.0
香野晶子,2013-11,パイオニアレッドウィングス,2,0,3,0,3,11,3,0,27.3,27.3,0,0,0,3,5,0,1,1,0,0,0,6,,1.0,1.0,0.0,
香野晶子,2013-12,パイオニアレッドウィングス,2,10,10,2,20,89,33,5,37.1,31.5,1,0,1,9,61,1,5,32,9,8,0,43,0.0,1.65,0.45,12.7,88.9
香野晶子,2014-01,パイオニアレッドウィングス,2,2,18,0,20,92,38,6,41.3,34.8,1,0,0,8,71,3,8,21,5,4,0,49,0.0,1.9,0.4,8.8,80.0
香野晶子,2014-02,パイオニアレッドウィングス,2,4,24,0,28,131,49,5,37.4,33.6,0,0,0,12,87,0,5,38,9,5,0,61,,1.75,0.43,9.5,55.6
香野晶子,2014-03,パイオニアレッドウィングス,2,5,8,1,8,38,13,1,34.2,31.6,0,0,0,1,23,0,1,9,1,0,0,14,,1.62,0.12,8.7,0.0
高本佳澄,2013-12,トヨタ車体クインシーズ,9,4,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高本佳澄,2014-02,トヨタ車体クインシーズ,9,6,2,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高本佳澄,2014-03,トヨタ車体クインシーズ,9,0,6,0,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,1,0,0,2,,2.0,0.0,,0.0
高橋咲妃惠,2013-11,トヨタ車体クインシーズ,13,1,3,0,4,0,0,0,,,0,0,0,0,0,0,0,0,43,29,0,0,,0.0,0.0,,67.4
高橋咲妃惠,2013-12,トヨタ車体クインシーズ,13,8,11,2,19,0,0,0,,,0,0,0,0,0,0,0,0,66,38,0,0,,0.0,0.0,,57.6
高橋咲妃惠,2014-01,トヨタ車体クインシーズ,13,13,10,4,23,0,0,0,,,0,0,0,0,0,0,0,0,48,25,0,0,,0.0,0.0,,52.1
高橋咲妃惠,2014-02,トヨタ車体クインシーズ,13,17,12,5,21,0,0,0,,,0,0,0,0,0,0,0,0,63,44,0,0,,0.0,0.0,,69.8
高橋咲妃惠,2014-03,トヨタ車体クインシーズ,13,10,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋昌美,2013-11,JTマーヴェラス,2,3,1,1,4,49,17,2,34.7,30.6,5,2,1,2,18,0,0,7,27,19,0,19,40.0,4.25,0.5,9.7,70.4
高橋昌美,2013-12,JTマーヴェラス,2,12,11,4,23,215,80,15,37.2,30.2,20,6,3,6,96,7,10,36,195,100,0,93,30.0,3.48,0.26,14.1,51.3
高橋昌美,2014-01,JTマーヴェラス,2,8,16,1,24,230,76,17,33.0,25.7,32,11,4,3,84,1,7,15,186,108,0,80,34.4,3.17,0.12,3.6,58.1
高橋昌美,2014-02,JTマーヴェラス,2,8,23,1,29,268,67,17,25.0,18.7,19,2,2,3,88,2,8,37,201,118,0,72,10.5,2.31,0.1,10.5,58.7
高橋昌美,2014-03,JTマーヴェラス,2,18,14,5,32,247,81,14,32.8,27.1,4,1,0,2,133,8,12,57,179,97,0,91,25.0,2.53,0.06,14.5,54.2
高橋沙織,2013-11,日立リヴァーレ,11,3,0,1,3,21,11,1,52.4,47.6,3,2,0,1,12,1,1,3,14,8,0,13,66.7,3.67,0.33,12.5,57.1
高橋沙織,2013-12,日立リヴァーレ,11,10,12,2,22,236,75,17,31.8,24.6,40,10,4,5,74,3,3,38,118,59,0,83,25.0,3.41,0.23,15.9,50.0
高橋沙織,2014-01,日立リヴァーレ,11,11,12,3,23,258,76,25,29.5,19.8,47,14,4,13,95,3,8,35,132,81,0,92,29.8,3.3,0.57,10.3,61.4
高橋沙織,2014-02,日立リヴァーレ,11,17,15,4,25,217,64,16,29.5,22.1,35,14,6,15,86,0,3,35,178,88,0,79,40.0,2.56,0.6,9.3,49.4
高橋沙織,2014-03,日立リヴァーレ,11,15,21,2,30,314,95,25,30.3,22.3,54,16,8,18,117,8,4,46,147,75,0,121,29.6,3.17,0.6,15.8,51.0
高田ありさ,2013-11,東レアローズ,4,0,3,0,3,24,9,0,37.5,37.5,3,0,0,0,12,0,1,7,16,7,0,9,0.0,3.0,0.0,12.5,43.8
高田ありさ,2013-12,東レアローズ,4,14,10,4,24,191,84,9,44.0,39.3,4,0,0,2,90,1,6,33,171,120,0,87,0.0,3.5,0.08,8.6,70.2
高田ありさ,2014-01,東レアローズ,4,17,8,5,25,183,80,13,43.7,36.6,5,0,2,8,116,10,11,53,170,103,0,98,0.0,3.2,0.32,17.7,60.6
高田ありさ,2014-02,東レアローズ,4,17,16,5,33,265,101,14,38.1,32.8,5,0,0,5,123,6,12,54,246,147,0,112,0.0,3.06,0.15,13.4,59.8
高田ありさ,2014-03,東レアローズ,4,15,18,4,33,265,99,15,37.4,31.7,6,0,0,8,139,7,15,55,343,227,0,114,0.0,3.0,0.24,12.2,66.2
鳥越未玖,2013-11,NECレッドロケッツ,14,1,3,0,4,0,0,0,,,0,0,0,0,0,0,0,0,24,17,0,0,,0.0,0.0,,70.8
鳥越未玖,2013-12,NECレッドロケッツ,14,8,12,1,20,0,0,0,,,0,0,0,0,0,0,0,0,93,59,0,0,,0.0,0.0,,63.4
鳥越未玖,2014-01,NECレッドロケッツ,14,13,12,3,18,0,0,0,,,0,0,0,0,0,0,0,0,92,66,0,0,,0.0,0.0,,71.7
鳥越未玖,2014-02,NECレッドロケッツ,14,18,13,5,31,0,0,0,,,0,0,0,0,0,0,0,0,148,89,0,0,,0.0,0.0,,60.1
鳥越未玖,2014-03,NECレッドロケッツ,14,15,16,3,31,0,0,0,,,0,0,0,0,0,0,0,0,167,104,0,0,,0.0,0.0,,62.3
