名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
松原広輔,ジェイテクトSTINGS,10,100,27,1,1,0,100.0,100.0,0,0,0,0,33,0,9,6,1,1,0,1,,0.04,0.0,-2.3,100.0
松岡祐太,堺ブレイザーズ,13,100,14,73,37,6,50.7,42.5,26,10,2,2,26,1,10,7,0,0,0,40,38.5,2.64,0.14,1.0,
松崎廣光,サントリーサンバーズ,21,77,15,23,9,2,39.1,30.4,1,0,0,0,34,0,6,11,81,43,0,9,0.0,0.6,0.0,3.7,53.1
松崎良輔,ジェイテクトSTINGS,8,100,47,79,35,6,44.3,36.7,0,0,0,22,95,0,5,15,3,2,0,57,,0.74,0.47,2.6,66.7
松本慶彦,堺ブレイザーズ,1,100,84,268,155,13,57.8,53.0,0,0,0,44,274,10,21,75,6,6,0,209,,1.85,0.52,8.6,100.0
枩田優介,パナソニックパンサーズ,13,100,26,31,13,1,41.9,38.7,0,0,0,11,60,0,5,22,5,1,0,24,,0.5,0.42,7.1,20.0
柴小屋康行,サントリーサンバーズ,5,100,15,43,20,6,46.5,32.6,15,10,2,1,27,2,7,8,12,6,0,23,66.7,1.33,0.07,8.3,50.0
栗山雅史,サントリーサンバーズ,19,100,77,413,204,25,49.4,43.3,61,31,6,42,296,18,64,107,171,90,0,264,50.8,2.65,0.55,9.7,52.6
梅野聡,東レアローズ,9,100,29,9,6,1,66.7,55.6,0,0,0,3,69,0,5,23,2,0,0,9,,0.21,0.1,6.5,0.0
椿山竜介,サントリーサンバーズ,14,78,37,178,88,14,49.4,41.6,83,43,11,3,73,3,16,30,0,0,0,94,51.8,2.38,0.08,8.9,
横田一義,堺ブレイザーズ,12,100,32,73,35,10,47.9,34.2,0,0,0,9,98,3,13,29,2,2,0,47,,1.09,0.28,7.1,100.0
橋本卓也,FC東京,8,100,59,135,71,6,52.6,48.1,0,0,0,11,182,0,12,43,21,12,0,82,,1.2,0.19,4.3,57.1
橋本大智,サントリーサンバーズ,4,89,34,11,5,0,45.5,45.5,0,0,0,7,78,1,11,23,0,0,0,13,,0.15,0.21,5.1,
橘尚吾,FC東京,13,36,2,0,0,0,,,0,0,0,0,0,0,0,0,7,4,0,0,,0.0,0.0,,57.1
橘裕也,FC東京,3,100,76,0,0,0,,,0,0,0,0,0,0,0,0,380,230,0,0,,0.0,0.0,,60.5
永野健,パナソニックパンサーズ,17,100,67,0,0,0,,,0,0,0,0,0,0,0,0,369,261,0,0,,0.0,0.0,,70.7
池田政之,パナソニックパンサーズ,11,98,37,5,3,0,60.0,60.0,1,1,0,1,15,3,8,2,0,0,0,7,100.0,0.08,0.03,10.0,
浅野博亮,ジェイテクトSTINGS,14,100,61,418,192,31,45.9,38.5,84,42,9,19,202,6,26,55,403,228,0,217,50.0,3.15,0.31,6.6,56.6
深津旭弘,JTサンダーズ,17,100,71,11,5,0,45.5,45.5,1,0,0,33,274,5,10,70,5,0,0,43,0.0,0.07,0.46,7.3,0.0
深津英臣,パナソニックパンサーズ,2,100,81,23,14,1,60.9,56.5,0,0,0,18,321,9,17,113,2,0,0,41,,0.17,0.22,10.3,0.0
清水邦広,パナソニックパンサーズ,1,100,83,803,387,68,48.2,39.7,314,148,33,21,331,25,67,95,0,0,0,433,47.1,4.66,0.25,9.7,
清野真一,ジェイテクトSTINGS,4,71,13,24,14,1,58.3,54.2,7,3,0,0,20,2,8,3,1,1,0,16,42.9,1.08,0.0,3.8,100.0
渡辺俊介,東レアローズ,6,100,64,0,0,0,,,0,0,0,0,0,0,0,0,8,4,0,0,,0.0,0.0,,50.0
渡辺奏吾,パナソニックパンサーズ,5,100,71,315,135,21,42.9,36.2,46,24,3,14,201,8,54,59,262,152,0,157,52.2,1.9,0.2,4.6,58.0
瀬戸口竜矢,東レアローズ,8,100,53,106,39,9,36.8,28.3,14,7,0,6,65,1,8,19,150,77,0,46,50.0,0.74,0.11,5.8,51.3
玉宅健太郎,FC東京,2,39,8,0,0,0,,,0,0,0,0,5,0,1,2,0,0,0,0,,0.0,0.0,5.0,
王金剛,東レアローズ,11,55,15,0,0,0,,,0,0,0,0,8,0,1,3,0,0,0,0,,0.0,0.0,6.2,
田城貴之,パナソニックパンサーズ,14,17,25,0,0,0,,,0,0,0,4,13,1,2,6,0,0,0,5,,0.0,0.16,15.4,
町野仁志,JTサンダーズ,2,100,72,130,75,3,57.7,55.4,0,0,0,47,244,2,3,60,9,3,0,124,,1.04,0.65,6.7,33.3
白岩直也,豊田合成トレフェルサ,7,100,88,309,127,20,41.1,34.6,1,0,0,13,291,7,35,86,751,477,0,147,0.0,1.44,0.15,6.8,63.5
白澤健児,パナソニックパンサーズ,6,100,83,182,105,1,57.7,57.1,0,0,0,52,212,2,13,60,16,9,0,159,,1.27,0.63,6.5,56.2
盛重龍,FC東京,22,100,51,63,21,8,33.3,20.6,23,8,4,7,31,2,4,7,95,59,0,30,34.8,0.41,0.14,8.9,62.1
相澤寿,東レアローズ,7,95,26,13,5,0,38.5,38.5,0,0,0,2,15,0,2,6,0,0,0,7,,0.19,0.08,6.7,
石島雄介,堺ブレイザーズ,3,100,84,486,218,39,44.9,36.8,107,62,12,37,283,21,60,59,527,317,0,276,57.9,2.6,0.44,7.3,60.2
福澤達哉,パナソニックパンサーズ,15,88,74,596,277,40,46.5,39.8,105,67,7,29,262,9,59,58,526,339,0,315,63.8,3.74,0.39,3.3,64.4
竹浪貴志,FC東京,5,94,48,118,52,7,44.1,38.1,41,20,4,7,47,1,8,18,0,0,0,60,48.8,1.08,0.15,7.4,
筧本翔昂,JTサンダーズ,20,100,78,109,62,3,56.9,54.1,0,0,0,57,323,4,21,92,5,3,0,123,,0.79,0.73,6.7,60.0
米山裕太,東レアローズ,5,100,78,473,205,20,43.3,39.1,38,17,4,14,261,5,33,66,493,307,0,224,44.7,2.63,0.18,5.1,62.3
米山達也,サントリーサンバーズ,20,100,48,55,17,6,30.9,20.0,2,1,0,3,91,5,10,33,130,76,0,25,50.0,0.35,0.06,11.8,58.5
細中久里寿,豊田合成トレフェルサ,21,11,3,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.33,0.0,,
興梠亮,ジェイテクトSTINGS,12,100,77,0,0,0,,,0,0,0,0,0,0,0,0,444,302,0,0,,0.0,0.0,,68.0
若山智昭,ジェイテクトSTINGS,15,41,11,88,39,10,44.3,33.0,37,12,8,1,39,1,8,9,1,0,0,41,32.4,3.55,0.09,3.2,0.0
菅直哉,JTサンダーズ,6,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤井直伸,東レアローズ,21,100,72,13,9,0,69.2,69.2,2,1,0,15,251,3,6,89,6,0,0,27,50.0,0.12,0.21,9.5,0.0
衛藤英興,FC東京,15,67,63,126,56,6,44.4,39.7,0,0,0,32,179,2,4,35,6,2,0,90,,0.89,0.51,5.4,33.3
袴谷亮介,ジェイテクトSTINGS,11,58,12,32,13,3,40.6,31.2,0,0,0,2,38,3,14,10,5,1,0,18,,1.08,0.17,5.3,20.0
西尾太作,FC東京,24,68,17,20,7,2,35.0,25.0,1,0,0,1,9,0,2,1,5,0,0,8,0.0,0.41,0.06,-2.8,0.0
角田辰徳,ジェイテクトSTINGS,18,99,38,144,48,7,33.3,28.5,22,5,2,7,70,2,7,19,88,48,0,57,22.7,1.26,0.18,7.1,54.5
谷村孝,パナソニックパンサーズ,18,100,45,6,2,0,33.3,33.3,0,0,0,0,20,0,1,1,138,86,0,2,,0.04,0.0,0.0,62.3
越川優,JTサンダーズ,7,100,79,610,270,39,44.3,37.9,98,50,10,26,308,23,84,112,474,296,0,319,51.0,3.42,0.33,9.7,62.4
辰巳正敏,ジェイテクトSTINGS,17,45,38,88,54,8,61.4,52.3,0,0,0,17,136,3,18,25,5,4,0,74,,1.42,0.45,3.5,80.0
近裕崇,豊田合成トレフェルサ,6,100,87,201,117,15,58.2,50.7,0,0,0,55,352,8,18,126,5,1,0,180,,1.34,0.63,9.9,20.0
酒井大祐,JTサンダーズ,3,100,79,0,0,0,,,0,0,0,0,0,0,0,0,390,291,0,0,,0.0,0.0,,74.6
重村健太,豊田合成トレフェルサ,3,78,25,0,0,0,,,0,0,0,0,22,0,1,5,0,0,0,0,,0.0,0.0,4.5,
金丸晃大,ジェイテクトSTINGS,2,100,77,156,88,9,56.4,50.6,0,0,0,53,272,5,14,80,15,10,0,146,,1.14,0.69,7.9,66.7
金子隆行,サントリーサンバーズ,8,98,62,184,78,5,42.4,39.7,4,1,0,9,178,4,27,33,434,272,0,91,25.0,1.26,0.15,3.1,62.7
鈴木寛史,サントリーサンバーズ,2,100,76,183,99,11,54.1,48.1,0,0,0,62,206,7,34,51,7,7,0,168,,1.3,0.82,5.5,100.0
鈴木悠二,東レアローズ,18,100,73,167,62,7,37.1,32.9,23,9,2,8,162,8,25,68,110,59,0,78,39.1,0.85,0.11,11.6,53.6
鈴木頌卓,FC東京,21,95,34,41,17,4,41.5,31.7,0,0,0,11,100,3,11,34,1,0,0,31,,0.5,0.32,8.8,0.0
長友優磨,FC東京,14,67,53,29,10,0,34.5,34.5,8,2,0,1,72,2,6,29,1,0,0,13,25.0,0.19,0.02,10.8,0.0
阿部純也,ジェイテクトSTINGS,3,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
阿部裕太,サントリーサンバーズ,9,100,64,18,12,1,66.7,61.1,0,0,0,15,160,5,8,30,3,0,0,32,,0.19,0.23,6.6,0.0
高志保匡,FC東京,19,55,8,0,0,0,,,0,0,0,0,2,0,1,1,8,5,0,0,,0.0,0.0,0.0,62.5
高松卓矢,豊田合成トレフェルサ,12,98,71,422,173,29,41.0,34.1,48,20,6,10,234,12,43,81,182,105,0,195,41.7,2.44,0.14,9.2,57.7
高橋和人,ジェイテクトSTINGS,7,100,73,367,178,24,48.5,42.0,39,20,5,15,231,11,48,70,462,293,0,204,51.3,2.44,0.21,7.1,63.4
高橋慎治,ジェイテクトSTINGS,6,100,77,11,7,0,63.6,63.6,0,0,0,9,276,5,27,78,3,0,0,21,,0.09,0.12,6.4,0.0
高橋賢,サントリーサンバーズ,3,83,20,0,0,0,,,0,0,0,0,0,0,0,0,117,75,0,0,,0.0,0.0,,64.1
高橋駿,FC東京,16,100,49,21,10,1,47.6,42.9,0,0,0,4,129,1,1,32,2,0,0,15,,0.2,0.08,6.8,0.0
鶴田大樹,サントリーサンバーズ,11,100,66,0,0,0,,,0,0,0,0,0,0,0,0,440,294,0,0,,0.0,0.0,,66.8
黒木康太郎,東レアローズ,17,40,38,99,56,5,56.6,51.5,0,0,0,25,113,2,25,19,5,4,0,83,,1.47,0.66,0.4,80.0
黒澤雄介,豊田合成トレフェルサ,16,49,13,6,2,1,33.3,16.7,1,0,1,0,16,0,4,4,5,4,0,2,0.0,0.15,0.0,0.0,80.0
