名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
松本慶彦,03,NECブルーロケッツ,11,7,12,8,1,66.7,58.3,0,0,0,2,20,0,1,4,2,2,0,10,,1.1,0.3,3.8,100.0
栗原圭介,03,サントリーサンバーズ,6,3,0,0,0,,,0,0,0,0,18,0,1,1,0,0,0,0,,0.0,0.0,0.0,
桑田鎮典,03,サントリーサンバーズ,9,2,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.5,,
津曲勝利,03,サントリーサンバーズ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,10,10,0,0,,0.0,0.0,,100.0
浅倉勇,03,NECブルーロケッツ,3,4,26,11,2,42.3,34.6,1,1,0,0,12,0,0,2,26,22,0,11,100.0,2.8,0.0,4.2,84.6
澤畠雄一郎,03,堺ブレイザーズ,1,7,24,11,1,45.8,41.7,0,0,0,2,28,1,4,8,2,1,0,14,,1.6,0.3,7.1,50.0
濱島哲也,03,NECブルーロケッツ,19,7,0,0,0,,,0,0,0,0,0,0,0,0,37,26,0,0,,0.0,0.0,,70.3
田中飛鳥,03,堺ブレイザーズ,14,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,0,,0.0,0.0,25.0,
町野仁志,03,JTサンダーズ,18,2,1,0,1,0.0,-100.0,0,0,0,1,3,0,1,1,0,0,0,1,,0.0,0.5,0.0,
直弘龍治,03,JTサンダーズ,10,3,17,6,1,35.3,29.4,10,3,1,1,9,0,0,3,0,0,0,7,30.0,2.0,0.3,8.3,
石島雄介,03,堺ブレイザーズ,3,7,49,28,2,57.1,53.1,3,2,0,3,24,1,3,5,38,21,0,32,66.7,4.0,0.4,6.2,55.3
細川延由,03,NECブルーロケッツ,2,5,29,7,2,24.1,17.2,10,2,0,1,15,0,1,5,22,13,0,8,20.0,1.4,0.2,6.7,59.1
脇戸新之助,03,NECブルーロケッツ,9,5,0,0,0,,,0,0,0,0,14,0,0,5,0,0,0,0,,0.0,0.0,8.9,
臺光章,03,JTサンダーズ,6,3,0,0,0,,,0,0,0,0,7,0,0,3,0,0,0,0,,0.0,0.0,10.7,
荻野正二,03,サントリーサンバーズ,10,3,13,8,0,61.5,61.5,0,0,0,0,10,0,3,0,26,24,0,8,,2.7,0.0,-7.5,92.3
西田靖宏,03,サントリーサンバーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
越川優,03,サントリーサンバーズ,7,3,18,13,0,72.2,72.2,4,3,0,3,11,2,3,3,16,12,0,18,75.0,4.3,1.0,18.2,75.0
酒井大祐,03,JTサンダーズ,21,3,0,0,0,,,0,0,0,0,0,0,0,0,14,9,0,0,,0.0,0.0,,64.3
金井修也,03,堺ブレイザーズ,21,7,4,3,0,75.0,75.0,0,0,0,0,24,0,4,5,0,0,0,3,,0.4,0.0,1.0,
鈴木健太,03,NECブルーロケッツ,22,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
鈴木寛史,03,サントリーサンバーズ,21,3,12,8,0,66.7,66.7,0,0,0,2,10,0,3,0,1,0,0,10,,2.7,0.7,-7.5,0.0
青木一平,03,NECブルーロケッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
