試合日,年月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-02,2019-03,久光製薬スプリングス,デンソーエアリービーズ,3,0,1,25,,加藤光,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,1,,中元南,3,■,■,■,nan,nan,25,5,0,20.0,20.0,1.67,5,1,0,20.0,0,-,11,1,2,3,11.4,1,0,0,0.0,6
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,2,,積山春花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,3,,朝日優衣,3,■,■,□,nan,nan,26,7,0,26.9,26.9,2.33,0,0,0,-,0,-,6,0,0,2,8.3,3,2,0,66.7,7
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,7,,早坂梢依,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,8,,田原愛里,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,9,L,小口樹葉,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,51,23,12,56.9,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,10,L,中川千世,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,15,,鍋谷友理枝,3,■,■,■,nan,nan,29,13,1,44.8,41.4,4.33,3,1,1,33.3,0,-,7,0,1,2,3.6,5,2,1,50.0,13
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,17,,野村明日香,3,■,■,■,nan,nan,9,1,1,11.1,0.0,0.33,0,0,0,-,2,0.67,16,5,0,9,45.3,0,0,0,-,8
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,18,,シニアードジャック,3,■,■,■,nan,nan,22,12,1,54.5,50.0,4.00,0,0,0,-,0,-,13,2,0,5,25.0,1,0,1,50.0,14
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,21,,工藤嶺,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,22,,石田瑞穂,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,0
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,23,,佐野伶奈,1,nan,nan,□,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2019-03-02,2019-03,デンソーエアリービーズ,久光製薬スプリングス,0,3,0,24,,兵頭由希,2,nan,□,■,nan,nan,16,3,1,18.8,12.5,1.50,0,0,0,-,0,-,2,0,0,0,0.0,7,3,3,64.3,3
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,2,L,佐藤澪,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,4,,比金桃子,1,■,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,4,1,0,1,31.2,1,0,0,0.0,1
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,5,,内瀬戸真実,4,■,■,■,■,nan,39,9,3,23.1,15.4,2.25,1,0,1,0.0,0,-,19,1,0,2,7.9,12,7,3,70.8,10
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,6,,村永奈央,4,■,■,■,■,nan,26,6,3,23.1,11.5,1.50,0,0,0,-,0,-,15,1,0,3,11.7,40,17,12,57.5,7
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,8,L,榊原美沙都,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,9,2,71.4,0
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,10,,小田桃香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,11,,荒木絵里香,4,■,■,■,■,nan,17,10,0,58.8,58.8,2.50,0,0,0,-,2,0.50,20,0,1,5,5.0,1,0,0,0.0,12
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,12,,渡邊彩,4,■,■,■,■,nan,15,9,0,60.0,60.0,2.25,0,0,0,-,4,1.00,12,0,2,1,-2.1,1,0,0,0.0,13
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,13,,オズソイネリマン,4,■,■,■,■,nan,63,22,8,34.9,22.2,5.50,17,4,4,23.5,0,-,13,1,1,2,9.6,0,0,0,-,23
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,14,,金本望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,17,,藪田美穂子,1,nan,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,7,4,1,64.3,0
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,18,,山上有紀,4,□,■,■,■,nan,0,0,0,,,-,0,0,0,-,2,0.50,10,0,0,3,7.5,0,0,0,-,2
2019-03-02,2019-03,トヨタ車体クインシーズ,日立リヴァーレ,3,1,1,19,,安井由香子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,1,,間橋香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,2,,小野寺友香,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,3,,堀井有蘭,4,■,■,■,■,nan,15,5,1,33.3,26.7,1.25,0,0,0,-,1,0.25,12,1,2,0,4.2,10,4,3,55.0,7
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,7,,齋藤加奈子,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,3,75.0,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,8,,佐藤美弥,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,9,0,1,4,8.3,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,9,,渡邊久惠,4,■,■,■,■,nan,71,25,5,35.2,28.2,6.25,11,2,1,18.2,0,-,13,0,1,2,1.9,1,1,0,100.0,25
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,10,L,小池杏菜,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,2,4,66.7,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,12,,遠井萌仁,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,13,,長内美和子,3,■,■,■,nan,nan,27,8,3,29.6,18.5,2.67,1,1,0,100.0,0,-,14,1,2,4,10.7,19,11,4,68.4,9
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,15,,土井さくら,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,18,,上坂瑠子,2,nan,□,nan,■,nan,15,4,0,26.7,26.7,2.00,0,0,0,-,0,-,4,0,0,0,0.0,6,3,2,66.7,4
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,19,,窪田美侑,4,■,■,■,■,nan,21,8,2,38.1,28.6,2.00,0,0,0,-,2,0.50,19,1,1,4,9.2,41,22,8,63.4,11
2019-03-02,2019-03,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,20,,入澤まい,4,■,■,■,■,nan,26,8,2,30.8,23.1,2.00,0,0,0,-,1,0.25,7,0,2,3,3.6,0,0,0,-,9
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,1,,島村春世,3,■,■,■,nan,nan,17,8,0,47.1,47.1,2.67,1,0,0,0.0,0,-,15,2,0,4,20.0,0,0,0,-,10
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,2,,古賀紗理那,5,■,■,■,■,■,45,17,1,37.8,35.6,3.40,2,1,0,50.0,1,0.20,20,1,1,12,18.8,27,9,7,46.3,19
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,3,,塚田しおり,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,16,0,0,5,7.8,0,0,0,-,0
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,4,,柳田光綺,4,■,■,■,nan,□,58,21,3,36.2,31.0,5.25,8,1,0,12.5,0,-,9,1,3,3,11.1,5,3,1,70.0,22
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,5,,大野果奈,5,■,■,■,■,■,7,2,0,28.6,28.6,0.40,0,0,0,-,1,0.20,7,0,0,3,10.7,1,0,0,0.0,3
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,6,,上野香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,7,,山口かなめ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,9,,廣瀬七海,4,nan,□,□,■,■,28,10,2,35.7,28.6,2.50,7,1,0,14.3,0,-,7,0,2,3,3.6,0,0,0,-,10
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,10,L,岩崎紗也加,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,8,5,52.5,0
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,11,,篠原沙耶香,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,6,0,0,3,12.5,0,0,0,-,0
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,12,,山内美咲,5,■,■,■,■,■,38,12,2,31.6,26.3,2.40,1,0,0,0.0,1,0.20,17,0,0,8,11.8,47,20,7,50.0,13
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,14,,荒谷栞,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,15,,アルハッサンラーマット,3,nan,nan,□,■,■,8,5,0,62.5,62.5,1.67,0,0,0,-,1,0.33,8,0,0,2,6.2,1,1,0,100.0,6
2019-03-02,2019-03,NECレッドロケッツ,東レアローズ,2,3,0,16,,小島満菜美,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,2,60.0,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,1,,井上奈々朱,5,■,■,■,■,■,21,11,3,52.4,38.1,2.20,0,0,0,-,6,1.20,12,0,0,6,12.5,0,0,0,-,17
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,3,,大野果歩,5,■,■,■,■,■,19,10,0,52.6,52.6,2.00,0,0,0,-,3,0.60,11,0,0,4,9.1,0,0,0,-,13
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,4,,日高萌,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,6,,杉原若葉,3,■,■,nan,nan,□,6,5,0,83.3,83.3,1.67,0,0,0,-,0,-,7,1,0,2,21.4,11,1,4,27.3,6
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,7,,クランヤナ,5,■,■,■,■,■,77,33,4,42.9,37.7,6.60,23,11,3,47.8,2,0.40,13,0,0,4,7.7,0,0,0,-,35
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,8,,白井美沙紀,4,□,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,2,0,-6.2,0,0,0,-,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,9,,中田紫乃,5,□,□,■,■,■,11,3,2,27.3,9.1,0.60,1,0,0,0.0,0,-,14,0,0,7,12.5,37,7,11,33.8,3
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,10,,石川真奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,11,L,中島未来,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,11,6,53.8,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,12,,小川愛里奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,13,,黒後愛,5,■,■,■,■,■,46,16,5,34.8,23.9,3.20,5,1,1,20.0,3,0.60,15,0,2,5,5.0,24,9,3,43.8,19
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,14,,関菜々巳,5,■,■,■,■,■,2,1,0,50.0,50.0,0.20,0,0,0,-,0,-,23,1,0,8,13.0,0,0,0,-,2
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,15,,水杉玲奈,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,0,4,12.5,1,0,1,50.0,0
2019-03-02,2019-03,東レアローズ,NECレッドロケッツ,3,2,1,16,,マナバットアレオナデニス,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,2,,古藤千鶴,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,22,0,1,8,8.0,0,0,0,-,1
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,3,,新鍋理沙,4,■,■,■,■,nan,29,15,3,51.7,41.4,3.75,0,0,0,-,3,0.75,17,0,1,2,1.5,4,3,1,87.5,18
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,4,,岩坂名奈,4,■,■,■,■,nan,9,4,0,44.4,44.4,1.00,0,0,0,-,3,0.75,22,1,0,4,9.1,0,0,0,-,8
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,6,,石井優希,4,■,■,■,■,nan,62,16,5,25.8,17.7,4.00,1,0,0,0.0,1,0.25,14,0,2,2,0.0,17,11,3,73.5,17
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,8,,野本梨佳,4,■,■,■,■,nan,47,22,0,46.8,46.8,5.50,3,3,0,100.0,2,0.50,13,0,1,4,5.8,24,4,12,41.7,24
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,10,L,座安琴希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,14,,森谷史佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,16,,アキンラデウォフォルケ,4,■,■,■,■,nan,17,8,0,47.1,47.1,2.00,0,0,0,-,4,1.00,9,1,0,2,16.7,0,0,0,-,13
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,18,L,戸江真奈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,15,6,64.3,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,20,,筒井さやか,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,6,1,72.2,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,22,,井上愛里沙,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,25,,加藤光,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,2,L,佐藤澪,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,3,,高橋沙織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,4,,比金桃子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,5,,内瀬戸真実,4,■,■,■,■,nan,29,9,1,31.0,27.6,2.25,1,0,0,0.0,1,0.25,18,0,2,2,0.0,20,10,8,70.0,10
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,6,,村永奈央,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,8,L,榊原美沙都,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,8,8,66.7,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,10,,小田桃香,3,nan,□,■,■,nan,26,9,0,34.6,34.6,3.00,1,0,0,0.0,0,-,7,0,1,1,0.0,42,17,16,59.5,9
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,11,,荒木絵里香,4,■,■,■,■,nan,26,10,2,38.5,30.8,2.50,0,0,0,-,6,1.50,16,1,2,6,12.5,1,0,0,0.0,17
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,12,,渡邊彩,4,■,■,■,■,nan,17,7,0,41.2,41.2,1.75,0,0,0,-,0,-,15,0,0,3,5.0,0,0,0,-,7
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,13,,オズソイネリマン,4,■,■,■,■,nan,79,25,7,31.6,22.8,6.25,24,8,5,33.3,1,0.25,12,0,0,4,8.3,0,0,0,-,26
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,14,,金本望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,17,,藪田美穂子,3,■,■,nan,□,nan,9,1,2,11.1,-11.1,0.33,0,0,0,-,0,-,6,0,0,0,0.0,16,3,5,34.4,1
2019-03-03,2019-03,トヨタ車体クインシーズ,久光製薬スプリングス,1,3,0,18,,山上有紀,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,13,0,1,3,3.8,1,0,0,0.0,1
2019-03-03,2019-03,JTマーヴェラス,埼玉上尾メディックス,3,0,1,1,,芥川愛加,3,■,■,■,nan,nan,12,8,1,66.7,58.3,2.67,0,0,0,-,1,0.33,8,0,0,2,6.2,1,0,0,0.0,9
2019-03-03,2019-03,JTマーヴェラス,埼玉上尾メディックス,3,0,1,2,,林琴奈,3,■,■,■,nan,nan,23,9,3,39.1,26.1,3.00,1,0,0,0.0,0,-,6,0,0,5,20.8,25,12,10,68.0,9
2019-03-03,2019-03,JTマーヴェラス,埼玉上尾メディックス,3,0,1,3,,小川杏奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,2019-03,JTマーヴェラス,埼玉上尾メディックス,3,0,1,4,,橘井友香,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,1,0,5,28.1,0,0,0,-,1
2019-03-03,2019-03,JTマーヴェラス,埼玉上尾メディックス,3,0,1,5,,柴田真果,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2019-03-03,2019-03,JTマーヴェラス,埼玉上尾メディックス,3,0,1,6,,田中瑞稀,3,■,■,■,nan,nan,30,12,1,40.0,36.7,4.00,2,1,0,50.0,0,-,10,0,1,5,10.0,19,11,3,65.8,12
