名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
片下恭子,2008-03,デンソーエアリービーズ,16,9,0,0,0,,,0,0,0,0,11,0,0,5,22,17,0,0,,0.0,0.0,11.4,77.3
狩野美雪,2008-03,久光製薬スプリングス,7,13,92,29,6,31.5,25.0,7,2,1,3,60,3,1,27,108,78,0,35,28.6,2.23,0.23,15.8,72.2
眞恵子,2008-03,デンソーエアリービーズ,1,10,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.1,0.1,,
矢野美子,2008-03,デンソーエアリービーズ,2,12,38,22,2,57.9,52.6,0,0,0,11,43,1,5,20,1,0,0,34,,1.83,0.92,11.0,0.0
神田千絵,2008-03,岡山シーガルズ,7,4,16,7,0,43.8,43.8,0,0,0,0,4,0,0,0,2,0,0,7,,1.75,0.0,0.0,0.0
福田舞,2008-03,デンソーエアリービーズ,3,1,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,1.0,,
筒井視穂子,2008-03,久光製薬スプリングス,18,8,0,0,0,,,0,0,0,0,12,0,0,7,0,0,0,0,,0.0,0.0,14.6,
米村信子,2008-03,岡山シーガルズ,3,4,17,5,1,29.4,23.5,0,0,0,1,7,0,0,2,22,15,0,6,,1.25,0.25,7.1,68.2
細田絵理,2008-03,デンソーエアリービーズ,4,12,96,34,1,35.4,34.4,0,0,0,7,55,2,6,22,76,49,0,43,,2.83,0.58,10.9,64.5
芝田安希,2008-03,東レアローズ,2,11,32,15,4,46.9,34.4,0,0,0,5,33,3,3,12,66,36,0,23,,1.36,0.45,15.9,54.5
若浦貴子,2008-03,岡山シーガルズ,33,9,49,13,0,26.5,26.5,0,0,0,1,9,0,2,0,16,11,0,14,,1.44,0.11,-5.6,68.8
荒木絵里香,2008-03,東レアローズ,6,12,51,30,3,58.8,52.9,0,0,0,15,41,2,3,13,0,0,0,47,,2.5,1.25,11.0,
西脇万里子,2008-03,東レアローズ,3,9,33,18,1,54.5,51.5,0,0,0,3,17,0,1,8,1,0,0,21,,2.0,0.33,10.3,0.0
迫田さおり,2008-03,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野村まり,2008-03,岡山シーガルズ,4,6,11,3,1,27.3,18.2,0,0,0,6,15,0,2,2,2,1,0,9,,0.5,1.0,0.0,50.0
金森純子,2008-03,岡山シーガルズ,18,11,0,0,0,,,0,0,0,0,0,0,0,0,31,20,0,0,,0.0,0.0,,64.5
高松未,2008-03,岡山シーガルズ,13,5,10,2,0,20.0,20.0,1,1,0,1,6,0,0,2,7,0,0,3,100.0,0.4,0.2,8.3,0.0
高田ありさ,2008-03,東レアローズ,13,11,17,5,3,29.4,11.8,0,0,0,0,25,0,0,13,17,11,0,5,,0.45,0.0,13.0,64.7
