名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中野倭,2020-01,近畿クラブスフィーダ,9,4,3,1,0,33.3,33.3,0,0,0,2,20,0,1,5,0,0,0,,0.25,0.5,5.0,
中野倭,2020-02,近畿クラブスフィーダ,9,13,6,3,0,50.0,50.0,1,0,0,4,49,0,8,11,0,0,0,0.0,0.23,0.31,1.5,
久門伸司,2019-11,近畿クラブスフィーダ,15,7,0,0,0,,,0,0,0,0,4,0,1,1,4,1,1,,0.0,0.0,0.0,37.5
久門伸司,2019-12,近畿クラブスフィーダ,15,11,0,0,0,,,0,0,0,0,2,0,0,0,49,18,11,,0.0,0.0,0.0,48.0
久門伸司,2020-01,近畿クラブスフィーダ,15,7,0,0,0,,,0,0,0,0,8,0,2,0,0,0,0,,0.0,0.0,-6.2,
二宮正夫,2020-02,トヨタモビリティ東京スパークル,19,1,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
五味登似,2020-01,近畿クラブスフィーダ,26,3,24,8,0,33.3,33.3,0,0,0,0,15,0,2,3,32,13,9,,2.67,0.0,1.7,54.7
五味登似,2020-02,近畿クラブスフィーダ,26,2,4,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
井上尚人,2019-11,近畿クラブスフィーダ,23,5,8,3,0,37.5,37.5,0,0,0,0,10,0,2,5,0,0,0,,0.6,0.0,7.5,
井上尚人,2019-12,近畿クラブスフィーダ,23,8,21,4,2,19.0,9.5,3,0,1,0,12,0,3,2,0,0,0,0.0,0.5,0.0,-2.1,
井上尚人,2020-01,近畿クラブスフィーダ,23,4,10,3,2,30.0,10.0,0,0,0,0,7,0,2,1,0,0,0,,0.75,0.0,-3.6,
今中聖也,2019-12,近畿クラブスフィーダ,5,6,13,6,1,46.2,38.5,1,0,0,2,10,0,2,0,0,0,0,0.0,1.0,0.33,-5.0,
今中聖也,2020-01,近畿クラブスフィーダ,5,5,12,6,0,50.0,50.0,0,0,0,1,8,0,1,2,0,0,0,,1.2,0.2,3.1,
今中聖也,2020-02,近畿クラブスフィーダ,5,2,8,4,0,50.0,50.0,0,0,0,0,8,0,1,1,0,0,0,,2.0,0.0,0.0,
伊藤優介,2019-11,トヨタモビリティ東京スパークル,21,6,24,14,1,58.3,54.2,2,1,0,2,26,1,1,9,1,0,0,50.0,2.33,0.33,11.5,0.0
伊藤優介,2019-12,トヨタモビリティ東京スパークル,21,6,17,2,2,11.8,0.0,2,1,1,2,10,0,3,0,1,0,1,50.0,0.33,0.33,-7.5,50.0
伊藤優介,2020-01,トヨタモビリティ東京スパークル,21,4,12,2,1,16.7,8.3,0,0,0,1,8,0,0,2,0,0,0,,0.5,0.25,6.2,
伊藤優介,2020-02,トヨタモビリティ東京スパークル,21,8,13,4,0,30.8,30.8,1,0,0,1,23,0,3,4,1,0,0,0.0,0.5,0.12,1.1,0.0
北村將,2019-11,近畿クラブスフィーダ,4,8,78,34,3,43.6,39.7,0,0,0,5,27,0,1,4,83,41,20,,4.25,0.62,2.8,61.4
北村將,2019-12,近畿クラブスフィーダ,4,10,51,13,3,25.5,19.6,0,0,0,6,32,1,0,11,40,16,15,,1.3,0.6,11.7,58.8
北村將,2020-01,近畿クラブスフィーダ,4,17,75,30,2,40.0,37.3,0,0,0,0,28,0,2,2,83,44,25,,1.76,0.0,0.0,68.1
北村將,2020-02,近畿クラブスフィーダ,4,5,6,1,1,16.7,0.0,0,0,0,0,11,0,1,1,2,0,2,,0.2,0.0,0.0,50.0
十良澤太一,2019-11,サフィルヴァ北海道,11,9,1,1,0,100.0,100.0,0,0,0,0,20,1,2,7,0,0,0,,0.11,0.0,11.2,
十良澤太一,2019-12,サフィルヴァ北海道,11,14,7,4,1,57.1,42.9,0,0,0,2,34,0,2,11,0,0,0,,0.29,0.14,6.6,
十良澤太一,2020-01,サフィルヴァ北海道,11,13,4,2,0,50.0,50.0,0,0,0,2,61,3,3,21,1,0,0,,0.15,0.15,12.3,0.0
十良澤太一,2020-02,サフィルヴァ北海道,11,10,3,0,0,0.0,0.0,0,0,0,0,44,1,4,16,0,0,0,,0.0,0.0,9.1,
南本大貴,2019-11,奈良ドリーマーズ,18,1,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
南本大貴,2019-12,奈良ドリーマーズ,18,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
南本大貴,2020-01,奈良ドリーマーズ,18,5,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,,0.0,0.0,10.0,
南本大貴,2020-02,奈良ドリーマーズ,18,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
吉田康祐,2019-11,サフィルヴァ北海道,5,7,12,7,0,58.3,58.3,0,0,0,0,4,0,1,0,0,0,0,,1.0,0.0,-6.2,
吉田康祐,2019-12,サフィルヴァ北海道,5,10,25,13,0,52.0,52.0,0,0,0,3,14,0,2,3,1,0,1,,1.3,0.3,1.8,50.0
吉田康祐,2020-01,サフィルヴァ北海道,5,5,8,4,0,50.0,50.0,0,0,0,1,3,0,0,0,0,0,0,,0.8,0.2,0.0,
吉田康祐,2020-02,サフィルヴァ北海道,5,7,30,12,1,40.0,36.7,0,0,0,7,16,0,3,4,0,0,0,,1.71,1.0,1.6,
吉田裕哉,2019-12,近畿クラブスフィーダ,21,6,0,0,0,,,0,0,0,0,0,0,0,0,27,11,11,,0.0,0.0,,61.1
吉田裕哉,2020-01,近畿クラブスフィーダ,21,6,0,0,0,,,0,0,0,0,6,0,0,0,14,6,5,,0.0,0.0,0.0,60.7
吉田裕哉,2020-02,近畿クラブスフィーダ,21,2,0,0,0,,,0,0,0,0,0,0,0,0,9,3,4,,0.0,0.0,,55.6
吉良悠飛,2019-11,近畿クラブスフィーダ,27,8,0,0,0,,,0,0,0,0,11,0,1,3,0,0,0,,0.0,0.0,4.5,
吉良悠飛,2019-12,近畿クラブスフィーダ,27,7,0,0,0,,,0,0,0,0,8,0,2,3,0,0,0,,0.0,0.0,3.1,
壇上正健,2019-11,奈良ドリーマーズ,3,2,4,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
壇上正健,2019-12,奈良ドリーマーズ,3,14,102,42,14,41.2,27.5,27,13,7,11,44,2,7,16,1,0,0,48.1,3.0,0.79,9.7,0.0
壇上正健,2020-01,奈良ドリーマーズ,3,9,70,29,9,41.4,28.6,14,5,3,4,25,0,2,8,2,0,1,35.7,3.22,0.44,6.0,25.0
壇上正健,2020-02,奈良ドリーマーズ,3,3,9,4,1,44.4,33.3,0,0,0,0,4,0,0,0,0,0,0,,1.33,0.0,0.0,
大原悠,2019-11,近畿クラブスフィーダ,16,8,0,0,0,,,0,0,0,0,0,0,0,0,46,25,11,,0.0,0.0,,66.3
大原悠,2019-12,近畿クラブスフィーダ,16,13,37,19,3,51.4,43.2,0,0,0,1,30,0,1,9,71,39,15,,1.46,0.08,6.7,65.5
大原悠,2020-01,近畿クラブスフィーダ,16,16,0,0,0,,,0,0,0,0,0,0,0,0,78,41,16,,0.0,0.0,,62.8
大原悠,2020-02,近畿クラブスフィーダ,16,3,0,0,0,,,0,0,0,0,0,0,0,0,14,9,4,,0.0,0.0,,78.6
大楽祥生,2019-11,トヨタモビリティ東京スパークル,9,4,10,1,0,10.0,10.0,2,1,0,0,5,0,3,0,1,0,1,50.0,0.25,0.0,-15.0,50.0
大楽祥生,2019-12,トヨタモビリティ東京スパークル,9,4,16,4,2,25.0,12.5,0,0,0,0,9,0,2,4,0,0,0,,1.0,0.0,5.6,
大楽祥生,2020-01,トヨタモビリティ東京スパークル,9,6,8,3,1,37.5,25.0,1,0,1,0,4,1,2,0,0,0,0,0.0,0.5,0.0,12.5,
大楽祥生,2020-02,トヨタモビリティ東京スパークル,9,2,0,0,0,,,0,0,0,0,4,0,1,3,0,0,0,,0.0,0.0,12.5,
大貫智博,2019-11,トヨタモビリティ東京スパークル,6,6,3,2,1,66.7,33.3,0,0,0,2,5,0,0,2,0,0,0,,0.33,0.33,10.0,
大貫智博,2019-12,トヨタモビリティ東京スパークル,6,15,29,7,1,24.1,20.7,0,0,0,5,66,1,2,12,0,0,0,,0.47,0.33,5.3,
大貫智博,2020-01,トヨタモビリティ東京スパークル,6,5,10,1,0,10.0,10.0,0,0,0,1,8,0,0,3,1,0,1,,0.2,0.2,9.4,50.0
大貫智博,2020-02,トヨタモビリティ東京スパークル,6,5,8,2,0,25.0,25.0,0,0,0,1,4,0,1,1,0,0,0,,0.4,0.2,0.0,
奥田基嗣,2019-11,サフィルヴァ北海道,4,10,40,23,3,57.5,50.0,0,0,0,5,26,1,5,4,0,0,0,,2.3,0.5,2.9,
奥田基嗣,2019-12,サフィルヴァ北海道,4,15,59,30,3,50.8,45.8,0,0,0,5,55,2,4,17,0,0,0,,2.0,0.33,9.5,
奥田基嗣,2020-01,サフィルヴァ北海道,4,13,55,24,4,43.6,36.4,0,0,0,8,43,6,4,10,1,0,1,,1.85,0.62,17.4,50.0
奥田基嗣,2020-02,サフィルヴァ北海道,4,19,64,37,6,57.8,48.4,0,0,0,12,59,0,4,15,2,1,0,,1.95,0.63,4.7,50.0
宇野佑樹,2019-12,トヨタモビリティ東京スパークル,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宇野佑樹,2020-01,トヨタモビリティ東京スパークル,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小寺秀哉,2019-11,奈良ドリーマーズ,5,10,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小寺秀哉,2019-12,奈良ドリーマーズ,5,14,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小寺秀哉,2020-01,奈良ドリーマーズ,5,16,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小寺秀哉,2020-02,奈良ドリーマーズ,5,23,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小林洸,2019-11,サフィルヴァ北海道,9,10,59,22,7,37.3,25.4,14,3,3,1,25,3,7,6,0,0,0,21.4,2.2,0.1,11.0,
小林洸,2019-12,サフィルヴァ北海道,9,9,21,10,1,47.6,42.9,2,1,0,0,10,0,5,3,2,1,0,50.0,1.11,0.0,-5.0,50.0
小林洸,2020-01,サフィルヴァ北海道,9,12,79,24,11,30.4,16.5,26,7,4,3,38,3,10,11,0,0,0,26.9,2.0,0.25,8.6,
小林洸,2020-02,サフィルヴァ北海道,9,3,2,0,0,0.0,0.0,2,0,0,0,4,0,1,1,0,0,0,0.0,0.0,0.0,0.0,
小磯智紀,2019-12,近畿クラブスフィーダ,25,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小磯智紀,2020-01,近畿クラブスフィーダ,25,12,6,3,0,50.0,50.0,0,0,0,2,27,0,0,6,1,0,1,,0.25,0.17,5.6,50.0
小磯智紀,2020-02,近畿クラブスフィーダ,25,4,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0.0,,
山口拓馬,2019-11,サフィルヴァ北海道,14,2,8,3,2,37.5,12.5,1,1,0,0,4,0,1,2,0,0,0,100.0,1.5,0.0,6.2,
山口拓馬,2019-12,サフィルヴァ北海道,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口拓馬,2020-01,サフィルヴァ北海道,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口拓馬,2020-02,サフィルヴァ北海道,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本映樹,2019-11,近畿クラブスフィーダ,1,5,20,9,2,45.0,35.0,1,1,0,2,17,0,2,3,1,0,1,100.0,1.8,0.4,1.5,50.0
岩阪健太郎,2019-11,トヨタモビリティ東京スパークル,1,8,30,16,2,53.3,46.7,0,0,0,1,14,0,2,1,0,0,0,,2.0,0.12,-1.8,
岩阪健太郎,2019-12,トヨタモビリティ東京スパークル,1,17,78,32,5,41.0,34.6,0,0,0,15,24,0,5,1,1,1,0,,1.88,0.88,-4.2,100.0
岩阪健太郎,2020-01,トヨタモビリティ東京スパークル,1,12,49,23,4,46.9,38.8,0,0,0,4,27,2,2,3,2,1,0,,1.92,0.33,8.3,50.0
岩阪健太郎,2020-02,トヨタモビリティ東京スパークル,1,22,80,34,3,42.5,38.8,0,0,0,14,43,0,1,5,4,1,2,,1.55,0.64,2.3,50.0
岸海斗,2019-11,トヨタモビリティ東京スパークル,14,5,5,0,1,0.0,-20.0,0,0,0,2,11,1,3,1,0,0,0,,0.0,0.4,4.5,
岸海斗,2019-12,トヨタモビリティ東京スパークル,14,16,53,16,4,30.2,22.6,2,0,1,6,28,2,7,5,2,0,1,0.0,1.0,0.38,5.4,25.0
岸海斗,2020-01,トヨタモビリティ東京スパークル,14,9,24,11,2,45.8,37.5,0,0,0,3,31,0,10,6,2,2,0,,1.22,0.33,-3.2,100.0
岸海斗,2020-02,トヨタモビリティ東京スパークル,14,19,76,29,5,38.2,31.6,1,0,1,3,51,1,3,10,4,1,1,0.0,1.53,0.16,5.4,37.5
峰尾拓,2019-11,トヨタモビリティ東京スパークル,5,8,0,0,0,,,0,0,0,0,0,0,0,0,43,25,11,,0.0,0.0,,70.9
峰尾拓,2019-12,トヨタモビリティ東京スパークル,5,17,0,0,0,,,0,0,0,0,0,0,0,0,130,55,40,,0.0,0.0,,57.7
峰尾拓,2020-01,トヨタモビリティ東京スパークル,5,3,0,0,0,,,0,0,0,0,0,0,0,0,15,9,2,,0.0,0.0,,66.7
峰尾拓,2020-02,トヨタモビリティ東京スパークル,5,22,0,0,0,,,0,0,0,0,0,0,0,0,102,49,27,,0.0,0.0,,61.3
川村幸司,2019-11,奈良ドリーマーズ,12,10,61,29,3,47.5,42.6,10,4,0,4,32,1,2,10,60,22,19,40.0,2.9,0.4,9.4,52.5
川村幸司,2019-12,奈良ドリーマーズ,12,14,112,43,14,38.4,25.9,7,1,3,5,45,1,2,15,110,56,33,14.3,3.07,0.36,9.4,65.9
川村幸司,2020-01,奈良ドリーマーズ,12,16,124,53,7,42.7,37.1,8,3,1,6,55,6,5,15,106,29,33,37.5,3.31,0.38,15.5,42.9
川村幸司,2020-02,奈良ドリーマーズ,12,23,170,79,14,46.5,38.2,11,6,2,5,83,1,10,24,160,57,52,54.5,3.43,0.22,5.4,51.9
帖佐力弥,2019-11,近畿クラブスフィーダ,17,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
帖佐力弥,2020-02,近畿クラブスフィーダ,17,3,2,0,1,0.0,-50.0,2,0,1,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
後藤和志,2019-11,奈良ドリーマーズ,11,1,1,1,0,100.0,100.0,1,1,0,0,2,0,1,0,0,0,0,100.0,1.0,0.0,-12.5,
後藤和志,2019-12,奈良ドリーマーズ,11,3,13,7,2,53.8,38.5,3,1,1,0,2,0,0,1,0,0,0,33.3,2.33,0.0,12.5,
後藤和志,2020-01,奈良ドリーマーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
後藤和志,2020-02,奈良ドリーマーズ,11,10,38,14,9,36.8,13.2,10,4,4,3,25,2,4,10,1,1,0,40.0,1.4,0.3,14.0,100.0
新山駿,2019-12,トヨタモビリティ東京スパークル,15,17,142,61,7,43.0,38.0,8,2,1,1,64,4,10,18,106,55,26,25.0,3.59,0.06,9.4,64.2
新山駿,2020-01,トヨタモビリティ東京スパークル,15,12,119,52,9,43.7,36.1,5,1,1,1,42,0,7,6,101,62,16,20.0,4.33,0.08,-0.6,69.3
新山駿,2020-02,トヨタモビリティ東京スパークル,15,15,114,33,11,28.9,19.3,6,1,1,1,45,3,11,10,71,40,16,16.7,2.2,0.07,6.1,67.6
早川紘司,2019-12,トヨタモビリティ東京スパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
早川紘司,2020-01,トヨタモビリティ東京スパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
有津翔太,2019-11,奈良ドリーマーズ,7,10,50,29,5,58.0,48.0,1,0,0,5,30,2,4,6,1,0,1,0.0,2.9,0.5,8.3,50.0
有津翔太,2019-12,奈良ドリーマーズ,7,14,64,36,1,56.2,54.7,4,2,0,10,57,3,7,17,1,0,0,50.0,2.57,0.71,9.6,0.0
有津翔太,2020-01,奈良ドリーマーズ,7,16,73,25,7,34.2,24.7,6,1,1,11,52,4,4,19,1,0,1,16.7,1.56,0.69,14.9,50.0
有津翔太,2020-02,奈良ドリーマーズ,7,23,117,68,5,58.1,53.8,5,2,0,10,71,1,7,17,0,0,0,40.0,2.96,0.43,4.9,
本多泰成,2019-12,近畿クラブスフィーダ,28,1,0,0,0,,,0,0,0,0,0,0,0,0,10,4,4,,0.0,0.0,,60.0
本多泰成,2020-01,近畿クラブスフィーダ,28,3,0,0,0,,,0,0,0,0,3,0,0,0,2,1,1,,0.0,0.0,0.0,75.0
本多泰成,2020-02,近畿クラブスフィーダ,28,11,0,0,0,,,0,0,0,0,4,0,0,2,84,44,25,,0.0,0.0,12.5,67.3
本多駿,2019-11,近畿クラブスフィーダ,11,8,72,29,8,40.3,29.2,12,5,4,2,40,1,4,8,9,1,3,41.7,3.62,0.25,5.0,27.8
本多駿,2019-12,近畿クラブスフィーダ,11,15,149,54,14,36.2,26.8,17,6,3,11,56,4,12,6,19,7,7,35.3,3.6,0.73,4.5,55.3
本多駿,2020-01,近畿クラブスフィーダ,11,19,125,50,11,40.0,31.2,18,1,6,11,64,1,6,10,27,8,6,5.6,2.63,0.58,3.1,40.7
本多駿,2020-02,近畿クラブスフィーダ,11,13,91,35,6,38.5,31.9,19,6,1,6,52,2,4,9,19,8,2,31.6,2.69,0.46,6.2,47.4
杉谷祐磨,2019-11,奈良ドリーマーズ,14,4,0,0,0,,,0,0,0,0,4,0,3,0,0,0,0,,0.0,0.0,-18.8,
杉谷祐磨,2019-12,奈良ドリーマーズ,14,7,30,12,3,40.0,30.0,0,0,0,1,24,1,3,5,34,12,13,,1.71,0.14,6.2,54.4
杉谷祐磨,2020-01,奈良ドリーマーズ,14,3,1,1,0,100.0,100.0,0,0,0,1,5,0,2,0,2,0,0,,0.33,0.33,-10.0,0.0
杉谷祐磨,2020-02,奈良ドリーマーズ,14,5,0,0,0,,,0,0,0,0,8,0,2,0,0,0,0,,0.0,0.0,-6.2,
東野朋慶,2019-12,近畿クラブスフィーダ,19,7,55,25,6,45.5,34.5,1,1,0,2,33,0,5,7,84,33,23,100.0,3.57,0.29,1.5,53.0
東野朋慶,2020-01,近畿クラブスフィーダ,19,13,105,48,3,45.7,42.9,4,2,0,4,56,2,5,20,131,58,33,50.0,3.69,0.31,10.3,56.9
東野朋慶,2020-02,近畿クラブスフィーダ,19,13,99,51,5,51.5,46.5,11,6,1,8,53,1,5,5,113,59,29,54.5,3.92,0.62,1.9,65.0
松本敬三,2019-12,トヨタモビリティ東京スパークル,16,5,32,9,2,28.1,21.9,0,0,0,3,9,1,1,1,11,5,3,,1.8,0.6,11.1,59.1
松本敬三,2020-02,トヨタモビリティ東京スパークル,16,4,27,9,2,33.3,25.9,0,0,0,0,15,1,1,4,12,4,8,,2.25,0.0,11.7,66.7
松枝寿明,2019-11,トヨタモビリティ東京スパークル,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松枝寿明,2019-12,トヨタモビリティ東京スパークル,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松枝寿明,2020-01,トヨタモビリティ東京スパークル,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松枝寿明,2020-02,トヨタモビリティ東京スパークル,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
柿崎充,2020-02,サフィルヴァ北海道,21,10,22,8,5,36.4,13.6,0,0,0,2,3,0,1,0,0,0,0,,0.8,0.2,-8.3,
森元貴哉,2019-11,サフィルヴァ北海道,17,10,70,31,4,44.3,38.6,17,7,2,3,38,1,11,9,53,19,17,41.2,3.1,0.3,1.3,51.9
森元貴哉,2019-12,サフィルヴァ北海道,17,15,107,37,8,34.6,27.1,11,3,3,3,47,0,10,7,76,27,26,27.3,2.47,0.2,-1.6,52.6
森元貴哉,2020-01,サフィルヴァ北海道,17,13,127,50,10,39.4,31.5,25,7,5,2,36,0,6,8,71,41,18,28.0,3.85,0.15,1.4,70.4
森元貴哉,2020-02,サフィルヴァ北海道,17,20,155,61,7,39.4,34.8,15,3,0,5,63,2,9,16,93,36,25,20.0,3.05,0.25,6.0,52.2
槌尾健,2019-11,トヨタモビリティ東京スパークル,28,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
槌尾健,2019-12,トヨタモビリティ東京スパークル,28,5,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
槌尾健,2020-02,トヨタモビリティ東京スパークル,28,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
江口颯人,2019-12,近畿クラブスフィーダ,29,7,53,23,5,43.4,34.0,16,10,3,1,32,0,0,11,3,0,1,62.5,3.29,0.14,8.6,16.7
江口颯人,2020-01,近畿クラブスフィーダ,29,10,35,15,2,42.9,37.1,1,1,0,2,18,0,0,4,3,1,2,100.0,1.5,0.2,5.6,66.7
江口颯人,2020-02,近畿クラブスフィーダ,29,9,90,36,7,40.0,32.2,27,10,3,5,37,0,2,5,4,4,0,37.0,4.0,0.56,2.0,100.0
江崎闘愛,2019-12,近畿クラブスフィーダ,6,3,44,21,6,47.7,34.1,11,9,1,2,11,0,3,2,0,0,0,81.8,7.0,0.67,-2.3,
江崎闘愛,2020-01,近畿クラブスフィーダ,6,10,111,40,8,36.0,28.8,41,15,2,5,45,3,6,13,0,0,0,36.6,4.0,0.5,10.6,
江崎闘愛,2020-02,近畿クラブスフィーダ,6,6,53,26,1,49.1,47.2,22,12,0,5,13,0,5,2,0,0,0,54.5,4.33,0.83,-5.8,
河戸俊亮,2019-11,近畿クラブスフィーダ,3,8,20,10,3,50.0,35.0,1,1,0,7,17,0,0,5,0,0,0,100.0,1.25,0.88,7.4,
河戸俊亮,2019-12,近畿クラブスフィーダ,3,12,44,23,3,52.3,45.5,0,0,0,11,29,0,1,5,0,0,0,,1.92,0.92,3.4,
河戸俊亮,2020-01,近畿クラブスフィーダ,3,12,23,9,1,39.1,34.8,0,0,0,9,19,1,0,2,1,1,0,,0.75,0.75,7.9,100.0
河戸俊亮,2020-02,近畿クラブスフィーダ,3,12,23,16,0,69.6,69.6,0,0,0,8,24,0,1,3,0,0,0,,1.33,0.67,2.1,
河西孔明,2019-11,サフィルヴァ北海道,15,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,1,,0.0,0.0,,50.0
河西孔明,2019-12,サフィルヴァ北海道,15,4,0,0,0,,,0,0,0,0,6,0,3,0,0,0,0,,0.0,0.0,-12.5,
