名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率
大貫智博,トヨタモビリティ東京スパークル,6,31,50,12,2,24.0,20.0,0,0,0,9,83,1,3,18,1,0,1,,0.4,0.3,5.7
奥田基嗣,サフィルヴァ北海道,4,57,218,114,16,52.3,45.0,0,0,0,30,183,9,17,46,3,1,1,,2.0,0.5,8.9
宇野佑樹,トヨタモビリティ東京スパークル,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
小寺秀哉,奈良ドリーマーズ,5,63,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
小林洸,サフィルヴァ北海道,9,34,161,56,19,34.8,23.0,44,11,7,4,77,6,23,21,2,1,0,25.0,1.6,0.1,7.1
小磯智紀,近畿クラブスフィーダ,25,18,7,4,0,57.1,57.1,0,0,0,2,27,0,0,6,1,0,1,,0.2,0.1,5.6
山口拓馬,サフィルヴァ北海道,14,2,8,3,2,37.5,12.5,1,1,0,0,4,0,1,2,0,0,0,100.0,1.5,0.0,6.2
山本映樹,近畿クラブスフィーダ,1,5,20,9,2,45.0,35.0,1,1,0,2,17,0,2,3,1,0,1,100.0,1.8,0.4,1.5
岩阪健太郎,トヨタモビリティ東京スパークル,1,59,237,105,14,44.3,38.4,0,0,0,34,108,2,10,10,7,3,2,,1.8,0.6,1.9
岸海斗,トヨタモビリティ東京スパークル,14,49,158,56,12,35.4,27.8,3,0,2,14,121,4,23,22,8,3,2,0.0,1.1,0.3,3.1
峰尾拓,トヨタモビリティ東京スパークル,5,50,0,0,0,,,0,0,0,0,0,0,0,0,290,138,80,,0.0,0.0,
川村幸司,奈良ドリーマーズ,12,63,467,204,38,43.7,35.5,36,14,6,20,215,9,19,64,436,164,137,38.9,3.2,0.3,9.4
帖佐力弥,近畿クラブスフィーダ,17,6,2,0,1,0.0,-50.0,2,0,1,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0
後藤和志,奈良ドリーマーズ,11,14,52,22,11,42.3,21.2,14,6,5,3,29,2,5,11,1,1,0,42.9,1.6,0.2,12.1
新山駿,トヨタモビリティ東京スパークル,15,44,375,146,27,38.9,31.7,19,4,3,3,151,7,28,34,278,157,58,21.1,3.3,0.1,5.6
早川紘司,トヨタモビリティ東京スパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
有津翔太,奈良ドリーマーズ,7,63,304,158,18,52.0,46.1,16,5,1,36,210,10,22,59,3,0,2,31.2,2.5,0.6,9.2
本多泰成,近畿クラブスフィーダ,28,15,0,0,0,,,0,0,0,0,7,0,0,2,96,49,30,,0.0,0.0,7.1
本多駿,近畿クラブスフィーダ,11,55,437,168,39,38.4,29.5,66,18,14,30,212,8,26,33,74,24,18,27.3,3.1,0.5,4.6
杉谷祐磨,奈良ドリーマーズ,14,19,31,13,3,41.9,32.3,0,0,0,2,41,1,10,5,36,12,13,,0.7,0.1,-0.6
東野朋慶,近畿クラブスフィーダ,19,33,259,124,14,47.9,42.5,16,9,1,14,142,3,15,32,328,150,85,56.2,3.8,0.4,5.1
松本敬三,トヨタモビリティ東京スパークル,16,9,59,18,4,30.5,23.7,0,0,0,3,24,2,2,5,23,9,11,,2.0,0.3,11.5
松枝寿明,トヨタモビリティ東京スパークル,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
柿崎充,サフィルヴァ北海道,21,10,22,8,5,36.4,13.6,0,0,0,2,3,0,1,0,0,0,0,,0.8,0.2,-8.3
森元貴哉,サフィルヴァ北海道,17,58,459,179,29,39.0,32.7,68,20,10,13,184,3,36,40,293,123,86,29.4,3.1,0.2,2.2
槌尾健,トヨタモビリティ東京スパークル,28,11,0,0,0,,,0,0,0,0,11,0,0,2,0,0,0,,0.0,0.0,4.5
江口颯人,近畿クラブスフィーダ,29,26,178,74,14,41.6,33.7,44,21,6,8,87,0,2,20,10,5,3,47.7,2.8,0.3,5.2
江崎闘愛,近畿クラブスフィーダ,6,19,208,87,15,41.8,34.6,74,36,3,12,69,3,14,17,0,0,0,48.6,4.6,0.6,5.4
河戸俊亮,近畿クラブスフィーダ,3,44,110,58,7,52.7,46.4,1,1,0,35,89,1,2,15,1,1,0,100.0,1.3,0.8,4.8
河西孔明,サフィルヴァ北海道,15,9,3,1,1,33.3,0.0,0,0,0,0,11,0,6,1,1,0,1,,0.1,0.0,-11.4
河西智洋,サフィルヴァ北海道,3,58,426,152,31,35.7,28.4,34,7,5,18,204,6,50,37,407,193,111,20.6,2.6,0.3,1.3
清水久雄,サフィルヴァ北海道,8,39,8,5,0,62.5,62.5,0,0,0,0,99,0,6,16,3,0,0,,0.1,0.0,2.5
渡邊徹,奈良ドリーマーズ,1,19,0,0,0,,,0,0,0,0,26,0,3,3,0,0,0,,0.0,0.0,0.0
為我井太也,トヨタモビリティ東京スパークル,2,59,106,51,11,48.1,37.7,2,1,0,9,180,6,49,39,1,0,0,50.0,0.9,0.2,1.9
片野坂拓人,奈良ドリーマーズ,16,59,487,240,44,49.3,40.2,65,24,15,9,265,9,26,58,360,177,109,36.9,4.1,0.2,6.4
田中湧朔,トヨタモビリティ東京スパークル,13,44,0,0,0,,,0,0,0,0,55,0,16,7,7,3,1,,0.0,0.0,-4.1
白戸謙伸,サフィルヴァ北海道,12,1,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5
石井琢也,トヨタモビリティ東京スパークル,7,27,227,86,14,37.9,31.7,17,3,4,3,67,0,0,12,51,17,12,17.6,3.2,0.1,4.5
石渡瑛法,奈良ドリーマーズ,19,63,0,0,0,,,0,0,0,0,0,0,0,0,321,151,101,,0.0,0.0,
石田康祐,近畿クラブスフィーダ,7,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3
碩幸輝,奈良ドリーマーズ,17,17,26,6,1,23.1,19.2,0,0,0,4,44,1,1,9,0,0,0,,0.4,0.2,6.8
神園時,サフィルヴァ北海道,2,58,0,0,0,,,0,0,0,0,0,0,0,0,347,182,89,,0.0,0.0,
笠原佑斗,サフィルヴァ北海道,7,53,168,77,4,45.8,43.5,0,0,0,46,186,7,20,41,3,2,1,,1.5,0.9,6.6
筧颯斗,トヨタモビリティ東京スパークル,17,9,0,0,0,,,0,0,0,0,10,1,6,2,0,0,0,,0.0,0.0,0.0
西河孝太,トヨタモビリティ東京スパークル,4,56,471,177,38,37.6,29.5,35,12,8,10,200,1,6,28,459,175,153,34.3,3.2,0.2,3.2
西片圭佑,トヨタモビリティ東京スパークル,8,37,117,41,6,35.0,29.9,33,6,4,2,78,5,6,12,2,0,1,18.2,1.1,0.1,8.3
言上真一,奈良ドリーマーズ,2,6,2,1,0,50.0,50.0,0,0,0,0,4,0,1,1,0,0,0,,0.2,0.0,0.0
越智蒼,近畿クラブスフィーダ,24,4,6,2,1,33.3,16.7,0,0,0,1,4,0,1,1,0,0,0,,0.5,0.2,0.0
那須野裕進,近畿クラブスフィーダ,13,54,172,80,10,46.5,40.7,1,0,0,34,139,0,19,22,3,1,2,0.0,1.5,0.6,0.5
野田雄介,トヨタモビリティ東京スパークル,10,9,0,0,0,,,0,0,0,0,0,0,0,0,42,27,7,,0.0,0.0,
鈴木浩大,トヨタモビリティ東京スパークル,18,21,39,6,4,15.4,5.1,0,0,0,1,42,2,9,16,1,0,1,,0.3,0.0,8.9
阿部誠樹,サフィルヴァ北海道,6,25,173,84,21,48.6,36.4,40,10,11,6,69,1,4,23,40,22,11,25.0,3.4,0.2,8.3
青島賢司,サフィルヴァ北海道,1,31,2,0,0,0.0,0.0,0,0,0,0,37,0,4,8,25,10,8,,0.0,0.0,2.7
高橋和希,奈良ドリーマーズ,9,63,43,17,2,39.5,34.9,1,0,0,13,255,6,16,66,4,1,1,0.0,0.3,0.2,7.3
