名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
中谷芹,2021-01,近畿クラブスフィーダ,8,3,1,1,0,100.0,100.0,0,0,0,0,3,0,0,0,0.0,1,0,0,1,,0.33,0.0,0.0
中野倭,2021-01,近畿クラブスフィーダ,9,8,4,2,1,50.0,25.0,0,0,0,4,26,0,1,6,4.8,0,0,0,6,,0.25,0.5,
中野倭,2021-02,近畿クラブスフィーダ,9,13,5,2,0,40.0,40.0,0,0,0,0,55,2,3,13,8.2,0,0,0,4,,0.15,0.0,
丸一達也,2021-01,クボタスピアーズ,5,6,20,10,3,50.0,35.0,0,0,0,4,23,0,3,3,0.0,1,1,0,14,,1.67,0.67,100.0
丸一達也,2021-02,クボタスピアーズ,5,14,49,21,3,42.9,36.7,0,0,0,7,43,0,7,7,0.0,0,0,0,28,,1.5,0.5,
丸尾翔太,2021-01,近畿クラブスフィーダ,30,2,7,4,0,57.1,57.1,0,0,0,0,8,0,0,0,0.0,0,0,0,4,,2.0,0.0,
丸尾翔太,2021-02,近畿クラブスフィーダ,30,4,8,3,1,37.5,25.0,0,0,0,3,9,0,2,2,0.0,1,0,1,6,,0.75,0.75,50.0
久門伸司,2021-02,近畿クラブスフィーダ,15,6,0,0,0,,,0,0,0,0,10,0,0,0,0.0,0,0,0,0,,0.0,0.0,
今中聖也,2021-01,近畿クラブスフィーダ,5,3,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
今中聖也,2021-02,近畿クラブスフィーダ,5,3,6,5,0,83.3,83.3,0,0,0,0,6,0,2,2,0.0,0,0,0,5,,1.67,0.0,
北村將,2021-01,近畿クラブスフィーダ,4,4,0,0,0,,,0,0,0,0,8,0,0,3,9.4,2,0,2,0,,0.0,0.0,50.0
北村將,2021-02,近畿クラブスフィーダ,4,4,0,0,0,,,0,0,0,0,6,0,0,1,4.2,4,2,1,0,,0.0,0.0,62.5
南本大貴,2021-01,奈良ドリーマーズ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
南本大貴,2021-02,奈良ドリーマーズ,18,9,1,1,0,100.0,100.0,0,0,0,0,28,0,0,8,7.1,1,1,0,1,,0.11,0.0,100.0
吉岡佳徳,2021-02,千葉ZELVA,10,14,2,2,0,100.0,100.0,0,0,0,1,36,0,0,9,6.2,1,0,0,3,,0.14,0.07,0.0
大原悠,2021-01,近畿クラブスフィーダ,16,8,22,6,2,27.3,18.2,0,0,0,1,16,2,1,6,20.3,25,14,6,9,,0.75,0.12,68.0
大原悠,2021-02,近畿クラブスフィーダ,16,11,0,0,0,,,0,0,0,0,0,0,0,0,,69,45,16,0,,0.0,0.0,76.8
大町和幸,2021-01,千葉ZELVA,12,4,20,6,1,30.0,25.0,0,0,0,1,17,0,1,6,7.4,18,9,4,7,,1.5,0.25,61.1
大町和幸,2021-02,千葉ZELVA,12,1,11,4,0,36.4,36.4,0,0,0,0,3,0,0,0,0.0,3,0,1,4,,4.0,0.0,16.7
守山巧,2021-01,クボタスピアーズ,14,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
守山巧,2021-02,クボタスピアーズ,14,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
寺田晃聖,2021-01,クボタスピアーズ,10,2,0,0,0,,,0,0,0,0,0,0,0,0,,2,0,0,0,,0.0,0.0,0.0
寺田晃聖,2021-02,クボタスピアーズ,10,8,0,0,0,,,0,0,0,0,0,0,0,0,,61,29,23,0,,0.0,0.0,66.4
小磯智紀,2021-02,近畿クラブスフィーダ,25,3,0,0,0,,,0,0,0,0,13,0,0,6,11.5,0,0,0,0,,0.0,0.0,
山本映樹,2021-01,近畿クラブスフィーダ,1,2,0,0,0,,,0,0,0,0,6,0,0,0,0.0,0,0,0,0,,0.0,0.0,
山田誠幸,2021-01,千葉ZELVA,2,7,13,6,0,46.2,46.2,0,0,0,5,13,0,1,3,3.8,1,0,0,11,,0.86,0.71,0.0
山田誠幸,2021-02,千葉ZELVA,2,6,8,2,0,25.0,25.0,0,0,0,3,8,0,0,1,3.1,0,0,0,5,,0.33,0.5,
岡崎誠,2021-01,クボタスピアーズ,4,7,48,17,3,35.4,29.2,2,0,0,1,28,2,9,5,3.6,14,4,3,20,0.0,2.43,0.14,39.3
岡崎誠,2021-02,クボタスピアーズ,4,16,87,37,5,42.5,36.8,1,1,0,6,70,2,11,17,5.0,35,15,3,45,100.0,2.31,0.38,47.1
川村幸司,2021-01,奈良ドリーマーズ,12,8,49,24,3,49.0,42.9,4,1,0,1,32,1,3,7,6.2,53,15,24,26,25.0,3.0,0.12,50.9
川村幸司,2021-02,奈良ドリーマーズ,12,6,42,14,7,33.3,16.7,3,0,1,3,23,1,3,5,6.5,31,20,7,18,0.0,2.33,0.5,75.8
市川一樹,2021-02,千葉ZELVA,9,5,0,0,0,,,0,0,0,0,0,0,0,0,,27,9,10,0,,0.0,0.0,51.9
後藤和志,2021-02,奈良ドリーマーズ,11,6,28,13,3,46.4,35.7,5,2,2,0,12,0,3,1,-4.2,0,0,0,13,40.0,2.17,0.0,
後藤陸翔,2021-01,近畿クラブスフィーダ,18,3,10,7,0,70.0,70.0,2,1,0,3,10,0,1,4,7.5,14,6,5,10,50.0,2.33,1.0,60.7
後藤陸翔,2021-02,近畿クラブスフィーダ,18,12,59,39,5,66.1,57.6,6,4,1,2,44,0,2,10,4.5,61,31,14,41,66.7,3.25,0.17,62.3
早瀬川雄也,2021-01,クボタスピアーズ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,,43,16,16,0,,0.0,0.0,55.8
早瀬川雄也,2021-02,クボタスピアーズ,3,11,0,0,0,,,0,0,0,0,0,0,0,0,,49,27,12,0,,0.0,0.0,67.3
有津翔太,2021-01,奈良ドリーマーズ,7,8,30,15,1,50.0,46.7,0,0,0,4,27,1,2,8,9.3,1,0,1,20,,1.88,0.5,50.0
有津翔太,2021-02,奈良ドリーマーズ,7,13,69,32,4,46.4,40.6,1,0,0,12,34,0,7,12,3.7,1,0,0,44,0.0,2.46,0.92,0.0
本多泰成,2021-01,近畿クラブスフィーダ,28,5,0,0,0,,,0,0,0,0,0,0,0,0,,35,10,14,0,,0.0,0.0,48.6
本多泰成,2021-02,近畿クラブスフィーダ,28,9,0,0,0,,,0,0,0,0,1,0,0,0,0.0,35,12,11,0,,0.0,0.0,50.0
本多駿,2021-01,近畿クラブスフィーダ,11,8,36,16,5,44.4,30.6,10,4,2,4,18,0,0,1,1.4,9,4,3,20,40.0,2.0,0.5,61.1
本多駿,2021-02,近畿クラブスフィーダ,11,10,72,32,5,44.4,37.5,21,6,4,2,35,0,2,7,3.6,20,11,5,34,28.6,3.2,0.2,67.5
杉崎大和,2021-01,千葉ZELVA,20,7,47,13,3,27.7,21.3,8,1,2,1,23,2,6,6,8.7,66,31,25,16,12.5,1.86,0.14,65.9
杉崎大和,2021-02,千葉ZELVA,20,14,81,31,5,38.3,32.1,21,7,2,4,67,5,15,18,8.6,72,31,26,40,33.3,2.21,0.29,61.1
杉谷祐磨,2021-01,奈良ドリーマーズ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
杉谷祐磨,2021-02,奈良ドリーマーズ,14,5,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
村松俊輔,2021-01,千葉ZELVA,8,7,95,44,11,46.3,34.7,38,19,5,1,20,0,1,2,1.2,2,1,0,45,50.0,6.29,0.14,50.0
村松俊輔,2021-02,千葉ZELVA,8,14,112,46,10,41.1,32.1,38,11,7,4,46,2,6,4,3.3,1,1,0,52,28.9,3.29,0.29,100.0
東影夏海,2021-02,近畿クラブスフィーダ,32,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
東野朋慶,2021-02,近畿クラブスフィーダ,0,3,0,0,0,,,0,0,0,0,4,0,1,1,0.0,0,0,0,0,,0.0,0.0,
松浦陣羽,2021-01,近畿クラブスフィーダ,20,2,0,0,0,,,0,0,0,0,0,0,0,0,,1,1,0,0,,0.0,0.0,100.0
松浦陣羽,2021-02,近畿クラブスフィーダ,20,7,0,0,0,,,0,0,0,0,3,0,0,0,0.0,5,3,2,0,,0.0,0.0,80.0
板橋健之,2021-01,千葉ZELVA,5,7,3,2,0,66.7,66.7,0,0,0,0,23,0,3,2,-1.1,0,0,0,2,,0.29,0.0,
板橋健之,2021-02,千葉ZELVA,5,5,0,0,0,,,0,0,0,0,3,0,1,0,-8.3,0,0,0,0,,0.0,0.0,
橋本大海,2021-01,千葉ZELVA,4,7,41,16,4,39.0,29.3,0,0,0,3,30,3,7,10,12.5,2,1,0,22,,2.29,0.43,50.0
橋本大海,2021-02,千葉ZELVA,4,14,54,22,4,40.7,33.3,0,0,0,11,50,4,14,9,5.5,1,1,0,37,,1.57,0.79,100.0
江口颯人,2021-01,近畿クラブスフィーダ,29,2,7,4,0,57.1,57.1,2,1,0,2,6,0,0,1,4.2,0,0,0,6,50.0,2.0,1.0,
江口颯人,2021-02,近畿クラブスフィーダ,29,5,20,8,2,40.0,30.0,0,0,0,5,10,0,0,2,5.0,1,0,0,13,,1.6,1.0,0.0
江崎闘愛,2021-01,近畿クラブスフィーダ,6,4,33,15,1,45.5,42.4,10,5,0,1,7,0,3,1,-7.1,0,0,0,16,50.0,3.75,0.25,
江崎闘愛,2021-02,近畿クラブスフィーダ,6,10,76,37,6,48.7,40.8,33,10,3,2,27,1,9,4,-0.9,1,1,0,40,30.3,3.7,0.2,100.0
河戸俊亮,2021-01,近畿クラブスフィーダ,3,7,10,4,1,40.0,30.0,1,0,0,2,9,0,0,2,5.6,0,0,0,6,0.0,0.57,0.29,
河戸俊亮,2021-02,近畿クラブスフィーダ,3,8,19,9,1,47.4,42.1,0,0,0,2,18,0,0,2,2.8,1,0,0,11,,1.12,0.25,0.0
津崎智之,2021-02,クボタスピアーズ,13,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
浅野晶,2021-02,千葉ZELVA,1,2,17,5,1,29.4,23.5,4,2,0,0,8,0,1,2,3.1,15,6,7,5,50.0,2.5,0.0,63.3
渡邊徹,2021-01,奈良ドリーマーズ,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
渡邊徹,2021-02,奈良ドリーマーズ,1,2,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
片野坂拓人,2021-01,奈良ドリーマーズ,16,8,69,31,8,44.9,33.3,8,3,0,1,29,1,7,11,6.9,45,17,16,33,37.5,3.88,0.12,55.6
片野坂拓人,2021-02,奈良ドリーマーズ,16,10,82,32,17,39.0,18.3,16,5,3,1,53,3,8,12,7.5,53,26,15,36,31.2,3.2,0.1,63.2
田中伸哉,2021-01,クボタスピアーズ,17,1,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
田中伸哉,2021-02,クボタスピアーズ,17,6,10,1,2,10.0,-10.0,0,0,0,1,9,0,0,1,2.8,21,17,1,2,,0.17,0.17,83.3
田中誠,2021-01,クボタスピアーズ,9,5,2,1,0,50.0,50.0,0,0,0,2,21,0,0,5,6.0,0,0,0,3,,0.2,0.4,
田中誠,2021-02,クボタスピアーズ,9,15,6,4,1,66.7,50.0,0,0,0,5,44,2,3,8,7.4,5,1,0,11,,0.27,0.33,20.0
石渡瑛法,2021-01,奈良ドリーマーズ,19,8,0,0,0,,,0,0,0,0,0,0,0,0,,53,19,25,0,,0.0,0.0,59.4
石渡瑛法,2021-02,奈良ドリーマーズ,19,13,0,0,0,,,0,0,0,0,0,0,0,0,,87,44,24,0,,0.0,0.0,64.4
碩幸輝,2021-01,奈良ドリーマーズ,17,5,7,2,0,28.6,28.6,0,0,0,0,15,0,2,1,-1.7,0,0,0,2,,0.4,0.0,
碩幸輝,2021-02,奈良ドリーマーズ,17,12,35,16,1,45.7,42.9,0,0,0,4,29,0,1,5,3.4,29,6,9,20,,1.33,0.33,36.2
福澤直己,2021-01,千葉ZELVA,11,4,5,0,1,0.0,-20.0,2,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,
福澤直己,2021-02,千葉ZELVA,11,7,8,3,0,37.5,37.5,1,0,0,0,3,0,0,1,8.3,0,0,0,3,0.0,0.43,0.0,
籠樹,2021-01,クボタスピアーズ,12,3,0,0,0,,,0,0,0,0,5,1,1,2,25.0,0,0,0,1,,0.0,0.0,
籠樹,2021-02,クボタスピアーズ,12,7,0,0,0,,,0,0,0,0,9,0,0,0,0.0,0,0,0,0,,0.0,0.0,
紀之定俊輔,2021-01,千葉ZELVA,14,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
紀之定俊輔,2021-02,千葉ZELVA,14,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
羽富琉偉,2021-01,千葉ZELVA,23,2,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
羽富琉偉,2021-02,千葉ZELVA,23,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
蓑田蓮,2021-01,クボタスピアーズ,7,4,0,0,0,,,0,0,0,2,10,0,1,0,-2.5,0,0,0,2,,0.0,0.5,
蓑田蓮,2021-02,クボタスピアーズ,7,6,1,0,0,0.0,0.0,0,0,0,0,9,0,1,0,-2.8,0,0,0,0,,0.0,0.0,
言上真一,2021-01,奈良ドリーマーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
言上真一,2021-02,奈良ドリーマーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
谷口裕太郎,2021-01,クボタスピアーズ,16,2,7,2,0,28.6,28.6,0,0,0,0,7,0,0,0,0.0,3,2,1,2,,1.0,0.0,83.3
谷口裕太郎,2021-02,クボタスピアーズ,16,5,16,9,0,56.2,56.2,0,0,0,1,13,0,1,2,1.9,0,0,0,10,,1.8,0.2,
赤松圭介,2021-01,クボタスピアーズ,2,6,52,22,4,42.3,34.6,18,6,2,0,18,3,2,8,25.0,0,0,0,25,33.3,3.67,0.0,
赤松圭介,2021-02,クボタスピアーズ,2,16,188,101,16,53.7,45.2,65,29,9,6,54,0,10,7,-1.4,0,0,0,107,44.6,6.31,0.38,
越智蒼,2021-02,近畿クラブスフィーダ,24,2,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
那須野裕進,2021-01,近畿クラブスフィーダ,13,6,13,5,0,38.5,38.5,0,0,0,1,18,0,0,4,5.6,0,0,0,6,,0.83,0.17,
那須野裕進,2021-02,近畿クラブスフィーダ,13,7,14,6,0,42.9,42.9,0,0,0,3,17,2,1,1,11.8,2,2,0,11,,0.86,0.43,100.0
野口拓朗,2021-01,クボタスピアーズ,8,7,39,14,2,35.9,30.8,0,0,0,3,22,0,0,2,2.3,71,34,16,17,,2.0,0.43,59.2
野口拓朗,2021-02,クボタスピアーズ,8,14,55,21,3,38.2,32.7,0,0,0,4,57,0,2,1,-0.4,115,63,19,25,,1.5,0.29,63.0
野澤辰義,2021-01,千葉ZELVA,6,7,0,0,0,,,0,0,0,0,0,0,0,0,,36,16,13,0,,0.0,0.0,62.5
野澤辰義,2021-02,千葉ZELVA,6,13,0,0,0,,,0,0,0,0,0,0,0,0,,70,33,24,0,,0.0,0.0,64.3
鎌苅翔,2021-01,クボタスピアーズ,1,7,46,19,2,41.3,37.0,0,0,0,7,22,0,0,0,0.0,1,1,0,26,,2.71,1.0,100.0
鎌苅翔,2021-02,クボタスピアーズ,1,16,70,27,3,38.6,34.3,1,0,0,14,54,0,1,8,3.2,13,7,4,41,0.0,1.69,0.88,69.2
阪根彩斗,2021-01,クボタスピアーズ,6,3,18,9,1,50.0,44.4,3,1,0,1,13,0,0,3,5.8,4,2,0,10,33.3,3.0,0.33,50.0
阪根彩斗,2021-02,クボタスピアーズ,6,3,6,2,1,33.3,16.7,0,0,0,0,5,0,1,0,-5.0,5,1,2,2,,0.67,0.0,40.0
高橋和希,2021-01,奈良ドリーマーズ,9,8,4,2,0,50.0,50.0,0,0,0,2,23,1,2,3,5.4,3,0,2,5,,0.25,0.25,33.3
高橋和希,2021-02,奈良ドリーマーズ,9,13,45,12,3,26.7,20.0,1,0,0,1,48,3,9,14,8.9,79,48,15,16,0.0,0.92,0.08,70.3
高田晋作,2021-01,千葉ZELVA,18,7,23,13,1,56.5,52.2,0,0,0,0,9,1,2,2,11.1,30,11,14,14,,1.86,0.0,60.0
高田晋作,2021-02,千葉ZELVA,18,11,46,14,3,30.4,23.9,1,0,0,5,35,1,3,6,5.0,78,28,27,20,0.0,1.27,0.45,53.2
齋藤貴大,2021-02,千葉ZELVA,3,14,46,22,3,47.8,41.3,0,0,0,9,33,2,5,11,10.6,3,3,0,33,,1.57,0.64,100.0
齋藤貴紀,2021-01,千葉ZELVA,7,6,0,0,0,,,0,0,0,0,9,0,1,2,2.8,0,0,0,0,,0.0,0.0,
齋藤貴紀,2021-02,千葉ZELVA,7,11,0,0,0,,,0,0,0,0,21,2,3,10,17.9,0,0,0,2,,0.0,0.0,
