名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
クランヤナ,2019-10,東レアローズ,7,40,17,202,88,9,43.6,39.1,24,13,1,6,75,7,8,25,40,14,11,101,54.2,5.18,0.35,15.0,48.8
クランヤナ,2019-11,東レアローズ,7,88,28,332,144,20,43.4,37.3,44,20,5,15,82,4,9,22,0,0,0,163,45.5,5.14,0.54,8.8,
クランヤナ,2019-12,東レアローズ,7,96,30,386,157,25,40.7,34.2,41,14,6,17,119,4,12,35,0,0,0,178,34.1,5.23,0.57,8.2,
クランヤナ,2020-01,東レアローズ,7,1,3,46,17,3,37.0,30.4,5,1,1,2,15,2,0,4,0,0,0,21,20.0,5.67,0.67,20.0,
サンティアゴアライジャダフニ,2019-10,埼玉上尾メディックス,3,40,16,74,33,2,44.6,41.9,1,0,0,7,46,2,6,15,3,0,1,42,0.0,2.06,0.44,9.2,16.7
サンティアゴアライジャダフニ,2019-11,埼玉上尾メディックス,3,88,31,147,62,8,42.2,36.7,0,0,0,16,99,4,14,30,4,1,2,82,,2.0,0.52,8.1,50.0
サンティアゴアライジャダフニ,2019-12,埼玉上尾メディックス,3,96,28,146,77,2,52.7,51.4,0,0,0,18,99,2,4,32,0,0,0,97,,2.75,0.64,9.1,
サンティアゴアライジャダフニ,2020-01,埼玉上尾メディックス,3,1,3,18,9,1,50.0,44.4,0,0,0,2,16,1,1,3,0,0,0,12,,3.0,0.67,9.4,
シニアードジャック,2019-10,デンソーエアリービーズ,18,30,10,57,28,1,49.1,47.4,0,0,0,14,26,1,2,7,2,1,0,43,,2.8,1.4,8.7,50.0
シニアードジャック,2019-11,デンソーエアリービーズ,18,88,28,211,113,8,53.6,49.8,0,0,0,20,95,2,9,28,2,1,0,135,,4.04,0.71,7.1,50.0
シニアードジャック,2019-12,デンソーエアリービーズ,18,96,30,191,100,5,52.4,49.7,0,0,0,20,85,1,3,30,5,2,2,121,,3.33,0.67,9.1,60.0
シニアードジャック,2020-01,デンソーエアリービーズ,18,1,4,25,15,1,60.0,56.0,0,0,0,5,14,1,2,6,2,1,0,21,,3.75,1.25,14.3,50.0
シュシュニャルカタリナ,2019-10,埼玉上尾メディックス,17,40,16,140,55,9,39.3,32.9,28,11,4,6,40,0,8,9,0,0,0,61,39.3,3.44,0.38,0.6,
シュシュニャルカタリナ,2019-11,埼玉上尾メディックス,17,88,31,331,157,11,47.4,44.1,86,47,6,18,112,7,15,29,2,0,2,182,54.7,5.06,0.58,9.4,50.0
シュシュニャルカタリナ,2019-12,埼玉上尾メディックス,17,96,28,281,137,14,48.8,43.8,74,30,7,15,101,8,12,22,3,1,1,160,40.5,4.89,0.54,10.4,50.0
シュシュニャルカタリナ,2020-01,埼玉上尾メディックス,17,1,3,46,19,1,41.3,39.1,12,2,1,0,11,1,2,1,0,0,0,20,16.7,6.33,0.0,6.8,
ジャンティタントゥイー,2019-10,デンソーエアリービーズ,22,10,1,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,1.0,,
ジャンティタントゥイー,2019-11,デンソーエアリービーズ,22,44,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
ジャンティタントゥイー,2019-12,デンソーエアリービーズ,22,60,2,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,2,,1.0,0.0,,
ジャンティタントゥイー,2020-01,デンソーエアリービーズ,22,2,2,6,3,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,3,,1.5,0.0,,
スークソッドタナッチャ,2019-10,PFUブルーキャッツ,19,50,2,2,1,0,50.0,50.0,0,0,0,0,1,0,1,0,0,0,0,1,,0.5,0.0,-25.0,
スークソッドタナッチャ,2019-11,PFUブルーキャッツ,19,88,13,58,13,4,22.4,15.5,8,4,1,3,10,0,1,4,0,0,0,16,50.0,1.0,0.23,7.5,
スークソッドタナッチャ,2019-12,PFUブルーキャッツ,19,36,7,26,7,0,26.9,26.9,0,0,0,0,1,0,0,0,0,0,0,7,,1.0,0.0,0.0,
タップハンナ,2019-11,日立リヴァーレ,5,88,31,172,71,9,41.3,36.0,0,0,0,25,85,5,9,22,0,0,0,101,,2.29,0.81,9.7,
タップハンナ,2019-12,日立リヴァーレ,5,96,32,195,94,9,48.2,43.6,1,0,0,43,75,2,6,20,0,0,0,139,0.0,2.94,1.34,7.3,
トムシャベレニカ,2019-10,NECレッドロケッツ,17,30,5,48,21,6,43.8,31.2,8,2,2,3,21,0,2,4,0,0,0,24,25.0,4.2,0.6,2.4,
トムシャベレニカ,2019-11,NECレッドロケッツ,17,88,21,166,48,14,28.9,20.5,17,4,3,8,64,2,1,15,0,0,0,58,23.5,2.29,0.38,8.6,
トムシャベレニカ,2019-12,NECレッドロケッツ,17,48,9,22,5,2,22.7,13.6,1,0,0,4,7,0,0,2,0,0,0,9,0.0,0.56,0.44,7.1,
トムシャベレニカ,2020-01,NECレッドロケッツ,17,1,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
ドリスジェニファー,2019-10,PFUブルーキャッツ,2,50,17,86,37,5,43.0,37.2,0,0,0,8,51,0,3,12,0,0,0,45,,2.18,0.47,4.4,
ドリスジェニファー,2019-11,PFUブルーキャッツ,2,88,31,177,89,7,50.3,46.3,0,0,0,16,96,2,4,24,2,0,2,107,,2.87,0.52,7.3,50.0
ドリスジェニファー,2019-12,PFUブルーキャッツ,2,96,30,156,66,5,42.3,39.1,0,0,0,17,93,3,6,23,7,3,4,86,,2.2,0.57,7.8,71.4
ドルーズアンドレア,2019-10,JTマーヴェラス,10,30,13,146,67,7,45.9,41.1,42,16,4,7,56,4,4,28,0,0,0,78,38.1,5.15,0.54,17.9,
ドルーズアンドレア,2019-11,JTマーヴェラス,10,88,31,356,172,24,48.3,41.6,111,58,11,16,101,12,16,41,0,0,0,200,52.3,5.55,0.52,18.1,
ドルーズアンドレア,2019-12,JTマーヴェラス,10,96,28,276,143,19,51.8,44.9,79,39,8,18,71,8,17,29,1,1,0,169,49.4,5.11,0.64,15.5,100.0
ヒックマンジャスティス,2019-10,JTマーヴェラス,14,50,11,77,26,5,33.8,27.3,7,2,1,0,24,1,5,6,75,36,12,27,28.6,2.36,0.0,5.2,56.0
ヒックマンジャスティス,2019-11,JTマーヴェラス,14,88,13,117,41,5,35.0,30.8,15,6,0,3,38,2,0,14,72,37,18,46,40.0,3.15,0.23,14.5,63.9
ヒックマンジャスティス,2019-12,JTマーヴェラス,14,96,6,21,7,0,33.3,33.3,0,0,0,0,15,3,0,5,13,8,3,10,,1.17,0.0,28.3,73.1
マナバットアレオナデニス,2019-10,KUROBEアクアフェアリーズ,8,50,4,0,0,0,,,0,0,0,1,6,0,1,2,0,0,0,1,,0.0,0.25,4.2,
マナバットアレオナデニス,2019-11,KUROBEアクアフェアリーズ,8,88,12,28,9,3,32.1,21.4,0,0,0,3,20,0,5,4,0,0,0,12,,0.75,0.25,-1.2,
マナバットアレオナデニス,2019-12,KUROBEアクアフェアリーズ,8,48,3,3,0,0,0.0,0.0,0,0,0,3,5,0,0,0,0,0,0,3,,0.0,1.0,0.0,
マライブナ,2019-10,ヴィクトリーナ姫路,11,50,16,156,59,18,37.8,26.3,45,19,7,8,38,0,4,9,60,18,16,67,42.2,3.69,0.5,3.3,43.3
マライブナ,2019-11,ヴィクトリーナ姫路,11,88,26,346,139,26,40.2,32.7,86,33,9,13,85,2,3,14,2,1,0,154,38.4,5.35,0.5,5.6,50.0
マライブナ,2019-12,ヴィクトリーナ姫路,11,96,28,347,126,34,36.3,26.5,96,41,11,12,83,2,1,21,0,0,0,140,42.7,4.5,0.43,8.4,
リーシモーン,2019-10,KUROBEアクアフェアリーズ,10,50,20,272,113,19,41.5,34.6,47,19,4,6,79,2,9,28,136,37,40,121,40.4,5.65,0.3,8.5,41.9
リーシモーン,2019-11,KUROBEアクアフェアリーズ,10,88,30,394,165,27,41.9,35.0,84,36,6,13,106,5,8,39,166,40,51,183,42.9,5.5,0.43,12.0,39.5
リーシモーン,2019-12,KUROBEアクアフェアリーズ,10,60,18,257,96,17,37.4,30.7,48,19,3,4,57,0,4,20,10,3,0,100,39.6,5.33,0.22,7.0,30.0
三浦茉実,2019-10,埼玉上尾メディックス,9,40,6,14,7,0,50.0,50.0,0,0,0,0,19,0,3,4,2,1,1,7,,1.17,0.0,1.3,75.0
三浦茉実,2019-11,埼玉上尾メディックス,9,88,8,8,0,0,0.0,0.0,0,0,0,4,24,0,2,6,3,2,1,4,,0.0,0.5,4.2,83.3
三浦茉実,2019-12,埼玉上尾メディックス,9,96,8,8,4,1,50.0,37.5,0,0,0,2,10,0,1,2,2,0,0,6,,0.5,0.25,2.5,0.0
三浦茉実,2020-01,埼玉上尾メディックス,9,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上坂瑠子,2019-10,日立リヴァーレ,1,50,15,152,64,12,42.1,34.2,23,6,4,2,51,2,2,14,98,58,18,68,26.1,4.27,0.13,9.8,68.4
上坂瑠子,2019-11,日立リヴァーレ,1,88,28,327,106,19,32.4,26.6,29,8,2,6,91,3,6,24,173,76,39,115,27.6,3.79,0.21,8.2,55.2
上坂瑠子,2019-12,日立リヴァーレ,1,96,25,229,70,8,30.6,27.1,14,6,2,6,95,1,5,32,160,76,39,77,42.9,2.8,0.24,8.2,59.7
上野香織,2019-10,NECレッドロケッツ,6,30,10,48,17,3,35.4,29.2,1,0,0,3,23,0,3,4,1,1,0,20,0.0,1.7,0.3,1.1,100.0
上野香織,2019-11,NECレッドロケッツ,6,88,24,158,67,8,42.4,37.3,0,0,0,10,72,0,10,13,4,1,0,77,,2.79,0.42,1.0,25.0
上野香織,2019-12,NECレッドロケッツ,6,96,19,81,23,8,28.4,18.5,0,0,0,3,53,3,13,9,6,3,1,29,,1.21,0.16,3.8,58.3
上野香織,2020-01,NECレッドロケッツ,6,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中元南,2019-10,デンソーエアリービーズ,1,30,10,71,25,7,35.2,25.4,7,2,0,1,34,0,2,12,7,2,3,26,28.6,2.5,0.1,7.4,50.0
中元南,2019-11,デンソーエアリービーズ,1,88,26,222,81,17,36.5,28.8,22,6,3,2,75,5,3,24,137,46,46,88,27.3,3.12,0.08,13.7,50.4
中元南,2019-12,デンソーエアリービーズ,1,96,30,276,93,15,33.7,28.3,24,6,2,4,115,6,8,34,155,70,43,103,25.0,3.1,0.13,10.9,59.0
中元南,2020-01,デンソーエアリービーズ,1,2,6,47,13,9,27.7,8.5,6,0,0,1,20,0,2,9,14,3,3,14,0.0,2.17,0.17,8.8,32.1
中屋夏澄,2019-10,トヨタ車体クインシーズ,16,50,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
中屋夏澄,2019-11,トヨタ車体クインシーズ,16,88,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中屋夏澄,2019-12,トヨタ車体クインシーズ,16,24,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
中島未来,2019-10,東レアローズ,11,40,17,0,0,0,,,0,0,0,0,26,0,1,4,22,8,7,0,,0.0,0.0,2.9,52.3
中島未来,2019-11,東レアローズ,11,88,19,0,0,0,,,0,0,0,0,28,1,1,9,18,8,5,1,,0.0,0.0,10.7,58.3
中島未来,2019-12,東レアローズ,11,96,29,0,0,0,,,0,0,0,0,48,1,1,11,34,17,4,1,,0.0,0.0,7.3,55.9
中島未来,2020-01,東レアローズ,11,1,2,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
中川美柚,2019-10,久光製薬スプリングス,14,30,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中川美柚,2019-11,久光製薬スプリングス,14,88,25,74,26,2,35.1,32.4,2,1,0,3,14,2,1,7,26,7,10,31,50.0,1.04,0.12,25.0,46.2
中川美柚,2019-12,久光製薬スプリングス,14,96,17,58,20,2,34.5,31.0,0,0,0,4,22,3,1,10,44,15,21,27,,1.18,0.24,23.9,58.0
中川美柚,2020-01,久光製薬スプリングス,14,2,4,10,3,0,30.0,30.0,0,0,0,0,0,0,0,0,3,1,2,3,,0.75,0.0,,66.7
中本葉月,2019-10,ヴィクトリーナ姫路,17,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中本葉月,2019-11,ヴィクトリーナ姫路,17,22,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中田紫乃,2019-10,東レアローズ,9,40,8,17,5,1,29.4,23.5,1,0,1,1,20,1,1,9,37,16,9,7,0.0,0.62,0.12,15.0,55.4
中田紫乃,2019-11,東レアローズ,9,33,11,29,14,1,48.3,44.8,1,0,0,0,26,1,1,10,58,22,13,15,0.0,1.27,0.0,12.5,49.1
中田紫乃,2019-12,東レアローズ,9,60,12,2,2,0,100.0,100.0,0,0,0,0,28,2,1,9,12,5,2,4,,0.17,0.0,14.3,50.0
中田紫乃,2020-01,東レアローズ,9,1,3,0,0,0,,,0,0,0,0,6,0,0,0,0,0,0,0,,0.0,0.0,0.0,
丸山亜季,2019-11,岡山シーガルズ,20,55,13,0,0,0,,,0,0,0,0,0,0,0,0,3,1,1,0,,0.0,0.0,,50.0
丸山亜季,2019-12,岡山シーガルズ,20,96,18,0,0,0,,,0,0,0,0,0,0,0,0,11,6,0,0,,0.0,0.0,,54.5
丸山亜季,2020-01,岡山シーガルズ,20,2,7,0,0,0,,,0,0,0,0,0,0,0,0,3,1,1,0,,0.0,0.0,,50.0
丸山紗季,2019-10,KUROBEアクアフェアリーズ,1,50,19,22,6,0,27.3,27.3,0,0,0,1,29,1,6,6,38,11,10,8,,0.32,0.05,3.4,42.1
丸山紗季,2019-11,KUROBEアクアフェアリーズ,1,88,24,15,2,0,13.3,13.3,0,0,0,3,35,1,4,9,28,9,8,6,,0.08,0.12,6.4,46.4
丸山紗季,2019-12,KUROBEアクアフェアリーズ,1,96,17,33,8,1,24.2,21.2,0,0,0,3,36,1,4,11,44,14,10,12,,0.47,0.18,7.6,43.2
井上奈々朱,2019-10,東レアローズ,1,40,8,21,10,2,47.6,38.1,0,0,0,2,20,2,4,4,0,0,0,14,,1.25,0.25,10.0,
井上奈々朱,2019-11,東レアローズ,1,88,15,32,14,3,43.8,34.4,0,0,0,9,39,3,4,13,2,1,1,26,,0.93,0.6,13.5,75.0
井上奈々朱,2019-12,東レアローズ,1,96,22,74,32,5,43.2,36.5,0,0,0,7,85,3,5,23,3,1,0,42,,1.45,0.32,8.8,33.3
井上奈々朱,2020-01,東レアローズ,1,1,3,7,5,0,71.4,71.4,0,0,0,2,10,1,0,0,0,0,0,8,,1.67,0.67,10.0,
井上愛里沙,2019-10,久光製薬スプリングス,5,30,3,41,15,1,36.6,34.1,2,0,0,2,14,4,0,3,8,3,2,21,0.0,5.0,0.67,33.9,50.0
井上愛里沙,2019-11,久光製薬スプリングス,5,88,20,213,86,3,40.4,39.0,17,4,2,3,50,3,4,15,91,37,28,92,23.5,4.3,0.15,11.5,56.0
井上愛里沙,2019-12,久光製薬スプリングス,5,96,29,355,130,14,36.6,32.7,35,10,4,3,81,4,5,23,97,41,28,137,28.6,4.48,0.1,10.5,56.7
井上愛里沙,2020-01,久光製薬スプリングス,5,2,7,70,21,2,30.0,27.1,6,2,1,2,15,0,2,6,12,2,3,23,33.3,3.0,0.29,6.7,29.2
井上琴絵,2019-10,デンソーエアリービーズ,11,30,10,0,0,0,,,0,0,0,0,0,0,0,0,45,27,4,0,,0.0,0.0,,64.4
井上琴絵,2019-11,デンソーエアリービーズ,11,88,28,0,0,0,,,0,0,0,0,0,0,0,0,69,36,20,0,,0.0,0.0,,66.7
井上琴絵,2019-12,デンソーエアリービーズ,11,96,30,0,0,0,,,0,0,0,0,0,0,0,0,89,50,18,0,,0.0,0.0,,66.3
井上琴絵,2020-01,デンソーエアリービーズ,11,2,7,0,0,0,,,0,0,0,0,0,0,0,0,27,13,10,0,,0.0,0.0,,66.7
井上美咲,2019-10,埼玉上尾メディックス,13,40,16,3,2,0,66.7,66.7,0,0,0,3,37,4,1,13,1,0,0,9,,0.12,0.19,18.9,0.0
井上美咲,2019-11,埼玉上尾メディックス,13,88,24,3,0,0,0.0,0.0,0,0,0,3,51,2,7,17,0,0,0,5,,0.0,0.12,8.8,
井上美咲,2019-12,埼玉上尾メディックス,13,96,19,3,0,1,0.0,-33.3,0,0,0,2,42,0,5,8,0,0,0,2,,0.0,0.11,1.8,
井上美咲,2020-01,埼玉上尾メディックス,13,1,2,1,1,0,100.0,100.0,0,0,0,0,3,0,0,1,0,0,0,1,,0.5,0.0,8.3,
仁井田桃子,2019-10,埼玉上尾メディックス,19,40,5,3,2,0,66.7,66.7,0,0,0,0,2,0,0,0,4,1,0,2,,0.4,0.0,0.0,25.0
仁井田桃子,2019-11,埼玉上尾メディックス,19,55,7,7,2,1,28.6,14.3,0,0,0,1,3,0,0,1,4,1,2,3,,0.29,0.14,8.3,50.0
仁井田桃子,2019-12,埼玉上尾メディックス,19,84,7,16,4,0,25.0,25.0,0,0,0,2,1,0,0,0,16,7,7,6,,0.57,0.29,0.0,65.6
仁井田桃子,2020-01,埼玉上尾メディックス,19,1,2,2,0,0,0.0,0.0,0,0,0,0,4,1,0,0,3,1,0,1,,0.0,0.0,25.0,33.3
佐々木千紘,2019-12,ヴィクトリーナ姫路,25,12,1,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
佐々木萌,2019-10,岡山シーガルズ,7,30,9,106,44,4,41.5,37.7,2,1,0,1,28,0,1,2,60,36,7,45,50.0,4.89,0.11,0.9,65.8
佐々木萌,2019-11,岡山シーガルズ,7,88,30,352,93,4,26.4,25.3,2,0,0,3,71,3,2,10,174,87,47,99,0.0,3.1,0.1,7.0,63.5
佐々木萌,2019-12,岡山シーガルズ,7,96,31,409,121,17,29.6,25.4,5,0,0,2,112,0,4,21,225,92,64,123,0.0,3.9,0.06,3.8,55.1
佐々木萌,2020-01,岡山シーガルズ,7,2,7,91,25,4,27.5,23.1,5,1,1,0,26,3,3,11,44,22,7,28,20.0,3.57,0.0,19.2,58.0
佐藤優花,2019-10,埼玉上尾メディックス,10,40,7,52,22,0,42.3,42.3,6,1,0,1,38,4,0,7,39,14,6,27,16.7,3.14,0.14,15.1,43.6
佐藤優花,2019-11,埼玉上尾メディックス,10,88,21,168,55,6,32.7,29.2,9,3,1,0,59,1,4,11,151,34,50,56,33.3,2.62,0.0,4.7,39.1
佐藤優花,2019-12,埼玉上尾メディックス,10,96,6,29,9,0,31.0,31.0,2,0,0,0,11,0,1,0,30,12,7,9,0.0,1.5,0.0,-2.3,51.7
佐藤優花,2020-01,埼玉上尾メディックス,10,1,1,0,0,0,,,0,0,0,0,1,0,0,0,3,0,2,0,,0.0,0.0,0.0,33.3
佐藤澪,2019-10,NECレッドロケッツ,18,30,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤澪,2019-11,NECレッドロケッツ,18,88,10,0,0,0,,,0,0,0,0,0,0,0,0,3,1,1,0,,0.0,0.0,,50.0
佐藤澪,2019-12,NECレッドロケッツ,18,84,14,0,0,0,,,0,0,0,0,0,0,0,0,24,10,2,0,,0.0,0.0,,45.8
佐藤澪,2020-01,NECレッドロケッツ,18,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤美弥,2019-10,日立リヴァーレ,8,50,12,4,3,0,75.0,75.0,0,0,0,1,37,2,6,7,0,0,0,6,,0.25,0.08,6.1,
佐藤美弥,2019-11,日立リヴァーレ,8,88,32,10,4,0,40.0,40.0,0,0,0,8,101,1,10,26,1,0,1,13,,0.12,0.25,5.0,50.0
佐藤美弥,2019-12,日立リヴァーレ,8,96,30,14,5,1,35.7,28.6,0,0,0,9,96,2,7,21,0,0,0,16,,0.17,0.3,5.7,
兒島晴香,2019-10,ヴィクトリーナ姫路,19,50,6,0,0,0,,,0,0,0,0,9,0,1,0,0,0,0,0,,0.0,0.0,-2.8,
兒島晴香,2019-11,ヴィクトリーナ姫路,19,77,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
兒島晴香,2019-12,ヴィクトリーナ姫路,19,96,6,0,0,0,,,0,0,0,0,7,0,1,0,0,0,0,0,,0.0,0.0,-3.6,
入澤まい,2019-10,日立リヴァーレ,14,50,17,73,29,5,39.7,32.9,1,0,1,10,56,3,13,13,3,1,0,42,0.0,1.71,0.59,5.4,33.3
入澤まい,2019-11,日立リヴァーレ,14,88,15,64,28,2,43.8,40.6,0,0,0,8,39,3,4,19,2,1,1,39,,1.87,0.53,17.3,75.0
入澤まい,2019-12,日立リヴァーレ,14,96,22,71,27,6,38.0,29.6,0,0,0,3,78,2,10,19,0,0,0,32,,1.23,0.14,5.4,
兵頭由希,2019-10,デンソーエアリービーズ,24,30,5,8,4,0,50.0,50.0,1,1,0,0,13,1,0,2,0,0,0,5,100.0,0.8,0.0,11.5,
兵頭由希,2019-11,デンソーエアリービーズ,24,88,13,61,23,1,37.7,36.1,12,4,0,3,24,2,0,9,8,1,5,28,33.3,1.77,0.23,17.7,43.8
兵頭由希,2019-12,デンソーエアリービーズ,24,96,27,227,79,13,34.8,29.1,36,8,2,4,98,5,1,39,13,8,2,88,22.2,2.93,0.15,14.8,69.2
兵頭由希,2020-01,デンソーエアリービーズ,24,2,5,40,11,3,27.5,20.0,6,1,0,0,14,1,2,3,1,0,0,12,16.7,2.2,0.0,8.9,0.0
内瀬戸真実,2019-10,トヨタ車体クインシーズ,5,50,17,126,49,6,38.9,34.1,14,3,1,2,42,1,3,12,81,49,20,52,21.4,2.88,0.12,7.7,72.8
内瀬戸真実,2019-11,トヨタ車体クインシーズ,5,88,32,206,72,7,35.0,31.6,9,2,1,6,60,0,10,3,141,52,41,78,22.2,2.25,0.19,-2.9,51.4
内瀬戸真実,2019-12,トヨタ車体クインシーズ,5,96,28,229,71,17,31.0,23.6,9,2,2,2,71,3,9,9,164,80,42,76,22.2,2.54,0.07,4.2,61.6
冨永こよみ,2019-10,埼玉上尾メディックス,2,40,14,4,2,0,50.0,50.0,0,0,0,1,29,0,0,10,1,0,0,3,,0.14,0.07,8.6,0.0
冨永こよみ,2019-11,埼玉上尾メディックス,2,88,31,16,6,0,37.5,37.5,0,0,0,3,90,3,6,28,0,0,0,12,,0.19,0.1,9.4,
冨永こよみ,2019-12,埼玉上尾メディックス,2,96,25,14,12,0,85.7,85.7,0,0,0,5,96,8,5,26,0,0,0,25,,0.48,0.2,13.8,
冨永こよみ,2020-01,埼玉上尾メディックス,2,1,3,3,1,0,33.3,33.3,0,0,0,1,12,1,1,1,0,0,0,3,,0.33,0.33,8.3,
前田明里,2020-01,岡山シーガルズ,23,1,1,4,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
加藤光,2019-10,久光製薬スプリングス,7,30,7,0,0,0,,,0,0,0,0,10,0,1,3,0,0,0,0,,0.0,0.0,5.0,
加藤光,2019-11,久光製薬スプリングス,7,88,21,132,40,3,30.3,28.0,4,0,1,6,59,3,4,22,54,17,17,49,0.0,1.9,0.29,12.7,47.2
加藤光,2019-12,久光製薬スプリングス,7,96,17,11,2,2,18.2,0.0,0,0,0,0,37,5,1,9,1,0,0,7,,0.12,0.0,18.9,0.0
加藤光,2020-01,久光製薬スプリングス,7,2,4,5,0,0,0.0,0.0,0,0,0,0,8,0,0,4,3,0,1,0,,0.0,0.0,12.5,16.7
及川真夢,2019-10,岡山シーガルズ,8,30,6,17,6,0,35.3,35.3,0,0,0,1,12,0,3,2,0,0,0,7,,1.0,0.17,-2.1,
及川真夢,2019-11,岡山シーガルズ,8,88,27,114,50,2,43.9,42.1,0,0,0,13,89,0,3,25,1,0,1,63,,1.85,0.48,6.2,50.0
及川真夢,2019-12,岡山シーガルズ,8,96,30,139,58,6,41.7,37.4,0,0,0,15,89,3,5,23,3,2,1,76,,1.93,0.5,8.4,83.3
及川真夢,2020-01,岡山シーガルズ,8,2,7,38,17,0,44.7,44.7,0,0,0,1,29,0,0,5,0,0,0,18,,2.43,0.14,4.3,
古川あおいアン,2019-10,岡山シーガルズ,15,30,4,18,5,3,27.8,11.1,0,0,0,0,3,0,0,2,2,1,0,5,,1.25,0.0,16.7,50.0
古川あおいアン,2019-11,岡山シーガルズ,15,77,3,7,2,0,28.6,28.6,0,0,0,0,2,0,1,0,0,0,0,2,,0.67,0.0,-12.5,
古川あおいアン,2019-12,岡山シーガルズ,15,24,1,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
