名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
貞包里穂,ヴィクトリーナ姫路,1,71,634,198,22,31.2,27.8,44,10,4,12,273,5,9,79,502,159,133,215,22.7,2.8,0.2,8.2,44.9
野呂加南子,東レアローズ,18,50,33,11,2,33.3,27.3,1,0,0,0,83,2,7,20,62,15,21,13,0.0,0.2,0.0,6.3,41.1
野本梨佳,久光製薬スプリングス,8,27,288,89,13,30.9,26.4,26,6,4,8,62,1,5,16,117,55,24,98,23.1,3.3,0.3,6.0,57.3
野村明日香,デンソーエアリービーズ,17,12,31,10,2,32.3,25.8,0,0,0,5,36,4,4,12,1,1,0,19,,0.8,0.4,16.7,100.0
金本望,トヨタ車体クインシーズ,14,8,17,4,1,23.5,17.6,0,0,0,1,5,0,1,1,23,5,5,5,,0.5,0.1,0.0,32.6
金杉由香,ヴィクトリーナ姫路,6,56,648,208,43,32.1,25.5,42,13,9,3,153,9,18,46,352,131,84,220,31.0,3.7,0.1,10.5,49.1
金田修佳,岡山シーガルズ,18,77,1002,380,35,37.9,34.4,12,0,2,16,267,7,8,63,462,255,94,403,0.0,4.9,0.2,7.8,65.4
鍋谷友理枝,デンソーエアリービーズ,15,58,496,167,24,33.7,28.8,17,5,0,10,232,19,19,73,396,161,136,196,29.4,2.9,0.2,14.0,57.8
長内美和子,日立リヴァーレ,13,68,733,249,39,34.0,28.6,49,12,4,7,212,2,30,41,152,69,37,258,24.5,3.7,0.1,2.2,57.6
長瀬そら,岡山シーガルズ,26,8,13,4,0,30.8,30.8,0,0,0,1,11,0,1,3,0,0,0,5,,0.5,0.1,4.5,
長野有紗,ヴィクトリーナ姫路,5,55,195,77,13,39.5,32.8,0,0,0,14,133,5,20,23,4,2,2,96,,1.4,0.3,4.3,75.0
間橋香織,KUROBEアクアフェアリーズ,3,67,526,175,23,33.3,28.9,23,6,1,17,196,3,7,28,533,178,148,195,26.1,2.6,0.3,4.2,47.3
関菜々巳,東レアローズ,14,79,25,14,1,56.0,52.0,0,0,0,12,309,13,14,94,3,0,0,39,,0.2,0.2,10.7,0.0
雪丸梢,KUROBEアクアフェアリーズ,7,67,237,81,12,34.2,29.1,2,0,0,18,176,2,15,48,4,4,0,101,0.0,1.2,0.3,5.8,100.0
青柳京古,埼玉上尾メディックス,11,70,238,103,4,43.3,41.6,2,0,0,32,248,10,20,71,11,5,3,145,0.0,1.5,0.5,9.2,59.1
馬場ゆりか,KUROBEアクアフェアリーズ,4,77,0,0,0,,,0,0,0,0,0,0,0,0,254,133,59,0,,0.0,0.0,,64.0
高木理江,ヴィクトリーナ姫路,14,28,72,20,1,27.8,26.4,1,0,0,6,80,2,3,15,0,0,0,28,0.0,0.7,0.2,6.2,
高橋咲妃惠,ヴィクトリーナ姫路,3,10,0,0,0,,,0,0,0,0,0,0,0,0,24,15,2,0,,0.0,0.0,,66.7
高橋沙織,トヨタ車体クインシーズ,3,26,81,22,9,27.2,16.0,6,3,0,5,48,3,7,15,112,25,38,30,50.0,0.8,0.2,10.4,39.3
高相みな実,PFUブルーキャッツ,8,31,192,46,8,24.0,19.8,25,6,1,4,48,2,5,8,118,42,29,52,24.0,1.5,0.1,5.7,47.9
高野由里加,岡山シーガルズ,21,35,88,22,3,25.0,21.6,1,0,0,3,26,0,0,2,0,0,0,25,0.0,0.6,0.1,1.9,
鴫原ひなた,トヨタ車体クインシーズ,1,49,230,73,30,31.7,18.7,31,11,3,4,167,6,15,65,378,151,102,83,35.5,1.5,0.1,11.1,53.4
黒後愛,東レアローズ,13,50,382,136,23,35.6,29.6,31,2,6,12,139,2,10,37,478,237,105,150,6.5,2.7,0.2,6.3,60.6
齋藤加奈子,日立リヴァーレ,7,73,0,0,0,,,0,0,0,0,0,0,0,0,225,114,58,0,,0.0,0.0,,63.6
