名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
井上崇昭,2010-12,豊田合成トレフェルサ,8,10,45,18,5,40.0,28.9,20,7,5,0,26,0,3,8,15,11,0,18,35.0,1.8,0.0,4.8,73.3
井上崇昭,2011-01,豊田合成トレフェルサ,8,21,57,25,6,43.9,33.3,15,8,2,5,20,1,6,5,20,8,0,31,53.3,1.19,0.24,3.8,40.0
井上崇昭,2011-02,豊田合成トレフェルサ,8,23,120,51,12,42.5,32.5,26,12,4,15,59,2,9,16,38,16,0,68,46.2,2.22,0.65,6.4,42.1
井上崇昭,2011-03,豊田合成トレフェルサ,8,5,6,4,1,66.7,50.0,0,0,0,1,4,1,1,0,8,4,0,6,,0.8,0.2,18.8,50.0
井上裕介,2010-12,堺ブレイザーズ,2,16,0,0,0,,,0,0,0,0,0,0,0,0,60,42,0,0,,0.0,0.0,,70.0
井上裕介,2011-01,堺ブレイザーズ,2,25,0,0,0,,,0,0,0,0,0,0,0,0,96,62,0,0,,0.0,0.0,,64.6
井上裕介,2011-02,堺ブレイザーズ,2,13,0,0,0,,,0,0,0,0,0,0,0,0,63,37,0,0,,0.0,0.0,,58.7
井上裕介,2011-03,堺ブレイザーズ,2,6,0,0,0,,,0,0,0,0,0,0,0,0,23,17,0,0,,0.0,0.0,,73.9
今村駿,2010-12,堺ブレイザーズ,19,17,7,5,0,71.4,71.4,0,0,0,4,50,1,4,14,1,0,0,10,,0.29,0.24,7.0,0.0
今村駿,2011-01,堺ブレイザーズ,19,25,3,1,1,33.3,0.0,0,0,0,2,82,2,6,26,0,0,0,5,,0.04,0.08,8.5,
今村駿,2011-02,堺ブレイザーズ,19,24,4,2,0,50.0,50.0,0,0,0,5,78,2,11,31,1,0,0,9,,0.08,0.21,9.0,0.0
今村駿,2011-03,堺ブレイザーズ,19,6,3,2,0,66.7,66.7,0,0,0,1,17,0,0,7,1,0,0,3,,0.33,0.17,10.3,0.0
今田祐介,2010-12,東レアローズ,14,13,58,21,3,36.2,31.0,21,8,2,4,37,0,6,15,2,1,0,25,38.1,1.62,0.31,6.1,50.0
今田祐介,2011-01,東レアローズ,14,11,20,8,2,40.0,30.0,2,0,1,0,19,0,1,7,9,4,0,8,0.0,0.73,0.0,7.9,44.4
今田祐介,2011-02,東レアローズ,14,17,44,17,1,38.6,36.4,8,3,0,1,35,0,5,7,26,10,0,18,37.5,1.0,0.06,1.4,38.5
今田祐介,2011-03,東レアローズ,14,7,34,14,2,41.2,35.3,3,0,1,3,29,1,6,8,16,6,0,18,0.0,2.0,0.43,5.2,37.5
伊東勇樹,2010-12,パナソニックパンサーズ,4,5,22,9,2,40.9,31.8,2,1,1,0,6,0,0,4,4,0,0,9,50.0,1.8,0.0,16.7,0.0
伊東勇樹,2011-01,パナソニックパンサーズ,4,8,22,12,2,54.5,45.5,3,2,0,0,12,0,2,4,5,1,0,12,66.7,1.5,0.0,4.2,20.0
伊東勇樹,2011-02,パナソニックパンサーズ,4,6,7,1,1,14.3,0.0,1,1,0,0,6,0,3,2,6,1,0,1,100.0,0.17,0.0,-4.2,16.7
伊東勇樹,2011-03,パナソニックパンサーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐別當賢治,2010-12,サントリーサンバーズ,15,9,0,0,0,,,0,0,0,0,0,0,0,0,54,33,0,0,,0.0,0.0,,61.1
佐別當賢治,2011-01,サントリーサンバーズ,15,13,0,0,0,,,0,0,0,0,0,0,0,0,92,61,0,0,,0.0,0.0,,66.3
佐別當賢治,2011-02,サントリーサンバーズ,15,10,0,0,0,,,0,0,0,0,0,0,0,0,51,33,0,0,,0.0,0.0,,64.7
佐別當賢治,2011-03,サントリーサンバーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤和哉,2011-03,豊田合成トレフェルサ,17,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
八子大輔,2011-01,JTサンダーズ,7,5,28,13,4,46.4,32.1,9,6,0,1,17,1,1,7,15,10,0,15,66.7,2.6,0.2,14.7,66.7
八子大輔,2011-02,JTサンダーズ,7,26,195,87,12,44.6,38.5,42,20,5,6,95,8,26,30,79,43,0,101,47.6,3.35,0.23,9.5,54.4
八子大輔,2011-03,JTサンダーズ,7,5,45,18,3,40.0,33.3,7,3,2,1,17,0,3,10,11,3,0,19,42.9,3.6,0.2,10.3,27.3
内山正平,2010-12,豊田合成トレフェルサ,4,17,2,2,0,100.0,100.0,0,0,0,3,36,0,0,13,0,0,0,5,,0.12,0.18,9.0,
内山正平,2011-01,豊田合成トレフェルサ,4,27,5,5,0,100.0,100.0,1,1,0,4,80,0,3,18,3,0,0,9,100.0,0.19,0.15,4.7,0.0
内山正平,2011-02,豊田合成トレフェルサ,4,24,7,5,0,71.4,71.4,0,0,0,8,66,1,3,19,1,0,0,14,,0.21,0.33,7.6,0.0
内山正平,2011-03,豊田合成トレフェルサ,4,7,5,4,0,80.0,80.0,0,0,0,1,21,0,2,2,0,0,0,5,,0.57,0.14,0.0,
内藤和也,2010-12,堺ブレイザーズ,5,17,13,5,2,38.5,23.1,0,0,0,3,38,1,7,10,0,0,0,9,,0.29,0.18,4.6,
内藤和也,2011-01,堺ブレイザーズ,5,24,5,4,0,80.0,80.0,0,0,0,2,45,2,5,10,0,0,0,8,,0.17,0.08,7.2,
内藤和也,2011-02,堺ブレイザーズ,5,24,7,3,1,42.9,28.6,0,0,0,2,34,1,5,17,1,0,0,6,,0.12,0.08,11.8,0.0
内藤和也,2011-03,堺ブレイザーズ,5,6,0,0,0,,,0,0,0,0,10,0,1,6,0,0,0,0,,0.0,0.0,12.5,
冨士田裕大,2010-12,サントリーサンバーズ,10,14,22,13,0,59.1,59.1,0,0,0,1,40,0,1,17,2,2,0,14,,0.93,0.07,10.0,100.0
冨士田裕大,2011-01,サントリーサンバーズ,10,14,17,6,3,35.3,17.6,0,0,0,2,36,1,3,11,2,2,0,9,,0.43,0.14,8.3,100.0
冨士田裕大,2011-02,サントリーサンバーズ,10,5,6,3,1,50.0,33.3,0,0,0,1,12,0,1,4,0,0,0,4,,0.6,0.2,6.2,
冨士田裕大,2011-03,サントリーサンバーズ,10,2,4,2,1,50.0,25.0,0,0,0,1,3,0,0,0,2,1,0,3,,1.0,0.5,0.0,50.0
前田和樹,2010-12,FC東京,28,21,103,52,3,50.5,47.6,17,11,0,7,66,7,21,19,186,114,0,66,64.7,2.48,0.33,9.8,61.3
前田和樹,2011-01,FC東京,28,23,129,60,13,46.5,36.4,10,5,0,5,90,5,22,24,208,124,0,70,50.0,2.61,0.22,6.1,59.6
前田和樹,2011-02,FC東京,28,29,131,52,10,39.7,32.1,11,5,1,5,72,0,30,14,166,103,0,57,45.5,1.79,0.17,-5.6,62.0
前田和樹,2011-03,FC東京,28,7,34,13,4,38.2,26.5,4,1,2,0,24,2,9,7,64,38,0,15,25.0,1.86,0.0,6.2,59.4
前田徹也,2010-12,大分三好ヴァイセアドラー,6,4,0,0,0,,,0,0,0,0,4,0,4,0,0,0,0,0,,0.0,0.0,-25.0,
前田徹也,2011-01,大分三好ヴァイセアドラー,6,7,0,0,0,,,0,0,0,0,8,0,3,2,4,1,0,0,,0.0,0.0,-3.1,25.0
前田徹也,2011-02,大分三好ヴァイセアドラー,6,6,0,0,0,,,0,0,0,0,8,0,2,2,0,0,0,0,,0.0,0.0,0.0,
前田徹也,2011-03,大分三好ヴァイセアドラー,6,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
加藤伊織,2011-02,豊田合成トレフェルサ,16,7,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.14,0.14,,
加賀龍哉,2010-12,FC東京,14,22,47,25,3,53.2,46.8,0,0,0,17,77,1,5,32,1,0,0,43,,1.14,0.77,10.1,0.0
加賀龍哉,2011-01,FC東京,14,22,44,24,1,54.5,52.3,0,0,0,12,82,2,4,29,1,1,0,38,,1.09,0.55,10.1,100.0
加賀龍哉,2011-02,FC東京,14,30,70,40,8,57.1,45.7,0,0,0,15,117,4,11,34,2,2,0,59,,1.33,0.5,8.3,100.0
加賀龍哉,2011-03,FC東京,14,7,15,6,2,40.0,26.7,0,0,0,4,20,0,1,6,0,0,0,10,,0.86,0.57,6.2,
勝野裕士,2010-12,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝野裕士,2011-01,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝野裕士,2011-02,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝野裕士,2011-03,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
北島武,2010-12,堺ブレイザーズ,4,21,105,38,12,36.2,24.8,12,4,4,7,88,0,16,22,161,95,0,45,33.3,1.81,0.33,1.7,59.0
北島武,2011-01,堺ブレイザーズ,4,28,147,68,9,46.3,40.1,21,10,4,8,130,11,29,35,237,151,0,87,47.6,2.43,0.29,9.6,63.7
北島武,2011-02,堺ブレイザーズ,4,33,171,76,15,44.4,35.7,19,9,2,10,137,2,31,44,234,142,0,88,47.4,2.3,0.3,3.8,60.7
北島武,2011-03,堺ブレイザーズ,4,6,32,15,2,46.9,40.6,5,2,1,1,36,1,7,8,38,23,0,17,40.0,2.5,0.17,3.5,60.5
古田史郎,2010-12,東レアローズ,3,5,0,0,0,,,0,0,0,0,5,0,3,0,0,0,0,0,,0.0,0.0,-15.0,
古田史郎,2011-01,東レアローズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
古田史郎,2011-02,東レアローズ,3,1,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
古田史郎,2011-03,東レアローズ,3,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
古賀幸一郎,2010-12,豊田合成トレフェルサ,7,21,0,0,0,,,0,0,0,0,0,0,0,0,76,55,0,0,,0.0,0.0,,72.4
古賀幸一郎,2011-01,豊田合成トレフェルサ,7,26,0,0,0,,,0,0,0,0,0,0,0,0,117,88,0,0,,0.0,0.0,,75.2
古賀幸一郎,2011-02,豊田合成トレフェルサ,7,29,0,0,0,,,0,0,0,0,0,0,0,0,117,97,0,0,,0.0,0.0,,82.9
古賀幸一郎,2011-03,豊田合成トレフェルサ,7,7,0,0,0,,,0,0,0,0,0,0,0,0,46,35,0,0,,0.0,0.0,,76.1
吉田政俊,2010-12,大分三好ヴァイセアドラー,4,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
吉田政俊,2011-01,大分三好ヴァイセアドラー,4,15,0,0,0,,,0,0,0,0,21,0,7,6,0,0,0,0,,0.0,0.0,-1.2,
吉田政俊,2011-02,大分三好ヴァイセアドラー,4,17,2,0,1,0.0,-50.0,2,0,1,0,20,1,5,8,0,0,0,1,0.0,0.0,0.0,8.8,
吉田政俊,2011-03,大分三好ヴァイセアドラー,4,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
名田篤史,2010-12,堺ブレイザーズ,9,2,6,0,3,0.0,-50.0,1,0,1,0,3,0,0,1,9,6,0,0,0.0,0.0,0.0,8.3,66.7
名田篤史,2011-01,堺ブレイザーズ,9,1,4,2,0,50.0,50.0,0,0,0,0,2,0,2,0,2,1,0,2,,2.0,0.0,-25.0,50.0
名田篤史,2011-02,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
名田篤史,2011-03,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
國近公太,2010-12,JTサンダーズ,13,12,37,16,4,43.2,32.4,8,3,0,2,40,1,2,11,91,48,0,19,37.5,1.33,0.17,8.1,52.7
國近公太,2011-01,JTサンダーズ,13,31,130,56,7,43.1,37.7,24,11,2,10,120,2,11,28,292,195,0,68,45.8,1.81,0.32,5.2,66.8
國近公太,2011-02,JTサンダーズ,13,33,135,57,13,42.2,32.6,15,5,3,7,127,5,15,38,377,255,0,69,33.3,1.73,0.21,8.5,67.6
國近公太,2011-03,JTサンダーズ,13,6,26,14,4,53.8,38.5,4,1,2,3,23,0,1,9,62,46,0,17,25.0,2.33,0.5,8.7,74.2
土屋雄太,2010-12,FC東京,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
土屋雄太,2011-01,FC東京,13,1,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,0,,0.0,0.0,,66.7
土屋雄太,2011-02,FC東京,13,3,0,0,0,,,0,0,0,0,4,0,0,1,1,0,0,0,,0.0,0.0,6.2,0.0
土屋雄太,2011-03,FC東京,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
坂本雄一郎,2010-12,サントリーサンバーズ,3,19,29,14,1,48.3,44.8,0,0,0,4,45,2,4,22,1,0,0,20,,0.74,0.21,14.4,0.0
坂本雄一郎,2011-01,サントリーサンバーズ,3,17,19,9,0,47.4,47.4,0,0,0,6,38,2,1,20,0,0,0,17,,0.53,0.35,17.8,
坂本雄一郎,2011-02,サントリーサンバーズ,3,19,36,17,4,47.2,36.1,0,0,0,7,48,0,5,14,0,0,0,24,,0.89,0.37,4.7,
坂本雄一郎,2011-03,サントリーサンバーズ,3,6,5,3,0,60.0,60.0,0,0,0,1,14,0,2,3,0,0,0,4,,0.5,0.17,1.8,
坂梨朋彦,2010-12,堺ブレイザーズ,14,7,0,0,0,,,0,0,0,0,0,0,0,0,28,18,0,0,,0.0,0.0,,64.3
坂梨朋彦,2011-01,堺ブレイザーズ,14,3,0,0,0,,,0,0,0,0,0,0,0,0,11,9,0,0,,0.0,0.0,,81.8
坂梨朋彦,2011-02,堺ブレイザーズ,14,20,0,0,0,,,0,0,0,0,0,0,0,0,118,69,0,0,,0.0,0.0,,58.5
坂梨朋彦,2011-03,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎祐平,2010-12,JTサンダーズ,16,5,25,12,1,48.0,44.0,4,3,0,1,6,0,2,2,6,3,0,13,75.0,2.4,0.2,0.0,50.0
塚崎祐平,2011-01,JTサンダーズ,16,6,16,10,2,62.5,50.0,3,2,1,2,18,0,2,5,7,3,0,12,66.7,1.67,0.33,4.2,42.9
塚崎祐平,2011-02,JTサンダーズ,16,6,21,7,2,33.3,23.8,1,0,0,1,12,0,1,3,15,8,0,8,0.0,1.17,0.17,4.2,53.3
塚崎祐平,2011-03,JTサンダーズ,16,3,18,12,2,66.7,55.6,4,3,0,0,9,0,2,2,5,3,0,12,75.0,4.0,0.0,0.0,60.0
大上正裕,2010-12,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大上正裕,2011-01,JTサンダーズ,21,1,0,0,0,,,0,0,0,0,0,0,0,0,10,7,0,0,,0.0,0.0,,70.0
大上正裕,2011-02,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大上正裕,2011-03,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大庭健裕,2010-12,FC東京,8,3,2,0,0,0.0,0.0,0,0,0,2,7,0,0,3,0,0,0,2,,0.0,0.67,10.7,
大庭健裕,2011-01,FC東京,8,2,2,2,0,100.0,100.0,0,0,0,0,2,0,0,0,0,0,0,2,,1.0,0.0,0.0,
大庭健裕,2011-02,FC東京,8,16,4,0,1,0.0,-25.0,0,0,0,1,4,0,0,2,0,0,0,1,,0.0,0.06,12.5,
大庭健裕,2011-03,FC東京,8,7,16,10,1,62.5,56.2,0,0,0,1,19,0,2,5,0,0,0,11,,1.43,0.14,3.9,
大竹貴久,2010-12,パナソニックパンサーズ,16,7,0,0,0,,,0,0,0,0,13,0,0,3,0,0,0,0,,0.0,0.0,5.8,
大竹貴久,2011-01,パナソニックパンサーズ,16,7,0,0,0,,,0,0,0,1,10,0,0,2,0,0,0,1,,0.0,0.14,5.0,
大竹貴久,2011-02,パナソニックパンサーズ,16,17,0,0,0,,,0,0,0,2,28,0,1,8,1,0,0,2,,0.0,0.12,6.2,0.0
