名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
山本将平,FC東京,6,83,394,156,40,39.6,29.4,40,10,10,17,239,16,65,91,577,377,0,189,25.0,1.88,0.2,9.4,65.3
山本拓矢,パナソニックパンサーズ,7,8,0,0,0,,,0,0,0,0,2,0,1,0,29,21,0,0,,0.0,0.0,-12.5,72.4
山本洋平,FC東京,23,4,0,0,0,,,0,0,0,0,0,0,0,0,4,4,0,0,,0.0,0.0,,100.0
山本雄史,FC東京,18,74,118,49,6,41.5,36.4,0,0,0,35,240,1,13,54,14,9,0,85,,0.66,0.47,4.7,64.3
山村宏太,サントリーサンバーズ,1,109,275,128,13,46.5,41.8,0,0,0,70,322,3,14,72,13,7,0,201,,1.17,0.64,5.4,53.8
山添信也,パナソニックパンサーズ,3,50,88,36,4,40.9,36.4,0,0,0,14,160,2,13,31,6,3,0,52,,0.72,0.28,4.1,50.0
山近哲,豊田合成トレフェルサ,2,70,139,66,11,47.5,39.6,0,0,0,19,211,2,33,57,4,2,0,87,,0.94,0.27,3.8,50.0
岡崎将司,FC東京,1,11,17,6,3,35.3,17.6,2,0,0,0,12,0,5,1,9,6,0,6,0.0,0.55,0.0,-8.3,66.7
岡本祥吾,サントリーサンバーズ,6,74,14,5,0,35.7,35.7,0,0,0,8,189,7,34,51,7,0,0,20,,0.07,0.11,6.0,0.0
岡本秀明,豊田合成トレフェルサ,13,63,114,49,6,43.0,37.7,5,2,0,4,103,8,23,31,180,108,0,61,40.0,0.78,0.06,9.7,60.0
島野俊一,ジェイテクトSTINGS,16,15,3,0,0,0.0,0.0,1,0,0,0,48,0,1,13,1,0,0,0,0.0,0.0,0.0,6.2,0.0
川村慎二,パナソニックパンサーズ,8,57,71,31,10,43.7,29.6,8,3,2,2,92,0,14,31,87,51,0,33,37.5,0.54,0.04,4.6,58.6
巴特,FC東京,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
幡司一貴,豊田合成トレフェルサ,14,29,50,34,1,68.0,66.0,0,0,0,12,78,0,7,21,6,5,0,46,,1.17,0.41,4.5,83.3
手塚大,FC東京,30,52,359,155,40,43.2,32.0,68,32,13,17,151,4,34,62,130,52,0,176,47.1,2.98,0.33,7.3,40.0
星谷健太朗,サントリーサンバーズ,17,2,3,0,0,0.0,0.0,0,0,0,1,5,0,2,1,0,0,0,1,,0.0,0.5,-5.0,
星野秀知,東レアローズ,10,36,197,89,10,45.2,40.1,14,4,4,10,117,1,11,25,148,82,0,100,28.6,2.47,0.28,3.8,55.4
木場田和希,堺ブレイザーズ,15,11,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
本間隆太,ジェイテクトSTINGS,9,3,0,0,0,,,0,0,0,0,0,0,0,0,15,8,0,0,,0.0,0.0,,53.3
杉山マルコス,豊田合成トレフェルサ,18,31,57,23,5,40.4,31.6,4,1,1,2,45,2,15,9,53,25,0,27,25.0,0.74,0.06,1.1,47.2
李博,東レアローズ,15,2,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.5,,
松原広輔,ジェイテクトSTINGS,10,49,162,67,19,41.4,29.6,27,7,7,8,111,11,26,35,110,53,0,86,25.9,1.37,0.16,11.9,48.2
松岡祐太,堺ブレイザーズ,13,14,73,30,11,41.1,26.0,27,13,5,4,32,2,11,11,0,0,0,36,48.1,2.14,0.29,6.2,
松崎廣光,サントリーサンバーズ,21,83,170,63,10,37.1,31.2,10,1,1,6,136,3,15,43,255,170,0,72,10.0,0.76,0.07,7.4,66.7
松崎良輔,ジェイテクトSTINGS,8,45,87,41,4,47.1,42.5,0,0,0,9,77,0,6,17,4,2,0,50,,0.91,0.2,3.6,50.0
松本慶彦,堺ブレイザーズ,1,109,308,171,11,55.5,51.9,1,0,0,54,336,2,10,78,20,14,0,227,0.0,1.57,0.5,5.7,70.0
枩田優介,パナソニックパンサーズ,13,83,80,46,6,57.5,50.0,0,0,0,33,213,1,17,58,3,2,0,80,,0.55,0.4,5.3,66.7
柴小屋康行,サントリーサンバーズ,5,39,144,60,17,41.7,29.9,24,11,4,5,66,1,9,22,93,49,0,66,45.8,1.54,0.13,6.4,52.7
栗山雅史,サントリーサンバーズ,19,68,533,246,36,46.2,39.4,225,107,17,15,169,5,36,61,2,1,0,266,47.6,3.62,0.22,6.7,50.0
梅野聡,東レアローズ,9,23,9,5,0,55.6,55.6,0,0,0,4,52,0,2,11,0,0,0,9,,0.22,0.17,4.3,
森田亜貴斗,パナソニックパンサーズ,12,1,1,1,0,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,2,,1.0,1.0,0.0,
椿山竜介,サントリーサンバーズ,14,68,580,260,56,44.8,35.2,242,112,29,9,186,8,48,71,1,1,0,277,46.3,3.82,0.13,7.4,100.0
横田一義,堺ブレイザーズ,12,26,77,36,4,46.8,41.6,0,0,0,15,74,2,9,18,3,2,0,53,,1.38,0.58,5.7,66.7
橋場正裕,FC東京,17,57,116,35,6,30.2,25.0,14,4,1,6,73,4,15,22,172,101,0,45,28.6,0.61,0.11,7.9,58.7
橋本卓也,FC東京,8,26,58,27,3,46.6,41.4,0,0,0,2,57,0,3,6,0,0,0,29,,1.04,0.08,1.3,
橋本大智,サントリーサンバーズ,4,45,30,19,0,63.3,63.3,0,0,0,11,83,3,6,21,3,0,0,33,,0.42,0.24,8.1,0.0
橘裕也,FC東京,13,111,0,0,0,,,0,0,0,0,0,0,0,0,595,390,0,0,,0.0,0.0,,65.5
永野健,パナソニックパンサーズ,17,102,0,0,0,,,0,0,0,0,0,0,0,0,531,380,0,0,,0.0,0.0,,71.6
池田政之,パナソニックパンサーズ,11,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
浅野博亮,ジェイテクトSTINGS,14,85,584,268,36,45.9,39.7,145,59,19,21,251,4,29,71,459,260,0,293,40.7,3.15,0.25,5.8,56.6
深津旭弘,JTサンダーズ,17,21,0,0,0,,,0,0,0,9,57,0,1,16,0,0,0,9,,0.0,0.43,6.6,
深津英臣,パナソニックパンサーズ,2,101,35,20,1,57.1,54.3,3,0,0,33,352,11,16,124,2,0,0,64,0.0,0.2,0.33,10.8,0.0
清水邦広,パナソニックパンサーズ,1,101,829,421,55,50.8,44.1,377,189,27,42,412,29,54,166,3,1,0,492,50.1,4.17,0.42,13.8,33.3
清野真一,ジェイテクトSTINGS,4,61,381,169,28,44.4,37.0,153,64,13,5,154,20,29,47,0,0,0,194,41.8,2.77,0.08,15.9,
渡辺俊介,東レアローズ,6,20,0,0,0,,,0,0,0,0,0,0,0,0,119,82,0,0,,0.0,0.0,,68.9
渡辺奏吾,パナソニックパンサーズ,5,74,44,17,7,38.6,22.7,7,3,2,1,118,3,23,36,21,13,0,21,42.9,0.23,0.01,5.3,61.9
瀬戸口竜矢,東レアローズ,8,45,138,53,13,38.4,29.0,20,6,4,15,87,2,8,21,156,92,0,70,30.0,1.18,0.33,6.0,59.0
王金剛,東レアローズ,11,32,19,10,1,52.6,47.4,1,1,0,11,57,2,11,19,3,0,0,23,100.0,0.31,0.34,7.0,0.0
田辺修,東レアローズ,2,79,0,0,0,,,0,0,0,0,0,0,0,0,248,167,0,0,,0.0,0.0,,67.3
甲斐祐之,JTサンダーズ,9,5,6,1,1,16.7,0.0,1,0,0,0,5,0,0,1,6,2,0,1,0.0,0.2,0.0,5.0,33.3
町野仁志,JTサンダーズ,2,71,87,39,7,44.8,36.8,0,0,0,39,200,4,11,52,19,13,0,82,,0.55,0.55,7.1,68.4
白岩直也,豊田合成トレフェルサ,7,90,507,208,33,41.0,34.5,7,1,2,20,323,8,35,116,700,431,0,236,14.3,2.31,0.22,8.7,61.6
白澤健児,パナソニックパンサーズ,6,104,201,127,9,63.2,58.7,0,0,0,77,289,6,21,63,19,13,0,210,,1.22,0.74,5.7,68.4
盛重龍,FC東京,22,67,132,37,10,28.0,20.5,19,6,2,12,67,1,7,19,138,73,0,50,31.6,0.55,0.18,6.0,52.9
相澤寿,東レアローズ,7,18,39,23,2,59.0,53.8,0,0,0,9,41,0,2,15,0,0,0,32,,1.28,0.5,7.9,
石島雄介,堺ブレイザーズ,3,111,584,219,45,37.5,29.8,56,18,7,56,408,19,47,96,672,410,0,294,32.1,1.97,0.5,7.7,61.0
石橋健,JTサンダーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
神田聖馬,JTサンダーズ,5,20,4,3,0,75.0,75.0,1,1,0,0,24,1,5,4,0,0,0,4,100.0,0.15,0.0,3.1,
福澤達哉,パナソニックパンサーズ,15,100,809,408,40,50.4,45.5,172,91,10,39,334,19,69,101,608,334,0,466,52.9,4.08,0.39,8.1,54.9
福田誉,FC東京,3,39,0,0,0,,,0,0,0,0,0,0,0,0,27,15,0,0,,0.0,0.0,,55.6
竹浪貴志,FC東京,5,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
筧本翔昂,JTサンダーズ,20,76,111,53,3,47.7,45.0,0,0,0,53,240,1,16,70,10,3,0,107,,0.7,0.7,6.0,30.0
篠田歩,東レアローズ,17,88,148,79,13,53.4,44.6,2,0,1,43,352,11,40,92,7,5,0,133,0.0,0.9,0.49,6.8,71.4
米山裕太,東レアローズ,5,112,743,328,28,44.1,40.4,156,72,7,23,402,8,28,124,726,487,0,359,46.2,2.93,0.21,8.0,67.1
米山達也,サントリーサンバーズ,20,97,451,189,26,41.9,36.1,43,13,5,12,319,18,32,138,375,171,0,219,30.2,1.95,0.12,13.9,45.6
細中久里寿,豊田合成トレフェルサ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
興梠亮,ジェイテクトSTINGS,12,106,0,0,0,,,0,0,0,0,0,0,0,0,677,450,0,0,,0.0,0.0,,66.5
若山智昭,ジェイテクトSTINGS,15,28,122,56,5,45.9,41.8,36,19,4,5,46,1,6,15,13,2,0,62,52.8,2.0,0.18,7.1,15.4
菅直哉,JTサンダーズ,6,7,1,0,0,0.0,0.0,0,0,0,0,13,0,0,1,0,0,0,0,,0.0,0.0,1.9,
衛藤英興,FC東京,15,95,203,100,12,49.3,43.3,0,0,0,47,308,3,8,52,16,4,0,150,,1.05,0.49,4.5,25.0
袴谷亮介,ジェイテクトSTINGS,11,88,239,118,16,49.4,42.7,0,0,0,22,292,15,72,103,19,13,0,155,,1.34,0.25,7.8,68.4
西尾太作,FC東京,24,25,53,18,2,34.0,30.2,9,0,0,2,13,0,2,5,7,5,0,20,0.0,0.72,0.08,5.8,71.4
角田辰徳,東レアローズ,16,36,220,91,16,41.4,34.1,46,25,4,8,90,2,21,25,138,69,0,101,54.3,2.53,0.22,3.3,50.0
谷村孝,パナソニックパンサーズ,10,32,0,0,0,,,0,0,0,0,34,0,7,9,27,16,0,0,,0.0,0.0,1.5,59.3
越川優,JTサンダーズ,8,110,861,426,51,49.5,43.6,152,94,15,46,485,60,101,199,725,478,0,532,61.8,3.87,0.42,17.4,65.9
辰巳正敏,ジェイテクトSTINGS,17,19,29,12,3,41.4,31.0,0,0,0,3,43,2,11,7,0,0,0,17,,0.63,0.16,2.3,
近藤茂,東レアローズ,4,95,20,12,1,60.0,55.0,0,0,0,40,274,2,14,90,10,0,0,54,,0.13,0.42,7.7,0.0
近裕崇,豊田合成トレフェルサ,6,107,295,168,14,56.9,52.2,1,0,0,57,375,11,39,117,13,8,0,236,0.0,1.57,0.53,8.1,61.5
酒井大祐,JTサンダーズ,3,106,0,0,0,,,0,0,0,0,0,0,0,0,525,383,0,0,,0.0,0.0,,73.0
重村健太,豊田合成トレフェルサ,3,16,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,1,,0.0,0.06,0.0,
金丸晃大,ジェイテクトSTINGS,2,93,221,99,26,44.8,33.0,0,0,0,35,280,5,10,65,20,10,0,139,,1.06,0.38,6.7,50.0
金子隆行,サントリーサンバーズ,8,112,621,245,32,39.5,34.3,39,13,4,30,375,12,65,137,663,430,0,287,33.3,2.19,0.27,8.0,64.9
鈴木寛史,サントリーサンバーズ,2,61,143,66,7,46.2,41.3,0,0,0,28,171,9,30,36,4,2,0,103,,1.08,0.46,6.1,50.0
鈴木悠二,東レアローズ,18,79,244,93,15,38.1,32.0,43,15,5,11,166,8,31,64,98,43,0,112,34.9,1.18,0.14,9.8,43.9
鈴木頌卓,FC東京,21,34,69,33,7,47.8,37.7,0,0,0,17,133,6,20,44,10,2,0,56,,0.97,0.5,9.0,20.0
阿部篤史,FC東京,12,33,152,62,13,40.8,32.2,57,15,6,4,50,2,9,18,3,1,0,68,26.3,1.88,0.12,8.5,33.3
阿部純也,ジェイテクトSTINGS,3,12,0,0,0,,,0,0,0,0,14,0,5,3,0,0,0,0,,0.0,0.0,-3.6,
阿部裕太,サントリーサンバーズ,9,50,24,16,0,66.7,66.7,0,0,0,26,87,0,6,17,2,0,0,42,,0.32,0.52,3.2,0.0
高松卓矢,豊田合成トレフェルサ,4,102,1026,443,69,43.2,36.5,197,92,14,22,431,37,79,175,346,155,0,502,46.7,4.34,0.22,14.2,44.8
高橋和人,ジェイテクトSTINGS,7,105,597,257,49,43.0,34.8,61,30,5,42,427,44,85,160,758,464,0,343,49.2,2.45,0.4,14.7,61.2
高橋慎治,ジェイテクトSTINGS,6,88,15,8,0,53.3,53.3,0,0,0,17,292,11,35,106,7,0,0,36,,0.09,0.19,9.8,0.0
高橋賢,サントリーサンバーズ,3,29,0,0,0,,,0,0,0,0,0,0,0,0,79,47,0,0,,0.0,0.0,,59.5
高橋駿,FC東京,16,73,30,16,1,53.3,50.0,0,0,0,12,202,0,4,38,9,1,0,28,,0.22,0.16,4.2,11.1
鶴田大樹,サントリーサンバーズ,11,15,13,5,1,38.5,30.8,1,0,0,0,20,2,7,6,28,20,0,7,0.0,0.33,0.0,8.8,71.4
黒木康太郎,東レアローズ,19,33,69,42,5,60.9,53.6,0,0,0,10,107,3,28,25,4,2,0,55,,1.27,0.3,2.1,50.0
黒澤雄介,豊田合成トレフェルサ,15,7,0,0,0,,,0,0,0,0,9,0,3,5,0,0,0,0,,0.0,0.0,5.6,
