名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐別當賢治,2013-12,サントリーサンバーズ,15,15,0,0,0,,,0,0,0,0,0,0,0,0,77,49,0,0,,0.0,0.0,,63.6
佐別當賢治,2014-01,サントリーサンバーズ,15,23,0,0,0,,,0,0,0,0,0,0,0,0,190,138,0,0,,0.0,0.0,,72.6
佐別當賢治,2014-02,サントリーサンバーズ,15,33,0,0,0,,,0,0,0,0,0,0,0,0,245,169,0,0,,0.0,0.0,,69.0
佐別當賢治,2014-03,サントリーサンバーズ,15,35,0,0,0,,,0,0,0,0,0,0,0,0,213,165,0,0,,0.0,0.0,,77.5
佐川翔,2013-12,堺ブレイザーズ,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐川翔,2014-01,堺ブレイザーズ,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
佐川翔,2014-02,堺ブレイザーズ,8,8,0,0,0,,,0,0,0,2,20,0,4,2,0,0,0,2,,0.0,0.25,-2.5,
佐川翔,2014-03,堺ブレイザーズ,8,37,9,5,2,55.6,33.3,0,0,0,17,96,1,7,15,2,0,0,23,,0.14,0.46,3.1,0.0
佐野翔,2014-03,東レアローズ,14,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
八子大輔,2013-12,JTサンダーズ,7,17,101,39,4,38.6,34.7,11,5,0,3,59,2,10,18,81,37,0,44,45.5,2.29,0.18,6.8,45.7
八子大輔,2014-01,JTサンダーズ,7,14,98,35,6,35.7,29.6,12,6,2,3,39,3,4,9,85,48,0,41,50.0,2.5,0.21,10.9,56.5
八子大輔,2014-03,JTサンダーズ,7,8,56,19,4,33.9,26.8,3,1,1,1,24,1,4,7,52,27,0,21,33.3,2.38,0.12,7.3,51.9
内山正平,2013-12,豊田合成トレフェルサ,12,16,0,0,0,,,0,0,0,6,70,1,2,15,1,0,0,7,,0.0,0.38,6.1,0.0
内山正平,2014-01,豊田合成トレフェルサ,12,23,4,1,0,25.0,25.0,0,0,0,7,87,1,2,16,0,0,0,9,,0.04,0.3,5.2,
内山正平,2014-02,豊田合成トレフェルサ,12,30,6,4,0,66.7,66.7,0,0,0,16,120,3,5,29,2,1,0,23,,0.13,0.53,7.5,50.0
内山正平,2014-03,豊田合成トレフェルサ,12,39,5,2,0,40.0,40.0,0,0,0,12,130,0,5,20,3,0,0,14,,0.05,0.31,2.9,0.0
内藤和也,2013-12,堺ブレイザーズ,5,17,0,0,0,,,0,0,0,0,20,0,2,6,0,0,0,0,,0.0,0.0,5.0,
内藤和也,2014-01,堺ブレイザーズ,5,23,23,15,2,65.2,56.5,0,0,0,6,52,2,6,22,1,1,0,23,,0.65,0.26,11.5,100.0
内藤和也,2014-02,堺ブレイザーズ,5,29,81,42,5,51.9,45.7,0,0,0,9,107,2,11,42,8,2,0,53,,1.45,0.31,9.1,25.0
内藤和也,2014-03,堺ブレイザーズ,5,44,108,51,4,47.2,43.5,0,0,0,16,151,7,15,62,12,11,0,74,,1.16,0.36,12.4,91.7
冨士田裕大,2013-12,サントリーサンバーズ,10,1,3,2,0,66.7,66.7,0,0,0,0,2,0,2,0,1,0,0,2,,2.0,0.0,-25.0,0.0
冨士田裕大,2014-01,サントリーサンバーズ,10,6,11,4,0,36.4,36.4,0,0,0,2,16,1,1,4,0,0,0,7,,0.67,0.33,10.9,
冨士田裕大,2014-02,サントリーサンバーズ,10,5,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
冨士田裕大,2014-03,サントリーサンバーズ,10,4,5,2,0,40.0,40.0,0,0,0,1,10,0,4,2,0,0,0,3,,0.5,0.25,-5.0,
出耒田敬,2014-01,堺ブレイザーズ,7,10,16,7,2,43.8,31.2,0,0,0,0,11,0,1,1,1,1,0,7,,0.7,0.0,0.0,100.0
出耒田敬,2014-02,堺ブレイザーズ,7,14,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
出耒田敬,2014-03,堺ブレイザーズ,7,21,15,9,1,60.0,53.3,0,0,0,3,18,1,8,6,0,0,0,13,,0.43,0.14,2.8,
前田一誠,2014-02,豊田合成トレフェルサ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田和樹,2013-12,FC東京,28,18,96,48,7,50.0,42.7,24,13,1,12,68,9,12,24,57,31,0,69,54.2,2.67,0.67,17.6,54.4
前田和樹,2014-01,FC東京,28,22,110,41,11,37.3,27.3,33,9,7,9,66,5,13,18,68,38,0,55,27.3,1.86,0.41,9.5,55.9
前田和樹,2014-02,FC東京,28,23,95,38,9,40.0,30.5,13,4,4,8,62,4,9,22,52,25,0,50,30.8,1.65,0.35,11.7,48.1
前田和樹,2014-03,FC東京,28,22,108,46,6,42.6,37.0,22,8,2,7,63,6,14,15,71,32,0,59,36.4,2.09,0.32,9.9,45.1
加藤伊織,2013-12,豊田合成トレフェルサ,9,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加藤伊織,2014-01,豊田合成トレフェルサ,9,5,0,0,0,,,0,0,0,1,1,0,0,1,0,0,0,1,,0.0,0.2,25.0,
加藤伊織,2014-02,豊田合成トレフェルサ,9,14,15,10,0,66.7,66.7,0,0,0,4,40,0,8,5,2,0,0,14,,0.71,0.29,-1.9,0.0
加藤伊織,2014-03,豊田合成トレフェルサ,9,3,3,0,0,0.0,0.0,0,0,0,1,7,0,2,2,0,0,0,1,,0.0,0.33,0.0,
加賀龍哉,2014-01,FC東京,14,4,5,1,0,20.0,20.0,1,0,0,3,9,0,0,4,0,0,0,4,0.0,0.25,0.75,11.1,
加賀龍哉,2014-02,FC東京,14,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
北島武,2013-12,堺ブレイザーズ,4,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
北島武,2014-01,堺ブレイザーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
北島武,2014-02,堺ブレイザーズ,4,2,2,1,0,50.0,50.0,0,0,0,0,1,0,1,0,9,3,0,1,,0.5,0.0,-25.0,33.3
北島武,2014-03,堺ブレイザーズ,4,15,19,7,1,36.8,31.6,0,0,0,2,16,0,1,4,34,18,0,9,,0.47,0.13,4.7,52.9
千々木駿介,2013-12,堺ブレイザーズ,10,5,24,5,0,20.8,20.8,5,1,0,1,7,0,2,0,14,6,0,6,20.0,1.0,0.2,-7.1,42.9
千々木駿介,2014-01,堺ブレイザーズ,10,12,66,28,1,42.4,40.9,15,6,0,2,48,0,2,8,59,15,0,30,40.0,2.33,0.17,3.1,25.4
千々木駿介,2014-02,堺ブレイザーズ,10,15,103,49,6,47.6,41.7,21,11,1,6,42,0,5,5,55,21,0,55,52.4,3.27,0.4,0.0,38.2
千々木駿介,2014-03,堺ブレイザーズ,10,42,262,120,22,45.8,37.4,71,37,8,10,140,3,13,30,172,88,0,133,52.1,2.86,0.24,5.2,51.2
古田史郎,2014-02,ジェイテクトSTINGS,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
古田史郎,2014-03,ジェイテクトSTINGS,1,19,42,14,8,33.3,14.3,5,0,4,3,21,1,5,2,24,13,0,18,0.0,0.74,0.16,1.2,54.2
古賀幸一郎,2013-12,豊田合成トレフェルサ,10,16,0,0,0,,,0,0,0,0,0,0,0,0,101,89,0,0,,0.0,0.0,,88.1
古賀幸一郎,2014-01,豊田合成トレフェルサ,10,23,0,0,0,,,0,0,0,0,0,0,0,0,127,97,0,0,,0.0,0.0,,76.4
古賀幸一郎,2014-02,豊田合成トレフェルサ,10,30,0,0,0,,,0,0,0,0,0,0,0,0,155,109,0,0,,0.0,0.0,,70.3
古賀幸一郎,2014-03,豊田合成トレフェルサ,10,39,0,0,0,,,0,0,0,0,0,0,0,0,228,158,0,0,,0.0,0.0,,69.3
吉岡光大,2014-02,JTサンダーズ,23,3,0,0,0,,,0,0,0,0,0,0,0,0,15,7,0,0,,0.0,0.0,,46.7
國近公太,2013-12,JTサンダーズ,4,4,0,0,0,,,0,0,0,1,5,0,0,1,8,2,0,1,,0.0,0.25,5.0,25.0
國近公太,2014-01,JTサンダーズ,4,3,1,0,0,0.0,0.0,0,0,0,0,2,0,0,0,9,5,0,0,,0.0,0.0,0.0,55.6
國近公太,2014-02,JTサンダーズ,4,16,21,3,3,14.3,0.0,0,0,0,2,19,0,2,4,56,32,0,5,,0.19,0.12,2.6,57.1
國近公太,2014-03,JTサンダーズ,4,20,31,14,1,45.2,41.9,0,0,0,2,42,1,9,10,99,70,0,17,,0.7,0.1,3.0,70.7
坂梨朋彦,2013-12,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂梨朋彦,2014-01,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂梨朋彦,2014-02,堺ブレイザーズ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
坂梨朋彦,2014-03,堺ブレイザーズ,14,5,0,0,0,,,0,0,0,0,0,0,0,0,12,5,0,0,,0.0,0.0,,41.7
塚崎祐平,2013-12,JTサンダーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎祐平,2014-01,JTサンダーズ,16,3,1,1,0,100.0,100.0,0,0,0,0,4,0,1,0,2,0,0,1,,0.33,0.0,-6.2,0.0
塚崎祐平,2014-02,JTサンダーズ,16,4,16,6,1,37.5,31.2,0,0,0,1,6,1,1,0,8,4,0,8,,1.5,0.25,12.5,50.0
塚崎祐平,2014-03,JTサンダーズ,16,11,64,27,6,42.2,32.8,6,4,1,2,26,1,6,6,66,40,0,30,66.7,2.45,0.18,3.8,60.6
塩田達也,2013-12,サントリーサンバーズ,12,12,32,18,4,56.2,43.8,0,0,0,11,48,2,9,15,11,6,0,31,,1.5,0.92,7.3,54.5
塩田達也,2014-01,サントリーサンバーズ,12,23,50,25,4,50.0,42.0,0,0,0,14,68,4,12,30,4,3,0,43,,1.09,0.61,12.5,75.0
塩田達也,2014-02,サントリーサンバーズ,12,27,32,15,1,46.9,43.8,0,0,0,12,89,3,20,28,5,2,0,30,,0.56,0.44,5.6,40.0
塩田達也,2014-03,サントリーサンバーズ,12,18,20,9,0,45.0,45.0,0,0,0,4,39,0,13,7,1,0,0,13,,0.5,0.22,-3.8,0.0
大上正裕,2013-12,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大上正裕,2014-01,JTサンダーズ,21,4,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
大上正裕,2014-02,JTサンダーズ,21,3,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,0,,0.0,0.0,,66.7
大上正裕,2014-03,JTサンダーズ,21,6,0,0,0,,,0,0,0,0,0,0,0,0,7,6,0,0,,0.0,0.0,,85.7
大木貴之,2013-12,東レアローズ,20,10,81,33,7,40.7,32.1,23,9,3,3,37,1,6,12,54,40,0,37,39.1,3.3,0.3,6.8,74.1
大木貴之,2014-01,東レアローズ,20,14,103,48,4,46.6,42.7,22,9,1,4,44,4,7,16,55,23,0,56,40.9,3.43,0.29,14.2,41.8
大木貴之,2014-02,東レアローズ,20,7,16,7,0,43.8,43.8,2,1,0,0,12,0,4,2,15,8,0,7,50.0,1.0,0.0,-4.2,53.3
大木貴之,2014-03,東レアローズ,20,14,38,17,1,44.7,42.1,10,7,0,0,34,1,9,9,9,3,0,18,70.0,1.21,0.0,2.9,33.3
大矢佳祐,2013-12,ジェイテクトSTINGS,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大矢佳祐,2014-01,ジェイテクトSTINGS,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大矢佳祐,2014-02,ジェイテクトSTINGS,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大矢佳祐,2014-03,ジェイテクトSTINGS,18,3,0,0,0,,,0,0,0,0,0,0,0,0,19,11,0,0,,0.0,0.0,,57.9
大竹貴久,2013-12,パナソニックパンサーズ,16,10,0,0,0,,,0,0,0,1,23,1,2,2,1,0,0,2,,0.0,0.1,4.3,0.0
大竹貴久,2014-01,パナソニックパンサーズ,16,6,0,0,0,,,0,0,0,0,7,0,0,2,0,0,0,0,,0.0,0.0,7.1,
大竹貴久,2014-02,パナソニックパンサーズ,16,7,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,0,,0.0,0.0,8.3,
大竹貴久,2014-03,パナソニックパンサーズ,16,8,1,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
安井勇誠,2013-12,JTサンダーズ,11,8,0,0,0,,,0,0,0,0,10,0,4,4,0,0,0,0,,0.0,0.0,0.0,
安井勇誠,2014-02,JTサンダーズ,11,11,2,1,0,50.0,50.0,1,1,0,0,11,0,1,1,0,0,0,1,100.0,0.09,0.0,0.0,
安井勇誠,2014-03,JTサンダーズ,11,12,31,12,3,38.7,29.0,12,6,2,0,17,0,3,3,0,0,0,12,50.0,1.0,0.0,0.0,
安永拓弥,2013-12,JTサンダーズ,1,4,10,3,1,30.0,20.0,0,0,0,2,11,0,0,4,0,0,0,5,,0.75,0.5,9.1,
安永拓弥,2014-01,JTサンダーズ,1,8,11,6,1,54.5,45.5,0,0,0,3,22,0,2,6,0,0,0,9,,0.75,0.38,4.5,
安永拓弥,2014-02,JTサンダーズ,1,31,55,36,2,65.5,61.8,1,0,0,10,78,7,15,11,1,0,0,53,0.0,1.16,0.32,7.7,0.0
安永拓弥,2014-03,JTサンダーズ,1,39,71,35,3,49.3,45.1,0,0,0,29,105,3,26,24,1,0,0,67,,0.9,0.74,2.4,0.0
富松崇彰,2013-12,東レアローズ,1,16,36,24,2,66.7,61.1,0,0,0,18,49,1,4,11,2,2,0,43,,1.5,1.12,5.6,100.0
富松崇彰,2014-01,東レアローズ,1,20,38,22,3,57.9,50.0,0,0,0,13,66,1,4,16,1,1,0,36,,1.1,0.65,6.1,100.0
富松崇彰,2014-02,東レアローズ,1,31,82,54,3,65.9,62.2,0,0,0,32,69,3,2,21,3,0,0,89,,1.74,1.03,11.2,0.0
富松崇彰,2014-03,東レアローズ,1,39,102,62,4,60.8,56.9,0,0,0,28,102,0,7,31,3,0,0,90,,1.59,0.72,5.9,0.0
小澤翔,2013-12,JTサンダーズ,10,1,5,0,0,0.0,0.0,0,0,0,0,1,0,0,0,7,3,0,0,,0.0,0.0,0.0,42.9
小澤翔,2014-01,JTサンダーズ,10,18,38,24,1,63.2,60.5,2,1,0,1,52,2,13,16,79,50,0,27,50.0,1.33,0.06,5.3,63.3
小澤翔,2014-02,JTサンダーズ,10,27,130,59,4,45.4,42.3,10,4,1,9,78,1,12,22,142,72,0,69,40.0,2.19,0.33,4.5,50.7
小澤翔,2014-03,JTサンダーズ,10,15,53,23,8,43.4,28.3,2,1,1,4,50,1,8,16,79,44,0,28,50.0,1.53,0.27,6.0,55.7
山岡祐也,2013-12,FC東京,10,10,1,1,0,100.0,100.0,0,0,0,0,9,0,0,2,0,0,0,1,,0.1,0.0,5.6,
山岡祐也,2014-01,FC東京,10,20,3,1,0,33.3,33.3,0,0,0,2,55,0,0,13,1,0,0,3,,0.05,0.1,5.9,0.0
山岡祐也,2014-02,FC東京,10,15,0,0,0,,,0,0,0,2,28,1,2,6,0,0,0,3,,0.0,0.13,7.1,
山岡祐也,2014-03,FC東京,10,28,5,1,2,20.0,-20.0,0,0,0,2,89,4,8,23,2,0,0,7,,0.04,0.07,8.7,0.0
山本将平,2013-12,FC東京,6,3,8,2,1,25.0,12.5,1,0,1,0,7,1,3,3,13,6,0,3,0.0,0.67,0.0,14.3,46.2
山本将平,2014-01,FC東京,6,13,21,11,1,52.4,47.6,0,0,0,0,26,2,7,11,44,29,0,13,,0.85,0.0,11.5,65.9
山本将平,2014-02,FC東京,6,29,184,74,18,40.2,30.4,14,2,3,9,98,3,25,45,255,165,0,86,14.3,2.55,0.31,8.2,64.7
